timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769480282.287123,RECEIVED,cf2e31ec-8429-4933-ae9c-90dd24d6d383,33cce4ec-84ac-4842-971a-8ae1121d3e52,c5,c1,26,p1,?,surb={'id': '9676c02c-217e-4624-83dc-09492b0ed7d6', 'route': ['p1', 'e12', 'i9', 'x5', 'p2', 'c5']}
1769480282.3803687,RECEIVED,ea521ce5-51bf-4c0b-b239-e6cbdae08bef,dda93dbc-eb48-4cff-bc97-13572f4fe5c4,c3,c1,27,p1,?,surb={'id': 'cdb2c761-9984-4704-8e8b-351684c29905', 'route': ['p1', 'e8', 'i2', 'x12', 'p3', 'c3']}
1769480282.4013197,RECEIVED,ef3a2146-a45f-4e33-a7ac-bf72f17334d5,5eb628a7-3b91-4f21-97b2-02e9d93ec86e,c4,c1,27,p1,?,surb={'id': '7de827f0-c88f-4bd6-bfa7-fa3f62b0ca57', 'route': ['p1', 'e9', 'i11', 'x9', 'p1', 'c4']}
1769480282.4401844,RECEIVED,b682b469-25f0-417d-ac9c-5d96539ea6f2,80e91085-d58b-4087-9775-a5ae8c708462,c2,c1,27,p1,?,surb={'id': '512dd08a-025f-4eee-b55c-c9fab5cbd236', 'route': ['p1', 'e7', 'i3', 'x8', 'p2', 'c2']}
1769480282.6345234,RECEIVED,c3d48727-5f60-4197-b95f-dc7b2aad2f04,c8588b7b-bff3-4a70-a9f3-70288823a978,c3,c1,27,p1,?,surb={'id': '744f17ca-1ed9-4492-89ac-8f4a3cbe7c4b', 'route': ['p1', 'e11', 'i3', 'x6', 'p3', 'c3']}
1769480282.7265024,RECEIVED,37ffd2fb-31a4-4bab-b121-73a4b054c288,09f93d3e-62e0-440a-b7cc-79047fb08de6,c4,c1,27,p1,?,surb={'id': '6239359a-f541-4347-8fd1-38cf903d621e', 'route': ['p1', 'e7', 'i12', 'x12', 'p1', 'c4']}
1769480282.784283,RECEIVED,ddaa70e1-fe2a-4513-8702-df83b1e91d72,00892e51-c357-4913-9b81-9a24c48dc41f,c3,c1,27,p1,?,surb={'id': 'f851ee2f-353c-44fc-97ac-bcc51e625328', 'route': ['p1', 'e11', 'i10', 'x4', 'p3', 'c3']}
1769480282.8566282,RECEIVED,0289c912-20e6-46d2-85e8-51d00288a3b7,d6f2e5d2-f407-444e-a0ca-e183c9c1ae1f,c5,c1,26,p1,?,surb={'id': '1348cd29-0483-4f0b-93d4-69e0c3960891', 'route': ['p1', 'e4', 'i10', 'x9', 'p2', 'c5']}
1769480282.8598568,SENT,f046da15-8ee6-48d6-b94a-e7bfad7140a2,5401453b-1b90-44ee-9ab8-f460b135e648,c1,c4,3374,?,p1,
1769480282.860043,CREATED,beea5ec3-2d23-4ad9-a224-78034033f531,6580be32-58ce-4912-8be5-d6c40d34e49d,c1,c4,27,?,?,surb={'id': '4cccc115-f4e5-49a6-b490-7bc93f9e8cb4', 'route': ['p1', 'e2', 'i8', 'x6', 'p1', 'c1']}
1769480282.8863647,RECEIVED,9102a8fa-30f7-482a-83e3-0384d242e6c9,71a95739-3ce0-40a9-8ba6-5081c3f7c947,c4,c1,27,p1,?,surb={'id': 'bee2a5f7-8e48-4cf1-8428-3c2193e1d2bb', 'route': ['p1', 'e12', 'i1', 'x6', 'p1', 'c4']}
1769480282.9058633,RECEIVED,1af44022-bf77-44ec-9b30-f062779d9e11,3a524036-1a45-40e8-b4fe-b431e0053e2e,c4,c1,27,p1,?,surb={'id': 'e9923d5a-c58c-4667-9aed-cce13599a483', 'route': ['p1', 'e11', 'i12', 'x1', 'p1', 'c4']}
1769480282.9453928,RECEIVED,097fa647-09fe-4d2a-ba3a-bd209d50b8c5,af9fe04c-9166-405b-903b-665c76056f51,c4,c1,27,p1,?,surb={'id': 'b6670451-7a5b-4f6e-8671-d4271868020f', 'route': ['p1', 'e8', 'i6', 'x6', 'p1', 'c4']}
1769480283.126313,RECEIVED,83492688-4e33-4bb6-a964-8ee46a60cfb6,0ad7986c-3b47-46f7-b50e-5f9bb7a7f897,c5,c1,27,p1,?,surb={'id': 'f1484b7e-4635-40ef-887f-68837eda7fc5', 'route': ['p1', 'e2', 'i11', 'x3', 'p2', 'c5']}
1769480283.2118433,RECEIVED,01ebe49e-45ff-49ba-9cba-7bfc12d9dbbd,ad550b89-53e4-4073-a5fb-58e557561361,c5,c1,27,p1,?,surb={'id': '318c084f-d28e-428e-81c3-033da0447bf3', 'route': ['p1', 'e6', 'i2', 'x3', 'p2', 'c5']}
1769480283.234226,RECEIVED,b6c81c55-513c-4a31-a55a-0e970840922a,c5fa3232-6806-40e3-972d-68f02ff30421,c2,c1,27,p1,?,surb={'id': 'a39467cb-a87e-4d1e-b26c-b99576caf925', 'route': ['p1', 'e6', 'i11', 'x4', 'p2', 'c2']}
1769480283.2481353,RECEIVED,9ebd4451-ca31-49e7-a227-8beabffc2318,e5e0ac42-d40b-4643-b5d6-b90be6670d98,c5,c1,27,p1,?,surb={'id': '7e64bac3-0f9d-49b3-adbf-d19bcb042740', 'route': ['p1', 'e1', 'i10', 'x1', 'p2', 'c5']}
1769480283.262032,RECEIVED,6660e83e-dce3-45a3-8edb-9e7f805f3cdc,64a73547-9efd-411b-aeab-5a8b9ea6f42e,c4,c1,27,p1,?,surb={'id': '3ed65249-303b-485f-87a9-e816fddcb3a8', 'route': ['p1', 'e5', 'i10', 'x6', 'p1', 'c4']}
1769480283.38244,RECEIVED,b83d4d1b-e04a-455a-bea2-04071e9c72ea,1fed6008-4363-4fe5-83be-02ca316089b5,c2,c1,27,p1,?,surb={'id': '112b7d95-1c4e-4e0c-aa94-bd44d5a9f463', 'route': ['p1', 'e5', 'i10', 'x7', 'p2', 'c2']}
1769480283.528664,RECEIVED,c769af0f-a524-47e6-8366-d2b95cd1bbac,b6dcda90-c6f9-43ef-aef6-ccccc90b34f7,c2,c1,27,p1,?,surb={'id': 'de91c56c-cd91-47dc-8665-06ffaacabe5d', 'route': ['p1', 'e9', 'i8', 'x5', 'p2', 'c2']}
1769480283.6630063,RECEIVED,6863cb45-468b-4805-bf96-ea45e2afb323,dee31aa9-44c2-4681-a2a5-e10952d8b94b,c5,c1,26,p1,?,surb={'id': 'e0b7c800-5bf8-447a-9388-68f03b986698', 'route': ['p1', 'e8', 'i11', 'x2', 'p2', 'c5']}
1769480283.6944587,RECEIVED,f8a187ba-c281-4edf-8747-e70698385fdf,fd904501-b199-4098-9cb6-6cbd291fad35,c3,c1,27,p1,?,surb={'id': '60f47396-c36d-48fd-abfc-f81fe9072621', 'route': ['p1', 'e1', 'i1', 'x9', 'p3', 'c3']}
1769480283.9148016,SENT,ec1f32e9-c338-4cfb-a244-4017b046c585,15561c34-390d-4d56-b695-8609bcc47fe4,c1,c4,3368,?,p1,
1769480283.9149477,CREATED,2b606fb7-863c-4c47-a53b-08ba0cb981b7,08ee7732-3ff6-4029-8c7f-9c218144793d,c1,c4,27,?,?,surb={'id': '0c1ee965-7e22-4cf2-9767-8c2b6659154a', 'route': ['p1', 'e4', 'i12', 'x2', 'p1', 'c1']}
1769480284.146517,RECEIVED,9c69cb33-85e8-4581-85db-d9b414613b3c,a8176429-fe14-41a6-b051-bbbb37414222,c2,c1,27,p1,?,surb={'id': '0dc9dbb7-d951-475f-857a-8bec98027fac', 'route': ['p1', 'e7', 'i9', 'x6', 'p2', 'c2']}
1769480284.204111,RECEIVED,aaf840cb-770c-4c36-bdf9-9047dad15eab,9c86878c-fbea-4b29-8bcc-0451487ce1b6,c2,c1,27,p1,?,surb={'id': '4393c26b-23b0-431b-bcbd-d55a3ba940cf', 'route': ['p1', 'e8', 'i2', 'x5', 'p2', 'c2']}
1769480284.3287048,RECEIVED,09dab0f5-4dc3-48fe-a71d-9d769d108b8b,7d23283e-cd29-4711-a3cb-8692e28ef21a,c5,c1,27,p1,?,surb={'id': 'bc63940a-d474-48b8-933b-7a7d2b81a729', 'route': ['p1', 'e1', 'i11', 'x5', 'p2', 'c5']}
1769480284.4007027,RECEIVED,cab9551c-0c15-4e1c-ad1b-80205386a02c,b0825c2f-2724-429b-927a-ec4acd00319c,c5,c1,27,p1,?,surb={'id': 'd778d698-9fa2-4387-b51b-194ff04d3cc1', 'route': ['p1', 'e10', 'i4', 'x12', 'p2', 'c5']}
1769480284.561301,RECEIVED,a30b55ce-685d-4bba-a7bb-5548dd660438,e4e77d42-8cc5-4ed2-acd3-45a7c0903e66,c5,c1,27,p1,?,surb={'id': '1d04d10d-8354-4c8b-b234-89cf3f8317f7', 'route': ['p1', 'e2', 'i9', 'x12', 'p2', 'c5']}
1769480284.6192307,RECEIVED,7ca7c45f-2ccd-470b-bb67-31687af04b98,a0924d0e-27f1-4c37-9cf9-da3ea7ad6d46,c4,c1,26,p1,?,surb={'id': 'fffbfaef-5138-4789-927c-2fa3320ac63a', 'route': ['p1', 'e5', 'i11', 'x10', 'p1', 'c4']}
1769480284.7040172,RECEIVED,6a2085db-d83a-4875-905d-04d4c1778d23,cd65d577-ab8c-442c-9882-c3a512a2aa9a,c2,c1,27,p1,?,surb={'id': '2a3cffce-af7b-4e04-9c7d-94c637b04a94', 'route': ['p1', 'e7', 'i8', 'x8', 'p2', 'c2']}
1769480284.748196,RECEIVED,54e5303b-9375-4018-ace9-90b9ca0b902a,daea7dfa-ec8e-4292-9168-db01261b9aeb,c3,c1,26,p1,?,surb={'id': '470698dd-1d1d-4997-ba2e-c2e10f411250', 'route': ['p1', 'e11', 'i4', 'x3', 'p3', 'c3']}
1769480284.7706048,SENT,c6f14a7d-8417-4134-b28b-e333c002adb0,b2fd4c16-700d-4396-a2fc-07275b13ddfa,c1,c4,3376,?,p1,
1769480284.7707722,CREATED,a803fe3e-0659-42aa-8348-2c34ce33de6f,e6d3e915-3456-4a31-af6b-ae59df028f10,c1,c4,27,?,?,surb={'id': 'a958e9a6-06fc-4668-9fcb-8df4298c959f', 'route': ['p1', 'e1', 'i1', 'x8', 'p1', 'c1']}
1769480284.9438117,RECEIVED,d6d8d7b3-239f-4680-b10f-95568ff6fe39,99b1d4fe-822e-4f37-9e53-516976b79dca,c5,c1,27,p1,?,surb={'id': 'a50647e7-8a21-4564-b1ec-f2c462a22116', 'route': ['p1', 'e1', 'i11', 'x11', 'p2', 'c5']}
1769480285.0155702,RECEIVED,88f35307-f3d6-44f8-96a4-bf9a52abbdf0,c28e1578-3570-4c2d-b056-91184bf6cbc0,c4,c1,27,p1,?,surb={'id': '48dc9cb0-5c6f-41cf-bb05-c566bd2d59ff', 'route': ['p1', 'e12', 'i8', 'x11', 'p1', 'c4']}
1769480285.0503106,SENT,3cfeeee2-5483-49a9-a18a-514a52332da1,2c959d93-6ba3-4a5c-ad2e-3be33b619d80,c1,c4,3377,?,p1,
1769480285.0504558,CREATED,34318aa2-055d-4289-ade7-60ad33d88e44,28ad5055-c9c6-44c7-b406-9f73d145da86,c1,c4,27,?,?,surb={'id': '75fc6566-7e58-40b9-b1d1-28009a1d0c1b', 'route': ['p1', 'e1', 'i4', 'x5', 'p1', 'c1']}
1769480285.1589208,SENT,548c42d6-f86a-426a-b1ef-923b9ce925f4,4ab42942-5953-4c1a-9313-50088c6d6853,c1,c4,3379,?,p1,
1769480285.159086,CREATED,e5e2f872-7514-41a4-84b7-2fc3dceca4f1,a391ac06-0122-4d1a-8a3e-02c476c3685c,c1,c4,27,?,?,surb={'id': '2ce312de-61eb-4099-8879-5868bdfa6946', 'route': ['p1', 'e5', 'i6', 'x12', 'p1', 'c1']}
1769480285.1697178,RECEIVED,b349499c-fea5-423e-bb5d-6d9647dde19f,02c11fdb-6237-4f21-a512-3822f3804372,c3,c1,27,p1,?,surb={'id': 'e3023e9c-9766-4fd4-ad03-8de96e316481', 'route': ['p1', 'e3', 'i6', 'x6', 'p3', 'c3']}
1769480285.1964405,RECEIVED,bc85e10e-89a3-434c-99f2-3dfa5820b0ce,370f3913-38c3-4987-82f4-362d27f6469f,c3,c1,27,p1,?,surb={'id': '4d5ef633-d2ac-40b3-8385-717eb77cdf54', 'route': ['p1', 'e3', 'i11', 'x12', 'p3', 'c3']}
1769480285.2069542,RECEIVED,19d5d60e-782e-4f96-a231-a2091a2fec62,3fb3b375-6688-4fd5-af84-c70e93de5530,c4,c1,26,p1,?,surb={'id': 'ddf529f2-41c1-4e69-8c4c-110054e27367', 'route': ['p1', 'e12', 'i4', 'x6', 'p1', 'c4']}
1769480285.2349315,RECEIVED,880dd24a-730f-4cd4-9afa-405f7fdcbf99,3864787e-2414-4521-8f83-b40ecbe4af61,c4,c1,27,p1,?,surb={'id': '40a6f885-554b-4f49-9e63-ed3f0cbef0e8', 'route': ['p1', 'e3', 'i9', 'x12', 'p1', 'c4']}
1769480285.2618814,RECEIVED,ea24f330-504a-49d9-beb0-b3305712e21b,f3ae5c1c-ba36-46c1-96ef-1a384d477c53,c3,c1,27,p1,?,surb={'id': '7217edaa-e317-4313-9e29-6632cc729a4d', 'route': ['p1', 'e12', 'i6', 'x10', 'p3', 'c3']}
1769480285.2698877,RECEIVED,1be3490e-7b6b-4850-943e-c20645f18b4d,acb9b3af-cb19-4425-a6be-0ea56098d054,c5,c1,27,p1,?,surb={'id': '1147e95a-e6e6-44bf-b6ad-31474b2982e5', 'route': ['p1', 'e4', 'i1', 'x10', 'p2', 'c5']}
1769480285.3590043,RECEIVED,10999b2a-2a90-4208-872f-3583823a11c4,64390407-d417-4bcb-a5d2-b8ce63caff4e,c3,c1,26,p1,?,surb={'id': 'ae4796bb-c3d6-4061-a2e9-5f5c1186c0b3', 'route': ['p1', 'e9', 'i10', 'x10', 'p3', 'c3']}
1769480285.3744855,RECEIVED,0f8a1fa6-43f5-40ea-b032-c8c95dbc6fd7,061cd412-91af-4e23-b206-5623da73da9f,c5,c1,26,p1,?,surb={'id': '63952010-937e-498b-add2-a6f7509c4c3b', 'route': ['p1', 'e12', 'i5', 'x10', 'p2', 'c5']}
1769480285.4190173,RECEIVED,b7f1cbd4-edcc-49a8-b4a5-1be0f73a24ae,d93d925a-3b65-4f53-a187-5d240a99b01e,c2,c1,27,p1,?,surb={'id': 'd59149a4-021a-41c9-ba27-c7b0c4f61b57', 'route': ['p1', 'e11', 'i5', 'x1', 'p2', 'c2']}
1769480285.4981844,RECEIVED,0aed6192-3663-4677-8321-a0bee0829715,4b8846c5-ff87-49a8-8ceb-c7c7fa0b3cf9,c5,c1,27,p1,?,surb={'id': 'b44e0c08-236e-49f3-98fe-76cd92cfdf18', 'route': ['p1', 'e8', 'i12', 'x6', 'p2', 'c5']}
1769480285.6232457,RECEIVED,6aff9ae2-4333-429b-a05f-02557047e074,540acd9d-e6ad-4134-8541-2d48b8f11037,c5,c1,26,p1,?,surb={'id': '964da4cd-51ab-4353-9fc3-fb8ce6330679', 'route': ['p1', 'e1', 'i11', 'x7', 'p2', 'c5']}
1769480285.6373017,RECEIVED,1c1c326c-9fb1-40ae-9dfb-d4b90832746a,ced3d2f4-5281-4487-9752-30b2b8dbcd50,c5,c1,27,p1,?,surb={'id': 'f300af6a-e55f-4ab4-923a-f5824a1760ee', 'route': ['p1', 'e3', 'i10', 'x2', 'p2', 'c5']}
1769480285.6861959,RECEIVED,407f7193-ba35-4a6b-ba91-cbafe039e74f,b3ad96b2-5753-4a16-a7e5-ef28483dfda9,c5,c1,27,p1,?,surb={'id': '61bf084c-7f22-44fc-8c46-5a039c72c914', 'route': ['p1', 'e12', 'i3', 'x5', 'p2', 'c5']}
1769480285.71123,SENT,79d811ed-e3cf-4b72-b844-5c3806dc60cb,a7d4aa63-8b7e-4979-98ff-a69e88eb0a67,c1,c4,3387,?,p1,
1769480285.7113743,CREATED,483cc202-eaea-4ddd-a773-c5b1b2d27a12,f83d85f5-4c30-4a7b-9fde-c95ff0c97580,c1,c4,27,?,?,surb={'id': '5d7ea7b9-4fb9-4d53-99f2-741b08c75c90', 'route': ['p1', 'e4', 'i7', 'x12', 'p1', 'c1']}
1769480285.7440975,RECEIVED,511b4291-9367-4d8c-871a-13f7a597a334,125e274f-98fd-4b25-9a0b-39596e37e3e2,c5,c1,27,p1,?,surb={'id': '6e90403c-7731-42b0-ae60-963fdb56dbfc', 'route': ['p1', 'e8', 'i12', 'x9', 'p2', 'c5']}
1769480285.7564244,RECEIVED,e10d0538-07e7-4ad1-a284-376836f9e7b4,fb5da5fa-6eda-430a-8b14-134e16c57a91,c5,c1,27,p1,?,surb={'id': 'b9feafe1-1d25-4fb8-843b-633356c93119', 'route': ['p1', 'e11', 'i8', 'x2', 'p2', 'c5']}
1769480285.795397,RECEIVED,9fae6356-5841-46b3-9412-fcc636c9cd9f,06c9e480-e6e2-4551-b17b-f2be7e4619cc,c2,c1,26,p1,?,surb={'id': '98d9bc50-a6ff-4131-bc2a-999d01bd0405', 'route': ['p1', 'e8', 'i2', 'x8', 'p2', 'c2']}
1769480285.8341367,SENT,59ee83ac-5dea-4498-b0f6-2e5c0e34baf7,4b9d588e-3db8-45d9-b1e8-94edc2450ce3,c1,c4,3371,?,p1,
1769480285.8342817,CREATED,d34fdc2b-47e7-4aad-88a2-8c4afdf56ad5,1d0645a2-41c7-4d03-b113-8cc2338aa500,c1,c4,27,?,?,surb={'id': '00043ae0-ae3a-4e9d-882c-47769a7c1fc5', 'route': ['p1', 'e6', 'i7', 'x1', 'p1', 'c1']}
1769480285.8578906,RECEIVED,8da1ae6a-f4fc-49ec-b950-4f200ed8a608,3ed325eb-396e-4a7a-a133-c65e36a23d9a,c5,c1,27,p1,?,surb={'id': 'fa641fd4-9b59-4f14-a04e-8085b11b4532', 'route': ['p1', 'e10', 'i2', 'x6', 'p2', 'c5']}
1769480285.898439,SENT,d3344e2b-d01a-4791-9206-0727231ac88b,c9512ea2-c702-4ec5-8d51-72e6947d57c9,c1,c4,3381,?,p1,
1769480285.8985944,CREATED,d85ee289-f4d2-4569-b189-f85f4de1ee23,4108d371-5c12-4c20-86a1-8ae513604787,c1,c4,27,?,?,surb={'id': '6f4017bc-d74d-457c-baa9-46a4ee6db54b', 'route': ['p1', 'e4', 'i6', 'x6', 'p1', 'c1']}
1769480285.9714282,SENT,28b90aa7-52e8-4644-91e9-f2a382b3a5dc,ea350300-91f0-4126-9208-a570261ba6f7,c1,c4,3376,?,p1,
1769480285.9715283,CREATED,62a91312-b073-4f82-a307-16e16de13b1e,5955fba5-9f2a-494d-a7bf-70d26eac9e16,c1,c4,26,?,?,surb={'id': '83312934-b188-48da-9468-a2d1f29c13c9', 'route': ['p1', 'e10', 'i8', 'x6', 'p1', 'c1']}
1769480286.0009239,SENT,abb910d8-f419-49dd-9897-fc136739ff33,f02058de-18a2-40a4-aa04-06f0de700dfb,c1,c4,3366,?,p1,
1769480286.0010235,CREATED,ff169485-ef65-4eec-919b-dacef8d91bc7,c34bb6f7-84cb-411e-ac72-dbca9d1669f3,c1,c4,27,?,?,surb={'id': 'bb68ad82-9fa0-44c6-b4b2-6b5f80f6b446', 'route': ['p1', 'e11', 'i7', 'x12', 'p1', 'c1']}
1769480286.02987,RECEIVED,b0a5a221-d8cc-4ce9-98f4-62956367ee1c,012d3742-c396-4140-b3d8-be9ada48cf3d,c2,c1,27,p1,?,surb={'id': '5f1b634d-e77c-4958-8e0d-77099f1add36', 'route': ['p1', 'e12', 'i3', 'x5', 'p2', 'c2']}
1769480286.2598925,RECEIVED,4666b312-21fe-4c00-831c-4393fd0a5722,42b825d4-b4d0-4721-bdf1-10defaaeeccc,c3,c1,27,p1,?,surb={'id': '19f46d51-b9ec-4684-8609-bb021aa918a1', 'route': ['p1', 'e2', 'i5', 'x3', 'p3', 'c3']}
1769480286.2743626,RECEIVED,e0b47e2d-d4c1-4b03-a5fc-e3fd3b0eae22,4e5ed2b6-70a6-406a-8a0b-a360ebc9bfb7,c3,c1,26,p1,?,surb={'id': 'f8b2deb4-623e-4491-bb4f-68cb0fa38aa9', 'route': ['p1', 'e4', 'i3', 'x3', 'p3', 'c3']}
1769480286.4584305,RECEIVED,d15e8584-208c-4b81-9c52-be5fba04cbed,2b3af5b2-56ed-44e0-9317-80d7567465ec,c2,c1,27,p1,?,surb={'id': 'cb44c552-2f70-4c2c-9a4c-4c542e07f9d6', 'route': ['p1', 'e5', 'i3', 'x2', 'p2', 'c2']}
1769480286.5557902,RECEIVED,a3662ec3-869b-42be-92cf-012303c81e90,d442fb46-7091-4ec6-8d5a-85525090a5e7,c4,c1,26,p1,?,surb={'id': 'e4b4f7cb-8674-4cc9-96a2-d2872ced6b77', 'route': ['p1', 'e1', 'i11', 'x11', 'p1', 'c4']}
1769480286.6106327,RECEIVED,a58fc394-860b-48de-b7fb-852d0553eae2,e8a2a4a3-b471-4014-9280-46e3db47b962,c3,c1,27,p1,?,surb={'id': '371ca15e-a5c0-409e-9819-97380f750a81', 'route': ['p1', 'e3', 'i12', 'x1', 'p3', 'c3']}
1769480286.6260135,RECEIVED,a5282f74-0eaa-4c6d-b40a-60fd6e090dee,1ffb53d3-715f-4b3e-ad67-fec9b8b3b6e3,c4,c1,27,p1,?,surb={'id': '01a3cebf-7ca1-46b3-912f-a16d1d7d2299', 'route': ['p1', 'e9', 'i8', 'x6', 'p1', 'c4']}
1769480286.6292014,RECEIVED,5ddfa2fe-d210-4c7a-a98d-92fca6105983,a415c113-9bb6-4a50-921d-8a1bd8ef1ca4,c5,c1,27,p1,?,surb={'id': '1ad8c8b4-edba-41db-a2f8-ca2f3a0b496b', 'route': ['p1', 'e3', 'i11', 'x6', 'p2', 'c5']}
1769480286.856116,RECEIVED,d5c69af6-b6c7-4297-98bb-da936cc887dd,f94ff92c-42f3-4a73-9b84-1dc71551ee26,c5,c1,26,p1,?,surb={'id': 'e7bf2414-e01f-45c8-a2c0-721f9acce8fe', 'route': ['p1', 'e8', 'i8', 'x3', 'p2', 'c5']}
1769480286.8785713,RECEIVED,10f865a0-e6c6-46f6-af5f-78b130ee2ff6,79f3c889-49d3-4adb-92bd-29de4246cc04,c2,c1,27,p1,?,surb={'id': 'b2c2897e-f515-4046-b7a7-2d0439c5eb1a', 'route': ['p1', 'e11', 'i5', 'x1', 'p2', 'c2']}
1769480286.9697113,RECEIVED,fcd8329d-8ee1-4982-8508-9793e060e97e,2455b032-897c-401e-a66c-767f8e2cba9a,c5,c1,27,p1,?,surb={'id': 'eee65855-a386-4b9d-9f93-4d8296f0556d', 'route': ['p1', 'e11', 'i7', 'x7', 'p2', 'c5']}
1769480286.9826016,RECEIVED,a14f6ea5-cdcf-4ef8-98bc-e343a224ef29,714c0ffa-79e2-489c-b6b4-89e136acf8b6,c5,c1,27,p1,?,surb={'id': '4cd5b84a-b6a7-4eb3-b2ff-cf6ccf109f2a', 'route': ['p1', 'e11', 'i8', 'x9', 'p2', 'c5']}
1769480286.9945734,RECEIVED,1e38a13f-c656-4b46-8cdc-90635a8fcc86,df028c48-1195-40a7-8910-937bb7c5c173,c4,c1,27,p1,?,surb={'id': 'c7fbe4f4-3327-4922-8daf-3900107f674d', 'route': ['p1', 'e2', 'i5', 'x5', 'p1', 'c4']}
1769480287.008804,RECEIVED,255f0f67-a3b6-41c2-84d2-bab9521f3fcc,3b0bedd6-e06c-480a-ab7b-f429045f4167,c3,c1,27,p1,?,surb={'id': '25ce0688-e0bf-4769-8018-967545a7b481', 'route': ['p1', 'e2', 'i10', 'x6', 'p3', 'c3']}
1769480287.0789018,RECEIVED,cab13559-0b31-41a1-9c8b-e70e87e033da,c7b1c19a-078b-41da-8196-b2211febd57e,c2,c1,27,p1,?,surb={'id': '61d034de-2abe-4cf2-aead-e7ae6f6eb104', 'route': ['p1', 'e3', 'i12', 'x12', 'p2', 'c2']}
1769480287.1400146,RECEIVED,9281adcf-f155-4d73-957c-f9dcccafccc5,2df901d4-35a2-4646-b85a-b20f5973d9aa,c2,c1,27,p1,?,surb={'id': '3360bdbc-e44a-4f48-a28f-17ae6e9d10fc', 'route': ['p1', 'e4', 'i1', 'x12', 'p2', 'c2']}
1769480287.1849167,RECEIVED,db0c3c4a-3d5f-4a5b-b254-ba03795c7c11,e7ac91c2-7749-4216-a4a0-661672d8cd31,c2,c1,27,p1,?,surb={'id': '246aceaa-1ab9-46a6-85b3-e714296f5d36', 'route': ['p1', 'e11', 'i12', 'x4', 'p2', 'c2']}
1769480287.3775535,RECEIVED,3e69edae-a72e-4681-a7e7-52ae1122afdc,c0f386a2-c2de-41f1-8734-0deabd272ff3,c5,c1,27,p1,?,surb={'id': 'a4028fa1-fa0f-457d-b358-31963a3b9d49', 'route': ['p1', 'e6', 'i3', 'x9', 'p2', 'c5']}
1769480287.3865998,RECEIVED,313bb21f-d479-4bb9-9735-e2f0888ad709,67575304-d5e9-4306-b0ae-7e835545b151,c4,c1,26,p1,?,surb={'id': '604406ce-0311-41d7-af0e-b6126fddae77', 'route': ['p1', 'e9', 'i8', 'x5', 'p1', 'c4']}
1769480287.3966112,SENT,80be0831-bc43-4d0d-b92b-6251c0cf2333,5f36a99f-3212-47fd-bb18-c6ae79bd791c,c1,c4,3376,?,p1,
1769480287.396759,CREATED,843c4b86-dc23-4f7c-aef2-589c81188f18,4c0aa162-009a-4ec6-add4-8817dde61fe4,c1,c4,27,?,?,surb={'id': '251fdcd3-6f16-495a-8e60-f300261c9998', 'route': ['p1', 'e9', 'i7', 'x4', 'p1', 'c1']}
1769480287.4408429,RECEIVED,7eabd7c1-c637-4c00-b2a9-cf67ab887da6,bd4ee35d-5248-405d-8bf1-a45b6d98507e,c5,c1,27,p1,?,surb={'id': '707536e0-ac08-4bbe-a71f-56b8ee0bb886', 'route': ['p1', 'e8', 'i11', 'x5', 'p2', 'c5']}
1769480287.4496405,SENT,04aebab5-4db8-487a-9c4e-b0cafd6d0a9a,afd5d39c-d219-466c-a44e-a0b75215de9e,c1,c4,3376,?,p1,
1769480287.4497876,CREATED,4c5e132d-1ef1-4791-8213-3454e8d8cd98,ce735662-8697-4977-98ff-0942d9a3685e,c1,c4,27,?,?,surb={'id': '3102775d-4cad-48dc-bba9-5a7b9b1b0068', 'route': ['p1', 'e8', 'i12', 'x2', 'p1', 'c1']}
1769480287.5149999,RECEIVED,0f9a8d65-60f8-4bed-a5fe-8801af348e8b,bf702779-d936-42e7-84f3-c22fa9476b89,c5,c1,27,p1,?,surb={'id': '1ce04564-fa63-4e3a-87d7-a3b320a14914', 'route': ['p1', 'e5', 'i8', 'x7', 'p2', 'c5']}
1769480287.6697237,RECEIVED,663f9c2b-0fd7-477a-9923-e08c50644b4b,6de91666-d9eb-4d90-8ec1-a0f13e3b5194,c2,c1,26,p1,?,surb={'id': '63c785ed-9d30-428b-80c1-27dcdbfc1dd4', 'route': ['p1', 'e12', 'i11', 'x7', 'p2', 'c2']}
1769480287.6905947,RECEIVED,78acdb4b-b7d5-4993-a9fb-04220c3fb300,2b64b19e-ceeb-4034-8a2a-abca46c9a99d,c5,c1,27,p1,?,surb={'id': '26a0c972-178d-4490-9341-c70d44b55ba0', 'route': ['p1', 'e9', 'i4', 'x2', 'p2', 'c5']}
1769480287.731164,RECEIVED,78813f66-71ff-476c-9b5a-57902437f0ce,6feeddee-7fd1-472a-b1c3-61eef1f91551,c2,c1,27,p1,?,surb={'id': '2ff27e28-148a-4f86-83f2-3519d8fd9a96', 'route': ['p1', 'e3', 'i7', 'x2', 'p2', 'c2']}
1769480287.7704902,RECEIVED,4bb1bd88-4331-498d-ada4-4e6448e9e45a,6cab3434-5487-4464-8f46-3b5cd0b417ac,c5,c1,27,p1,?,surb={'id': '6094c460-ba29-48bf-b777-89b8906da4bd', 'route': ['p1', 'e11', 'i9', 'x10', 'p2', 'c5']}
