timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769745461.0783331,CREATED,74ce7ef4-4d9d-43b2-a7dc-ceb04ff2729f,94ebb017-8cce-4114-9590-64bab1d85fd9,c3,c2,26,?,?,surb={'id': '53766357-092f-456c-8180-6fde874ab0fe', 'route': ['p2', 'e5', 'i9', 'x10', 'p3', 'c3']}
1769745461.079432,RECEIVED,15ac6d9e-8c38-44a5-892a-339cec77b90a,7a242028-d8df-422a-94ea-48dbc12a801b,c1,c3,26,p3,?,surb={'id': 'ea51e8e0-d7ac-4c4c-94d3-51233d5f44db', 'route': ['p3', 'e6', 'i5', 'x4', 'p1', 'c1']}
1769745461.2243862,SENT,d993742f-535b-44ee-a6fc-a159f5706264,45f58686-fcd4-4042-9651-b0e1e8457306,c3,c2,3388,?,p3,
1769745461.2244842,CREATED,4c329372-2248-4108-8d72-8dcfc9eae9fc,b57ae753-0092-4746-baef-13242ccf3539,c3,c2,27,?,?,surb={'id': '5a605195-b060-4d0e-b8d0-57db188e6814', 'route': ['p2', 'e4', 'i4', 'x7', 'p3', 'c3']}
1769745461.3983572,SENT,3ab61ae6-cbe0-4085-b44d-c8424e79a351,3e864f96-c646-47b8-9d50-fd90f39fc153,c3,c2,3379,?,p3,
1769745461.398531,CREATED,8fbaa721-2d14-4c8c-bcfd-aa1ced3f6373,179f04df-d550-418b-8d23-ac827ec48aba,c3,c2,27,?,?,surb={'id': '71876fb4-6dc6-430c-83f4-2285ba4e2285', 'route': ['p2', 'e2', 'i5', 'x1', 'p3', 'c3']}
1769745461.4198961,SENT,926eea19-efaf-4a3e-8b7d-8bfc79580566,ab513c70-284b-4a89-9bed-859f7e48ac50,c3,c2,3366,?,p3,
1769745461.4201384,CREATED,a864af38-f637-4fb6-a755-3ab909e7aa1b,e1c2845d-984d-49f5-8120-99b7a2e6b3a4,c3,c2,27,?,?,surb={'id': '23040d70-3c48-46cd-b6d3-7a19565497dd', 'route': ['p2', 'e8', 'i3', 'x4', 'p3', 'c3']}
1769745461.4537888,SENT,5f80a5da-de65-4423-a4a0-1cca6b92b7ba,316d68e5-5b0e-43a6-b781-8267ab0ec243,c3,c2,3361,?,p3,
1769745461.4539337,CREATED,8b2efd5b-9d59-4a4d-8408-99ee42b5399f,ed095066-217d-4656-b9f1-f9aea3204646,c3,c2,27,?,?,surb={'id': 'cc9cf216-1470-4486-8cc2-8e888f2e6efe', 'route': ['p2', 'e2', 'i3', 'x1', 'p3', 'c3']}
1769745461.4703,RECEIVED,dc63d057-8ced-49b9-b75a-0f62b32854a2,eac02b74-bdfb-4067-892a-093f605eb5b9,c2,c3,26,p3,?,surb={'id': '4d764075-29c4-47c0-b692-80ccf11dc9bf', 'route': ['p3', 'e11', 'i2', 'x11', 'p2', 'c2']}
1769745461.5025551,SENT,74472c99-a22d-4ed1-9e09-3777de55f16e,12a7c9a4-ed70-494d-b24c-f3ebe63b1a11,c3,c2,3377,?,p3,
1769745461.502626,CREATED,7dff08f0-3aab-4156-a703-0c2ba206446d,9950b50d-a2ca-4802-8850-aec38630ba23,c3,c2,27,?,?,surb={'id': '7e1b7876-e62c-4c29-b947-7c191b6fda41', 'route': ['p2', 'e8', 'i12', 'x7', 'p3', 'c3']}
1769745461.6809042,RECEIVED,2c7caa2a-081c-405b-b66d-eb4b7bcfd18d,37202ba1-6a57-4e5e-a906-7bcefe4b6868,c1,c3,27,p3,?,surb={'id': '6f6d8ec2-26e4-4f94-8522-477c7a762031', 'route': ['p3', 'e12', 'i3', 'x2', 'p1', 'c1']}
1769745462.155531,RECEIVED,d38df639-2b49-4921-a81b-c0f9c368c5d1,1d9ae757-46c5-4336-9697-419de889f636,c1,c3,27,p3,?,surb={'id': '512ffd7d-8d30-4b50-84f7-84ef6426e589', 'route': ['p3', 'e7', 'i9', 'x2', 'p1', 'c1']}
1769745462.2161741,RECEIVED,6e6a3508-24ae-44af-adab-d67475e9b056,89af81da-4bce-4236-8566-b2a4b7a1d10f,c1,c3,26,p3,?,surb={'id': '9bce11a9-fbcc-4a3e-aabf-d0b7d12cb765', 'route': ['p3', 'e12', 'i4', 'x3', 'p1', 'c1']}
1769745462.2258384,RECEIVED,eb28ab6f-82d4-4f4f-8c2b-404b4ff819b3,48aeb4bc-9a99-4b30-9fb4-86b75d67c1e2,c1,c3,27,p3,?,surb={'id': 'd8491c4b-8b15-482e-aebf-69845efa3de1', 'route': ['p3', 'e1', 'i5', 'x2', 'p1', 'c1']}
1769745462.5844316,RECEIVED,4309fe25-a842-4ab5-a20f-0a7a0ac7b652,526f819a-6d1a-425b-ab8b-d81353a1d67d,c1,c3,27,p3,?,surb={'id': 'dec9862e-814b-48b8-bbe7-3d70cf1a4a85', 'route': ['p3', 'e12', 'i9', 'x7', 'p1', 'c1']}
1769745462.686158,RECEIVED,e3a2197b-74dc-4f67-9d3a-1ba4361ed12c,64e31c49-0126-4da8-a739-8393d2482f56,c1,c3,27,p3,?,surb={'id': '5a1c90fb-a92e-4126-9123-e820c8d88426', 'route': ['p3', 'e10', 'i8', 'x11', 'p1', 'c1']}
1769745462.924096,SENT,f3f93456-5ae6-4d69-826b-38063165a8fc,3df03667-b233-41ce-8e98-92a9d298a857,c3,c2,3360,?,p3,
1769745462.9242449,CREATED,6b81e07c-0641-4f2b-b673-e1baf514662c,75cdc92a-cc3f-4b3d-891f-77be871302f5,c3,c2,27,?,?,surb={'id': 'af6b52a6-a9b4-4895-a1fc-1fc966e4171a', 'route': ['p2', 'e9', 'i4', 'x1', 'p3', 'c3']}
1769745462.9435084,RECEIVED,0d005702-ae0c-43f0-b00c-36602b9e2514,a074809d-366b-495c-a6e3-e46b04ff225c,c2,c3,27,p3,?,surb={'id': '996e7495-e82c-444f-8724-307192c28da0', 'route': ['p3', 'e11', 'i3', 'x5', 'p2', 'c2']}
1769745463.007871,RECEIVED,f26ea843-3b51-43ff-be3c-4ec2c1ca6df5,119d3d1b-ef4d-448e-8610-32b1270c2039,c1,c3,27,p3,?,surb={'id': 'bbe255d2-0a2c-4ab3-809b-03a39894972a', 'route': ['p3', 'e10', 'i3', 'x10', 'p1', 'c1']}
1769745463.0089455,SENT,9c76011a-1d1e-4423-bee3-565290ec833f,5ac79e94-7920-442e-83b1-eee87556d28b,c3,c2,3376,?,p3,
1769745463.0095015,CREATED,6d55b904-77db-42ca-993c-4d8ade0cf907,4fb3a654-39ab-4c71-9940-3fff14bef321,c3,c2,25,?,?,surb={'id': 'd6ab108e-c7d7-4b0e-9c46-26fd7dfb4039', 'route': ['p2', 'e7', 'i1', 'x2', 'p3', 'c3']}
1769745463.4686077,RECEIVED,f4f298e1-bff0-4fd2-9452-dfe6c5a5c938,fa9e3abe-1eed-40fd-94f0-7c75a38b7852,c1,c3,27,p3,?,surb={'id': 'a28c872c-2a46-4a9e-9e6f-8b6ab5f41d31', 'route': ['p3', 'e7', 'i6', 'x4', 'p1', 'c1']}
1769745463.6212595,SENT,43dffd4a-829e-4d3a-8f6d-4a35bbef72a4,dbb643d3-d222-42ec-87a6-ef95144f77f6,c3,c2,3400,?,p3,
1769745463.621392,CREATED,43594b59-d462-48e1-ba18-c67683612f04,55ed216a-59a6-42b0-8887-546bc7ba4b89,c3,c2,26,?,?,surb={'id': 'c5bb07c3-4a93-4cba-b1fa-5a66428069de', 'route': ['p2', 'e7', 'i5', 'x12', 'p3', 'c3']}
1769745464.1548858,RECEIVED,1ee0a2b3-1891-4626-a45a-80e078501d1c,a800709e-2cdc-4f95-98bf-58bfd243f404,c2,c3,27,p3,?,surb={'id': '98aba36f-d31b-439f-9835-8d20c8aedd17', 'route': ['p3', 'e8', 'i4', 'x1', 'p2', 'c2']}
1769745464.2379558,RECEIVED,a942693a-cd57-4581-a852-9bf6ec5fcc60,437e27c8-c419-4a0f-80cf-9c64ac30f356,c1,c3,26,p3,?,surb={'id': '2f3611e1-a35e-40de-ab9c-a4369851b447', 'route': ['p3', 'e8', 'i8', 'x11', 'p1', 'c1']}
1769745464.285328,SENT,6b797626-359e-4ebd-958a-9bb9e9fa6163,55be017a-15f1-4cb7-a37e-6a16771dce1c,c3,c2,3379,?,p3,
1769745464.2854774,CREATED,2d64758a-84c8-44a1-9287-fbe154f3c590,eec78416-c918-4aa2-afba-e147f105f87d,c3,c2,26,?,?,surb={'id': 'f8019674-aec8-4a0c-9536-53f7d8b9b6dd', 'route': ['p2', 'e11', 'i2', 'x5', 'p3', 'c3']}
1769745464.8432343,RECEIVED,9f526a5e-cf85-4cdb-a19f-4acd8a3f5b7b,9c02c673-9cda-476c-88db-7ac940c8a327,c1,c3,26,p3,?,surb={'id': '494262e7-70eb-49eb-b51b-61be4482d80f', 'route': ['p3', 'e12', 'i7', 'x10', 'p1', 'c1']}
1769745464.941402,SENT,7d388ea1-60b3-4311-96dc-de1351858c96,664c41a6-7d13-41c8-b867-f54e902ace56,c3,c2,3383,?,p3,
1769745464.941579,CREATED,65a540c8-0746-4289-9761-7d7106790e80,54f8b12d-5e03-41d0-9735-e3d85154e70e,c3,c2,27,?,?,surb={'id': '57565245-28c2-4398-87e4-ce787f4269b4', 'route': ['p2', 'e7', 'i2', 'x4', 'p3', 'c3']}
1769745465.1772606,SENT,0c79bd2d-fefe-44dc-a399-99ed0c3bc5b9,5887cde3-f919-4cd3-bee4-8212e8efdcce,c3,c2,3399,?,p3,
1769745465.1774077,CREATED,0c24859b-097b-4c63-9d8e-081c20cfe1e5,2072fb2c-87fb-411b-9081-873e38b2c628,c3,c2,27,?,?,surb={'id': 'd14c3a6f-3eca-4b8d-b9fb-d8994402413f', 'route': ['p2', 'e11', 'i1', 'x5', 'p3', 'c3']}
1769745465.2204103,RECEIVED,45d205d9-5fb6-4ac0-81bd-a6d8ba34058f,ec181aac-a8f1-4671-ab71-17b4dacd167a,c2,c3,27,p3,?,surb={'id': 'bf6659dc-9df6-46f4-877f-0da5437758b7', 'route': ['p3', 'e4', 'i2', 'x2', 'p2', 'c2']}
1769745465.307537,RECEIVED,e669555f-9f12-4325-9e09-382aaf4c3655,953b77ab-e4e8-446e-8caf-df8fdf81ce69,c1,c3,27,p3,?,surb={'id': 'dd6f88f5-59c1-42e3-8e63-7d41c0fa3bdb', 'route': ['p3', 'e10', 'i3', 'x1', 'p1', 'c1']}
1769745465.332019,SENT,df4a5612-d3b2-47a3-b2b0-9c28baf5d4b3,23b115bc-06bc-4be3-a5a7-1a4dbe46244e,c3,c2,3375,?,p3,
1769745465.3322046,CREATED,aac8bf38-b19f-4126-9b29-98121c54172f,96968867-0354-4675-aba5-aafd1b346f31,c3,c2,27,?,?,surb={'id': 'f9115a0d-f0f1-4592-9370-17604b559325', 'route': ['p2', 'e10', 'i4', 'x7', 'p3', 'c3']}
1769745465.4528883,RECEIVED,391877e8-03c9-4d33-a289-973c9e3270b2,669bbb8a-aa34-471f-92fa-558c390353e3,c2,c3,26,p3,?,surb={'id': 'ec3f1175-51cd-48fb-9162-d1c0a2c4fecc', 'route': ['p3', 'e3', 'i7', 'x2', 'p2', 'c2']}
1769745465.497083,RECEIVED,81c54a40-64ce-43af-a42d-5d87c2ac30a4,4bcc46e8-4ace-4ad8-8853-e4f6dd14b8e4,c2,c3,27,p3,?,surb={'id': 'bffce67a-2343-474f-99bd-f20066e7807c', 'route': ['p3', 'e1', 'i10', 'x11', 'p2', 'c2']}
1769745465.6566346,SENT,0178e705-c8eb-413d-9477-cb35d440113f,bfbb61b6-9b68-4d6d-a0c1-1ec2c98b37fd,c3,c2,3383,?,p3,
1769745465.6567822,CREATED,f1861cd1-d762-4d9f-bfbb-ffb064a802ed,4c257326-3071-4e31-ab88-4f5b1de6debc,c3,c2,27,?,?,surb={'id': 'd76332e4-fbbe-43f9-914f-a5aa64161f03', 'route': ['p2', 'e3', 'i8', 'x5', 'p3', 'c3']}
1769745465.7116687,RECEIVED,48b7594a-3882-4b0d-ab58-528de15abac3,b6b35448-dbc1-41e5-9079-54b5f43fc03a,c1,c3,27,p3,?,surb={'id': 'c70bcd3a-3d2d-47c2-856b-959948fa74cd', 'route': ['p3', 'e11', 'i11', 'x1', 'p1', 'c1']}
1769745465.7223184,RECEIVED,885f5912-907d-4e59-9a46-b2664877d740,4f35af51-490a-4db3-a179-6e9f776660e0,c1,c3,27,p3,?,surb={'id': 'ba080129-6965-464f-97e9-f5fd571bf25e', 'route': ['p3', 'e10', 'i12', 'x8', 'p1', 'c1']}
1769745465.7702305,SENT,d4967eca-dd88-4664-9be1-a50d8eedcfc2,818bd546-8773-4db5-b36f-f11f1dbf02a9,c3,c2,3363,?,p3,
1769745465.770361,CREATED,5da91c5c-b0f3-4e52-999c-c84cc059d3e5,50e946df-5a00-4e66-adf4-4bc336b3cc33,c3,c2,27,?,?,surb={'id': '90541034-6635-4dd5-ab7c-b5de2ad625ac', 'route': ['p2', 'e4', 'i6', 'x7', 'p3', 'c3']}
1769745466.01449,SENT,4b9e9c0c-41fd-4438-b987-556bf2c7e27e,21839be6-4179-4b0b-9ae3-e44f3d9a2436,c3,c2,3396,?,p3,
1769745466.0146196,CREATED,b4c844fb-46ca-4634-b1c1-b88322387bb0,cb0623b5-8d3f-4f1b-b628-f9c2c48fda76,c3,c2,26,?,?,surb={'id': '5360c83c-7b7d-4d4e-9201-7b47130fa672', 'route': ['p2', 'e5', 'i12', 'x9', 'p3', 'c3']}
1769745466.3341553,RECEIVED,fff43e31-4310-421d-9e28-f2c450b72f62,736fd46e-a397-4a1b-950a-f66ac5f9803a,c2,c3,27,p3,?,surb={'id': '8e2e1307-c56f-45ec-a0b6-f74cfda6126a', 'route': ['p3', 'e7', 'i10', 'x1', 'p2', 'c2']}
1769745466.458186,RECEIVED,263e7089-686e-43eb-bae3-6bd43c28f499,a9cc1b5a-731c-4889-84cd-455747994ff8,c1,c3,27,p3,?,surb={'id': '13623e8c-444e-41f5-a15c-d5ca41ef7174', 'route': ['p3', 'e8', 'i11', 'x5', 'p1', 'c1']}
1769745466.5027318,RECEIVED,3f0635c2-ccf0-4270-a913-34ef95a18244,7940c914-d4c1-4391-a978-05bbc135f266,c2,c3,26,p3,?,surb={'id': '6d30422c-d49c-463f-bfe0-d369c7aacb5c', 'route': ['p3', 'e1', 'i1', 'x4', 'p2', 'c2']}
1769745466.9644275,SENT,7487157a-41be-4795-a1d3-23e6eecbc6e0,2e573d69-ff81-4ac0-aa97-8c12fa142e6a,c3,c2,3363,?,p3,
1769745466.964567,CREATED,3472db5f-15b9-4ad3-8657-626c7e2a8985,d0d97a3e-256f-486c-859b-59e604b48ff6,c3,c2,27,?,?,surb={'id': '90c94de3-2153-4be7-9f6c-db1d5d85cdb9', 'route': ['p2', 'e10', 'i12', 'x3', 'p3', 'c3']}
1769745467.0479238,RECEIVED,e76c0f24-7501-47c0-81ed-c4a0f384420c,a099354c-4807-4438-afd9-c25c57f53eb2,c1,c3,27,p3,?,surb={'id': '302b4d35-c26d-400a-848f-846058bf11e0', 'route': ['p3', 'e9', 'i10', 'x10', 'p1', 'c1']}
1769745467.2183125,SENT,61f88c16-eb43-409d-a36f-5cffd86e95f7,6e011560-2c38-4189-ba0e-8994715cff09,c3,c2,3385,?,p3,
1769745467.2184596,CREATED,038c8b32-3fc0-454f-8e4f-a5bcf086d6aa,4c483c60-98c7-4dcc-acdb-ee80810611bb,c3,c2,26,?,?,surb={'id': '46347686-82d1-44d3-97af-21caf425a901', 'route': ['p2', 'e1', 'i8', 'x7', 'p3', 'c3']}
1769745467.8598866,RECEIVED,6aae29d8-db14-44d1-a168-cfb1763bf3e9,b38672b4-7fb7-4398-94dc-c77c5d0f926b,c1,c3,26,p3,?,surb={'id': '34398f64-623f-467f-82ad-54821a6729b6', 'route': ['p3', 'e5', 'i6', 'x2', 'p1', 'c1']}
1769745467.8815248,RECEIVED,680111be-cdf3-4e4a-aee2-3e5072be01d2,27822b44-cc40-4cb1-a77f-325adec53439,c2,c3,27,p3,?,surb={'id': '3b9e0b6f-4123-42e6-9f19-07a6556b47ea', 'route': ['p3', 'e12', 'i2', 'x5', 'p2', 'c2']}
1769745468.1152532,RECEIVED,2cb6003e-3238-4a1e-afb1-2010367e6f1d,8e69c984-8ba9-4938-b3a6-a2489aeb2c2b,c1,c3,27,p3,?,surb={'id': '520a3955-5b07-42ee-a61a-d1d3a7c53c36', 'route': ['p3', 'e4', 'i6', 'x6', 'p1', 'c1']}
1769745468.440733,RECEIVED,cdb01656-65f8-4a9c-9458-48f9bb35cb03,b91883e2-7b50-457e-9b95-cd331a197727,c1,c3,26,p3,?,surb={'id': '718392fc-21d1-40ce-8696-982eef995806', 'route': ['p3', 'e6', 'i8', 'x2', 'p1', 'c1']}
1769745468.4982998,RECEIVED,2d2de382-1648-47ad-a892-f753a3202fd8,c2a87049-de61-4194-aa87-4464aa9f008c,c1,c3,27,p3,?,surb={'id': 'ef4c05e5-6d84-40f0-9f37-d81c70d62ae6', 'route': ['p3', 'e7', 'i12', 'x5', 'p1', 'c1']}
1769745468.5556667,SENT,388b8401-d6e4-4d75-9dd9-ab8dd0a47808,7126e54e-fb7e-4491-af93-782b8c521231,c3,c2,3380,?,p3,
1769745468.5557745,CREATED,62150e13-4822-4864-a3a3-133def265b8d,fce80f9b-bb1b-4bb6-a8e6-c2ef5d4a7fca,c3,c2,27,?,?,surb={'id': '6abc906d-7cd5-4fb2-b1f8-1f44cd5a7bc6', 'route': ['p2', 'e3', 'i3', 'x5', 'p3', 'c3']}
1769745468.5734677,RECEIVED,433f37fd-f0e6-4a26-b49d-bb2217a81380,0432f793-5f80-42f4-b4eb-92b13074bc85,c1,c3,27,p3,?,surb={'id': '320b583b-8185-49e2-b712-5f643328a008', 'route': ['p3', 'e7', 'i5', 'x4', 'p1', 'c1']}
1769745468.7596583,SENT,7e5a099a-07ab-4d94-a3b6-aa0270225b55,75d984f4-4903-4e76-aeb3-49462ff488d1,c3,c2,3387,?,p3,
1769745468.7598114,CREATED,53cb9e71-58cb-431e-850b-82bab55153dd,5dc70ae2-6946-4b22-8978-dbf0eb75271f,c3,c2,26,?,?,surb={'id': '1e03f1ed-3624-4dfe-b719-9793ac6d14bd', 'route': ['p2', 'e7', 'i6', 'x8', 'p3', 'c3']}
1769745468.8303192,RECEIVED,f9bcbbe6-673b-4c24-86a5-d964ebce0735,4f24f055-498d-4153-8ea3-ec200d661121,c2,c3,27,p3,?,surb={'id': 'af8fb363-0956-489b-9a97-24243f0a56b2', 'route': ['p3', 'e3', 'i3', 'x9', 'p2', 'c2']}
1769745468.9689193,SENT,5b7fb4ea-4af5-4b1e-a712-db9dbcc97ffc,80072051-b66c-4491-afe7-7588e3997cbe,c3,c2,3375,?,p3,
1769745468.9690917,CREATED,2ba447b1-d7e8-4568-9712-3def867fc849,d86fe3c2-9908-48f9-9aa1-22b504e07eab,c3,c2,27,?,?,surb={'id': '888b2b1d-62c2-4500-8564-bf28e14f4d5d', 'route': ['p2', 'e8', 'i5', 'x9', 'p3', 'c3']}
1769745469.0068204,RECEIVED,ca9c8fc8-3b6e-49f6-bb54-0e59772465d0,abd8ce10-96fc-4154-b334-16b2e738438b,c1,c3,26,p3,?,surb={'id': '8192ba71-a726-4cbd-91b6-4cef353428fa', 'route': ['p3', 'e12', 'i1', 'x11', 'p1', 'c1']}
1769745469.1665485,RECEIVED,4e2797c5-e2d2-42c4-bb1c-25063f958526,a4750b3d-8d04-4562-a002-6dcbe3f77059,c1,c3,27,p3,?,surb={'id': '361da813-2a48-4eb1-8861-75ed7bfba346', 'route': ['p3', 'e8', 'i3', 'x5', 'p1', 'c1']}
1769745469.7102594,SENT,a0dda29a-8e52-4955-be11-b0c41bd4df60,5cc216cc-f229-4ccb-b9df-bd95f6dd4475,c3,c2,3395,?,p3,
1769745469.7103953,CREATED,40c15b4c-9371-4ff2-9b34-6463667244f7,a059e866-bbc0-4f2b-8a96-cd198746d825,c3,c2,27,?,?,surb={'id': '0d252d5c-03ea-4416-b1f7-35f63f26267c', 'route': ['p2', 'e7', 'i6', 'x4', 'p3', 'c3']}
1769745469.8043416,RECEIVED,7ccacd3e-9b50-42a8-8f7b-34762290c42d,12465d5e-ff75-4222-a7da-b2d6d880e472,c1,c3,27,p3,?,surb={'id': 'b84a247d-d2a2-4f5e-a0f4-daa951d96e8e', 'route': ['p3', 'e3', 'i5', 'x9', 'p1', 'c1']}
1769745469.867253,RECEIVED,3e37f172-fce9-421f-b31d-85b88e657b7b,59d13959-cb95-4ae3-92ed-e10ef9db3ddc,c2,c3,27,p3,?,surb={'id': 'ee14dd07-e942-4edf-8b95-4107c3aac197', 'route': ['p3', 'e7', 'i8', 'x7', 'p2', 'c2']}
1769745469.9179351,SENT,4f5cce9e-8d46-463d-9b4e-d3386bb6c092,7b5e2021-91d2-46d8-859e-c2f99d27bf10,c3,c2,3379,?,p3,
1769745469.9181724,CREATED,7d73f151-d80f-43eb-84dc-18fad0f192a6,924501f5-1c28-4e56-9a28-8bfaf8803d5e,c3,c2,27,?,?,surb={'id': '8797f719-d1eb-4f2f-bf36-8c499c02851a', 'route': ['p2', 'e6', 'i3', 'x7', 'p3', 'c3']}
1769745470.015021,SENT,2c9b3e91-ba66-423c-a866-49fdad3b1184,a54534fc-4e2b-452b-a4a0-6f79910066f4,c3,c2,3363,?,p3,
1769745470.0151832,CREATED,61860338-a4cc-42a5-aff7-70f4a05cb0a8,159e0c22-964f-4ead-a014-d9bd13ef1d26,c3,c2,27,?,?,surb={'id': '98b249a2-292b-4dea-b1b1-d53bdef584dd', 'route': ['p2', 'e1', 'i5', 'x9', 'p3', 'c3']}
1769745470.0702238,RECEIVED,bcfc120d-23c3-415d-b4cc-cf1b90989f1d,1e263bcc-3fa3-4734-b0c2-fec21d98f101,c1,c3,26,p3,?,surb={'id': 'd4272929-c20e-4307-b4a0-2e8c78b48ff1', 'route': ['p3', 'e1', 'i1', 'x3', 'p1', 'c1']}
1769745470.2228262,RECEIVED,f98bf321-21e0-4923-9ac1-11c4539f5b78,0681d423-7ee5-4486-8332-292470270426,c1,c3,26,p3,?,surb={'id': '30877b11-ae7f-4355-aa81-9cc802110eda', 'route': ['p3', 'e1', 'i8', 'x11', 'p1', 'c1']}
1769745470.2596905,RECEIVED,22a5e4c9-3e62-4c9e-a485-0f93a6149c27,c5884f28-d85a-4719-90e9-bfc71c0dff16,c2,c3,26,p3,?,surb={'id': 'd1a519a6-eddb-4435-87b3-c793cdf3a1c6', 'route': ['p3', 'e7', 'i5', 'x3', 'p2', 'c2']}
1769745470.2713687,RECEIVED,e8039a83-4721-43ef-808d-41b274b540a6,54423ca9-0a38-4a23-a52e-ab34454672dc,c2,c3,26,p3,?,surb={'id': '82cda78f-c3f2-4eb2-abff-ff9e3cba31a1', 'route': ['p3', 'e2', 'i7', 'x9', 'p2', 'c2']}
1769745470.398866,SENT,4224c27b-d680-4839-a823-ed4d0b838aa3,0a8f5873-bfa3-4c84-8d69-73217bd1639a,c3,c2,3383,?,p3,
1769745470.3989868,CREATED,750c54e7-b371-45ed-9224-07efa7eb41e7,9876f5b7-284a-49ad-9891-33049cd3c1ec,c3,c2,27,?,?,surb={'id': '45f9abaa-459e-4c6d-8c74-88a32fc7facd', 'route': ['p2', 'e6', 'i3', 'x7', 'p3', 'c3']}
1769745470.554404,SENT,206912fb-caf7-48c5-bef8-919b7172141b,39de224d-afe1-418f-8c47-54cfd3c008a0,c3,c2,3360,?,p3,
1769745470.5544982,CREATED,ccd1e41e-224b-4d65-8032-4b88c6a7fce7,6859dc3a-bad0-487f-9f92-dede756d9dbe,c3,c2,27,?,?,surb={'id': '4b4f1e15-b22d-4a5e-a98d-ffca402166b3', 'route': ['p2', 'e1', 'i3', 'x4', 'p3', 'c3']}
1769745470.6265538,RECEIVED,5f14a47a-6731-4831-a905-88673aba1899,2a2890ab-a98f-409d-a250-feadcb70addc,c1,c3,27,p3,?,surb={'id': '5b1bd52c-aca7-4ac3-b06f-ed8b292e4106', 'route': ['p3', 'e11', 'i10', 'x3', 'p1', 'c1']}
1769745470.7872455,SENT,3f496d76-2858-4629-a955-343eae9b10d2,ecd8924f-b88c-4b91-b57f-08aa1e06e232,c3,c2,3396,?,p3,
1769745470.7874033,CREATED,ce27789a-d1f2-4850-90ed-d4b9eb34f1d4,60a7b99a-8e86-44ff-ba55-f671bc2412b1,c3,c2,27,?,?,surb={'id': 'a931a49d-e53d-4309-af3b-c5eb5277e1d1', 'route': ['p2', 'e3', 'i6', 'x11', 'p3', 'c3']}
1769745470.8420691,RECEIVED,01a76e07-74e6-4d2f-a934-fe2ec4fff0d2,9a7b2f8c-bc17-4697-a7d6-f5f93293d843,c2,c3,27,p3,?,surb={'id': '06bf8a59-824b-4452-b16d-160deb3e7923', 'route': ['p3', 'e11', 'i11', 'x1', 'p2', 'c2']}
1769745470.9458728,RECEIVED,8a9b0ab9-39e7-4b8e-823a-dea97d9d0c54,3652bdb2-de8f-4945-bb5d-be13f10fcb56,c1,c3,26,p3,?,surb={'id': '7c7769ff-3500-4f95-a01a-6ffd991c6173', 'route': ['p3', 'e8', 'i2', 'x11', 'p1', 'c1']}
1769745471.0539086,SENT,f56d523f-69a7-4346-908e-0cfcc177df3f,77b285bd-bb19-4621-94b9-0a929ecefe65,c3,c2,3400,?,p3,
1769745471.0540824,CREATED,85db9f64-8800-4e18-b8aa-d036618568ed,f1352ba1-62aa-46cd-8568-a145fef899dc,c3,c2,27,?,?,surb={'id': '072fa9f1-708a-4a5a-9e97-42658e71b7f9', 'route': ['p2', 'e2', 'i9', 'x8', 'p3', 'c3']}
1769745471.0775063,RECEIVED,8a5764f6-4312-484c-906c-51c96abafccd,3329640b-e3a6-4c98-9426-f985cf7a34a3,c1,c3,27,p3,?,surb={'id': 'eab1e7fb-4482-4beb-b46e-35e92ff20c6f', 'route': ['p3', 'e7', 'i11', 'x9', 'p1', 'c1']}
1769745471.0799947,SENT,e034571e-8629-45ad-b6a9-7002bb222f6c,ca9ec6e9-72aa-4a6f-8372-2997ffd9f22c,c3,c2,3396,?,p3,
1769745471.0805848,CREATED,78e76a63-07ae-411f-a698-cfcd84802411,3ef1548c-3fb2-4f88-99c0-4a05bfa63b17,c3,c2,27,?,?,surb={'id': 'a4dc9342-04c5-48d7-bc13-9bb89fd3cb3e', 'route': ['p2', 'e2', 'i12', 'x3', 'p3', 'c3']}
1769745471.10346,RECEIVED,8ca38ec5-986e-4eda-82ce-33707762615c,6391a024-7a1c-44ca-9bc0-be1d84aee779,c1,c3,27,p3,?,surb={'id': 'b3cc4ddc-0676-4b9e-b641-433069d22d68', 'route': ['p3', 'e2', 'i7', 'x1', 'p1', 'c1']}
1769745471.178468,SENT,df76b517-ee3d-4165-a67b-6db1db9fc0c7,0968a852-4989-4a54-8d2b-367d72f812fa,c3,c2,3383,?,p3,
1769745471.1785696,CREATED,1cd4ff6c-1879-43ea-9b1d-3384dbe77070,f73a8890-0f9b-47ac-a784-2ba3c672b671,c3,c2,27,?,?,surb={'id': '295263bc-1a12-46a6-8c50-87d22837a024', 'route': ['p2', 'e6', 'i1', 'x3', 'p3', 'c3']}
1769745471.4853427,RECEIVED,53898348-8334-435b-8f3a-c3a3a2798408,f6361ba1-e135-42d1-b03c-d6f9cf926b08,c1,c3,26,p3,?,surb={'id': 'f4e12bda-f71a-43da-8090-f0a5f43f8b74', 'route': ['p3', 'e12', 'i12', 'x9', 'p1', 'c1']}
1769745471.5622342,RECEIVED,a4f5327d-947d-4e8a-bc12-5c57b95473d8,b6266723-0ec8-44f6-99b7-2a7ce8faded7,c2,c3,27,p3,?,surb={'id': '19d5582e-4c7a-491f-9b45-7e211be322bb', 'route': ['p3', 'e5', 'i3', 'x7', 'p2', 'c2']}
