timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769745457.898127,RECEIVED,2edd65b1-9e5c-4689-9434-40725b356808,3a19776c-5deb-4d05-8b43-73fa79f2e073,c5,c2,27,p2,?,surb={'id': 'b6167aee-35ea-45bd-8192-8d20ddb66218', 'route': ['p2', 'e1', 'i3', 'x8', 'p2', 'c5']}
1769745457.9399083,SENT,7f94d9cf-418f-4a68-969e-7cb0a2627d2a,e07a3a99-182c-4c3e-8f18-889ddb89a5d3,c2,c3,3387,?,p2,
1769745457.9401648,CREATED,af5a7f31-dc2d-4efd-a178-5fb728786335,e91d1eab-af22-449e-8ab1-b3a5cbf63e16,c2,c3,27,?,?,surb={'id': '5d416fb8-e9e8-44e6-a7c6-143cbb4308d0', 'route': ['p3', 'e1', 'i2', 'x10', 'p2', 'c2']}
1769745457.9912496,SENT,d46f3c4f-c018-4a3f-bfec-e2f4ddd624ce,5cbb1e43-5d79-4b3d-a3c2-f9b7a7f7a9f2,c2,DROP,2036,?,p2,
1769745457.9913657,CREATED,e608cd2b-746f-48a5-bc21-02813da47e15,5e2d5705-3af5-40dd-8b01-956aea4f1375,c2,DROP,27,?,?,
1769745458.0424945,RECEIVED,4a9bd646-bc3b-4089-9133-4de24ef3db66,203ec497-7a63-4770-b573-8e2010785f4e,c4,c2,27,p2,?,surb={'id': 'ef1d2771-21f8-41af-9a15-b7c8555bc33b', 'route': ['p2', 'e12', 'i5', 'x11', 'p1', 'c4']}
1769745458.0755475,RECEIVED,3aecc2d4-e009-4e35-bcf8-6593200c6112,4092f007-a0d6-449f-8110-812295a63675,c3,c2,26,p2,?,surb={'id': '35dadf07-178b-4866-b0dc-d7ddcd1b4d57', 'route': ['p2', 'e12', 'i4', 'x2', 'p3', 'c3']}
1769745458.412396,RECEIVED,866339fa-5797-4f31-8b0a-43076f59d635,99a0dfa8-12e4-4dd7-979e-4a71f1caff45,c5,c2,27,p2,?,surb={'id': '97562a82-4919-445f-8b34-d72b3f9f53e6', 'route': ['p2', 'e2', 'i6', 'x1', 'p2', 'c5']}
1769745458.5659058,SENT,9a49a18a-b780-4fa9-9f0a-01b9f22ecd2f,d89cc64c-04bd-48c5-bff3-d76f1d9890ef,c2,DROP,2019,?,p2,
1769745458.5660214,CREATED,728a0c59-6ea2-470b-9ca1-4b755cf63f26,67827204-8807-460a-90f0-d1463a79daf9,c2,DROP,27,?,?,
1769745458.8587654,RECEIVED,2a7ca78b-5ef5-48a6-b556-e38785695e11,87c123c8-7bc3-4de4-b02c-3d515b67b622,c5,c2,27,p2,?,surb={'id': '2adfc065-e8a0-4b2f-826d-0bff3347c7c9', 'route': ['p2', 'e3', 'i12', 'x12', 'p2', 'c5']}
1769745458.9302003,SENT,31818a6b-f858-4d5a-bec9-3ced0083a450,dff22767-c3b8-45ff-a24a-44a4019bdcad,c2,DROP,2015,?,p2,
1769745458.9308555,CREATED,54b862d3-1308-4d59-b06f-3c0b7f6aae7f,67ae25c0-e2bb-48a5-89fe-ed25304e591b,c2,DROP,27,?,?,
1769745458.9815638,RECEIVED,5012388c-b938-413b-a383-51a07afc969f,9684e1bf-7fac-45ed-86ce-54f58e38561b,c4,c2,27,p2,?,surb={'id': 'a7269ff5-b9a4-4220-a4b4-f578dafc8df5', 'route': ['p2', 'e8', 'i1', 'x3', 'p1', 'c4']}
1769745459.0521328,RECEIVED,6d0eed2c-e128-41e1-bd63-1d6f264cb4ce,56574064-ab47-4be1-9e59-26fcbf70b059,c4,c2,27,p2,?,surb={'id': '801af7ce-8a7a-43d4-a30b-9a6c299809da', 'route': ['p2', 'e11', 'i4', 'x5', 'p1', 'c4']}
1769745459.0879343,RECEIVED,62f8f77b-bccf-4aa7-80e3-e9fcd33f3f3c,a98682f5-724c-4a12-92fd-7072978d081c,c5,c2,26,p2,?,surb={'id': '45e466b5-c5b0-4fd8-b81a-42e9578f062e', 'route': ['p2', 'e2', 'i9', 'x4', 'p2', 'c5']}
1769745459.1169896,RECEIVED,347b18e8-0733-43f1-b502-c1cec2437a2c,fbf31248-f90e-40a0-928d-2e9fd5b42942,c5,c2,27,p2,?,surb={'id': '04d946e8-eb13-4183-a9b1-609f4f865f31', 'route': ['p2', 'e4', 'i7', 'x7', 'p2', 'c5']}
1769745459.1543067,RECEIVED,5e61b016-bcf6-4b10-b296-d0e53ce7133a,90c39bd0-ee45-45d9-b14c-f8e99109c17c,c4,c2,27,p2,?,surb={'id': '22cb346f-a59d-4757-b002-d4543efe0153', 'route': ['p2', 'e3', 'i5', 'x7', 'p1', 'c4']}
1769745459.2827623,RECEIVED,dc5c6499-127f-499b-b4ee-a892d1ce14b9,36ea8104-afc6-4674-9fd5-752c000317b0,c4,c2,27,p2,?,surb={'id': '0a99c6b7-00f1-4cba-82ad-b745bd20008d', 'route': ['p2', 'e5', 'i10', 'x9', 'p1', 'c4']}
1769745459.3275466,RECEIVED,b81b7acf-01a4-4cdc-b7f6-5c2600902344,4b5d9d4c-75ee-4c4e-8f2b-5a6d61e599a1,c5,c2,27,p2,?,surb={'id': '5fe84cab-90a2-4816-b66f-2f194404e003', 'route': ['p2', 'e7', 'i2', 'x4', 'p2', 'c5']}
1769745459.5603867,RECEIVED,0e186120-bfed-4d0a-84b4-c7d832c89ce3,2bc32472-cad5-4b03-a819-54cc2192bda2,c5,c2,27,p2,?,surb={'id': '6b4a8757-c64e-4d8f-8194-0d46ff43a96a', 'route': ['p2', 'e3', 'i9', 'x11', 'p2', 'c5']}
1769745459.8410263,RECEIVED,3d3cf1e6-2a6b-42a7-bfab-f5dfea46b7d5,456166bc-d8fa-4c15-b1b3-5654dea7b5a7,c4,c2,27,p2,?,surb={'id': 'c617a847-a824-4c67-8fc6-fc3348901455', 'route': ['p2', 'e8', 'i7', 'x5', 'p1', 'c4']}
1769745459.8450713,RECEIVED,b2911995-25ba-4c6c-81e8-faf26d385e8b,43a6bd8a-7987-4146-8868-0f6f9fd046e7,c4,c2,27,p2,?,surb={'id': '8d513248-546e-40d0-a3c8-a1a6fb191abd', 'route': ['p2', 'e8', 'i3', 'x10', 'p1', 'c4']}
1769745459.9194882,RECEIVED,ed6edf36-d9e0-4954-ac5e-4e68593f7c99,1dfe259e-f3cb-4524-87ce-4874691a0015,c3,c2,27,p2,?,surb={'id': '0ddcc0bd-09a8-423b-bdb8-c0a9a5bb03e6', 'route': ['p2', 'e5', 'i1', 'x4', 'p3', 'c3']}
1769745459.9874055,RECEIVED,299556e3-fa10-4e21-8fe6-e181f4f54c33,c491094c-0186-493d-b7df-1c047e51d849,c5,c2,27,p2,?,surb={'id': '7fd336c1-1fb7-4d0c-a5b1-74d5fa65a385', 'route': ['p2', 'e5', 'i12', 'x8', 'p2', 'c5']}
1769745460.0024564,SENT,bade1310-be09-49fc-99cb-3fe2ffc0fc3b,14e6d9e9-540b-44f9-b2d3-5e311bae2001,c2,c3,3385,?,p2,
1769745460.0025437,CREATED,e40805a7-4637-4907-9aec-c162a60795b1,95ee5d9c-12d4-46f1-bd14-af275109e217,c2,c3,26,?,?,surb={'id': '9c13e089-6013-4969-8626-36005ec1be4a', 'route': ['p3', 'e1', 'i6', 'x3', 'p2', 'c2']}
1769745460.0075314,RECEIVED,fc53b6dc-259c-43c1-aa5e-fb7f71abb07c,85275fb5-e4a4-4342-b319-79e4ec25e30c,c4,c2,27,p2,?,surb={'id': 'a8f9965e-88d6-40cc-801f-72ba599c508b', 'route': ['p2', 'e1', 'i9', 'x9', 'p1', 'c4']}
1769745460.1787558,RECEIVED,ebe0070b-f1ff-48a4-a211-26b9f5cd513d,5eedd8d5-b0cb-48cc-a3b0-e67cfc2ac098,c3,c2,25,p2,?,surb={'id': '1e691c94-a5ab-4d84-aef1-82097cab783b', 'route': ['p2', 'e7', 'i5', 'x6', 'p3', 'c3']}
1769745460.2543476,RECEIVED,82080b0d-cefa-40bd-a2a8-267681468406,80212364-b153-4ba9-80ba-c24121f88c86,c4,c2,27,p2,?,surb={'id': 'b33d80df-dcbb-4f5d-8415-e2b8b2d4c680', 'route': ['p2', 'e4', 'i1', 'x11', 'p1', 'c4']}
1769745460.2600272,SENT,8fbdd3df-38ea-4a4d-82fa-a0f42a08b615,df4cb3d9-98b7-430a-a11e-f559fc982283,c2,c3,3364,?,p2,
1769745460.2604122,CREATED,dc63d057-8ced-49b9-b75a-0f62b32854a2,eac02b74-bdfb-4067-892a-093f605eb5b9,c2,c3,26,?,?,surb={'id': '4d764075-29c4-47c0-b692-80ccf11dc9bf', 'route': ['p3', 'e11', 'i2', 'x11', 'p2', 'c2']}
1769745460.3201342,RECEIVED,d5a0a1cb-9861-40f5-a989-dadbad919868,29c68839-6957-4529-a9fd-891d2ded0ee1,c5,c2,27,p2,?,surb={'id': 'fc92644f-83d7-4cfd-bfbc-c2a3641271d4', 'route': ['p2', 'e2', 'i5', 'x11', 'p2', 'c5']}
1769745460.3424091,RECEIVED,7e565563-e44e-43fd-8828-678cfac3a44d,303d9d4a-302e-46ac-824d-a40b895f7103,c4,c2,27,p2,?,surb={'id': '50b10bd7-a1f6-40dd-ae6d-cd1a3572a2df', 'route': ['p2', 'e12', 'i4', 'x4', 'p1', 'c4']}
1769745460.3880513,SENT,fe94f7e5-96cb-446d-95a2-f51cc40a2a3c,38073f0f-6dd9-4090-897b-a6bb7434c22e,c2,DROP,2016,?,p2,
1769745460.3881154,CREATED,e523d0a6-67b7-4b9e-9ed5-8682b963883f,4a90292d-58dc-4608-b5df-adad5e99dbb4,c2,DROP,27,?,?,
1769745460.542993,RECEIVED,fe84ecae-6a1d-4626-9d06-8d0e26358830,a221a2fd-f46c-470c-be14-a7f63fe04ab9,c5,c2,27,p2,?,surb={'id': '39194e9f-1d5d-4d14-93a7-954870aa7c3c', 'route': ['p2', 'e8', 'i9', 'x4', 'p2', 'c5']}
1769745460.612443,RECEIVED,5f5dd34f-dfa1-4cb3-ab4f-b85c07c3afb5,a219769b-4ec7-4a26-b84e-adf2173c4645,c4,c2,27,p2,?,surb={'id': '13270e73-920f-4f4f-aeb3-3f3dc306ac7a', 'route': ['p2', 'e11', 'i1', 'x2', 'p1', 'c4']}
1769745460.7246335,RECEIVED,1cc9d32b-02b8-46d5-8a58-297ee0f40cca,b445eaba-92d0-4604-a220-0269aa03bed8,c3,c2,27,p2,?,surb={'id': '88a213e6-7454-46a9-a083-62c37592defc', 'route': ['p2', 'e8', 'i10', 'x10', 'p3', 'c3']}
1769745460.895312,RECEIVED,4d04d2e4-bd5d-4a20-baf2-ba10d7f73ce9,bdce5b41-6797-42eb-8e6d-8c48ab5a6221,c4,c2,26,p2,?,surb={'id': '427f281f-3e9d-42be-b607-2632fb6bb90c', 'route': ['p2', 'e12', 'i8', 'x12', 'p1', 'c4']}
1769745460.956307,RECEIVED,71f5d7ef-6837-47da-a45d-eee847dd1c1a,a9647a77-929d-45b3-899d-d623acde23db,c4,c2,27,p2,?,surb={'id': '650d42a6-bb26-446a-842d-4fbe8b2d730b', 'route': ['p2', 'e4', 'i9', 'x12', 'p1', 'c4']}
1769745461.032781,RECEIVED,6322ead6-701d-4a34-a65c-eaacfcd51d47,8dc76bf7-cc74-470e-ac33-81d6a3049714,c3,c2,27,p2,?,surb={'id': 'b0b0c794-0a4c-4a17-a67e-6619be901318', 'route': ['p2', 'e2', 'i3', 'x3', 'p3', 'c3']}
1769745461.0379398,RECEIVED,d980b1ec-c923-4ace-b7d8-4bfbaa153585,75446e47-83be-4a98-9594-65e9b680b380,c5,c2,27,p2,?,surb={'id': 'e23058ab-32da-478c-bc3a-4e42e8393bcc', 'route': ['p2', 'e1', 'i7', 'x6', 'p2', 'c5']}
1769745461.1142879,SENT,8a025994-28cf-427d-b40d-278c4b27ecad,48238995-7fe4-4042-b4bc-44e498d79e39,c2,DROP,2041,?,p2,
1769745461.114377,CREATED,557c114b-b540-4a59-ae34-2a538df48aae,f63c35db-ad32-4998-97f7-911107998cf3,c2,DROP,27,?,?,
1769745461.1803236,SENT,f838aafc-2f82-426f-9005-355286418328,ae228f57-7cbf-406b-9f65-0d4ca50cbe1b,c2,DROP,2021,?,p2,
1769745461.1804,CREATED,d774660d-adfc-4031-8450-7859132d1c54,3878622f-bc73-4871-9206-a1fbff5b6e66,c2,DROP,27,?,?,
1769745461.2897243,RECEIVED,1c372d8b-04ca-46fa-899e-5ff14fcc473b,e070621d-563b-48f1-af03-c65064189259,c5,c2,27,p2,?,surb={'id': '165f8ab8-0bc5-4022-96ff-c18f59611d64', 'route': ['p2', 'e10', 'i5', 'x4', 'p2', 'c5']}
1769745461.3039856,RECEIVED,2cabba86-e685-4afb-af00-bcd5f6b3b850,be0caeb0-155a-4592-aa2e-cf178b3d8bf5,c5,c2,27,p2,?,surb={'id': 'bb7e4fb2-c4e5-4c3a-b5f2-2b1ce876f18c', 'route': ['p2', 'e3', 'i7', 'x8', 'p2', 'c5']}
1769745461.3728774,RECEIVED,8e06ab0e-4b99-4c23-8292-1c22c07d1e89,3ba4ece6-799e-4131-84e1-043983ba0112,c3,c2,27,p2,?,surb={'id': '7465fa57-4ad0-4849-9cba-bd9c25b4f844', 'route': ['p2', 'e12', 'i3', 'x1', 'p3', 'c3']}
1769745461.3881283,RECEIVED,0cdf2b9e-5ea5-499d-94fb-5f4bd754f980,7f9fafd1-d692-4811-968a-b6432696a93a,c4,c2,27,p2,?,surb={'id': '9b6f0e26-d097-4bae-be14-79079270ad18', 'route': ['p2', 'e2', 'i8', 'x10', 'p1', 'c4']}
1769745461.394516,RECEIVED,2aca2f2c-6650-4ca7-a09d-bb241a034802,79ff4f94-828d-474a-bc9d-a2babdd316a3,c5,c2,27,p2,?,surb={'id': '4768bec6-f6f9-4b20-81fa-b196b701b769', 'route': ['p2', 'e12', 'i6', 'x3', 'p2', 'c5']}
1769745461.4299138,RECEIVED,24072e07-1b47-4b17-81cd-1e75f3f1c6ce,6d74a9e2-3798-4beb-9dc6-f0b9f1f1b156,c5,c2,27,p2,?,surb={'id': 'b6109b4d-ae77-4ea9-86d9-0cf581b10538', 'route': ['p2', 'e6', 'i6', 'x6', 'p2', 'c5']}
1769745461.6070228,RECEIVED,7b9abfbd-f513-4c74-9bf3-05dfc5ab8b0e,e614e735-6885-4acd-8e04-13e17cf62ff2,c3,c2,27,p2,?,surb={'id': '6dde2f42-f322-4347-b1ca-2caea744df3e', 'route': ['p2', 'e6', 'i1', 'x6', 'p3', 'c3']}
1769745461.6123047,RECEIVED,f4933b1a-91cb-4435-b944-05743451cbc2,eb10c71c-5d8c-4245-99d5-8ce3488136b8,c4,c2,27,p2,?,surb={'id': '2a403d8d-5445-4f5b-ad9e-01b96620f5ca', 'route': ['p2', 'e11', 'i4', 'x10', 'p1', 'c4']}
1769745461.6188853,SENT,6caff585-e82a-4fd8-9481-a2bd494d200f,cf150ebc-a1a4-428d-bbfc-c238e19ab402,c2,c3,3376,?,p2,
1769745461.6190276,CREATED,0d005702-ae0c-43f0-b00c-36602b9e2514,a074809d-366b-495c-a6e3-e46b04ff225c,c2,c3,27,?,?,surb={'id': '996e7495-e82c-444f-8724-307192c28da0', 'route': ['p3', 'e11', 'i3', 'x5', 'p2', 'c2']}
1769745461.6325147,RECEIVED,83db7fb7-1f9f-48c7-a7af-f3944f5a7dfe,79bc2a57-0a8e-45e3-a7af-c58ac932f80f,c5,c2,27,p2,?,surb={'id': 'af825483-b94e-4600-af29-c501df6d64dd', 'route': ['p2', 'e3', 'i1', 'x2', 'p2', 'c5']}
1769745461.732565,SENT,3dc3789a-482f-47bf-83ab-f911160e4d41,9badc678-ab65-4a4d-b8d3-3482fc5e8eee,c2,DROP,2035,?,p2,
1769745461.7326965,CREATED,5a023063-eab1-410d-ac45-1acc5c8ffa31,40ce165b-fb46-4521-b363-634bfa1b9121,c2,DROP,27,?,?,
1769745461.752683,RECEIVED,e1b2982e-ec21-404e-a112-84f8833b9bd6,d1731f01-6526-49da-94b0-bb65289c53c0,c3,c2,27,p2,?,surb={'id': 'e1f2b286-ff4a-47e9-847a-a3a52fca6376', 'route': ['p2', 'e1', 'i7', 'x4', 'p3', 'c3']}
1769745461.7803123,SENT,4f6d967e-5bbe-4bf6-8768-cc5d26098900,9dfb6bb4-aa37-49dc-b32b-f27e976d1c7e,c2,DROP,2028,?,p2,
1769745461.7804356,CREATED,6b4c30d4-8d75-45c0-9813-a602e9cfe601,70cf5019-a9ba-4ffc-941a-6f4ec42bf689,c2,DROP,26,?,?,
1769745461.7887526,SENT,ca91e3a7-85c7-40db-a907-ccbc21ca2338,b8596fdc-920b-41ad-a4ae-163a570f7154,c2,c3,3380,?,p2,
1769745461.7889001,CREATED,391877e8-03c9-4d33-a289-973c9e3270b2,669bbb8a-aa34-471f-92fa-558c390353e3,c2,c3,26,?,?,surb={'id': 'ec3f1175-51cd-48fb-9162-d1c0a2c4fecc', 'route': ['p3', 'e3', 'i7', 'x2', 'p2', 'c2']}
1769745461.8371437,SENT,5c77c5ba-1a6c-4b69-983a-f4b32174ce6d,82c68917-d310-4a31-adc0-3e014ff84bd6,c2,DROP,2015,?,p2,
1769745461.8372948,CREATED,65af0a58-b26b-4cdf-9b72-75ca1f9b28f9,e7c7245d-3cb9-408d-873a-85a46c200c56,c2,DROP,26,?,?,
1769745461.8481297,RECEIVED,1ddfa2fe-82c8-4505-9838-d06c06f67046,2b3bc2fc-d1fc-4240-9fbd-bb11ff2703db,c5,c2,27,p2,?,surb={'id': '2d483d08-ade8-46f2-9dfd-7a3d54269f33', 'route': ['p2', 'e6', 'i10', 'x8', 'p2', 'c5']}
1769745461.8641946,RECEIVED,8fb23918-c8c7-436d-b1da-2121a1b4d72c,c0f3b6b6-191f-4c78-9f11-438797ec58b2,c4,c2,26,p2,?,surb={'id': 'c278ee82-e17c-481e-b990-f7457a18cf86', 'route': ['p2', 'e12', 'i2', 'x10', 'p1', 'c4']}
1769745461.892681,SENT,d137a6b8-3bf4-4daf-b8d5-d4df78156605,6f1388b0-751c-4208-8bf5-63f852148dce,c2,DROP,2016,?,p2,
1769745461.8928132,CREATED,b219256c-eedd-41ac-a2c2-149ea14da79a,b656720c-42fb-4c10-bbef-bcb6b64ab270,c2,DROP,26,?,?,
1769745462.1138163,RECEIVED,07d854c3-e2d1-48de-bd0b-b7c9070a0823,822788c3-8742-4674-9d6a-963d6a4a2785,c5,c2,27,p2,?,surb={'id': '37b4c585-f9a8-4529-b5d1-ab6ff074e296', 'route': ['p2', 'e7', 'i12', 'x9', 'p2', 'c5']}
1769745462.149288,RECEIVED,1f9f0d77-f8f9-40cb-bb5d-340cd3779b41,6674be97-9277-42b6-a024-e33ff3304557,c5,c2,27,p2,?,surb={'id': '69c1ddaa-a0a7-45a1-b41d-790c6b5ab843', 'route': ['p2', 'e12', 'i8', 'x4', 'p2', 'c5']}
1769745462.5589027,SENT,b5547a14-d961-4538-bf89-7c3bc13395e8,ba49ff60-258b-42b8-b46e-7391379655e3,c2,c3,3384,?,p2,
1769745462.5590603,CREATED,1ee0a2b3-1891-4626-a45a-80e078501d1c,a800709e-2cdc-4f95-98bf-58bfd243f404,c2,c3,27,?,?,surb={'id': '98aba36f-d31b-439f-9835-8d20c8aedd17', 'route': ['p3', 'e8', 'i4', 'x1', 'p2', 'c2']}
1769745462.5963104,SENT,a933b397-dd5e-4ac2-9907-fc26f78848f3,ac89b7db-67a1-4b14-9472-fd38a087d5d2,c2,c3,3387,?,p2,
1769745462.5964444,CREATED,81c54a40-64ce-43af-a42d-5d87c2ac30a4,4bcc46e8-4ace-4ad8-8853-e4f6dd14b8e4,c2,c3,27,?,?,surb={'id': 'bffce67a-2343-474f-99bd-f20066e7807c', 'route': ['p3', 'e1', 'i10', 'x11', 'p2', 'c2']}
1769745462.7292807,RECEIVED,a0db1363-a5d5-4408-aada-f3be26f5ab5e,08d56045-237d-4ad0-b5e0-cd4b33751485,c4,c2,27,p2,?,surb={'id': '7b87fc47-22c0-49ce-9836-b1b8f558f8f4', 'route': ['p2', 'e2', 'i6', 'x4', 'p1', 'c4']}
1769745462.8491175,RECEIVED,474759ec-6f18-4372-afe7-2cac2168e5e4,b5443ebf-ce3b-4998-80fc-03b5bdfbe43b,c5,c2,26,p2,?,surb={'id': 'b19baa46-e60b-4214-925d-1938299e88b8', 'route': ['p2', 'e1', 'i4', 'x8', 'p2', 'c5']}
1769745462.9401677,RECEIVED,165d7ee5-07b1-4cf9-a05e-07d9827d215f,6aa5e7f3-a12d-44e3-8f36-c7594aa66bc0,c4,c2,26,p2,?,surb={'id': 'f8af609c-f3ef-4dc5-82c6-742256e2bd1d', 'route': ['p2', 'e9', 'i9', 'x4', 'p1', 'c4']}
1769745462.9561994,SENT,7b75b7c0-f7b8-4278-be3e-1cfced3efdc2,0c684ed3-d76d-4667-a333-024e7362630d,c2,c3,3370,?,p2,
1769745462.9563506,CREATED,3f0635c2-ccf0-4270-a913-34ef95a18244,7940c914-d4c1-4391-a978-05bbc135f266,c2,c3,26,?,?,surb={'id': '6d30422c-d49c-463f-bfe0-d369c7aacb5c', 'route': ['p3', 'e1', 'i1', 'x4', 'p2', 'c2']}
1769745463.084094,SENT,da4182bc-9c20-4159-ac09-986b773ce885,755d267e-7b0d-4afb-9875-ab0cd080fcb6,c2,c3,3384,?,p2,
1769745463.084246,CREATED,45d205d9-5fb6-4ac0-81bd-a6d8ba34058f,ec181aac-a8f1-4671-ab71-17b4dacd167a,c2,c3,27,?,?,surb={'id': 'bf6659dc-9df6-46f4-877f-0da5437758b7', 'route': ['p3', 'e4', 'i2', 'x2', 'p2', 'c2']}
1769745463.2279437,SENT,a7b80df6-d15c-4e1b-9d72-060be27ec521,6312656f-ade4-440e-8412-d728053908fd,c2,DROP,2041,?,p2,
1769745463.228416,CREATED,c76440cd-891f-43ff-8cd8-3a6564159e6e,aa80f8ee-6b50-4823-b591-aa6652ff39ca,c2,DROP,27,?,?,
1769745463.2435184,RECEIVED,8fbaa721-2d14-4c8c-bcfd-aa1ced3f6373,179f04df-d550-418b-8d23-ac827ec48aba,c3,c2,27,p2,?,surb={'id': '71876fb4-6dc6-430c-83f4-2285ba4e2285', 'route': ['p2', 'e2', 'i5', 'x1', 'p3', 'c3']}
1769745463.2796,SENT,7ad4fc1c-a809-4711-820e-c683e8ab0dcc,4f0f8df4-0050-47b1-bf85-8c367b692e53,c2,c3,3388,?,p2,
1769745463.2797465,CREATED,fff43e31-4310-421d-9e28-f2c450b72f62,736fd46e-a397-4a1b-950a-f66ac5f9803a,c2,c3,27,?,?,surb={'id': '8e2e1307-c56f-45ec-a0b6-f74cfda6126a', 'route': ['p3', 'e7', 'i10', 'x1', 'p2', 'c2']}
1769745463.3259792,RECEIVED,38c4327d-f45a-4126-b1fd-0dd891ef0d58,a3388f4c-22d8-465e-81d5-8f2897d59d20,c3,c2,26,p2,?,surb={'id': '89e92951-228f-406d-a65a-a3f3d9c994d5', 'route': ['p2', 'e11', 'i6', 'x9', 'p3', 'c3']}
1769745463.5246806,SENT,9d73bf3d-4d85-441b-8b4c-73c8565939f4,efd065bf-dad8-45c6-88b5-4b10eaa70555,c2,DROP,2011,?,p2,
1769745463.5247667,CREATED,a0e44050-e996-4d9b-b324-e00b50ed6ab7,09c69e72-144b-4729-aa78-9f494b2134e3,c2,DROP,26,?,?,
1769745463.6548452,RECEIVED,28a66bae-6c68-4bc2-913a-6663e65424b6,9febaf1a-63e4-4058-82f0-4f716beb9d8b,c4,c2,25,p2,?,surb={'id': '82856b65-b4b7-437a-8538-8ef9ba658df3', 'route': ['p2', 'e12', 'i7', 'x4', 'p1', 'c4']}
1769745463.7717245,RECEIVED,a864af38-f637-4fb6-a755-3ab909e7aa1b,e1c2845d-984d-49f5-8120-99b7a2e6b3a4,c3,c2,27,p2,?,surb={'id': '23040d70-3c48-46cd-b6d3-7a19565497dd', 'route': ['p2', 'e8', 'i3', 'x4', 'p3', 'c3']}
1769745463.7853026,RECEIVED,d782051f-602e-4148-abd9-18aafc5bab32,7cc3a362-d9cb-4ec1-bb0b-fa6e9bdba541,c5,c2,27,p2,?,surb={'id': 'd9a684d4-5c3c-4b23-948f-43ccb4a8a429', 'route': ['p2', 'e9', 'i6', 'x9', 'p2', 'c5']}
1769745463.8769295,RECEIVED,6fb3710c-c583-4825-a720-4037224f6b20,d67f8aa0-7d32-4c9e-931f-309043a824b1,c5,c2,27,p2,?,surb={'id': 'e31f36f6-ba70-4fdb-ac60-7826a4f30d7e', 'route': ['p2', 'e9', 'i10', 'x1', 'p2', 'c5']}
1769745464.0376635,RECEIVED,4c329372-2248-4108-8d72-8dcfc9eae9fc,b57ae753-0092-4746-baef-13242ccf3539,c3,c2,27,p2,?,surb={'id': '5a605195-b060-4d0e-b8d0-57db188e6814', 'route': ['p2', 'e4', 'i4', 'x7', 'p3', 'c3']}
1769745464.1701195,RECEIVED,7dff08f0-3aab-4156-a703-0c2ba206446d,9950b50d-a2ca-4802-8850-aec38630ba23,c3,c2,27,p2,?,surb={'id': '7e1b7876-e62c-4c29-b947-7c191b6fda41', 'route': ['p2', 'e8', 'i12', 'x7', 'p3', 'c3']}
1769745464.2931092,RECEIVED,1162116a-972c-44df-ba0b-605d8d4ef188,8b3697ad-2fbe-4646-8d7b-5d46b20ad7ff,c4,c2,27,p2,?,surb={'id': '0a36b868-9e31-406c-a78e-c17f2b21aec6', 'route': ['p2', 'e2', 'i11', 'x12', 'p1', 'c4']}
1769745464.3138623,SENT,294b6c24-2e92-4454-9b12-7f1e6354c618,0e073a67-868b-4029-8233-fd43e3fc1e17,c2,c3,3380,?,p2,
1769745464.3140314,CREATED,f9bcbbe6-673b-4c24-86a5-d964ebce0735,4f24f055-498d-4153-8ea3-ec200d661121,c2,c3,27,?,?,surb={'id': 'af8fb363-0956-489b-9a97-24243f0a56b2', 'route': ['p3', 'e3', 'i3', 'x9', 'p2', 'c2']}
1769745464.322768,RECEIVED,6d55b904-77db-42ca-993c-4d8ade0cf907,4fb3a654-39ab-4c71-9940-3fff14bef321,c3,c2,25,p2,?,surb={'id': 'd6ab108e-c7d7-4b0e-9c46-26fd7dfb4039', 'route': ['p2', 'e7', 'i1', 'x2', 'p3', 'c3']}
1769745464.4834144,RECEIVED,fd7dcc77-aca3-46da-b6ab-8cf1dff6d097,e636ccb7-9dbb-48da-934c-f02ee326f756,c5,c2,27,p2,?,surb={'id': 'd617cc24-ebf2-4220-9ed4-bfeff8b99c87', 'route': ['p2', 'e4', 'i11', 'x4', 'p2', 'c5']}
1769745464.660954,SENT,6ccc5c26-c753-4bb8-a7e5-4fea71b4482b,6c4f18fa-5641-41ff-bec7-66d6abc393e3,c2,DROP,2044,?,p2,
1769745464.6612904,CREATED,d7cfc102-68ac-4dc5-89d0-0eb98d1f0cb7,dabdc265-77bc-474f-b081-ba8292b24176,c2,DROP,27,?,?,
1769745464.6753333,RECEIVED,d7a1eb32-bfd2-4ed4-96b9-4c29d6138304,415a1426-e11b-4fd6-9e46-99d132ac6b85,c5,c2,27,p2,?,surb={'id': 'e12df7c1-3236-442d-a540-7dfabade6640', 'route': ['p2', 'e5', 'i9', 'x1', 'p2', 'c5']}
1769745464.8775308,RECEIVED,7be6847b-1fe6-4a25-b0d9-d249d13b0da3,e4fc5be1-c37a-48ed-8edc-91b21d74fa28,c4,c2,27,p2,?,surb={'id': 'd74c514d-0998-4c7b-b4a1-65ac3b2207d5', 'route': ['p2', 'e2', 'i11', 'x4', 'p1', 'c4']}
1769745464.9263358,SENT,a2837d7a-88bc-4dae-8a54-f8d4f87fffd2,7ad8068a-e168-4585-a082-bbe166af594f,c2,DROP,2011,?,p2,
1769745464.92647,CREATED,74c48df0-c300-4e64-9d39-c2aeb042b6de,4c1447f0-9377-425c-908a-4b3ae548df08,c2,DROP,26,?,?,
