timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769391953.1586823,SENT,871eb55a-925d-4137-a780-0836887c1347,fbc7ba33-67d9-4f87-bbba-e51d55224ac3,c2,c5,3367,?,p2,
1769391953.1588402,CREATED,072e5f72-82aa-459a-af1c-8811848a9527,6fa54d43-3766-4ad5-b797-35922fb393fb,c2,c5,27,?,?,surb={'id': 'db5369ff-9d7e-4c70-b235-946e50d00a1e', 'route': ['p2', 'e3', 'i2', 'x8', 'p2', 'c2']}
1769392387.813698,RECEIVED,5fba3a25-a645-4220-876e-0e6e827f72fe,016ac31a-9f31-4cb9-9187-479909a8a150,c4,c2,26,p2,?,surb={'id': '49355fac-62fc-4ea7-87a7-639ba9d2a038', 'route': ['p2', 'e8', 'i4', 'x2', 'p1', 'c4']}
1769392387.8456583,RECEIVED,69dc78e0-e503-46ea-b0dd-a843bda3c2ad,f82c16fb-ea9d-4d9a-a383-c0ae72bb912d,c4,c2,27,p2,?,surb={'id': '6c999db5-7078-47b5-8046-344386cdc021', 'route': ['p2', 'e10', 'i9', 'x4', 'p1', 'c4']}
1769392388.1732287,SENT,1205d71f-af33-49e0-84a2-d07dd0b6feab,e31698b6-e3b9-4266-88d5-6838e4eb6d1a,c2,c5,3359,?,p2,
1769392388.1733792,CREATED,1654288b-aae1-4c88-ae91-2c6087426258,4dfe6063-4c3f-4bf3-83af-0f93247d2ae0,c2,c5,27,?,?,surb={'id': 'ed072052-4a91-45b7-a47b-ae6258752680', 'route': ['p2', 'e8', 'i2', 'x6', 'p2', 'c2']}
1769392388.2835588,RECEIVED,d4df7f84-69f5-41cc-ae23-c9e37b528039,8ab8968e-f207-4cbf-a3cd-f7f113c2ddb3,c4,c2,27,p2,?,surb={'id': '376c38dd-e480-4110-a33e-60ca7e67254e', 'route': ['p2', 'e7', 'i5', 'x9', 'p1', 'c4']}
1769392388.3353205,SENT,21d524c9-4f05-41b3-ac59-308fd56fb364,160fed07-a563-4541-816e-e13baf773308,c2,c5,3371,?,p2,
1769392388.335897,CREATED,858fdea7-7e3e-4dbb-897e-bd402eae2f80,870b5da2-fe16-4ebb-9736-0a6478903362,c2,c5,27,?,?,surb={'id': '88a717e8-6b46-444d-9da8-87b223d04a39', 'route': ['p2', 'e5', 'i1', 'x5', 'p2', 'c2']}
1769392388.463766,RECEIVED,daf41f2c-ac84-4cf3-aeb7-b2c5918dfcaa,368c9f5c-abb4-48ab-8fb6-37a6bc0a7527,c4,c2,27,p2,?,surb={'id': 'c42f6e43-66f3-4993-a29e-55fae1f360e6', 'route': ['p2', 'e8', 'i2', 'x8', 'p1', 'c4']}
1769392388.718531,SENT,523856d0-9b2c-4f54-beb1-716874e390a3,5741cd4e-ef6d-4b9c-966f-ac0a6fe39445,c2,c5,3384,?,p2,
1769392388.718658,CREATED,1cb58b6b-e993-49f8-a837-658183aaccba,20454e65-e649-449a-92ab-0b3cb75aa0da,c2,c5,26,?,?,surb={'id': '70896615-ef56-4f73-9a12-f4538a577ffa', 'route': ['p2', 'e3', 'i1', 'x1', 'p2', 'c2']}
1769392388.777785,RECEIVED,cdadae05-14f9-4228-be6a-bfd2cd88a842,25d09a7d-ca89-4b96-966a-c5ba2546ec1d,c4,c2,27,p2,?,surb={'id': '1a977c40-9127-423c-b7ed-aa0919ebb9f7', 'route': ['p2', 'e12', 'i1', 'x4', 'p1', 'c4']}
1769392388.9536695,SENT,76a24bef-7449-4ae0-bca4-389b29bc83d1,012a9a4e-ce4e-4e67-be97-27d6aa06551d,c2,c5,3383,?,p2,
1769392388.953824,CREATED,f1e128a7-231c-469d-976d-ae3c403470ba,7561cd81-5b3a-4386-b5fe-f6880d87101b,c2,c5,27,?,?,surb={'id': '88f19ed0-295a-40f5-9d88-4c43df400dc9', 'route': ['p2', 'e1', 'i9', 'x9', 'p2', 'c2']}
1769392389.1425245,SENT,7112b313-93d4-459b-af89-d1f2b64e79f8,b38e3a8a-b52b-4eb0-9555-33601fd27439,c2,c5,3371,?,p2,
1769392389.142658,CREATED,2a42fb37-ea40-4743-b704-34d74de153aa,5e3e1884-e322-41ce-be9e-65e63bf853ae,c2,c5,27,?,?,surb={'id': 'ee20afef-7aed-4556-9b6f-44421c20dbe6', 'route': ['p2', 'e1', 'i9', 'x1', 'p2', 'c2']}
1769392389.180486,RECEIVED,65d25904-6fd7-41f0-9b7a-4ede2c21b687,68153a22-cb49-414d-8c78-3a4d43a72380,c4,c2,27,p2,?,surb={'id': '22a6ec4f-25fd-4f06-9d42-e3858790a2dd', 'route': ['p2', 'e3', 'i11', 'x5', 'p1', 'c4']}
1769392389.2242758,RECEIVED,3f4ef2a7-7715-4d6d-b8a3-cbe9f0819768,7ee13355-d7f5-41e7-a000-f5f08691d443,c4,c2,27,p2,?,surb={'id': 'd8fdfcf0-efd8-4767-84a4-a725e829319c', 'route': ['p2', 'e2', 'i5', 'x6', 'p1', 'c4']}
1769392389.4615116,RECEIVED,8f8d769b-4305-42b3-a0ac-cd13b39c2bc0,20e20b6f-b36f-484b-b003-ea303af78cde,c4,c2,25,p2,?,surb={'id': 'a49c77c8-dbbb-4118-b795-f22e043cdde2', 'route': ['p2', 'e4', 'i10', 'x5', 'p1', 'c4']}
1769392389.7342348,RECEIVED,1baa6ea9-9491-476b-b7d6-a69f3faaa806,d976ce47-cf9e-472f-a492-f9c9751dd060,c4,c2,27,p2,?,surb={'id': '130f5f07-1d53-4a10-af73-f0c377b368b5', 'route': ['p2', 'e6', 'i7', 'x11', 'p1', 'c4']}
1769392389.899244,RECEIVED,0cb104db-9001-4c93-a05d-e92d664f90a6,52415ee5-9c98-4d68-a671-84b31aef02be,c4,c2,26,p2,?,surb={'id': '999c4fdf-99cf-4bf1-9e0f-902b4c3cda50', 'route': ['p2', 'e1', 'i4', 'x9', 'p1', 'c4']}
1769392390.148472,SENT,8afdc572-305b-4004-aae8-2fe0534b7151,ffcd638f-357f-4d40-97f4-9b0a4c4dc43e,c2,c5,3371,?,p2,
1769392390.1486933,CREATED,abadb274-4ba1-4d6d-93c0-03b4c6d7233a,1718df65-b8b2-40a8-8b11-934986c798cb,c2,c5,26,?,?,surb={'id': '75f80b79-a579-414a-8f14-3c5296a123a1', 'route': ['p2', 'e6', 'i2', 'x9', 'p2', 'c2']}
1769392390.287563,SENT,69cb5ccc-c392-451c-81d5-9190bd056e9c,257c2144-3904-4ae9-8a23-061998a104fd,c2,c5,3359,?,p2,
1769392390.2877123,CREATED,8fa6ec02-4d4c-49a0-b1ed-1ae5a446efef,67e31842-548b-4565-8478-8ff1fbed28bb,c2,c5,26,?,?,surb={'id': '4488ca7c-732e-4362-82ae-9c9b2247f3be', 'route': ['p2', 'e2', 'i11', 'x7', 'p2', 'c2']}
1769392390.4712985,SENT,93dda0eb-b6ca-4d6d-98f7-566613660a6f,c0ac5fa9-9cb1-4c09-9495-b535064c620b,c2,c5,3392,?,p2,
1769392390.471447,CREATED,f6bab7d1-e85c-400b-bdd0-fd3431c3d4c6,d1b39708-e04e-4392-8837-3d25392417d4,c2,c5,27,?,?,surb={'id': 'e1ab02a7-7a04-401c-b2b8-afe8b450b09a', 'route': ['p2', 'e9', 'i7', 'x7', 'p2', 'c2']}
1769392390.5378447,SENT,92804145-65c3-4bc2-b8d7-322e88c1088c,040d4f88-7839-4da2-9422-a221a110dddf,c2,c5,3399,?,p2,
1769392390.5379775,CREATED,583c9fbe-cab8-4199-9758-1b9b0ad6d9c2,efe11e11-b1b0-40c0-b828-ebca1e5080b5,c2,c5,27,?,?,surb={'id': '4ebab534-3686-491f-8c3f-22ef99006cbc', 'route': ['p2', 'e5', 'i10', 'x6', 'p2', 'c2']}
1769392390.9567525,SENT,26d10229-8cca-4144-a2a4-fe2fe32bb750,a9c87456-4554-40e8-aecc-4f30eb1dc772,c2,c5,3376,?,p2,
1769392390.9569232,CREATED,87f00656-4052-4045-9ab2-8868dd0df5f6,f32519d9-6995-4302-9f70-122ee5568703,c2,c5,27,?,?,surb={'id': '69935bc0-2b62-4ab2-88f6-488f3d7e0954', 'route': ['p2', 'e11', 'i7', 'x3', 'p2', 'c2']}
1769392391.271286,SENT,033de168-2f29-4023-aff3-d7cf72af55a0,425b6c1b-3706-4946-b65f-b134e55bb764,c2,c5,3376,?,p2,
1769392391.2714598,CREATED,e99d3314-ecc0-44bc-9e4f-b39a9933b6f8,8649beff-d5e9-4a55-8741-09202619f7bd,c2,c5,27,?,?,surb={'id': '1542d1d4-7f6d-4042-986e-93dfdb88a9fa', 'route': ['p2', 'e4', 'i9', 'x11', 'p2', 'c2']}
1769392391.6826162,SENT,3778938d-61ed-4d52-93bc-73f61fdffb9f,d0d380ef-53e8-4c81-8b72-9c2eb3b23732,c2,c5,3384,?,p2,
1769392391.6827617,CREATED,e08171c8-d0e1-47d0-a841-8ac001b9b648,333cab1f-a9ca-4f4a-9cc3-13f99deb38f4,c2,c5,26,?,?,surb={'id': '59852aae-f2ff-41ec-b0ab-b664d21ada9d', 'route': ['p2', 'e5', 'i3', 'x3', 'p2', 'c2']}
1769392391.7849064,SENT,6bdd29ae-a349-49ee-a054-6bae759cc83c,dff25a10-b938-4113-bc88-a517869e534c,c2,c5,3392,?,p2,
1769392391.7851293,CREATED,f05ffb62-2e73-4089-9396-9dfe6fad787f,d6ef3285-d061-4134-91e2-44837f926a0c,c2,c5,26,?,?,surb={'id': '701e36b4-904d-4ba2-af70-6251f3d0e695', 'route': ['p2', 'e7', 'i10', 'x10', 'p2', 'c2']}
1769392392.1698325,SENT,cc60fe79-91d9-4426-8563-9b2d8ac7c67d,1a8c19cf-15ce-444a-91f3-540dc39bd995,c2,c5,3391,?,p2,
1769392392.1699796,CREATED,3127e612-07ab-4c4d-8f01-d75a77c2f186,73fdb553-3c27-4329-8cee-f5e3baddc6ef,c2,c5,27,?,?,surb={'id': '974533bc-7b89-439e-8262-8503474b30aa', 'route': ['p2', 'e1', 'i12', 'x6', 'p2', 'c2']}
1769392392.2215447,RECEIVED,abcb8805-f68e-4bb0-8fab-1c71f8d098ce,5f1bcfff-1b3a-4368-b9b4-0d046f71d6c4,c4,c2,27,p2,?,surb={'id': '4141ea10-31af-4162-8c60-ac9d5abac85d', 'route': ['p2', 'e7', 'i6', 'x1', 'p1', 'c4']}
1769392392.2381892,RECEIVED,f7df53cc-c2c5-46a7-abba-a7b20dfd6f23,02319579-669f-44c4-a390-dcfb34bd5f0c,c4,c2,27,p2,?,surb={'id': '83b56ec7-ccc0-436b-8dac-3f5182a0da03', 'route': ['p2', 'e11', 'i1', 'x8', 'p1', 'c4']}
1769392392.3655274,RECEIVED,6af6872e-48c0-4b1c-9c20-cf3a8966f7f5,04a78820-8358-4c54-9c5f-f83064373dc0,c4,c2,27,p2,?,surb={'id': 'ef674721-4905-43b6-9c58-22dea482bd48', 'route': ['p2', 'e2', 'i11', 'x8', 'p1', 'c4']}
1769392392.5837893,SENT,817a6e21-eb12-41f3-90a6-b57ba6c9b2bd,3662be43-37b1-4703-8d90-f46c478c2168,c2,c5,3400,?,p2,
1769392392.5839767,CREATED,e38d7372-86a9-49b4-954a-593f0d819ee1,23e96eb0-f887-4f2d-a11f-10985f49fdb2,c2,c5,27,?,?,surb={'id': 'ba5ea8fd-c442-407d-8ac8-2644fcaa3104', 'route': ['p2', 'e8', 'i11', 'x6', 'p2', 'c2']}
1769392393.13245,RECEIVED,9291601d-0374-4362-8c83-905eed026578,fcf8a754-27f2-4cc4-92e4-7259c87c3b39,c4,c2,27,p2,?,surb={'id': '86ee1a0b-363e-402e-aeeb-97b9d39efbf4', 'route': ['p2', 'e8', 'i3', 'x12', 'p1', 'c4']}
1769392393.1676922,RECEIVED,a4a08864-d2b7-4cd8-9929-ccd8fbe5d7fd,c711f97a-377c-4ee5-a557-90b5227e86ab,c4,c2,27,p2,?,surb={'id': 'b0310ef4-a41b-444a-a68e-677c7f364bf0', 'route': ['p2', 'e12', 'i3', 'x6', 'p1', 'c4']}
1769392393.2303905,SENT,21ba344c-2697-4c09-979f-efbaa5d8b86d,3bd46199-6b0c-4e3a-baad-e95842201974,c2,c5,3391,?,p2,
1769392393.23054,CREATED,48abd155-0c76-408f-93eb-ad290e643579,10ef3089-fe40-4cc4-8ec3-6b41e124b69b,c2,c5,27,?,?,surb={'id': '0684a615-8744-4765-ad06-576d448bce2d', 'route': ['p2', 'e3', 'i12', 'x1', 'p2', 'c2']}
1769392393.6981547,SENT,eff537ba-793d-4ba0-a5b8-576311a73358,3441bade-e4b1-4615-99fa-543947202e7f,c2,c5,3388,?,p2,
1769392393.6983073,CREATED,4a2a5532-05f8-427e-961d-3f2ff9c3a152,10ef9ddb-209b-4c29-a182-a392e811f4d2,c2,c5,26,?,?,surb={'id': '16609633-bb2b-4e6f-8acc-db7014e77719', 'route': ['p2', 'e12', 'i7', 'x4', 'p2', 'c2']}
1769392393.955497,RECEIVED,eb0bf413-0db3-443e-9d5a-b62f9e782c08,9c0e9139-0bde-4ba5-98f4-81da6b52f754,c4,c2,27,p2,?,surb={'id': '3ca34f46-a66b-46e0-824d-dc856cb72ea0', 'route': ['p2', 'e6', 'i1', 'x3', 'p1', 'c4']}
1769392394.245698,SENT,93cfe4a1-8044-4a5d-91da-906ad651264e,e24ea345-cf32-4fe2-b0a8-5cb5e03c7bb6,c2,c5,3372,?,p2,
1769392394.2458463,CREATED,2d3b6010-b5df-492a-9b74-3629faa8dbae,00c6ea96-be79-40f5-a728-eaa1f06c072f,c2,c5,27,?,?,surb={'id': '53ae3a9d-f9b3-43ca-bae6-1aee5d367296', 'route': ['p2', 'e6', 'i2', 'x11', 'p2', 'c2']}
1769392394.3836708,SENT,a3b31b40-8a30-418c-824c-90e680815c69,98f5393c-b378-47c5-adc1-73e27eb1a3fa,c2,c5,3383,?,p2,
1769392394.3838212,CREATED,6b6c64e3-7bbd-4869-81f2-1ca965b4e69e,1bd539a4-eeeb-433d-b7c2-6612aa440f6a,c2,c5,27,?,?,surb={'id': '2dd0472b-9bd4-482d-ba66-c6b8d4345bcf', 'route': ['p2', 'e11', 'i5', 'x3', 'p2', 'c2']}
1769392394.4552512,SENT,f05b20e5-c942-454e-9b22-9719f63b2ac4,7fc81116-7c60-4132-afa9-caa87ab22d81,c2,c5,3377,?,p2,
1769392394.4553976,CREATED,14ccf124-390f-49df-97ca-2122a6696230,4a82befb-5456-454a-8fb2-5b6a24500c11,c2,c5,27,?,?,surb={'id': '7e5c39d7-bc76-4c4f-887c-4078a331082c', 'route': ['p2', 'e2', 'i4', 'x2', 'p2', 'c2']}
1769392394.5497723,RECEIVED,24a0713b-8b65-4446-adcc-242c947f2137,a0c49f12-3cea-43fe-9f8b-df6d462b2a3a,c4,c2,27,p2,?,surb={'id': 'e26b369e-210e-4017-9c11-af157ac6dad4', 'route': ['p2', 'e9', 'i10', 'x9', 'p1', 'c4']}
1769392394.648334,RECEIVED,31d82c68-2bf3-4049-a329-1e17991e2298,4715e147-a360-4135-b39b-16afd8d0f722,c4,c2,27,p2,?,surb={'id': '33a3237c-f172-48f4-a726-a51c02f2c76b', 'route': ['p2', 'e7', 'i8', 'x5', 'p1', 'c4']}
1769392394.6528027,RECEIVED,860cab1e-f4dc-414f-862f-46db2d2a9e84,400dc20a-e82e-4074-9958-ab3ffbb9e25e,c4,c2,27,p2,?,surb={'id': '2bdd3877-6b38-4916-8ecf-8c5b6a9e80df', 'route': ['p2', 'e8', 'i2', 'x5', 'p1', 'c4']}
1769392394.7534797,SENT,54d58399-f941-4645-8363-3476d1b853f4,e0b1b421-c773-40c5-8d84-5cd7630b9128,c2,c5,3379,?,p2,
1769392394.7536123,CREATED,fab2bbf4-cd8e-4140-a9ef-a743518ec2bc,c0a88326-3a51-4bea-a875-de7aafe0cdea,c2,c5,27,?,?,surb={'id': '73112da7-f3fc-47d3-8622-4ad0e1d31ec7', 'route': ['p2', 'e9', 'i1', 'x2', 'p2', 'c2']}
1769392394.8381941,SENT,de1e0e55-14c8-4635-957b-c15144ee5d40,85eb7b48-b6d1-490e-bf60-999b19621816,c2,c5,3384,?,p2,
1769392394.8383155,CREATED,3d39e745-ce8d-45ae-bdad-7b49dd54591f,b538d53f-a80e-4e05-b92d-8fb994ff02ee,c2,c5,27,?,?,surb={'id': '0955b37b-3cd4-456b-858e-02d2fa27487d', 'route': ['p2', 'e9', 'i1', 'x7', 'p2', 'c2']}
1769392395.0117428,SENT,39650bc6-b003-441f-bd9c-db4a296d7ea3,76633ab7-5d28-4397-8ae3-240bc079386b,c2,c5,3396,?,p2,
1769392395.0118768,CREATED,d738b3c9-94e4-485b-bfda-7efa0b3e4a68,6e4b288e-fc8f-46d4-9a80-2ea6c8e558f3,c2,c5,27,?,?,surb={'id': '69a0dc5b-76b1-4952-9250-f79e5f9d32b8', 'route': ['p2', 'e3', 'i12', 'x2', 'p2', 'c2']}
1769392395.3200848,RECEIVED,6c4edb70-278e-4201-bc45-124ba59fd39d,96a38f38-22e2-43b4-aed1-3577665d8854,c4,c2,27,p2,?,surb={'id': '3def3ba9-961d-4b53-9190-6c0936f974ef', 'route': ['p2', 'e2', 'i12', 'x8', 'p1', 'c4']}
1769392395.3381298,RECEIVED,27c2731c-ef32-40a0-9937-be71403e6d07,fceb4120-7e29-44cc-949c-2d313dbf6278,c4,c2,27,p2,?,surb={'id': '96aa6b47-7016-4584-ad1d-2f21b74c5bf6', 'route': ['p2', 'e5', 'i10', 'x4', 'p1', 'c4']}
1769392395.3585258,RECEIVED,348b5d87-8c0b-4e6f-9217-fb216a2c2e6a,2e31396b-b4c8-4133-b8af-519c10fcab0c,c4,c2,26,p2,?,surb={'id': 'e4a95569-5cf2-457e-bd19-03ef468ed0fe', 'route': ['p2', 'e6', 'i2', 'x5', 'p1', 'c4']}
1769392395.6741047,SENT,59b42555-733c-486c-b1f9-5f7d3879aa7f,49cce07c-62fd-4485-872d-b01d1b1e9010,c2,c5,3388,?,p2,
1769392395.674256,CREATED,00e40f76-5942-470b-af41-02bf4aa41f9d,7051648e-7367-4cad-9bc9-daa615f9838a,c2,c5,27,?,?,surb={'id': '7c0fbaef-cfba-4000-a1cd-e9e5a9547850', 'route': ['p2', 'e3', 'i10', 'x5', 'p2', 'c2']}
1769392396.055457,SENT,d3fcf787-4b4b-44c8-a546-3e636c42a338,61612dc8-d6f3-49f7-9200-976d1798cf0d,c2,c5,3376,?,p2,
1769392396.055622,CREATED,9db26de2-b50b-4368-9d21-26d2399c7edc,9c55ef18-c61e-4920-b130-6d9d8eb23ec0,c2,c5,27,?,?,surb={'id': '39f0e966-e98d-4e0c-a501-f04456af1435', 'route': ['p2', 'e6', 'i9', 'x6', 'p2', 'c2']}
1769392396.114979,RECEIVED,b233112b-72d9-49b9-b782-753c53a98553,f9dc1a2b-7ab7-44ba-a8d7-35fa3a54b52e,c4,c2,27,p2,?,surb={'id': '746246e9-06fd-4248-99c1-b9849e3888f8', 'route': ['p2', 'e9', 'i8', 'x3', 'p1', 'c4']}
1769392396.4764237,RECEIVED,f611f1d9-bf75-4fa7-873e-1e6a2a218f3e,5c926b50-8fe3-4682-8b09-ff8b742c267b,c4,c2,27,p2,?,surb={'id': '420495ac-af9b-4e4a-a290-e1efe473a9f1', 'route': ['p2', 'e11', 'i10', 'x9', 'p1', 'c4']}
1769392396.5946994,RECEIVED,2b975051-5c59-4b51-91fe-8d17adc3f40b,feecefd7-48e0-4547-bc67-28d905e2c271,c4,c2,27,p2,?,surb={'id': 'e19b04d1-bd63-4dcd-b29a-246ecfd256ce', 'route': ['p2', 'e12', 'i7', 'x5', 'p1', 'c4']}
1769392396.7852905,RECEIVED,e84b0837-6232-43cd-9759-824d5f303029,a70a4f72-dbf9-4b33-b9a6-175778df01e3,c4,c2,27,p2,?,surb={'id': 'be474a17-ba51-4333-bb31-dd25e401a252', 'route': ['p2', 'e2', 'i7', 'x5', 'p1', 'c4']}
1769392396.9165568,SENT,fc798a79-2b75-423f-ba0e-46f84d23377f,75a333af-d9e5-420a-97c3-c309b24b69e1,c2,c5,3383,?,p2,
1769392396.916633,CREATED,58e9b866-1e30-46de-981d-1f4eea005823,4a9a256d-1845-4c3b-a0eb-741a710e8f95,c2,c5,27,?,?,surb={'id': '19169887-5856-4e9d-98eb-ea94ed7c108a', 'route': ['p2', 'e11', 'i1', 'x9', 'p2', 'c2']}
1769392397.1600986,RECEIVED,23dc63c8-306c-42bd-bc32-b5ec80a1a909,044535b6-53eb-4b07-a932-93d7c4f7cce5,c4,c2,27,p2,?,surb={'id': '6960f402-f657-4f4b-a47b-971a089a1feb', 'route': ['p2', 'e2', 'i10', 'x11', 'p1', 'c4']}
1769392397.4159815,SENT,de1320b0-a599-4efa-9536-7b12881d5cce,fca9dd73-c57b-40a5-9f36-d467ab5c83bd,c2,c5,3359,?,p2,
1769392397.4161422,CREATED,f99f1300-2576-4fde-9fb1-6c66e0cb342c,9218d4ad-930c-439c-89db-1e0351d28d5f,c2,c5,26,?,?,surb={'id': '033f233a-59ed-4475-b473-ec2e50a84ffe', 'route': ['p2', 'e2', 'i4', 'x3', 'p2', 'c2']}
1769392397.5497017,SENT,101466cb-69b4-4be8-a107-580d75445d51,3547f059-7f96-4364-a14d-29e750c1ffde,c2,c5,3401,?,p2,
1769392397.5499074,CREATED,e394bb22-2776-4085-bbf2-f42231f713ac,02049bc7-1afa-4ded-b122-80bde2dfdd9e,c2,c5,27,?,?,surb={'id': '54a02d21-5007-4435-9525-c1d63f1f6f69', 'route': ['p2', 'e11', 'i9', 'x7', 'p2', 'c2']}
1769392397.8234463,RECEIVED,7f9ba1e1-237c-4720-9201-c0b35cd87342,ba1dd682-ae51-4a63-9b98-8fbabc032e55,c4,c2,27,p2,?,surb={'id': 'b95535df-bf71-4858-8361-9745cfababe1', 'route': ['p2', 'e10', 'i2', 'x5', 'p1', 'c4']}
1769392398.1923957,RECEIVED,6cbae43c-9bda-4508-9bc9-342f5a84ca7b,60863ed6-c6e7-44c1-8c8e-3f6fe286fa87,c4,c2,27,p2,?,surb={'id': 'ebfb58cb-40bf-4c4e-b749-45c96213a331', 'route': ['p2', 'e5', 'i5', 'x8', 'p1', 'c4']}
1769392398.379477,SENT,8adbb3d7-1d92-471f-8ebc-3faff332f2a9,c151e833-3202-4b71-b894-c9a9ca0eb080,c2,c5,3388,?,p2,
1769392398.3795984,CREATED,d4332960-c9cc-49fb-bcfb-e59611b59d25,7d8925cb-57ea-4264-ab67-a03d49d9d3a7,c2,c5,27,?,?,surb={'id': '808d0e03-eafb-4b1e-8205-8fbefefec015', 'route': ['p2', 'e2', 'i11', 'x9', 'p2', 'c2']}
1769392398.4093175,RECEIVED,ba7ed1db-3a1a-402e-8756-b576e037ec58,521ed239-1c1d-4418-875d-b0737dade336,c4,c2,27,p2,?,surb={'id': 'ae4e63dc-340b-4185-ae0c-afc223b2bbc2', 'route': ['p2', 'e7', 'i4', 'x9', 'p1', 'c4']}
1769392398.4147353,SENT,51dd0a1c-cc10-4b99-a660-cbda4caf5ea2,c29c18ea-13cf-40c6-966d-0a02c314cfa0,c2,c5,3388,?,p2,
1769392398.4148843,CREATED,75dcd914-252e-4340-a1af-04133d2ad85c,44dd4afb-9c11-4730-a5b7-340c146a0cf1,c2,c5,26,?,?,surb={'id': '1fd57678-6708-49d0-8caa-ace927f62f8a', 'route': ['p2', 'e2', 'i3', 'x11', 'p2', 'c2']}
1769392398.532305,SENT,23ffb7bc-ac0a-4528-807b-8741304ec649,a20efd42-fc1c-429c-9f91-c6c31efb5fb9,c2,c5,3376,?,p2,
1769392398.532453,CREATED,f787b933-94ae-41b4-b542-9d0723eadf48,79108efb-1272-43d2-88b5-3cc1c9aede21,c2,c5,26,?,?,surb={'id': '1433dd62-4492-4488-829d-9399d3da4e65', 'route': ['p2', 'e6', 'i4', 'x9', 'p2', 'c2']}
1769392399.0435476,RECEIVED,ca70a640-640b-4e96-bdb8-e96c8c5e757d,268e1b49-ee40-47c4-8e6f-615b730d8f59,c4,c2,27,p2,?,surb={'id': 'd497f755-8cfb-4f37-ba0c-81367ce35433', 'route': ['p2', 'e9', 'i12', 'x7', 'p1', 'c4']}
1769392399.2744799,SENT,14105ab3-7dd1-486b-982e-45f3d8f9726f,85080eac-5161-4318-bb1e-bc42ebec2998,c2,c5,3367,?,p2,
1769392399.274635,CREATED,aa129a15-ee69-473f-b703-65675b8ad15c,6e84580b-344b-420d-8de2-dfbdcddcef42,c2,c5,27,?,?,surb={'id': '81f30519-ea90-41ac-ae6e-a6c36f079a94', 'route': ['p2', 'e9', 'i4', 'x2', 'p2', 'c2']}
1769392399.416717,SENT,f1b420e8-dc04-41ac-aaf3-0a2d91c736f4,be3f6fcf-6ed3-44cf-8850-832968429700,c2,c5,3396,?,p2,
1769392399.416793,CREATED,1aa04657-e1d6-4454-8ab4-76465c6511f5,750adf12-8177-4174-a64b-e2977f3c766a,c2,c5,27,?,?,surb={'id': 'b7a040dc-1642-4a0e-9df4-5a71eaa200fa', 'route': ['p2', 'e9', 'i5', 'x8', 'p2', 'c2']}
1769392399.5953212,RECEIVED,dccb2311-03c5-4782-a35d-cf9a75894a32,9043935d-98e7-4edc-a421-414d672b2648,c4,c2,26,p2,?,surb={'id': 'cf96f9d7-15fa-40ed-92dd-d1369963ca48', 'route': ['p2', 'e12', 'i4', 'x4', 'p1', 'c4']}
1769392399.6308672,SENT,a9a51483-d3e6-4cb0-a04d-c29255a0d650,4c8b9403-2b7c-4ca0-9d67-e22820668769,c2,c5,3388,?,p2,
1769392399.6310403,CREATED,98cc6aa1-2897-4ec8-81e9-b9723867fa9b,a2986b41-3795-438c-a499-9ffe958cb46f,c2,c5,27,?,?,surb={'id': 'e694ff17-b6c5-439b-8515-34154fe3e3e2', 'route': ['p2', 'e9', 'i3', 'x3', 'p2', 'c2']}
1769392399.9096777,SENT,4bdbfe78-a147-47a8-9944-fcbcdb85b251,a06e6098-0bc1-4ace-9761-36d282c5a400,c2,c5,3391,?,p2,
1769392399.90982,CREATED,77f1f135-110f-420a-ae27-4ce6fc394ece,449abb08-a0df-49ae-8533-302152545b78,c2,c5,27,?,?,surb={'id': '902f0bac-a831-45cc-b884-237f43c849b0', 'route': ['p2', 'e11', 'i8', 'x6', 'p2', 'c2']}
1769392400.4613674,SENT,38d2a037-3e41-49d8-8377-735ec2ae0348,1f09d016-8843-4bb2-95f4-3c6577f1a72d,c2,c5,3360,?,p2,
1769392400.4614425,CREATED,8764e7d4-7048-4b16-999c-dc668c887f5c,1b6db515-6cee-464b-ae55-84f0afc97783,c2,c5,26,?,?,surb={'id': 'aa318035-80c7-4c2f-b81f-f953a252c884', 'route': ['p2', 'e8', 'i7', 'x11', 'p2', 'c2']}
1769392400.5536728,RECEIVED,fbd89503-b6b8-4df7-aa6d-c1d8adcd3bdc,23ee4a55-3148-4a57-a90e-64305f438ffe,c4,c2,26,p2,?,surb={'id': '80c1a4ab-7abb-4e9b-b0f7-79db3b63fd58', 'route': ['p2', 'e2', 'i9', 'x12', 'p1', 'c4']}
1769392400.666591,RECEIVED,cbb01934-a022-4933-9fcd-b382e5dc93c6,2ebd4b6f-995d-4558-b5a4-5573c02f222a,c4,c2,27,p2,?,surb={'id': '35f08c0c-2f59-43eb-8d42-2e193bc8f611', 'route': ['p2', 'e12', 'i7', 'x4', 'p1', 'c4']}
1769392400.777345,SENT,e98d7543-bed7-403a-8e08-95c4a64975af,e90af7c4-896e-4bb7-be63-69e7cc86da80,c2,c5,3380,?,p2,
1769392400.7774222,CREATED,1a54925b-9157-4566-85f4-7f5a9046af3c,520fa5a6-a3f4-432e-adf1-337f1bef1915,c2,c5,27,?,?,surb={'id': 'bd4aca30-1563-4efb-a47a-c3ff4bd16196', 'route': ['p2', 'e8', 'i9', 'x10', 'p2', 'c2']}
