timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769391964.743348,RECEIVED,19bb1bf6-cba6-44c1-bd6c-13138e81c429,4ed9cbdc-e807-426c-aecf-3576acca351f,c2,c5,26,p2,?,surb={'id': '3aefa53d-1883-43f2-b1fe-268261c71742', 'route': ['p2', 'e4', 'i7', 'x11', 'p2', 'c2']}
1769391964.9473283,RECEIVED,c6b146c7-bcb4-4de8-9bd8-86061cd80edb,96e0bb4a-c771-419e-ae22-f33d2ecea3d4,c2,c5,27,p2,?,surb={'id': '8249c341-b1f9-40a0-af68-98aca5a31fc7', 'route': ['p2', 'e10', 'i2', 'x4', 'p2', 'c2']}
1769391965.1546133,RECEIVED,a2a512dc-268e-4a85-a922-2cce64b7f4ca,44422ddd-9961-4901-b41f-d41a83835e32,c2,c5,27,p2,?,surb={'id': '4b241d48-755b-41c4-b941-753e34857557', 'route': ['p2', 'e1', 'i3', 'x11', 'p2', 'c2']}
1769391965.208358,RECEIVED,a0f7db99-0940-4f20-bf1a-8d38b3578ca9,e80711e4-e117-41d9-bd8a-f2937ca029f4,c2,c5,27,p2,?,surb={'id': 'bab83591-ea54-4d97-8a56-d9852f8712ed', 'route': ['p2', 'e5', 'i5', 'x11', 'p2', 'c2']}
1769391965.2854888,RECEIVED,4a1cf155-7424-4a57-9ccf-89184e2edf6f,94ee8b22-de17-4722-ae50-8067ffd60755,c2,c5,27,p2,?,surb={'id': 'a4a3b75f-26d8-4196-98f2-63b5602434cd', 'route': ['p2', 'e6', 'i2', 'x4', 'p2', 'c2']}
1769391965.348639,SENT,9b89f5c3-0afb-489d-bfff-d966808f9e8a,c689bcbe-cd33-4b15-bc92-5b5c2fc008e2,c5,c4,3387,?,p2,
1769391965.3488038,CREATED,b3df449b-7314-4269-ac01-e8c8ea0c20bf,f492c7c6-7908-4a77-b348-90d92b83e89c,c5,c4,27,?,?,surb={'id': '1ee9875a-362f-4d6e-a04c-acf86546eaa2', 'route': ['p1', 'e3', 'i10', 'x10', 'p2', 'c5']}
1769391965.3944106,RECEIVED,5ec87ce1-14b9-4a40-bbbf-7f2489ad3fa8,b2eaa044-bd22-47f1-9aa5-81b951eecbc6,c1,c5,26,p2,?,surb={'id': '3673d501-3455-4fea-91b8-ff6027136fce', 'route': ['p2', 'e11', 'i11', 'x4', 'p1', 'c1']}
1769391965.8805907,RECEIVED,a5ede3bc-8702-4683-b775-eb1dd029d692,35ea87a0-e417-485f-abbd-89ec6aa46d17,c2,c5,27,p2,?,surb={'id': '6dabeee5-8b6e-4de7-b00e-394dd82bbfb3', 'route': ['p2', 'e3', 'i9', 'x9', 'p2', 'c2']}
1769391966.0432189,SENT,89edbcdd-8b84-4e5e-b180-82248e5f7281,346cfff4-be4a-404a-8685-fc50ce469fb1,c5,c4,3403,?,p2,
1769391966.0433702,CREATED,e0c6f5c0-5804-43f2-a956-8e28147e7b30,2b725386-9925-4fe2-a792-74960cdd8f5b,c5,c4,27,?,?,surb={'id': '8c761173-5a12-4611-8968-b59c5f7b3a4d', 'route': ['p1', 'e4', 'i9', 'x11', 'p2', 'c5']}
1769391966.410318,RECEIVED,1edfea80-ee86-4a55-bcb2-c6a99ec171c2,a493df73-52b1-4acf-963d-401d15a302d3,c1,c5,27,p2,?,surb={'id': '60314919-a240-42f3-ab10-4034521a455a', 'route': ['p2', 'e5', 'i5', 'x5', 'p1', 'c1']}
1769391966.5745206,SENT,73184905-649e-4830-a961-ceb52b95eba0,41d60eb5-0839-4092-9a1e-0e20dffcf31c,c5,c4,3389,?,p2,
1769391966.5746694,CREATED,805a787a-6056-4206-89c8-f66d1573ad88,f5ce40d4-1db9-4aab-a001-2ea802097dee,c5,c4,26,?,?,surb={'id': 'f7efe025-92e0-4598-b0bb-69ece899dfe1', 'route': ['p1', 'e12', 'i3', 'x11', 'p2', 'c5']}
1769391966.6476452,SENT,ade3bfa6-05c4-418d-8d12-3f421d55eeb0,f1825566-600a-4f50-8642-e63e8939b3be,c5,c4,3368,?,p2,
1769391966.6477885,CREATED,91f2fd01-4e89-4f76-8705-814aa813d99a,ddb32a20-da14-42f5-b4d7-01497ea011fb,c5,c4,26,?,?,surb={'id': '77185bf6-b5a3-4dc3-b3d2-d4ad9d8e379e', 'route': ['p1', 'e8', 'i8', 'x9', 'p2', 'c5']}
1769391966.671267,RECEIVED,7472a12f-0568-45cb-95e9-f5b60a79ee92,4f5f7596-ffc0-4448-a183-1731555056b0,c2,c5,27,p2,?,surb={'id': 'efe44b7d-0e39-4f39-be8a-1502090f09fa', 'route': ['p2', 'e11', 'i4', 'x9', 'p2', 'c2']}
1769391966.7404945,RECEIVED,b7546ccd-85a3-420c-9155-1fa32949c638,d48ea769-5102-406c-8f7c-432981a70151,c1,c5,26,p2,?,surb={'id': 'd0064883-795d-472e-9bed-addf13526eb7', 'route': ['p2', 'e6', 'i1', 'x3', 'p1', 'c1']}
1769391966.7672296,SENT,7009c2b3-69d2-43f9-be60-d6f8b531559a,614d26bb-000f-4eb0-80f4-8d6a46891d97,c5,c4,3358,?,p2,
1769391966.76738,CREATED,518e34ad-d016-4379-9020-9a6521d147ad,f12463ba-62e1-4064-97e1-39c61d375d53,c5,c4,27,?,?,surb={'id': '1b9d7abc-0065-4803-8d0c-770917a738e9', 'route': ['p1', 'e7', 'i4', 'x9', 'p2', 'c5']}
1769391966.7923486,RECEIVED,61fd4b75-0f0d-4ece-9095-8fe3721f570e,41ba4aab-33b9-4d23-8572-f5fd5d7fcdd0,c2,c5,27,p2,?,surb={'id': '5f63d75d-8563-4596-872c-63b26400aafe', 'route': ['p2', 'e6', 'i9', 'x3', 'p2', 'c2']}
1769391966.9165006,RECEIVED,52d445c4-d9b3-4040-b43f-8fa16c890f83,87c6124e-9a0d-4aa6-9615-970c23f1a82c,c1,c5,27,p2,?,surb={'id': 'cbcb5540-954c-4b21-bd2a-11b0edb5a1d3', 'route': ['p2', 'e2', 'i7', 'x12', 'p1', 'c1']}
1769391967.0354996,RECEIVED,3f3a4df4-6bcb-4a3a-b324-9ae3a01da806,fb90b9ed-7fce-41ee-80dd-b36981ab4d3b,c2,c5,27,p2,?,surb={'id': 'a641e3c9-cf7b-47e9-9f60-d9cd32c701e5', 'route': ['p2', 'e6', 'i3', 'x3', 'p2', 'c2']}
1769391967.1394866,RECEIVED,e008f351-42e2-4fc3-bb8a-64aa6592b1d9,1d01438a-5157-4b83-9b69-b7268b8c8a3b,c2,c5,27,p2,?,surb={'id': '3b853fed-a324-4e2a-ab2e-a7f4cc5a950e', 'route': ['p2', 'e4', 'i1', 'x7', 'p2', 'c2']}
1769391967.1663966,RECEIVED,2da2f8bb-842c-427d-a2ba-bc61ae97fce9,a2ceb25b-0cad-4568-83ab-291fe5a1d961,c2,c5,27,p2,?,surb={'id': 'de6e0962-8837-4d6d-8d70-2b94b272fd9e', 'route': ['p2', 'e11', 'i4', 'x7', 'p2', 'c2']}
1769391967.3027103,SENT,00614aea-ebff-49f1-b489-5c3566f7a582,1fceb031-6473-45de-9a00-6aff7e96f991,c5,c4,3384,?,p2,
1769391967.3028266,CREATED,8557d8c9-7db7-4e48-b2de-05e468688b1d,a33ebde6-dc84-4f3a-999f-824a8b1de617,c5,c4,27,?,?,surb={'id': '7b5a1b30-4663-4837-8ced-8d62c34fa009', 'route': ['p1', 'e9', 'i2', 'x6', 'p2', 'c5']}
1769391967.6542342,RECEIVED,0b86479a-4561-4f10-bf95-dc38e2821d5e,a26c286a-4ece-4bdb-b14d-159edc43721d,c1,c5,27,p2,?,surb={'id': 'd6b6f508-67b2-4a69-9c28-150a8e8422bc', 'route': ['p2', 'e12', 'i4', 'x9', 'p1', 'c1']}
1769391967.6592064,SENT,d7dbc6c4-f0b6-4138-aa39-466c5f73de8e,23eef8ae-e678-4005-bd79-575b9a0cff45,c5,c4,3371,?,p2,
1769391967.6593552,CREATED,e7a21984-221d-465d-b1fd-b509d727f357,7a719558-d27b-4c90-b1bc-4a2a6444ffdd,c5,c4,27,?,?,surb={'id': '81096fb9-8f46-401f-aec2-79622bd473ca', 'route': ['p1', 'e4', 'i4', 'x2', 'p2', 'c5']}
1769391967.7363703,SENT,711ed87c-5413-4ba0-aa09-3ce86783aab8,ba35bda8-1c40-4423-b8a0-9d136a8b52d9,c5,c4,3379,?,p2,
1769391967.7364695,CREATED,cefa1eac-a855-4d28-bf77-fd0a235a08d1,4ed81912-6234-4658-89ae-a1ef732397b1,c5,c4,27,?,?,surb={'id': 'f64f6782-ee55-4957-855c-671b8a296191', 'route': ['p1', 'e8', 'i3', 'x2', 'p2', 'c5']}
1769391967.9102523,RECEIVED,3da3bf51-5d5d-477f-94d2-1e5994b72c9b,2c9dc840-51cb-42d3-a714-b0b4ac6edf15,c2,c5,27,p2,?,surb={'id': 'f65d22b3-4372-4ab4-ba74-3d35df7ef5cc', 'route': ['p2', 'e2', 'i9', 'x6', 'p2', 'c2']}
1769391967.9538326,RECEIVED,6aa0d35e-6c7a-4001-89f5-6af45360c067,472a07c7-19f5-4a53-a5c7-313a33e1c0c4,c1,c5,27,p2,?,surb={'id': 'de2f961a-9f36-4b1a-b1dc-a1070252a7ed', 'route': ['p2', 'e6', 'i2', 'x3', 'p1', 'c1']}
1769391968.0313458,RECEIVED,0ef1ab38-05b7-462f-8170-9f886b12af2a,1870ca81-4f80-4d59-b966-f0cde1359918,c1,c5,27,p2,?,surb={'id': '4cd00f15-7da8-467c-a053-c8c4db62065d', 'route': ['p2', 'e10', 'i8', 'x9', 'p1', 'c1']}
1769391968.2224631,RECEIVED,90bf3e97-63bb-438d-916c-a6d37fbd3f57,970ddc08-ffa9-42e9-86fc-45d2acdd9045,c2,c5,27,p2,?,surb={'id': 'd4a230c6-7c2c-46d7-b45a-452d510703f7', 'route': ['p2', 'e10', 'i10', 'x9', 'p2', 'c2']}
1769391968.2594585,RECEIVED,0e8091a9-ba34-498b-bb51-37853f271466,796203d0-b806-4521-8edf-292dad77478f,c1,c5,27,p2,?,surb={'id': 'bb437d83-31f8-43aa-9482-7826bf93975b', 'route': ['p2', 'e8', 'i8', 'x4', 'p1', 'c1']}
1769391968.3214235,RECEIVED,757a02d7-5af8-405c-874d-e0241812cfbd,d58fadce-722b-4d5d-93e6-5e02bae5135f,c2,c5,26,p2,?,surb={'id': 'f556320f-c561-4b8f-921e-6c10d9925616', 'route': ['p2', 'e5', 'i1', 'x4', 'p2', 'c2']}
1769391968.3424866,RECEIVED,a4f9ec83-6445-44e9-a1bf-f5f912a620a6,55fadc36-a6cc-465f-9fcb-520b3709599c,c1,c5,27,p2,?,surb={'id': 'e7e2bd13-8e30-4fe2-9c74-e9f7011df5a8', 'route': ['p2', 'e1', 'i9', 'x8', 'p1', 'c1']}
1769391968.4198766,RECEIVED,1e7b3424-01ee-475c-a021-4d065669b0e2,346f5728-5f6e-47fb-982e-7106ebe10416,c1,c5,27,p2,?,surb={'id': 'd764d283-1c0d-4de8-88de-9301fa7354c2', 'route': ['p2', 'e1', 'i5', 'x1', 'p1', 'c1']}
1769391968.5100448,RECEIVED,460cd73f-7f99-4c19-9085-f285e0c7b18a,d917ce9e-d377-4d91-a834-803705063f47,c2,c5,26,p2,?,surb={'id': 'd38f75f2-f9ea-434f-9208-ff560a5a0c5a', 'route': ['p2', 'e10', 'i4', 'x2', 'p2', 'c2']}
1769391968.5930622,RECEIVED,e03f1b39-36e6-4e84-8ce5-960e85cb5aea,8fc929a6-418f-4634-a25d-0758bab5e74b,c2,c5,27,p2,?,surb={'id': '1bdf25ca-d5e1-4c85-9bf2-02b031abb39c', 'route': ['p2', 'e6', 'i12', 'x12', 'p2', 'c2']}
1769391968.604165,RECEIVED,cd5472f7-6523-4b86-ab7b-2a884101f928,52145fac-89ba-4fed-9145-080ed1a8644a,c1,c5,26,p2,?,surb={'id': '4ce8d60d-e54f-40e1-9c5d-f07b3bbcadd6', 'route': ['p2', 'e10', 'i5', 'x10', 'p1', 'c1']}
1769391968.7426012,RECEIVED,e550badf-4b96-4028-9c19-190301c3df11,b55bd4df-1ec2-4e82-b771-0bfada1ae78a,c1,c5,27,p2,?,surb={'id': 'cb2e9b1c-590a-4763-b422-d74b2e37f2fe', 'route': ['p2', 'e8', 'i7', 'x9', 'p1', 'c1']}
1769391968.9434128,RECEIVED,3e30a391-e01f-4ed6-b9fe-045f2f047ba4,abc0069b-4db0-4646-8e9c-1fa38e8ba08b,c2,c5,27,p2,?,surb={'id': '3b8bc14c-ad8f-4e01-9121-33da400f2399', 'route': ['p2', 'e2', 'i3', 'x2', 'p2', 'c2']}
1769391968.9481645,RECEIVED,d11d2558-2211-4934-ae1d-a338e33fde24,2ec52391-6d87-472f-89d8-cf7fd618e99a,c2,c5,26,p2,?,surb={'id': 'b960dffc-b498-4d74-9e45-c51902599d6a', 'route': ['p2', 'e12', 'i3', 'x1', 'p2', 'c2']}
1769391969.131606,RECEIVED,2099fc4f-be47-41e2-9a87-db0243264c81,ef81854b-4521-4710-be97-2e6d3a8415ce,c2,c5,27,p2,?,surb={'id': '05830fab-f032-429f-bc7c-b6834751d0c9', 'route': ['p2', 'e3', 'i1', 'x3', 'p2', 'c2']}
1769391969.1677492,SENT,40a7c49e-38f5-4c12-8a63-df4150535c9e,f2e8efbe-de9d-455e-b445-7c0c8db11b24,c5,c4,3380,?,p2,
1769391969.1678965,CREATED,e8d83103-21be-40a6-ab89-03723fb585fb,89126ec7-07bb-4ae9-a2fa-feb34a8d547c,c5,c4,27,?,?,surb={'id': 'b5926350-b2a6-405a-9ac1-d082fc178b0b', 'route': ['p1', 'e3', 'i11', 'x4', 'p2', 'c5']}
1769391969.1811123,RECEIVED,7176e6a6-e192-481e-8273-bdf1ca223c53,4183f8cc-8c31-4f5c-9a29-252246d8d8a2,c2,c5,27,p2,?,surb={'id': '6be63089-4e12-4b5e-b728-04a8934ae071', 'route': ['p2', 'e8', 'i2', 'x11', 'p2', 'c2']}
1769391969.3069236,RECEIVED,b292832b-7a97-4265-b89d-0b25bbd45818,e01e29b0-d671-4218-9332-0fb9ba440c50,c1,c5,27,p2,?,surb={'id': '194f37a5-a172-4aef-8ebc-741e962121d1', 'route': ['p2', 'e10', 'i10', 'x12', 'p1', 'c1']}
1769391969.4750016,RECEIVED,fe19f608-45e3-4a7c-9ffa-a4e030737c4b,1b8c0897-de31-4974-941b-f33d5b46faaa,c1,c5,26,p2,?,surb={'id': '762027a4-1c5c-4b18-a6fc-91bf5d5a1e08', 'route': ['p2', 'e5', 'i2', 'x2', 'p1', 'c1']}
1769391969.6657047,RECEIVED,dc4b2388-8b42-4da5-bce2-82472b7c19aa,f9184ebf-7015-41a4-8b14-877537547141,c1,c5,26,p2,?,surb={'id': '77df91d9-e442-4659-8e15-05399a02ce3c', 'route': ['p2', 'e12', 'i9', 'x2', 'p1', 'c1']}
1769391969.8150315,SENT,df1f3978-caec-432d-a52f-ebb1e9ea32e7,57f496c1-c783-457e-9fff-676737767688,c5,c4,3380,?,p2,
1769391969.8152177,CREATED,5b0434be-7d91-44be-8052-36e110a9ada7,482c47f7-231e-4a5e-9d32-17a0d3abffc2,c5,c4,27,?,?,surb={'id': '942855dc-5d77-49c3-bdbf-23ef4c0bcd12', 'route': ['p1', 'e10', 'i11', 'x11', 'p2', 'c5']}
1769391969.8972003,RECEIVED,8e016140-cc26-4841-b773-47b19d04863e,88694204-23dd-4ee0-bab0-5da5876bb32c,c1,c5,27,p2,?,surb={'id': '0eaa063c-7e86-4267-9b47-ee4d053a32be', 'route': ['p2', 'e6', 'i12', 'x1', 'p1', 'c1']}
1769391970.1241512,RECEIVED,9f0d621d-3044-4009-b220-6f86ed5fa794,8f7c6236-aa88-44fd-a81f-cfec3d41280d,c1,c5,27,p2,?,surb={'id': '1ae857c0-10db-4f07-9392-7850a17b2206', 'route': ['p2', 'e2', 'i9', 'x10', 'p1', 'c1']}
1769391970.1594837,RECEIVED,c47f3059-acae-4958-afda-dce0509b4b5e,be8c221e-c33f-44f0-8e39-37db9f2be6c3,c2,c5,27,p2,?,surb={'id': '779d074b-df12-4451-83ed-791af167bf45', 'route': ['p2', 'e3', 'i4', 'x7', 'p2', 'c2']}
1769391970.2478907,SENT,1a4b9597-b1b9-45f3-ac0d-f738d10ac308,726ad1b5-ee93-4617-a462-b4b364ed851b,c5,c4,3376,?,p2,
1769391970.2490304,CREATED,c1479133-346c-47e9-b6fc-44d943de3c9e,bb9a951a-ae2e-4134-9158-12e626b8a21b,c5,c4,26,?,?,surb={'id': '042f680d-5daa-4259-9180-fa801eb4f49e', 'route': ['p1', 'e2', 'i8', 'x11', 'p2', 'c5']}
1769391970.6561491,RECEIVED,45d51612-59a5-49c3-80de-c43ddf525140,a82d2fa7-f96a-435d-8671-eeb4e001d51c,c2,c5,27,p2,?,surb={'id': '5630c04b-91d5-4cf2-9c7a-4a617ce1e9d5', 'route': ['p2', 'e7', 'i11', 'x10', 'p2', 'c2']}
1769391970.7535996,SENT,4be68b72-ffbc-4e4a-93ba-b633fe6530b2,c9cdc07e-5e58-455b-ae4f-9d76a0a9c4a8,c5,c4,3364,?,p2,
1769391970.7536993,CREATED,49a46371-15d4-44c8-81fe-9e593b8dfd80,bd832a6b-7e46-4310-b19a-dd1bd4721bab,c5,c4,27,?,?,surb={'id': 'fbaae937-06a6-4a83-83ec-c39963cba63f', 'route': ['p1', 'e5', 'i4', 'x12', 'p2', 'c5']}
1769391970.8420024,RECEIVED,f34fbcec-264e-4dfc-ae5c-72d4bbc2e1b1,2a2abfbe-c217-4a84-ae1a-8360f358eaff,c2,c5,27,p2,?,surb={'id': 'de8c2acb-e9a3-4cfa-aab0-3be8c6dd693c', 'route': ['p2', 'e12', 'i6', 'x2', 'p2', 'c2']}
1769391970.9932022,SENT,f0a3a5e7-f1c9-4e75-93a2-b18326082bb3,43bdb62e-3a11-427a-88c9-a74ca1060397,c5,c4,3391,?,p2,
1769391970.9933696,CREATED,bdec298c-66b9-4ba4-8b2c-b741ec4862d2,929aa7f3-b876-4b56-9796-cb637e05361b,c5,c4,27,?,?,surb={'id': 'c7a79d27-0e1e-46ae-af07-4f6ef719efde', 'route': ['p1', 'e5', 'i1', 'x9', 'p2', 'c5']}
1769391971.054584,SENT,7399a975-6221-42a8-9e45-2519d002ea33,b1755a3c-d614-4cd7-8a55-6daa1c3bff2b,c5,c4,3388,?,p2,
1769391971.0547328,CREATED,3169b374-0529-4508-9685-99a9df54a52e,26a74c9e-3f85-4f6a-b12d-a2f5e6ef190d,c5,c4,26,?,?,surb={'id': '936031e9-a201-450f-b2a9-ea58662688c5', 'route': ['p1', 'e7', 'i12', 'x4', 'p2', 'c5']}
1769391971.2907226,SENT,2598fbcc-24c0-471c-8b99-75d70a50b918,8580a924-e1d5-4e70-9661-fbba87207067,c5,c4,3376,?,p2,
1769391971.2908716,CREATED,ef538565-cc42-49e5-b3d7-f3eba591411b,1edd7166-eef0-4bc0-bbc3-c6331e3b2723,c5,c4,27,?,?,surb={'id': 'd1bedd38-e4fe-45b5-9087-32f5c51bae7d', 'route': ['p1', 'e3', 'i2', 'x2', 'p2', 'c5']}
1769391971.4306197,RECEIVED,16d44476-90c0-4b5b-b6b6-c1e4ddcf2e87,b153edc5-3bfa-4b26-8260-850b0d166685,c1,c5,26,p2,?,surb={'id': '014ad319-f1b8-4d08-a2d1-de3603b6621f', 'route': ['p2', 'e12', 'i7', 'x7', 'p1', 'c1']}
1769391971.62065,RECEIVED,2a8e1140-4aa3-4c66-8863-6bdf616bf42f,4b4e6873-0572-4e57-95f0-b1135f376923,c2,c5,27,p2,?,surb={'id': '44ce912b-52de-4c55-8b93-8188dc6d95cf', 'route': ['p2', 'e10', 'i1', 'x11', 'p2', 'c2']}
1769391971.7473981,SENT,e191eb2c-f324-4158-8649-b83f1c7af92d,bd94e4c3-6e0c-476a-a0fc-1eacd3aa7093,c5,c4,3401,?,p2,
1769391971.747631,CREATED,809e2045-c153-41c7-8b9e-9a7880ba407f,337308bd-a816-45c7-90db-a4936ba30411,c5,c4,27,?,?,surb={'id': '501c4db0-32db-4325-906e-054bc963837a', 'route': ['p1', 'e7', 'i3', 'x5', 'p2', 'c5']}
1769391971.937533,SENT,afe0a50a-98e5-42e4-8749-8eb0199b6d30,a844b70e-a273-4b8a-87dc-4753af7e5b25,c5,c4,3360,?,p2,
1769391971.9377265,CREATED,1bd64bb8-d9e7-4fa1-a64d-2426914394ce,70aa8423-51ee-4e7a-a15d-3e12fdc23905,c5,c4,27,?,?,surb={'id': '379added-50db-47be-9252-28ddf5209b2a', 'route': ['p1', 'e7', 'i10', 'x7', 'p2', 'c5']}
1769391971.9937696,RECEIVED,f3848159-c135-47fa-9521-b601acc60301,20f21e72-38a8-41c7-87c0-27ce10460605,c2,c5,26,p2,?,surb={'id': '9cac95e1-5418-4714-9dec-cacba2499e52', 'route': ['p2', 'e12', 'i12', 'x10', 'p2', 'c2']}
1769391972.1739805,SENT,20397448-44c5-49e6-bf2e-add68a857f0f,080933eb-a6f1-45b4-bfe0-7a497639660b,c5,c4,3376,?,p2,
1769391972.1741645,CREATED,e9e78251-b8cc-4442-a903-8f1b2b4a8b2b,e3e0e73a-eb39-41ce-9ef0-fd97c0f709f1,c5,c4,27,?,?,surb={'id': 'f3c3aada-ba5c-4ac2-b8fb-b9c8a2acc5cf', 'route': ['p1', 'e9', 'i1', 'x12', 'p2', 'c5']}
1769391972.389307,SENT,70d5b6fa-509c-4f18-a1a0-b621959b9745,c39db07b-e057-4982-8762-4f17788d1131,c5,c4,3359,?,p2,
1769391972.3894813,CREATED,fdd3b86e-43eb-44e6-9743-6fee74945223,ee742089-29a2-458a-a16c-b9bc1faf2424,c5,c4,27,?,?,surb={'id': '8a7ff080-6b56-40c9-9359-9335417aea0a', 'route': ['p1', 'e12', 'i5', 'x6', 'p2', 'c5']}
1769391972.455903,RECEIVED,c05bf0f3-cacf-4772-9002-1f233d490ee1,30d93643-4d60-42fe-a474-dabfddfcaebe,c1,c5,27,p2,?,surb={'id': 'f1d8f060-3866-4103-b028-26467badeb0f', 'route': ['p2', 'e8', 'i1', 'x5', 'p1', 'c1']}
1769391972.529018,SENT,fac3bd79-193b-46b6-b05b-60166daddd4c,243a13fc-33f7-4cb7-8aa6-25bcaaf3c61a,c5,c4,3365,?,p2,
1769391972.5292063,CREATED,34ee6733-1a8c-49f6-9ec4-ac051aa6283d,50661958-690c-47bc-b58d-a124763e4ba3,c5,c4,27,?,?,surb={'id': '7a037570-2087-4163-9acf-5b579983ba64', 'route': ['p1', 'e1', 'i3', 'x9', 'p2', 'c5']}
1769391972.556356,RECEIVED,d3e9daa3-a2ea-4a54-8bff-9ff23ef29b10,be6bcd75-8384-4ffe-97e8-4227714f4a3b,c1,c5,27,p2,?,surb={'id': '6f7e87ca-c56f-4f23-8184-43eddae3aa0f', 'route': ['p2', 'e7', 'i1', 'x9', 'p1', 'c1']}
1769391972.667727,SENT,d4d48c19-ba69-4692-a10c-5e5e8bd645d0,3cd96c2e-6999-42d4-9fd1-8cc36a72030f,c5,c4,3387,?,p2,
1769391972.6678777,CREATED,e75f027d-9369-4374-8270-dca07c1e23bf,99231477-11e9-497b-ae0b-1f0aaade2ced,c5,c4,26,?,?,surb={'id': 'c1fc512f-0089-4e11-9363-4b0237ef5ca3', 'route': ['p1', 'e9', 'i10', 'x2', 'p2', 'c5']}
1769391972.6839204,RECEIVED,51f8db99-b02f-415f-9181-79ae00a98b13,18bbe9ea-c557-4fbf-80ea-35b2a9b8d72a,c1,c5,27,p2,?,surb={'id': '3c625240-8fc6-46a9-ab7a-8f980eb78b8e', 'route': ['p2', 'e2', 'i11', 'x6', 'p1', 'c1']}
1769391972.7412279,SENT,5f7b3a45-0e44-435b-bf1b-50782c077aba,cd32dc6f-3102-4a02-bcd4-2d40c8d29f77,c5,c4,3378,?,p2,
1769391972.7413738,CREATED,3b282acb-e877-44ed-9954-c67a922a323b,e443adc6-05ea-4159-b45f-0a39299c7db3,c5,c4,27,?,?,surb={'id': 'af4109ef-892f-4f1b-8cba-9d3f1b5b36c6', 'route': ['p1', 'e8', 'i6', 'x6', 'p2', 'c5']}
1769391972.9175735,RECEIVED,b86c3f69-797e-4dd8-97ee-1eef0c898575,f82b971f-d53c-4788-8121-00eb02bceca4,c1,c5,27,p2,?,surb={'id': '8fd4f2eb-d286-47f8-9122-6f22a325a3f6', 'route': ['p2', 'e4', 'i2', 'x10', 'p1', 'c1']}
1769391973.3774333,RECEIVED,17e1bb8c-cec4-46cf-9e6a-7c0b09d7cc3c,0fd12950-7c63-40cb-9ccc-b75f86fadde2,c1,c5,26,p2,?,surb={'id': '53b33835-e2a2-406e-b14c-1f615f15bc66', 'route': ['p2', 'e9', 'i9', 'x9', 'p1', 'c1']}
1769391973.4033792,SENT,5ac81ad3-64b0-401c-88a0-74c0660e15e3,c312f620-858f-4718-a780-8d28ef3b7a11,c5,c4,3392,?,p2,
1769391973.4035277,CREATED,18fa49ab-43c7-48d5-86bc-bb41fdbc6bfe,b2fa1904-e837-4395-902b-6c7d7c684559,c5,c4,27,?,?,surb={'id': 'f247a3eb-a7a1-45ed-9e47-3745408126ff', 'route': ['p1', 'e7', 'i2', 'x11', 'p2', 'c5']}
1769391973.4151344,RECEIVED,829f0115-23b4-4e29-bf1e-ab76b178b511,16ec125f-0705-44f7-8de3-3e903ec4e390,c2,c5,27,p2,?,surb={'id': '6ef3cd74-df39-4d45-8137-a398d2887135', 'route': ['p2', 'e6', 'i7', 'x4', 'p2', 'c2']}
1769391973.4238338,RECEIVED,f39bfc0f-672a-445b-b9da-d754e0cb1e43,db3fa855-5b33-4a58-8678-428a03feb7a1,c2,c5,27,p2,?,surb={'id': 'da6d26b5-8bad-477c-8d87-3a188ba11043', 'route': ['p2', 'e10', 'i11', 'x1', 'p2', 'c2']}
1769391973.8279982,RECEIVED,4f476465-ec80-47e3-b71e-51909257ffc7,886121d1-e398-42da-9d43-c6e3739f290b,c2,c5,26,p2,?,surb={'id': '38359516-6f6f-4597-b428-cc1e5b19aae7', 'route': ['p2', 'e10', 'i6', 'x5', 'p2', 'c2']}
1769391973.8368843,RECEIVED,29a1f42a-b9a1-428d-b505-dae80005f03f,5ebbb6b7-5e09-4e26-997b-acf0df201db2,c1,c5,27,p2,?,surb={'id': 'ecf0852c-0d6a-4a57-a5db-06418065e855', 'route': ['p2', 'e3', 'i4', 'x7', 'p1', 'c1']}
1769391973.91788,SENT,fc47efbb-cfa7-4bf2-82ef-d37e6a2ffb15,6654c70b-4374-4023-8ebd-11e9a346900e,c5,c4,3396,?,p2,
1769391973.9180157,CREATED,98c071f5-053c-46c6-8e00-1e51cd7cbe1d,dee0ba3c-0735-4b36-a1f4-f0ebbb55580e,c5,c4,27,?,?,surb={'id': '98acf99f-a97c-4d69-9ef1-b9b4b7952901', 'route': ['p1', 'e3', 'i12', 'x3', 'p2', 'c5']}
1769391974.0153608,RECEIVED,a3d5a525-f62d-40e4-b42e-c231643d2c5e,1be337ce-8a94-4ba5-a0df-f7c52b38235f,c1,c5,27,p2,?,surb={'id': '9b296114-f800-4536-bd3d-a1338f922716', 'route': ['p2', 'e3', 'i4', 'x3', 'p1', 'c1']}
1769391974.1359499,RECEIVED,66024995-e893-4edc-b058-27855f0e7276,06010795-6565-4565-8748-2de4fdd80195,c1,c5,27,p2,?,surb={'id': '5221f81b-e0a5-4104-aded-5fc25bc724d6', 'route': ['p2', 'e6', 'i12', 'x5', 'p1', 'c1']}
