timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769759029.3457105,SENT,1acb7bf6-5d48-4d66-bd5d-a47a021b0e52,a5503e13-f92d-409d-8b6d-8fd0d0ac1d7c,c5,c3,3404,?,p2,
1769759029.345825,CREATED,fc8b593a-dbdb-43d9-8d5c-3dac0cf77497,b8dbbe1b-de23-4471-8ec1-8be04f863703,c5,c3,27,?,?,surb={'id': '6255d9d4-8b16-4e25-b891-a0523eb2726e', 'route': ['p3', 'e10', 'i3', 'x11', 'p2', 'c5']}
1769759029.3848968,SENT,34e92a14-44df-42bb-96a0-07879374cfe2,35b852ad-cc6a-446f-ad84-4312b3bfced0,c5,c3,3390,?,p2,
1769759029.3850296,CREATED,24cba9d4-65d0-454a-96a1-a05bc0e18e1d,4dc33a15-78c3-4e52-b076-a08c21233311,c5,c3,27,?,?,surb={'id': 'dcbf1a14-a75f-468b-8eda-28dca5767352', 'route': ['p3', 'e9', 'i5', 'x7', 'p2', 'c5']}
1769759029.816254,SENT,bc72b959-52ca-4849-a7fc-a58da634f871,5c09c01a-eff5-4406-b2a0-3851e0e43651,c5,c3,3379,?,p2,
1769759029.8163896,CREATED,75e8492b-6bcf-4177-a606-632141837ac5,4dc33a15-78c3-4e52-b076-a08c21233311,c5,c3,27,?,?,surb={'id': 'dcbf1a14-a75f-468b-8eda-28dca5767352', 'route': ['p3', 'e9', 'i5', 'x7', 'p2', 'c5']}
1769759029.8245952,RECEIVED,c972cf8d-68ed-4945-9966-79a3889768f7,90bda69e-087f-46a8-96fe-ac06e6577ae8,c3,c5,26,p2,?,surb={'id': 'f566db5b-9d35-4f7f-836f-aba157a510a0', 'route': ['p2', 'e4', 'i5', 'x9', 'p3', 'c3']}
1769759030.3406632,RECEIVED,1a066062-48ac-4a11-b43a-5e903938c6ee,41c2f87c-207b-4a60-817d-4943ad575e33,c1,c5,27,p2,?,surb={'id': 'db4a6031-7c82-455b-836e-ae33c2fb5456', 'route': ['p2', 'e7', 'i12', 'x8', 'p1', 'c1']}
1769759030.3802917,RECEIVED,1c57ce79-c69a-4e41-a75e-3538bd2d058a,7b6dff18-db0d-4a1d-9e98-7bf9c0ae4f3f,c3,c5,26,p2,?,surb={'id': '0c3bae04-ff69-464f-8094-fefb0e1ccff1', 'route': ['p2', 'e4', 'i1', 'x11', 'p3', 'c3']}
1769759030.49408,SENT,be150745-7323-4193-8987-5fbe5a56c5e8,74c4a5e4-e673-4449-a2dd-842122975fee,c5,c3,3380,?,p2,
1769759030.4942172,CREATED,aba28669-7c64-409b-bf70-54844a658175,d7974205-9ac5-4048-ae91-f826678c4ba3,c5,c3,26,?,?,surb={'id': 'c02d5272-bfb5-4b46-b236-c15e5869ca6b', 'route': ['p3', 'e1', 'i3', 'x8', 'p2', 'c5']}
1769759030.5127323,SENT,dc02165d-c034-4528-9736-dfed27e13df1,401dbd86-ea3f-41e2-aeb4-70552f9694fd,c5,c3,3356,?,p2,
1769759030.5128763,CREATED,e76ded3f-4ab3-40af-ba5e-c90c802f70e8,d7974205-9ac5-4048-ae91-f826678c4ba3,c5,c3,26,?,?,surb={'id': 'c02d5272-bfb5-4b46-b236-c15e5869ca6b', 'route': ['p3', 'e1', 'i3', 'x8', 'p2', 'c5']}
1769759030.6248283,RECEIVED,96cf5879-d219-4f7a-a399-6c5d3d8191a7,af0fd049-4728-498d-8ede-10785b51e455,c3,c5,27,p2,?,surb={'id': 'a70c9f38-ecfd-436b-b69c-54ca9f7e89a1', 'route': ['p2', 'e2', 'i4', 'x3', 'p3', 'c3']}
1769759030.7009375,SENT,2e839b9b-7ee2-41ff-90fb-a87c7f39dda9,1fbc7666-1396-4c4e-8826-2af5b818e5c3,c5,c3,3385,?,p2,
1769759030.701087,CREATED,bd650b87-70fb-401d-a050-aa71929004f7,fc476ca0-aef8-4d14-89da-9bb7e3637ac2,c5,c3,27,?,?,surb={'id': '17f2ac3d-4d66-46bc-9da3-f8b31b48a62e', 'route': ['p3', 'e2', 'i7', 'x5', 'p2', 'c5']}
1769759030.7264998,RECEIVED,1c7df9ed-d0da-44d4-a632-c32a3c22c730,5b4c73db-a13c-4395-8c06-c7e8044c9bfc,c3,c5,26,p2,?,surb={'id': 'aafb3030-c7e7-4ef1-8d09-1f4cb5ae5876', 'route': ['p2', 'e12', 'i5', 'x1', 'p3', 'c3']}
1769759030.739099,RECEIVED,7b29031a-6bd0-415e-9510-1c62f9f8829a,90bda69e-087f-46a8-96fe-ac06e6577ae8,c3,c5,26,p2,?,surb={'id': 'f566db5b-9d35-4f7f-836f-aba157a510a0', 'route': ['p2', 'e4', 'i5', 'x9', 'p3', 'c3']}
1769759030.771774,SENT,fa8b34a9-57ae-40e9-afb6-ff90003ac881,aaf28e3c-a114-4c53-bbff-780de91c8d44,c5,c3,3381,?,p2,
1769759030.772001,CREATED,111e4ec2-e8d8-4ce8-b829-48900ec482f9,fc476ca0-aef8-4d14-89da-9bb7e3637ac2,c5,c3,27,?,?,surb={'id': '17f2ac3d-4d66-46bc-9da3-f8b31b48a62e', 'route': ['p3', 'e2', 'i7', 'x5', 'p2', 'c5']}
1769759030.836561,RECEIVED,44b26ea1-508b-4080-b4c7-5427aa8df974,7c31a328-23fe-4420-9135-476f8f9b4c95,c3,c5,27,p2,?,surb={'id': 'd44ab75e-af87-4dec-9c00-7c150d041219', 'route': ['p2', 'e6', 'i7', 'x11', 'p3', 'c3']}
1769759030.8642802,RECEIVED,dcfb2010-e93b-409c-accf-98e7d83a9b88,7c31a328-23fe-4420-9135-476f8f9b4c95,c3,c5,27,p2,?,surb={'id': 'd44ab75e-af87-4dec-9c00-7c150d041219', 'route': ['p2', 'e6', 'i7', 'x11', 'p3', 'c3']}
1769759031.0157497,RECEIVED,94eb3c80-7c47-45d1-957b-993156da94ab,5b4c73db-a13c-4395-8c06-c7e8044c9bfc,c3,c5,26,p2,?,surb={'id': 'aafb3030-c7e7-4ef1-8d09-1f4cb5ae5876', 'route': ['p2', 'e12', 'i5', 'x1', 'p3', 'c3']}
1769759031.2554812,SENT,c0e52727-f9e1-42a8-81ea-b6b07ecc8ffd,6e79441b-7012-411e-9a1c-a453252798bd,c5,c3,3371,?,p2,
1769759031.2556133,CREATED,a227a601-2c0b-4697-b274-e880c8fa2a8d,c0e8b086-6a71-4fb9-b467-e26e9d313a28,c5,c3,27,?,?,surb={'id': '9a262835-0f56-410c-a28d-fcb9617173cc', 'route': ['p3', 'e8', 'i8', 'x4', 'p2', 'c5']}
1769759031.5423093,RECEIVED,6760f747-3c41-42b3-bc36-28a39030c286,7b6dff18-db0d-4a1d-9e98-7bf9c0ae4f3f,c3,c5,26,p2,?,surb={'id': '0c3bae04-ff69-464f-8094-fefb0e1ccff1', 'route': ['p2', 'e4', 'i1', 'x11', 'p3', 'c3']}
1769759031.8121822,RECEIVED,60eef31d-7d52-413c-bf20-3b8883c74e88,84aea970-700d-47f3-9122-f8fc2af4eaff,c1,c5,27,p2,?,surb={'id': '3ab13813-acab-43e7-b91e-75c20a36c2ae', 'route': ['p2', 'e12', 'i7', 'x10', 'p1', 'c1']}
1769759031.9308617,RECEIVED,c54c87db-288b-484b-8acf-9af8815c73b6,5b5645ce-89a8-4530-98bc-5ce3986e4d8e,c1,c5,27,p2,?,surb={'id': 'f55d2c05-3e4a-495d-a395-5b40fc341630', 'route': ['p2', 'e5', 'i5', 'x9', 'p1', 'c1']}
1769759031.9371324,RECEIVED,8d67603f-f887-4584-b4af-2c3fa317dd7f,c1c5a431-e50a-4108-af56-85a79b59128f,c3,c5,26,p2,?,surb={'id': '8c1c424c-f9dc-433f-8f47-f32c79a0b8ce', 'route': ['p2', 'e5', 'i1', 'x11', 'p3', 'c3']}
1769759032.0269845,RECEIVED,31fe2eae-c25a-4f16-8488-5ec2f5a9f141,af0fd049-4728-498d-8ede-10785b51e455,c3,c5,27,p2,?,surb={'id': 'a70c9f38-ecfd-436b-b69c-54ca9f7e89a1', 'route': ['p2', 'e2', 'i4', 'x3', 'p3', 'c3']}
1769759032.4502668,SENT,7f0ae679-1acf-45ac-a3ea-c687cab39ea0,32a528ab-1257-4ac8-b5dd-760d81c6f2ac,c5,c3,3386,?,p2,
1769759032.4504006,CREATED,10190bcf-5e4b-4883-9ce7-54d468023135,c0e8b086-6a71-4fb9-b467-e26e9d313a28,c5,c3,27,?,?,surb={'id': '9a262835-0f56-410c-a28d-fcb9617173cc', 'route': ['p3', 'e8', 'i8', 'x4', 'p2', 'c5']}
1769759032.593466,RECEIVED,fa012ef8-b3da-4fd2-9a02-5ced670731af,c0fa3e7a-3fbb-48ea-9650-6c3963c70721,c3,c5,27,p2,?,surb={'id': '7306f32a-69a0-49b3-825b-3d1a56ccc0e1', 'route': ['p2', 'e5', 'i4', 'x9', 'p3', 'c3']}
1769759032.9431648,RECEIVED,4e20bfe3-b331-42da-9487-342a894051b3,54a7d69c-85d2-4afd-9d2b-f91052e81b48,c3,c5,26,p2,?,surb={'id': '628457d6-5192-4aaa-9b3d-9bafac81138f', 'route': ['p2', 'e4', 'i4', 'x2', 'p3', 'c3']}
1769759032.9484076,RECEIVED,29abe5cf-2d95-4004-bb52-cdb33b101ed1,54a7d69c-85d2-4afd-9d2b-f91052e81b48,c3,c5,26,p2,?,surb={'id': '628457d6-5192-4aaa-9b3d-9bafac81138f', 'route': ['p2', 'e4', 'i4', 'x2', 'p3', 'c3']}
1769759033.1071897,RECEIVED,4d650214-c798-49d9-a6e0-20a180e85d30,5b5645ce-89a8-4530-98bc-5ce3986e4d8e,c1,c5,27,p2,?,surb={'id': 'f55d2c05-3e4a-495d-a395-5b40fc341630', 'route': ['p2', 'e5', 'i5', 'x9', 'p1', 'c1']}
1769759033.415555,RECEIVED,51bb3dfb-85ca-4eaa-b3f9-db238712df9c,84aea970-700d-47f3-9122-f8fc2af4eaff,c1,c5,27,p2,?,surb={'id': '3ab13813-acab-43e7-b91e-75c20a36c2ae', 'route': ['p2', 'e12', 'i7', 'x10', 'p1', 'c1']}
1769759033.4384255,SENT,c26f46cb-487c-4d8d-835f-8d6bb6191a8b,a927ca31-6996-4c96-b60b-36fb460bf989,c5,c3,3364,?,p2,
1769759033.4385562,CREATED,8c201f7a-0b4b-42ba-83d2-f702e12e64b9,edadf183-2bbb-4357-b641-13a94d147a19,c5,c3,27,?,?,surb={'id': 'b3674986-a000-4406-af7b-c63a0133baee', 'route': ['p3', 'e9', 'i3', 'x7', 'p2', 'c5']}
1769759033.5067577,RECEIVED,5e5ca1e0-90ac-4380-b155-660dcb001a3e,c1c5a431-e50a-4108-af56-85a79b59128f,c3,c5,26,p2,?,surb={'id': '8c1c424c-f9dc-433f-8f47-f32c79a0b8ce', 'route': ['p2', 'e5', 'i1', 'x11', 'p3', 'c3']}
1769759033.9478939,RECEIVED,8674d8bc-37b7-4fc2-8c1e-42d620ed334c,69f8a07d-4eb9-4152-b34f-bb41f8e53b30,c3,c5,27,p2,?,surb={'id': 'ba348c50-55b5-4e00-8ca9-9f192a06bf8f', 'route': ['p2', 'e5', 'i3', 'x6', 'p3', 'c3']}
1769759034.1953423,SENT,12219d17-5f5f-49d0-a307-d83eca8d443c,59691ea9-3ffe-4fab-8600-263cb3127c45,c5,c3,3383,?,p2,
1769759034.1954942,CREATED,47bf852b-d63a-4db3-8ed5-8792074f7e25,edadf183-2bbb-4357-b641-13a94d147a19,c5,c3,27,?,?,surb={'id': 'b3674986-a000-4406-af7b-c63a0133baee', 'route': ['p3', 'e9', 'i3', 'x7', 'p2', 'c5']}
1769759034.3101923,RECEIVED,72f0032a-0eed-4a26-9390-04747912edd0,c0fa3e7a-3fbb-48ea-9650-6c3963c70721,c3,c5,27,p2,?,surb={'id': '7306f32a-69a0-49b3-825b-3d1a56ccc0e1', 'route': ['p2', 'e5', 'i4', 'x9', 'p3', 'c3']}
1769759034.3237462,RECEIVED,219cc59b-68fa-487b-ac61-e77886014467,7a4d90bc-c3fc-4cec-bd24-b60c4722d7b7,c3,c5,27,p2,?,surb={'id': 'cde18b79-b9cc-4aa6-9663-60262d18399d', 'route': ['p2', 'e10', 'i12', 'x1', 'p3', 'c3']}
1769759034.4795392,RECEIVED,ff2e2bbe-9e5d-44fd-9a9d-eeada3ca5617,8f80dbd2-c392-4d22-853f-ae20de8e2855,c3,c5,27,p2,?,surb={'id': 'c0f979f6-0ea4-4376-902b-505263e9d3b8', 'route': ['p2', 'e4', 'i11', 'x11', 'p3', 'c3']}
1769759034.596342,SENT,bf76eff0-ac7f-486c-b999-63a8c692f815,39952470-19a7-4a17-bbb5-0d512d51281a,c5,c3,3375,?,p2,
1769759034.596476,CREATED,bdd2bc8b-b888-42b6-a1df-4426bb01db10,a3ef4110-2e6e-4602-b656-f47d6c8f3c83,c5,c3,26,?,?,surb={'id': '07781c45-583c-41b3-8274-5fd9c50c469d', 'route': ['p3', 'e9', 'i6', 'x1', 'p2', 'c5']}
1769759034.9369304,RECEIVED,9d54fd44-100a-4b2d-8877-8478cf0e6a47,4ea29144-0ea4-40ac-9a06-099178cae3de,c1,c5,27,p2,?,surb={'id': 'a50a23bf-ed7d-400f-9e06-6b5be2afe365', 'route': ['p2', 'e12', 'i10', 'x2', 'p1', 'c1']}
1769759034.9464352,RECEIVED,b3897f71-e88d-42c6-9c0b-a6651a474ea7,d7c958f9-a973-45ab-8a31-f46a1c2d54a3,c1,c5,27,p2,?,surb={'id': '98baccd9-6dfa-4db6-a1b0-6c407a4b45e6', 'route': ['p2', 'e9', 'i4', 'x7', 'p1', 'c1']}
1769759035.1799643,SENT,9d3796fd-1bc3-448a-acd5-171e9eba1f70,94dc4a94-1637-48c9-91e6-ea568566abab,c5,c3,3363,?,p2,
1769759035.1801305,CREATED,874d1154-53f6-4638-a734-a76183580fec,a3ef4110-2e6e-4602-b656-f47d6c8f3c83,c5,c3,26,?,?,surb={'id': '07781c45-583c-41b3-8274-5fd9c50c469d', 'route': ['p3', 'e9', 'i6', 'x1', 'p2', 'c5']}
1769759035.2887993,RECEIVED,fe8da34e-5fb5-47ec-a692-3b029fcb7f86,69f8a07d-4eb9-4152-b34f-bb41f8e53b30,c3,c5,27,p2,?,surb={'id': 'ba348c50-55b5-4e00-8ca9-9f192a06bf8f', 'route': ['p2', 'e5', 'i3', 'x6', 'p3', 'c3']}
1769759035.343425,RECEIVED,83817967-95a9-4170-8dfb-48a64cffa711,b77d17bf-d528-4147-8a15-fbbcc5191ffe,c3,c5,27,p2,?,surb={'id': 'bd0605ea-26cc-4421-8a97-619f39b8d4a5', 'route': ['p2', 'e1', 'i8', 'x6', 'p3', 'c3']}
1769759035.6071987,RECEIVED,662c7171-311b-495b-b915-37aed4ea99a3,7a4d90bc-c3fc-4cec-bd24-b60c4722d7b7,c3,c5,27,p2,?,surb={'id': 'cde18b79-b9cc-4aa6-9663-60262d18399d', 'route': ['p2', 'e10', 'i12', 'x1', 'p3', 'c3']}
1769759035.8024402,SENT,344cc0b9-4876-4a5c-af53-eeab8a6fd6c3,5b9c4fbb-f725-4662-872d-e844d8f66d06,c5,c3,3392,?,p2,
1769759035.8025746,CREATED,93cc338c-8030-4494-ae37-0c181ab515c1,26df7305-4c3b-40e3-ba46-7b9c93a8ac7b,c5,c3,27,?,?,surb={'id': 'db220132-15de-4604-87b8-05bf686863e4', 'route': ['p3', 'e8', 'i8', 'x9', 'p2', 'c5']}
1769759035.8941116,SENT,97cf29bf-5c3b-4846-bc31-2e5ded5cd6bd,c1b84a4f-f95c-46a2-a75e-c962f1ded267,c5,c3,3379,?,p2,
1769759035.894249,CREATED,c0055615-006a-4ec8-b44d-60860c965baa,26df7305-4c3b-40e3-ba46-7b9c93a8ac7b,c5,c3,27,?,?,surb={'id': 'db220132-15de-4604-87b8-05bf686863e4', 'route': ['p3', 'e8', 'i8', 'x9', 'p2', 'c5']}
1769759035.964536,RECEIVED,0ad57f78-e2fb-472f-9078-b53c92b2ecf3,8f80dbd2-c392-4d22-853f-ae20de8e2855,c3,c5,27,p2,?,surb={'id': 'c0f979f6-0ea4-4376-902b-505263e9d3b8', 'route': ['p2', 'e4', 'i11', 'x11', 'p3', 'c3']}
1769759036.3607354,SENT,43180dcf-1238-4d5c-b79c-47bfd2b49dbd,7b89dd4f-6b5a-48a8-bb5a-7f93e199e620,c5,c3,3371,?,p2,
1769759036.3608632,CREATED,57c1d310-7914-4482-b687-2141cc2ff2ac,4ff4cb6f-a3e0-44a2-b39f-eee2688d80f9,c5,c3,27,?,?,surb={'id': '4e90bd38-b2a0-4f1d-8add-22845827d754', 'route': ['p3', 'e12', 'i7', 'x11', 'p2', 'c5']}
1769759036.4628248,RECEIVED,655a618b-fe7c-4c2e-aa8c-d8429b8e0b8b,9fc23af8-e1e6-49ba-88e5-5a45d03073e7,c3,c5,26,p2,?,surb={'id': 'ae7f05ab-01ae-4d79-ba8a-621e2f5ab9ff', 'route': ['p2', 'e7', 'i9', 'x10', 'p3', 'c3']}
1769759036.4647264,RECEIVED,227fc112-9468-45e4-a3bb-26cd66f01481,9fc23af8-e1e6-49ba-88e5-5a45d03073e7,c3,c5,26,p2,?,surb={'id': 'ae7f05ab-01ae-4d79-ba8a-621e2f5ab9ff', 'route': ['p2', 'e7', 'i9', 'x10', 'p3', 'c3']}
1769759036.7826152,RECEIVED,67faab10-3f7c-417d-9be7-f62c1c71aab4,7da57d50-3746-4398-9760-aa0a0ce87f44,c3,c5,27,p2,?,surb={'id': '9ea4cb89-39d7-48dc-b723-ab8e167ab673', 'route': ['p2', 'e3', 'i8', 'x9', 'p3', 'c3']}
1769759036.9218953,RECEIVED,07553228-186c-4b92-9482-1525f9462663,b77d17bf-d528-4147-8a15-fbbcc5191ffe,c3,c5,27,p2,?,surb={'id': 'bd0605ea-26cc-4421-8a97-619f39b8d4a5', 'route': ['p2', 'e1', 'i8', 'x6', 'p3', 'c3']}
1769759036.9661715,SENT,353547c8-63d2-4712-932b-f93554d3bed4,e33f615f-c0ca-4d31-86b7-ab3fe0dc5794,c5,c3,3391,?,p2,
1769759036.9663079,CREATED,4b2a657c-1d98-4c8b-a1f0-1c3af49e0576,4ff4cb6f-a3e0-44a2-b39f-eee2688d80f9,c5,c3,27,?,?,surb={'id': '4e90bd38-b2a0-4f1d-8add-22845827d754', 'route': ['p3', 'e12', 'i7', 'x11', 'p2', 'c5']}
1769759037.1537485,SENT,180d1612-9a96-4df6-b4c5-c39958f56c77,353d123b-a020-41dd-8549-d99d8ebd42df,c5,c3,3376,?,p2,
1769759037.1538959,CREATED,cf1001c7-7d33-4c55-babf-c9e46dc29c75,4803bb0a-2b3d-4f3d-a0e7-33d51dfe7f87,c5,c3,27,?,?,surb={'id': '2f04f7eb-3e11-43c7-8180-2c3558270241', 'route': ['p3', 'e4', 'i11', 'x2', 'p2', 'c5']}
1769759037.2001414,RECEIVED,b4c7ed57-4987-4868-afe7-f3fbd55e1564,0ee25e66-50dc-4e78-a37f-071d218d0817,c1,c5,27,p2,?,surb={'id': '67961f8e-74d3-4f93-a799-bfd534243717', 'route': ['p2', 'e1', 'i5', 'x11', 'p1', 'c1']}
1769759037.2655728,SENT,07aaaf11-97bf-4ce7-a6eb-ea3f27cc495b,c570b5bf-ba16-4c7c-8fc7-39f80745ba6a,c5,c3,3403,?,p2,
1769759037.2657094,CREATED,4f6bd6b8-cfd6-4c30-a6c4-66c5b1f928f8,4803bb0a-2b3d-4f3d-a0e7-33d51dfe7f87,c5,c3,27,?,?,surb={'id': '2f04f7eb-3e11-43c7-8180-2c3558270241', 'route': ['p3', 'e4', 'i11', 'x2', 'p2', 'c5']}
1769759037.5500145,RECEIVED,a211cca7-493a-48ca-9803-47be5260c786,d7c958f9-a973-45ab-8a31-f46a1c2d54a3,c1,c5,27,p2,?,surb={'id': '98baccd9-6dfa-4db6-a1b0-6c407a4b45e6', 'route': ['p2', 'e9', 'i4', 'x7', 'p1', 'c1']}
1769759037.6875784,RECEIVED,4d81140c-f262-45f3-9909-197d234e99e2,b704177c-10bd-44a7-802d-02b69f37c2f6,c1,c5,27,p2,?,surb={'id': '29c6774a-7d98-4e84-97d1-2fe21b1c0b57', 'route': ['p2', 'e10', 'i10', 'x5', 'p1', 'c1']}
1769759037.7122366,RECEIVED,b9f62bd0-c796-4b92-ba5b-511f415112ee,520b2bb6-464b-4baa-a228-0f26d43fb7d5,c3,c5,26,p2,?,surb={'id': '8db6ccd9-98ec-42fe-a9f4-a2f859ddb17a', 'route': ['p2', 'e12', 'i10', 'x1', 'p3', 'c3']}
1769759037.7260787,RECEIVED,694992bb-ea30-4404-8bca-15a5a9b2d845,7da57d50-3746-4398-9760-aa0a0ce87f44,c3,c5,27,p2,?,surb={'id': '9ea4cb89-39d7-48dc-b723-ab8e167ab673', 'route': ['p2', 'e3', 'i8', 'x9', 'p3', 'c3']}
1769759037.9188378,SENT,6f2d4a26-607b-4125-bedf-b43c01e48443,54b3b2ce-c842-4d1d-ab28-6834e9fa4ae1,c5,c3,3378,?,p2,
1769759037.9189875,CREATED,2ca8bd61-225f-43d6-8398-54b546c12412,f7cce372-bf55-4fd4-ae5c-0e6257638ac1,c5,c3,27,?,?,surb={'id': '14addd20-8932-46ca-a14b-5bc54bded14c', 'route': ['p3', 'e12', 'i4', 'x4', 'p2', 'c5']}
1769759037.9840882,SENT,570b3654-c577-49d8-803a-51548c61277f,b1ce57c3-0e78-4eb4-8316-902e6dbf118f,c5,c3,3378,?,p2,
1769759037.9842336,CREATED,b0577e2d-d0a1-4bb1-9153-f8d8b1f73b8f,f7cce372-bf55-4fd4-ae5c-0e6257638ac1,c5,c3,27,?,?,surb={'id': '14addd20-8932-46ca-a14b-5bc54bded14c', 'route': ['p3', 'e12', 'i4', 'x4', 'p2', 'c5']}
1769759038.0335748,RECEIVED,9ca14c20-735a-40ff-9967-9947df70fa6d,deb25f0b-7ca0-4a06-8ab0-d6bde65d6b52,c1,c5,27,p2,?,surb={'id': 'f8758b1c-19b0-4457-b97a-61004f2fd842', 'route': ['p2', 'e5', 'i1', 'x3', 'p1', 'c1']}
1769759038.0485978,RECEIVED,b3744d1d-aafd-4532-9a44-07c2d7cc7556,0ee25e66-50dc-4e78-a37f-071d218d0817,c1,c5,27,p2,?,surb={'id': '67961f8e-74d3-4f93-a799-bfd534243717', 'route': ['p2', 'e1', 'i5', 'x11', 'p1', 'c1']}
1769759038.2326531,RECEIVED,ecab256a-35dc-4ed4-ab70-1aff34e84aa7,a230b56f-a63a-4618-8147-ab231c76ddf6,c3,c5,26,p2,?,surb={'id': 'dd339995-447e-4cfa-b52c-c939bfcc49eb', 'route': ['p2', 'e9', 'i3', 'x4', 'p3', 'c3']}
1769759038.2927084,SENT,4585e3ec-7736-4af6-b5d2-73d6b94df616,44d1bbf3-5b3c-436d-b473-cc718b772850,c5,c3,3376,?,p2,
1769759038.2928433,CREATED,bc3da19b-c37c-4077-9d15-5cf7533e4e44,0a8ec7aa-128d-46c8-aebb-a88a016484b5,c5,c3,27,?,?,surb={'id': 'b3d28f34-d7de-4e16-9bf1-fc05d119fc97', 'route': ['p3', 'e3', 'i8', 'x8', 'p2', 'c5']}
1769759038.3467627,RECEIVED,6ea945dd-0eca-4b80-962d-124b82337e8e,100dffe1-fffa-4ae5-8243-75cacb6224aa,c1,c5,26,p2,?,surb={'id': 'ec9f4930-c922-4be2-a21a-a99379a685c8', 'route': ['p2', 'e6', 'i12', 'x7', 'p1', 'c1']}
1769759039.0085413,RECEIVED,d66e8f22-9f39-414c-a9e6-3054c0a4d227,deb25f0b-7ca0-4a06-8ab0-d6bde65d6b52,c1,c5,27,p2,?,surb={'id': 'f8758b1c-19b0-4457-b97a-61004f2fd842', 'route': ['p2', 'e5', 'i1', 'x3', 'p1', 'c1']}
1769759039.0374138,RECEIVED,acc2ff92-5f2d-464c-b6ed-42593de8e425,4ea29144-0ea4-40ac-9a06-099178cae3de,c1,c5,27,p2,?,surb={'id': 'a50a23bf-ed7d-400f-9e06-6b5be2afe365', 'route': ['p2', 'e12', 'i10', 'x2', 'p1', 'c1']}
1769759039.076546,SENT,a0ed447f-7a36-419d-97cf-706cd8bab42d,57563e21-027e-4dd0-b1a4-0fc626c3a33e,c5,c3,3383,?,p2,
1769759039.0766847,CREATED,f1c29d50-c2e2-48a2-8f0d-91b6288b77f0,0a8ec7aa-128d-46c8-aebb-a88a016484b5,c5,c3,27,?,?,surb={'id': 'b3d28f34-d7de-4e16-9bf1-fc05d119fc97', 'route': ['p3', 'e3', 'i8', 'x8', 'p2', 'c5']}
1769759039.0812175,RECEIVED,532d51a3-df53-464a-9e67-61b1cb49f2bf,520b2bb6-464b-4baa-a228-0f26d43fb7d5,c3,c5,26,p2,?,surb={'id': '8db6ccd9-98ec-42fe-a9f4-a2f859ddb17a', 'route': ['p2', 'e12', 'i10', 'x1', 'p3', 'c3']}
1769759039.0924044,RECEIVED,07c22896-95bd-4ebd-af9b-9aff5d8777eb,a230b56f-a63a-4618-8147-ab231c76ddf6,c3,c5,26,p2,?,surb={'id': 'dd339995-447e-4cfa-b52c-c939bfcc49eb', 'route': ['p2', 'e9', 'i3', 'x4', 'p3', 'c3']}
1769759039.125877,SENT,3690dd52-08d9-4f09-8dc1-6f28f6c20570,03fc2b19-adf1-4e76-81d9-25dffd4c60f4,c5,c3,3377,?,p2,
1769759039.1260083,CREATED,9112dd68-665a-4309-aeb7-4bc04fff0d09,ba1c9db3-71dd-4d9f-8273-d7417df88e52,c5,c3,26,?,?,surb={'id': 'e1b365da-0c8c-4847-a601-d82e0af6e16d', 'route': ['p3', 'e4', 'i11', 'x7', 'p2', 'c5']}
1769759039.2040713,SENT,01f3020e-0e3c-49b9-a461-c6b8fc9e835e,e7625114-b602-4af4-a481-5730dfc7d879,c5,c3,3375,?,p2,
1769759039.2042015,CREATED,700094af-f336-4321-889c-b58dfd1198f7,ba1c9db3-71dd-4d9f-8273-d7417df88e52,c5,c3,26,?,?,surb={'id': 'e1b365da-0c8c-4847-a601-d82e0af6e16d', 'route': ['p3', 'e4', 'i11', 'x7', 'p2', 'c5']}
1769759039.2215793,RECEIVED,76f5f30e-0861-486f-88f4-3bf49032c94f,6d3a5600-29cb-4e9e-90b5-2b5538242c46,c3,c5,26,p2,?,surb={'id': 'f3595a75-b945-4573-9ab5-cdab32ba716a', 'route': ['p2', 'e4', 'i1', 'x7', 'p3', 'c3']}
1769759039.2769942,RECEIVED,9a7faff8-78cf-4ebf-a08b-3b0d4e5e29f1,b704177c-10bd-44a7-802d-02b69f37c2f6,c1,c5,27,p2,?,surb={'id': '29c6774a-7d98-4e84-97d1-2fe21b1c0b57', 'route': ['p2', 'e10', 'i10', 'x5', 'p1', 'c1']}
1769759039.2931964,RECEIVED,a4e6b398-3406-41ac-8050-529ff14a836f,67e87853-e839-40d9-a125-a1b56130d8cd,c1,c5,27,p2,?,surb={'id': 'c341e6f8-ffe9-49e0-b078-d68ddd740440', 'route': ['p2', 'e4', 'i4', 'x2', 'p1', 'c1']}
1769759039.3169882,RECEIVED,cbe471e6-977c-4849-b56d-a8326382f595,cf2bb6ef-3c93-4752-8a5b-d14f9cb837a9,c1,c5,27,p2,?,surb={'id': '92aa2bb8-6fd7-4350-abf4-78de137fb589', 'route': ['p2', 'e7', 'i12', 'x1', 'p1', 'c1']}
1769759039.4263983,RECEIVED,2521998f-99a2-4fc2-9e49-cfef44c8a221,0cc4b470-f0aa-4481-aea8-187f72af60ab,c3,c5,27,p2,?,surb={'id': '22d1ae21-0ef8-4828-a8ff-fef505bbcf2d', 'route': ['p2', 'e3', 'i7', 'x8', 'p3', 'c3']}
