timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769475496.5994399,CREATED,7ce6c7c1-62c4-4f24-8fcf-b08d066e83b3,3f7233b2-ccdd-48b9-b968-092ac5dd2b4b,c1,c4,27,?,?,surb={'id': '8ba0e076-6eb7-4540-8cc7-428c9bf5f589', 'route': ['p1', 'e5', 'i7', 'x8', 'p1', 'c1']}
1769475496.760301,SENT,589bda5d-e2ca-4a2b-9421-b995c40f0efe,79ff0f9c-c674-41d2-9891-7970c521d64a,c1,c4,3380,?,p1,
1769475496.7605348,CREATED,2a6e67f3-a549-4d4c-ba99-318193ea703d,3f7233b2-ccdd-48b9-b968-092ac5dd2b4b,c1,c4,27,?,?,surb={'id': '8ba0e076-6eb7-4540-8cc7-428c9bf5f589', 'route': ['p1', 'e5', 'i7', 'x8', 'p1', 'c1']}
1769475497.0167964,SENT,36fd6487-c67c-4506-936d-584b03eded3a,cf64f19f-54f6-42f9-928f-fbf5f5482291,c1,c4,3395,?,p1,
1769475497.0169437,CREATED,cdba4141-f3ca-4d86-85eb-6adb4120d438,6e157d26-8880-4b67-b779-2d7795f9eabd,c1,c4,27,?,?,surb={'id': '202ee288-19d5-4983-8f74-1aa659eb5214', 'route': ['p1', 'e11', 'i11', 'x6', 'p1', 'c1']}
1769475497.5064266,RECEIVED,99e0e6a9-8d8c-481d-82b6-116a4df6fd9f,2d432129-bd2e-4339-ac63-d7ed86e83d55,c4,c1,26,p1,?,surb={'id': '769167c6-40d6-42fa-953d-a056e6bdb182', 'route': ['p1', 'e3', 'i3', 'x7', 'p1', 'c4']}
1769475497.5119984,SENT,87be7ded-a7ae-4d0f-ab7c-160fa0ecb6dc,efb57fa8-c6af-4a63-b0eb-bbf61d4ab347,c1,c4,3389,?,p1,
1769475497.5121756,CREATED,5e1630d4-80de-4026-a8e9-5959940b6282,6e157d26-8880-4b67-b779-2d7795f9eabd,c1,c4,27,?,?,surb={'id': '202ee288-19d5-4983-8f74-1aa659eb5214', 'route': ['p1', 'e11', 'i11', 'x6', 'p1', 'c1']}
1769475497.5881977,RECEIVED,1741e8b9-ffd7-4e53-bf27-447199d2711c,88674d03-759c-4c77-b49e-0af61a272429,c4,c1,27,p1,?,surb={'id': 'cfdb6559-14fb-4577-9802-cdc93652d04f', 'route': ['p1', 'e3', 'i8', 'x3', 'p1', 'c4']}
1769475497.6327612,SENT,6972b582-b99b-4006-81fa-feb9b5d1f9d6,cdc9a816-cabf-42d0-a29e-6e47a591f62e,c1,c4,3379,?,p1,
1769475497.6329124,CREATED,2deb0f29-090b-449a-8aed-b04d9f583b55,86381dc4-97d1-45d8-aa18-d0b630fe5652,c1,c4,27,?,?,surb={'id': 'f39e2e8e-d5c9-4752-9042-0acc27331a66', 'route': ['p1', 'e8', 'i5', 'x6', 'p1', 'c1']}
1769475498.2804823,RECEIVED,1897e9d0-76f9-4f11-886f-4ca95a245ece,c790545b-5a98-4d2c-9515-d07b6fa4a7ab,c4,c1,27,p1,?,surb={'id': '0938af19-8043-41dc-a28f-1831e4e91e20', 'route': ['p1', 'e6', 'i2', 'x3', 'p1', 'c4']}
1769475498.4144435,SENT,ff5d8711-e922-4293-a5a2-32bd84194505,85b10abf-c906-4dca-abed-669301752730,c1,c4,3360,?,p1,
1769475498.4145923,CREATED,9fa4588b-b6a6-4c3b-bab3-e54a720648c1,86381dc4-97d1-45d8-aa18-d0b630fe5652,c1,c4,27,?,?,surb={'id': 'f39e2e8e-d5c9-4752-9042-0acc27331a66', 'route': ['p1', 'e8', 'i5', 'x6', 'p1', 'c1']}
1769475498.451662,RECEIVED,54a8e223-0f44-42b4-a76b-d81f1cb9f239,c69fdf72-16c8-4bc3-bcf7-5c4a9896b718,c4,c1,27,p1,?,surb={'id': '8b2d3b2b-c6e6-48bd-8465-b651f13cec24', 'route': ['p1', 'e11', 'i7', 'x9', 'p1', 'c4']}
1769475498.4828126,SENT,7b15190b-f5f4-4ea8-ae38-accc79430070,1d3d2dd1-e27a-4aa2-992e-f72e9ceb18d9,c1,c4,3373,?,p1,
1769475498.4829605,CREATED,7aee0837-472c-4c14-b3b0-8e1ed73ed25d,ccc48daf-5572-4838-a6d4-ef88a24c2e74,c1,c4,27,?,?,surb={'id': 'cbf5e229-5070-42c0-80af-e468b49b566a', 'route': ['p1', 'e5', 'i1', 'x7', 'p1', 'c1']}
1769475498.7289095,SENT,8a6ccf56-e340-4460-877f-02fe1506028d,2769d2d2-6e1c-4d78-957d-f45f871cf7e6,c1,c4,3359,?,p1,
1769475498.7290895,CREATED,90116464-ab29-43f7-951c-85a2e69e85c2,ccc48daf-5572-4838-a6d4-ef88a24c2e74,c1,c4,27,?,?,surb={'id': 'cbf5e229-5070-42c0-80af-e468b49b566a', 'route': ['p1', 'e5', 'i1', 'x7', 'p1', 'c1']}
1769475498.8632255,SENT,e4e5a2d7-1af1-436b-a8da-6f18c87ec653,c4a88664-1cdd-4a55-9730-123ffe39e053,c1,c4,3397,?,p1,
1769475498.8633738,CREATED,a1b3b224-5fc8-418b-a75b-5d7ea4920065,8495ca60-2c18-4455-942c-e94d5d26fe55,c1,c4,27,?,?,surb={'id': 'db7d3c8f-b76b-4465-ab61-7a481318b4fd', 'route': ['p1', 'e1', 'i7', 'x10', 'p1', 'c1']}
1769475499.1592126,RECEIVED,7a5df358-9f29-44bb-8f37-c2243dc38ab5,70b7f676-50f9-419b-af09-702bc6e1a8e5,c4,c1,27,p1,?,surb={'id': '00cbfd49-c360-4625-b8bc-e73514be83da', 'route': ['p1', 'e1', 'i4', 'x4', 'p1', 'c4']}
1769475499.327815,RECEIVED,09f0f15b-08ba-405d-b743-3257a2fb139d,c69fdf72-16c8-4bc3-bcf7-5c4a9896b718,c4,c1,27,p1,?,surb={'id': '8b2d3b2b-c6e6-48bd-8465-b651f13cec24', 'route': ['p1', 'e11', 'i7', 'x9', 'p1', 'c4']}
1769475499.4873352,RECEIVED,7fcdb57e-0aae-4f84-a837-06026c94d940,b2e4cb7d-ea5c-460b-a546-ca7395a895f8,c4,c1,26,p1,?,surb={'id': 'e7ce6881-4d83-4fdf-ba51-f3ba83b32def', 'route': ['p1', 'e12', 'i6', 'x11', 'p1', 'c4']}
1769475499.567284,RECEIVED,92b4e48c-6182-414f-a1d5-c63e16bd99ac,2d432129-bd2e-4339-ac63-d7ed86e83d55,c4,c1,26,p1,?,surb={'id': '769167c6-40d6-42fa-953d-a056e6bdb182', 'route': ['p1', 'e3', 'i3', 'x7', 'p1', 'c4']}
1769475499.5716074,RECEIVED,8478b77f-f981-48d8-a3a3-8c3911f75901,70b7f676-50f9-419b-af09-702bc6e1a8e5,c4,c1,27,p1,?,surb={'id': '00cbfd49-c360-4625-b8bc-e73514be83da', 'route': ['p1', 'e1', 'i4', 'x4', 'p1', 'c4']}
1769475499.6566367,SENT,603648ef-c741-47a0-91e9-b5eb1e1d8d29,008a85b9-fe30-40fc-b927-7274c626615c,c1,c4,3380,?,p1,
1769475499.6567867,CREATED,d45b048e-5dc8-4e91-9cd6-e4ab0921e746,8495ca60-2c18-4455-942c-e94d5d26fe55,c1,c4,27,?,?,surb={'id': 'db7d3c8f-b76b-4465-ab61-7a481318b4fd', 'route': ['p1', 'e1', 'i7', 'x10', 'p1', 'c1']}
1769475499.7661247,SENT,126ae0cf-f9ea-458a-9824-4b5d6c3d131c,a626019f-bb22-4aff-8d92-a4995ea1b829,c1,c4,3392,?,p1,
1769475499.7662685,CREATED,6fdcbee9-daf0-4038-97ed-4051560a124f,8115cf7b-bde7-4e0c-88f8-1bd9de8adda8,c1,c4,27,?,?,surb={'id': 'd1fa16bf-a015-4e64-8f8e-ebd29bf13ca9', 'route': ['p1', 'e2', 'i4', 'x11', 'p1', 'c1']}
1769475499.782822,SENT,e25e939f-7dbd-44fa-8cc5-02fc5f517d09,7eef6ffd-69ad-42ec-8987-09d0f650ef06,c1,c4,3396,?,p1,
1769475499.7829692,CREATED,4a0d8e65-22cf-456a-a085-6453f307eaa8,8115cf7b-bde7-4e0c-88f8-1bd9de8adda8,c1,c4,27,?,?,surb={'id': 'd1fa16bf-a015-4e64-8f8e-ebd29bf13ca9', 'route': ['p1', 'e2', 'i4', 'x11', 'p1', 'c1']}
1769475500.2528255,RECEIVED,6230af44-c76a-427b-94b5-9c8cfe0f8dab,0a890e82-5821-465e-b446-3296c0227d71,c4,c1,27,p1,?,surb={'id': '844e0d47-5c36-43be-a863-d9d424bedf60', 'route': ['p1', 'e4', 'i6', 'x12', 'p1', 'c4']}
1769475500.2539206,SENT,78ac7fce-c336-4c3c-83de-dcc53372a51a,e4e36052-0c8e-49a4-8202-e8b860d2d22e,c1,c4,3371,?,p1,
1769475500.2547336,CREATED,14dfc8bd-2de3-4483-bc27-97191de8b984,6fc0cd70-7945-4480-822f-13d91766ee84,c1,c4,27,?,?,surb={'id': 'a295d327-51a5-4c3a-b7b9-58fc7c5cd42f', 'route': ['p1', 'e8', 'i3', 'x12', 'p1', 'c1']}
1769475500.367212,RECEIVED,bb7c9f7b-84a9-4b80-bb79-899738e518d7,d58d3a27-2ec6-486f-996b-ceca1f00f870,c4,c1,26,p1,?,surb={'id': 'ba50795d-1f8d-4656-b0b3-4a3ec82a640e', 'route': ['p1', 'e7', 'i5', 'x3', 'p1', 'c4']}
1769475500.5399332,RECEIVED,dd682193-506d-4308-b7c0-a62e0f9793c4,d58d3a27-2ec6-486f-996b-ceca1f00f870,c4,c1,26,p1,?,surb={'id': 'ba50795d-1f8d-4656-b0b3-4a3ec82a640e', 'route': ['p1', 'e7', 'i5', 'x3', 'p1', 'c4']}
1769475500.6766026,RECEIVED,394ba87b-fc97-417a-9fde-ae97c24ae2f5,4d43a8a0-b498-4f08-a4b3-ec550d6777e1,c4,c1,27,p1,?,surb={'id': '3f6068cf-037a-4ba4-8c8f-68ea97d7d6fd', 'route': ['p1', 'e1', 'i4', 'x2', 'p1', 'c4']}
1769475500.6983912,SENT,20402a20-9238-47e3-9d20-dc4dd06870ad,e5d25340-b494-4722-ae34-da511b85e584,c1,c4,3392,?,p1,
1769475500.6985397,CREATED,a479e638-5177-46df-b7e9-0458802f23d6,6fc0cd70-7945-4480-822f-13d91766ee84,c1,c4,27,?,?,surb={'id': 'a295d327-51a5-4c3a-b7b9-58fc7c5cd42f', 'route': ['p1', 'e8', 'i3', 'x12', 'p1', 'c1']}
1769475500.90058,SENT,01cf8f22-52cd-4eca-a57c-0b082773f825,2a17a6c5-f37c-4772-aba8-1d8e6b352420,c1,c4,3392,?,p1,
1769475500.9007654,CREATED,21ec7b08-8cdd-467d-84e6-c33efa804d6c,fb0add6b-2b19-497b-98f3-42b84c893f59,c1,c4,27,?,?,surb={'id': '64dc6c2b-478b-4e16-84ad-e2a430542806', 'route': ['p1', 'e10', 'i5', 'x12', 'p1', 'c1']}
1769475501.183281,SENT,b6b598fe-0977-458a-b3f8-ace40fe26f51,2ad5434f-d0e6-457d-8dbe-514f4d3b2c2c,c1,c4,3392,?,p1,
1769475501.1834066,CREATED,9ef26a84-78b4-483c-a959-bd0a918ebb17,fb0add6b-2b19-497b-98f3-42b84c893f59,c1,c4,27,?,?,surb={'id': '64dc6c2b-478b-4e16-84ad-e2a430542806', 'route': ['p1', 'e10', 'i5', 'x12', 'p1', 'c1']}
1769475501.4632833,SENT,0bd19cd9-9609-4b44-a90d-ea379f312d38,08060d54-337e-4df6-a9ec-1192908ee5f0,c1,c4,3358,?,p1,
1769475501.4634407,CREATED,a3d6fa8d-acd9-40f3-9cb9-7420e4b8e8ae,51c6c2c3-0f61-4f4c-ab9f-1749078595aa,c1,c4,26,?,?,surb={'id': '0f7aa8ce-3bc6-4727-be4e-2c22b86ffd31', 'route': ['p1', 'e5', 'i3', 'x7', 'p1', 'c1']}
1769475501.5239606,SENT,4b43a859-6282-4e5e-93d0-6551e724619e,83a7df54-5995-4466-a508-d18d1ddc0d4c,c1,c4,3380,?,p1,
1769475501.5241468,CREATED,db33a959-fcc2-46d9-826f-81472a4356a3,51c6c2c3-0f61-4f4c-ab9f-1749078595aa,c1,c4,26,?,?,surb={'id': '0f7aa8ce-3bc6-4727-be4e-2c22b86ffd31', 'route': ['p1', 'e5', 'i3', 'x7', 'p1', 'c1']}
1769475501.5972676,SENT,f23aa4da-a8f5-4139-a4a5-83b48e875bf4,86a7e78e-832d-4419-be6a-ae91880d2c85,c1,c4,3400,?,p1,
1769475501.5974183,CREATED,88ef093a-758b-4eba-8957-05caf38ab72f,730a7406-f87a-4cdf-92e8-9443fda548ac,c1,c4,26,?,?,surb={'id': 'f5133f96-ee2a-41b1-88c1-32a4d5871d99', 'route': ['p1', 'e11', 'i12', 'x10', 'p1', 'c1']}
1769475501.612825,RECEIVED,4ea8a37c-df91-495e-94d8-180d4a8f8d96,7fa34ed9-28e1-4d99-b64c-6ecc3c497b27,c4,c1,26,p1,?,surb={'id': '7cde858d-b9f6-424b-93de-6987678e7410', 'route': ['p1', 'e3', 'i12', 'x8', 'p1', 'c4']}
1769475501.6450338,RECEIVED,b95905f0-bbcf-4c71-9c14-d5f2a54a1a93,13008d65-3220-4ed5-8e2c-54bcba8e7614,c4,c1,27,p1,?,surb={'id': '14af7d09-78c5-4dcd-bdec-9366244db1a0', 'route': ['p1', 'e1', 'i3', 'x11', 'p1', 'c4']}
1769475501.7796688,RECEIVED,36b0ad97-b2d8-42f5-85e9-cbdeaa1e501d,49d023d4-7510-4590-b5d9-7d150d54d04d,c4,c1,27,p1,?,surb={'id': 'd2c30fff-c293-40ee-bbea-a0008fbcf9b9', 'route': ['p1', 'e1', 'i2', 'x8', 'p1', 'c4']}
1769475501.8274817,SENT,f0f46775-4f8a-4e2e-9072-88400366c8c8,6609fecf-e652-4530-8b4a-329824b172a1,c1,c4,3405,?,p1,
1769475501.8277311,CREATED,95bc579b-7afd-4209-bfc2-456c315b2ccd,730a7406-f87a-4cdf-92e8-9443fda548ac,c1,c4,26,?,?,surb={'id': 'f5133f96-ee2a-41b1-88c1-32a4d5871d99', 'route': ['p1', 'e11', 'i12', 'x10', 'p1', 'c1']}
1769475502.3546515,RECEIVED,8ee1909c-45b1-4ce7-b1d2-93d5d90a7814,3f58e18a-b8a0-478c-90a5-82ad508c369e,c4,c1,27,p1,?,surb={'id': '50d8edb1-7918-45bd-9151-6daca2229c12', 'route': ['p1', 'e7', 'i1', 'x6', 'p1', 'c4']}
1769475502.37363,SENT,6a4d06dc-c9e3-476e-9989-59fee50f1f2f,6535fa3c-5ef1-4fd2-b570-9d2f32774b82,c1,c4,3383,?,p1,
1769475502.3737702,CREATED,51a2010f-ce6e-42bc-be15-4161641bf31d,ce5ef291-f0d0-4dde-a213-e8dd7bd5cd20,c1,c4,27,?,?,surb={'id': '248e963d-8558-439d-8962-4487e438d21f', 'route': ['p1', 'e4', 'i1', 'x7', 'p1', 'c1']}
1769475502.4426072,SENT,add870de-3dfa-47a3-bdc7-1e2c1bbb8c0e,26d0fc44-2f6f-4a96-ad6c-6657d289d89e,c1,c4,3400,?,p1,
1769475502.4427588,CREATED,81c955ec-bde3-4fdb-b931-2c265dc34ecf,ce5ef291-f0d0-4dde-a213-e8dd7bd5cd20,c1,c4,27,?,?,surb={'id': '248e963d-8558-439d-8962-4487e438d21f', 'route': ['p1', 'e4', 'i1', 'x7', 'p1', 'c1']}
1769475502.4590323,RECEIVED,83ed42b5-3c4f-477e-b627-fa24fdfaf3ce,7fa34ed9-28e1-4d99-b64c-6ecc3c497b27,c4,c1,26,p1,?,surb={'id': '7cde858d-b9f6-424b-93de-6987678e7410', 'route': ['p1', 'e3', 'i12', 'x8', 'p1', 'c4']}
1769475502.5628433,SENT,bb7158e3-a2af-45d2-92df-6ec9403055da,6ced0b15-05ad-4c86-9624-caabc301fe8d,c1,c4,3389,?,p1,
1769475502.562991,CREATED,95793d5e-5116-4971-92d5-30bec89db2c5,fd6603b3-d60f-4439-acd7-b33da9779791,c1,c4,26,?,?,surb={'id': '3ead7e61-2053-4384-9b12-1dcf394cec54', 'route': ['p1', 'e1', 'i10', 'x2', 'p1', 'c1']}
1769475502.608645,SENT,2e7fa19c-3f10-468f-97d2-c1a0c7dadddc,b8681de5-ed88-44c9-a750-20df7d6007f0,c1,c4,3379,?,p1,
1769475502.6087255,CREATED,6440c1f3-896c-4ca9-9aa7-1e4ddea1f18c,fd6603b3-d60f-4439-acd7-b33da9779791,c1,c4,26,?,?,surb={'id': '3ead7e61-2053-4384-9b12-1dcf394cec54', 'route': ['p1', 'e1', 'i10', 'x2', 'p1', 'c1']}
1769475502.6843681,RECEIVED,8d9ed840-fddf-4774-8211-ece9a77a5df8,13008d65-3220-4ed5-8e2c-54bcba8e7614,c4,c1,27,p1,?,surb={'id': '14af7d09-78c5-4dcd-bdec-9366244db1a0', 'route': ['p1', 'e1', 'i3', 'x11', 'p1', 'c4']}
1769475502.6952655,RECEIVED,56011a94-8eb3-4fdd-a93a-7172a0b9b22f,72ecd114-06bb-4114-8a00-06fc6cb3fe32,c4,c1,27,p1,?,surb={'id': '6326c5e0-9ae2-49d3-acb4-c38eda539cdb', 'route': ['p1', 'e3', 'i8', 'x11', 'p1', 'c4']}
1769475502.7644157,RECEIVED,20463d8d-6ae5-4c53-a46e-aec28bc02776,632f90dd-64d2-4446-af82-c604f0d22267,c4,c1,26,p1,?,surb={'id': '785f79b5-c052-433a-8c24-64cfcbe06a4f', 'route': ['p1', 'e12', 'i6', 'x7', 'p1', 'c4']}
1769475502.9342613,RECEIVED,2bca9176-60f7-455f-8c94-14576c140348,75ee6cf0-80c1-4afb-8292-892d0c2b516c,c4,c1,27,p1,?,surb={'id': 'eaa135cf-83d8-41f8-b089-a8840bd4edb8', 'route': ['p1', 'e12', 'i3', 'x10', 'p1', 'c4']}
1769475503.4008334,SENT,78a2a786-3b50-48e8-ac53-ace80be55d4a,07e13e6f-2f94-4058-82bc-e4d0de690ceb,c1,c4,3371,?,p1,
1769475503.4008965,CREATED,dd20dcce-c2bd-4245-91a2-01f0c4a0b689,1f3fd0fb-048d-4875-94ed-e3b5c178222a,c1,c4,27,?,?,surb={'id': '695a745c-ec53-40be-a549-e26a0e53444b', 'route': ['p1', 'e10', 'i7', 'x8', 'p1', 'c1']}
1769475503.4036524,SENT,d3926279-c4d1-465a-84eb-3b40266e844f,f73e27e7-e820-4ef4-bbd2-1cbe2829eee5,c1,c4,3359,?,p1,
1769475503.403714,CREATED,ab84f8b2-b84f-49d9-bdce-b7a367512800,1f3fd0fb-048d-4875-94ed-e3b5c178222a,c1,c4,27,?,?,surb={'id': '695a745c-ec53-40be-a549-e26a0e53444b', 'route': ['p1', 'e10', 'i7', 'x8', 'p1', 'c1']}
1769475503.4558725,RECEIVED,d91b96ef-1137-4b7a-8f7f-1452a42d29f4,49d023d4-7510-4590-b5d9-7d150d54d04d,c4,c1,27,p1,?,surb={'id': 'd2c30fff-c293-40ee-bbea-a0008fbcf9b9', 'route': ['p1', 'e1', 'i2', 'x8', 'p1', 'c4']}
1769475503.4654477,SENT,6b9d04ff-0c7b-43a6-9642-f52b91e5656e,4eb9d7b4-1462-47d1-9544-51679fb2d2ed,c1,c4,3388,?,p1,
1769475503.4655118,CREATED,4ee71fa7-0da3-4f14-9728-c5b680eb1585,8ce8d176-3a1c-4b11-acc5-cab09df47437,c1,c4,27,?,?,surb={'id': '9da87a30-8234-4f66-824f-e59f10eb2b44', 'route': ['p1', 'e10', 'i7', 'x11', 'p1', 'c1']}
1769475503.731024,SENT,9e656ad1-b742-46e9-90ae-173d10b7b882,ccb289d9-125e-412a-b249-718b9a69cc59,c1,c4,3399,?,p1,
1769475503.7312086,CREATED,a72126ba-9c5f-4026-9cfd-3b259c763700,8ce8d176-3a1c-4b11-acc5-cab09df47437,c1,c4,27,?,?,surb={'id': '9da87a30-8234-4f66-824f-e59f10eb2b44', 'route': ['p1', 'e10', 'i7', 'x11', 'p1', 'c1']}
1769475503.8018725,RECEIVED,a7756973-2b76-4d49-ba17-f5493dde1375,632f90dd-64d2-4446-af82-c604f0d22267,c4,c1,26,p1,?,surb={'id': '785f79b5-c052-433a-8c24-64cfcbe06a4f', 'route': ['p1', 'e12', 'i6', 'x7', 'p1', 'c4']}
1769475503.8097653,SENT,effcdf43-ffe3-451c-8481-2f0c176a55ef,31e6ac70-f1e9-49cc-82ab-4b1601ca1885,c1,c4,3371,?,p1,
1769475503.809817,CREATED,c445ab87-5aa3-45da-ad48-e9c89fce7cea,e9e2261e-45a5-4df7-a41b-01eebb1f1a16,c1,c4,27,?,?,surb={'id': '67eb7e13-c0d5-41d0-b51b-9c6e3a17c57b', 'route': ['p1', 'e6', 'i3', 'x4', 'p1', 'c1']}
1769475503.9135072,SENT,1e57c998-c259-41cc-a8a9-2b25474b6f8e,f51a0419-830f-4d53-b27b-a4990fc277ce,c1,c4,3389,?,p1,
1769475503.9136512,CREATED,75ca4168-fb6f-4c3c-bf19-9e1e418c1c2d,e9e2261e-45a5-4df7-a41b-01eebb1f1a16,c1,c4,27,?,?,surb={'id': '67eb7e13-c0d5-41d0-b51b-9c6e3a17c57b', 'route': ['p1', 'e6', 'i3', 'x4', 'p1', 'c1']}
1769475503.9586875,SENT,62a24623-570f-4304-86ac-ad693f1610cd,00a96c66-dc68-4a14-9954-5e798603b59e,c1,c4,3407,?,p1,
1769475503.958854,CREATED,a316ae56-1a02-4dc3-ad37-1f0f6b02954f,15001d8b-1687-4a1d-8202-7b2528a59c9e,c1,c4,27,?,?,surb={'id': 'f7896660-3278-401f-9305-eaf3bbd9797a', 'route': ['p1', 'e9', 'i11', 'x4', 'p1', 'c1']}
1769475503.982343,SENT,d8c1e743-374e-48c9-af3f-804ea266cafd,1bb91bb1-847a-49f9-8092-10d7426e1d6d,c1,c4,3388,?,p1,
1769475503.9824908,CREATED,68cec460-63bf-480c-bdd9-f8efb1f06d1e,15001d8b-1687-4a1d-8202-7b2528a59c9e,c1,c4,27,?,?,surb={'id': 'f7896660-3278-401f-9305-eaf3bbd9797a', 'route': ['p1', 'e9', 'i11', 'x4', 'p1', 'c1']}
1769475504.14244,RECEIVED,ab8c1fb7-c090-4c1e-a3b1-2d413c1781a4,75ee6cf0-80c1-4afb-8292-892d0c2b516c,c4,c1,27,p1,?,surb={'id': 'eaa135cf-83d8-41f8-b089-a8840bd4edb8', 'route': ['p1', 'e12', 'i3', 'x10', 'p1', 'c4']}
1769475504.1457107,SENT,ee38506b-0a68-4f9e-abcc-7ece98bab9c1,b4d386ff-7a63-4e41-b4b8-0998693e4aa8,c1,c4,3376,?,p1,
1769475504.1458569,CREATED,405fd38e-c4c9-4d23-868f-32a7add8ef27,559a3e49-b86a-4f4b-8d9e-012e9b9f3999,c1,c4,26,?,?,surb={'id': 'ff3027bb-33ee-4984-93ca-122b79171c78', 'route': ['p1', 'e8', 'i7', 'x6', 'p1', 'c1']}
1769475504.2403152,SENT,f74a4793-04ed-4e06-895e-afbb6b70c826,17ef327b-f0bb-4dcd-beb4-2e9f8695424a,c1,c4,3376,?,p1,
1769475504.2404747,CREATED,dd9ad541-00b4-4d2a-ac22-dea3f0a67090,559a3e49-b86a-4f4b-8d9e-012e9b9f3999,c1,c4,26,?,?,surb={'id': 'ff3027bb-33ee-4984-93ca-122b79171c78', 'route': ['p1', 'e8', 'i7', 'x6', 'p1', 'c1']}
1769475504.5683348,SENT,f71f8082-20bd-406a-9c59-3abe2aaa60f3,48b20116-da0c-43fa-80d4-6d7bec93b4f5,c1,c4,3359,?,p1,
1769475504.568469,CREATED,d2cbeaa5-e8e2-4163-bee6-65c253963177,8863501a-950a-4cdf-add6-f57b1ee6daca,c1,c4,27,?,?,surb={'id': 'ab91175f-64c7-446f-aea7-0a9dd5c87962', 'route': ['p1', 'e7', 'i6', 'x11', 'p1', 'c1']}
1769475504.614996,SENT,512ff556-ea2c-4342-bbed-b5b5a2f104e6,b768bbf4-d973-466e-afc7-76a43926cd26,c1,c4,3400,?,p1,
1769475504.6151524,CREATED,7df5a98c-6367-43d3-b9ca-a62db5139685,8863501a-950a-4cdf-add6-f57b1ee6daca,c1,c4,27,?,?,surb={'id': 'ab91175f-64c7-446f-aea7-0a9dd5c87962', 'route': ['p1', 'e7', 'i6', 'x11', 'p1', 'c1']}
1769475504.690246,RECEIVED,94fc296b-aa92-42b9-8b3c-4898b6094217,4d43a8a0-b498-4f08-a4b3-ec550d6777e1,c4,c1,27,p1,?,surb={'id': '3f6068cf-037a-4ba4-8c8f-68ea97d7d6fd', 'route': ['p1', 'e1', 'i4', 'x2', 'p1', 'c4']}
1769475505.140961,SENT,72acb248-e710-40ad-973f-f4d487abeed2,358980e3-3b5b-4268-9dcf-d432850815e3,c1,c4,3371,?,p1,
1769475505.14122,CREATED,d2a08cf5-5dd5-4b9d-adc3-7e6576259238,41bd35d6-fb73-437a-a665-2d33637a6fec,c1,c4,25,?,?,surb={'id': 'a8225e65-3f01-4255-838e-bb5c485ee11f', 'route': ['p1', 'e8', 'i11', 'x11', 'p1', 'c1']}
1769475505.751105,RECEIVED,e7693e37-63f8-41fb-8947-1483494f9ef6,079a30dd-cba3-4822-ada6-56a29775d538,c4,c1,26,p1,?,surb={'id': 'd587c297-517f-4014-bf33-b5d291fd033b', 'route': ['p1', 'e2', 'i8', 'x10', 'p1', 'c4']}
1769475505.9379277,RECEIVED,11f3daf5-4728-474a-85cc-a698ef2aaf49,079a30dd-cba3-4822-ada6-56a29775d538,c4,c1,26,p1,?,surb={'id': 'd587c297-517f-4014-bf33-b5d291fd033b', 'route': ['p1', 'e2', 'i8', 'x10', 'p1', 'c4']}
1769475506.0070102,SENT,2f58f5ca-f646-48fc-9d85-a3c6c3b51c50,05ecdabf-958d-47e8-8a66-72289502b8e0,c1,c4,3410,?,p1,
1769475506.0071888,CREATED,f987f194-353e-4080-b26d-c9bc73bf2b49,41bd35d6-fb73-437a-a665-2d33637a6fec,c1,c4,25,?,?,surb={'id': 'a8225e65-3f01-4255-838e-bb5c485ee11f', 'route': ['p1', 'e8', 'i11', 'x11', 'p1', 'c1']}
1769475506.0852838,RECEIVED,52acfd93-2a4b-4f54-a4ae-d1e1dfe5d3d8,d4492b76-3ad6-4dda-840e-3c7891deebe9,c4,c1,26,p1,?,surb={'id': 'e466f2d6-22d1-4c78-9714-2d88258cb917', 'route': ['p1', 'e12', 'i8', 'x11', 'p1', 'c4']}
1769475506.2103884,RECEIVED,ecb3bda6-52c4-4a31-a0a3-46fa32aea14b,224a3cb9-9d6e-4fca-80eb-10b9d7eacc21,c4,c1,27,p1,?,surb={'id': 'a4972295-913a-4115-891b-8a02174f3960', 'route': ['p1', 'e12', 'i8', 'x2', 'p1', 'c4']}
1769475506.7895305,RECEIVED,8c25d5f8-2626-439a-b447-c706375e7dd8,81d17835-7d2a-402b-a8a8-7cbfd44977a6,c4,c1,26,p1,?,surb={'id': 'ffb2ad74-16f5-4288-9b23-ef9e58af64fe', 'route': ['p1', 'e8', 'i11', 'x4', 'p1', 'c4']}
1769475506.8755574,RECEIVED,dbf65166-725b-44bf-bcc6-c66a90395b91,81d17835-7d2a-402b-a8a8-7cbfd44977a6,c4,c1,26,p1,?,surb={'id': 'ffb2ad74-16f5-4288-9b23-ef9e58af64fe', 'route': ['p1', 'e8', 'i11', 'x4', 'p1', 'c4']}
1769475507.0451198,SENT,d8cb113b-0740-4b10-8592-f5d54d78b1fb,2db34ebe-1803-4d66-a8bb-a3b8a873c7eb,c1,c4,3358,?,p1,
1769475507.0452201,CREATED,0db83c99-d2f8-498c-8f86-c0c71c1d6959,2fa27cdf-10f9-428d-9702-be1cb8c51f71,c1,c4,27,?,?,surb={'id': '6f941883-19bc-4840-802a-3344c9301889', 'route': ['p1', 'e5', 'i5', 'x6', 'p1', 'c1']}
