timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769475339.6471326,SENT,f7f694a6-2088-4b71-bc89-13773e8a9003,1e17e49b-11ec-400a-8fc5-f4acfa0dbd87,c4,c1,3396,?,p1,
1769475339.6472902,CREATED,76245b9e-fe19-40e4-8d4a-9ca96ed83c0c,e3f6fce0-aa38-4ff4-bee3-c54c0bd71d55,c4,c1,27,?,?,surb={'id': 'a0015d48-97cb-4f91-8113-6c63da7cba88', 'route': ['p1', 'e11', 'i2', 'x5', 'p1', 'c4']}
1769475711.1022525,SENT,2b2576b6-66c0-43d2-a677-cb02b065fa04,37930f9e-c6bf-41fc-a542-7bf579cf99ef,c4,c1,3381,?,p1,
1769475711.1024032,CREATED,7ebe4512-5b9f-402d-bba0-2af5d89d9cb1,adce7e67-b4c7-4fda-96d8-a519c30688f1,c4,c1,27,?,?,surb={'id': '16856219-61f3-42f7-b115-2af8a1ca689c', 'route': ['p1', 'e6', 'i12', 'x10', 'p1', 'c4']}
1769475711.2401896,SENT,b66416f6-27e3-409a-819c-106ba02d6de1,60e2e9fb-f51c-43fb-85f9-a6b279824673,c4,c1,3388,?,p1,
1769475711.2403371,CREATED,ac451bac-b1c2-4686-9974-e00ebbd25cc4,adce7e67-b4c7-4fda-96d8-a519c30688f1,c4,c1,27,?,?,surb={'id': '16856219-61f3-42f7-b115-2af8a1ca689c', 'route': ['p1', 'e6', 'i12', 'x10', 'p1', 'c4']}
1769475711.3215172,SENT,5dbbfd18-5c3f-4c57-9f8f-ddddad354c0f,bfab304e-fe34-434e-a434-9918392e6af0,c4,c1,3368,?,p1,
1769475711.3216648,CREATED,ae985912-813b-4f0d-8937-48c060025476,6802bdb7-c8ff-4bb5-8bd9-d381e50d9d0d,c4,c1,26,?,?,surb={'id': 'e1dcccbb-8a08-445e-81aa-c4bbd26ce7d6', 'route': ['p1', 'e4', 'i8', 'x10', 'p1', 'c4']}
1769475711.336801,RECEIVED,b435586f-77e5-4d4e-8c05-bd94d635369b,aca15674-7332-4ec9-b60a-285c09b947ca,c5,c4,27,p1,?,surb={'id': '23ced5b4-0ea5-4e69-b6a4-d4bf77e49827', 'route': ['p1', 'e2', 'i7', 'x5', 'p2', 'c5']}
1769475711.6660209,SENT,9b9465cc-4c14-4c20-937f-879d03a07400,f4a91ad5-bdaa-44e4-a0a4-d55869be8625,c4,c1,3395,?,p1,
1769475711.6662076,CREATED,2dc5b3d0-491b-417e-9311-cf9115640195,6802bdb7-c8ff-4bb5-8bd9-d381e50d9d0d,c4,c1,26,?,?,surb={'id': 'e1dcccbb-8a08-445e-81aa-c4bbd26ce7d6', 'route': ['p1', 'e4', 'i8', 'x10', 'p1', 'c4']}
1769475711.6855407,RECEIVED,5489c8ab-d4d5-40e7-9a60-413469edd3ce,3b5c284d-292c-4c97-9a02-b19a56e67889,c1,c4,27,p1,?,surb={'id': '230be066-c1de-49b9-8ded-b91e083afd03', 'route': ['p1', 'e3', 'i12', 'x3', 'p1', 'c1']}
1769475712.0428135,SENT,0719dc0e-e12f-49a8-adf8-cc21f3065019,842e6872-2b47-4798-8b57-5e6987623115,c4,c1,3381,?,p1,
1769475712.0429637,CREATED,516d280c-841a-44d7-8c84-fbc3c7b984d2,069fde9b-5c72-4281-a69b-0e72dd8964f4,c4,c1,27,?,?,surb={'id': 'adf263b1-ba1a-4078-9ade-612d8a2aa792', 'route': ['p1', 'e9', 'i6', 'x8', 'p1', 'c4']}
1769475712.08861,RECEIVED,1c8d147a-6881-428c-9a29-a4929dda5de9,c9ea2e73-f10e-4367-9993-d032dbb1fcc8,c1,c4,27,p1,?,surb={'id': '29e7eadf-9d35-489f-9fcc-634cb718fcd6', 'route': ['p1', 'e12', 'i7', 'x7', 'p1', 'c1']}
1769475712.1758156,RECEIVED,7690ab33-7b24-4396-94eb-74aeb6414e29,6861c891-b2e9-49f8-bec3-1b002312d0af,c5,c4,27,p1,?,surb={'id': 'dd879227-9a63-4f75-a1c1-ffa33f498f91', 'route': ['p1', 'e6', 'i1', 'x10', 'p2', 'c5']}
1769475712.1777215,SENT,ce84e280-134f-44ee-b3a8-3f7ca56b82bc,16131424-c404-4503-af89-f8da3443e9c4,c4,c1,3388,?,p1,
1769475712.1778653,CREATED,4be6358f-af51-42b1-885a-9164e3ce2868,069fde9b-5c72-4281-a69b-0e72dd8964f4,c4,c1,27,?,?,surb={'id': 'adf263b1-ba1a-4078-9ade-612d8a2aa792', 'route': ['p1', 'e9', 'i6', 'x8', 'p1', 'c4']}
1769475712.370431,RECEIVED,3be0e235-6dd2-4d61-9233-1ed9b151ca4c,36cd7d6b-6858-43e6-9ba6-8b267b26d13b,c1,c4,27,p1,?,surb={'id': '0b2febc3-e612-4604-928b-871ebaee881c', 'route': ['p1', 'e4', 'i9', 'x11', 'p1', 'c1']}
1769475712.3799372,RECEIVED,e98fccf1-8233-4c7b-952f-f7efea6f1804,81b873e1-0059-492a-ba35-321cbb2ae698,c5,c4,27,p1,?,surb={'id': '7684429b-3bf7-4038-9b74-5c2158d58f38', 'route': ['p1', 'e2', 'i9', 'x8', 'p2', 'c5']}
1769475712.516958,RECEIVED,914426c5-b449-4734-a874-b08a407b6801,3307be8b-f7a5-4f71-bf78-3a6901ad3efe,c1,c4,27,p1,?,surb={'id': '7147bf9f-2f2b-4fb1-9445-70424410ec55', 'route': ['p1', 'e8', 'i2', 'x2', 'p1', 'c1']}
1769475712.8359964,RECEIVED,7ec15520-2938-4a82-8ec7-3ef400c84b47,5d6385f0-839e-4f25-9ed9-c1028a24c11b,c1,c4,27,p1,?,surb={'id': '01a42bf2-ce94-4503-bffd-6ead3ecb6e49', 'route': ['p1', 'e7', 'i3', 'x2', 'p1', 'c1']}
1769475712.847986,SENT,efdf4165-ac85-4a99-88cd-b3613dad62fa,5a2bbe47-04a4-40e7-ae94-016b250dcb96,c4,c1,3359,?,p1,
1769475712.8481777,CREATED,2d5c3070-50bb-4f29-9a5c-d73f7850a549,16ffe56c-240e-4184-9e9d-cdcda544ea39,c4,c1,27,?,?,surb={'id': 'c28560ef-1c29-4349-b426-fca3ae34d184', 'route': ['p1', 'e12', 'i3', 'x5', 'p1', 'c4']}
1769475712.8709643,SENT,9d730839-5e79-4bb7-9fd5-5187e6222a4f,06a0ca5f-1aa4-4ebb-8e77-3dfb7fa8d65a,c4,c1,3371,?,p1,
1769475712.8721147,CREATED,a44d1fab-d3a1-45dc-96c9-30fd4a867f50,16ffe56c-240e-4184-9e9d-cdcda544ea39,c4,c1,27,?,?,surb={'id': 'c28560ef-1c29-4349-b426-fca3ae34d184', 'route': ['p1', 'e12', 'i3', 'x5', 'p1', 'c4']}
1769475713.1035888,SENT,4bc51396-a607-455d-b2c2-e42c977ee2ff,83bca33f-8d7e-44a8-8274-820ae213e2f7,c4,c1,3396,?,p1,
1769475713.1036644,CREATED,06588c5c-743b-4d91-b749-311eee09ccfb,4c00e450-6159-4142-a3e3-9a942466c15d,c4,c1,27,?,?,surb={'id': '47a2a6bc-79d7-4de5-892e-7c40f085bce1', 'route': ['p1', 'e2', 'i6', 'x8', 'p1', 'c4']}
1769475713.118448,SENT,9bc63d68-27ff-4405-af58-0defa946affd,797e874f-c440-45c8-8dc9-e126aab87c9e,c4,c1,3364,?,p1,
1769475713.1185226,CREATED,0676d166-6b6b-4d02-92e0-30390462bd63,4c00e450-6159-4142-a3e3-9a942466c15d,c4,c1,27,?,?,surb={'id': '47a2a6bc-79d7-4de5-892e-7c40f085bce1', 'route': ['p1', 'e2', 'i6', 'x8', 'p1', 'c4']}
1769475713.4387126,RECEIVED,f0e04d04-5718-427b-8da8-9cd02adcbcc4,69a946ed-17d7-402d-a1cd-3fd6e18d7d61,c5,c4,27,p1,?,surb={'id': '30c8816c-3ab1-488d-9f27-03f1048586e2', 'route': ['p1', 'e2', 'i1', 'x10', 'p2', 'c5']}
1769475713.5453076,SENT,7ed8b25e-9fd3-4675-9c66-607e8a892e90,fa3c2de7-a670-4340-b756-dffed3ede591,c4,c1,3363,?,p1,
1769475713.5454562,CREATED,02789a85-85f0-4559-89da-5ef4276405de,6795d535-a594-42e0-898c-b8aefcb503a5,c4,c1,26,?,?,surb={'id': '53e9df16-421a-4b97-8725-213124007775', 'route': ['p1', 'e10', 'i5', 'x4', 'p1', 'c4']}
1769475713.6334295,RECEIVED,c36f5a29-0beb-473c-89d0-ff7f7b943c9a,aca15674-7332-4ec9-b60a-285c09b947ca,c5,c4,27,p1,?,surb={'id': '23ced5b4-0ea5-4e69-b6a4-d4bf77e49827', 'route': ['p1', 'e2', 'i7', 'x5', 'p2', 'c5']}
1769475713.8872995,SENT,b4b17972-5f52-430a-bdf7-5c84fb3e76c5,7e7c0955-8bf6-4f3f-9b8e-35f9ea90dc66,c4,c1,3380,?,p1,
1769475713.8874474,CREATED,73cd7978-2939-473f-8f48-5477b6cb04ea,6795d535-a594-42e0-898c-b8aefcb503a5,c4,c1,26,?,?,surb={'id': '53e9df16-421a-4b97-8725-213124007775', 'route': ['p1', 'e10', 'i5', 'x4', 'p1', 'c4']}
1769475713.9370804,SENT,75abcd74-9d73-4689-b23c-0ff899f2c13a,6452191c-11d4-48f8-948d-fa245d34ce9b,c4,c1,3399,?,p1,
1769475713.937234,CREATED,49e815e0-cce6-4d39-abcc-c0785ab842e0,134e804f-5d4a-494e-909b-c0224f967435,c4,c1,27,?,?,surb={'id': 'bd2448b2-5e36-41a1-ba25-82c1bccf42b9', 'route': ['p1', 'e10', 'i8', 'x3', 'p1', 'c4']}
1769475714.1241426,RECEIVED,8fcfe8d8-0311-4469-9d69-34cb416425bc,f1d54166-b179-4c4a-aca1-ec6a7e5d2a5f,c1,c4,27,p1,?,surb={'id': 'e3baa48b-6102-4ac0-b2de-5e244d3ea697', 'route': ['p1', 'e11', 'i10', 'x6', 'p1', 'c1']}
1769475714.1919665,RECEIVED,adc5b8b1-0e6c-4193-afc3-f3126f5aa9fa,ab62e1cb-daba-47b3-acb1-70e0c871459e,c5,c4,26,p1,?,surb={'id': 'c304a519-3e55-43e4-80f1-973644f7bb5f', 'route': ['p1', 'e1', 'i2', 'x4', 'p2', 'c5']}
1769475714.2127402,SENT,f24b99b4-d5ad-4c36-9ab4-cb534273b06e,9aeb739d-e885-4184-b7b6-31a9ecba9b5c,c4,c1,3396,?,p1,
1769475714.212892,CREATED,1aa58057-4a29-49e6-97d6-e3239f834b8c,134e804f-5d4a-494e-909b-c0224f967435,c4,c1,27,?,?,surb={'id': 'bd2448b2-5e36-41a1-ba25-82c1bccf42b9', 'route': ['p1', 'e10', 'i8', 'x3', 'p1', 'c4']}
1769475714.6522784,SENT,68ec5a40-01af-4ea5-82ec-655875f58725,655e989e-be6c-4fc3-9f78-bbe03dfaae25,c4,c1,3389,?,p1,
1769475714.6524265,CREATED,08de65d1-62ca-4aa1-b221-dbd805738e8b,752bdf9f-2514-45a5-bd85-d39fd2c4b46d,c4,c1,27,?,?,surb={'id': 'ffe2b58c-95d9-4090-8ee9-2c89a8556f3d', 'route': ['p1', 'e12', 'i8', 'x7', 'p1', 'c4']}
1769475715.155571,SENT,0ad89074-bed6-4bfe-90ed-f9254aa2fea4,dff57874-4c86-4794-a37c-17be663aa71b,c4,c1,3388,?,p1,
1769475715.1557176,CREATED,177ed283-6c19-484c-94da-530f3ddbc081,752bdf9f-2514-45a5-bd85-d39fd2c4b46d,c4,c1,27,?,?,surb={'id': 'ffe2b58c-95d9-4090-8ee9-2c89a8556f3d', 'route': ['p1', 'e12', 'i8', 'x7', 'p1', 'c4']}
1769475715.306864,RECEIVED,a4a65146-0d47-4a33-ab49-1de194ce5fb4,763556c6-a1d5-48f0-bb69-88a18f6d46e3,c5,c4,27,p1,?,surb={'id': '9fd9b803-2f19-481a-9cbc-8f8d3057f229', 'route': ['p1', 'e2', 'i4', 'x11', 'p2', 'c5']}
1769475715.5201588,RECEIVED,ead66c72-590d-417d-ada1-c8b15b7ba493,bce93d2e-dfa2-4a2f-9316-52bc7821bc67,c1,c4,27,p1,?,surb={'id': '3cccb96b-dcff-4710-9f61-3c54c2d0a410', 'route': ['p1', 'e9', 'i6', 'x6', 'p1', 'c1']}
1769475715.766933,RECEIVED,5272665f-60f9-4645-b6b3-5b7363cf4d48,6912036c-a878-4f8e-9646-a904f3cf0052,c5,c4,27,p1,?,surb={'id': '39872a6f-204c-4583-8c89-b72b6e5f5a4c', 'route': ['p1', 'e11', 'i1', 'x5', 'p2', 'c5']}
1769475716.0185976,RECEIVED,9e5605fc-225a-4c8a-bd6f-a72f02b63878,f1d54166-b179-4c4a-aca1-ec6a7e5d2a5f,c1,c4,27,p1,?,surb={'id': 'e3baa48b-6102-4ac0-b2de-5e244d3ea697', 'route': ['p1', 'e11', 'i10', 'x6', 'p1', 'c1']}
1769475716.0829077,RECEIVED,3e8a534c-78fb-470a-a872-20eba6281cf3,0945ac49-998f-4fa1-9f3a-0f0b8821c91b,c1,c4,27,p1,?,surb={'id': '85ca9b00-6120-49ce-bea7-4af0668f7128', 'route': ['p1', 'e1', 'i6', 'x6', 'p1', 'c1']}
1769475716.2975671,RECEIVED,985b26e2-06d8-4916-a20d-8add1600615d,763556c6-a1d5-48f0-bb69-88a18f6d46e3,c5,c4,27,p1,?,surb={'id': '9fd9b803-2f19-481a-9cbc-8f8d3057f229', 'route': ['p1', 'e2', 'i4', 'x11', 'p2', 'c5']}
1769475716.3087776,SENT,ca9f700c-f3e9-416a-89c2-29184913475d,8f1bb5f1-16ca-482d-93cb-bd5024aadd35,c4,c1,3380,?,p1,
1769475716.3089244,CREATED,27181f0e-b823-444a-aa52-a6c0bbb5621c,66a89616-4ed8-47a0-a47e-8fe352c20218,c4,c1,26,?,?,surb={'id': '3be1ff41-0a63-48f8-8b90-a62a269ef2c7', 'route': ['p1', 'e3', 'i12', 'x9', 'p1', 'c4']}
1769475716.360567,RECEIVED,3655acbe-1b9e-4602-b38e-03a39796892b,ab62e1cb-daba-47b3-acb1-70e0c871459e,c5,c4,26,p1,?,surb={'id': 'c304a519-3e55-43e4-80f1-973644f7bb5f', 'route': ['p1', 'e1', 'i2', 'x4', 'p2', 'c5']}
1769475716.4939072,RECEIVED,102d220a-b831-4780-8a84-4ca378cb213d,fb635a96-fe47-42be-a00d-0715f86c7bef,c5,c4,27,p1,?,surb={'id': 'f75598b0-5b72-4025-8a07-ec36bd480670', 'route': ['p1', 'e7', 'i3', 'x10', 'p2', 'c5']}
1769475716.6025388,RECEIVED,01010e2c-401f-4cf0-a035-76a7981ec076,ab38c0e7-8a9f-4526-b216-41eca822b9e1,c5,c4,27,p1,?,surb={'id': '03c1fb99-0c1c-490b-b5ae-f18bdbd726d6', 'route': ['p1', 'e5', 'i7', 'x1', 'p2', 'c5']}
1769475716.8709261,RECEIVED,d9bbd5cc-7e32-422d-8ae8-18f55600940f,ab38c0e7-8a9f-4526-b216-41eca822b9e1,c5,c4,27,p1,?,surb={'id': '03c1fb99-0c1c-490b-b5ae-f18bdbd726d6', 'route': ['p1', 'e5', 'i7', 'x1', 'p2', 'c5']}
1769475716.972076,SENT,3377e2f6-0991-4f4e-a1e2-b94546e2787b,51713700-3fb4-490f-80d5-db98e1c99e29,c4,c1,3383,?,p1,
1769475716.9722047,CREATED,98273717-93f4-42c4-ad19-e0d73dc4b477,66a89616-4ed8-47a0-a47e-8fe352c20218,c4,c1,26,?,?,surb={'id': '3be1ff41-0a63-48f8-8b90-a62a269ef2c7', 'route': ['p1', 'e3', 'i12', 'x9', 'p1', 'c4']}
1769475716.9943469,RECEIVED,a3ad6cac-9a78-4e58-8a9d-3a477c648133,64eba6df-8dae-4556-8fa5-b49c6931c884,c5,c4,27,p1,?,surb={'id': 'c16ee9ba-1a69-4afd-8ca1-38593c24c1be', 'route': ['p1', 'e12', 'i7', 'x9', 'p2', 'c5']}
1769475717.0989804,RECEIVED,5547abc6-1098-4fb8-b28a-7fa965d84dfb,2173a26d-42e9-4a4d-a9d1-22989648f74b,c5,c4,25,p1,?,surb={'id': '22bda236-4092-4dd3-a0c3-3d1f217c707a', 'route': ['p1', 'e4', 'i2', 'x2', 'p2', 'c5']}
1769475717.6266835,RECEIVED,28f99251-b05b-48de-b685-c0f0203e5673,6912036c-a878-4f8e-9646-a904f3cf0052,c5,c4,27,p1,?,surb={'id': '39872a6f-204c-4583-8c89-b72b6e5f5a4c', 'route': ['p1', 'e11', 'i1', 'x5', 'p2', 'c5']}
1769475717.6832461,SENT,d79f55a2-9f5c-4411-b22c-45662f6d79dd,105abf44-4125-49b0-ae3b-c41b74002308,c4,c1,3359,?,p1,
1769475717.6833985,CREATED,09300290-3923-4b59-bc7f-b253890d3461,4ffe9f70-2a4b-4bd9-b19a-70ab40e2c692,c4,c1,27,?,?,surb={'id': '2f2b4a0e-9168-4329-ba10-7e95c8fbecc7', 'route': ['p1', 'e9', 'i11', 'x8', 'p1', 'c4']}
1769475718.124574,RECEIVED,19caf274-b5a6-4462-9326-0e011a779f92,aaf11b5e-2324-4b66-addb-6fc62550632e,c1,c4,27,p1,?,surb={'id': 'dc3d102f-1259-44d8-9c89-5db8f6a24c6a', 'route': ['p1', 'e7', 'i6', 'x12', 'p1', 'c1']}
1769475718.2001667,SENT,be995e7c-1228-4e0c-8425-5a099f0f67c8,cfcde18b-b20c-45f9-8629-6414081aab09,c4,c1,3398,?,p1,
1769475718.2003212,CREATED,188056bd-2665-4c94-9b34-b40e4a1e6243,4ffe9f70-2a4b-4bd9-b19a-70ab40e2c692,c4,c1,27,?,?,surb={'id': '2f2b4a0e-9168-4329-ba10-7e95c8fbecc7', 'route': ['p1', 'e9', 'i11', 'x8', 'p1', 'c4']}
1769475718.4040115,RECEIVED,8344efec-e22f-4072-a102-de2da8910bc5,976ac950-6f64-43a9-a387-3bec4562e919,c5,c4,27,p1,?,surb={'id': '339e9a07-7aab-4679-96eb-1984d7cb8cef', 'route': ['p1', 'e5', 'i3', 'x10', 'p2', 'c5']}
1769475718.524869,RECEIVED,35424298-efa6-4422-b09a-3fa7c1b44224,a3570847-4a44-4dbc-bef5-ea1794f612e4,c1,c4,27,p1,?,surb={'id': 'c3c37a2b-f48c-480c-8351-3687239e8a7a', 'route': ['p1', 'e12', 'i12', 'x9', 'p1', 'c1']}
1769475718.626305,RECEIVED,efea6c9f-2099-4430-adfb-a2d81adeeeea,a3f850d9-04c4-4373-93eb-ecd3bdca5eba,c1,c4,27,p1,?,surb={'id': '66c1b151-cd02-4f5b-952e-b410b1883ce0', 'route': ['p1', 'e9', 'i11', 'x1', 'p1', 'c1']}
1769475718.7031064,RECEIVED,dadfb265-ecb6-45ac-a884-ea928c3f87c6,64eba6df-8dae-4556-8fa5-b49c6931c884,c5,c4,27,p1,?,surb={'id': 'c16ee9ba-1a69-4afd-8ca1-38593c24c1be', 'route': ['p1', 'e12', 'i7', 'x9', 'p2', 'c5']}
1769475718.7637036,RECEIVED,068f6de7-deab-4b36-b3c3-ac16d73ed64b,b7f4cf38-e04c-410b-93f8-f0657bb5b46e,c1,c4,27,p1,?,surb={'id': 'fe986c8c-86f9-4109-9f67-6d726450127e', 'route': ['p1', 'e8', 'i5', 'x1', 'p1', 'c1']}
1769475718.7715836,SENT,32971d59-8677-4305-a491-9e39df6ff407,eaf141d1-62e7-4a94-aa13-b6a57b4ff9fd,c4,c1,3380,?,p1,
1769475718.7716823,CREATED,0cb8706d-efee-464e-b3f7-211e163dc407,1749b2f3-7dac-4a5c-9dba-7cf5e49b6019,c4,c1,26,?,?,surb={'id': '0b9ff77f-4438-4de4-a891-837d93d19d07', 'route': ['p1', 'e11', 'i8', 'x1', 'p1', 'c4']}
1769475718.950102,SENT,8e63531b-c43a-4f01-be37-02f2291139d2,c52952dd-c795-424e-9fe1-1e2aaf14b6d6,c4,c1,3380,?,p1,
1769475718.9502113,CREATED,c771904a-6dc6-4db6-bfd9-1b66b3bc85fc,1749b2f3-7dac-4a5c-9dba-7cf5e49b6019,c4,c1,26,?,?,surb={'id': '0b9ff77f-4438-4de4-a891-837d93d19d07', 'route': ['p1', 'e11', 'i8', 'x1', 'p1', 'c4']}
1769475719.0415213,RECEIVED,9ff806fe-e4d6-4068-8b56-6196124f1867,a3570847-4a44-4dbc-bef5-ea1794f612e4,c1,c4,27,p1,?,surb={'id': 'c3c37a2b-f48c-480c-8351-3687239e8a7a', 'route': ['p1', 'e12', 'i12', 'x9', 'p1', 'c1']}
1769475719.068415,SENT,8df5ee27-049d-46dd-89fe-e1388afaa918,f2011bdb-b6a8-4276-aaf8-8a251791488f,c4,c1,3379,?,p1,
1769475719.0685143,CREATED,d42de7c9-16e8-4c19-a138-e6478962f598,0001f018-f88c-4515-96e8-f1d7a2c97995,c4,c1,27,?,?,surb={'id': 'd07bcacf-feb6-4b03-b93c-2905b11e536c', 'route': ['p1', 'e10', 'i6', 'x4', 'p1', 'c4']}
1769475719.2052262,RECEIVED,2d1c4c05-b62a-4ca7-b28c-c787b559ff1d,3dd67ec3-b2df-449f-8efd-1ea4ed0345c9,c1,c4,27,p1,?,surb={'id': '6ae9b135-5c13-4782-9703-4b32a3d491f3', 'route': ['p1', 'e1', 'i5', 'x9', 'p1', 'c1']}
1769475719.2928057,RECEIVED,8f3375c6-b307-4b51-a946-7bfa8fef2878,b8787328-d50d-4e27-acf9-d646b26c58bf,c5,c4,27,p1,?,surb={'id': 'd0671c1b-aa40-4bc6-bbce-475563fbd43c', 'route': ['p1', 'e8', 'i12', 'x9', 'p2', 'c5']}
1769475719.4090066,SENT,97bb38a2-c7cd-4ad5-bdb5-9cd5c668d150,ae74964b-5558-4dcf-a044-cbcb4677ea0b,c4,c1,3406,?,p1,
1769475719.4091837,CREATED,31997e06-106b-4678-baf5-8d1c023c5fd7,0001f018-f88c-4515-96e8-f1d7a2c97995,c4,c1,27,?,?,surb={'id': 'd07bcacf-feb6-4b03-b93c-2905b11e536c', 'route': ['p1', 'e10', 'i6', 'x4', 'p1', 'c4']}
1769475719.5208628,SENT,917ac83c-a96b-4acf-9ba2-3124a11dac3d,ecbb72ae-bbd8-48f7-ac0e-0c6ef38dd41e,c4,c1,3363,?,p1,
1769475719.5210068,CREATED,9b6f9da4-3ed4-44bb-ab41-6c45f1923105,45f53fc7-7def-44a6-a875-5932bc1347ca,c4,c1,27,?,?,surb={'id': '7ffc2f43-43fb-4ba0-a837-952486884303', 'route': ['p1', 'e3', 'i9', 'x7', 'p1', 'c4']}
1769475719.5365934,RECEIVED,78733190-4b0f-4199-8646-cab3452d4584,a3f850d9-04c4-4373-93eb-ecd3bdca5eba,c1,c4,27,p1,?,surb={'id': '66c1b151-cd02-4f5b-952e-b410b1883ce0', 'route': ['p1', 'e9', 'i11', 'x1', 'p1', 'c1']}
1769475719.609343,RECEIVED,a9ba0beb-5128-41f3-8bdf-0b58c45051d6,ad7a60e8-120b-432a-b6e8-81a690e892b0,c1,c4,27,p1,?,surb={'id': '90ec0c45-74a3-4e37-9679-f2f9b4cab607', 'route': ['p1', 'e9', 'i10', 'x10', 'p1', 'c1']}
1769475719.7974243,SENT,1d5ab480-e3d3-4724-a3c5-714d49a54c07,9df547fd-b1df-43f4-bbd2-35931490fa4e,c4,c1,3380,?,p1,
1769475719.797566,CREATED,53d61eab-20e3-4a39-888c-0aa6fe15ca92,45f53fc7-7def-44a6-a875-5932bc1347ca,c4,c1,27,?,?,surb={'id': '7ffc2f43-43fb-4ba0-a837-952486884303', 'route': ['p1', 'e3', 'i9', 'x7', 'p1', 'c4']}
1769475719.8588793,SENT,e89a9205-6af0-4705-8f0c-3d9ecedb3756,d4889855-2516-48e7-9f43-87920490795d,c4,c1,3376,?,p1,
1769475719.8590255,CREATED,9680c9c0-d822-415f-884d-27d34c91778b,a8eeaef5-3dac-4769-a21b-f66acc6a5925,c4,c1,26,?,?,surb={'id': '7dfd6839-135f-433c-b367-5cda995c42a6', 'route': ['p1', 'e7', 'i3', 'x4', 'p1', 'c4']}
1769475719.9752924,RECEIVED,bb6384b3-6f64-41dc-9d01-51a372904416,aaf11b5e-2324-4b66-addb-6fc62550632e,c1,c4,27,p1,?,surb={'id': 'dc3d102f-1259-44d8-9c89-5db8f6a24c6a', 'route': ['p1', 'e7', 'i6', 'x12', 'p1', 'c1']}
1769475720.0501072,SENT,3c8bf77f-6ed5-46d0-b0e8-07f599aaffe8,0236753e-0155-47fe-89b4-858c658b489d,c4,c1,3390,?,p1,
1769475720.0502586,CREATED,ecf09668-7d13-47f8-a44e-ce266b915ebf,a8eeaef5-3dac-4769-a21b-f66acc6a5925,c4,c1,26,?,?,surb={'id': '7dfd6839-135f-433c-b367-5cda995c42a6', 'route': ['p1', 'e7', 'i3', 'x4', 'p1', 'c4']}
1769475720.0698054,RECEIVED,691c5849-84ac-46f9-acc9-2e564703bf7f,49c687ba-85e3-474b-9bc1-2a91a9ec9821,c1,c4,26,p1,?,surb={'id': '9798806e-477f-4832-a799-206b5b163b80', 'route': ['p1', 'e10', 'i2', 'x9', 'p1', 'c1']}
1769475720.0788121,RECEIVED,26ca30d0-b437-43c1-85cc-e95769555877,b8787328-d50d-4e27-acf9-d646b26c58bf,c5,c4,27,p1,?,surb={'id': 'd0671c1b-aa40-4bc6-bbce-475563fbd43c', 'route': ['p1', 'e8', 'i12', 'x9', 'p2', 'c5']}
1769475720.122154,RECEIVED,83bc67b9-9fb9-4221-886e-f7b1cecd738c,976ac950-6f64-43a9-a387-3bec4562e919,c5,c4,27,p1,?,surb={'id': '339e9a07-7aab-4679-96eb-1984d7cb8cef', 'route': ['p1', 'e5', 'i3', 'x10', 'p2', 'c5']}
1769475720.2710166,SENT,f8559691-fe54-4951-9e8e-7ee05267e849,0b26b991-a7ff-45c5-8d56-7675681ac42d,c4,c1,3359,?,p1,
1769475720.2713819,CREATED,0a8330b3-1675-4330-821f-b3739ded774f,0a9d533d-88c2-484a-a612-e8e6edec619e,c4,c1,27,?,?,surb={'id': '6b1b84d0-cc51-4790-bf98-eb18be6d99e6', 'route': ['p1', 'e7', 'i10', 'x6', 'p1', 'c4']}
1769475720.2832706,RECEIVED,5fdfaba7-fe1f-4aaa-9d3a-e728920cf458,bce93d2e-dfa2-4a2f-9316-52bc7821bc67,c1,c4,27,p1,?,surb={'id': '3cccb96b-dcff-4710-9f61-3c54c2d0a410', 'route': ['p1', 'e9', 'i6', 'x6', 'p1', 'c1']}
1769475720.2920878,RECEIVED,ba43468b-b2ef-4354-bfd1-a7d8053df8e1,2173a26d-42e9-4a4d-a9d1-22989648f74b,c5,c4,25,p1,?,surb={'id': '22bda236-4092-4dd3-a0c3-3d1f217c707a', 'route': ['p1', 'e4', 'i2', 'x2', 'p2', 'c5']}
1769475720.3934457,RECEIVED,ed9118f5-2a73-4042-bd1b-abefb878ffb5,c74e689a-6b9a-4431-b599-375923a29c6e,c5,c4,27,p1,?,surb={'id': 'b1215749-44e3-451c-ae6d-da041be3609a', 'route': ['p1', 'e9', 'i1', 'x6', 'p2', 'c5']}
1769475720.5176816,SENT,f875dc19-a30d-4c3b-8962-ac39c3818383,b44ad481-1b56-4050-b2aa-60c587e62b15,c4,c1,3395,?,p1,
1769475720.5178323,CREATED,24dd90de-fecb-4041-a8a7-31e6990c01d5,0a9d533d-88c2-484a-a612-e8e6edec619e,c4,c1,27,?,?,surb={'id': '6b1b84d0-cc51-4790-bf98-eb18be6d99e6', 'route': ['p1', 'e7', 'i10', 'x6', 'p1', 'c4']}
1769475720.6119435,RECEIVED,7e5688be-7c6d-47cb-912d-c111b1906e95,3dd67ec3-b2df-449f-8efd-1ea4ed0345c9,c1,c4,27,p1,?,surb={'id': '6ae9b135-5c13-4782-9703-4b32a3d491f3', 'route': ['p1', 'e1', 'i5', 'x9', 'p1', 'c1']}
