timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769498175.2177408,CREATED,c42ea77a-ab56-419f-88b0-294694edd70b,05beef91-02fe-4d61-84e0-bad7a2c09884,c4,c1,27,?,?,surb={'id': 'f4b89d58-702f-46f7-b40f-a4bb948b0580', 'route': ['p1', 'e12', 'i7', 'x1', 'p1', 'c4']}
1769498175.2322319,RECEIVED,8f55272b-3af0-40be-a6cf-52b4fc28089b,e3620dd9-ee74-4203-a2d8-686d1c55dd2f,c3,c4,27,p1,?,surb={'id': '89c712b5-03ee-4bb8-9950-66bc5f40f828', 'route': ['p1', 'e8', 'i4', 'x5', 'p3', 'c3']}
1769498175.2407818,RECEIVED,f4fb7093-ca2a-4b26-a4b0-b826d426b582,958d70cc-7d05-45ba-af1a-779de63cbce3,c3,c4,26,p1,?,surb={'id': 'd5748856-c38e-4907-af68-388609917cdf', 'route': ['p1', 'e4', 'i4', 'x12', 'p3', 'c3']}
1769498175.397263,RECEIVED,3ff1a2ac-ae4c-432c-ad2f-85222bf2a59f,4d200f49-dfc3-4c8a-aa96-24bf1ca2c1ff,c3,c4,25,p1,?,surb={'id': '2244f341-80a5-44f0-9514-cb133fb1fb93', 'route': ['p1', 'e10', 'i5', 'x5', 'p3', 'c3']}
1769498175.4821389,RECEIVED,a15720d2-4084-4b11-b1fe-7eb6f8274356,c61c5138-38dd-4200-b88f-409f00030f8a,c2,c4,26,p1,?,surb={'id': '96e58d59-8353-4913-86e3-f7a847463c03', 'route': ['p1', 'e5', 'i5', 'x8', 'p2', 'c2']}
1769498175.5258582,RECEIVED,06a1ba2e-8692-43a3-8266-97010b5c2ba2,d1b4560a-d83a-460e-a56c-a7125b23ef8e,c3,c4,27,p1,?,surb={'id': '6a17a857-5456-4355-8c1d-2a7b350e2aed', 'route': ['p1', 'e3', 'i11', 'x11', 'p3', 'c3']}
1769498175.5734987,RECEIVED,888c81f7-4334-4faa-8f5e-53b04945f7c2,890fb4ac-788a-41ee-a782-04e0f9404f18,c3,c4,27,p1,?,surb={'id': 'f3d11ec5-e94a-4231-afb8-56cb0e3f25e7', 'route': ['p1', 'e10', 'i9', 'x3', 'p3', 'c3']}
1769498175.8454504,SENT,18837d3b-d2fb-43b3-9ab3-3de17c793871,7953a355-6446-4e8b-b8f2-0cee2b15bedc,c4,c1,3380,?,p1,
1769498175.8456159,CREATED,dbee0ae3-e7da-463f-b43a-dbcde53972a5,4ca9ffa4-e340-4c58-a028-f8b37b2e4c1f,c4,c1,27,?,?,surb={'id': 'ab906573-7da7-476e-9c4f-715b4e48b982', 'route': ['p1', 'e2', 'i11', 'x7', 'p1', 'c4']}
1769498176.034627,SENT,04981fff-e259-40b3-bca2-bc0bc7003d69,df3f0ac5-503a-4505-855b-e96d69364e06,c4,c1,3376,?,p1,
1769498176.0347745,CREATED,f6b1d512-d8a2-4306-9457-543a0080244f,7bfda4ba-847e-4596-a350-3e8c83224c88,c4,c1,27,?,?,surb={'id': 'e4dca0a9-3c97-42f4-a101-bd0f9e118655', 'route': ['p1', 'e4', 'i8', 'x9', 'p1', 'c4']}
1769498176.0737238,RECEIVED,0c295e1c-2fed-4c54-9997-d78585e15870,83b24096-5a8e-44ec-9df8-d9f7613c01c6,c3,c4,27,p1,?,surb={'id': '62ec8d65-f69d-4ce1-a006-c0a20f6b6163', 'route': ['p1', 'e10', 'i3', 'x8', 'p3', 'c3']}
1769498176.0893602,RECEIVED,ec2a5dcb-cab3-43dd-9b02-9d72d05d8462,cad5364d-83b7-46f8-9ea0-5d24d8b098e1,c2,c4,27,p1,?,surb={'id': 'c84009a5-7be1-437f-890b-a2350fadf76c', 'route': ['p1', 'e5', 'i5', 'x7', 'p2', 'c2']}
1769498176.1571734,SENT,c1c50947-8ff4-4c31-a55a-e1191380b7e4,fa9b53bf-c9c1-479a-b127-aae10bd59092,c4,c1,3396,?,p1,
1769498176.157321,CREATED,c8e308f4-a570-4ac8-93d8-9d060a988b7a,dfbbd3e0-fdd8-4ccc-95bf-14ed550ac87a,c4,c1,27,?,?,surb={'id': '10223eea-a341-4a8c-b0c0-c2f878c4eac2', 'route': ['p1', 'e11', 'i3', 'x10', 'p1', 'c4']}
1769498176.344796,RECEIVED,50596519-c971-41b7-b086-857d11e826c3,45d7c22e-9b8f-47eb-af9f-5f789a23fba9,c3,c4,27,p1,?,surb={'id': 'ba3ff6ab-a9b4-4fc4-b6e3-4ece22cc88eb', 'route': ['p1', 'e7', 'i12', 'x7', 'p3', 'c3']}
1769498176.4543667,RECEIVED,26528bcd-0cc4-4192-ae1f-f07e3f2518e0,1b7c868e-474d-47e5-a2e5-ae2f9fd7bb57,c2,c4,27,p1,?,surb={'id': 'ef894b01-1998-47f6-beaf-1539a9d51ec4', 'route': ['p1', 'e10', 'i6', 'x2', 'p2', 'c2']}
1769498176.4940178,RECEIVED,c3c76f50-dca0-4f7b-bea1-1ceebb863c36,7413482d-c494-4d4f-bbd2-a70728963e92,c2,c4,27,p1,?,surb={'id': '7ee159de-7cf5-442c-94aa-1b0b2ff16852', 'route': ['p1', 'e8', 'i11', 'x12', 'p2', 'c2']}
1769498176.5056682,SENT,48abdeb0-3ed9-40a8-960e-1586eb978e45,ed35d346-7d4e-4f53-909e-edb0548cf840,c4,c1,3376,?,p1,
1769498176.505822,CREATED,dff52486-c238-490c-a054-5ff175b9e059,985c472f-5577-4dd4-b433-715b37ee4cf6,c4,c1,26,?,?,surb={'id': 'bf72b6a0-5156-4975-a581-acf0fb35f09f', 'route': ['p1', 'e9', 'i8', 'x5', 'p1', 'c4']}
1769498176.6522043,RECEIVED,c99e3a74-d243-4980-b78e-daca42b6577a,82b27f2c-a543-4cd6-bea4-842a70697b5c,c2,c4,26,p1,?,surb={'id': '713a9757-f284-4693-918d-59921a7f292a', 'route': ['p1', 'e3', 'i8', 'x12', 'p2', 'c2']}
1769498176.7868443,SENT,d7cf7310-8b14-4996-9cb3-2a2e446f157b,1ae339f6-9c3d-4074-acc2-b2f08eb030c8,c4,c1,3388,?,p1,
1769498176.7869942,CREATED,5a80487c-99df-4eb1-98c2-67b9a69870d8,d2aa777a-621b-4fdc-a62b-a5c04f0a6551,c4,c1,27,?,?,surb={'id': '1bdf0c66-1769-4fa8-91aa-a2e86a9fd86b', 'route': ['p1', 'e10', 'i12', 'x8', 'p1', 'c4']}
1769498177.232498,SENT,710c4d3d-da69-4dd5-98ef-fc690a6e13c1,6b9d4d0a-0adb-43a6-8e00-d3e5a7f2804b,c4,c1,3380,?,p1,
1769498177.232647,CREATED,6971ea5a-ab14-4043-8fdf-524730d11803,67cb862d-dec3-40df-ab25-713f470ba253,c4,c1,27,?,?,surb={'id': '3257072e-cb96-4c2b-8370-c5ebe48d2006', 'route': ['p1', 'e6', 'i11', 'x6', 'p1', 'c4']}
1769498177.3382256,SENT,7ec66604-0e7e-43e0-8198-90ac64d33c5e,dcb31d3b-a0f7-49b1-9295-002fe055ee4c,c4,c1,3379,?,p1,
1769498177.3383756,CREATED,f19fa791-cc17-43b0-8c56-0267172d8c31,de101894-e832-4ad1-9971-af5a8db0f454,c4,c1,27,?,?,surb={'id': '9763eaa7-a4bf-47c2-98f1-93fc2c2a88bb', 'route': ['p1', 'e3', 'i1', 'x6', 'p1', 'c4']}
1769498177.4147468,RECEIVED,24edaf61-3701-462f-b672-63c3619c1880,fcae1794-5817-475a-9cef-f04dbc9fc90f,c3,c4,27,p1,?,surb={'id': 'd0093d9c-28bf-46e5-beec-7b1e71d86bff', 'route': ['p1', 'e4', 'i5', 'x6', 'p3', 'c3']}
1769498177.4827902,RECEIVED,2187d9c7-760a-472d-bdfc-f065f22e48ab,0ec0edc6-81bd-498c-97f7-fac00407dec4,c3,c4,27,p1,?,surb={'id': 'a477dbfd-6b7f-4a45-93f0-b9b46b4ae20d', 'route': ['p1', 'e8', 'i6', 'x3', 'p3', 'c3']}
1769498177.4907064,SENT,761e8b0d-f9c2-432b-ba9f-21b5eac772a5,1e9bae1d-65f9-402c-97e3-14c4ca52ba23,c4,c1,3389,?,p1,
1769498177.4924037,CREATED,3d19b2fa-36fb-44a8-bc00-adcf7d6e880b,7aef8215-f44a-4e5c-a806-74d7b54a9880,c4,c1,27,?,?,surb={'id': 'bea1a304-4076-4e4b-8204-5b2e40857ec7', 'route': ['p1', 'e9', 'i10', 'x11', 'p1', 'c4']}
1769498177.6508472,SENT,73c02c25-851c-49ae-a657-4d03abdb1212,b581379d-4803-4073-b106-66eb3c5407ca,c4,c1,3368,?,p1,
1769498177.6509938,CREATED,57a9c026-67ef-44ef-964a-7fc87680a2c8,448da1f5-6d12-4cff-8d4c-2d5bb262fed9,c4,c1,27,?,?,surb={'id': '875c1f9b-1fac-496b-833d-00619d06c7ad', 'route': ['p1', 'e12', 'i5', 'x7', 'p1', 'c4']}
1769498177.9060097,RECEIVED,032d075c-ae15-452c-a0dd-4bee6fd9fed8,9e0ae306-2f3d-4908-b906-6b2f6bf2b9e3,c3,c4,27,p1,?,surb={'id': 'e6600d6f-126e-4399-a6ae-05228ada833b', 'route': ['p1', 'e6', 'i11', 'x9', 'p3', 'c3']}
1769498177.9744966,RECEIVED,42febdc1-ab5a-48d1-96ff-837e01bb6f9d,eb3aed4e-3625-4e79-8d81-9d95026985e0,c2,c4,26,p1,?,surb={'id': '3ab01354-a1de-4885-8327-28b35195315a', 'route': ['p1', 'e9', 'i1', 'x10', 'p2', 'c2']}
1769498178.0658793,RECEIVED,ea5aa136-d9be-4750-be4b-526f046bd31d,64edb85b-274c-46b2-9658-8110331b0357,c3,c4,27,p1,?,surb={'id': '68b947f8-d739-4024-8673-4a84dba4395f', 'route': ['p1', 'e4', 'i12', 'x6', 'p3', 'c3']}
1769498178.0817878,RECEIVED,7e7037a2-19ae-426d-96a0-1aa330bd774b,ebc4fb13-162d-49ed-8257-34d747f24f0b,c2,c4,26,p1,?,surb={'id': '33c91bde-2ce9-4df5-8bac-d6cf0db6363b', 'route': ['p1', 'e4', 'i11', 'x10', 'p2', 'c2']}
1769498178.288177,RECEIVED,a0c6ab4b-3360-487c-924e-e5cdf0b12939,89b13bf8-1d51-47dd-8ea6-e79f3995a331,c2,c4,27,p1,?,surb={'id': 'b206e513-939d-4891-8b36-440dc4baa7c7', 'route': ['p1', 'e3', 'i6', 'x2', 'p2', 'c2']}
1769498178.4442728,SENT,06eabea3-7a69-4e6f-9de6-890bedf9b0ab,7165be43-24d3-4371-9712-19debf611780,c4,c1,3376,?,p1,
1769498178.444497,CREATED,989aaf16-0706-4986-950e-c4a16485a2b1,637636dc-243d-42a1-9a02-a1764c6b950c,c4,c1,27,?,?,surb={'id': '6e110041-48fb-4449-9478-7a4fe776e2ff', 'route': ['p1', 'e8', 'i1', 'x6', 'p1', 'c4']}
1769498178.4665146,RECEIVED,a21b69f2-bcb5-4e19-b8c6-c74e1abe749b,3d803f7a-1d63-4e1d-8851-15367baff90a,c2,c4,27,p1,?,surb={'id': 'ac24bd29-0edc-4682-8488-dd31f9465128', 'route': ['p1', 'e12', 'i11', 'x11', 'p2', 'c2']}
1769498178.585221,SENT,6c707743-1139-4d52-b6c3-26ccd8f86c3b,6eaf3f7f-9d09-4a95-8ed3-e2251bf907ff,c4,c1,3359,?,p1,
1769498178.5853558,CREATED,bf819663-8b08-4c68-b62a-2c6db02b99e6,9118f79a-fa0f-408f-bf35-f08c63d84abb,c4,c1,26,?,?,surb={'id': '9afe5ea9-1485-492e-8fae-43efc0babab2', 'route': ['p1', 'e2', 'i3', 'x9', 'p1', 'c4']}
1769498178.7008789,SENT,50577d7a-ffbe-4113-a35c-a759d79e336d,ec95c4e0-6564-4717-8fea-b4e63c2d5ea3,c4,c1,3379,?,p1,
1769498178.701015,CREATED,f56ebee2-0b71-4bea-8a72-58d3b1c2ec6f,918e1812-57cb-4f06-8d46-c972d543cb87,c4,c1,27,?,?,surb={'id': '48439402-b78a-4a49-ba70-669bb5a63d43', 'route': ['p1', 'e6', 'i3', 'x9', 'p1', 'c4']}
1769498178.7397869,RECEIVED,7b589abf-bc46-4b4e-97f6-24a53c4b4685,0b14d61a-783d-43f6-ae5b-6839e7ed2d4c,c2,c4,26,p1,?,surb={'id': '21cf4b88-5deb-4b94-ba75-32fec91d6adf', 'route': ['p1', 'e10', 'i7', 'x6', 'p2', 'c2']}
1769498178.7533102,RECEIVED,bd9dc2c7-76e3-4e85-bb18-492a0b0124d5,fd441e62-31b7-49c3-9231-303154b096e7,c3,c4,26,p1,?,surb={'id': '541240a7-e91b-42f0-9fde-05057cf334e9', 'route': ['p1', 'e7', 'i5', 'x6', 'p3', 'c3']}
1769498178.8362086,RECEIVED,1ec2a1d4-d2d0-4bb4-9294-8b22bf8ddc85,5e95b2ee-089e-459d-a36a-bb96bf1e7b13,c2,c4,27,p1,?,surb={'id': 'a78021d1-e796-4b6c-87dc-f13ffb33c9af', 'route': ['p1', 'e3', 'i7', 'x1', 'p2', 'c2']}
1769498179.4159982,RECEIVED,36b00ce6-578c-4253-b618-9df4fcf0a937,23a9e4c5-617b-46ab-b0e3-180f2785dc6b,c2,c4,27,p1,?,surb={'id': '83260c62-c43b-44c7-8361-8232ce4dda94', 'route': ['p1', 'e3', 'i1', 'x5', 'p2', 'c2']}
1769498179.443851,RECEIVED,619deb12-8480-4529-b628-962312f865f9,2e85ef41-5d0d-4f00-8d30-3712d875d81b,c2,c4,26,p1,?,surb={'id': '1ec6c57c-a6f3-4c24-be01-d085d388ac87', 'route': ['p1', 'e2', 'i7', 'x11', 'p2', 'c2']}
1769498179.6294167,SENT,35873b9e-9ccc-406b-94d0-93590a9aa4c7,a9629210-3f59-4292-8121-a586be55b9b8,c4,c1,3381,?,p1,
1769498179.6295667,CREATED,e2f80563-b0fa-4517-95db-49d33384fb3b,cd2dd2b9-5a6a-4cbd-9c35-87c3ec0bcaa8,c4,c1,27,?,?,surb={'id': '34dcab7b-0d19-4262-bd4d-0f8136d6b1cb', 'route': ['p1', 'e2', 'i5', 'x2', 'p1', 'c4']}
1769498179.8396728,SENT,27d6bd13-1198-46a8-9472-8700d55223ca,0c52761f-1306-45ea-84cd-0423b708a2b6,c4,c1,3355,?,p1,
1769498179.8398497,CREATED,54747cae-5d84-445f-831f-3c749092b059,c1d092b6-17d1-4539-8f13-4f88bb5b6e25,c4,c1,26,?,?,surb={'id': 'cbdfa943-b89e-4d75-aa09-a8065387691d', 'route': ['p1', 'e9', 'i1', 'x1', 'p1', 'c4']}
1769498179.9292839,RECEIVED,80996b7c-5fd9-4f2b-a14c-b7f35c11942f,896f3689-9dfa-48e5-8cd8-5ffa71e007a7,c3,c4,26,p1,?,surb={'id': 'ef31d538-1d0d-4a98-a708-da9b9b77ff8b', 'route': ['p1', 'e12', 'i4', 'x10', 'p3', 'c3']}
1769498180.057417,RECEIVED,f8488e29-742e-46ec-b2e9-f6e8ff2054ae,0d6eb7cd-6063-433f-8599-edec609b555e,c3,c4,27,p1,?,surb={'id': '343a6b77-0204-4d4a-a10d-20fa1003ed53', 'route': ['p1', 'e12', 'i3', 'x7', 'p3', 'c3']}
1769498180.2699175,RECEIVED,3dc56625-84b2-4fd8-9472-54d4eb5e425c,40b7ae7f-1235-4dc3-9dd9-d18e4a1f8477,c3,c4,27,p1,?,surb={'id': '1bdd9561-c672-4c30-b681-37da063ef8c7', 'route': ['p1', 'e7', 'i7', 'x5', 'p3', 'c3']}
1769498180.2803323,RECEIVED,61f8fe70-fb3a-47bf-bb00-79fc7b0a1c83,78984283-2f23-4f5f-98c6-eff04850edde,c2,c4,27,p1,?,surb={'id': '675e1ac1-62ef-4e05-8edc-0ed885601c14', 'route': ['p1', 'e9', 'i7', 'x8', 'p2', 'c2']}
1769498180.2817228,SENT,38fbe91a-5678-4b36-a2ac-b41b4671eca4,93132c88-d955-463a-8bfc-9af4312490b4,c4,c1,3376,?,p1,
1769498180.2818966,CREATED,3d55f9e0-ea63-4ac5-a0d5-dc08e4d6e446,07fcd841-4a4f-4711-bf22-15afbe344475,c4,c1,27,?,?,surb={'id': '5cb36221-3711-4aef-a3ac-0816ef1714c0', 'route': ['p1', 'e8', 'i8', 'x7', 'p1', 'c4']}
1769498180.5569675,RECEIVED,43def408-7b25-4960-a2ed-ae7ecb1104bd,70ecb8af-f761-4f6f-8a02-1e6e7d011562,c3,c4,27,p1,?,surb={'id': '14f7087a-8c99-484d-ae5f-9f3b11fcbd07', 'route': ['p1', 'e12', 'i12', 'x7', 'p3', 'c3']}
1769498180.5799456,SENT,35e21d61-1e52-4a2a-a1e7-384ae88aa48c,6bafc98a-3d5a-4652-8823-d4ee0e8799f9,c4,c1,3379,?,p1,
1769498180.580117,CREATED,b19ca612-5680-43bb-901b-fd545f30eb74,ac734b33-1a74-426d-b5dd-a5b3c6f7b476,c4,c1,27,?,?,surb={'id': 'f78d2509-d8fb-45f1-97c0-1b4ffea761f4', 'route': ['p1', 'e2', 'i6', 'x2', 'p1', 'c4']}
1769498180.590768,SENT,e187b343-e65e-4f91-9ffa-4c6d704508c6,6a1e1cac-b402-4805-a913-e102ba3cccb3,c4,c1,3383,?,p1,
1769498180.5910945,CREATED,efa33364-c28d-44ba-9b59-2dff9729f50f,3628ee79-4b69-48fe-8c33-ceadb6a44659,c4,c1,27,?,?,surb={'id': '713d16fb-ff3d-4dc4-9e43-d073b31f20bf', 'route': ['p1', 'e7', 'i7', 'x2', 'p1', 'c4']}
1769498180.6032898,RECEIVED,500bc5ab-bfac-437d-a8d6-ff8eda6762bf,c17405c2-0712-49f6-a8ed-6e013f1baaa6,c2,c4,26,p1,?,surb={'id': 'ee7a88db-c433-45ca-ab45-6afcb7dccdd0', 'route': ['p1', 'e4', 'i3', 'x9', 'p2', 'c2']}
1769498180.772404,RECEIVED,f72822f2-673f-4968-b5c0-fb9cd0673f1c,5ab6dee9-72e1-4e91-8c55-07339362891d,c3,c4,27,p1,?,surb={'id': '9e101af6-6dd4-4d8e-9a90-af92d896498b', 'route': ['p1', 'e10', 'i11', 'x2', 'p3', 'c3']}
1769498180.8369222,SENT,fc2cf9c6-ed27-4a51-b1a2-73d09ac55074,37d48b10-0034-484a-933b-527fd680645d,c4,c1,3388,?,p1,
1769498180.8378022,CREATED,3e0a5051-214e-4bf0-a7d2-d05ca64cc6fc,218095af-8990-469d-9cae-7c6fed703fa6,c4,c1,27,?,?,surb={'id': '6ac59304-53a2-4b1d-8d4f-cf0aebc7b8eb', 'route': ['p1', 'e4', 'i8', 'x12', 'p1', 'c4']}
1769498181.1140866,SENT,0f06bc76-0f05-407b-ada8-2568951e66a5,8c795fe3-8465-49db-b3db-a2e80c50cd87,c4,c1,3376,?,p1,
1769498181.1142592,CREATED,323b58a8-8d1e-4726-9cfd-1ce3dab8a736,3b72b765-8fbe-48bd-8131-327744b530f9,c4,c1,27,?,?,surb={'id': 'c838eeda-d8b1-4915-8573-760e311208aa', 'route': ['p1', 'e6', 'i8', 'x7', 'p1', 'c4']}
1769498181.3142946,SENT,8d483698-eb81-4763-bbc6-61111fc19003,8e4c0f4c-3e07-49d8-b01b-06bae9b6cf9b,c4,c1,3400,?,p1,
1769498181.3144348,CREATED,66d6963a-6f46-43fe-8677-7cef57badda7,07381a15-536e-41be-a26a-a03f6ccb3748,c4,c1,27,?,?,surb={'id': 'dba719e0-e911-4788-b710-bf23f339375c', 'route': ['p1', 'e6', 'i10', 'x9', 'p1', 'c4']}
1769498181.5237837,RECEIVED,8abf5612-2ce2-4909-a46f-338471337d29,dfc555e4-c2dd-4144-bb6b-a27d62be99ae,c3,c4,26,p1,?,surb={'id': 'c9e3318f-ef66-4e40-9d75-f920095d504b', 'route': ['p1', 'e3', 'i12', 'x9', 'p3', 'c3']}
1769498181.6997979,RECEIVED,89960835-2561-4d8a-831b-ed1efc1b4ad1,bbbd7b8d-04a8-48ee-9522-aa9c565e6a26,c3,c4,26,p1,?,surb={'id': '259ecf32-5d4a-4302-a178-9e883f7b59a6', 'route': ['p1', 'e1', 'i9', 'x9', 'p3', 'c3']}
1769498182.2385952,RECEIVED,ef233b3a-900b-46cb-be9e-22c2ebd992cf,1376b157-afb6-4be9-a3c6-fd2e5f61c56a,c2,c4,27,p1,?,surb={'id': '7c7b6c66-ee46-4b47-8a74-a606bb67eea7', 'route': ['p1', 'e7', 'i7', 'x12', 'p2', 'c2']}
1769498182.4153218,RECEIVED,e87ae684-aa76-4ea1-9800-5aec17d00d41,59a6b50c-bcc3-4161-a4ee-38f5ef0b2f60,c2,c4,26,p1,?,surb={'id': '0b174b1a-7c9a-4c70-acf5-24ceb67fb672', 'route': ['p1', 'e5', 'i12', 'x8', 'p2', 'c2']}
1769498182.887375,SENT,4be39e61-8c21-4e4a-a780-4948913e35e3,eaabed98-9e43-43dd-b725-f08bb2cd8a72,c4,c1,3381,?,p1,
1769498182.887498,CREATED,9939b1e1-eb47-46a3-a528-2125e2a730ed,0d52d4bc-ed2e-4b86-8d4b-1bfea57ffbd7,c4,c1,27,?,?,surb={'id': 'b78ec83d-ebd2-4651-b098-296bd7fb3a2a', 'route': ['p1', 'e2', 'i12', 'x5', 'p1', 'c4']}
1769498182.9069357,SENT,8af0a5c6-1295-4230-b71a-0945b661815b,3839accb-6fbe-448f-8476-0cce6b79ea94,c4,c1,3367,?,p1,
1769498182.907104,CREATED,cddc5db9-659d-45a4-bcc2-ddc5c5c3df97,234f0a39-74b6-47fc-8a28-29ce7a5c9d91,c4,c1,27,?,?,surb={'id': '089eb9ac-506b-47df-81c5-9a390b71c5c8', 'route': ['p1', 'e3', 'i11', 'x8', 'p1', 'c4']}
1769498182.9542692,SENT,4e1b9f52-9519-4bf6-a8be-9910a7c04026,9e834765-536b-46e3-9373-af3c6518841b,c4,c1,3384,?,p1,
1769498182.9544141,CREATED,40561a1d-5d1a-45bc-9f77-a58f55fac1f8,1c60257d-3a4c-4162-80f1-15c51464f48e,c4,c1,27,?,?,surb={'id': '9a234fbe-fdd5-4b68-887d-677f2776a3f3', 'route': ['p1', 'e11', 'i5', 'x5', 'p1', 'c4']}
1769498183.0624812,RECEIVED,759d974c-821d-4e3c-88af-f138201b9cb8,749f386b-13c0-4950-979b-10877aac69b3,c3,c4,27,p1,?,surb={'id': '5c4afe74-dab6-49d2-acf9-fc12365c6935', 'route': ['p1', 'e5', 'i11', 'x3', 'p3', 'c3']}
1769498183.097231,RECEIVED,7ef13190-d087-4f6c-a3ac-2b8b4776cdee,d665eebb-a229-4373-94f5-7545a0c4ed86,c2,c4,26,p1,?,surb={'id': 'e5d02b26-d785-4a48-ad2d-e4737fd15239', 'route': ['p1', 'e4', 'i5', 'x2', 'p2', 'c2']}
1769498183.2531724,RECEIVED,2fa52492-9436-477e-ab42-0660bbfd1603,402f6828-207f-4539-b28f-7552abbcdc4b,c2,c4,27,p1,?,surb={'id': 'f34e447c-5ef0-45f4-9609-722ebb34d758', 'route': ['p1', 'e7', 'i1', 'x6', 'p2', 'c2']}
1769498183.3836114,SENT,2e271308-d03b-4765-8dcf-7e7e7c788375,d4d863d3-8fec-4fb2-b7b2-63f781184b05,c4,c1,3359,?,p1,
1769498183.3839662,CREATED,85cb7137-bbb9-4872-b444-733d58fc8a9f,5bd8b5ca-1549-470a-93fb-533277a282c0,c4,c1,27,?,?,surb={'id': 'bf0cf94e-f18f-407a-8019-c48804e1aba8', 'route': ['p1', 'e2', 'i8', 'x3', 'p1', 'c4']}
1769498183.4444363,RECEIVED,5922dac8-d444-45e7-a6c5-12fb33401843,694849a9-64d1-4a25-846a-b668af620890,c2,c4,26,p1,?,surb={'id': '003453d4-d374-4b2b-9a67-99ddff0c6120', 'route': ['p1', 'e2', 'i7', 'x8', 'p2', 'c2']}
1769498183.5118515,RECEIVED,9ec07574-bf47-42e7-8570-2db6fe88ecc9,05f2a33c-9d18-4828-a3f7-1421b6b0b5f5,c2,c4,27,p1,?,surb={'id': '221da723-9a65-4238-b34d-942e38f3872c', 'route': ['p1', 'e3', 'i2', 'x3', 'p2', 'c2']}
1769498183.5527554,SENT,3176feb3-a6a7-433d-889f-1eeaaa787540,0c48f0ed-7db8-4284-ba90-874857eee71f,c4,c1,3367,?,p1,
1769498183.5529041,CREATED,47fb7542-42c2-4b2f-97ca-f355fd311a7b,843e0548-dcf5-4fe3-90fd-87c261af1ecd,c4,c1,27,?,?,surb={'id': '131f967e-5f4f-45e5-bc68-a625399a5aa6', 'route': ['p1', 'e2', 'i4', 'x4', 'p1', 'c4']}
1769498183.74103,SENT,4c958572-5b6c-4470-9881-bc026f0315ee,b5c26a89-2559-47ec-9005-3f25274a8ac3,c4,c1,3400,?,p1,
1769498183.7412198,CREATED,b0988187-7c6e-48d8-ba3a-e4a0efb720c4,084ac177-dee0-4705-af29-e8ab865dda65,c4,c1,27,?,?,surb={'id': 'f3b51d9c-a5bd-4dd2-9482-2c0195114919', 'route': ['p1', 'e1', 'i12', 'x8', 'p1', 'c4']}
1769498183.786284,RECEIVED,481c2bdd-eafc-4fba-a8be-9b47ac52a4ac,43fd2802-675f-4aea-8de5-3e0a3e559e5b,c3,c4,27,p1,?,surb={'id': '8c456465-832e-4ba1-8662-100c23b78ad1', 'route': ['p1', 'e10', 'i7', 'x5', 'p3', 'c3']}
1769498183.839243,RECEIVED,3467d841-a3a8-4df9-aeba-23420a08273d,b473a827-8df4-458b-a912-71027d52d251,c2,c4,27,p1,?,surb={'id': '5ffad361-5a49-477c-bc20-9e2b80a08698', 'route': ['p1', 'e2', 'i9', 'x9', 'p2', 'c2']}
1769498183.8578358,RECEIVED,2f120baf-0939-4979-b492-c58d6a8085a8,3b835366-575b-498a-8fc4-0a2424690d3b,c2,c4,25,p1,?,surb={'id': 'cf0d0d77-2744-4e87-87db-7f814e398329', 'route': ['p1', 'e3', 'i1', 'x10', 'p2', 'c2']}
1769498184.0285492,RECEIVED,9fe70ec2-a03a-4d4f-8bc3-7a6510e575eb,3a5e4c28-db33-47f3-8ade-0529d6634521,c3,c4,26,p1,?,surb={'id': 'ec2a3aa0-8e10-4450-ab1d-a2dcf493327c', 'route': ['p1', 'e9', 'i6', 'x3', 'p3', 'c3']}
1769498184.3272176,RECEIVED,0789d079-923a-4984-8c1f-155f22b9401f,7f7e6016-668e-47f7-83a5-dd04211f8d95,c2,c4,26,p1,?,surb={'id': '1e9aaa41-10e6-4a1b-8972-1a6bc6210bdc', 'route': ['p1', 'e3', 'i8', 'x9', 'p2', 'c2']}
1769498184.5622199,RECEIVED,5f2cbc8b-7c20-4b8e-bb1e-2fdb220c2c3a,b55a50f7-ffaf-4293-920c-d3c5c7bbcaa3,c3,c4,27,p1,?,surb={'id': '05f2eb1c-51c8-4c07-8fe7-f394024fc4a9', 'route': ['p1', 'e6', 'i6', 'x4', 'p3', 'c3']}
1769498184.5872946,SENT,0beec9a0-65d1-4e36-a9e8-18c3e620b01c,b3524bb5-bca2-4b45-a369-8c20343da241,c4,c1,3374,?,p1,
1769498184.5874388,CREATED,a7bd0f7b-5ad8-4d76-a3e9-0c70dfa0f47c,d4eafe16-c527-45db-97b3-75f83a88480c,c4,c1,26,?,?,surb={'id': '2fe9a040-581f-4e69-9f89-731cb27bfd6c', 'route': ['p1', 'e5', 'i8', 'x1', 'p1', 'c4']}
1769498184.6749694,SENT,c81f0136-ed39-4e68-a573-1163007e969c,2057e704-8f45-4871-95d5-3235c43d3652,c4,DROP,2015,?,p1,
1769498184.675133,CREATED,6523af72-8d68-44b1-96f9-efb39ba57b0c,364e0299-683a-4597-b606-8586d60d4a45,c4,DROP,27,?,?,
1769498184.7087529,SENT,a66c9bbf-3bf1-4a78-9fe0-5d40a917ddf0,7f0e18f0-be5b-4389-a270-5a1c978047ba,c4,DROP,2015,?,p1,
