timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769460535.1680076,SENT,478b54ae-c8de-46f9-8961-b2f93433e6c4,49c8875f-618a-4d74-b07c-964558e0c8a6,c2,c4,3401,?,p2,
1769460535.1682053,CREATED,8ec3c058-92fb-4f02-8d80-c4a141282ec0,96b53825-9edb-49ad-9f5e-f295e8baa5bc,c2,c4,27,?,?,surb={'id': 'a9aa8a0c-332e-4ef1-90a0-c5097a91ace6', 'route': ['p1', 'e11', 'i2', 'x12', 'p2', 'c2']}
1769460550.487545,RECEIVED,8faedf41-462d-414f-aa61-d6f2e14d449e,8bc372d5-98cd-4744-ad99-98b8c81c08e8,c3,c2,27,p2,?,surb={'id': '422ad8a9-d8bf-4a3c-82c8-11bf1751bfdc', 'route': ['p2', 'e11', 'i4', 'x11', 'p3', 'c3']}
1769460550.525873,SENT,f556bb40-e811-40d5-a81a-df12cd74ea34,f17437ce-b84d-4ab8-b70a-2c748588a1af,c2,c4,3361,?,p2,
1769460550.52602,CREATED,b826c6b5-0ea1-4ffb-9f67-c0308a8bd870,39513948-25b3-4a10-b57c-3253dd7a8c28,c2,c4,26,?,?,surb={'id': 'cef00e4c-c947-4d67-97dc-ab381ec87c89', 'route': ['p1', 'e1', 'i9', 'x5', 'p2', 'c2']}
1769460550.6004555,RECEIVED,8966a61b-879d-4cad-8560-3f60ca1376d8,5078c2e2-ba79-4efa-ab72-a6fea6fee37f,c3,c2,27,p2,?,surb={'id': 'd3ba7995-ff40-44e6-bfa7-d397c242ec17', 'route': ['p2', 'e10', 'i6', 'x12', 'p3', 'c3']}
1769460550.853328,SENT,002bf205-8286-464b-9f26-6437bb22e938,06afc411-e826-4670-b844-fdcbefeeec82,c2,c4,3381,?,p2,
1769460550.853486,CREATED,b3a8d23d-f37d-4586-89b4-d634e2bc5266,39513948-25b3-4a10-b57c-3253dd7a8c28,c2,c4,26,?,?,surb={'id': 'cef00e4c-c947-4d67-97dc-ab381ec87c89', 'route': ['p1', 'e1', 'i9', 'x5', 'p2', 'c2']}
1769460551.185279,SENT,5e96544a-e22a-47cd-9f13-149e737f9639,a8a3f5d0-fc9f-4f1a-83cc-fb6dc135ef47,c2,c4,3359,?,p2,
1769460551.1854517,CREATED,c389e1b8-80eb-41bd-af2e-6b6540165010,95fc931c-071a-45cd-adf7-b558bdae3c16,c2,c4,26,?,?,surb={'id': '73c7a803-771d-4016-9106-7e9e7e1abbc7', 'route': ['p1', 'e12', 'i5', 'x7', 'p2', 'c2']}
1769460551.4229498,SENT,3b73cf18-87b5-4afc-af7d-b2c41e391870,127c3d47-9db3-469b-903d-ee204f8ee3a3,c2,c4,3397,?,p2,
1769460551.4230847,CREATED,eaee8070-3912-4f4a-8c45-70212f4722d6,95fc931c-071a-45cd-adf7-b558bdae3c16,c2,c4,26,?,?,surb={'id': '73c7a803-771d-4016-9106-7e9e7e1abbc7', 'route': ['p1', 'e12', 'i5', 'x7', 'p2', 'c2']}
1769460551.8185716,SENT,35552ff7-3eb4-4876-99f5-8d878a3d4912,f31c6b09-cc7d-4559-8e06-6d6686fc6f1c,c2,c4,3379,?,p2,
1769460551.8187208,CREATED,003e13e1-869e-460b-81c9-984fecc7cb39,3be4f5ed-170d-4229-a425-760ba7470c3f,c2,c4,27,?,?,surb={'id': '2fb7ac8b-01cb-4539-add0-07a58fba612c', 'route': ['p1', 'e4', 'i11', 'x3', 'p2', 'c2']}
1769460551.8620453,SENT,7d2bc515-950b-4623-bc76-c419627ea495,ccb71352-1686-4c53-a3a8-bb8bc003ac2b,c2,c4,3392,?,p2,
1769460551.8622296,CREATED,af186b91-cfcc-4b03-bc9a-20320ed68674,3be4f5ed-170d-4229-a425-760ba7470c3f,c2,c4,27,?,?,surb={'id': '2fb7ac8b-01cb-4539-add0-07a58fba612c', 'route': ['p1', 'e4', 'i11', 'x3', 'p2', 'c2']}
1769460551.9998093,SENT,30d04c15-6f5e-4192-97e2-84f8789d4395,0aef74ca-fc1e-4cc5-95f6-52a7c770cffa,c2,c4,3384,?,p2,
1769460551.9998856,CREATED,0dd04951-d398-4da5-bf82-723618533ee1,d4a42919-11fd-4df0-9ae6-a9f63f61a566,c2,c4,27,?,?,surb={'id': '4835c715-4793-4af2-bb73-eb763c5cba74', 'route': ['p1', 'e8', 'i10', 'x2', 'p2', 'c2']}
1769460552.0037377,RECEIVED,925380e3-92aa-437a-831e-4a7699e509c8,0300722e-0f3f-4403-9d34-fea61f173ffa,c3,c2,27,p2,?,surb={'id': '4a59d78a-c2b1-4ab4-954a-124596b81ff1', 'route': ['p2', 'e7', 'i3', 'x10', 'p3', 'c3']}
1769460552.2749908,SENT,a091134e-5c04-495e-a9c9-71ffe9633974,6c3fbd41-1ed0-4fb3-b1c7-ca7e932c33c5,c2,c4,3359,?,p2,
1769460552.2751677,CREATED,157f7fca-6463-4c26-bf80-e4301c3a3d96,d4a42919-11fd-4df0-9ae6-a9f63f61a566,c2,c4,27,?,?,surb={'id': '4835c715-4793-4af2-bb73-eb763c5cba74', 'route': ['p1', 'e8', 'i10', 'x2', 'p2', 'c2']}
1769460552.3143082,RECEIVED,91eca7f8-0435-493f-8731-5d35eadd2586,2ebd1c88-152a-4cab-83f8-af52c161287b,c3,c2,26,p2,?,surb={'id': '32625ee6-39c6-4efa-b85e-e1701f701f19', 'route': ['p2', 'e4', 'i7', 'x1', 'p3', 'c3']}
1769460552.3881655,SENT,b43ed053-6402-4263-9ee0-ba41879d85df,b141a92f-721d-439b-b961-18cdf0bd2171,c2,c4,3376,?,p2,
1769460552.3883157,CREATED,8f6344c2-e3ce-43db-9e7c-e1bb0cba6e2c,2774e775-79ee-4613-bc7b-67061bf06f3f,c2,c4,27,?,?,surb={'id': 'ac75bdd5-d547-4049-a4e4-9dd0b6a413bc', 'route': ['p1', 'e3', 'i5', 'x9', 'p2', 'c2']}
1769460552.6876466,RECEIVED,3f5a97e4-7cfe-482a-9bf0-2e2aafa84b6f,3a3bda17-c1cd-4706-a70a-06e81cbaa88a,c3,c2,27,p2,?,surb={'id': 'eaf3016e-fea4-4365-8e65-d63431b1c491', 'route': ['p2', 'e10', 'i10', 'x5', 'p3', 'c3']}
1769460552.7153566,RECEIVED,e4867c44-dc57-45a3-b6c6-1b4d27963488,cb8299b0-d154-42ce-8348-61a0cae27f3f,c3,c2,27,p2,?,surb={'id': '67f658da-4e46-4937-aabe-690cb4ac0add', 'route': ['p2', 'e10', 'i10', 'x5', 'p3', 'c3']}
1769460552.9557886,RECEIVED,5a4e4f87-662a-489f-a583-e77b4e932d65,5e1df7fa-ce3e-46a9-9983-b1040fb0f809,c3,c2,27,p2,?,surb={'id': '9c0a0bd0-2bcd-4bb9-9839-02bea4f83faa', 'route': ['p2', 'e6', 'i4', 'x8', 'p3', 'c3']}
1769460553.0088782,SENT,3aae7663-fe4a-48fa-8a3c-f0ae4ff1ee0a,1af89f1e-9db7-40f2-96bb-c31675e5b36c,c2,c4,3372,?,p2,
1769460553.0090272,CREATED,14839674-5b0d-4eac-9493-2ece2995be91,2774e775-79ee-4613-bc7b-67061bf06f3f,c2,c4,27,?,?,surb={'id': 'ac75bdd5-d547-4049-a4e4-9dd0b6a413bc', 'route': ['p1', 'e3', 'i5', 'x9', 'p2', 'c2']}
1769460553.1513548,RECEIVED,81f82df7-df98-4af2-a437-63f9c40454f9,5078c2e2-ba79-4efa-ab72-a6fea6fee37f,c3,c2,27,p2,?,surb={'id': 'd3ba7995-ff40-44e6-bfa7-d397c242ec17', 'route': ['p2', 'e10', 'i6', 'x12', 'p3', 'c3']}
1769460553.2335408,RECEIVED,b023c13d-68ae-428d-8beb-2a9b56eec356,5e1df7fa-ce3e-46a9-9983-b1040fb0f809,c3,c2,27,p2,?,surb={'id': '9c0a0bd0-2bcd-4bb9-9839-02bea4f83faa', 'route': ['p2', 'e6', 'i4', 'x8', 'p3', 'c3']}
1769460553.3313272,SENT,8ace5a3c-d92c-43d0-bc82-d75a3f03a69f,0cfa6ef8-f732-4f75-a7cc-22061cd8cf13,c2,c4,3391,?,p2,
1769460553.331476,CREATED,653473c9-00ae-425e-b2ef-6687cf5aa05a,861e89cb-4505-444a-95c4-fa692a74aa2e,c2,c4,27,?,?,surb={'id': '16c73aba-0fbd-4c86-947a-7c41e3ce5862', 'route': ['p1', 'e4', 'i1', 'x12', 'p2', 'c2']}
1769460553.3924918,SENT,a6810195-22b2-4b16-93b9-145e95f02f71,e81bc657-2edc-462c-9171-b643e17bfb66,c2,c4,3374,?,p2,
1769460553.3926413,CREATED,5174d958-4ccc-44ca-bd11-e8b154942166,861e89cb-4505-444a-95c4-fa692a74aa2e,c2,c4,27,?,?,surb={'id': '16c73aba-0fbd-4c86-947a-7c41e3ce5862', 'route': ['p1', 'e4', 'i1', 'x12', 'p2', 'c2']}
1769460553.699754,RECEIVED,d831e4a3-6fb9-49cf-abec-50de8057baf3,efa0b820-8c2d-43b0-8e50-4b05f4193674,c3,c2,27,p2,?,surb={'id': '8a5fcd18-e48b-49ba-91b3-7d861920000b', 'route': ['p2', 'e11', 'i2', 'x11', 'p3', 'c3']}
1769460553.960031,SENT,81d94df7-3424-4b4f-8275-d35981a9ac2e,424f74e1-710e-4bb1-8c1e-630d6bf9a8f1,c2,c4,3405,?,p2,
1769460553.960214,CREATED,6d6c2398-01fc-4fff-938f-7df61deccf3b,d7bce59e-2fbc-4bb1-9fee-192bc7c1677d,c2,c4,27,?,?,surb={'id': '3e108ee2-798b-48ce-86af-a56aaf13bdca', 'route': ['p1', 'e11', 'i6', 'x9', 'p2', 'c2']}
1769460554.0167315,RECEIVED,84338779-7203-4932-a365-3226cf12e077,3a3bda17-c1cd-4706-a70a-06e81cbaa88a,c3,c2,27,p2,?,surb={'id': 'eaf3016e-fea4-4365-8e65-d63431b1c491', 'route': ['p2', 'e10', 'i10', 'x5', 'p3', 'c3']}
1769460554.0939627,RECEIVED,1bb069f9-8915-4872-aec5-288f74e38362,2ebd1c88-152a-4cab-83f8-af52c161287b,c3,c2,26,p2,?,surb={'id': '32625ee6-39c6-4efa-b85e-e1701f701f19', 'route': ['p2', 'e4', 'i7', 'x1', 'p3', 'c3']}
1769460554.305577,SENT,75487f08-3510-4a7d-aa6c-2559138931d7,b4d61c4c-8e8d-4f5b-ae91-fa926242e90c,c2,c4,3359,?,p2,
1769460554.3057244,CREATED,1650a9b2-c36a-434f-9a37-8011db550cf4,d7bce59e-2fbc-4bb1-9fee-192bc7c1677d,c2,c4,27,?,?,surb={'id': '3e108ee2-798b-48ce-86af-a56aaf13bdca', 'route': ['p1', 'e11', 'i6', 'x9', 'p2', 'c2']}
1769460554.5486326,SENT,c8951047-52a0-4e2f-b080-69e7b7d6c1e2,255de083-e586-440a-bacc-13dfad0f0149,c2,c4,3399,?,p2,
1769460554.5487769,CREATED,7253bd6e-c085-44f8-b9df-04f832a6db3b,998ee773-5f2f-4515-a992-80bb1fce6fdd,c2,c4,27,?,?,surb={'id': 'ef3cb19e-5611-430c-a97b-ff49c7dfb7a8', 'route': ['p1', 'e12', 'i8', 'x3', 'p2', 'c2']}
1769460554.8942187,SENT,d06fad45-2999-4d7b-be44-4b748019b57b,f884708e-545e-46e6-90ed-e1077056aca0,c2,c4,3411,?,p2,
1769460554.8944027,CREATED,ef09f766-0f35-42b3-bf2c-e305be39a751,998ee773-5f2f-4515-a992-80bb1fce6fdd,c2,c4,27,?,?,surb={'id': 'ef3cb19e-5611-430c-a97b-ff49c7dfb7a8', 'route': ['p1', 'e12', 'i8', 'x3', 'p2', 'c2']}
1769460555.250669,SENT,46341e2a-779c-4251-8e08-8181d26964ad,89e5eb3d-8b1d-4879-8b6f-8e1ec16dc0db,c2,c4,3355,?,p2,
1769460555.2508187,CREATED,e95fa723-cc8d-44b6-afae-70ada7e37032,b00ef8e3-b697-436e-ae90-5c2fbb06c208,c2,c4,26,?,?,surb={'id': 'f00a017c-5e1c-446d-adba-8b4e1bf13b15', 'route': ['p1', 'e2', 'i2', 'x11', 'p2', 'c2']}
1769460555.4462872,SENT,63c3effc-ef08-404e-ac37-832774d14425,e46efddf-1c0f-40c4-94fd-4a00d5303b01,c2,c4,3371,?,p2,
1769460555.4464731,CREATED,f53f6c15-9a12-4be7-850b-36509c844f80,b00ef8e3-b697-436e-ae90-5c2fbb06c208,c2,c4,26,?,?,surb={'id': 'f00a017c-5e1c-446d-adba-8b4e1bf13b15', 'route': ['p1', 'e2', 'i2', 'x11', 'p2', 'c2']}
1769460555.543671,RECEIVED,84903e8b-f1ce-4b34-a579-533b3b3f15c8,248ffe13-bf9d-407e-9093-f96b0a3149a0,c3,c2,27,p2,?,surb={'id': 'e8927769-8583-474e-8edc-15f28dd8acc8', 'route': ['p2', 'e6', 'i1', 'x8', 'p3', 'c3']}
1769460555.563655,RECEIVED,e8ed7019-6812-4230-a88e-32d4f742cf6b,efa0b820-8c2d-43b0-8e50-4b05f4193674,c3,c2,27,p2,?,surb={'id': '8a5fcd18-e48b-49ba-91b3-7d861920000b', 'route': ['p2', 'e11', 'i2', 'x11', 'p3', 'c3']}
1769460555.5789366,SENT,455e4d76-a8a8-4ea1-b54e-b28c1ba89300,ee751d9b-90c0-4029-b87d-389e6c43d8e7,c2,c4,3383,?,p2,
1769460555.579119,CREATED,888958ba-fb4d-4e4d-9cfa-21dfd5f349a1,2654f13e-b123-4728-afdf-3da601e6828c,c2,c4,27,?,?,surb={'id': '4478cba7-6ad0-42dd-9111-5c088404f32f', 'route': ['p1', 'e2', 'i7', 'x7', 'p2', 'c2']}
1769460555.915095,RECEIVED,be673c42-01f8-4e5f-bb07-4e360c9c4d00,cb8299b0-d154-42ce-8348-61a0cae27f3f,c3,c2,27,p2,?,surb={'id': '67f658da-4e46-4937-aabe-690cb4ac0add', 'route': ['p2', 'e10', 'i10', 'x5', 'p3', 'c3']}
1769460556.1824803,SENT,f958222a-9e03-401b-a756-ae04b6faed0b,bbc90d0a-259e-4ea5-bd35-571f52281ced,c2,c4,3379,?,p2,
1769460556.182631,CREATED,39b62c4b-b42d-403f-a50b-5126337fbdc2,2654f13e-b123-4728-afdf-3da601e6828c,c2,c4,27,?,?,surb={'id': '4478cba7-6ad0-42dd-9111-5c088404f32f', 'route': ['p1', 'e2', 'i7', 'x7', 'p2', 'c2']}
1769460556.44294,SENT,3bde344d-85f4-4f63-b162-aae4c578754c,c1bac1fa-84c5-4562-a2ef-c5c3bfa1f287,c2,c4,3383,?,p2,
1769460556.443109,CREATED,e0c801fe-cdd7-41c6-ae67-7bcf67beed48,c4dc4c7f-e063-44c7-90c3-1eec410724c8,c2,c4,27,?,?,surb={'id': '403a7733-6dfa-4e47-9898-be3325796379', 'route': ['p1', 'e8', 'i10', 'x11', 'p2', 'c2']}
1769460556.653956,SENT,a48f9578-3133-4d22-b496-027e22b49a9f,e1b640ae-e020-4926-8a81-5df7e11211de,c2,c4,3391,?,p2,
1769460556.6542456,CREATED,96b90a29-48eb-44b1-bfc0-c063183e1d6d,c4dc4c7f-e063-44c7-90c3-1eec410724c8,c2,c4,27,?,?,surb={'id': '403a7733-6dfa-4e47-9898-be3325796379', 'route': ['p1', 'e8', 'i10', 'x11', 'p2', 'c2']}
1769460557.9376144,SENT,71818fb4-5c5d-42a0-8c26-a0bd826f4984,4ce81f48-b007-49ba-9dd8-4de383d38bbc,c2,c4,3364,?,p2,
1769460557.9377596,CREATED,85789869-aa8b-4747-8c94-9148857bedf0,636ca5ed-7bfd-47d9-991a-b5bc0a0366df,c2,c4,27,?,?,surb={'id': '6d78982e-775c-4d79-8125-5ff3c02f2c75', 'route': ['p1', 'e8', 'i9', 'x1', 'p2', 'c2']}
1769460558.340868,RECEIVED,858b3269-846c-4073-bb13-c2530bbed0ca,93b2beba-1eae-41cb-a398-29dc437d36cf,c3,c2,26,p2,?,surb={'id': '91a18dad-c909-4673-ba50-fa13a2251917', 'route': ['p2', 'e9', 'i6', 'x6', 'p3', 'c3']}
1769460558.398877,SENT,7253e077-6179-4fd7-88d8-b2fd175a3002,e9cfc84e-b54a-44da-aaf2-c2ddfd5131b4,c2,c4,3385,?,p2,
1769460558.3989828,CREATED,0fd81e79-2c9a-4532-84b1-3511b3fb151d,636ca5ed-7bfd-47d9-991a-b5bc0a0366df,c2,c4,27,?,?,surb={'id': '6d78982e-775c-4d79-8125-5ff3c02f2c75', 'route': ['p1', 'e8', 'i9', 'x1', 'p2', 'c2']}
1769460558.5131826,RECEIVED,8896d69e-9f0a-4958-ad01-0286dda84b17,0e70622b-3caf-445c-807d-eddc6a5086fe,c3,c2,27,p2,?,surb={'id': '9283ce34-dafc-4590-bf60-47b04d8c4ecc', 'route': ['p2', 'e6', 'i9', 'x10', 'p3', 'c3']}
1769460558.5230846,SENT,50326669-4610-438b-9aac-33e39ddfefd0,42faec16-d59d-4dbf-ba9f-3326fa89cb86,c2,c4,3360,?,p2,
1769460558.5231864,CREATED,25ad29b1-41e1-4dc0-94dd-07e41e26f19b,1f52baf7-8382-4463-8276-bd094e8a300b,c2,c4,27,?,?,surb={'id': 'e981ea3f-e9bf-46dc-9fff-99100cc10b03', 'route': ['p1', 'e2', 'i12', 'x12', 'p2', 'c2']}
1769460558.7127414,RECEIVED,44d61e66-933c-4e8b-b87d-fc3a64a8a9b8,d3ff9498-b095-408f-96a0-83a42afb55d9,c3,c2,27,p2,?,surb={'id': '13a93879-ecb3-4a89-87d7-3f851714d4bc', 'route': ['p2', 'e12', 'i5', 'x5', 'p3', 'c3']}
1769460558.8475335,RECEIVED,97c81cec-6d5e-4c53-848c-1fc0ebb61a96,248ffe13-bf9d-407e-9093-f96b0a3149a0,c3,c2,27,p2,?,surb={'id': 'e8927769-8583-474e-8edc-15f28dd8acc8', 'route': ['p2', 'e6', 'i1', 'x8', 'p3', 'c3']}
1769460559.1771934,SENT,2640384a-d48e-4cef-93c5-9a8d8f791e2f,c2659478-1d2f-4a59-86f6-bf909efa8e98,c2,c4,3397,?,p2,
1769460559.1773443,CREATED,19ba83b9-04f1-4e80-b779-3df22a39edda,1f52baf7-8382-4463-8276-bd094e8a300b,c2,c4,27,?,?,surb={'id': 'e981ea3f-e9bf-46dc-9fff-99100cc10b03', 'route': ['p1', 'e2', 'i12', 'x12', 'p2', 'c2']}
1769460559.2720256,RECEIVED,e1816de8-8ed9-4b5e-a93e-424093030b42,b0f4956c-e9dd-4535-bd2e-2a06c1f9e46b,c3,c2,26,p2,?,surb={'id': '13881a52-cc10-42af-b22f-9eb92fd35843', 'route': ['p2', 'e8', 'i2', 'x10', 'p3', 'c3']}
1769460559.3575902,RECEIVED,fca6efb4-c43a-4966-935d-a2cc832b24be,4610c1b8-6457-409c-a1ad-2572a42dbbe9,c3,c2,27,p2,?,surb={'id': '8eb14ed1-1dab-43a9-94c9-1841a74c5a1c', 'route': ['p2', 'e12', 'i3', 'x11', 'p3', 'c3']}
1769460559.581825,SENT,b5a61469-fa23-419d-81eb-ce24ac8cecba,3efeb8d5-f81d-4421-b2f6-41dffa473df0,c2,c4,3386,?,p2,
1769460559.581975,CREATED,03ad5ebb-05a9-43fe-83ba-7e2a6977f4a3,cacfb58d-ac4f-4922-8db8-0244a37a41de,c2,c4,27,?,?,surb={'id': '3dcf95d3-c755-4d49-a798-736709955543', 'route': ['p1', 'e5', 'i3', 'x4', 'p2', 'c2']}
1769460559.6005685,RECEIVED,74701137-ad07-4d5b-a706-dafdba13636f,93b2beba-1eae-41cb-a398-29dc437d36cf,c3,c2,26,p2,?,surb={'id': '91a18dad-c909-4673-ba50-fa13a2251917', 'route': ['p2', 'e9', 'i6', 'x6', 'p3', 'c3']}
1769460559.6062374,RECEIVED,fe730cb9-d39d-488a-bcdf-06b8fe84fa54,e028d478-00b1-4b13-8bf5-cbc33c3b4e56,c3,c2,27,p2,?,surb={'id': '2d8b6a62-7894-4687-85bc-c3235560dfbf', 'route': ['p2', 'e12', 'i5', 'x8', 'p3', 'c3']}
1769460559.6224902,RECEIVED,07720f5e-6535-4760-9f09-897f5fd74371,4610c1b8-6457-409c-a1ad-2572a42dbbe9,c3,c2,27,p2,?,surb={'id': '8eb14ed1-1dab-43a9-94c9-1841a74c5a1c', 'route': ['p2', 'e12', 'i3', 'x11', 'p3', 'c3']}
1769460559.6293972,SENT,30a1a5f2-b6a7-4823-a5ae-b6bb94626dbd,083785f8-5918-43e4-8908-6fa992baa6f0,c2,c4,3379,?,p2,
1769460559.629547,CREATED,e8d94e15-0e86-4c86-9d29-ef19146b3be4,cacfb58d-ac4f-4922-8db8-0244a37a41de,c2,c4,27,?,?,surb={'id': '3dcf95d3-c755-4d49-a798-736709955543', 'route': ['p1', 'e5', 'i3', 'x4', 'p2', 'c2']}
1769460559.859876,SENT,a0628595-0609-456e-8089-4cc9d1ee4035,45b8f420-d17c-4514-8b65-c656a25a13db,c2,c4,3385,?,p2,
1769460559.8600242,CREATED,f4644f18-0313-464b-b596-ac19e35b8aeb,d5137b09-817c-4aec-a43a-85fe06eb1941,c2,c4,27,?,?,surb={'id': '494810c0-66bf-4ffc-ae36-4d5221003bbd', 'route': ['p1', 'e5', 'i3', 'x7', 'p2', 'c2']}
1769460559.9155886,RECEIVED,4aba550f-d079-4b8f-b097-445643340823,b0f4956c-e9dd-4535-bd2e-2a06c1f9e46b,c3,c2,26,p2,?,surb={'id': '13881a52-cc10-42af-b22f-9eb92fd35843', 'route': ['p2', 'e8', 'i2', 'x10', 'p3', 'c3']}
1769460559.9604712,SENT,37d6ad83-35cd-43f7-9e53-72f306d44ac6,a73ef4fb-cafc-4982-b171-2d74d77e0c59,c2,c4,3392,?,p2,
1769460559.9606256,CREATED,b9ae73d5-e212-4326-b482-fd4cb7ec753e,d5137b09-817c-4aec-a43a-85fe06eb1941,c2,c4,27,?,?,surb={'id': '494810c0-66bf-4ffc-ae36-4d5221003bbd', 'route': ['p1', 'e5', 'i3', 'x7', 'p2', 'c2']}
1769460560.177906,RECEIVED,2ac255d3-bbbe-461e-99b5-3aa859fe5aaf,0e70622b-3caf-445c-807d-eddc6a5086fe,c3,c2,27,p2,?,surb={'id': '9283ce34-dafc-4590-bf60-47b04d8c4ecc', 'route': ['p2', 'e6', 'i9', 'x10', 'p3', 'c3']}
1769460560.766583,RECEIVED,f8af0b32-dc16-4b34-850f-83417098ed5f,e028d478-00b1-4b13-8bf5-cbc33c3b4e56,c3,c2,27,p2,?,surb={'id': '2d8b6a62-7894-4687-85bc-c3235560dfbf', 'route': ['p2', 'e12', 'i5', 'x8', 'p3', 'c3']}
1769460560.9754353,RECEIVED,85398751-0366-4636-9aa5-ecf8a0723bed,d3ff9498-b095-408f-96a0-83a42afb55d9,c3,c2,27,p2,?,surb={'id': '13a93879-ecb3-4a89-87d7-3f851714d4bc', 'route': ['p2', 'e12', 'i5', 'x5', 'p3', 'c3']}
1769460561.0937285,SENT,3452d8c2-894f-42f4-9feb-b4a6ea0d77ed,873eda9e-dca0-471b-a798-0fb27b447f71,c2,c4,3379,?,p2,
1769460561.0938752,CREATED,48b4e1e0-290b-4731-90cd-76509d48e056,583d4059-8066-4c50-bfb2-10462f88425e,c2,c4,26,?,?,surb={'id': 'e0724c99-bd11-4dee-8c89-a19bace56902', 'route': ['p1', 'e5', 'i1', 'x7', 'p2', 'c2']}
1769460561.6396503,SENT,6b6dd24c-b386-4515-adfa-0cbde924013b,d429833f-f1e3-417a-bdfa-b4eae76efacb,c2,c4,3356,?,p2,
1769460561.639799,CREATED,a524fe93-1107-486d-b50a-649be5cf838a,583d4059-8066-4c50-bfb2-10462f88425e,c2,c4,26,?,?,surb={'id': 'e0724c99-bd11-4dee-8c89-a19bace56902', 'route': ['p1', 'e5', 'i1', 'x7', 'p2', 'c2']}
1769460561.7277951,SENT,3bcb11ea-c957-45d6-879d-974bf9b836ef,3b39715f-9c0a-4104-87e1-fce936181e49,c2,c4,3383,?,p2,
1769460561.7279553,CREATED,31f4d570-5d6f-4dde-932c-2d233a34c6e8,df85b3d8-32c5-435f-904e-8c12299fe4bf,c2,c4,27,?,?,surb={'id': 'cc233d83-c646-4800-a49e-88151fa183db', 'route': ['p1', 'e8', 'i2', 'x5', 'p2', 'c2']}
1769460561.7295754,RECEIVED,873ebd64-d058-4c1e-8e7c-486e338ced74,9eda1d87-7bb1-4a5d-900c-e35e2c6dc66d,c3,c2,27,p2,?,surb={'id': '334751ce-50f8-4c8e-a701-f295e38a6a49', 'route': ['p2', 'e3', 'i7', 'x12', 'p3', 'c3']}
1769460562.4258249,RECEIVED,0fc475dc-5adb-4440-ad0c-582771709736,9eda1d87-7bb1-4a5d-900c-e35e2c6dc66d,c3,c2,27,p2,?,surb={'id': '334751ce-50f8-4c8e-a701-f295e38a6a49', 'route': ['p2', 'e3', 'i7', 'x12', 'p3', 'c3']}
1769460562.4801688,SENT,14ddb82a-866f-4060-8da7-21240f2a15a0,f41a78e9-bcc1-4bbb-af6e-40e0a8d2d8a8,c2,c4,3376,?,p2,
1769460562.4803462,CREATED,23d2107e-4013-4819-8dc1-31300678696d,df85b3d8-32c5-435f-904e-8c12299fe4bf,c2,c4,27,?,?,surb={'id': 'cc233d83-c646-4800-a49e-88151fa183db', 'route': ['p1', 'e8', 'i2', 'x5', 'p2', 'c2']}
1769460562.8162496,SENT,5b08fe79-20b0-4c66-baae-489edba66a49,4469a9c2-8c7f-4ef3-a1ae-a4a529f01851,c2,c4,3375,?,p2,
1769460562.8164024,CREATED,f181a056-4aa8-4655-a75f-54eed641ae57,f4ed50aa-2525-48cb-b5f4-e68f8b2fad66,c2,c4,27,?,?,surb={'id': 'e61a9c7c-8e36-4111-a9d7-314622579171', 'route': ['p1', 'e12', 'i9', 'x6', 'p2', 'c2']}
1769460562.9865856,SENT,51304024-c626-4990-90d0-df541b1173b3,d23901c4-d3c0-4137-844e-2a762c9c3201,c2,c4,3372,?,p2,
1769460562.9867327,CREATED,5707e083-c3e8-4fc7-9472-445a394e9ecc,f4ed50aa-2525-48cb-b5f4-e68f8b2fad66,c2,c4,27,?,?,surb={'id': 'e61a9c7c-8e36-4111-a9d7-314622579171', 'route': ['p1', 'e12', 'i9', 'x6', 'p2', 'c2']}
1769460563.175731,RECEIVED,cddedb35-a417-40da-add2-5b21d4336c95,96d12db7-f27a-4f82-8cc9-6646a2e6479f,c3,c2,27,p2,?,surb={'id': '504ee575-5501-4a70-b960-2db1b2af348c', 'route': ['p2', 'e7', 'i6', 'x4', 'p3', 'c3']}
1769460563.1774504,SENT,2d466888-ad69-41e0-98e2-992f591b45e3,da123596-2e3f-4ace-b57b-72b090bbe79c,c2,c4,3359,?,p2,
1769460563.177591,CREATED,b4d220dc-0ff2-4701-ab0a-220e8252c98b,3ea98d38-6e24-41ec-a43d-94178bcc93e1,c2,c4,27,?,?,surb={'id': '809a2cca-0887-4149-afac-8f1d656f4630', 'route': ['p1', 'e9', 'i10', 'x1', 'p2', 'c2']}
1769460563.7788532,SENT,5bbc5140-fbdb-4a05-8783-da2ef3e07ac3,1319397d-ea19-4bf5-9c72-5f898846247b,c2,c4,3363,?,p2,
1769460563.7790053,CREATED,14359d01-0cc8-4736-bd8b-1c15bd9bac9e,3ea98d38-6e24-41ec-a43d-94178bcc93e1,c2,c4,27,?,?,surb={'id': '809a2cca-0887-4149-afac-8f1d656f4630', 'route': ['p1', 'e9', 'i10', 'x1', 'p2', 'c2']}
1769460563.9963813,SENT,16a6e6e2-b91b-433c-822f-00574650bea4,e5c84638-de0e-44e5-b949-1e91e53a8c8b,c2,c4,3383,?,p2,
