timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769460535.1680076,SENT,478b54ae-c8de-46f9-8961-b2f93433e6c4,49c8875f-618a-4d74-b07c-964558e0c8a6,c2,c4,3401,?,p2,
1769460535.1682053,CREATED,8ec3c058-92fb-4f02-8d80-c4a141282ec0,96b53825-9edb-49ad-9f5e-f295e8baa5bc,c2,c4,27,?,?,surb={'id': 'a9aa8a0c-332e-4ef1-90a0-c5097a91ace6', 'route': ['p1', 'e11', 'i2', 'x12', 'p2', 'c2']}
1769460875.1525505,SENT,fdecf9a3-a4d6-4f77-9129-ab3ccc439e47,e1302e13-25f9-4127-a003-a3042512aecb,c2,c4,3387,?,p2,
1769460875.1527028,CREATED,1e9c67ec-1680-419f-8c36-45629fca6edf,2f50f94c-6db8-4fa1-81af-2c52809fad78,c2,c4,27,?,?,surb={'id': 'addb42fc-6441-467a-8617-6d398ab6a604', 'route': ['p1', 'e6', 'i9', 'x9', 'p2', 'c2']}
1769460875.1972556,SENT,ddd41323-6430-47d9-9c77-627d2bab6740,0c25345f-43f8-499d-b5f6-75bfc19e67ef,c2,c4,3376,?,p2,
1769460875.1974084,CREATED,a7a7f367-91b6-4c47-aa73-3f98f600fe17,2f50f94c-6db8-4fa1-81af-2c52809fad78,c2,c4,27,?,?,surb={'id': 'addb42fc-6441-467a-8617-6d398ab6a604', 'route': ['p1', 'e6', 'i9', 'x9', 'p2', 'c2']}
1769460875.2449565,SENT,a90665ab-cd37-48e6-83e2-8a8a40ba646c,c959368f-ebea-49f9-94bf-0937647c6c6e,c2,c4,3373,?,p2,
1769460875.2454486,CREATED,0fd92d12-5d76-48c7-9f03-f7aaed394f77,8977c186-db85-4a70-99fd-30de1d68a816,c2,c4,26,?,?,surb={'id': '5cdd10f3-2bb0-455e-b7cc-388bf35ba64a', 'route': ['p1', 'e5', 'i4', 'x4', 'p2', 'c2']}
1769460875.2582088,RECEIVED,fca0883b-25d1-46c1-8cfe-88c417640c08,91ecd804-61d7-4592-8904-28ef8697d873,c3,c2,27,p2,?,surb={'id': '88aeb81b-b662-4cee-b8c0-210834d6c602', 'route': ['p2', 'e7', 'i6', 'x1', 'p3', 'c3']}
1769460875.7195842,RECEIVED,62eadc57-a84f-496d-a5e0-9a1fa334ac28,b87aac3d-456f-48db-854e-4a50bab7930b,c3,c2,27,p2,?,surb={'id': '37add113-6bf2-4292-b010-0c366e0c8964', 'route': ['p2', 'e12', 'i3', 'x9', 'p3', 'c3']}
1769460875.7396514,RECEIVED,0fbcfe4a-5c79-4d29-aa7b-b0ac9b5486d8,5cfe305d-361b-4ce3-bb65-badb719ebf9b,c3,c2,27,p2,?,surb={'id': '5e95fc32-9273-41f2-80ac-f928400b3bfc', 'route': ['p2', 'e7', 'i9', 'x9', 'p3', 'c3']}
1769460875.847925,RECEIVED,0da8620d-264c-4e2f-8939-178a13d4177b,910b5214-72fa-4827-96b8-05af2f5885f6,c3,c2,26,p2,?,surb={'id': '370a3437-7452-4c5f-a04f-0e1aac3178fa', 'route': ['p2', 'e4', 'i3', 'x3', 'p3', 'c3']}
1769460876.1898975,SENT,2802ef06-41e7-4a08-9497-25f851561499,7784e8c5-c2e5-423e-880b-281a8985bf53,c2,c4,3360,?,p2,
1769460876.190225,CREATED,bbf2c523-d576-4cdf-9c8e-d2a04ed1daf8,8977c186-db85-4a70-99fd-30de1d68a816,c2,c4,26,?,?,surb={'id': '5cdd10f3-2bb0-455e-b7cc-388bf35ba64a', 'route': ['p1', 'e5', 'i4', 'x4', 'p2', 'c2']}
1769460876.2841668,RECEIVED,bf2c50cd-3903-4431-9718-655eec103369,b87aac3d-456f-48db-854e-4a50bab7930b,c3,c2,27,p2,?,surb={'id': '37add113-6bf2-4292-b010-0c366e0c8964', 'route': ['p2', 'e12', 'i3', 'x9', 'p3', 'c3']}
1769460876.353433,RECEIVED,ab0791d7-0b1d-4be0-84d2-56967c49278c,df46b7e3-77e8-4122-bf88-761fb0c8f336,c3,c2,26,p2,?,surb={'id': 'ca7d0cb3-ed37-4090-b3d6-642d88272b38', 'route': ['p2', 'e7', 'i4', 'x12', 'p3', 'c3']}
1769460876.650267,RECEIVED,cdd92f7c-5322-4f1e-aca2-40eb4bf6e030,528713b1-46e2-4656-9d1a-61c011a3d991,c3,c2,26,p2,?,surb={'id': '2b12f5de-a507-4083-a107-37238a12edfd', 'route': ['p2', 'e8', 'i8', 'x6', 'p3', 'c3']}
1769460876.7674124,SENT,b843bd13-7504-4d14-93ec-7dd2378ca9d8,e26a096a-463e-4add-98da-c98d180d8cc0,c2,c4,3420,?,p2,
1769460876.7674816,CREATED,acd60904-962a-4c5a-8f08-9d78131ff154,d5fc4dc7-5185-4cb0-a16f-90273c513ff1,c2,c4,27,?,?,surb={'id': '809530f4-ba27-42c5-aa1d-edcb1dc8a837', 'route': ['p1', 'e3', 'i10', 'x11', 'p2', 'c2']}
1769460876.8519018,RECEIVED,813ba41b-6bf6-4691-b6ac-690122b7dc72,02af20a4-a73f-4861-861a-47882f99642a,c3,c2,27,p2,?,surb={'id': '0d12ea3d-52d4-4a2f-9235-8f2771e9b8ad', 'route': ['p2', 'e12', 'i10', 'x1', 'p3', 'c3']}
1769460876.8576176,SENT,43a039fa-15b2-4270-98ec-fda31ad25ed3,14ad5e10-306b-4986-9bcf-4a6d266aabf6,c2,c4,3404,?,p2,
1769460876.857753,CREATED,7d613277-bd97-4e6e-8d59-b0511a0a169c,d5fc4dc7-5185-4cb0-a16f-90273c513ff1,c2,c4,27,?,?,surb={'id': '809530f4-ba27-42c5-aa1d-edcb1dc8a837', 'route': ['p1', 'e3', 'i10', 'x11', 'p2', 'c2']}
1769460876.9690306,SENT,d68cf41a-bfc5-4ed9-ada2-71186621dbc2,4b89f663-3511-4eaf-b2a3-05a848cd9e26,c2,c4,3360,?,p2,
1769460876.969193,CREATED,180f7a21-46e1-4be4-872a-24d6ec5d99d9,3174ed6b-29d3-470a-9b7d-465b4127f8fb,c2,c4,27,?,?,surb={'id': 'a759ec64-c67d-42b8-adc7-177420d66969', 'route': ['p1', 'e1', 'i9', 'x4', 'p2', 'c2']}
1769460877.0412931,RECEIVED,9a064f6a-412a-4898-b897-19530acd2eaa,525c28b4-64a0-4721-abc3-7d8039754702,c3,c2,27,p2,?,surb={'id': '389989a8-4a0f-40ab-9774-ebd6cc24aac8', 'route': ['p2', 'e7', 'i5', 'x7', 'p3', 'c3']}
1769460877.2197092,RECEIVED,5e3b085f-6d03-4f5e-8467-271d5993f714,525c28b4-64a0-4721-abc3-7d8039754702,c3,c2,27,p2,?,surb={'id': '389989a8-4a0f-40ab-9774-ebd6cc24aac8', 'route': ['p2', 'e7', 'i5', 'x7', 'p3', 'c3']}
1769460877.393375,RECEIVED,9b17d569-71a0-48e9-9c58-4d3ceb259c5e,c257ebe8-7946-4cd5-9a4f-a4b4f2f3e464,c3,c2,27,p2,?,surb={'id': '0fc5e25c-ee21-4fd2-a733-8d4f5b8308af', 'route': ['p2', 'e5', 'i4', 'x3', 'p3', 'c3']}
1769460877.7308247,SENT,732ee7fa-5838-4d88-b23a-9e852ab1531d,fd636107-0fba-4a22-9060-c129dabbb501,c2,c4,3385,?,p2,
1769460877.730978,CREATED,20b5f1ab-6519-4861-bf34-3a30093e16c4,3174ed6b-29d3-470a-9b7d-465b4127f8fb,c2,c4,27,?,?,surb={'id': 'a759ec64-c67d-42b8-adc7-177420d66969', 'route': ['p1', 'e1', 'i9', 'x4', 'p2', 'c2']}
1769460877.920406,RECEIVED,fb25a9e9-9d51-4307-ae28-4c7c37e945c5,c257ebe8-7946-4cd5-9a4f-a4b4f2f3e464,c3,c2,27,p2,?,surb={'id': '0fc5e25c-ee21-4fd2-a733-8d4f5b8308af', 'route': ['p2', 'e5', 'i4', 'x3', 'p3', 'c3']}
1769460877.928321,RECEIVED,72556e97-fee3-429e-9595-1614ab477233,528713b1-46e2-4656-9d1a-61c011a3d991,c3,c2,26,p2,?,surb={'id': '2b12f5de-a507-4083-a107-37238a12edfd', 'route': ['p2', 'e8', 'i8', 'x6', 'p3', 'c3']}
1769460878.1944547,SENT,3a16b0fe-66c3-4e9a-935a-6f949ff90f66,5cc9a457-956a-4635-a0e0-734336f91ade,c2,c4,3364,?,p2,
1769460878.1945271,CREATED,a9766c3b-a2e1-4033-ada7-657ece5640a5,cac7f58b-3eab-4441-8163-80d963b6a622,c2,c4,26,?,?,surb={'id': 'c69e68d9-7fed-4506-8990-fc241fdea2c5', 'route': ['p1', 'e7', 'i5', 'x5', 'p2', 'c2']}
1769460878.3964083,SENT,d8aad40f-7a24-4ca7-9a66-ac1e3ba665f9,1cb63ecb-d75e-475a-b851-c2a38112bea3,c2,c4,3359,?,p2,
1769460878.396566,CREATED,cfc900d0-d9f5-416d-91f1-0ff15a65dc56,cac7f58b-3eab-4441-8163-80d963b6a622,c2,c4,26,?,?,surb={'id': 'c69e68d9-7fed-4506-8990-fc241fdea2c5', 'route': ['p1', 'e7', 'i5', 'x5', 'p2', 'c2']}
1769460878.444605,SENT,54404350-a83b-4c57-b8e1-09996046d83e,a8025a61-fbf8-4617-b7d8-a2415ea35783,c2,c4,3387,?,p2,
1769460878.4447505,CREATED,56f55133-dd1d-45b0-a1b3-cff2b67e610a,42d95d48-4aee-4263-90c0-2a0b8cbc93e7,c2,c4,27,?,?,surb={'id': '9fa7b1df-c886-47ee-9b9d-38496c7cbe33', 'route': ['p1', 'e4', 'i1', 'x5', 'p2', 'c2']}
1769460878.5624766,SENT,c2d34e21-95fd-434a-892e-40c3fabb0d71,daf9168d-58f9-4049-8fdb-252831f72a8e,c2,c4,3359,?,p2,
1769460878.5626576,CREATED,ad5d62b8-57ef-4127-8e80-2aa507341746,42d95d48-4aee-4263-90c0-2a0b8cbc93e7,c2,c4,27,?,?,surb={'id': '9fa7b1df-c886-47ee-9b9d-38496c7cbe33', 'route': ['p1', 'e4', 'i1', 'x5', 'p2', 'c2']}
1769460879.049736,RECEIVED,ba7674d7-ace5-45c2-95c0-9573da622689,93503dcd-b0f7-4b9f-b1cd-b8e1e16ad526,c3,c2,27,p2,?,surb={'id': 'd2570775-1a53-4103-b5bb-2226564d5ab1', 'route': ['p2', 'e2', 'i10', 'x2', 'p3', 'c3']}
1769460879.1552587,RECEIVED,0c578a8b-979b-4fb5-96c1-25a2b0850d50,5cfe305d-361b-4ce3-bb65-badb719ebf9b,c3,c2,27,p2,?,surb={'id': '5e95fc32-9273-41f2-80ac-f928400b3bfc', 'route': ['p2', 'e7', 'i9', 'x9', 'p3', 'c3']}
1769460879.2401786,RECEIVED,29618ede-97b7-41b3-b246-094602b7410e,6d8da4c6-34d0-48f0-a7fb-6b9e58e0930d,c3,c2,26,p2,?,surb={'id': 'd4467292-7244-4dca-bfba-2ebd797d36b4', 'route': ['p2', 'e11', 'i5', 'x8', 'p3', 'c3']}
1769460879.2908635,SENT,bc81700b-e169-4ac1-a438-864044a7f932,e5788f36-9d05-4622-8098-d9fcd95a5732,c2,c4,3383,?,p2,
1769460879.2909653,CREATED,2eae1c32-337b-4b5e-9d12-bc03773eff00,67c18f29-f3b0-4052-a5e0-9600dd6c3994,c2,c4,26,?,?,surb={'id': 'a04994e0-62c8-4f6a-a18c-7a7cfd38186e', 'route': ['p1', 'e10', 'i6', 'x4', 'p2', 'c2']}
1769460879.339908,SENT,68ec74e4-48b5-4b6e-b193-77a3693b17e8,ae2b73ed-1109-4f08-ae4b-24dcc9e0d90f,c2,c4,3388,?,p2,
1769460879.340009,CREATED,60f670d3-1f77-416d-aa46-008abc849419,67c18f29-f3b0-4052-a5e0-9600dd6c3994,c2,c4,26,?,?,surb={'id': 'a04994e0-62c8-4f6a-a18c-7a7cfd38186e', 'route': ['p1', 'e10', 'i6', 'x4', 'p2', 'c2']}
1769460879.8671083,RECEIVED,834ca3f4-27d8-4d64-852a-fdcff0827a28,93503dcd-b0f7-4b9f-b1cd-b8e1e16ad526,c3,c2,27,p2,?,surb={'id': 'd2570775-1a53-4103-b5bb-2226564d5ab1', 'route': ['p2', 'e2', 'i10', 'x2', 'p3', 'c3']}
1769460880.3013356,SENT,5440151e-5fe5-48ca-89e3-521a604afe9b,2c3f15f9-1832-44e4-95fa-4a49749afc7f,c2,c4,3384,?,p2,
1769460880.3014584,CREATED,984807b2-b9d6-4367-a1a8-4cf70d27727e,1121b146-521c-4ea7-b387-803b9351e972,c2,c4,26,?,?,surb={'id': '66c5304c-b633-4d85-acaa-8bf5806f6379', 'route': ['p1', 'e10', 'i8', 'x11', 'p2', 'c2']}
1769460880.3188496,RECEIVED,fe039da5-c39e-4d62-aead-82654ad64f48,6bfce261-535e-4efd-bfd9-c0ea8da0306d,c3,c2,27,p2,?,surb={'id': '1b8c300b-7d8b-4c91-90fd-2cbfc3a9f497', 'route': ['p2', 'e10', 'i5', 'x2', 'p3', 'c3']}
1769460880.575647,RECEIVED,86d1d7bf-2cbc-4f29-b3eb-38d7cb3d82ac,858539b8-7be4-42d5-89cc-860b22249aef,c3,c2,27,p2,?,surb={'id': 'b36208af-9490-43ac-8902-2567e405bdfc', 'route': ['p2', 'e3', 'i8', 'x3', 'p3', 'c3']}
1769460880.6984587,RECEIVED,fb0d7bae-6e10-4543-9143-714b818c1853,68ab1aa6-2fab-4617-8434-fa6dffc74f16,c3,c2,27,p2,?,surb={'id': '692e822f-6427-4690-b356-803c248de124', 'route': ['p2', 'e8', 'i7', 'x9', 'p3', 'c3']}
1769460880.998827,RECEIVED,ed1067ca-807a-430b-9d68-5273eb2c887d,9bbb225e-f2f1-4d9b-8cda-23dafd3e9b90,c3,c2,27,p2,?,surb={'id': '49dbf237-a37c-49c9-9a70-44f7f8d5690e', 'route': ['p2', 'e11', 'i6', 'x5', 'p3', 'c3']}
1769460881.2850156,SENT,6aa23040-ce13-46df-91a5-5cb1eaad1245,c896a368-dc64-4eb7-9ac9-d83b1c7d5811,c2,c4,3375,?,p2,
1769460881.2859278,CREATED,3693ddec-06d9-4616-9d0b-abc716872502,1121b146-521c-4ea7-b387-803b9351e972,c2,c4,26,?,?,surb={'id': '66c5304c-b633-4d85-acaa-8bf5806f6379', 'route': ['p1', 'e10', 'i8', 'x11', 'p2', 'c2']}
1769460881.3716872,SENT,32581c33-ec5a-4d5e-aad6-41f98eaf6b5b,eee80b3a-ae70-4ed4-b779-b171e39ea8ce,c2,c4,3378,?,p2,
1769460881.3718379,CREATED,1ac0b4bb-5190-4c06-bcb4-1d9d68e447a3,8e5abed5-a362-47cb-ba11-304e9ba0b578,c2,c4,26,?,?,surb={'id': '2edfac73-41ff-47f0-98ca-5ae67a61b826', 'route': ['p1', 'e6', 'i7', 'x11', 'p2', 'c2']}
1769460881.381582,SENT,4a71c8a0-bc32-4631-9956-ef3b27ed1b0b,f730a7d7-c5b5-403a-bd17-fdbb3d8c547d,c2,c4,3380,?,p2,
1769460881.3817334,CREATED,9cdd2857-431a-4244-9a75-f00c36dfeab1,8e5abed5-a362-47cb-ba11-304e9ba0b578,c2,c4,26,?,?,surb={'id': '2edfac73-41ff-47f0-98ca-5ae67a61b826', 'route': ['p1', 'e6', 'i7', 'x11', 'p2', 'c2']}
1769460881.6181245,RECEIVED,5fa8e891-214e-4ec0-abd8-5d5c2c6a8c56,3f136c27-40d5-49bb-9e9c-cea82868b586,c3,c2,27,p2,?,surb={'id': '48925d8a-4f06-4528-a970-d8432b192047', 'route': ['p2', 'e9', 'i9', 'x8', 'p3', 'c3']}
1769460881.804236,RECEIVED,804d58bb-b4d8-4a70-b8a1-1fa77576d16d,095b2fbf-84f6-44ea-a72d-de58c25aed58,c3,c2,27,p2,?,surb={'id': '9fd3ef9d-c5b7-457c-af46-e73dcba05526', 'route': ['p2', 'e5', 'i7', 'x9', 'p3', 'c3']}
1769460882.0531611,SENT,070e2f84-6653-41e4-9190-283d4c7c14e6,d59006f0-2a39-4601-a2fb-1e6173104e25,c2,c4,3369,?,p2,
1769460882.053237,CREATED,63a8d45a-f79c-446d-bec6-82ef30bfe4e1,f20c5a78-770c-4daf-be74-db274e676a3e,c2,c4,27,?,?,surb={'id': '29368299-9818-4e41-a63c-c7ccad63e350', 'route': ['p1', 'e9', 'i3', 'x12', 'p2', 'c2']}
1769460882.0623178,RECEIVED,6a601906-748b-41ce-b449-7b1a03e7f9df,68ab1aa6-2fab-4617-8434-fa6dffc74f16,c3,c2,27,p2,?,surb={'id': '692e822f-6427-4690-b356-803c248de124', 'route': ['p2', 'e8', 'i7', 'x9', 'p3', 'c3']}
1769460882.1791985,SENT,ae02608e-887b-46d9-97dd-1bf154724222,7e36fc05-aed3-431d-be43-06ac83e2863a,c2,c4,3401,?,p2,
1769460882.1793509,CREATED,629abcb8-2727-4a5c-9274-1954577a5553,f20c5a78-770c-4daf-be74-db274e676a3e,c2,c4,27,?,?,surb={'id': '29368299-9818-4e41-a63c-c7ccad63e350', 'route': ['p1', 'e9', 'i3', 'x12', 'p2', 'c2']}
1769460882.3228347,SENT,16a9d9f3-f766-4f5e-ac0f-1fbbae215e03,36a71803-942d-44ff-9867-fcee5cabfbb2,c2,c4,3399,?,p2,
1769460882.3229837,CREATED,76459e9e-4b30-475a-8e32-fb3d8085262d,4372f1b8-bece-43e8-8de8-6639b1a80628,c2,c4,27,?,?,surb={'id': 'd6dce325-2a96-4af4-99a9-7a98261b7104', 'route': ['p1', 'e3', 'i10', 'x10', 'p2', 'c2']}
1769460882.4656508,RECEIVED,339fb3fa-6a16-4177-b44f-d4c223e1e61c,22ca9cbd-54f2-487c-82af-ece977a28d28,c3,c2,27,p2,?,surb={'id': 'ed5b2938-8e80-43b6-b014-d22d76014428', 'route': ['p2', 'e12', 'i10', 'x7', 'p3', 'c3']}
1769460882.5457053,RECEIVED,d179b5e2-fbf8-4c50-a616-c35237829d85,c6d91a4f-f481-471d-8d11-d0717e775059,c3,c2,27,p2,?,surb={'id': '96c0f229-beb4-4b74-891e-88d645611a0d', 'route': ['p2', 'e9', 'i3', 'x8', 'p3', 'c3']}
1769460882.585728,RECEIVED,f478046c-10f2-4989-a438-8409203ef95e,6d8da4c6-34d0-48f0-a7fb-6b9e58e0930d,c3,c2,26,p2,?,surb={'id': 'd4467292-7244-4dca-bfba-2ebd797d36b4', 'route': ['p2', 'e11', 'i5', 'x8', 'p3', 'c3']}
1769460882.691681,RECEIVED,4b87b1a3-e34b-456c-8a9b-52690eed2a6f,095b2fbf-84f6-44ea-a72d-de58c25aed58,c3,c2,27,p2,?,surb={'id': '9fd3ef9d-c5b7-457c-af46-e73dcba05526', 'route': ['p2', 'e5', 'i7', 'x9', 'p3', 'c3']}
1769460883.1054215,SENT,5ec58322-5fb1-4fd3-92a1-a2e406d55e19,6ee2e1f3-ef2f-41eb-9a55-2ee505b7b5e1,c2,c4,3397,?,p2,
1769460883.105514,CREATED,d90bcee6-b2fc-4fd5-8189-45e4fda2ebf3,4372f1b8-bece-43e8-8de8-6639b1a80628,c2,c4,27,?,?,surb={'id': 'd6dce325-2a96-4af4-99a9-7a98261b7104', 'route': ['p1', 'e3', 'i10', 'x10', 'p2', 'c2']}
1769460883.1992674,RECEIVED,5f9d4b3b-7dd0-4a90-9496-264bea0e26a0,22ca9cbd-54f2-487c-82af-ece977a28d28,c3,c2,27,p2,?,surb={'id': 'ed5b2938-8e80-43b6-b014-d22d76014428', 'route': ['p2', 'e12', 'i10', 'x7', 'p3', 'c3']}
1769460883.4568212,RECEIVED,5a4034cd-8b50-4a0b-995b-70ed7df53a76,1702f344-d5fa-49e4-b71f-522b3eefe471,c3,c2,27,p2,?,surb={'id': '29d8add5-126d-4823-9bf5-e3b13a089de5', 'route': ['p2', 'e3', 'i11', 'x11', 'p3', 'c3']}
1769460883.700345,SENT,4e551a8d-e96d-462a-b111-4ec52852374d,64749b81-0af5-495c-87cd-57f7c5e50895,c2,c4,3368,?,p2,
1769460883.70047,CREATED,23caefda-c750-4928-89de-125c160c7d8f,c43b4fb9-5817-4f0c-a60c-23afa736b6b8,c2,c4,27,?,?,surb={'id': 'a738c9f4-d104-46ee-b240-81f19f2d20a6', 'route': ['p1', 'e3', 'i11', 'x10', 'p2', 'c2']}
1769460883.7111874,RECEIVED,390adbd5-9590-4943-b444-bf2bbfaa645a,1702f344-d5fa-49e4-b71f-522b3eefe471,c3,c2,27,p2,?,surb={'id': '29d8add5-126d-4823-9bf5-e3b13a089de5', 'route': ['p2', 'e3', 'i11', 'x11', 'p3', 'c3']}
1769460883.740007,SENT,6f21660c-bdb1-4667-8dac-d08355289894,f453f199-2804-4135-a0ad-8612e16c8757,c2,c4,3399,?,p2,
1769460883.7401524,CREATED,04762eb5-78c5-4dd9-863a-318498b4e78f,c43b4fb9-5817-4f0c-a60c-23afa736b6b8,c2,c4,27,?,?,surb={'id': 'a738c9f4-d104-46ee-b240-81f19f2d20a6', 'route': ['p1', 'e3', 'i11', 'x10', 'p2', 'c2']}
1769460883.7879279,RECEIVED,e215dc80-dd72-48a5-999d-cc800bedee95,c6d91a4f-f481-471d-8d11-d0717e775059,c3,c2,27,p2,?,surb={'id': '96c0f229-beb4-4b74-891e-88d645611a0d', 'route': ['p2', 'e9', 'i3', 'x8', 'p3', 'c3']}
1769460884.1396194,SENT,be3c9641-87c2-46a6-8e16-3484e1e2555d,d8ad3538-0f09-463e-a0d8-d2010b9802e0,c2,c4,3380,?,p2,
1769460884.1397696,CREATED,85b3884d-d71f-4999-b7d0-4989f1abf74b,0d71a02c-82e7-42ad-8347-41b277f46fad,c2,c4,27,?,?,surb={'id': 'c7916cf9-c1ca-4da1-90ef-ff8803f19fd6', 'route': ['p1', 'e10', 'i1', 'x1', 'p2', 'c2']}
1769460884.3634608,SENT,e6661034-f990-496a-9d8c-432f1a9f5fc9,547fa2f9-ff54-445f-80ad-f15f55366573,c2,c4,3397,?,p2,
1769460884.363608,CREATED,7a439697-e847-479b-abe9-a936224bc971,0d71a02c-82e7-42ad-8347-41b277f46fad,c2,c4,27,?,?,surb={'id': 'c7916cf9-c1ca-4da1-90ef-ff8803f19fd6', 'route': ['p1', 'e10', 'i1', 'x1', 'p2', 'c2']}
1769460884.5821834,RECEIVED,9346d2a7-f013-4172-beca-77e733fbd1e8,dc7f340c-df4d-4609-a000-ac18e935acf1,c3,c2,27,p2,?,surb={'id': '70ea5a04-dc2a-4482-8e89-7e99da959a9e', 'route': ['p2', 'e6', 'i12', 'x4', 'p3', 'c3']}
1769460884.642255,SENT,584d5695-96c8-4235-a41e-eb7f05ddf4d5,4dbe5100-5672-436b-8331-5cce5e9ea47f,c2,c4,3380,?,p2,
1769460884.6424086,CREATED,48a6542a-5fdd-4635-8957-57d969dfa501,a529aa1d-6d48-4e9e-9a20-bd320bda7445,c2,c4,25,?,?,surb={'id': '5fcfd76b-cb87-4adf-99eb-ce20950cd7b4', 'route': ['p1', 'e10', 'i9', 'x4', 'p2', 'c2']}
1769460884.7203608,RECEIVED,359437a1-e618-4703-b8d2-ae25d2af30f4,265df5d5-2d4c-4b24-a4cc-abe42a933c89,c3,c2,27,p2,?,surb={'id': 'c2da83ce-325f-4cd2-b5d8-a80fc1e65e51', 'route': ['p2', 'e7', 'i6', 'x5', 'p3', 'c3']}
1769460884.7326424,RECEIVED,aa4fc9a3-08f5-4cc7-bef2-5fc6dc9dc0bd,f2b58fc0-09df-4475-90bb-b60397ac8808,c3,c2,26,p2,?,surb={'id': '009450e8-cb4a-47dd-8ce5-7a9a233ffb5a', 'route': ['p2', 'e10', 'i6', 'x2', 'p3', 'c3']}
1769460884.9567068,SENT,fa14e97a-c356-417e-8b0e-e24af0d8c3d3,35c40e02-ad2a-47cd-acb0-af7171f2897a,c2,c4,3384,?,p2,
1769460884.95681,CREATED,bdfb3f3a-3d68-445e-8dc1-833e482ec3f6,a529aa1d-6d48-4e9e-9a20-bd320bda7445,c2,c4,25,?,?,surb={'id': '5fcfd76b-cb87-4adf-99eb-ce20950cd7b4', 'route': ['p1', 'e10', 'i9', 'x4', 'p2', 'c2']}
1769460884.9921565,RECEIVED,24ed7e29-a599-4e87-9d68-ad309a10b663,0b644f9e-9393-44e8-a527-4147bac48c04,c3,c2,27,p2,?,surb={'id': 'c9c81a1f-cfdb-418c-90ab-65a6aaf74f52', 'route': ['p2', 'e3', 'i1', 'x4', 'p3', 'c3']}
1769460885.3984578,RECEIVED,2c52f1f2-c4fd-479e-b110-801acb216e42,f2b58fc0-09df-4475-90bb-b60397ac8808,c3,c2,26,p2,?,surb={'id': '009450e8-cb4a-47dd-8ce5-7a9a233ffb5a', 'route': ['p2', 'e10', 'i6', 'x2', 'p3', 'c3']}
1769460885.4419107,SENT,51ca5ab5-187e-4a11-a187-5f7f89e2f3a4,a6936c98-9a3e-46d4-9e0b-bd9c0d5d8fea,c2,c4,3379,?,p2,
1769460885.4420907,CREATED,ff125ef2-1c3c-4af2-a05f-6b5884af6fdf,2235fc77-22c1-4cd5-aa10-cf9da7c6832d,c2,c4,27,?,?,surb={'id': '7e825ed9-2e32-4542-ab95-97d041c9708c', 'route': ['p1', 'e1', 'i9', 'x8', 'p2', 'c2']}
1769460885.511737,RECEIVED,74eba30a-a20a-43d4-8efc-fb949985779b,dc7f340c-df4d-4609-a000-ac18e935acf1,c3,c2,27,p2,?,surb={'id': '70ea5a04-dc2a-4482-8e89-7e99da959a9e', 'route': ['p2', 'e6', 'i12', 'x4', 'p3', 'c3']}
1769460885.6120982,RECEIVED,784afc08-b44f-4f9e-bed8-d990b4f0922b,7f1a2a3a-4400-433d-90e3-258c51edc284,c3,c2,27,p2,?,surb={'id': 'fd34b679-b467-4170-8138-b7989274b08c', 'route': ['p2', 'e10', 'i6', 'x6', 'p3', 'c3']}
1769460885.632319,SENT,cfe26c2b-78f8-4d22-8e37-dbab96037187,04db20d0-90aa-4344-8172-defc6fc27abe,c2,c4,3384,?,p2,
1769460885.632419,CREATED,42f0157c-6610-4910-be79-0a523ebaca54,2235fc77-22c1-4cd5-aa10-cf9da7c6832d,c2,c4,27,?,?,surb={'id': '7e825ed9-2e32-4542-ab95-97d041c9708c', 'route': ['p1', 'e1', 'i9', 'x8', 'p2', 'c2']}
1769460885.948262,SENT,4e1498f5-598d-4cb9-9a4b-276c1c2118d1,ffd5adb3-a19b-4374-b9eb-357553b62a47,c2,c4,3389,?,p2,
1769460885.948411,CREATED,b09c1517-64e6-43f2-994a-172f758c5468,b756f981-3afc-4b77-9531-1b2f6d658dc7,c2,c4,27,?,?,surb={'id': '6ecd92da-40f3-4aea-8f9c-70d5ad14406b', 'route': ['p1', 'e7', 'i10', 'x5', 'p2', 'c2']}
1769460885.9619703,RECEIVED,438b8ba5-365c-4cc1-bcca-5b1c4f07bd50,7f1a2a3a-4400-433d-90e3-258c51edc284,c3,c2,27,p2,?,surb={'id': 'fd34b679-b467-4170-8138-b7989274b08c', 'route': ['p2', 'e10', 'i6', 'x6', 'p3', 'c3']}
1769460886.261979,RECEIVED,63c9954f-0188-4c5a-a86b-a1ffc74a4d7c,265df5d5-2d4c-4b24-a4cc-abe42a933c89,c3,c2,27,p2,?,surb={'id': 'c2da83ce-325f-4cd2-b5d8-a80fc1e65e51', 'route': ['p2', 'e7', 'i6', 'x5', 'p3', 'c3']}
1769460886.7315512,RECEIVED,68cb13ae-97b9-4093-b71b-1c2e3333ab20,73db968c-acd2-400c-ac71-4352f5baad1c,c3,c2,27,p2,?,surb={'id': '56443ace-36a0-40dd-a1a4-791c52d86244', 'route': ['p2', 'e2', 'i12', 'x12', 'p3', 'c3']}
1769460887.1498673,SENT,7241418c-ac19-46a0-a934-b269f1708346,0804872e-974a-42d9-8ab7-92a5e2e4fd17,c2,c4,3387,?,p2,
