timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769487689.5762763,CREATED,5644254d-abd3-42a4-ab57-a07589684181,4fe89852-17f2-4f4b-aed5-2388055e4f5a,c1,c5,27,?,?,surb={'id': 'fd3e7f2d-d90e-4718-a071-6554a66abe23', 'route': ['p2', 'e12', 'i3', 'x1', 'p1', 'c1']}
1769487690.143486,SENT,473fc362-c3b8-4faa-b8b6-210d396de07d,b5e2201e-0b4c-4f84-be15-e83e68d4a66d,c1,c5,3363,?,p1,
1769487690.1436324,CREATED,5442248e-fe2f-41ec-8419-6165ed041e8d,b6032c5b-a39e-4a77-b4b1-9d55f6e1c088,c1,c5,27,?,?,surb={'id': '314bd4b6-c9ed-4194-a520-52c594a8a5aa', 'route': ['p2', 'e3', 'i3', 'x12', 'p1', 'c1']}
1769487690.2968478,RECEIVED,e9466538-6c09-4f3a-9fa0-91a1bef5eb8e,92a9d9d8-12a5-477e-98de-a06b89bd42ea,c2,c1,26,p1,?,surb={'id': 'a528151d-7947-4f49-af32-02f9544c7851', 'route': ['p1', 'e3', 'i11', 'x5', 'p2', 'c2']}
1769487690.398376,RECEIVED,bea0c942-7885-4f49-b178-142d96425340,50dc1186-ff63-4b36-adbd-96633cecd8fa,c2,c1,27,p1,?,surb={'id': 'f4dca824-7434-49cd-b1af-4103d6d541c3', 'route': ['p1', 'e1', 'i5', 'x1', 'p2', 'c2']}
1769487690.4109807,RECEIVED,a90c8db8-a641-4fab-8cec-a44e3e7c9c7b,f0e844b2-7ac8-462f-8e84-87ed817028de,c2,c1,27,p1,?,surb={'id': '4310abe6-bc6d-4cfa-96fb-e8dc1c6f688c', 'route': ['p1', 'e3', 'i12', 'x6', 'p2', 'c2']}
1769487690.539928,RECEIVED,f970fc08-b1a6-46a1-a984-9b8c4ab472d9,1de852f5-953f-4089-9420-9943525dd53c,c2,c1,27,p1,?,surb={'id': 'e098febe-8584-49b1-9e6f-a334f2e93eb3', 'route': ['p1', 'e6', 'i12', 'x6', 'p2', 'c2']}
1769487690.955712,RECEIVED,979d66c1-01b0-4c3f-8d4f-a70a552ddf80,95df7df7-6594-45da-9461-0c515efb4074,c2,c1,27,p1,?,surb={'id': '78f9cc4e-f752-492a-b9b2-be460508955d', 'route': ['p1', 'e10', 'i1', 'x8', 'p2', 'c2']}
1769487691.0044096,RECEIVED,24d60722-aeaf-46a1-a289-f7c2095411a5,7595de4e-b8bf-454b-954c-003d5cdd0b08,c2,c1,27,p1,?,surb={'id': '77ceb3d2-86a8-445f-9cf0-4721c199de70', 'route': ['p1', 'e9', 'i2', 'x4', 'p2', 'c2']}
1769487691.8859782,SENT,af8a4fa4-1854-4746-a822-442208ecfb92,958394c8-5775-4e22-abea-b2ac701edb5f,c1,c5,3383,?,p1,
1769487691.8861208,CREATED,a1825991-c24c-495e-a2a3-f828338e0102,e5793c5b-5ea4-4052-83d6-b2ce70160f59,c1,c5,27,?,?,surb={'id': 'aa000ec3-4eef-4e25-8ef0-237e4176cb95', 'route': ['p2', 'e8', 'i7', 'x12', 'p1', 'c1']}
1769487692.1643994,SENT,04774773-2a7f-4f3b-aa95-250bb6f4b4da,367a9d03-dfad-4e90-bf36-6a14aa4749b9,c1,c5,3379,?,p1,
1769487692.1645467,CREATED,ede27577-4ff3-4c8c-8453-469c50523d49,8dfe8136-3626-4d61-8c0a-b35adbc19b6c,c1,c5,27,?,?,surb={'id': '814514ed-7a15-46fb-ba12-0750f03501ea', 'route': ['p2', 'e2', 'i11', 'x2', 'p1', 'c1']}
1769487692.3244941,SENT,d7650513-3653-4230-bc21-9646e534fa35,69f33713-a405-4aff-980b-39be929d3abe,c1,c5,3373,?,p1,
1769487692.3246398,CREATED,bdbeabc4-685c-40cd-b969-7dda65044cce,b2faebef-2fc8-44c1-ab8f-8933eb690c70,c1,c5,26,?,?,surb={'id': 'be5f749c-26b5-4e16-ae65-979e9e2f5985', 'route': ['p2', 'e11', 'i6', 'x3', 'p1', 'c1']}
1769487692.3782146,RECEIVED,91de0529-a8c1-4cd8-8d97-b0173ded2704,fad61ef3-a804-468d-9c2c-4d6f418442ed,c2,c1,27,p1,?,surb={'id': '23a81c59-04e1-4958-a4a8-a281a43cb5db', 'route': ['p1', 'e8', 'i7', 'x12', 'p2', 'c2']}
1769487692.4622915,RECEIVED,51c79acf-9f69-4590-b9d9-7c2955a2f278,7d1f7725-342e-4f6f-85ba-1f7ea998022d,c2,c1,27,p1,?,surb={'id': '66b3e000-0d85-4dc5-bde4-629f6e8b2ebe', 'route': ['p1', 'e6', 'i11', 'x4', 'p2', 'c2']}
1769487692.7087355,RECEIVED,2b7bb3e4-6f9d-44b7-b3d8-544d0adba5f6,c05d7043-a7d2-4595-933e-03ea3564b587,c2,c1,27,p1,?,surb={'id': '152cf6bc-3311-4150-9795-6c2fe19b1773', 'route': ['p1', 'e12', 'i2', 'x9', 'p2', 'c2']}
1769487692.762097,SENT,f8ec98e8-61d2-493a-b60b-bf724fca9416,0a742806-034e-46aa-9bad-9e2a2619209a,c1,c5,3393,?,p1,
1769487692.762985,CREATED,53fc7e77-e051-4be7-97e4-672f468ebc70,7bba8013-4886-4428-874c-c666800cf995,c1,c5,27,?,?,surb={'id': '3485b02f-947e-4ebf-b712-ba35d25d53a4', 'route': ['p2', 'e1', 'i5', 'x7', 'p1', 'c1']}
1769487692.8681955,SENT,af9c5480-d501-4c9f-836a-e430fc6f6127,c2e237e7-97ab-436e-bb41-6ef97f736a9f,c1,c5,3355,?,p1,
1769487692.8682704,CREATED,3eb35ab5-8095-4935-adf8-1db79c069ea0,d7715616-1433-47d5-a607-1e138f093a43,c1,c5,27,?,?,surb={'id': '08277bab-dce2-4a3a-9631-0aa1ba27b3a0', 'route': ['p2', 'e3', 'i1', 'x3', 'p1', 'c1']}
1769487693.2529843,RECEIVED,ba06f411-1008-4c9c-aa4b-de3f6a32b44b,47005648-650b-4d92-917a-28f192100a57,c2,c1,27,p1,?,surb={'id': '0973ad71-c3d3-45cf-b0a0-00f77fb7f219', 'route': ['p1', 'e1', 'i12', 'x6', 'p2', 'c2']}
1769487693.298705,SENT,a4bbef91-96bb-4bb5-8153-a3b5c4c6f901,e80e6194-f702-49fd-9344-edcf77dcb7a2,c1,c5,3380,?,p1,
1769487693.2988508,CREATED,0ef59aa7-7857-4bba-97db-9cf9d35f1d52,9ca8581a-0e78-4559-a9cc-38abe72a6fa1,c1,c5,27,?,?,surb={'id': 'ec435543-e56b-4920-b0ca-943a0cf89636', 'route': ['p2', 'e4', 'i1', 'x10', 'p1', 'c1']}
1769487693.3057716,RECEIVED,8f8cb0b3-ec98-4ca2-bac9-bc822cef309a,2622e194-63e4-4952-8b09-e099c039fa73,c2,c1,27,p1,?,surb={'id': 'b0519d38-2610-43d9-a72b-d4efa6ce1951', 'route': ['p1', 'e12', 'i2', 'x3', 'p2', 'c2']}
1769487693.377135,SENT,723c0a6a-efd3-499a-8b67-d6754535fd41,e2ce888c-b231-4431-9abf-8dc67ce1155e,c1,c5,3396,?,p1,
1769487693.3773189,CREATED,101dede4-47c3-4d39-9440-f1add4fbf6af,22f4e1f6-bfcb-4b82-b995-ff04e6a80a58,c1,c5,27,?,?,surb={'id': '69a45728-3f9f-449b-9fae-b9e91750aba0', 'route': ['p2', 'e3', 'i12', 'x12', 'p1', 'c1']}
1769487693.5493505,RECEIVED,83bf67d7-6e88-4024-a109-fb605117738b,0d9286df-ddc7-4f30-bf38-3bc50826494a,c2,c1,27,p1,?,surb={'id': '7a7f52c7-db25-4776-9411-73ed7a34467d', 'route': ['p1', 'e12', 'i3', 'x7', 'p2', 'c2']}
1769487693.610714,SENT,50c21184-fae1-4e93-9ca2-d440ed7157c2,78f11b95-fda6-4541-8904-e58ce856c3f3,c1,c5,3377,?,p1,
1769487693.6108577,CREATED,f9fe4c78-2c33-4a4d-8949-c19faf3a0e2a,e6d82ac1-71ca-4f42-9371-08bf7f34f646,c1,c5,27,?,?,surb={'id': 'b7bea6e4-e6de-4906-a337-f58332de5c1d', 'route': ['p2', 'e12', 'i2', 'x4', 'p1', 'c1']}
1769487693.854495,SENT,ff3a820f-d712-4cc8-b0c9-8d8c495c94a1,bbdfc437-ae04-4900-9340-f2860caa61d9,c1,c5,3396,?,p1,
1769487693.8546424,CREATED,7d060f34-c62f-4a72-be41-a778a06f3797,8410874e-4df1-412e-8fa8-4cb583f4f28b,c1,c5,26,?,?,surb={'id': 'dcb68b89-2684-4cef-943c-e618dc06b2e5', 'route': ['p2', 'e1', 'i11', 'x11', 'p1', 'c1']}
1769487693.9143887,SENT,d6deff4e-dae3-42a8-b0a7-406a958e64b8,24cd05ad-fa4c-4d3e-bd38-547b37c444fd,c1,c5,3400,?,p1,
1769487693.9145355,CREATED,83a9379a-b4c4-46aa-9552-6c941217f9a4,a74275b5-6240-4bc9-ba64-3043593f5578,c1,c5,27,?,?,surb={'id': 'b2f53c90-e716-4b16-8da8-4137d0785961', 'route': ['p2', 'e11', 'i1', 'x10', 'p1', 'c1']}
1769487693.9435449,SENT,c5a896eb-c270-4d9d-9403-a486d327e89b,fdc27f9a-c35d-4a30-97c8-cc4c4a17311e,c1,c5,3379,?,p1,
1769487693.94372,CREATED,0a431990-bd0d-48cb-9e0e-1dc5989f6fee,956e6c96-489b-4d69-8d6b-0966d2a87db8,c1,c5,27,?,?,surb={'id': '32debc28-ad17-472e-b63b-0b2acbe0840a', 'route': ['p2', 'e11', 'i4', 'x7', 'p1', 'c1']}
1769487693.9512858,SENT,ce31ea12-663a-4caa-945a-630bf80c6b06,5a19ecca-fecc-4cda-8d09-be3fd00f7d9a,c1,c5,3385,?,p1,
1769487693.9514296,CREATED,1471e467-52b7-4b80-8c57-d293e75d1ff4,01438a73-c466-4c49-b6d6-d0e624bdd1c6,c1,c5,27,?,?,surb={'id': 'afd9181a-7b43-4968-b502-ead5f155317a', 'route': ['p2', 'e3', 'i12', 'x7', 'p1', 'c1']}
1769487694.018975,SENT,0dbd2a2a-46bf-43fe-872c-3886e416e778,c33de26a-2b4d-439c-af8f-31135623f60e,c1,c5,3403,?,p1,
1769487694.0191014,CREATED,06aabdfc-2ac0-4cb6-afb1-570090381f43,a1c281c9-0c53-4b75-8fae-cd3943655e33,c1,c5,27,?,?,surb={'id': '5cfeb404-a658-4d90-a3bf-88665027c8d7', 'route': ['p2', 'e6', 'i6', 'x8', 'p1', 'c1']}
1769487694.0985103,SENT,4735f482-5b00-4b1e-95ce-40532f112f68,5d348cb1-bf49-47e2-b759-2983285d4393,c1,c5,3392,?,p1,
1769487694.0986023,CREATED,40f685db-4846-452f-929c-49a0baa58212,d1476909-a0a0-4bdf-aca7-426dfb3b25b9,c1,c5,27,?,?,surb={'id': 'f37ce502-c741-4de8-b7aa-53a7e2ad2cbd', 'route': ['p2', 'e11', 'i8', 'x11', 'p1', 'c1']}
1769487694.2433958,SENT,a7b18823-df1d-41b1-9742-906adfebcd63,9764e217-7c84-4053-b0b6-84df9f257397,c1,c5,3376,?,p1,
1769487694.243492,CREATED,f7264dbf-25f7-4ee1-9c43-92ea9fa5307b,3df96f56-aca7-481e-a390-37436a90d7df,c1,c5,27,?,?,surb={'id': '1f477c88-73cb-4606-a2df-70e4110442e0', 'route': ['p2', 'e7', 'i11', 'x5', 'p1', 'c1']}
1769487694.3237197,RECEIVED,33ac539d-0d4a-4eeb-98d2-a4fd67830165,26e6fc0c-8fe5-411d-9c8a-cb4784869ac7,c2,c1,27,p1,?,surb={'id': 'c22dea83-de48-4480-ab2b-38c48cada920', 'route': ['p1', 'e3', 'i5', 'x7', 'p2', 'c2']}
1769487694.4367745,SENT,3a6e1a05-3987-452c-9bb0-0d7e55043eb7,bc2bbf57-e445-416f-b4ee-ee750485ec1b,c1,c5,3377,?,p1,
1769487694.4368768,CREATED,e43b0b90-274e-4c67-a81d-f73c6c51d791,f8f4ae10-a678-442a-b8ca-cefe9eba9088,c1,c5,26,?,?,surb={'id': 'be1939be-0861-4c54-9b6c-f7efde862845', 'route': ['p2', 'e11', 'i6', 'x3', 'p1', 'c1']}
1769487694.6591423,SENT,cc8d7f90-a935-4e44-ae04-141748e50ca4,47e9cf5a-d8de-4cd1-9167-d83d5c52363f,c1,c5,3372,?,p1,
1769487694.6594307,CREATED,28c05dab-d411-4715-8d00-8454549c7ce7,8be74199-7a31-43a7-b304-32bf6981add8,c1,c5,26,?,?,surb={'id': '4cc31df1-8a08-4e41-b60b-f0d060726f35', 'route': ['p2', 'e1', 'i7', 'x2', 'p1', 'c1']}
1769487695.142307,RECEIVED,65c003f4-d2d0-4114-ba0d-55d3c40a4dc2,f2fa9335-b066-4077-9c82-ca6621fb6e0c,c2,c1,26,p1,?,surb={'id': '83d1cc24-9ffa-47d7-8e8d-0bd70c87106d', 'route': ['p1', 'e12', 'i2', 'x4', 'p2', 'c2']}
1769487695.4752965,RECEIVED,4ba107b4-77f2-4c14-8fd0-7a6c91c2489a,c6bd00ef-a0a5-4f99-a55f-b4e9a4910917,c2,c1,27,p1,?,surb={'id': 'e2c05082-0691-4e0c-9241-6d0066c1ceaa', 'route': ['p1', 'e7', 'i11', 'x9', 'p2', 'c2']}
1769487695.543474,SENT,a412894d-2d99-4fdc-8674-70648777e46d,5deb808a-1add-4565-a185-1d01ffc37245,c1,c5,3396,?,p1,
1769487695.5436425,CREATED,93242a06-8a1c-4a90-9f12-58e2aab23241,9ba87fd7-4e84-4511-ab3f-28df50889136,c1,c5,27,?,?,surb={'id': '9dcc1632-eaa8-4eb4-a52c-a545f4a550b8', 'route': ['p2', 'e11', 'i8', 'x1', 'p1', 'c1']}
1769487695.668584,SENT,3be7fca8-05a6-4b95-9611-0e11b3b21c57,89f0c20f-0231-4c71-88d6-66894492e32d,c1,c5,3383,?,p1,
1769487695.6687698,CREATED,393ad056-b1fe-41a9-91e1-c86ed7a1255e,f1b4ae62-ad4f-4a23-b396-e08bba4f98e4,c1,c5,27,?,?,surb={'id': '194a35bd-2c48-4354-bcfb-721e5a83f120', 'route': ['p2', 'e7', 'i4', 'x2', 'p1', 'c1']}
1769487696.1874266,RECEIVED,549c0809-ceb4-4e54-b117-271ab40ed953,06e233d9-4a8e-463d-ac60-6c2cc2d57a0f,c2,c1,27,p1,?,surb={'id': 'd5398954-0729-42b4-b3eb-dbe5eadb15be', 'route': ['p1', 'e1', 'i12', 'x7', 'p2', 'c2']}
1769487696.5739136,SENT,bc64fefd-d0d5-4937-b6ae-2b7ff068baa1,5ba8dc94-3b07-4fe9-947b-08294e1d9c7d,c1,c5,3379,?,p1,
1769487696.5740893,CREATED,a94b3646-257d-4d6f-ba6b-30ad1337c9a0,5c4ce5d4-d2a2-49a9-abe9-c98f0085c60d,c1,c5,27,?,?,surb={'id': '7a7b27e3-6e7f-47ac-a55d-884821d66348', 'route': ['p2', 'e5', 'i6', 'x5', 'p1', 'c1']}
1769487696.6017628,RECEIVED,9b855894-af57-4d13-b922-1e226787ed1c,4e171250-9b38-4aaa-9e82-6e340a79f420,c2,c1,27,p1,?,surb={'id': '5a0140c3-f249-43e6-8748-3893d390610b', 'route': ['p1', 'e1', 'i3', 'x6', 'p2', 'c2']}
1769487696.6438622,SENT,fbed4a30-c3ac-478b-862c-4310a6eafcde,ed94bd2c-4116-4dac-b75d-dc32b129a1c9,c1,c5,3392,?,p1,
1769487696.6440089,CREATED,ab111e8c-5b4a-48e8-bc45-de09ee69e6b7,b4e78122-83f2-4e24-8ee4-3c31e6b8b696,c1,c5,27,?,?,surb={'id': '37bf3285-64c3-4feb-a29d-8bd5063218e1', 'route': ['p2', 'e1', 'i4', 'x11', 'p1', 'c1']}
1769487696.7016034,RECEIVED,204065f1-1162-428f-bb03-7e3be6bab994,2633649d-9e3d-42cb-8286-ffa3dfed07b9,c2,c1,27,p1,?,surb={'id': '882f1c52-f713-4546-b7b9-4b472c677683', 'route': ['p1', 'e2', 'i9', 'x5', 'p2', 'c2']}
1769487696.8210201,SENT,b90749e0-bdd6-4812-9f74-b11d1826a237,81f1b85f-8fed-462e-aafa-af9ff052e0f8,c1,c5,3392,?,p1,
1769487696.8212047,CREATED,5636ce99-2154-4a3e-af60-f5c54c37aa72,48d8a92f-6157-4141-b2ee-c968444a938f,c1,c5,27,?,?,surb={'id': '333eaf7d-8cd6-4673-92f5-f8ae280ffaa9', 'route': ['p2', 'e6', 'i6', 'x2', 'p1', 'c1']}
1769487696.9713755,RECEIVED,3a061a70-a22b-472e-bb85-877fb4762f32,6f1a6abf-e415-4585-99eb-e1c7d123a402,c2,c1,27,p1,?,surb={'id': 'bb006463-471d-4062-8025-329ad24d734f', 'route': ['p1', 'e5', 'i3', 'x3', 'p2', 'c2']}
1769487697.0319512,RECEIVED,c4e419c3-a7b3-4331-bd4f-3fb304259b02,13d4401b-c69e-487e-924e-248173f87f58,c2,c1,26,p1,?,surb={'id': '0a420f32-37a5-4042-8144-cf3195eb2cd1', 'route': ['p1', 'e7', 'i5', 'x1', 'p2', 'c2']}
1769487697.0436409,SENT,5fabf644-3df9-4b0e-a1d4-6bbde63803d0,3c77a3b5-64e5-46e7-a541-ed5fed266c36,c1,c5,3360,?,p1,
1769487697.0437882,CREATED,f3fb900d-5c20-47cb-aa71-fb9862040739,c86de01f-0588-40cf-b613-4d6255936e87,c1,c5,27,?,?,surb={'id': '2cbdd695-a067-4c0e-86f8-8bed1e69b1a1', 'route': ['p2', 'e8', 'i1', 'x7', 'p1', 'c1']}
1769487697.1628003,SENT,d62a1769-5c16-44c9-bf5a-120d1cebb101,82f232dc-bf79-4ad4-9ba4-7342da139da8,c1,c5,3400,?,p1,
1769487697.1629527,CREATED,a5f18a1b-4b62-43cd-98ca-ac9b0da0e4af,05673c29-29fd-43e6-98fe-2ae932c3f370,c1,c5,27,?,?,surb={'id': 'caf4f723-414a-4116-be0c-f395200511c5', 'route': ['p2', 'e10', 'i6', 'x10', 'p1', 'c1']}
1769487697.3566477,SENT,90a33f02-4f32-4c14-be90-16fdb9bf30e1,8febaa37-33d3-486f-b07d-4cf3b9ee1abd,c1,c5,3359,?,p1,
1769487697.3567975,CREATED,7c090527-2ef7-43a7-843c-e41e7ce3ea07,8c49f904-5286-4491-bf33-fd7543a7477b,c1,c5,27,?,?,surb={'id': '50cd1f2b-c5a2-4b31-9582-1cc44c69fdf2', 'route': ['p2', 'e7', 'i8', 'x10', 'p1', 'c1']}
1769487697.4333942,SENT,2bd33dfc-aab7-4da6-b8f4-01a8ca0803b5,897989be-a15d-4937-8cba-04efdfc5139b,c1,c5,3375,?,p1,
1769487697.4335337,CREATED,6b14840c-f654-437a-bd61-c1f110395a38,543105e8-d299-4a28-b520-e3d1bc94eae1,c1,c5,27,?,?,surb={'id': 'cd91aaaf-65ed-4efe-9d70-eb6fa55e0e45', 'route': ['p2', 'e8', 'i4', 'x12', 'p1', 'c1']}
1769487697.4887078,RECEIVED,d76b274f-751b-47bd-86b1-880f9b3790dd,816b3c11-726e-4f5f-99e1-0d4fd1789a91,c2,c1,27,p1,?,surb={'id': '67979eed-8bfa-4fda-b4b0-21a86416201c', 'route': ['p1', 'e10', 'i9', 'x5', 'p2', 'c2']}
1769487697.540184,RECEIVED,d4c6aec0-efc7-4692-8004-f786c1307045,b1f18009-88e8-4b05-9568-17a82983cd16,c2,c1,26,p1,?,surb={'id': 'ac52c4d4-ee8f-4e08-8404-45be9e375bae', 'route': ['p1', 'e8', 'i7', 'x4', 'p2', 'c2']}
1769487697.8277295,SENT,b2792eef-a413-460f-92cd-db7ca675c797,931240de-08c3-4ea0-ac45-43ae22c265bf,c1,c5,3389,?,p1,
1769487697.8278809,CREATED,1545caee-08ae-471d-9e37-9fae8472426b,d3fc74a7-9049-44da-98b6-c0eff4e77650,c1,c5,27,?,?,surb={'id': '4f06b373-50d8-4548-a08b-af0d9dff54da', 'route': ['p2', 'e3', 'i7', 'x3', 'p1', 'c1']}
1769487697.8673546,RECEIVED,6aaff8a1-a27d-43e3-a5b6-4aa75d5a63a3,ae618db4-b91c-4e18-a957-1d8ea6978a39,c2,c1,26,p1,?,surb={'id': '15cb198c-aef7-453f-b284-03408e77a58b', 'route': ['p1', 'e6', 'i6', 'x4', 'p2', 'c2']}
1769487698.2914605,SENT,9645f59f-af17-479c-8f38-2aa0c4445599,a2bbcabf-60a7-44c8-a150-93bb7911c6c0,c1,c5,3378,?,p1,
1769487698.2916074,CREATED,17d04102-5bfd-4e72-82b5-ad73e123f576,81438b7f-95b4-4e6e-9919-334e5a842574,c1,c5,27,?,?,surb={'id': '0ed968a2-b52f-4075-9cf5-570191e23814', 'route': ['p2', 'e3', 'i1', 'x8', 'p1', 'c1']}
1769487698.3318179,RECEIVED,5a1a3f7c-cfd3-414e-9a84-9aa377ed8c2b,95e3b23a-17d6-4b17-88bb-2c5e38d8d7c0,c2,c1,27,p1,?,surb={'id': '0a9820e8-46e6-4621-856b-831872aed5f3', 'route': ['p1', 'e5', 'i11', 'x12', 'p2', 'c2']}
1769487698.3582873,RECEIVED,d793dd2e-2e28-485e-8b8e-c1db40ae2d8a,25e5a468-8e60-416e-b3c7-8bc524b7121f,c2,c1,27,p1,?,surb={'id': 'c085a31f-6161-4a8b-8077-d42c8378ce49', 'route': ['p1', 'e5', 'i8', 'x5', 'p2', 'c2']}
1769487698.4768655,RECEIVED,33d262a1-ed5f-4441-9de4-462f8b5cdcdd,58db780c-2551-40f0-ab4e-a90923cebde4,c2,c1,27,p1,?,surb={'id': 'e18f65e1-b7aa-49ad-9648-f7fd8cb382cd', 'route': ['p1', 'e8', 'i6', 'x11', 'p2', 'c2']}
1769487698.712614,RECEIVED,630f2b15-e218-49aa-939d-e023e2417422,0bd9d493-e3e2-4849-a482-59c84a536b1a,c2,c1,26,p1,?,surb={'id': '04dfd1a6-9ad7-4f41-a814-6968c9cbbcab', 'route': ['p1', 'e7', 'i6', 'x8', 'p2', 'c2']}
1769487698.7926612,RECEIVED,88b03774-d84c-492a-834b-021c7177b1d5,69d0f38a-1414-4570-ad9e-3829afe967ba,c2,c1,27,p1,?,surb={'id': '61cf95aa-b363-4538-8100-2417f2636639', 'route': ['p1', 'e7', 'i8', 'x3', 'p2', 'c2']}
1769487698.837925,SENT,be3fcd8f-08c3-4693-955a-68d3da207ec9,8c59210f-63cd-46ac-b1f0-1a9c25b93c8f,c1,c5,3401,?,p1,
1769487698.8381019,CREATED,9530b841-93e2-4ce9-969e-bbdb9d53f515,7ae0de47-a31a-43e8-8bb0-4a607d48a343,c1,c5,27,?,?,surb={'id': '029ecb54-9791-4009-92d1-43b710c9d415', 'route': ['p2', 'e11', 'i6', 'x1', 'p1', 'c1']}
1769487698.9618032,SENT,a0abd002-a9e4-438e-bc5b-6a53b31f4cd8,fe2d0ec0-607a-4886-9dd2-8290350d44d6,c1,c5,3380,?,p1,
1769487698.961952,CREATED,291187a5-2f57-421b-b30e-9978d632490b,d87e04a7-82b0-4e24-a66b-1a975ea60992,c1,c5,26,?,?,surb={'id': 'c4dc7aa8-ff32-4a5b-b6f3-70ff19b003ca', 'route': ['p2', 'e3', 'i11', 'x3', 'p1', 'c1']}
1769487699.5715759,RECEIVED,c81ff617-ce27-45d5-91d7-01600d012fd3,791b6b6b-5f7d-4aac-ae2c-9d3a3c15da03,c2,c1,27,p1,?,surb={'id': '7145a26f-8501-474e-a5a1-b71fe5db2175', 'route': ['p1', 'e3', 'i6', 'x6', 'p2', 'c2']}
1769487699.660294,RECEIVED,01c5230e-8c33-478d-bd70-7e4604577234,0ed9e697-ed63-42a1-982a-e664b79a57ac,c2,c1,27,p1,?,surb={'id': 'deb7afde-ae5b-45ca-b851-c2d7d64fabcd', 'route': ['p1', 'e10', 'i5', 'x1', 'p2', 'c2']}
1769487699.6624143,SENT,bd5cf3db-6434-406e-8463-eb096e51677e,96467cf6-5d0d-4f37-96a3-ee021a05ba49,c1,c5,3383,?,p1,
1769487699.662573,CREATED,00184109-754f-4715-90fc-b35deb3891ed,a8cbf19c-9305-429b-ab68-e1b09f32563f,c1,c5,27,?,?,surb={'id': '0ccff93d-7f22-4107-abaf-fa064ccf4a42', 'route': ['p2', 'e3', 'i2', 'x2', 'p1', 'c1']}
1769487699.7245486,RECEIVED,fd62c538-93f5-4c22-9888-40806eba65e3,5e8d3ca3-8bd4-44b0-a23e-814d17ea1ce7,c2,c1,27,p1,?,surb={'id': '2f4e0420-5a17-4b83-9510-38735800f3c3', 'route': ['p1', 'e8', 'i4', 'x7', 'p2', 'c2']}
1769487699.9647396,SENT,765d5094-0771-4c90-ab87-6e2ebf8fe104,7590b15e-133e-419e-8cd6-51c048624891,c1,c5,3396,?,p1,
1769487699.964885,CREATED,d8fbeb66-5ed5-43e0-a17c-e2184f063a3d,c9b1c18b-dcc6-422c-9d1b-bd5b13ab643c,c1,c5,27,?,?,surb={'id': 'c4d40e84-d01b-4b9c-9b63-94a72cbb25f4', 'route': ['p2', 'e1', 'i4', 'x6', 'p1', 'c1']}
1769487700.0229564,SENT,9cbb1b7e-c5b1-4bec-9ad4-c1da39f19bf6,53e054c2-d213-449e-8b8c-12eca9a96eac,c1,c5,3378,?,p1,
1769487700.0231385,CREATED,2fcfe7bd-23fd-4cda-8f7a-a39262e593fb,f3cbb23c-509d-4ff5-a01b-7d85ecac630c,c1,c5,27,?,?,surb={'id': '8db92fa5-ab6b-4fc1-bcf1-16fa06ad0ea1', 'route': ['p2', 'e5', 'i5', 'x12', 'p1', 'c1']}
1769487700.520599,SENT,df7e8631-2368-4c7e-9898-63f6e58d15ac,5326ba82-eec5-4f1b-9f7f-8fc8fab31b3a,c1,c5,3364,?,p1,
1769487700.5207424,CREATED,1e261b03-a688-4150-9bd0-8c7e92a62c16,13f21e2e-b7f5-4962-bbc4-bb9562dc3a2c,c1,c5,26,?,?,surb={'id': '31b4052b-7408-4b7d-b546-d77e1dbdeaa9', 'route': ['p2', 'e6', 'i9', 'x11', 'p1', 'c1']}
1769487700.6485553,RECEIVED,795e66c6-26b1-4e1a-8e1a-2afcd1d8fb31,2f9c9d4d-d26f-4b0f-8c24-6422d276852c,c2,c1,27,p1,?,surb={'id': '16c21081-461f-460f-8e56-05041c10ff23', 'route': ['p1', 'e5', 'i7', 'x12', 'p2', 'c2']}
1769487700.887589,SENT,ec84091b-1f29-4dac-8534-484c5a58e401,0b61dfc3-c702-48a0-9476-16d318c018e2,c1,c5,3376,?,p1,
1769487700.8877378,CREATED,8af04a3e-eaa5-4442-b2c3-7ad4d721c512,17b9744d-78f1-46ce-aed9-443238a671cc,c1,c5,26,?,?,surb={'id': '65b417c3-a5ee-4392-ad1a-a36cdc7f34a0', 'route': ['p2', 'e10', 'i7', 'x4', 'p1', 'c1']}
1769487701.4821732,SENT,6d7401f6-1b22-4a8e-b911-9199b1ec85fa,5ec22afb-0d5a-4992-ab13-431c9aee395b,c1,c5,3401,?,p1,
1769487701.4823284,CREATED,79f22700-4784-4b9b-ab62-03b72ec6390d,1f455057-4786-45ad-a068-93f7e1f16fc3,c1,c5,27,?,?,surb={'id': '77af556b-2d7f-48aa-8d3a-ddc45efab24b', 'route': ['p2', 'e6', 'i10', 'x6', 'p1', 'c1']}
1769487701.5046682,SENT,a4cd4c63-18ad-4f2a-a1da-97353d545496,0438b399-4a04-4e65-b1de-15075f1dd33e,c1,c5,3360,?,p1,
1769487701.5048008,CREATED,ea4cd648-2909-48ff-92ea-48db13fd9b8b,c4287842-d0d6-4528-8228-ce3d4bf56a17,c1,c5,27,?,?,surb={'id': '9bd543ff-51c8-469e-953b-d7458e73fee0', 'route': ['p2', 'e11', 'i9', 'x6', 'p1', 'c1']}
1769487701.545657,SENT,14bfb633-ef95-4c5a-971b-fd2dfd4d90c9,0c4ec2e6-2629-430d-a3ed-3375ba28f365,c1,c5,3364,?,p1,
