timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769446347.1693497,SENT,6ba0913f-5690-410d-a4c2-aaebb2b09f22,9c7d091d-7e0e-448c-ba16-0a55b1cab289,c5,c4,3397,?,p2,
1769446347.169508,CREATED,8ec91f99-e34c-4fb6-9f09-111d2eb987c2,bb13c6ca-e9ea-4264-8ec2-4ef7e8aa6f35,c5,c4,27,?,?,surb={'id': '5a7d9fb4-5d7d-4877-ae1a-42c67b92d975', 'route': ['p1', 'e11', 'i12', 'x9', 'p2', 'c5']}
1769446711.0785654,CREATED,25ed5dc0-a593-42a5-9a50-c5e21d582ae8,170228bf-fe10-4eea-b0c3-af750f9ebfea,c5,c4,26,?,?,surb={'id': '3adfc29e-337e-42d2-a380-383b928479a2', 'route': ['p1', 'e6', 'i9', 'x6', 'p2', 'c5']}
1769446711.1659467,SENT,0c46e6ea-0e01-4fed-b089-48e6257c1207,416ef32d-f08c-42d5-a6cf-fc672b8245ce,c5,c4,3360,?,p2,
1769446711.1661177,CREATED,28a075d5-64af-4285-9612-3735c4ecea47,185b39e6-870f-41d7-bd0b-045f9a776682,c5,c4,27,?,?,surb={'id': '211658f7-ea08-4071-8e93-7d5b91afb032', 'route': ['p1', 'e4', 'i10', 'x1', 'p2', 'c5']}
1769446711.3856268,RECEIVED,b94dce29-b926-445d-9c11-c5ca38e1ef36,47f65577-a638-430a-adae-1fb38bb92b1d,c4,c5,27,p2,?,surb={'id': 'ef381291-cfe5-4b9a-b746-2d7bee06b7ef', 'route': ['p2', 'e1', 'i1', 'x3', 'p1', 'c4']}
1769446711.4591918,RECEIVED,b008a5cd-8a79-4c54-9165-317a67f9dc7a,432cae48-b190-4f88-bebc-41a566844890,c1,c5,26,p2,?,surb={'id': '80c3eb36-8e22-4318-a5ed-ca84946cbe40', 'route': ['p2', 'e8', 'i9', 'x1', 'p1', 'c1']}
1769446711.614894,SENT,185c5cb4-dddd-4cc6-a67a-d7105df5e299,dfdd736a-9d15-4957-ad9f-1f2367c78f2f,c5,c4,3355,?,p2,
1769446711.6150758,CREATED,ea82e3d8-d6d1-4c2c-b8f1-2f36378147b0,54e6e372-bfc9-4e64-94bc-345012637719,c5,c4,27,?,?,surb={'id': '4582fb8a-2cdc-40fe-b30b-5ad0509fd7da', 'route': ['p1', 'e6', 'i7', 'x1', 'p2', 'c5']}
1769446711.8803244,RECEIVED,c0df7a0a-d8c8-4489-bc27-8ceed5d4f9d8,0095f01d-c693-47a0-958e-571f861d685d,c1,c5,27,p2,?,surb={'id': '468f4079-13d2-4175-9d35-f9503024aeef', 'route': ['p2', 'e2', 'i7', 'x6', 'p1', 'c1']}
1769446712.0924482,SENT,5cb76b24-6d08-4a69-954d-febc38d9c355,9d5b7ffc-b9aa-4155-a944-7984b84235fc,c5,c4,3395,?,p2,
1769446712.0925999,CREATED,e6a43eed-cd07-49a7-b3df-1d3151ee6985,6ba21e50-0f41-40b4-9e57-21e74cd63815,c5,c4,26,?,?,surb={'id': '56f822b1-2f88-437f-a933-d851d1eac58f', 'route': ['p1', 'e11', 'i12', 'x11', 'p2', 'c5']}
1769446712.1038945,SENT,e39dce12-4262-4140-832c-4d13b19da283,926194bb-dcd4-4ab9-a69d-1a230c8ab440,c5,c4,3383,?,p2,
1769446712.1040444,CREATED,ba8d8414-ac31-4452-8cb2-355538a72f43,30421cdd-f2c2-4a86-b8b0-610c9e0f3f2e,c5,c4,26,?,?,surb={'id': 'f510f38b-962b-4fea-9acf-88f25d3ef35b', 'route': ['p1', 'e3', 'i9', 'x9', 'p2', 'c5']}
1769446712.3695362,RECEIVED,3bea2463-1da4-4942-91f5-4896a48c9c2a,5e389aa2-5943-488e-87fa-7a402806d212,c4,c5,27,p2,?,surb={'id': 'e640567d-f95f-47af-a02c-33653ca5cb1f', 'route': ['p2', 'e5', 'i3', 'x11', 'p1', 'c4']}
1769446712.4492724,RECEIVED,5b166fd7-e5a2-4933-9ee7-00d1627f2b6a,07c12491-fd16-4468-8c86-353225a5c44f,c4,c5,27,p2,?,surb={'id': '2fecfb3d-01ba-40b8-82e3-9c41beef54b0', 'route': ['p2', 'e2', 'i7', 'x12', 'p1', 'c4']}
1769446712.560616,RECEIVED,59ece7da-e8d1-4752-9932-e8a0cedf8ea7,218173cd-91da-4479-bf32-be2c7246f800,c4,c5,27,p2,?,surb={'id': '18c4e066-b71e-4fd4-9b8c-087c516fec5d', 'route': ['p2', 'e4', 'i4', 'x1', 'p1', 'c4']}
1769446712.736754,RECEIVED,f1dbd52f-fb1f-48b8-b208-05ea58328a58,3bac0853-640b-45ab-9d8e-6522b4434e9b,c4,c5,27,p2,?,surb={'id': '67f10a96-d98c-44c6-9aa5-f343ca1566a4', 'route': ['p2', 'e7', 'i9', 'x9', 'p1', 'c4']}
1769446712.843439,RECEIVED,95f17809-aec7-4a03-ad2b-555920a323e1,aadc92c6-7e79-4252-8801-b193e62a427a,c4,c5,26,p2,?,surb={'id': 'bfe111c1-bb70-420a-93fd-cfd6d0ddc31a', 'route': ['p2', 'e7', 'i11', 'x4', 'p1', 'c4']}
1769446713.4673867,RECEIVED,48ca680c-489e-4546-b928-8410dbd31177,8480829f-d3e9-4f25-9232-09d7d63b09ba,c1,c5,26,p2,?,surb={'id': '9ef40e5a-d7a5-4954-87c1-485ca4b29c81', 'route': ['p2', 'e2', 'i6', 'x7', 'p1', 'c1']}
1769446713.4877164,RECEIVED,e32a864d-e77f-43a7-87f8-7c00eed44a0e,8d288c14-fecb-4239-b06e-4ade93ff72f4,c1,c5,27,p2,?,surb={'id': '733a094d-34f8-4119-b514-34a5778a9aed', 'route': ['p2', 'e3', 'i2', 'x11', 'p1', 'c1']}
1769446713.517212,SENT,c06a73a0-7042-4612-a96b-0817bd4a59c7,6d12676c-2d9d-4ac7-b2ed-94a8a2329a82,c5,c4,3383,?,p2,
1769446713.5172737,CREATED,132971be-724f-4024-8a5e-e9ff99cd73fb,e90bdbbf-040d-4e0b-ac28-a634918138fe,c5,c4,27,?,?,surb={'id': 'd67ae7b4-f7e0-465e-aedc-620f2236777f', 'route': ['p1', 'e9', 'i3', 'x1', 'p2', 'c5']}
1769446713.670346,SENT,aaffa03e-ab9f-43f8-9a0a-adaa18af8fd0,e5fbc99c-c262-4782-93af-a3169292f151,c5,c4,3374,?,p2,
1769446713.6704166,CREATED,28ce2fe2-5b9c-4b71-89dd-3a4460cbda99,1830f9b1-8ade-44af-b0d7-f3b7dca6e18f,c5,c4,27,?,?,surb={'id': 'dd3e5133-5952-4280-ba77-be108921841a', 'route': ['p1', 'e8', 'i7', 'x9', 'p2', 'c5']}
1769446713.745166,RECEIVED,cf22f3cf-2dfa-44db-8a00-1ed2bb57e5f1,800a89a2-f1a0-480e-af42-db4b0abf3b5f,c4,c5,27,p2,?,surb={'id': '7d4fd305-58d1-455a-b070-a9e138b9551f', 'route': ['p2', 'e2', 'i3', 'x1', 'p1', 'c4']}
1769446713.8148148,RECEIVED,3d41e430-49a4-4470-ae60-3dc20b660c01,e53fdad0-f95b-4927-9635-023b2418b68b,c4,c5,26,p2,?,surb={'id': '0b0f5d10-15e2-4401-86fa-1b21b2b3d379', 'route': ['p2', 'e2', 'i12', 'x2', 'p1', 'c4']}
1769446714.0294561,SENT,f54091fe-7269-483d-a0e3-cd2fd75831f4,ee1a95e5-3cc1-4854-a37e-640e89b33ed2,c5,c4,3391,?,p2,
1769446714.029622,CREATED,22c2d675-106e-4204-b2ca-4619d194a3a9,4b9d59ff-f3a1-40e7-ad55-6ab0ea795f11,c5,c4,26,?,?,surb={'id': 'ad8b12c0-36b3-450f-b91d-3be938cb7003', 'route': ['p1', 'e8', 'i11', 'x3', 'p2', 'c5']}
1769446714.1783977,SENT,74136076-975c-4ce3-b008-cdea4ac53d56,453c91b5-d976-4d67-8507-1c0143234443,c5,c4,3392,?,p2,
1769446714.1785026,CREATED,7025e9f9-2cf3-413b-99a0-58b7a71f60c9,7bcc282f-ce94-40a9-834f-beb768dbce53,c5,c4,27,?,?,surb={'id': '43002291-8448-4d2a-ab3f-300b6f467025', 'route': ['p1', 'e5', 'i11', 'x7', 'p2', 'c5']}
1769446714.3210812,SENT,b6f599bc-b3fa-4e78-a079-4e334d2d2905,8e1d8469-ad54-4901-a2c1-eedf39a3c316,c5,c4,3383,?,p2,
1769446714.3211927,CREATED,d80a83f5-1cbd-45d6-83d4-14618d9a7081,06cf9cb7-cf42-4dc7-9e9d-ec77a32fcb45,c5,c4,27,?,?,surb={'id': 'da45b37f-447b-4f29-a1ec-0930cb1564d4', 'route': ['p1', 'e11', 'i10', 'x11', 'p2', 'c5']}
1769446714.5712101,RECEIVED,b1c2e6ea-338d-4fe3-b37d-dc5950c3142e,d1ed8e81-964d-4e1b-b7cd-0a3f83a547ca,c1,c5,27,p2,?,surb={'id': '3742c8fc-ac05-435d-8ee0-14febafd0be4', 'route': ['p2', 'e5', 'i10', 'x2', 'p1', 'c1']}
1769446714.6758838,RECEIVED,af4203e9-b5ca-43de-8fac-7776e6fd5b9f,8d882fe7-63ae-45ce-b655-714ccc10bceb,c4,c5,27,p2,?,surb={'id': 'e04b3c57-bd3c-4d31-b3b8-25709d183c11', 'route': ['p2', 'e12', 'i11', 'x12', 'p1', 'c4']}
1769446714.7617214,RECEIVED,db22ffb1-6698-4348-9a4c-316e5701cb62,e5f897b0-176c-4fd0-8d4a-e0190098f3c8,c1,c5,27,p2,?,surb={'id': 'f9d9be51-6469-4d46-b873-82379196e100', 'route': ['p2', 'e8', 'i11', 'x10', 'p1', 'c1']}
1769446714.7743158,SENT,c2168865-b7a2-4cc1-b2a6-4c4d807c11b4,c903797f-ae3d-4c7a-a6d6-9f4b015eb01c,c5,c4,3379,?,p2,
1769446714.7748253,CREATED,884f9f44-30aa-4d82-9813-34a993234343,f736a3c1-bcf3-464b-921a-f7c002480c34,c5,c4,27,?,?,surb={'id': '4083601d-61d8-446b-9aa1-b1bfffa1e7a3', 'route': ['p1', 'e11', 'i2', 'x6', 'p2', 'c5']}
1769446714.8168974,RECEIVED,74b83313-b1e2-457a-828a-8ccbb84b6b27,34be53e2-5980-4aef-9376-419b99618689,c4,c5,27,p2,?,surb={'id': 'd365370f-fe63-48d5-9d6f-95203099ac74', 'route': ['p2', 'e3', 'i1', 'x6', 'p1', 'c4']}
1769446714.991586,SENT,9c794b66-b7e3-4746-8175-a3a289b2a3f8,46539f2c-6bb7-439c-b4f1-e47d42bab804,c5,c4,3392,?,p2,
1769446714.9916701,CREATED,11e98c1b-ae6a-48c9-8064-81ad3e0044ea,eabba0c0-5db9-48fc-8782-e4ca12a58e84,c5,c4,27,?,?,surb={'id': '7d282745-b3c6-46f7-b02c-81933ee5ea83', 'route': ['p1', 'e12', 'i4', 'x5', 'p2', 'c5']}
1769446715.266387,RECEIVED,cb12bfac-8e1d-4ed0-9264-f2a3da7cbb96,afc76ba1-c3d1-48d8-a2f0-d32f977db2f2,c4,c5,27,p2,?,surb={'id': '1d0c8010-6cd8-4cfa-8689-697454023b05', 'route': ['p2', 'e4', 'i9', 'x8', 'p1', 'c4']}
1769446715.2724698,SENT,fb50fb34-94aa-472d-8077-72643d8c0905,3ae12a3a-22f6-4251-8fef-3dda8f9a88c3,c5,c4,3393,?,p2,
1769446715.2725534,CREATED,032be162-b7f0-45e1-96d1-f6169275630e,cc62a652-5d64-485e-b454-bc2ac760abba,c5,c4,27,?,?,surb={'id': '3e670479-df00-4043-854e-808e4350711e', 'route': ['p1', 'e6', 'i3', 'x1', 'p2', 'c5']}
1769446715.4679806,RECEIVED,4f516e62-8697-4c79-bbfb-0a62fa08eb7f,84db80a7-c482-4781-9ba7-946223762e14,c4,c5,26,p2,?,surb={'id': '45e1a955-f0cb-4a40-b1fa-e9e497db14a2', 'route': ['p2', 'e10', 'i6', 'x4', 'p1', 'c4']}
1769446715.7340255,RECEIVED,fe19c636-5e45-4e57-8da4-1c657e0bc70b,f696a584-9225-4754-8945-e699a7fc01d4,c1,c5,27,p2,?,surb={'id': 'd30763bf-3b64-407e-95ea-2c96847343dd', 'route': ['p2', 'e6', 'i12', 'x7', 'p1', 'c1']}
1769446715.763556,RECEIVED,5f2199db-0ba9-47ff-b05e-bcbe498f2137,b7541915-9078-463a-a166-3a50f4008bd6,c1,c5,27,p2,?,surb={'id': 'd84b4e0f-0f87-49ac-ba1f-a3fb24b66dff', 'route': ['p2', 'e4', 'i9', 'x11', 'p1', 'c1']}
1769446715.9325821,SENT,5c90754f-04ba-42ef-a1dc-fdc2467adc52,cf476e25-8f25-45d7-91cb-979492ba35a2,c5,c4,3377,?,p2,
1769446715.932683,CREATED,f0a8bf74-56a0-4f60-b769-047ea9fd5681,3a05432a-919d-4c07-8f2f-77ce7eed6c9e,c5,c4,27,?,?,surb={'id': '43e266c5-38f1-453b-9ef7-a36bcc769479', 'route': ['p1', 'e1', 'i4', 'x4', 'p2', 'c5']}
1769446715.9595258,SENT,21f10ec9-ce55-4daa-bba1-f7a0addc9809,b6887d1b-2a9c-4898-9d0a-cbd76a6c0ee0,c5,c4,3392,?,p2,
1769446715.9596298,CREATED,63465ad6-06d9-4963-90c9-e740db88a6ed,84588b7d-973e-471c-ad45-f222cbb5ab26,c5,c4,27,?,?,surb={'id': 'b22aa7ac-86ff-49a7-9484-23f4842b0916', 'route': ['p1', 'e1', 'i3', 'x10', 'p2', 'c5']}
1769446716.512445,RECEIVED,38d6484f-23bc-4707-b3f6-8dae5b16eb21,98744766-1665-40d4-b023-a0a641a6e01c,c1,c5,25,p2,?,surb={'id': '00114ac3-8b25-4a5e-b7ff-162e73ece728', 'route': ['p2', 'e7', 'i8', 'x9', 'p1', 'c1']}
1769446716.6212208,RECEIVED,ec5bbced-4295-4c50-bde4-aa548502355a,42bec004-4b0f-4491-9ce7-5a4363ef73ed,c1,c5,27,p2,?,surb={'id': '26b362be-abd6-46d4-8c7e-928a71763f8c', 'route': ['p2', 'e2', 'i12', 'x3', 'p1', 'c1']}
1769446716.86335,RECEIVED,7dce7c26-79ea-4f82-a275-3a217ed20624,bd23cdae-6f58-404d-b101-fc759a2370fb,c4,c5,27,p2,?,surb={'id': '492d1b5e-a4de-49d3-b353-d036df34d594', 'route': ['p2', 'e9', 'i3', 'x8', 'p1', 'c4']}
1769446717.04544,RECEIVED,c128660c-3cda-40a3-a22a-1739f314ce15,da2ce615-7c92-40b4-a868-9fe09511c036,c1,c5,27,p2,?,surb={'id': '0956f4b0-eae5-4839-af19-6354fc8db141', 'route': ['p2', 'e4', 'i5', 'x4', 'p1', 'c1']}
1769446717.0813236,RECEIVED,298ddb83-63c7-4ace-95a7-65b37c677e3f,cdc2d723-8547-4f20-838e-1a4bc839c6c0,c4,c5,27,p2,?,surb={'id': 'c32b1a2c-273f-49cf-929a-75e3cba8a7e8', 'route': ['p2', 'e4', 'i11', 'x10', 'p1', 'c4']}
1769446717.2336326,SENT,cae09f21-f9cb-4496-a9f3-75980d5938cd,b2cfaca2-693d-4caa-af30-5474a159fd68,c5,c4,3380,?,p2,
1769446717.233857,CREATED,b8314c1a-2520-45f3-b5fe-892f38114ba2,223a1a64-c665-421a-85b6-14cc1c68b745,c5,c4,27,?,?,surb={'id': '85beb423-4aff-43e6-909c-7e1e5e19071f', 'route': ['p1', 'e3', 'i1', 'x5', 'p2', 'c5']}
1769446717.3156815,SENT,054f41bb-5dcb-4cc3-b110-b938913fbfcc,1d314345-1c63-451c-87ff-0da915c6a6d4,c5,c4,3396,?,p2,
1769446717.3158345,CREATED,5cc73564-25b7-4cf1-a6d2-5fee692e3870,f61a42d4-679f-4ee0-95da-9c43f9dd4798,c5,c4,27,?,?,surb={'id': 'c77ca3e8-dc51-4d51-a7b1-a6c046ef159e', 'route': ['p1', 'e5', 'i5', 'x10', 'p2', 'c5']}
1769446717.3474205,RECEIVED,c08e3c8b-e218-42a2-8bea-fcc828118567,83f32183-feed-4a71-96b1-b7da36161993,c1,c5,27,p2,?,surb={'id': 'b065b890-9538-4f22-8f82-72c215dcc7ed', 'route': ['p2', 'e8', 'i6', 'x2', 'p1', 'c1']}
1769446717.703619,SENT,d94598f5-769d-4087-8765-fc7d43c4f77b,bcdbe85e-2ccc-4e00-8918-920c5e55855c,c5,c4,3376,?,p2,
1769446717.703792,CREATED,29eb31c4-7f50-43ba-b49a-4589284baa36,0d1a8775-81f9-43a9-b56d-fc5aa54da5de,c5,c4,27,?,?,surb={'id': 'b6c1368c-05c2-496a-b78c-1da76a441b1e', 'route': ['p1', 'e8', 'i11', 'x12', 'p2', 'c5']}
1769446717.839316,SENT,f5f80eda-5b62-468f-9a54-90e48daaf633,97e7baab-beb9-48b4-a33d-256b23976150,c5,c4,3382,?,p2,
1769446717.8394606,CREATED,e313b1f3-bf41-4731-a4e5-1284ce3153db,021beb9e-ee8c-453a-9103-bbea27fd837d,c5,c4,27,?,?,surb={'id': '787dc508-9328-443d-af9a-625921a881f2', 'route': ['p1', 'e4', 'i12', 'x6', 'p2', 'c5']}
1769446717.9709184,SENT,b3e51217-4504-4b38-a71f-1f8426c69f8e,f5117cbb-c1fd-4137-8f39-569dfffcaf8e,c5,c4,3363,?,p2,
1769446717.9710186,CREATED,0300aa43-99f3-400f-a094-bb3592dcf822,b8ef0347-59bc-4991-aaf3-92903efd3339,c5,c4,27,?,?,surb={'id': 'eed70ca2-5909-4a6f-8cb7-36fb0064df60', 'route': ['p1', 'e6', 'i5', 'x4', 'p2', 'c5']}
1769446718.1723795,RECEIVED,c83010e5-d84f-469a-adbb-e47ab2c348d8,25db5d14-cfcd-4851-b748-d3bf5fdb674e,c1,c5,27,p2,?,surb={'id': '8cb42ca7-efd2-4f14-9d8a-37ff8943461d', 'route': ['p2', 'e4', 'i5', 'x10', 'p1', 'c1']}
1769446718.186792,RECEIVED,e898c331-5502-486a-b6cd-35f26bd9065a,602f5a4b-fef2-4654-95f5-850a8f7797a5,c1,c5,27,p2,?,surb={'id': '4ab150ce-500f-4dda-bc93-23eb666e7967', 'route': ['p2', 'e1', 'i8', 'x4', 'p1', 'c1']}
1769446718.2943072,SENT,ea12685d-84a2-41e6-bf52-55ce839ee1e7,80eeb186-32b5-4144-b9ab-81fd76bc926c,c5,c4,3360,?,p2,
1769446718.2944052,CREATED,a843ce4a-d331-4149-bfff-0ef70f3c27c3,65670880-021f-4f8f-a4f0-633d4994f7dc,c5,c4,27,?,?,surb={'id': '156e47e3-c02c-4d06-90c8-463ca12b8c6c', 'route': ['p1', 'e8', 'i1', 'x3', 'p2', 'c5']}
1769446718.3023043,SENT,e75abe3e-1b21-4048-8ccb-8fb6edb62bcd,74af7377-f85b-491b-befe-0d86caa3037a,c5,c4,3383,?,p2,
1769446718.302415,CREATED,7ee8f943-2c86-4f31-b62a-61eb745dcbf4,8927a17a-6684-4b80-91cb-dc5173243acb,c5,c4,27,?,?,surb={'id': '1972de7a-a264-4ca1-9a0e-0010ff423cb1', 'route': ['p1', 'e10', 'i6', 'x5', 'p2', 'c5']}
1769446718.337756,SENT,e061683e-b219-4632-8fdc-01c8804aca7a,23d5a299-a3ae-4e2c-8e4c-60e9c049a48d,c5,c4,3371,?,p2,
1769446718.3378675,CREATED,f5cd98cf-ce57-4d69-bca2-53812f29ca6c,87caebde-1cc6-4130-aa5c-cbfb52bad6df,c5,c4,27,?,?,surb={'id': '78b5aedd-1d8d-4103-9f94-7f1a1a260ae2', 'route': ['p1', 'e1', 'i9', 'x11', 'p2', 'c5']}
1769446718.3808985,RECEIVED,d38fcd8d-eb3e-4e18-80fa-4a3e626618ae,fafd2b70-7075-4348-8ca3-db9d53187dbd,c1,c5,27,p2,?,surb={'id': '4fcc187e-4022-4206-aa39-a8154c07ec2a', 'route': ['p2', 'e9', 'i2', 'x7', 'p1', 'c1']}
1769446718.516262,RECEIVED,f728b142-0cc3-4322-a64c-cb5a1fad7749,6148fe1b-fec8-4987-9638-f9273785a72a,c1,c5,26,p2,?,surb={'id': '54a4761e-db25-45c3-b364-a1d01a5d88cf', 'route': ['p2', 'e8', 'i6', 'x3', 'p1', 'c1']}
1769446718.6319087,SENT,42c77b40-43b2-49ca-bfe9-866c4c9cb281,69dd21a5-61f0-44f7-935f-951a8349ad8d,c5,c4,3365,?,p2,
1769446718.6320431,CREATED,11436640-766b-471a-8161-98e3ac89e16f,c8340c77-1a89-4371-9489-bb8b1cb2c5ce,c5,c4,27,?,?,surb={'id': '61f5cea3-4c42-47a0-9446-6fbeeb675a07', 'route': ['p1', 'e8', 'i2', 'x9', 'p2', 'c5']}
1769446718.6770194,RECEIVED,b1560927-de7f-42d8-af96-5430ae29747b,0e416164-8361-4416-89a5-5963cd42ba3f,c4,c5,27,p2,?,surb={'id': '0a9225f6-d1e8-4c22-b65a-dc98f38d4a6d', 'route': ['p2', 'e9', 'i12', 'x6', 'p1', 'c4']}
1769446718.706719,RECEIVED,d7f4fec1-a76a-40f8-a56e-a17206977182,c08cffae-f7a9-4f18-863b-d526c413833b,c4,c5,27,p2,?,surb={'id': 'e58e15fb-9f37-4e80-8135-b09be83e82f9', 'route': ['p2', 'e6', 'i8', 'x7', 'p1', 'c4']}
1769446719.1363246,RECEIVED,9e61b97a-0eb9-4b4f-9d38-71e21e8d06c6,4ba3aaa9-4d64-4713-aa18-30aa61029f50,c4,c5,27,p2,?,surb={'id': '2aad20e2-e5f7-460f-b936-5f9afcc9a0fb', 'route': ['p2', 'e7', 'i12', 'x12', 'p1', 'c4']}
1769446719.246725,RECEIVED,1b68ad4b-80b3-4c24-80ad-895a30fc953f,6a4eb4c3-0a21-49fb-8f42-ba66c1e30488,c4,c5,26,p2,?,surb={'id': '387a8369-9136-4f78-8fda-9f67f7c30a01', 'route': ['p2', 'e5', 'i11', 'x6', 'p1', 'c4']}
1769446719.3885813,SENT,a00c86d1-6f36-45f4-8226-186b43bace9a,b1476bb1-82ec-45c7-866a-b4b8913f4f98,c5,c4,3358,?,p2,
1769446719.388734,CREATED,2c36e286-8147-4dba-a896-b18fc286dad4,c21fc2e1-3734-491c-b0d4-39b6a8939060,c5,c4,27,?,?,surb={'id': '4c4acd39-0dd4-43ca-8f76-db69bdfd24f4', 'route': ['p1', 'e7', 'i2', 'x3', 'p2', 'c5']}
1769446719.4083004,RECEIVED,b9f3aaf7-ebfd-4875-9476-777dbc442746,bb4118b8-79c3-422c-9769-9583c16fb04b,c4,c5,27,p2,?,surb={'id': '51f96436-58ff-4ebb-9dd3-93d99c4013ba', 'route': ['p2', 'e10', 'i1', 'x1', 'p1', 'c4']}
1769446719.4829266,SENT,67277c42-6ca6-492e-ab46-a14ddc6970cb,a7405475-25a1-42c5-8606-d3d6291a3511,c5,c4,3356,?,p2,
1769446719.4831066,CREATED,f70cd04f-846b-47e0-8117-03d533a8cfbf,5539bb3b-69fe-46ba-a7ee-e92196a5c367,c5,c4,27,?,?,surb={'id': 'ac7f78d5-a7c2-47b2-bfec-548bfdd6abc1', 'route': ['p1', 'e9', 'i7', 'x2', 'p2', 'c5']}
1769446719.727954,RECEIVED,9c2f922a-7353-4fe8-803a-1cc5683951fd,5a0fa5f4-b419-41e0-82d1-c5ad50476813,c1,c5,26,p2,?,surb={'id': 'c24377d5-c2a1-4b7b-9647-4134eb1357bf', 'route': ['p2', 'e8', 'i10', 'x8', 'p1', 'c1']}
1769446719.729625,SENT,ed07df45-ee31-4000-91df-31a20420cb41,c4c707d6-db62-47ff-a5a7-b802c4d66ee7,c5,c4,3391,?,p2,
1769446719.7297735,CREATED,2b99ab05-8257-47dd-82ce-4aee4e98c9c7,5ee76bef-5ca7-43a0-87d3-345ec992bb8e,c5,c4,27,?,?,surb={'id': '78a3fb0a-3727-40fd-8287-7dd2dd4ba2c9', 'route': ['p1', 'e7', 'i10', 'x6', 'p2', 'c5']}
1769446719.73583,SENT,3addc661-78d6-43ae-8c06-1b2a9c326e9b,de823f15-c195-4b7c-92d2-0312ba4dac39,c5,c4,3380,?,p2,
1769446719.7359822,CREATED,90109fde-22d9-450e-b625-6548924eb550,e929f3cb-141e-4e69-bdc3-2a45ab3f9acb,c5,c4,27,?,?,surb={'id': 'b1788ec9-692b-40e0-b3fc-c55a5e112e5a', 'route': ['p1', 'e7', 'i9', 'x9', 'p2', 'c5']}
1769446719.8216817,SENT,f1cbc80e-4a68-4ea4-aba3-60dcfbac84b2,f2c62eca-daa1-4e3e-ae88-d4996eb36069,c5,c4,3387,?,p2,
1769446719.821836,CREATED,f61ceab1-a1a9-4721-9360-2e5487e98d17,a0988450-1a08-461c-b7b2-90201ea602ce,c5,c4,27,?,?,surb={'id': 'a8323098-d200-49c0-8c07-23db0e735497', 'route': ['p1', 'e6', 'i10', 'x11', 'p2', 'c5']}
1769446719.92592,SENT,23ef124f-b254-4e41-908a-a0e70ebd4045,94e64aeb-a721-4ade-8106-29b87af3f849,c5,c4,3359,?,p2,
1769446719.926098,CREATED,48f6f8be-5bd9-4c4f-8994-ded1706d318b,04bc397b-5b10-4be7-bc64-43c690e1760a,c5,c4,27,?,?,surb={'id': '17d29b44-2d20-467d-afc3-29ff7564bd25', 'route': ['p1', 'e7', 'i10', 'x11', 'p2', 'c5']}
1769446719.9958084,RECEIVED,2aceb29b-24e8-45b7-aa6f-6e849b27f79c,f09e9000-598e-4158-89ac-8500e87d44db,c4,c5,25,p2,?,surb={'id': 'e2a8013a-63a1-4372-8cf5-561d25f68b26', 'route': ['p2', 'e9', 'i4', 'x3', 'p1', 'c4']}
1769446720.306276,RECEIVED,155a96d0-a570-4919-b2be-d03377eafde1,07f73b9e-1888-4255-84fe-7e8ea2b343c6,c4,c5,26,p2,?,surb={'id': '5494ddf9-829a-4ed1-8ab7-ed5e48df23da', 'route': ['p2', 'e9', 'i7', 'x11', 'p1', 'c4']}
1769446720.4528666,RECEIVED,3cdcdb66-3600-4f27-9313-cce96b418a31,b1079562-b18e-4a5b-967d-e90bcbc9c747,c1,c5,27,p2,?,surb={'id': 'a03e60c4-6b51-46e1-b3f5-ed53f9761087', 'route': ['p2', 'e5', 'i6', 'x11', 'p1', 'c1']}
1769446720.579616,SENT,8d90f1ba-5fab-458c-ac78-0f92460f8879,f4978e31-d410-4c5a-a167-48a88b72bdbe,c5,c4,3376,?,p2,
1769446720.5798116,CREATED,86a52688-6eed-4615-bcfd-2752244983ff,da08ffb6-14b0-4dc5-8d56-a579df068792,c5,c4,27,?,?,surb={'id': '635bab0c-01ac-4654-bf0e-5dfcdc638b14', 'route': ['p1', 'e12', 'i7', 'x6', 'p2', 'c5']}
1769446720.7011387,RECEIVED,b34d3e7b-ab04-4e1d-9d50-4d7949b25bcc,4fd87c6e-52b6-481c-924c-f370a7720ae6,c1,c5,26,p2,?,surb={'id': 'c937e743-3349-4612-b9cd-803d7fc4ec42', 'route': ['p2', 'e1', 'i5', 'x1', 'p1', 'c1']}
1769446720.9362066,RECEIVED,58790c0e-f25b-4d01-82b6-15036daca21a,069b496e-a2d7-40f9-a739-9a14da1e7864,c1,c5,27,p2,?,surb={'id': '6be5f5b3-e02b-49b3-bbcd-9e4611dad305', 'route': ['p2', 'e4', 'i6', 'x12', 'p1', 'c1']}
1769446721.330729,RECEIVED,8d2e03a4-d1ac-4275-8706-93fb492136f4,643a511d-4626-4048-a837-ac0a3a08351e,c4,c5,27,p2,?,surb={'id': '13b101d5-cd9f-4e62-adb3-4709d5d5962c', 'route': ['p2', 'e3', 'i8', 'x10', 'p1', 'c4']}
1769446721.414436,RECEIVED,30272d06-4833-4d4c-8c8c-532c3d4151e2,474e4163-ee2f-45ae-be38-dd9fe3f14b65,c4,c5,26,p2,?,surb={'id': '2ecb1375-0ed0-41d4-aae4-ad777d09192e', 'route': ['p2', 'e6', 'i6', 'x11', 'p1', 'c4']}
