timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490143.9604251,SENT,d5b94c32-7c1f-4fd2-948c-bc69efe7417c,7cb368e0-ded6-49c3-93d5-c4af234391ee,c5,c4,3372,?,p2,
1769490143.960584,CREATED,fe9e8091-b55c-4861-bb13-8b3ebb4749fa,6aac3a7c-3a50-4b78-b4cf-c5e568f0641c,c5,c4,27,?,?,surb={'id': '25742bea-dc5a-41e3-a7b6-f7b3a55d9fd1', 'route': ['p1', 'e12', 'i8', 'x10', 'p2', 'c5']}
1769490406.294687,SENT,564127b5-139a-4c1e-b6ad-5b1da3ec8633,d00e7a83-5cd3-45ea-b117-7bc840e1144f,c5,c4,3368,?,p2,
1769490406.294803,CREATED,1a850b89-16b1-4ef0-a18c-62ce49b4791b,91aa12be-207e-4750-9080-a04dbf0472c9,c5,c4,27,?,?,surb={'id': '59f68c85-cd0d-4f76-b452-9abc7fdd632f', 'route': ['p1', 'e10', 'i2', 'x2', 'p2', 'c5']}
1769490406.409622,RECEIVED,a6bfe6ac-f151-44e5-9c0b-ff5f9d6a65f8,a8c1c715-f597-4f17-b3e7-c1b70acfb827,c3,c5,26,p2,?,surb={'id': '3c95e776-48e9-46d9-b38f-02b6ac2233c3', 'route': ['p2', 'e10', 'i10', 'x4', 'p3', 'c3']}
1769490406.4873817,SENT,ab1e2db2-92d7-4f72-9efd-de152008f3b7,0f749283-5f9d-44ff-ab16-3ee23ba2afbd,c5,c4,3359,?,p2,
1769490406.4875102,CREATED,43422682-abdc-46eb-a2b4-f2865d4eefbe,91aa12be-207e-4750-9080-a04dbf0472c9,c5,c4,27,?,?,surb={'id': '59f68c85-cd0d-4f76-b452-9abc7fdd632f', 'route': ['p1', 'e10', 'i2', 'x2', 'p2', 'c5']}
1769490406.7523408,RECEIVED,c92f45ef-1c51-4c86-a7b1-5242698b6e90,94768db4-e70f-4bd3-adb0-2ec7bf78873d,c3,c5,26,p2,?,surb={'id': '637a4841-62d6-4d77-a1c9-e6ff97c22086', 'route': ['p2', 'e8', 'i4', 'x4', 'p3', 'c3']}
1769490406.7813334,SENT,c48c9bd8-df21-4c7a-9e1e-bae12f160411,407e68f2-7428-40fa-9d30-3c9ed00a7fc2,c5,c4,3383,?,p2,
1769490406.7814775,CREATED,703afb79-e960-4d36-81e2-fec693e62530,49bb8797-ab44-41e0-a23e-5ad5eb3f4463,c5,c4,27,?,?,surb={'id': 'd910a9dd-61ba-42fe-aec8-2bc1d4294f12', 'route': ['p1', 'e6', 'i11', 'x10', 'p2', 'c5']}
1769490406.8307736,RECEIVED,4f7b985c-cc07-4f32-96c0-aa74670b5b87,808b8c9c-4a45-40c9-8ab9-f4393cd0ed57,c3,c5,27,p2,?,surb={'id': '4b95de23-325c-43d6-9f81-e5cdea517db6', 'route': ['p2', 'e6', 'i3', 'x12', 'p3', 'c3']}
1769490406.934547,SENT,6fec84a8-6f97-4a93-a5d2-8661538576d0,50f6d1cb-c523-4be0-9256-ab4076e82fcf,c5,c4,3396,?,p2,
1769490406.9346964,CREATED,a1428548-44fb-46a8-8cab-8f4e7e065219,49bb8797-ab44-41e0-a23e-5ad5eb3f4463,c5,c4,27,?,?,surb={'id': 'd910a9dd-61ba-42fe-aec8-2bc1d4294f12', 'route': ['p1', 'e6', 'i11', 'x10', 'p2', 'c5']}
1769490407.3884892,SENT,b2904391-61db-4479-a4d3-ede1d278a377,650dcbca-fa85-4271-9206-5d298a364550,c5,c4,3380,?,p2,
1769490407.3886669,CREATED,b3ac3fef-c9d2-4863-948a-5b2d9959bdb0,6c439ead-8ede-4411-9915-7db96bfe2953,c5,c4,27,?,?,surb={'id': 'd37193dc-77b5-4436-8058-7a10a9168445', 'route': ['p1', 'e6', 'i7', 'x11', 'p2', 'c5']}
1769490407.4871979,RECEIVED,1a02bb0f-0d9d-4ade-ad29-ec24906ead2a,434d6463-02eb-42c5-9e58-7219b86506f9,c3,c5,27,p2,?,surb={'id': '58d83ac7-0dda-4e6e-a1de-00a2bfd001ba', 'route': ['p2', 'e6', 'i8', 'x9', 'p3', 'c3']}
1769490407.6264758,SENT,cf70c458-c635-466e-b949-2528c005a35c,437145fb-8410-4a8a-91c1-1613347439e1,c5,c4,3388,?,p2,
1769490407.626644,CREATED,05d2ebc0-88c5-4349-bbf9-b8e6d95d1f6c,6c439ead-8ede-4411-9915-7db96bfe2953,c5,c4,27,?,?,surb={'id': 'd37193dc-77b5-4436-8058-7a10a9168445', 'route': ['p1', 'e6', 'i7', 'x11', 'p2', 'c5']}
1769490408.3486886,RECEIVED,2be339c8-708b-4768-83f2-9ab405db7d84,d8848eab-a4d9-488f-931f-d2768f9f7f32,c3,c5,27,p2,?,surb={'id': 'f65c811b-de24-47f6-b3b9-28bb7fab8a77', 'route': ['p2', 'e11', 'i9', 'x12', 'p3', 'c3']}
1769490408.4715703,RECEIVED,becb8cbc-7234-4c5f-ae06-a5463d9d76ae,808b8c9c-4a45-40c9-8ab9-f4393cd0ed57,c3,c5,27,p2,?,surb={'id': '4b95de23-325c-43d6-9f81-e5cdea517db6', 'route': ['p2', 'e6', 'i3', 'x12', 'p3', 'c3']}
1769490408.52099,SENT,6d0b935b-1450-462b-afdd-520c71a36690,1ad2ca5a-f91d-483c-9a8f-64af78f7c3fc,c5,c4,3372,?,p2,
1769490408.5211718,CREATED,ae743bdb-0368-4c29-b462-107ee288343c,5eece942-c444-4751-b7c4-c685ddd6946c,c5,c4,27,?,?,surb={'id': 'd7d61a85-804d-40cf-92bc-bf3b4e9ac05f', 'route': ['p1', 'e3', 'i8', 'x7', 'p2', 'c5']}
1769490408.8509097,RECEIVED,c887185d-45ff-458a-a630-92e94ee6d0f9,d8848eab-a4d9-488f-931f-d2768f9f7f32,c3,c5,27,p2,?,surb={'id': 'f65c811b-de24-47f6-b3b9-28bb7fab8a77', 'route': ['p2', 'e11', 'i9', 'x12', 'p3', 'c3']}
1769490409.0340443,SENT,e20377a5-7f6c-4cdf-8cb6-8f567aea0cf0,4171e91f-a76c-4ef7-b82b-5197eeef8ab8,c5,c4,3376,?,p2,
1769490409.0342324,CREATED,5f72151d-811d-49f9-9f8b-95f1ef85f2a4,5eece942-c444-4751-b7c4-c685ddd6946c,c5,c4,27,?,?,surb={'id': 'd7d61a85-804d-40cf-92bc-bf3b4e9ac05f', 'route': ['p1', 'e3', 'i8', 'x7', 'p2', 'c5']}
1769490409.1412826,SENT,b75ad08b-18f1-4e09-874c-a5c0b597c532,02486068-d4b8-4efd-83bd-9c192e6984b8,c5,c4,3391,?,p2,
1769490409.1414435,CREATED,199a94eb-93b1-4738-9061-5e15534ca605,62a34fe5-8fef-47f8-bdea-7cfc075f2655,c5,c4,27,?,?,surb={'id': 'a71010c0-532e-473a-b100-51a61d2e48df', 'route': ['p1', 'e12', 'i6', 'x10', 'p2', 'c5']}
1769490409.4423969,SENT,84eccba8-7498-4ce4-a9d6-b7abc67041e9,5c477df9-0a46-4e15-9b8a-7151e3fbc031,c5,c4,3391,?,p2,
1769490409.4425511,CREATED,3a5cf5b7-075d-4b76-82da-e5e565d0a4be,62a34fe5-8fef-47f8-bdea-7cfc075f2655,c5,c4,27,?,?,surb={'id': 'a71010c0-532e-473a-b100-51a61d2e48df', 'route': ['p1', 'e12', 'i6', 'x10', 'p2', 'c5']}
1769490409.7465866,RECEIVED,d4211739-df08-430a-a5ec-e0ed14046926,14a7d7fa-2f64-4333-a669-738f718a3632,c3,c5,27,p2,?,surb={'id': '94575377-56f4-47af-a869-64760e77fffe', 'route': ['p2', 'e11', 'i1', 'x1', 'p3', 'c3']}
1769490410.0516841,RECEIVED,3511f481-37fe-4813-a82b-b24b71dd8999,a11122e5-df5d-475f-86e5-20d9c1690e17,c3,c5,27,p2,?,surb={'id': 'cec2d160-18f7-45a0-9e46-88f2bf6febdf', 'route': ['p2', 'e11', 'i1', 'x6', 'p3', 'c3']}
1769490410.2132654,SENT,4990ee88-7218-469a-ad33-4491231b03b8,76982a7b-8479-4e8a-9c96-fc5ec27cb0dd,c5,c4,3360,?,p2,
1769490410.2134352,CREATED,3282616e-f5ee-4049-9c47-9de41320323f,88cdda71-91db-4510-ac43-fc3e811fc9f7,c5,c4,26,?,?,surb={'id': '50117bbc-60be-4707-885c-113a3671cb21', 'route': ['p1', 'e2', 'i6', 'x3', 'p2', 'c5']}
1769490410.3028057,RECEIVED,3268413a-1c79-4cb9-bef4-ab76b5191b9e,e6133a14-049d-4660-a64e-23476bfa6c9a,c3,c5,27,p2,?,surb={'id': '12ef858b-a03d-45f3-978f-c841e7a4c7fa', 'route': ['p2', 'e11', 'i5', 'x3', 'p3', 'c3']}
1769490410.354959,SENT,48c9f30a-bd82-4716-a9fc-49c8b8ce9941,fd5270e0-1b9b-48b3-8ab8-a6cdc6ab5e79,c5,c4,3383,?,p2,
1769490410.3551357,CREATED,18bc07c0-4754-4d9d-98ea-fb9105e7ac62,88cdda71-91db-4510-ac43-fc3e811fc9f7,c5,c4,26,?,?,surb={'id': '50117bbc-60be-4707-885c-113a3671cb21', 'route': ['p1', 'e2', 'i6', 'x3', 'p2', 'c5']}
1769490410.5860834,RECEIVED,fcedd401-4783-46f0-8c70-232b568bdf48,e6133a14-049d-4660-a64e-23476bfa6c9a,c3,c5,27,p2,?,surb={'id': '12ef858b-a03d-45f3-978f-c841e7a4c7fa', 'route': ['p2', 'e11', 'i5', 'x3', 'p3', 'c3']}
1769490411.138381,RECEIVED,f056b3b1-e510-4c60-906e-327cf0cc20d4,59480dc5-e205-4836-b669-f4f7a79bc0f9,c3,c5,27,p2,?,surb={'id': '57787b54-6089-4e5c-9bcf-0c3a40dd6f70', 'route': ['p2', 'e10', 'i8', 'x9', 'p3', 'c3']}
1769490411.2598648,RECEIVED,b334f426-006b-4b74-b496-26a613ebfc4a,14a7d7fa-2f64-4333-a669-738f718a3632,c3,c5,27,p2,?,surb={'id': '94575377-56f4-47af-a869-64760e77fffe', 'route': ['p2', 'e11', 'i1', 'x1', 'p3', 'c3']}
1769490411.773088,SENT,add859a4-2aa9-47c5-84e6-ca1e7e82c7d8,13894311-2f28-4850-9db5-459cf775164c,c5,c4,3395,?,p2,
1769490411.7731981,CREATED,1fe1e12c-1db8-49ae-82a2-e2fb7bbfbad9,e07ae6ad-f98b-46e2-9e3a-27484dc2d705,c5,c4,27,?,?,surb={'id': '4f85f8cd-621e-4427-b66f-644dcf722717', 'route': ['p1', 'e2', 'i10', 'x6', 'p2', 'c5']}
1769490411.9147239,SENT,0efcf049-59c0-4e44-807f-3a8ca6e38f74,c6c80ae7-f3b2-428a-8bcb-131cfa3d12fa,c5,c4,3363,?,p2,
1769490411.9153042,CREATED,17234e93-61c0-4e1c-94a7-5db1ee518c48,e07ae6ad-f98b-46e2-9e3a-27484dc2d705,c5,c4,27,?,?,surb={'id': '4f85f8cd-621e-4427-b66f-644dcf722717', 'route': ['p1', 'e2', 'i10', 'x6', 'p2', 'c5']}
1769490412.630953,SENT,4d02ec87-46c7-4105-9c49-c993584ef1d1,0cac5c33-e48f-4187-8f8e-e821c2680e46,c5,c4,3384,?,p2,
1769490412.6312332,CREATED,8d0f238e-6b5b-40e4-a85f-34c8e10a545a,0937e1db-e12c-4e14-aac3-c2cfbde81b3e,c5,c4,27,?,?,surb={'id': 'cd31bf87-1a73-4332-bf62-ac29d9fd7a39', 'route': ['p1', 'e3', 'i6', 'x8', 'p2', 'c5']}
1769490412.7528412,RECEIVED,3fdcdce4-514c-4238-8e1d-db7d859be528,b3967973-d8fc-4ab0-a0fd-9459d677285a,c3,c5,27,p2,?,surb={'id': 'ebda59ce-790e-4ccf-9d49-d7cec5569171', 'route': ['p2', 'e7', 'i7', 'x6', 'p3', 'c3']}
1769490412.8405683,RECEIVED,fc96d59f-eaa6-4f89-a415-02dc9d4cbda0,b4bf7c74-10dd-4a2f-b6f6-07cee390714f,c3,c5,26,p2,?,surb={'id': '38573448-15ce-48d5-bd45-ed48cda8bcc4', 'route': ['p2', 'e7', 'i11', 'x12', 'p3', 'c3']}
1769490413.2227662,SENT,d46f697e-8d72-4c91-a8d2-b85008eb0802,37eefff5-ecc6-44a2-ac6f-50a9857a4a40,c5,c4,3372,?,p2,
1769490413.2229033,CREATED,aa6bb1d0-a6c9-4b7a-882f-132a0ead9fe9,0937e1db-e12c-4e14-aac3-c2cfbde81b3e,c5,c4,27,?,?,surb={'id': 'cd31bf87-1a73-4332-bf62-ac29d9fd7a39', 'route': ['p1', 'e3', 'i6', 'x8', 'p2', 'c5']}
1769490413.2809405,SENT,7a98b7d9-5cb3-497f-b559-a4199bb52f8d,bde8e23c-16ec-4cc7-afb0-11a525e68218,c5,c4,3375,?,p2,
1769490413.2811325,CREATED,4be48baa-b4db-4ae0-8870-01ea70fb5776,8cf9e534-6303-4972-b0c0-7345078fafe8,c5,c4,27,?,?,surb={'id': '2df012dd-0616-4937-8e2d-77671fcebaa5', 'route': ['p1', 'e4', 'i7', 'x3', 'p2', 'c5']}
1769490413.3718886,SENT,e50242f0-61c9-4e57-abfe-40218275cbe9,2a022c86-e0f3-449d-a09b-72f5ce1163ec,c5,c4,3375,?,p2,
1769490413.3720403,CREATED,3d5dc84b-cffd-4254-afbd-31aeebfb8216,8cf9e534-6303-4972-b0c0-7345078fafe8,c5,c4,27,?,?,surb={'id': '2df012dd-0616-4937-8e2d-77671fcebaa5', 'route': ['p1', 'e4', 'i7', 'x3', 'p2', 'c5']}
1769490413.5866547,SENT,22450cbe-3457-4930-899c-4eb98cdc3099,4749b437-6f07-4e79-9c53-6e1ceb9a0cce,c5,c4,3396,?,p2,
1769490413.5868053,CREATED,844aad5e-8c16-4189-909e-af968899e23b,10592f40-91b4-4697-873b-1b75eab0bcc8,c5,c4,27,?,?,surb={'id': '897cdc2e-e47c-43d4-a42f-76c40ae0a6f8', 'route': ['p1', 'e5', 'i10', 'x4', 'p2', 'c5']}
1769490413.6279662,SENT,0bf5396c-83a5-4445-bca5-168582aa5c38,a3a37708-cea1-45db-a39e-3925b9b5440c,c5,c4,3400,?,p2,
1769490413.6281638,CREATED,208f66ed-f216-416e-9081-52260ab3312c,10592f40-91b4-4697-873b-1b75eab0bcc8,c5,c4,27,?,?,surb={'id': '897cdc2e-e47c-43d4-a42f-76c40ae0a6f8', 'route': ['p1', 'e5', 'i10', 'x4', 'p2', 'c5']}
1769490413.6908312,RECEIVED,26f88777-d12d-48d9-89f8-24d102eface4,124d144d-a64a-4982-a39b-ca66aaf6a48f,c3,c5,27,p2,?,surb={'id': '802d52c5-a906-42b4-b7e0-4912685b7ed4', 'route': ['p2', 'e3', 'i3', 'x1', 'p3', 'c3']}
1769490413.7767782,SENT,d5ebe222-5732-40e3-bfe6-c1045e3c02f9,8a8540c9-4b4b-4288-9ea1-e469c2e651ed,c5,c4,3360,?,p2,
1769490413.7769308,CREATED,11f00cc3-19bf-42cf-ac8a-ad8f0d2c9a58,f9723ff0-f1ba-4954-9ab0-9a1de556bd0d,c5,c4,27,?,?,surb={'id': 'ba95806b-76ce-4790-8ad0-aea22275ea90', 'route': ['p1', 'e8', 'i12', 'x1', 'p2', 'c5']}
1769490413.7899852,SENT,0169e417-0f98-4a95-8b85-2d296d7de71e,472676d4-ab6e-4e2d-9e58-9cdf5a8bd348,c5,c4,3358,?,p2,
1769490413.79016,CREATED,a65d42f1-421c-45ea-82ca-2c3aa2bcb8dc,f9723ff0-f1ba-4954-9ab0-9a1de556bd0d,c5,c4,27,?,?,surb={'id': 'ba95806b-76ce-4790-8ad0-aea22275ea90', 'route': ['p1', 'e8', 'i12', 'x1', 'p2', 'c5']}
1769490413.8733556,SENT,f628d860-6fe0-4e93-ae16-38102e7c08a6,71d6bb4a-0582-4315-9efa-4268a2df000d,c5,c4,3382,?,p2,
1769490413.8734965,CREATED,0d3bbb43-b52c-443e-ad04-b8b5a3472365,efba4824-8c74-45da-91f4-2359bcf5cc56,c5,c4,27,?,?,surb={'id': '16139420-ed28-4260-b2a2-a47c61e10c08', 'route': ['p1', 'e10', 'i3', 'x8', 'p2', 'c5']}
1769490414.0269544,SENT,a8ed184a-33ef-4a8a-86c1-5987eb1cfc1c,05ca1184-4796-4070-921c-ff2398b3a107,c5,c4,3401,?,p2,
1769490414.0270286,CREATED,24a37a43-83fc-4145-ae13-3ce3759754d0,efba4824-8c74-45da-91f4-2359bcf5cc56,c5,c4,27,?,?,surb={'id': '16139420-ed28-4260-b2a2-a47c61e10c08', 'route': ['p1', 'e10', 'i3', 'x8', 'p2', 'c5']}
1769490414.2016199,RECEIVED,de20174f-2196-4ccb-885b-2033fa7f3f30,ae82edc7-1bc9-4d92-b03a-5554fd720ef9,c3,c5,26,p2,?,surb={'id': 'bf068948-2483-4831-bd77-1272ed7c35a4', 'route': ['p2', 'e12', 'i11', 'x1', 'p3', 'c3']}
1769490414.3733964,SENT,ad21a270-f5e7-4a3e-8e45-59d0325e02da,f1381346-3fc6-4f86-bdf6-77e559b5e34f,c5,c4,3396,?,p2,
1769490414.3735456,CREATED,382d8b3d-420d-4502-ae93-885ce0e3db3d,ccf2dff2-55ec-48a7-b976-4a96b78cb222,c5,c4,27,?,?,surb={'id': '1ff66b4f-3cc0-4113-90b8-e47ca4f21c13', 'route': ['p1', 'e10', 'i9', 'x10', 'p2', 'c5']}
1769490414.6773481,RECEIVED,fe2eb1db-a80d-4630-8ae3-b723a6951c54,b3967973-d8fc-4ab0-a0fd-9459d677285a,c3,c5,27,p2,?,surb={'id': 'ebda59ce-790e-4ccf-9d49-d7cec5569171', 'route': ['p2', 'e7', 'i7', 'x6', 'p3', 'c3']}
1769490414.9954693,SENT,8f9af520-7d8e-4265-98ae-8d2650acd6c9,1d2e9ab7-3a5c-44fa-9a2b-e1c9b1b92282,c5,c4,3384,?,p2,
1769490414.995618,CREATED,350c3857-f0ef-4c5d-af9a-285a522ad3c1,ccf2dff2-55ec-48a7-b976-4a96b78cb222,c5,c4,27,?,?,surb={'id': '1ff66b4f-3cc0-4113-90b8-e47ca4f21c13', 'route': ['p1', 'e10', 'i9', 'x10', 'p2', 'c5']}
1769490415.0595198,SENT,c27cfa77-33a6-4ef4-a1c4-33d6cc0ba397,b9955112-f753-40fa-b38c-e51da5d5c287,c5,c4,3388,?,p2,
1769490415.0596688,CREATED,fb26be81-2304-4666-b6f0-c00f2f1c77ec,dc44bbeb-2bbd-4aa4-90b7-2ed5cda0052e,c5,c4,27,?,?,surb={'id': 'bf9f8d67-d90b-4b14-90e4-808893f2ff9d', 'route': ['p1', 'e9', 'i5', 'x9', 'p2', 'c5']}
1769490415.0718555,SENT,1198c4c9-1ac5-4613-895c-b07d3dea816e,a7994913-24b2-48d2-a099-bee8f6b52682,c5,c4,3363,?,p2,
1769490415.072095,CREATED,d19ea19d-8f37-414b-90ba-fde4d7b724f9,dc44bbeb-2bbd-4aa4-90b7-2ed5cda0052e,c5,c4,27,?,?,surb={'id': 'bf9f8d67-d90b-4b14-90e4-808893f2ff9d', 'route': ['p1', 'e9', 'i5', 'x9', 'p2', 'c5']}
1769490415.21748,SENT,8796091d-847f-46a1-9f28-704c40aa28eb,83a58927-dc4d-4292-8a82-935d72d6803c,c5,c4,3361,?,p2,
1769490415.2175536,CREATED,c56396bf-a90e-4894-8183-ba54d945169e,2e756294-e84d-41f2-bf3c-e200e9e98fd1,c5,c4,27,?,?,surb={'id': '641e78cd-a73c-44ee-a1a8-4538db053920', 'route': ['p1', 'e1', 'i11', 'x7', 'p2', 'c5']}
1769490415.2823858,RECEIVED,39225839-a3f3-498c-bdbc-964e1604f019,ae82edc7-1bc9-4d92-b03a-5554fd720ef9,c3,c5,26,p2,?,surb={'id': 'bf068948-2483-4831-bd77-1272ed7c35a4', 'route': ['p2', 'e12', 'i11', 'x1', 'p3', 'c3']}
1769490415.40502,RECEIVED,7998d835-d088-4a62-a41c-d1af88320386,2cd29f43-32ec-45cc-887e-433bcab22d49,c3,c5,26,p2,?,surb={'id': '417bdd8f-aad7-4d9b-b93a-13f78e7c3932', 'route': ['p2', 'e6', 'i12', 'x3', 'p3', 'c3']}
1769490415.550756,SENT,6a6f3862-7e8e-4c9b-9757-978e49fc477b,2184a2a9-0169-4bc4-b3b9-5caef6cee230,c5,c4,3400,?,p2,
1769490415.550906,CREATED,d384265f-9580-40a5-978f-0c3c4a23dd7f,2e756294-e84d-41f2-bf3c-e200e9e98fd1,c5,c4,27,?,?,surb={'id': '641e78cd-a73c-44ee-a1a8-4538db053920', 'route': ['p1', 'e1', 'i11', 'x7', 'p2', 'c5']}
1769490415.7398715,RECEIVED,aa27c0af-38db-458b-89ce-55f12800b87b,1a643a3d-2085-4981-bc2d-b02ca5687294,c3,c5,27,p2,?,surb={'id': '4b3ace5c-2c07-4f81-95a0-e712907a0223', 'route': ['p2', 'e9', 'i7', 'x2', 'p3', 'c3']}
1769490416.056457,SENT,75aabc99-bf75-4be3-b110-36048d6ff109,e662b701-263b-4f12-ba3b-cb35e72e13d9,c5,c4,3376,?,p2,
1769490416.0566118,CREATED,2b262ad5-9899-4a51-9c3e-f423c35fe125,6de62ccd-9225-471c-9a8f-00d18dfa1437,c5,c4,27,?,?,surb={'id': 'd9e89434-5d75-4411-ab11-7d5aebb211e8', 'route': ['p1', 'e9', 'i9', 'x12', 'p2', 'c5']}
1769490416.4304476,RECEIVED,66fb250b-8ce0-4d40-b1ef-c0d30327bd57,124d144d-a64a-4982-a39b-ca66aaf6a48f,c3,c5,27,p2,?,surb={'id': '802d52c5-a906-42b4-b7e0-4912685b7ed4', 'route': ['p2', 'e3', 'i3', 'x1', 'p3', 'c3']}
1769490416.5727587,SENT,930c8e32-f36f-4ec1-a9dc-4b6a6d2dad53,d3d4ec75-bbad-40a4-861f-963035f13e25,c5,c4,3359,?,p2,
1769490416.5729358,CREATED,83e6bdad-051d-45f6-afa3-a46ef1dace80,6de62ccd-9225-471c-9a8f-00d18dfa1437,c5,c4,27,?,?,surb={'id': 'd9e89434-5d75-4411-ab11-7d5aebb211e8', 'route': ['p1', 'e9', 'i9', 'x12', 'p2', 'c5']}
1769490416.8267498,SENT,0307ade9-d467-4ef7-8dbc-798aeb2db434,e9e30db5-d83d-45be-b3aa-99b94db23737,c5,c4,3409,?,p2,
1769490416.8268292,CREATED,57dc4754-a6c0-4fe5-89b4-cd036fa2ba65,97bf436b-65f8-4158-bf4c-f805313a7d89,c5,c4,27,?,?,surb={'id': 'fe69ca9d-0424-4b43-9707-833e7827f863', 'route': ['p1', 'e2', 'i10', 'x4', 'p2', 'c5']}
1769490416.8722363,SENT,c87c1b1f-89b8-4fdd-bdd6-4964d3d80bc5,4dfc1208-39ee-4b75-bf5a-9f9490ea8b18,c5,c4,3390,?,p2,
1769490416.8723176,CREATED,5c508d6a-0181-4423-b2a0-113105ea1e68,97bf436b-65f8-4158-bf4c-f805313a7d89,c5,c4,27,?,?,surb={'id': 'fe69ca9d-0424-4b43-9707-833e7827f863', 'route': ['p1', 'e2', 'i10', 'x4', 'p2', 'c5']}
1769490417.2137723,RECEIVED,626087c6-8ad3-4595-a6b0-ebccefb2a0fd,c637c454-7fcd-4aa1-9337-74d00a1954fd,c3,c5,27,p2,?,surb={'id': '38ffff52-226f-49f7-9662-2b9325b2bee5', 'route': ['p2', 'e10', 'i5', 'x2', 'p3', 'c3']}
1769490417.3048398,SENT,a61facc9-8b55-4bca-979d-1ed0c20c6434,4abe6e0e-4a6d-4c65-84a0-3313987b2897,c5,c4,3379,?,p2,
1769490417.304963,CREATED,adf19299-ec27-4bd1-8328-078bbe7bcede,b05f47f3-5c4d-4273-8321-739ecb32c150,c5,c4,27,?,?,surb={'id': '949f9563-5536-496b-b611-ddf7e45cae49', 'route': ['p1', 'e12', 'i5', 'x1', 'p2', 'c5']}
1769490418.0699818,SENT,89172b97-09cf-459a-b3ee-62072cc9a666,963f529b-baab-45d8-a041-c5dd7a853381,c5,c4,3391,?,p2,
1769490418.0700896,CREATED,0239743e-ba03-438a-adee-a362916ffbec,b05f47f3-5c4d-4273-8321-739ecb32c150,c5,c4,27,?,?,surb={'id': '949f9563-5536-496b-b611-ddf7e45cae49', 'route': ['p1', 'e12', 'i5', 'x1', 'p2', 'c5']}
1769490418.0758483,RECEIVED,3f606084-7bd7-47cb-82ee-8b3b70ffb319,571a649b-e9dd-4fed-b27d-1438deb90534,c3,c5,26,p2,?,surb={'id': '4711d163-fac8-46b9-a17f-96e5f6c40c0d', 'route': ['p2', 'e11', 'i5', 'x12', 'p3', 'c3']}
1769490418.0866375,SENT,f817bcf2-f315-454f-8f43-d31c722093d4,18c102c1-39ad-42b9-89cd-ec61825f2f47,c5,c4,3372,?,p2,
1769490418.0867252,CREATED,dfc53194-325f-48e9-9f41-2f6f388610eb,a9a61775-e897-499d-adde-2763d9202ebe,c5,c4,26,?,?,surb={'id': 'd18d7946-aaab-47fd-aa5c-77ea67b23050', 'route': ['p1', 'e11', 'i5', 'x8', 'p2', 'c5']}
1769490418.380018,RECEIVED,cb182689-58e5-458b-9f42-8f60cb2f9239,571a649b-e9dd-4fed-b27d-1438deb90534,c3,c5,26,p2,?,surb={'id': '4711d163-fac8-46b9-a17f-96e5f6c40c0d', 'route': ['p2', 'e11', 'i5', 'x12', 'p3', 'c3']}
1769490418.3899958,RECEIVED,8ab01b29-4b90-4898-9471-7f70cc2d07cc,1a643a3d-2085-4981-bc2d-b02ca5687294,c3,c5,27,p2,?,surb={'id': '4b3ace5c-2c07-4f81-95a0-e712907a0223', 'route': ['p2', 'e9', 'i7', 'x2', 'p3', 'c3']}
1769490418.4459171,SENT,3f722dec-3948-4e79-b94e-94f0ad60fc87,2bdc396b-9d9b-4e71-b045-9a49886cd0b7,c5,c4,3379,?,p2,
1769490418.4465365,CREATED,47eed30d-62e6-47cf-bb03-f795a4972488,a9a61775-e897-499d-adde-2763d9202ebe,c5,c4,26,?,?,surb={'id': 'd18d7946-aaab-47fd-aa5c-77ea67b23050', 'route': ['p1', 'e11', 'i5', 'x8', 'p2', 'c5']}
1769490418.6483586,RECEIVED,86363486-e8c3-40a3-bb4a-f265e39fcc40,13be639c-b94c-4313-9490-ccf376a8fe24,c3,c5,25,p2,?,surb={'id': '2f5cf795-9cf7-4cb1-b150-b99a93e22ca6', 'route': ['p2', 'e5', 'i12', 'x4', 'p3', 'c3']}
1769490418.8655362,SENT,a1d2f615-86ac-4410-af83-2fcef307b188,78b4209b-7969-45f2-97bc-aa5c2d7f1b30,c5,c4,3396,?,p2,
1769490418.8656945,CREATED,46c065a0-69b9-48b8-8d27-2ffb3e325e9b,3740a504-1b4d-4aaf-b228-914fbc6b6bf8,c5,c4,25,?,?,surb={'id': 'baaa480c-9db2-4b80-bdd4-e62751364a47', 'route': ['p1', 'e9', 'i11', 'x11', 'p2', 'c5']}
1769490418.8799343,SENT,cce4c576-485c-4e17-a835-670f33810938,f00768ad-0e22-48d7-9e4c-b58434632af5,c5,c4,3373,?,p2,
1769490418.8801084,CREATED,4f9130a8-c508-4c3c-990b-32a44bae2b22,3740a504-1b4d-4aaf-b228-914fbc6b6bf8,c5,c4,25,?,?,surb={'id': 'baaa480c-9db2-4b80-bdd4-e62751364a47', 'route': ['p1', 'e9', 'i11', 'x11', 'p2', 'c5']}
1769490418.891316,SENT,32554d64-9d98-4dc0-8836-aad03629597c,4b2743ac-60a7-4d81-9b00-d483bedb4690,c5,c4,3400,?,p2,
1769490418.8914716,CREATED,9c1eb2f6-2dee-4899-a9ed-87aaf7f13680,2c4ac623-559c-4d8b-b57c-79435143634a,c5,c4,27,?,?,surb={'id': 'c8388984-21f4-43bd-ac56-5643ecad934e', 'route': ['p1', 'e3', 'i11', 'x12', 'p2', 'c5']}
