timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490760.5282373,SENT,e56257c7-ee73-4949-a4cd-4d6f532f1048,5a7d74c7-fafc-4c15-b62b-14276e397e89,c4,DROP,2018,?,p1,
1769490760.5283802,CREATED,1a11a5a9-6556-4c8b-8e5e-f1b765912cb8,95361c74-6a34-4b8b-9290-7a66feb44625,c4,DROP,26,?,?,
1769490761.4490328,SENT,ba32e497-f6d4-4df6-85fd-6af2e6f8b31d,e4124771-6aa7-40d9-934a-df86942382d9,c4,c2,3391,?,p1,
1769490761.4492273,CREATED,557820f1-bb7b-446b-a27c-52a2aaf2c95f,9dbd7bdf-0877-4d99-9e12-08376878fe20,c4,c2,27,?,?,surb={'id': 'e4cf8fb5-4796-41e2-9717-51d61483f5f1', 'route': ['p2', 'e8', 'i11', 'x6', 'p1', 'c4']}
1769491149.5059907,SENT,e5764ebb-4564-472a-99fc-6e762f091cb8,4f16df1a-a9f9-4688-9ee5-5e13e10ca1f6,c4,c2,3388,?,p1,
1769491149.506139,CREATED,0b5f076d-3cbf-49fd-ba20-0042e57129fe,c927eb48-d5ba-4bf1-bd5e-9da77abd5221,c4,c2,27,?,?,surb={'id': 'abab1aed-1cf2-4f14-9a6a-fa1020ebcab7', 'route': ['p2', 'e4', 'i12', 'x7', 'p1', 'c4']}
1769491149.6280878,SENT,216f323d-6a02-4b0e-92d4-19b9500403ea,545d29b4-872b-4d62-a16e-274520a1b59c,c4,c2,3360,?,p1,
1769491149.6281788,CREATED,ce05b117-9ae7-4199-8f40-9b2dc36d9292,d61d8eb7-a29a-4d8a-bcdd-316a58e2e824,c4,c2,26,?,?,surb={'id': '5491262c-26d3-4859-a3b4-266c13f9bd4b', 'route': ['p2', 'e9', 'i5', 'x9', 'p1', 'c4']}
1769491149.7254658,RECEIVED,dcddcb79-758c-4e48-9b57-4994cea2e23f,81786989-7b3e-4cc6-829b-928d1da6fce1,c2,c4,27,p1,?,surb={'id': 'e0f0bb73-666f-4b01-aa22-a03fe12d6f1b', 'route': ['p1', 'e11', 'i9', 'x7', 'p2', 'c2']}
1769491149.9789233,RECEIVED,2418bfee-f557-447a-933a-1fe05bb82abb,d82e036e-a1f9-477e-9aee-4326f5885a16,c1,c4,27,p1,?,surb={'id': '31bc9472-8121-4c1d-839d-0f81ef51266b', 'route': ['p1', 'e10', 'i8', 'x8', 'p1', 'c1']}
1769491150.1235352,RECEIVED,1e2158e0-2571-4645-8b60-e8bfa253edb9,013d6fe3-fabe-4245-842d-6d66f668319b,c1,c4,26,p1,?,surb={'id': 'c0711b5f-9d4a-446f-a6f4-0fae55a88cb7', 'route': ['p1', 'e2', 'i3', 'x1', 'p1', 'c1']}
1769491150.2101552,RECEIVED,985ac2bf-69d4-4ead-852c-0ecf0ef22ed1,a49cfd3f-e792-4383-9bbf-437a6f531c21,c1,c4,27,p1,?,surb={'id': '276d7f51-0a13-49c2-aa7e-90d36b664102', 'route': ['p1', 'e8', 'i1', 'x3', 'p1', 'c1']}
1769491150.2294688,SENT,6cecf420-dff0-4e0a-8c09-5e3e00e36b04,e682b72a-cb36-43f7-9490-66edd89f5a86,c4,c2,3371,?,p1,
1769491150.2295702,CREATED,256e8563-7c91-427e-9c35-826278e045e8,282f90c1-4a61-414e-9b5b-79c566c17141,c4,c2,26,?,?,surb={'id': 'eb9e3d22-275e-4393-a432-7a4491ac8674', 'route': ['p2', 'e11', 'i2', 'x10', 'p1', 'c4']}
1769491150.3046663,RECEIVED,1f7330fd-84de-4bf0-9fd2-cc4d0c38c005,4f9d3aab-ca11-49e8-845c-1affb2b0c3d8,c2,c4,27,p1,?,surb={'id': '79070445-44e1-4218-929e-1366ce356788', 'route': ['p1', 'e12', 'i6', 'x8', 'p2', 'c2']}
1769491150.3197696,RECEIVED,8c02bfd7-07f2-45fc-8d5c-4c8434eb139b,c412653a-a25e-433c-8753-a6aa3d570430,c2,c4,26,p1,?,surb={'id': '77a07afc-480b-464d-a84c-dc571830ab26', 'route': ['p1', 'e8', 'i11', 'x12', 'p2', 'c2']}
1769491150.3322556,RECEIVED,ab861c1c-d63a-4979-af42-532cd8111c9a,b93cb8a8-2ffe-4ee3-b3c9-fc23a92fcca0,c2,c4,27,p1,?,surb={'id': '9a32d9ce-8834-4f3a-b303-6b6db164cd7f', 'route': ['p1', 'e4', 'i11', 'x8', 'p2', 'c2']}
1769491150.3981435,SENT,b079b6a3-0d07-498b-ab35-529d627f6c48,67bd873d-8b3b-49c9-b9ce-e02601d4fcce,c4,c2,3355,?,p1,
1769491150.398245,CREATED,73e7aac6-5f44-4d4d-8ba8-a6a28834acdd,a4f3aa32-de21-42d0-99e7-e3ed8373cd6c,c4,c2,25,?,?,surb={'id': '940eae24-b6f2-45d0-87bc-f22d720d2841', 'route': ['p2', 'e1', 'i9', 'x11', 'p1', 'c4']}
1769491150.4196255,SENT,dbe7bca1-9883-46a5-9410-f2e301b0c482,a42f7621-728c-4746-9732-9c6d91259338,c4,c2,3383,?,p1,
1769491150.4197261,CREATED,fa87a604-ecc4-4ab1-b013-4273bfe84847,97ff2cce-3959-4050-95c3-249a90cdbfb9,c4,c2,27,?,?,surb={'id': '83f579fd-95de-4606-9a8a-f224aa084b2e', 'route': ['p2', 'e3', 'i8', 'x10', 'p1', 'c4']}
1769491150.4575148,RECEIVED,aaf8dd5c-e812-4d38-9cef-43c5527ba60f,c4793a5a-4b8c-4a6d-948a-d198257a066f,c1,c4,26,p1,?,surb={'id': 'a9c64f3b-e6a9-4a80-ab5d-d8242a9a4e04', 'route': ['p1', 'e9', 'i5', 'x5', 'p1', 'c1']}
1769491150.4846349,RECEIVED,3005b7e3-55dc-4cc8-b498-8acbdcd19b30,c70619a6-aee1-4b03-a627-15794a5c1757,c1,c4,27,p1,?,surb={'id': '4d2819e7-f8c9-43f8-998d-0d3185899595', 'route': ['p1', 'e2', 'i1', 'x11', 'p1', 'c1']}
1769491150.5806708,RECEIVED,2b0a22e2-b91c-481c-9924-d4acc61127b7,8f482f06-9498-4403-ae86-0d16b8b77849,c1,c4,27,p1,?,surb={'id': 'ede85bd5-c7b6-4afd-baf5-1bd53ec7b38f', 'route': ['p1', 'e4', 'i8', 'x6', 'p1', 'c1']}
1769491150.6841486,RECEIVED,68965dcf-50b7-4f79-9738-991cdaa01463,41905e13-303d-436e-a0c4-25eab5f8aa05,c1,c4,27,p1,?,surb={'id': '0db172b0-0eb2-44b6-ab9d-4de5f7af06ae', 'route': ['p1', 'e12', 'i2', 'x3', 'p1', 'c1']}
1769491150.699348,RECEIVED,0a284e64-8d63-44e9-8bc0-093432d94fc1,bc478a82-a7d2-439b-a7e4-ffbc4c12682d,c1,c4,27,p1,?,surb={'id': 'c9c96c0f-d6eb-44e5-a0b8-febbba49b289', 'route': ['p1', 'e9', 'i12', 'x11', 'p1', 'c1']}
1769491150.8293066,RECEIVED,ae2363e2-6dd9-43c1-b4ea-814e6cfb6a00,8ecdfcc9-39b8-4d1c-93a7-407febb4743a,c1,c4,27,p1,?,surb={'id': '4d7e4604-8f16-457e-855a-be84b3bd7f35', 'route': ['p1', 'e9', 'i9', 'x8', 'p1', 'c1']}
1769491150.8340805,SENT,57540865-95f9-497b-aaed-bb463bb33690,a8cd9444-b1b4-477e-8333-3b402d37d3b3,c4,c2,3392,?,p1,
1769491150.8342335,CREATED,1f7d6071-d863-4e40-b3b6-201c5fcf1e5a,60df1ca4-b339-42ca-988b-237383e1123e,c4,c2,26,?,?,surb={'id': '4fe79b33-33df-494a-88ae-73b6b98ee1a2', 'route': ['p2', 'e2', 'i8', 'x11', 'p1', 'c4']}
1769491150.8396938,RECEIVED,96869389-aa25-40e9-8b55-fa2b2be08a12,478ca68d-25cf-4e34-ab6e-c278c912359b,c2,c4,26,p1,?,surb={'id': '78b8faab-bcd9-468e-bf37-351ba023f838', 'route': ['p1', 'e5', 'i2', 'x5', 'p2', 'c2']}
1769491150.9399195,RECEIVED,48dd635c-4739-4cbc-9f64-fd418c52f787,5a8d55b7-0630-43ae-b41c-8f7b2e6fc228,c2,c4,27,p1,?,surb={'id': '206ad5c7-1199-4fd4-9556-f30246cbac3e', 'route': ['p1', 'e8', 'i1', 'x9', 'p2', 'c2']}
1769491150.9637394,RECEIVED,98b111dc-1c2e-474f-a98f-ee14467fa8fa,21d476cd-5863-4a76-b728-bc3c546327fb,c2,c4,27,p1,?,surb={'id': 'a3f40335-1d6d-4dd7-a8ed-3610b11b0422', 'route': ['p1', 'e4', 'i7', 'x5', 'p2', 'c2']}
1769491151.0875726,RECEIVED,925e06bc-8b08-49ad-99a2-d75c04dac853,84c724a4-f452-42a6-a47c-138e6fe1de0c,c2,c4,27,p1,?,surb={'id': '05e48061-841a-4843-bac6-10f6621b1946', 'route': ['p1', 'e8', 'i5', 'x2', 'p2', 'c2']}
1769491151.1485043,SENT,bbe4c031-e497-480f-8241-b843880575f0,fd03228b-ec1f-4c55-9dc1-8cca10c7f4b5,c4,c2,3358,?,p1,
1769491151.1485639,CREATED,d3b690bf-18ec-4a7e-b2a0-8d80a406c2b7,883621f3-36b8-46b0-9135-c71049f96236,c4,c2,27,?,?,surb={'id': '5a4d3414-55a2-4430-9b66-02d9fadce04f', 'route': ['p2', 'e4', 'i4', 'x2', 'p1', 'c4']}
1769491151.2728894,RECEIVED,60f7b972-c381-45cd-958b-42ac091cb8ae,da8d38f8-3993-4e33-bd4f-9bb61e6465e1,c2,c4,26,p1,?,surb={'id': '6d7387a8-5f18-4406-b555-aad92a831b0b', 'route': ['p1', 'e4', 'i8', 'x2', 'p2', 'c2']}
1769491151.4437776,RECEIVED,9c6e650e-a69b-4b77-b3c5-29495e9bfed6,d970882a-ba77-4cfa-90dc-84413a2868e9,c2,c4,27,p1,?,surb={'id': 'b989c80a-95dc-4381-ba9e-b184e80306c6', 'route': ['p1', 'e8', 'i9', 'x2', 'p2', 'c2']}
1769491151.571801,SENT,0ac9527b-1fa8-490a-ac60-294747687676,dea1376d-340a-4200-b86c-aebe56628629,c4,c2,3359,?,p1,
1769491151.5719526,CREATED,cb313bf1-1ee6-4ae7-b1b0-1fd9f253e8ce,e02493b8-0e42-4a6c-b9d1-71d6dbb8a695,c4,c2,26,?,?,surb={'id': 'b1bf9951-dcc6-47ba-a500-56ae4456b4ff', 'route': ['p2', 'e10', 'i8', 'x8', 'p1', 'c4']}
1769491151.5751781,RECEIVED,66d29285-a0b2-4a15-97b6-a8ffc062c097,4c4ec779-1219-4668-bcbe-05ca27a62cf2,c1,c4,27,p1,?,surb={'id': 'b162e450-ad40-4e05-ba70-7ab6c87f6ebc', 'route': ['p1', 'e7', 'i1', 'x11', 'p1', 'c1']}
1769491151.5883005,RECEIVED,b53d6c3c-556e-4b83-84d2-b53024347142,93be1beb-22d3-403f-9751-cd87caf39714,c1,c4,27,p1,?,surb={'id': '5f1d04e3-1d2e-4a55-a074-7ccfeff73390', 'route': ['p1', 'e3', 'i8', 'x6', 'p1', 'c1']}
1769491151.6203012,RECEIVED,afea9258-fc36-4e68-a56c-c9debbb8bf6e,6b439416-9ea9-4693-9506-5c3e5c40040e,c1,c4,26,p1,?,surb={'id': 'f3e33157-e235-4538-b58b-a41613fb9fec', 'route': ['p1', 'e2', 'i12', 'x12', 'p1', 'c1']}
1769491151.6737683,SENT,8eb7a934-6d10-40ee-b92f-27d699fa4eed,17da28e9-93af-47ad-932d-37949a64ee50,c4,c2,3379,?,p1,
1769491151.6739054,CREATED,8f5be02c-17fd-4588-bf7b-0de9b05e831d,2bf8eb65-e5d6-4a2a-affd-a84642fedfc3,c4,c2,26,?,?,surb={'id': 'da9e2b85-1483-4a56-8643-f089e1a12455', 'route': ['p2', 'e5', 'i5', 'x11', 'p1', 'c4']}
1769491151.756557,SENT,f91f9f00-adb8-4e85-bf0f-68ad2142051f,8ae971dc-ef44-4fd1-969c-289141ac6df9,c4,c2,3384,?,p1,
1769491151.7566328,CREATED,30765cbd-3588-4dae-a685-3baf10055e29,fb73be11-3333-47f9-8896-109220042fc0,c4,c2,27,?,?,surb={'id': 'fe3dd075-6801-4aec-8dbe-740cb7a12e9f', 'route': ['p2', 'e5', 'i2', 'x1', 'p1', 'c4']}
1769491151.8669367,RECEIVED,f0724ad6-023f-436b-b34d-2f117eaf0a1f,39f78965-ece4-4022-a771-a34248d4ee0d,c1,c4,27,p1,?,surb={'id': '3ecdd4ac-9fda-4579-b731-346ebefc22cc', 'route': ['p1', 'e2', 'i3', 'x7', 'p1', 'c1']}
1769491151.9114532,RECEIVED,933e294c-295c-4edd-9831-84c77da1230b,1970eb6e-8456-4bcb-a8be-9dd403c47164,c1,c4,27,p1,?,surb={'id': '40c758b7-7ad0-43a5-8bf7-6cf2ed18fab3', 'route': ['p1', 'e11', 'i12', 'x1', 'p1', 'c1']}
1769491151.957885,RECEIVED,64e04fb2-626b-4952-8482-a52fcc6ad3fe,db44b0da-4dde-436b-96cc-34944e105af8,c2,c4,27,p1,?,surb={'id': '1ad61c30-55f4-4df6-8526-c3da996eaa2d', 'route': ['p1', 'e2', 'i10', 'x12', 'p2', 'c2']}
1769491151.9718704,RECEIVED,24fd964a-2241-41c7-aaf0-3162902d81de,a0a8d5b0-5deb-4a1f-8927-47260760ecd9,c2,c4,27,p1,?,surb={'id': 'edafaefd-eb25-4ec3-8b22-c0ca32b02f64', 'route': ['p1', 'e8', 'i9', 'x1', 'p2', 'c2']}
1769491152.0035725,RECEIVED,06a244d3-badb-432f-8f2c-49a9a3dad521,c3ac55b8-25b7-48e0-a719-b30c3082582e,c1,c4,26,p1,?,surb={'id': 'a5c9e8bb-c63c-4a3f-b6d0-68987db1968c', 'route': ['p1', 'e4', 'i11', 'x1', 'p1', 'c1']}
1769491152.0194168,RECEIVED,7135d655-b7bb-4ab4-9820-9a4d591a6707,e387fd19-4bff-497a-b8b9-48879cfdbfd1,c1,c4,26,p1,?,surb={'id': '0aa0c16f-a998-4b7e-bc21-835e2ca95aee', 'route': ['p1', 'e1', 'i3', 'x1', 'p1', 'c1']}
1769491152.165416,RECEIVED,48f9d4d3-43b3-45a0-81f3-426cf402f5ba,2a3d03f7-efe3-4df4-b919-9c9a1095a428,c2,c4,27,p1,?,surb={'id': '9a504f11-7e4f-4c56-ba60-40afd02c9e8c', 'route': ['p1', 'e4', 'i4', 'x7', 'p2', 'c2']}
1769491152.5997036,RECEIVED,53a58e75-1f7b-40f9-8c4c-2c92e3bc846e,2cfe9d26-1395-4268-ac06-10d353281c07,c2,c4,27,p1,?,surb={'id': '9fa7d6f4-c266-4356-b6e9-9f13b907581c', 'route': ['p1', 'e8', 'i9', 'x6', 'p2', 'c2']}
1769491152.7032309,RECEIVED,d762fe01-6af0-4246-8476-abd6da48328b,92ab4b7e-4070-4f88-8b88-0746857fd613,c1,c4,27,p1,?,surb={'id': '87d4ad2a-06f4-4d34-9de7-4d0a1505f2dc', 'route': ['p1', 'e5', 'i9', 'x12', 'p1', 'c1']}
1769491153.1259904,SENT,d204c653-1952-4f84-ba51-d7450265c6a7,af444fdc-4f47-47e5-aa31-bd014c87a510,c4,c2,3375,?,p1,
1769491153.126129,CREATED,413d5507-a4b4-4947-acf5-6ae8def89261,bb8b1e73-106f-4b87-bde1-653a603bd09a,c4,c2,26,?,?,surb={'id': '44145193-807a-4af2-af65-c74961082dcc', 'route': ['p2', 'e4', 'i12', 'x2', 'p1', 'c4']}
1769491153.1315696,RECEIVED,33dcbc8c-0066-40f9-9c36-fa2967b0ae00,cfd7f948-a2a2-462f-9922-64a2faca6937,c2,c4,27,p1,?,surb={'id': 'b2673aca-20dc-4999-9cf0-26a9ff72cb6a', 'route': ['p1', 'e5', 'i9', 'x10', 'p2', 'c2']}
1769491153.170248,RECEIVED,df25d932-999f-4894-bbf6-47fe1a63debc,5100f499-3f95-4092-8b5d-4919f3a73868,c1,c4,27,p1,?,surb={'id': '141fc505-68af-45b5-aed2-bdf9f4a18b0f', 'route': ['p1', 'e6', 'i11', 'x7', 'p1', 'c1']}
1769491153.3762524,RECEIVED,d5b0870a-60d4-4c7f-bdad-e9bad1776e92,7c510533-a96b-46f1-b541-d44b62e27df6,c1,c4,26,p1,?,surb={'id': 'a19e64a7-6ab1-448e-9284-bbd70d2b7c27', 'route': ['p1', 'e4', 'i7', 'x6', 'p1', 'c1']}
1769491153.4838629,SENT,64e35bab-0dd9-41ab-a5ac-d42c2db8d967,30318888-5f7a-4a9d-8824-01df0882cf82,c4,c2,3386,?,p1,
1769491153.4840128,CREATED,a9fa2243-9ae5-4cd2-907c-ee26bb746601,2a41d864-f93a-44dd-8596-e94388ce2e53,c4,c2,27,?,?,surb={'id': '15ed131e-c42d-4179-8dd6-5175d0010ae3', 'route': ['p2', 'e11', 'i10', 'x8', 'p1', 'c4']}
1769491153.5020843,RECEIVED,33bf2603-d6e3-449c-8ff8-e727eacc1699,38987c96-2d60-47a6-a749-da2ea97d012a,c2,c4,27,p1,?,surb={'id': '2214e7b5-8ec6-4b79-98ee-43eedc98e0f9', 'route': ['p1', 'e7', 'i7', 'x2', 'p2', 'c2']}
1769491153.550426,RECEIVED,6b4db537-f911-40ae-a2c7-f4a4005f3fe2,bdf2438d-f8e5-4bdf-952f-fb52f2cc84bc,c1,c4,27,p1,?,surb={'id': '7710a877-607c-41cf-aad7-3d3eb96a6309', 'route': ['p1', 'e3', 'i1', 'x1', 'p1', 'c1']}
1769491153.691034,RECEIVED,ab7abc60-bf1a-4a02-b0ff-7dcb3e8b6447,1faaa645-344d-415f-8794-cd8175ea7c4f,c2,c4,27,p1,?,surb={'id': 'ab57c8d2-c347-420a-b0b3-80cc871d7ae2', 'route': ['p1', 'e2', 'i7', 'x1', 'p2', 'c2']}
1769491153.8767529,SENT,c039b8f6-4237-4f1a-bfdb-c21053f54931,6085c682-3323-43d3-9f13-7bca120a4e2a,c4,c2,3354,?,p1,
1769491153.8768635,CREATED,1cfe7950-06b5-4f92-8b29-4fc7280388e4,0e464d45-5d67-4337-a84a-7b5d26117185,c4,c2,26,?,?,surb={'id': 'ff6e5826-4f82-4f26-a08c-c5136f726d5c', 'route': ['p2', 'e11', 'i5', 'x1', 'p1', 'c4']}
1769491154.1779182,RECEIVED,bad6bf69-fad7-43b3-b3a9-b66a29a5f11a,6f0545dc-5bfa-4283-9f5a-517c6577def5,c1,c4,27,p1,?,surb={'id': '4ea75cc9-f89c-4ff9-bf4c-8d4bad3cbb59', 'route': ['p1', 'e6', 'i12', 'x10', 'p1', 'c1']}
1769491154.272152,RECEIVED,7a0fe6c5-18c4-497a-9533-f6ccfb827f05,0d789481-c0f0-459e-8f83-337d33f1a013,c2,c4,26,p1,?,surb={'id': 'd22dfdd0-e9db-4dd1-8ca1-3e7d7c5229aa', 'route': ['p1', 'e8', 'i3', 'x8', 'p2', 'c2']}
1769491154.3749256,RECEIVED,7883e5bc-d883-4675-83ee-73a39d663491,2a7e9154-79c0-46e4-89ca-f998767409fe,c2,c4,26,p1,?,surb={'id': 'd508ab94-265b-4345-bc2f-dff8469f507e', 'route': ['p1', 'e2', 'i7', 'x6', 'p2', 'c2']}
1769491154.51783,SENT,3c7d8fbf-4170-4815-aacc-498859afc3fa,40a9928a-cd0d-4888-998d-9133edabb468,c4,c2,3355,?,p1,
1769491154.5179458,CREATED,fa992dab-dc32-457f-b640-5102efe9c216,9a7e6cc7-a324-49a9-ae54-08c657a6b675,c4,c2,25,?,?,surb={'id': '02555c6f-dcfb-4b45-b7e6-542b6baba1c0', 'route': ['p2', 'e1', 'i5', 'x4', 'p1', 'c4']}
1769491154.5333958,SENT,58fc79d0-03bc-4e22-83a6-56a6a7ca44ef,510f0249-5e25-43db-8dc1-1f28f05d4570,c4,c2,3387,?,p1,
1769491154.533532,CREATED,0c887974-70fc-444e-997e-277bc92cb81e,f07231e6-9672-4cf6-9500-0b74f49d2253,c4,c2,27,?,?,surb={'id': '4c350212-0815-4a25-9775-c4fe9ea9ee19', 'route': ['p2', 'e12', 'i10', 'x9', 'p1', 'c4']}
1769491154.657842,SENT,9982802c-f2fe-479c-b82a-a72f1815ed93,27f5418e-a026-4f3e-969a-e3d1f9b0de9a,c4,c2,3390,?,p1,
1769491154.6579354,CREATED,cfa8bfc7-209a-4063-9b69-dbf38c51e60a,7158a51f-05b8-49a9-82dd-085b4d748d78,c4,c2,26,?,?,surb={'id': 'a1b49806-4c50-475a-acf0-5ba1dca1f13d', 'route': ['p2', 'e11', 'i4', 'x12', 'p1', 'c4']}
1769491154.77073,RECEIVED,3bee0beb-75cb-4e5c-aa75-96797493dde0,d06042a8-7293-47e5-9a0e-2d1c520fa28b,c2,c4,26,p1,?,surb={'id': 'e454f26c-2b65-4a82-8a5c-6f98b9c67fc8', 'route': ['p1', 'e9', 'i8', 'x12', 'p2', 'c2']}
1769491155.1213677,RECEIVED,bbce5cef-1075-4cb1-9afd-ab2c2a98e12e,967bd764-22da-48b9-be0d-18e42885bcf6,c1,c4,26,p1,?,surb={'id': 'b20baebf-e5d9-49c8-8080-4d6e70e72a15', 'route': ['p1', 'e2', 'i4', 'x9', 'p1', 'c1']}
1769491155.1765192,RECEIVED,9b6ec7e9-35b0-44af-82b8-3127dd6ce3b0,504f0b7d-802d-4440-a363-b28d87779990,c1,c4,27,p1,?,surb={'id': '69d24fa9-9b9d-4c89-aaa3-db36b39a707a', 'route': ['p1', 'e5', 'i5', 'x4', 'p1', 'c1']}
1769491155.2372854,RECEIVED,0f112314-fccb-4b8b-acfc-1edccf1daa0c,8bade8ff-b08c-46f3-8b80-7a6ecf559ded,c1,c4,27,p1,?,surb={'id': '92764716-b141-4401-91c7-cbd466d82a00', 'route': ['p1', 'e2', 'i10', 'x7', 'p1', 'c1']}
1769491155.3051002,SENT,6d5bc03b-3e2c-4513-a5f1-ca72dd6a5ea0,08bc08b5-4667-4843-bfde-eeb8460bc77d,c4,c2,3400,?,p1,
1769491155.3051765,CREATED,6693f631-e859-4585-994f-e5be8f055390,e7b4d879-c7ef-4499-b809-7c94ba3df90d,c4,c2,27,?,?,surb={'id': 'af9b39c1-df20-4ac0-bebd-97d382170b9f', 'route': ['p2', 'e11', 'i11', 'x9', 'p1', 'c4']}
1769491155.6849911,RECEIVED,ec79a47f-b885-4b89-ba32-3a9dec85b61a,02d9006a-7010-4329-9422-2fb2ef59f510,c1,c4,27,p1,?,surb={'id': '40477286-c167-41c6-b43b-94a15c8d645d', 'route': ['p1', 'e1', 'i1', 'x7', 'p1', 'c1']}
1769491155.6976302,RECEIVED,6740554e-76b9-4c76-899f-14ca939db2df,7738278f-82ae-414b-8819-b3ffeaeee3f8,c1,c4,27,p1,?,surb={'id': '72bbc0d7-eac5-4e15-98d0-99bc23150175', 'route': ['p1', 'e2', 'i1', 'x10', 'p1', 'c1']}
1769491155.7966619,RECEIVED,d9a3600d-3c14-48d6-8f9e-f39faef33716,f182928b-874c-41bb-8c55-c2736921d67d,c1,c4,27,p1,?,surb={'id': 'aeddf0ca-ff7c-4009-9f65-6eb2e8abb304', 'route': ['p1', 'e12', 'i11', 'x7', 'p1', 'c1']}
1769491155.956107,SENT,e95e0f7c-e735-4d87-93da-d827ca746164,eb2a04de-4bd7-4e3c-af44-381e42b9e906,c4,c2,3367,?,p1,
1769491155.956262,CREATED,f4974c85-ecc9-473f-a447-edfb77ef90a6,c0898e0d-9d13-4195-96e1-e00e930a76b1,c4,c2,27,?,?,surb={'id': '18175bc1-c424-439e-82e8-1ccd04cc8146', 'route': ['p2', 'e11', 'i8', 'x6', 'p1', 'c4']}
1769491156.0024486,RECEIVED,28538ebc-a448-4fe2-a403-586c379ed376,159bdd30-1599-4dad-8714-cef55dc32b46,c2,c4,27,p1,?,surb={'id': 'ce60ba80-7dca-4d21-a395-06e88da14b34', 'route': ['p1', 'e8', 'i1', 'x3', 'p2', 'c2']}
1769491156.1065829,RECEIVED,c5df60ea-c23c-459d-b870-dfbea7a5635b,cf615556-ba62-4bb9-b947-fa0fb9fc3728,c2,c4,27,p1,?,surb={'id': 'f52ea139-5e42-4165-81a0-749380cf5d08', 'route': ['p1', 'e8', 'i5', 'x8', 'p2', 'c2']}
1769491156.1847763,RECEIVED,06399910-6268-4d0a-99ee-15724a89affb,428eccb2-9238-46bf-bf47-81d1e8c0a681,c2,c4,27,p1,?,surb={'id': 'f0970388-a94e-4c27-bc8c-33076f6168c7', 'route': ['p1', 'e2', 'i1', 'x3', 'p2', 'c2']}
1769491156.5711215,SENT,79a14bca-ed46-44f5-b26a-b01a0a8a3cc4,c18350ca-5d5b-45c0-91b8-8e866b73c39e,c4,c2,3383,?,p1,
1769491156.5712216,CREATED,53503f14-3264-4be9-9c6d-bdf002362e24,dae9bbd9-7468-4e00-916e-2d76b0403811,c4,c2,27,?,?,surb={'id': '27fa7238-dd8c-4240-860a-a6d312bd4356', 'route': ['p2', 'e6', 'i2', 'x5', 'p1', 'c4']}
1769491156.922175,RECEIVED,d66532e3-07c2-4458-be26-b931257a01bc,6879acc3-95b0-4806-976a-20a85f06e620,c1,c4,27,p1,?,surb={'id': '2953babc-e23c-4199-96d6-a92cee0f799e', 'route': ['p1', 'e1', 'i3', 'x5', 'p1', 'c1']}
1769491157.0423775,RECEIVED,6c778efb-b3d7-4b27-b2d6-a29261adc588,64b764b2-5a5f-41ed-bd3b-8e50e55d9446,c2,c4,27,p1,?,surb={'id': '5d9c4640-6ed8-437a-aba1-7c1e8314fe74', 'route': ['p1', 'e11', 'i9', 'x8', 'p2', 'c2']}
1769491157.2799742,RECEIVED,7c7e8946-3d3e-4ebd-a7f8-d06b79928e9d,b8e72aa5-d5f4-477c-b9dd-f0d8fc9110e5,c1,c4,27,p1,?,surb={'id': '07b7fa82-cd38-4b11-89cc-89fd8b363fc3', 'route': ['p1', 'e4', 'i5', 'x8', 'p1', 'c1']}
1769491157.3013747,RECEIVED,f8ccf76a-9aa6-4a76-9f44-3f4674525034,2c6ae8d3-147e-4806-bf4c-f07b1f80d389,c1,c4,27,p1,?,surb={'id': '79958d76-3e06-4cfb-a5cc-3959e5abc06a', 'route': ['p1', 'e8', 'i6', 'x5', 'p1', 'c1']}
1769491157.4034681,RECEIVED,f9d4b88e-c225-40a0-b367-ae4e011ba60e,4ad1c10f-df72-4884-953f-7406cea79a3e,c2,c4,27,p1,?,surb={'id': 'c8289ca6-a22f-4c3a-83ab-befc277fefee', 'route': ['p1', 'e5', 'i10', 'x5', 'p2', 'c2']}
1769491157.5745964,RECEIVED,20482894-a470-4c50-9d7a-0d562901fcd2,244ea1d6-0705-4dea-b9e3-9cc3d14789bf,c2,c4,27,p1,?,surb={'id': 'd2f841f1-c97d-456f-9bdb-ec40c2331cb0', 'route': ['p1', 'e5', 'i5', 'x6', 'p2', 'c2']}
1769491157.6976223,RECEIVED,c431b219-edc4-4460-8ebb-2a19c736184d,9e54bfc9-84cd-4550-b04d-6e8243967b1e,c2,c4,26,p1,?,surb={'id': 'fc55db67-3f14-4aa0-869f-1180f3fc4730', 'route': ['p1', 'e12', 'i8', 'x2', 'p2', 'c2']}
1769491157.7523785,RECEIVED,55edf845-0088-46a9-947a-3528ad8b0e22,1ed6f09c-9b58-4cbf-9acd-051ca7f3567b,c1,c4,26,p1,?,surb={'id': 'ab627479-83fe-47b6-ac93-423d893c43c6', 'route': ['p1', 'e11', 'i10', 'x2', 'p1', 'c1']}
1769491157.8987234,SENT,39d9f82e-c366-41b9-8808-be68686c87e0,ea34fe5b-cc1c-4b7d-8ebd-e0a180431eb9,c4,c2,3377,?,p1,
