timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490760.5282373,SENT,e56257c7-ee73-4949-a4cd-4d6f532f1048,5a7d74c7-fafc-4c15-b62b-14276e397e89,c4,DROP,2018,?,p1,
1769490760.5283802,CREATED,1a11a5a9-6556-4c8b-8e5e-f1b765912cb8,95361c74-6a34-4b8b-9290-7a66feb44625,c4,DROP,26,?,?,
1769490761.4490328,SENT,ba32e497-f6d4-4df6-85fd-6af2e6f8b31d,e4124771-6aa7-40d9-934a-df86942382d9,c4,c2,3391,?,p1,
1769490761.4492273,CREATED,557820f1-bb7b-446b-a27c-52a2aaf2c95f,9dbd7bdf-0877-4d99-9e12-08376878fe20,c4,c2,27,?,?,surb={'id': 'e4cf8fb5-4796-41e2-9717-51d61483f5f1', 'route': ['p2', 'e8', 'i11', 'x6', 'p1', 'c4']}
1769490771.747495,CREATED,5916565a-0dae-4228-87cb-575c5649d763,8e9ee601-6332-40d7-aec4-1b5593dc2620,c4,c2,26,?,?,surb={'id': '92534c99-7782-4212-ad62-29061755b2d6', 'route': ['p2', 'e2', 'i5', 'x9', 'p1', 'c4']}
1769490771.9219925,RECEIVED,2da3f4c8-55fb-4999-9f98-44456457225d,c07d3110-6fb1-4e57-b415-e30fd182f131,c2,c4,27,p1,?,surb={'id': 'c4a42f8a-1008-400a-8116-7095e5799d70', 'route': ['p1', 'e9', 'i4', 'x9', 'p2', 'c2']}
1769490771.9826827,SENT,2e8c26ee-15bd-4e54-80b0-2f6a208454e1,0ef0578a-68bd-4d10-b08e-beb4def3772f,c4,c2,3403,?,p1,
1769490771.9828336,CREATED,c972083f-5e84-4fcc-a63d-39baffb3fcb1,ce8ba2ac-cfa3-4211-a068-37476d894744,c4,c2,27,?,?,surb={'id': '4dfeea3f-b4ec-4fe3-b916-90bd6a14d563', 'route': ['p2', 'e12', 'i4', 'x10', 'p1', 'c4']}
1769490772.2140036,RECEIVED,a39c4151-4f28-45b1-a215-1645a0719a1d,5f24cfd2-81b5-48a0-af27-7c9322804772,c1,c4,27,p1,?,surb={'id': '29a09476-6fc5-44c6-a9a1-4bfb56538cda', 'route': ['p1', 'e6', 'i1', 'x10', 'p1', 'c1']}
1769490772.2458243,SENT,98d142e7-cf2c-46dd-8fbf-cdbf6c1e7e0b,ca108655-1433-4ea7-a10c-a6a5c1f48258,c4,c2,3400,?,p1,
1769490772.245975,CREATED,b2beeb95-e48f-4d75-9eda-c0a068e1b988,9bc26689-1fe2-44fc-a5aa-1d4f429e1236,c4,c2,27,?,?,surb={'id': 'd4be9ae9-fca6-4b99-8279-05883fcd04a2', 'route': ['p2', 'e3', 'i7', 'x11', 'p1', 'c4']}
1769490772.3565073,RECEIVED,0d815b82-9d40-410c-a63b-ccc0dd61908f,2edf3d54-ca3a-4cfc-be59-d4f2005aa15f,c1,c4,25,p1,?,surb={'id': '0eba8257-8f29-40bf-9673-2a17bab70999', 'route': ['p1', 'e3', 'i11', 'x3', 'p1', 'c1']}
1769490772.4299197,RECEIVED,5f19b794-1131-4a99-911d-d654c90f2257,85429584-c3d9-4504-bab1-9f9561d310d1,c2,c4,27,p1,?,surb={'id': 'b8ec024e-08c3-4023-9dcd-fc82357a0425', 'route': ['p1', 'e11', 'i3', 'x12', 'p2', 'c2']}
1769490772.8577852,SENT,ae065205-5161-470c-a660-7a3a56c4b9f1,0a85e1e4-a0dd-4f62-bd0c-132dcc2b5737,c4,c2,3371,?,p1,
1769490772.857934,CREATED,a34a9360-8395-43db-88c6-780d5db8e434,ab9b7430-e0fa-43d2-8acc-fe1e2af86e5b,c4,c2,27,?,?,surb={'id': '08ea78a7-dac1-426b-9ae0-fb6eaa15bccf', 'route': ['p2', 'e8', 'i4', 'x2', 'p1', 'c4']}
1769490772.9569159,SENT,0aaf48bb-4ff2-45ac-a10d-7bdd0f10961e,0a4d5d09-059d-45f0-81c2-a712afc7ae2d,c4,c2,3379,?,p1,
1769490772.9571304,CREATED,745bc142-f30a-48b9-b24b-913e38fe5029,ac8d1526-d1cd-4144-ba48-3d976e34c098,c4,c2,27,?,?,surb={'id': 'dbb659c6-cd81-41c2-89b9-4aa53f39f17e', 'route': ['p2', 'e9', 'i11', 'x10', 'p1', 'c4']}
1769490773.048696,RECEIVED,a3881660-dbef-46bd-a7a6-9c89589bf800,3f06ae4d-6b60-445d-9e86-27209f33a264,c1,c4,27,p1,?,surb={'id': '2431f331-f82b-4899-955a-f5b42f3912db', 'route': ['p1', 'e1', 'i7', 'x2', 'p1', 'c1']}
1769490773.48047,RECEIVED,c62f2294-2aab-4f5b-8090-04a641c1bc0a,43366049-0c02-4ae7-be87-e4ede29af992,c1,c4,27,p1,?,surb={'id': 'ac90d8b7-fbe1-4502-a591-caf426214aec', 'route': ['p1', 'e9', 'i1', 'x2', 'p1', 'c1']}
1769490773.4958293,RECEIVED,d795fde5-cbc0-43ae-b498-c0db3e51ca1a,69b48c8b-70a6-4c76-8698-ce218dfea66e,c2,c4,27,p1,?,surb={'id': '1d38adb0-af58-4376-b8d0-ac4851688480', 'route': ['p1', 'e5', 'i6', 'x5', 'p2', 'c2']}
1769490773.5511107,RECEIVED,c1b08b91-46d9-4d6f-ad98-a836be0d2a0f,33f5da21-0c7d-4502-84e9-12daae41f839,c2,c4,27,p1,?,surb={'id': '71fa41b0-312b-41d4-92be-0e8d8bbec53b', 'route': ['p1', 'e7', 'i5', 'x12', 'p2', 'c2']}
1769490773.5571313,RECEIVED,0ee8f788-fe67-4682-bcde-cf3c7d408b14,f9fa3db3-dbcf-4610-b278-e69896a01b8a,c2,c4,27,p1,?,surb={'id': '801cff73-2223-413c-abe8-12bf09a8de24', 'route': ['p1', 'e12', 'i1', 'x9', 'p2', 'c2']}
1769490773.6836696,RECEIVED,e166821f-8823-4ac4-98ea-e58730265870,9b8e5fb5-06a9-4cf8-82b3-cee60cff8a8c,c2,c4,26,p1,?,surb={'id': 'a1700ce4-e439-4e00-9124-ce610304955f', 'route': ['p1', 'e10', 'i5', 'x2', 'p2', 'c2']}
1769490773.8693113,RECEIVED,d643415d-3302-411a-81c7-84e05af46ff1,ea941209-6c9c-4385-92e5-96db94767b99,c1,c4,26,p1,?,surb={'id': '93dc06f8-d45f-4049-b707-69300c6f5ea4', 'route': ['p1', 'e3', 'i6', 'x1', 'p1', 'c1']}
1769490774.020835,SENT,38fd25e5-1891-4a04-9858-36b009b4e0f0,3ee7406b-5206-490b-a4bf-cfbab1cebf0b,c4,c2,3354,?,p1,
1769490774.0209117,CREATED,4b2a0df5-edab-4e30-9e6b-fd87fcb40b82,bcff921f-3c3d-4f04-b217-6f5e24b618ee,c4,c2,25,?,?,surb={'id': 'fc6acbb0-f7e2-4a02-b89f-2ce17016d2be', 'route': ['p2', 'e9', 'i7', 'x4', 'p1', 'c4']}
1769490774.0546193,SENT,ad625c7d-8db5-4ceb-939b-2e5c579de5b4,733a97a2-0e45-4440-aa2d-07f635306a0c,c4,c2,3360,?,p1,
1769490774.0546956,CREATED,5500fb43-57ef-4b99-94d0-4da19ce21e38,a2c4a893-a2ed-4d4b-a8a3-b70a76c74e35,c4,c2,26,?,?,surb={'id': '66aea0d5-832b-4985-995b-ad2d4162dfdd', 'route': ['p2', 'e12', 'i1', 'x2', 'p1', 'c4']}
1769490774.0731585,RECEIVED,3df6d4b1-40dd-4b75-8d14-aaf5c2d58183,bc73daa3-18f6-4109-80ee-a445d3dccd89,c2,c4,27,p1,?,surb={'id': '9e4d291e-4820-4fe3-9c3f-548e08410ee9', 'route': ['p1', 'e3', 'i8', 'x11', 'p2', 'c2']}
1769490774.0858293,RECEIVED,c5e1f8bb-fe57-4ec9-b304-38077dc04d30,eb98e825-d173-4625-9b9c-4544848f8862,c2,c4,27,p1,?,surb={'id': '3b1fc0ea-969e-46b3-bbef-1306ef41b512', 'route': ['p1', 'e2', 'i3', 'x11', 'p2', 'c2']}
1769490774.744941,RECEIVED,5a61dd34-9e78-4710-9c56-e799f9be5fae,a855eed5-3e15-4a0e-96dc-afa3321430eb,c2,c4,27,p1,?,surb={'id': '0fc85e65-3712-4fbd-8670-3574e52092d5', 'route': ['p1', 'e12', 'i8', 'x1', 'p2', 'c2']}
1769490774.7813175,SENT,ddcb516e-03dc-49de-8ed0-3605c824c3cf,0fc77728-d35a-471f-93d0-68050379656e,c4,c2,3380,?,p1,
1769490774.7814627,CREATED,8e8a3b40-fc19-489b-913d-fdb10b906af3,85aa7d08-08b7-4931-9116-86ef256af8e0,c4,c2,26,?,?,surb={'id': '235e1977-380a-4c6a-8c06-cb14dd1d0ffe', 'route': ['p2', 'e6', 'i10', 'x3', 'p1', 'c4']}
1769490774.8856807,RECEIVED,d1eba4bb-dc28-4a5e-9264-f86369d435cc,d4865ff9-207c-4eb7-bd62-69b14f657fc5,c2,c4,27,p1,?,surb={'id': 'df7f9179-42da-40d8-a16e-07bf1036b9b1', 'route': ['p1', 'e8', 'i6', 'x1', 'p2', 'c2']}
1769490774.8876152,SENT,27caf913-1b40-477a-a2d1-f3db15e47f7e,eae18e6d-e04f-405c-8dea-bfeb24782ab8,c4,c2,3367,?,p1,
1769490774.8877616,CREATED,073bac9e-1122-453c-a820-e19f8e1e980e,8a099d9c-c34b-4bf2-8962-041ee03baeb5,c4,c2,27,?,?,surb={'id': '60cd3333-f3d7-4d34-be3f-89a2461d4de8', 'route': ['p2', 'e3', 'i12', 'x1', 'p1', 'c4']}
1769490774.9410253,RECEIVED,42babdd8-84d1-499d-bcf9-07bdbbdfd0a5,4ba59a92-258c-40cb-8e0a-2ce56898a5cf,c1,c4,27,p1,?,surb={'id': '8f497dc2-a11a-44f1-9b3c-2a56d216fe6c', 'route': ['p1', 'e11', 'i10', 'x11', 'p1', 'c1']}
1769490774.9868398,RECEIVED,361952dc-4e2e-440b-89a8-1572c01ec5b4,fdf250fa-7fc8-4131-ae9b-b5c605809f60,c1,c4,27,p1,?,surb={'id': '5fe3917f-f77b-48e7-a286-ce62d0b8bc12', 'route': ['p1', 'e6', 'i2', 'x11', 'p1', 'c1']}
1769490775.019114,RECEIVED,6a050c96-dd04-46a1-a956-9d75241252c3,c26e944b-7041-4ddd-9eb4-1feb7b917b9f,c1,c4,27,p1,?,surb={'id': 'b010c3b2-7afd-441b-86c4-540a9d2a2509', 'route': ['p1', 'e1', 'i12', 'x12', 'p1', 'c1']}
1769490775.0579948,RECEIVED,97e41780-a2ed-46ec-aabf-87fd8e768e7c,93c02683-81e5-4454-885f-3f68ed0648b7,c2,c4,26,p1,?,surb={'id': '4d1060d0-ccc3-49f9-b607-e0cf3173e86c', 'route': ['p1', 'e7', 'i7', 'x12', 'p2', 'c2']}
1769490775.1278236,SENT,32f35442-12e2-4668-b2f7-e561b1269c50,eb875051-d4db-404c-8d39-01f995be7bd6,c4,c2,3380,?,p1,
1769490775.1279364,CREATED,183b7480-6526-46ac-be41-2d01c5a760c0,373819ff-b94e-4f02-964d-6e6f54c65f46,c4,c2,27,?,?,surb={'id': '40a54018-0318-45ff-922d-4983f2e8da3d', 'route': ['p2', 'e4', 'i10', 'x9', 'p1', 'c4']}
1769490775.1604164,RECEIVED,2453d3ae-2219-461d-b39d-e1d4e874010e,2e21c70f-5173-4eda-aff9-d50b05b7629d,c2,c4,27,p1,?,surb={'id': '460f9343-50c3-4892-a4a0-8dbcb9888903', 'route': ['p1', 'e1', 'i1', 'x9', 'p2', 'c2']}
1769490775.2051342,RECEIVED,d42048f8-94d0-4ba2-86bf-c2ad545668a0,572edc81-83ef-4db4-8693-19dbb4bdfd32,c2,c4,27,p1,?,surb={'id': '7eea89b6-eb53-4198-8098-987ead4838f6', 'route': ['p1', 'e11', 'i4', 'x9', 'p2', 'c2']}
1769490775.2086437,RECEIVED,a68dc99c-9e68-4241-b3bf-7bedf8d41024,2600edfb-0a8b-4d25-968f-05cebce9884c,c2,c4,27,p1,?,surb={'id': '0f033467-f323-42f3-97ae-3825bfb4e48f', 'route': ['p1', 'e3', 'i9', 'x2', 'p2', 'c2']}
1769490775.3482714,SENT,6db3b16e-a120-4a10-b1d1-32c1bac99913,e22f3aa9-7639-4475-ac07-ac0c86490a5a,c4,c2,3392,?,p1,
1769490775.348386,CREATED,51d4a070-6653-4c6a-a9e4-7c4271bfa733,db18cf30-227d-441e-bf19-e1735f959e41,c4,c2,27,?,?,surb={'id': '9c058dea-e8b9-46ab-9822-9c0e0cb41827', 'route': ['p2', 'e8', 'i2', 'x7', 'p1', 'c4']}
1769490775.5123532,SENT,bd18af6d-4119-4e50-9e37-daae33b2e560,22a8f99b-15e1-407a-be4c-796e494b0e6e,c4,c2,3388,?,p1,
1769490775.5124862,CREATED,7e5661fe-2898-467a-8c02-4b5d26540611,1aba2854-d899-4339-9b57-d242dbf51960,c4,c2,26,?,?,surb={'id': '1c27aedc-f77c-4c46-bf40-3f8aab8847ce', 'route': ['p2', 'e12', 'i8', 'x6', 'p1', 'c4']}
1769490775.614375,RECEIVED,face76c1-b794-4d66-ab54-64f55e8a393f,2d673047-7025-495b-96ec-55221b6cd1f4,c2,c4,24,p1,?,surb={'id': '483f93b3-fa54-43dd-a646-7310e91dee6b', 'route': ['p1', 'e12', 'i9', 'x11', 'p2', 'c2']}
1769490775.7481213,RECEIVED,1a78626d-ccb5-4c2a-9f7f-5e3bb11a8777,feb1c444-48cf-4bfe-9311-5717f84f21d1,c1,c4,27,p1,?,surb={'id': '604a9e66-890d-490e-bda1-ec390fe415d5', 'route': ['p1', 'e7', 'i9', 'x11', 'p1', 'c1']}
1769490775.9752152,RECEIVED,d04bda4d-0839-4771-8320-40ca95e7b902,f9ab9f09-2dca-4d2e-aadd-6dbf404a98f9,c1,c4,27,p1,?,surb={'id': '3b0969dc-3ee1-4366-8fad-fdd842266e8b', 'route': ['p1', 'e12', 'i9', 'x8', 'p1', 'c1']}
1769490776.0315013,SENT,6145d347-117f-4242-863e-b6fc9d32f793,bcf96c68-4645-4625-ad72-6aa93056372f,c4,c2,3360,?,p1,
1769490776.0316281,CREATED,bada37a7-2ef6-4c63-a280-ee5926b70ebb,c37f81d4-f7e8-4574-937b-dfa877be8546,c4,c2,27,?,?,surb={'id': '564feae6-ef30-4f0a-a87f-2628065e82f6', 'route': ['p2', 'e8', 'i10', 'x8', 'p1', 'c4']}
1769490776.0799174,RECEIVED,b123c4aa-4a65-4720-8e34-513b7cc9ec99,eff2190b-2113-447e-9c8d-9fd904ad7024,c2,c4,27,p1,?,surb={'id': '633ce4cb-050f-46af-8c38-5b575f966e99', 'route': ['p1', 'e5', 'i9', 'x9', 'p2', 'c2']}
1769490776.0938299,RECEIVED,96a4e0cf-909a-47a1-b145-ebedab032d18,98da9b7c-4e92-4d28-96e3-a662d1b357e1,c1,c4,27,p1,?,surb={'id': '96b22d68-14f9-4101-80c0-f62e33dd62ef', 'route': ['p1', 'e8', 'i2', 'x1', 'p1', 'c1']}
1769490776.1517723,RECEIVED,bed04fea-11b5-43a4-9ab3-d7b349b2849c,97e840b1-ed7b-4105-8a17-8ccae7a92efc,c1,c4,27,p1,?,surb={'id': 'cad7ecc3-883b-4a25-8ecd-f9a37f6e13bf', 'route': ['p1', 'e9', 'i3', 'x10', 'p1', 'c1']}
1769490776.2128696,RECEIVED,6930276e-0af6-4af5-ac22-5e713f33c13c,58db01b4-b2e2-44d5-aac9-f99c8ac6437b,c2,c4,25,p1,?,surb={'id': 'e2011b15-9926-48c4-a921-68f52621c9cb', 'route': ['p1', 'e4', 'i11', 'x6', 'p2', 'c2']}
1769490776.2388325,RECEIVED,f66841dc-7eb3-41f6-82ba-dcb485c4170d,92df563e-f562-490b-81dd-c7d8176178fc,c1,c4,27,p1,?,surb={'id': '93519958-be99-4f5b-871f-718c2c3be29b', 'route': ['p1', 'e11', 'i11', 'x2', 'p1', 'c1']}
1769490776.2678337,SENT,e14581ca-a5b9-4471-a5df-65c421a3d312,19c7cdf9-8946-480f-8508-63f0bb7a5672,c4,c2,3372,?,p1,
1769490776.2689831,CREATED,71c9fe5e-5517-4100-9ff2-8a41e967288b,15fe247a-880a-4e3f-8bad-50586fd72761,c4,c2,26,?,?,surb={'id': 'a2d53544-d72e-4e32-b71c-3e35efbb9aca', 'route': ['p2', 'e5', 'i7', 'x6', 'p1', 'c4']}
1769490776.3843856,RECEIVED,0b2537a9-270a-497f-8ea2-d13150103ca6,8e023210-c5df-4a15-9e89-b2dc20d33e79,c2,c4,27,p1,?,surb={'id': '65f02d0f-2f25-41a3-8ca0-1259a0fd8cf4', 'route': ['p1', 'e6', 'i9', 'x8', 'p2', 'c2']}
1769490776.5326626,SENT,4d454b26-ab91-49d6-82d7-7532f52bf82d,64957adb-8a90-4119-89ba-1d50a1e34f4f,c4,c2,3376,?,p1,
1769490776.5328164,CREATED,17e6415b-8765-4916-b954-14730d31f9fc,50f49c6e-de8a-4285-a7c9-14854d517118,c4,c2,26,?,?,surb={'id': '10ecc118-91a9-418c-a7c4-c53d0391e2b1', 'route': ['p2', 'e9', 'i3', 'x8', 'p1', 'c4']}
1769490776.634013,RECEIVED,f4892869-8abc-4d12-9cc6-6795806a488f,09aac0fb-b7c7-469d-8c66-e64ece935031,c1,c4,27,p1,?,surb={'id': '325fe298-3cdd-48bd-b435-18e373986f77', 'route': ['p1', 'e11', 'i10', 'x11', 'p1', 'c1']}
1769490776.6380734,RECEIVED,55f35592-5c40-469e-89c2-ac6dade4ffb2,b0171a28-2698-41cb-a08b-753769e00b6d,c1,c4,27,p1,?,surb={'id': '84413481-dc68-4de2-b9c6-32245d858ff0', 'route': ['p1', 'e3', 'i6', 'x6', 'p1', 'c1']}
1769490776.653173,SENT,8308ea3c-ff79-4cde-bc5c-d944c9aeeb66,5eb22806-646e-4f14-a2a7-7121c2429ce0,c4,c2,3380,?,p1,
1769490776.6533422,CREATED,2d839fe5-aa0c-46c4-a4b0-ac88b4126121,bcbfb25b-a531-400f-9e3a-90687aee1855,c4,c2,27,?,?,surb={'id': '80fd2587-067a-4bc4-9a23-3dc346d2ae5c', 'route': ['p2', 'e4', 'i1', 'x3', 'p1', 'c4']}
1769490776.7168865,RECEIVED,53d84c83-9007-4ce2-865e-f98ddb1c91c2,1bc1b9c5-cf33-4e2d-99d3-4c19ace6ec69,c1,c4,26,p1,?,surb={'id': 'ee5b8129-285b-4617-b6a6-a0b395439ae2', 'route': ['p1', 'e9', 'i5', 'x4', 'p1', 'c1']}
1769490776.8793952,RECEIVED,8b33425a-0607-482b-afca-d300f5514ce8,37c4cd2d-321d-4e25-9258-447f1254d343,c1,c4,27,p1,?,surb={'id': 'fd4970e1-7c40-46c3-8548-59bb19fc712b', 'route': ['p1', 'e12', 'i6', 'x2', 'p1', 'c1']}
1769490776.8863595,SENT,3ff445e4-af18-4a49-9c50-55aad299760c,1cff4468-ccbf-41d2-81b4-9d3c57bd9659,c4,c2,3361,?,p1,
1769490776.886506,CREATED,d5300480-7cec-4ec8-9638-b861823ff87d,322d3cf0-29b1-4bad-bce5-0af2eba55c8b,c4,c2,26,?,?,surb={'id': 'bba5eed3-32fa-4d80-86c3-b9f506dcc425', 'route': ['p2', 'e1', 'i7', 'x5', 'p1', 'c4']}
1769490777.5156803,RECEIVED,4c879e8a-3bc9-44ca-8216-4b6e7f3310e8,ac49aec1-eed6-4f79-8f58-7fa4a66e256b,c2,c4,27,p1,?,surb={'id': '15a66307-6b44-4022-b08e-77bd2101d30f', 'route': ['p1', 'e1', 'i1', 'x11', 'p2', 'c2']}
1769490777.672717,SENT,02aba7c5-d47b-4673-8246-b065cc6daf66,255b62bc-bc7e-4663-b05a-cba17232db8d,c4,c2,3380,?,p1,
1769490777.6728625,CREATED,b8966fe5-78c9-44ec-b80d-221df0f48886,58ed1984-f567-418c-ab26-5684373e2e07,c4,c2,27,?,?,surb={'id': '456e2822-96ba-47b2-b7c7-ca60e6b2bb4e', 'route': ['p2', 'e12', 'i2', 'x2', 'p1', 'c4']}
1769490777.7829297,SENT,046ea588-69de-48de-99a7-618531c5080e,b2e524eb-2073-4df3-9683-a80c0bf0433f,c4,c2,3383,?,p1,
1769490777.7832084,CREATED,20791417-b3cd-4bcc-be67-eaa88fff7bb8,3e1e7a00-0434-4567-9533-a8e6e2c9fcaf,c4,c2,26,?,?,surb={'id': '71b89046-325f-4d1a-aafa-95382e5e270b', 'route': ['p2', 'e9', 'i4', 'x2', 'p1', 'c4']}
1769490778.0205944,RECEIVED,2401f507-b1e7-4fe3-86ca-e6aeff4c4890,e3863a3e-11b1-4569-94d7-9c9d35a706a3,c2,c4,27,p1,?,surb={'id': 'f07bf7ad-62c1-491c-9e14-c491b52f1045', 'route': ['p1', 'e8', 'i10', 'x12', 'p2', 'c2']}
1769490778.0521789,SENT,71f41526-9bc6-4db2-86fd-d005c949b8de,f665270d-ac66-4b22-8bca-50d3f280d991,c4,c2,3389,?,p1,
1769490778.052322,CREATED,0399cde5-a8ab-4eaf-8e4b-2bce3ce98d40,57e4e24b-998c-492f-af04-5c60f9941d58,c4,c2,27,?,?,surb={'id': '44a73174-08d5-4ebc-8247-8d00f9e021ad', 'route': ['p2', 'e2', 'i12', 'x5', 'p1', 'c4']}
1769490778.0730836,RECEIVED,846ab03e-ba80-4b7b-a7a2-d2641fa31de7,634ce6dc-c93c-46bc-a87c-c0033486ff0e,c2,c4,27,p1,?,surb={'id': '531b199c-24fa-4c7d-85af-9c78cb6654cf', 'route': ['p1', 'e5', 'i5', 'x6', 'p2', 'c2']}
1769490778.2827945,SENT,8c426b61-fce5-497c-8227-1d4c6efcadd8,55866079-fb8f-4737-8f2c-eb3f6cdb2f15,c4,c2,3379,?,p1,
1769490778.282943,CREATED,0d34d9b5-9600-452c-a289-628f4bc3394a,1a9b525c-bcbd-4f1f-b19d-cf28cdc24317,c4,c2,26,?,?,surb={'id': '5fce80c5-5d02-4399-a172-081befd472c2', 'route': ['p2', 'e4', 'i10', 'x7', 'p1', 'c4']}
1769490778.3558698,RECEIVED,f8f1a091-94ef-408b-8d00-6fb6340f3828,d5bd23c3-19fd-4190-b277-47fb1ff4bea6,c2,c4,27,p1,?,surb={'id': '4ecdcd15-8325-4a6b-b718-490bbe75c29b', 'route': ['p1', 'e11', 'i1', 'x2', 'p2', 'c2']}
1769490778.4164286,RECEIVED,8e18aeb1-c7f6-4071-b13f-f5f614ddcabd,84e461c8-57cd-40ad-8550-ba7dfcc5bc1c,c1,c4,26,p1,?,surb={'id': '35b280ca-5d5e-4cbb-b0b4-d595fa31974e', 'route': ['p1', 'e11', 'i1', 'x11', 'p1', 'c1']}
1769490778.446726,RECEIVED,4e2619f4-2a4b-4b79-8459-3fde0e0e3e7e,8390fa7a-6520-4223-9afa-743f81571398,c2,c4,27,p1,?,surb={'id': '25287804-aefc-46cf-ab23-ff765ab959dc', 'route': ['p1', 'e9', 'i4', 'x10', 'p2', 'c2']}
1769490778.5075264,SENT,e412d50e-05d4-4fb5-bd5d-92be4985731e,60a46afb-8d23-443a-8b9b-abed18f9e6ac,c4,c2,3388,?,p1,
1769490778.5076752,CREATED,e8f91302-dee6-43dd-8707-caed09831a7a,3d379ad0-9151-46d2-99f1-58c46dbb2c97,c4,c2,27,?,?,surb={'id': '5eb9600f-f5ec-4e8d-823d-f4bd2c84de4a', 'route': ['p2', 'e12', 'i5', 'x9', 'p1', 'c4']}
1769490778.6376412,RECEIVED,84cf172e-29ed-4446-b6be-74c356776867,c5c6cf24-abb8-4f45-8a9a-66decb8f4dfc,c2,c4,27,p1,?,surb={'id': '2baf2bc7-9796-4856-add3-f45e1db8c4ef', 'route': ['p1', 'e8', 'i4', 'x1', 'p2', 'c2']}
1769490778.685877,SENT,e58c657c-3178-4da1-9186-a6f3976fffdd,067a4fcb-0e03-4814-966d-f5a711ef665b,c4,c2,3373,?,p1,
1769490778.686024,CREATED,d3025ed5-26b9-4c91-aa3f-b84c8a1ef260,51e9ebd1-35f8-482b-9b2c-a995b100c366,c4,c2,27,?,?,surb={'id': 'a66de667-df85-439b-899f-88e3df9687a5', 'route': ['p2', 'e4', 'i2', 'x3', 'p1', 'c4']}
1769490778.7034178,RECEIVED,e04a2944-4918-4911-8688-23714ae30212,08398a24-7998-40ab-b4e7-eabab7bfab5f,c1,c4,27,p1,?,surb={'id': '09a07c84-30c1-4049-92a3-5e4f16976bcd', 'route': ['p1', 'e11', 'i11', 'x12', 'p1', 'c1']}
1769490778.7315674,RECEIVED,6b3ef4b0-1b6b-4579-8af6-0d9aac750700,5cc1123f-a755-4bf1-ad3c-ef6ae944d070,c2,c4,27,p1,?,surb={'id': '87700da3-1ffc-4e17-8c70-820155a829a2', 'route': ['p1', 'e1', 'i1', 'x1', 'p2', 'c2']}
1769490779.0714345,RECEIVED,54578113-e1de-49b7-b294-e30a0fe09e7e,047fc25a-57a6-4540-b1e6-5e96a962c7c1,c1,c4,26,p1,?,surb={'id': '978d4445-7dd3-414b-8508-69856495d760', 'route': ['p1', 'e12', 'i6', 'x8', 'p1', 'c1']}
1769490779.0741942,SENT,99e2230b-b04c-4c10-87cc-28a9987edbb1,e406d90f-8f5c-4a87-9fad-b7d32bb49c59,c4,c2,3371,?,p1,
1769490779.0743365,CREATED,71289b5d-fb45-49c4-a436-a9db99bf8795,db27e14a-9f6a-4e19-9cdf-6333c785ce71,c4,c2,27,?,?,surb={'id': 'f6a13f3b-dcca-4e60-b64d-22d2a95a2fd2', 'route': ['p2', 'e2', 'i1', 'x2', 'p1', 'c4']}
1769490779.1972327,RECEIVED,0614ad72-aa63-4daa-b6e4-c7fa492dddbf,fac1b1c5-f486-4445-8b88-f35e9932ed81,c2,c4,27,p1,?,surb={'id': '2cbfc4db-787e-40fc-b0cf-0152ef4ef924', 'route': ['p1', 'e12', 'i9', 'x5', 'p2', 'c2']}
1769490779.3400335,RECEIVED,7735c517-a0ad-45d2-a29f-c6eb79536572,cd1b91f4-edb0-49f8-b4e4-2f7053c7acd6,c1,c4,27,p1,?,surb={'id': '9580ce08-c46c-49b4-b2a4-15d9f9543978', 'route': ['p1', 'e11', 'i1', 'x1', 'p1', 'c1']}
1769490779.6579568,SENT,0667e845-8dc5-4a83-a856-566f5c019260,a3d6ecf0-1975-411a-a2cd-61319d4e707b,c4,c2,3370,?,p1,
1769490779.658134,CREATED,e4714f04-51e4-4827-bcda-74897d6b00e0,3491805f-336f-43f7-96fa-009ac9e4ce2d,c4,c2,27,?,?,surb={'id': '6e63b7e9-ce57-4062-906d-7bb7eab3e7b1', 'route': ['p2', 'e6', 'i3', 'x7', 'p1', 'c4']}
1769490779.7419388,RECEIVED,19eb8418-3b00-45d7-aded-032d56715c34,906e39ed-3b61-4758-84d4-3d059a1fdff8,c1,c4,27,p1,?,surb={'id': 'a6e41761-038d-4c2c-b27a-7ec21d1b3626', 'route': ['p1', 'e10', 'i6', 'x6', 'p1', 'c1']}
1769490779.747265,RECEIVED,74b8db4c-358e-42e8-b0eb-709080003e10,c32e12c2-8fc2-4a5c-8a0b-91f3968e97fe,c1,c4,27,p1,?,surb={'id': 'c939e499-cd03-4b1b-a620-f4e9fbfa068a', 'route': ['p1', 'e10', 'i10', 'x4', 'p1', 'c1']}
1769490779.75355,RECEIVED,8b415300-e6da-4574-872b-c35edd5c184e,fc2d665e-81d0-47bf-a647-e311aba5256f,c2,c4,27,p1,?,surb={'id': 'e23c5dc3-daa0-4cc0-a2a4-4d366bbc3d7b', 'route': ['p1', 'e5', 'i11', 'x2', 'p2', 'c2']}
1769490779.8140194,RECEIVED,b85aa5db-b636-48b8-9566-6d0e5468d789,7d95dec7-94aa-4455-b33d-48e27902eac0,c1,c4,27,p1,?,surb={'id': '1f7cfb71-72a0-43a6-bf93-88b5835c5677', 'route': ['p1', 'e3', 'i5', 'x4', 'p1', 'c1']}
