timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769476319.9857543,CREATED,7023d26e-593f-4065-b6f3-088f7b0fa30a,f174583b-effd-4552-9958-c49037288ea8,c2,c1,27,?,?,surb={'id': '7e1cd239-86e2-4435-9699-f2e1aff2be6e', 'route': ['p1', 'e10', 'i9', 'x4', 'p2', 'c2']}
1769476320.2400033,SENT,4fb60fa8-163e-4ee0-90b2-771bb78d0ce1,9fac455f-f504-44b9-963e-5ccf28654f0e,c2,c1,3380,?,p2,
1769476320.2401404,CREATED,5b279da9-7a93-4ece-9061-a53ffaa6e32f,b15a2b50-57ab-41e1-8c9d-bcc7b39cec3d,c2,c1,27,?,?,surb={'id': '142dd864-788a-4eda-8930-b85953e1f53a', 'route': ['p1', 'e5', 'i4', 'x10', 'p2', 'c2']}
1769476320.2910764,RECEIVED,8692c6d2-2c97-4ec8-89bd-c3ae19571a52,2a6e3767-998b-4078-b61e-db48e93b79f4,c4,c2,27,p2,?,surb={'id': 'e3dec46d-82dd-4432-874a-0e2f98152b81', 'route': ['p2', 'e7', 'i8', 'x9', 'p1', 'c4']}
1769476320.440159,RECEIVED,d2600278-7f00-43af-813c-dff1bea392b0,144a2fb3-6e04-4979-bcf0-06467c5e5654,c4,c2,27,p2,?,surb={'id': '0d12b31d-d437-4b5e-8251-0d49d3ada570', 'route': ['p2', 'e5', 'i8', 'x1', 'p1', 'c4']}
1769476320.4590223,RECEIVED,6afde8ca-f84a-41ee-9847-73d54bf16db6,cfa6c1da-061a-47ad-b518-520ebb1c5917,c4,c2,27,p2,?,surb={'id': 'f280b2dd-2f99-4dcc-be63-0269ebb70d36', 'route': ['p2', 'e3', 'i2', 'x10', 'p1', 'c4']}
1769476320.5447254,RECEIVED,f87b1519-0a2e-42e4-85fc-61a3b9e12f6b,c55221b2-5c9a-4241-9064-b5fc255fda11,c3,c2,26,p2,?,surb={'id': '014886fe-f45d-42b8-a27d-94f39ee2d8e1', 'route': ['p2', 'e4', 'i8', 'x6', 'p3', 'c3']}
1769476320.5533152,RECEIVED,7997a60b-eb93-4459-8206-09c075930628,f6b770cb-6445-449e-ac8a-6a565a8c7c63,c3,c2,27,p2,?,surb={'id': '8559dd65-bcc6-4999-90e8-aa912508e48e', 'route': ['p2', 'e11', 'i6', 'x10', 'p3', 'c3']}
1769476320.5650952,RECEIVED,33f548bf-83d3-4298-b4d8-d8968f8a5c30,5272d30a-a1a9-4778-98d0-024247b5e2c3,c4,c2,27,p2,?,surb={'id': 'ec673f37-c6fd-4946-8761-19b74c5b1e9d', 'route': ['p2', 'e12', 'i10', 'x8', 'p1', 'c4']}
1769476320.63188,RECEIVED,91380c18-7c03-4819-ae5d-2b234a45a076,5c973ae0-c010-470a-bdf1-7efd145f0121,c1,c2,26,p2,?,surb={'id': '9f9d97ed-8883-416a-839a-f9607cf21d9a', 'route': ['p2', 'e5', 'i3', 'x9', 'p1', 'c1']}
1769476320.9928522,RECEIVED,50171008-a5d8-42b5-b8f0-23eda007790b,7f16c20f-30aa-4de3-adaf-18698328f374,c3,c2,26,p2,?,surb={'id': '34be10c8-1b81-4e15-9de6-2917211f4d7f', 'route': ['p2', 'e10', 'i5', 'x10', 'p3', 'c3']}
1769476321.0255692,SENT,31d4179d-7b9f-4364-ad56-56f36ca39f34,42fdb97b-dd9f-454d-b9a6-1e11d1b9ea4d,c2,c1,3375,?,p2,
1769476321.025727,CREATED,2479c267-dd2b-4296-b061-655440c5db64,8148d3ea-0cae-40e3-9a3a-b994d376459c,c2,c1,27,?,?,surb={'id': '5357d82a-a7e6-4170-85a3-006bc8e91aed', 'route': ['p1', 'e4', 'i9', 'x3', 'p2', 'c2']}
1769476321.058483,RECEIVED,7d5647bd-918e-4813-afd4-40544343b768,cc568085-95d2-42b0-ad73-dd3f835cb20c,c4,c2,26,p2,?,surb={'id': 'bde50adf-df28-4ab5-8658-140e5db7a25a', 'route': ['p2', 'e12', 'i9', 'x9', 'p1', 'c4']}
1769476321.161525,SENT,fe8f1e49-87d4-4279-95c4-0341f539f0f9,f295a8a4-8855-4144-a306-75ad055fce3d,c2,c1,3396,?,p2,
1769476321.1616707,CREATED,be5b91a7-8a05-4804-8a94-7062596e39f2,30bf0497-1f69-4c26-8ce2-49d523d0b7bc,c2,c1,27,?,?,surb={'id': 'd9e2555d-1e8c-4c71-8cf6-8177d260852b', 'route': ['p1', 'e11', 'i9', 'x4', 'p2', 'c2']}
1769476321.1842132,RECEIVED,1f6f5bfa-9680-4fda-ab27-9651ab29ee34,88914d22-a5a1-4686-9933-a482e95d4ede,c4,c2,27,p2,?,surb={'id': '1ed777e5-fd0c-48ee-a889-6aa4ab0cfbff', 'route': ['p2', 'e2', 'i8', 'x9', 'p1', 'c4']}
1769476321.2056015,RECEIVED,5a437e7c-8689-437d-a659-83385df6104f,aabac14d-b97f-4184-80ef-76664aa8b11c,c1,c2,27,p2,?,surb={'id': '5b10d4f9-e7d9-45a8-9677-8c09670bdba7', 'route': ['p2', 'e7', 'i12', 'x8', 'p1', 'c1']}
1769476321.3412013,RECEIVED,ae7e920b-7e1e-4092-9716-78508f646123,489fde7c-1483-4ff3-9228-d3ec59e84596,c4,c2,27,p2,?,surb={'id': 'e9b1a607-0c08-450c-b9c6-e99e4fe729d8', 'route': ['p2', 'e6', 'i8', 'x5', 'p1', 'c4']}
1769476321.4575634,RECEIVED,83b68b6c-279a-4543-a5e2-6f477f584b19,c6bd0b60-1b5d-4585-8690-b93fe5461c5f,c4,c2,26,p2,?,surb={'id': 'e7c8b070-fc53-4c1a-9a9c-e1208b8248e8', 'route': ['p2', 'e3', 'i12', 'x9', 'p1', 'c4']}
1769476321.4583266,SENT,9e53c1db-f1ac-4b84-a544-e77fed8b15a4,a2cb7c3a-effc-44d4-a705-bab49cb0b66e,c2,c1,3372,?,p2,
1769476321.4584002,CREATED,e2bd6e89-d8a2-4682-b8ae-6990eff042cc,9b1cd96e-f695-4ac6-85e3-e79ad3815645,c2,c1,27,?,?,surb={'id': '737c1af9-ca2f-4414-ad24-50138fbe18a2', 'route': ['p1', 'e3', 'i7', 'x12', 'p2', 'c2']}
1769476321.6509936,RECEIVED,58cd3456-42d9-4c07-8fbe-704b5ced1d30,9f0ebdfa-94d7-40d5-a714-26518a5a444a,c1,c2,26,p2,?,surb={'id': '5a1fd95e-29c9-4ba9-ae68-96a621425afb', 'route': ['p2', 'e1', 'i9', 'x2', 'p1', 'c1']}
1769476321.6724992,RECEIVED,6d0b712c-59b9-4354-b96a-25b1d24e9e95,d8348851-a80e-40ff-b209-99eafb11be06,c4,c2,27,p2,?,surb={'id': '39f5fed9-8e16-45a5-b87a-64fe3fdda4bc', 'route': ['p2', 'e5', 'i1', 'x5', 'p1', 'c4']}
1769476321.880019,RECEIVED,2069d31e-7e60-47fa-9c1a-b7fdef723556,bc9ac553-b804-413b-aa7e-310ffd74b924,c3,c2,26,p2,?,surb={'id': '5d96c086-70cc-465d-8dea-562e89b6121f', 'route': ['p2', 'e5', 'i6', 'x1', 'p3', 'c3']}
1769476321.9303055,SENT,03ae87f0-77ad-4bf2-8511-e2f2ef7ba3a1,b883241f-5a87-4962-ab0e-d8e2f5846989,c2,c1,3378,?,p2,
1769476321.9303644,CREATED,fe65f298-b206-4ced-aeb6-6c53b95eb68c,7a4e9e7e-7735-4a77-9c10-8468f26adfe1,c2,c1,27,?,?,surb={'id': '4d7b5ea2-da30-4039-be95-bb6c1b7fab2b', 'route': ['p1', 'e9', 'i8', 'x1', 'p2', 'c2']}
1769476321.9847393,RECEIVED,eb7fb9d6-8bfa-4c4b-9cfb-d5efa2a2d738,b4666987-b1e7-449b-9545-f9ce9431d150,c1,c2,27,p2,?,surb={'id': '7b87c318-aa0c-4a13-8b8c-3ee3724df881', 'route': ['p2', 'e9', 'i8', 'x6', 'p1', 'c1']}
1769476322.0023136,RECEIVED,e484cf2b-cea0-4b02-9ae9-4c9ac9b43bbb,7be63e77-5dc5-4589-8da8-9dc449dc114d,c3,c2,26,p2,?,surb={'id': '4ba589cb-e90d-488c-b728-316d13325497', 'route': ['p2', 'e12', 'i10', 'x5', 'p3', 'c3']}
1769476322.0162735,RECEIVED,bc420116-0525-4bb0-916e-cc556d538746,442c2314-7ff7-4b85-b971-68d2a93cc543,c3,c2,27,p2,?,surb={'id': 'b6c5d7cf-26f5-4536-8a5e-b004889237ef', 'route': ['p2', 'e3', 'i5', 'x10', 'p3', 'c3']}
1769476322.021159,RECEIVED,876dfccb-7bde-4762-9263-7cd1759746f9,bf113100-3979-4f42-9c53-961f98c38571,c4,c2,27,p2,?,surb={'id': '6ebad2c5-bc1a-48b5-9e87-5746403a6618', 'route': ['p2', 'e9', 'i8', 'x3', 'p1', 'c4']}
1769476322.0239363,RECEIVED,7ec9aa1c-1cd2-45f1-aae6-7f4db62a21eb,11862fb2-33c0-4fec-bdd0-0ac2c7fe47fa,c1,c2,27,p2,?,surb={'id': '6fb5bf8b-d0ef-4e61-a0f8-3c4e67ffafdb', 'route': ['p2', 'e6', 'i8', 'x10', 'p1', 'c1']}
1769476322.1327682,RECEIVED,ad787e31-ce30-4640-a7b6-4ed284efb4ca,274f9299-fe0f-4bf0-8da5-81cdd92dd015,c1,c2,26,p2,?,surb={'id': '02574b20-8c55-4c59-9661-f9bd9efcddb2', 'route': ['p2', 'e7', 'i12', 'x4', 'p1', 'c1']}
1769476322.1748075,RECEIVED,b11ab022-3ede-4080-a084-ed59c3abc611,ab7e0955-fe4d-4df1-a5eb-da99ee4d5b60,c1,c2,27,p2,?,surb={'id': 'adc118d2-2a00-4c5a-949e-f4feca0ce314', 'route': ['p2', 'e6', 'i1', 'x1', 'p1', 'c1']}
1769476322.1794147,RECEIVED,cefa3077-d5a0-453e-9cdd-768fd974a74e,227a100a-0c9a-40a3-84de-e493a12312b4,c4,c2,27,p2,?,surb={'id': '0d7a8ae2-10ab-4fa9-8f18-82226e34a381', 'route': ['p2', 'e6', 'i8', 'x6', 'p1', 'c4']}
1769476322.2840235,RECEIVED,4b31adae-520d-4b37-bf0c-c6910703534d,44367678-ef35-4559-a751-c508dc1fc391,c3,c2,26,p2,?,surb={'id': '323c51ef-e8e7-42cc-a1fe-13ab9be8c6fc', 'route': ['p2', 'e11', 'i2', 'x1', 'p3', 'c3']}
1769476322.4535677,SENT,3159aaf6-b254-4f74-97e5-a9d80075de6b,64b8fe53-55d6-4c69-bf3f-07cda91cd142,c2,c1,3383,?,p2,
1769476322.453685,CREATED,a7501054-cc55-494c-af21-11058dd6040b,bd70b6d6-3b97-4925-a1bd-e9e8e4ff1ee0,c2,c1,27,?,?,surb={'id': '41bde73d-78e6-491f-9d69-b864b9f6226e', 'route': ['p1', 'e2', 'i3', 'x11', 'p2', 'c2']}
1769476322.4862747,SENT,c1672512-ac45-49ae-97a3-c5d960674e61,e8bb543c-b4ed-4d85-ae37-1d698278f7ca,c2,c1,3364,?,p2,
1769476322.4863732,CREATED,f02cbae3-fd7c-4a5a-b3a9-4376fe608b4b,9a1eaed8-c719-4e69-bb46-8d3843a83a65,c2,c1,27,?,?,surb={'id': 'b1236fb6-9346-460b-8cb8-f8f7de367d23', 'route': ['p1', 'e3', 'i4', 'x12', 'p2', 'c2']}
1769476322.5885358,RECEIVED,43f28509-e133-445d-82fc-12305f7fec42,926abab9-6c01-4e69-a838-d2689006e0ea,c1,c2,27,p2,?,surb={'id': 'ae522cac-bcfa-4eaf-aa81-dccb3431678b', 'route': ['p2', 'e11', 'i3', 'x10', 'p1', 'c1']}
1769476322.6367202,RECEIVED,9b8193e8-8de5-432b-88b1-b99f6545af45,fb291a6c-4217-494f-9657-732829901495,c4,c2,27,p2,?,surb={'id': '4f5a7c7a-a132-4258-ae31-6748a9a42d29', 'route': ['p2', 'e6', 'i11', 'x5', 'p1', 'c4']}
1769476322.746906,RECEIVED,bb50f993-dd8e-44ae-acea-2792cf1a9010,4dffd0e2-c357-4c57-819e-ebf433f177ed,c3,c2,27,p2,?,surb={'id': 'bb5564d1-8bff-4ee9-a1ab-089e4c2e1385', 'route': ['p2', 'e12', 'i4', 'x9', 'p3', 'c3']}
1769476322.8523898,RECEIVED,3bcf067e-f9d4-4e07-bd66-66e51f8dc4eb,81555a14-6a36-464c-9eb4-1e4faba952d0,c4,c2,27,p2,?,surb={'id': 'edd0f429-a3b2-4e84-a733-e9f5ea18f5b9', 'route': ['p2', 'e5', 'i11', 'x11', 'p1', 'c4']}
1769476322.8601198,SENT,61b7e61a-cad0-4580-a820-31f7b37cc624,10472a8a-df52-405a-9874-470eaa0edbb5,c2,c1,3375,?,p2,
1769476322.860272,CREATED,c3f02618-f3c4-403b-be97-6678a2ae810b,9b4e7013-04d8-41cb-8463-6bcd59592de5,c2,c1,27,?,?,surb={'id': '81a87e0d-e684-4b80-8303-2458e2ba3436', 'route': ['p1', 'e3', 'i12', 'x5', 'p2', 'c2']}
1769476322.89678,RECEIVED,48d8cc1f-08e3-496b-9d29-4744de360328,11a314de-488c-46e6-9734-fcc562371a39,c1,c2,27,p2,?,surb={'id': '4de6e5d6-81f8-426f-be68-1fde7bea3d66', 'route': ['p2', 'e7', 'i9', 'x4', 'p1', 'c1']}
1769476323.0038426,SENT,bd2cf6ca-484a-4103-9a6e-f7a08ee9853b,1cfeb8fb-8903-42ef-82bd-2eef8f660152,c2,c1,3379,?,p2,
1769476323.0039887,CREATED,b9eb9d9f-06f0-469e-9fdb-c37cf2451ecd,dd9131fe-c91b-4076-8dc1-4a4a9beddbcf,c2,c1,27,?,?,surb={'id': '92673cee-db76-4b97-9043-5990d2851d0b', 'route': ['p1', 'e12', 'i2', 'x5', 'p2', 'c2']}
1769476323.0913758,RECEIVED,534f1e15-d533-408c-acdc-a27cd917564b,1991e85c-a6a7-48f9-9c23-4843bd8c2d16,c1,c2,27,p2,?,surb={'id': '60b3bbd0-119d-4a23-8b7c-b5702a7c70b0', 'route': ['p2', 'e12', 'i12', 'x11', 'p1', 'c1']}
1769476323.1632822,RECEIVED,894093d8-fee2-4b36-ab9c-4a7aacf32d33,a7db4a9d-c985-4bff-bc38-4b534d219589,c4,c2,27,p2,?,surb={'id': '7fae764f-18e0-4ed9-aa96-00d9a6e940ba', 'route': ['p2', 'e4', 'i7', 'x7', 'p1', 'c4']}
1769476323.187219,RECEIVED,2bd17c47-4974-41ad-9796-301b41483bf4,4662c456-c0ab-4552-bdb2-1e49105ffc29,c3,c2,27,p2,?,surb={'id': '8e61684d-9763-4b67-910d-46b8998cde6b', 'route': ['p2', 'e3', 'i10', 'x1', 'p3', 'c3']}
1769476323.2256362,RECEIVED,afa779f7-84a2-463f-b9ca-b3cb243ed8e8,468873ce-958a-4704-8f2c-4d7b3f1d882f,c1,c2,26,p2,?,surb={'id': 'eaa54d6f-bae3-4a7b-9088-e50622fcf8b5', 'route': ['p2', 'e10', 'i11', 'x12', 'p1', 'c1']}
1769476323.245169,RECEIVED,82466d9f-5923-4c40-a441-9792f4071403,c4ee9fe0-fcf6-4a0c-84df-c69755b41c0c,c4,c2,27,p2,?,surb={'id': '99e82a42-a230-4e4a-8062-e3efe74d420a', 'route': ['p2', 'e7', 'i9', 'x4', 'p1', 'c4']}
1769476323.4272597,RECEIVED,a60106af-5a94-4cf9-8ca7-350558dd89b1,93c5c3a2-a36d-46b5-8dd1-3f641c0186bd,c3,c2,27,p2,?,surb={'id': '7ef6df11-4c52-4071-a59f-f76809b011e4', 'route': ['p2', 'e1', 'i6', 'x9', 'p3', 'c3']}
1769476323.4394066,SENT,989baa7b-f159-4510-8350-89b76617fb2b,aa7a4cd3-c1d5-4a58-8007-2b0a950a8c49,c2,c1,3376,?,p2,
1769476323.4395392,CREATED,d747ae70-b5b6-48e5-86b1-6503c53f40a1,f21eab33-e113-419c-a201-7fed76820269,c2,c1,27,?,?,surb={'id': '46b0392e-f19e-496f-a70e-af711e1e0923', 'route': ['p1', 'e11', 'i10', 'x8', 'p2', 'c2']}
1769476323.6089158,RECEIVED,01f3ab7a-92d3-4145-a82f-c91598647fe2,9e353e60-5efc-4c6b-beb3-e0b9171eab2e,c4,c2,27,p2,?,surb={'id': 'e367b0b4-a701-4742-9134-01c0f20ee22c', 'route': ['p2', 'e3', 'i11', 'x6', 'p1', 'c4']}
1769476323.633766,RECEIVED,c1aaf898-c79c-4f19-bfce-a4955226f483,c69bfcf3-d307-4b2c-a981-2a48131a7d2a,c1,c2,27,p2,?,surb={'id': 'a41edf1a-9ff3-4cb3-9444-3d22b7f7e48f', 'route': ['p2', 'e9', 'i2', 'x9', 'p1', 'c1']}
1769476323.6459131,RECEIVED,4f742e91-d8b5-4ac9-b530-ece9ab49d4b6,0b2af6dc-7e58-4602-9d43-0b39eff773fa,c3,c2,27,p2,?,surb={'id': 'e8e171d2-1cef-4895-af7a-4d4f4b59886c', 'route': ['p2', 'e5', 'i12', 'x11', 'p3', 'c3']}
1769476323.6980748,SENT,31612f81-a6a9-4cd0-a9c9-a017922cb4ec,e1ad7a16-08d7-4b48-9d6a-088e2bc1fae4,c2,c1,3381,?,p2,
1769476323.698208,CREATED,dbf1c986-816c-4efc-8f8d-9e1990b11bda,512524bc-adf9-45fe-92c3-177803132d75,c2,c1,27,?,?,surb={'id': '6456a5a2-b4fc-4982-85d4-24d760d98cfc', 'route': ['p1', 'e11', 'i11', 'x8', 'p2', 'c2']}
1769476324.0242481,SENT,1a96da54-bc47-4c8e-8eb9-27bb90ae5728,da1800ad-5a16-4166-8db3-98617355fb16,c2,c1,3380,?,p2,
1769476324.024358,CREATED,13b764d2-b379-48c9-8e2a-efc494f83890,db182a04-1b5d-4191-a238-059d9126d0fd,c2,c1,27,?,?,surb={'id': 'be4bf3e2-658f-4023-88e1-3ed59ce9abe6', 'route': ['p1', 'e1', 'i11', 'x6', 'p2', 'c2']}
1769476324.0436404,RECEIVED,10819890-9c2f-4df5-9014-b995d60c423c,8b51b401-3613-4a50-a9ae-34b43e6a474c,c1,c2,26,p2,?,surb={'id': '2bab5c9a-04b7-4657-a28b-9381580b9490', 'route': ['p2', 'e8', 'i11', 'x1', 'p1', 'c1']}
1769476324.0953825,SENT,36d8d778-4aba-43eb-9e78-414f35f8a5bc,ac0bb0ce-c26d-4c53-a2d5-c0dcc11daa7b,c2,c1,3380,?,p2,
1769476324.0954533,CREATED,82bb1e64-9ef5-4b97-b393-3dfa23455d3a,26d85b33-9cff-4f90-9636-93cbf2457748,c2,c1,25,?,?,surb={'id': 'da82fac5-8760-458a-9871-9cb210b037b9', 'route': ['p1', 'e1', 'i8', 'x4', 'p2', 'c2']}
1769476324.1062164,SENT,76051ab2-4170-42a2-a41a-975c7167fc8b,39e1fd66-adb3-4dd6-82b9-3701ede3793f,c2,c1,3399,?,p2,
1769476324.1062868,CREATED,9035983d-b5e2-4289-a025-c64a34c16719,72bcab76-b010-4789-9a6f-d8a69d923292,c2,c1,27,?,?,surb={'id': 'b6f24447-55da-4f8e-bff2-be519bc8aed1', 'route': ['p1', 'e10', 'i8', 'x6', 'p2', 'c2']}
1769476324.113127,RECEIVED,00eaf8f4-a035-45ba-83b4-da26a2e58033,2d9abea3-16d8-495b-b14c-ed52595895d2,c3,c2,27,p2,?,surb={'id': 'e6fae032-5b03-4563-ac87-a1f448d516a5', 'route': ['p2', 'e7', 'i2', 'x6', 'p3', 'c3']}
1769476324.2703218,RECEIVED,d0ee9848-e3bb-48ff-99f7-e55a2e47e834,44f4f0fd-46c4-414a-9b3a-b113846e7e9f,c4,c2,26,p2,?,surb={'id': 'bb12d164-c194-4518-8a1d-6e53163b26b5', 'route': ['p2', 'e6', 'i8', 'x1', 'p1', 'c4']}
1769476324.3018825,RECEIVED,977327cc-5e5f-4e15-96a0-2ab2db74fd15,e7ef8b68-6063-41cc-b4d0-005efe4d8a07,c3,c2,27,p2,?,surb={'id': '34f2e9e7-014f-4a15-b7c2-b9abbc17c394', 'route': ['p2', 'e11', 'i4', 'x7', 'p3', 'c3']}
1769476324.3485665,SENT,43100113-72a6-4ed4-91e8-7b8e6f0bdfc2,8ceff039-ea53-49c0-b5a8-b3ec4e725c30,c2,c1,3378,?,p2,
1769476324.3486433,CREATED,c8c2b594-6fa8-4e94-a8a3-cc2fdd36f6b3,556e7e47-95b9-4797-9ff0-baf51187297b,c2,c1,26,?,?,surb={'id': '019699f2-70f7-4314-95b3-3f2f6e2bae79', 'route': ['p1', 'e12', 'i8', 'x8', 'p2', 'c2']}
1769476324.367296,SENT,6f71b81d-fb75-4b58-b7ca-9be9d6f74611,d87df603-290b-4191-af6c-5bb1909baeba,c2,c1,3375,?,p2,
1769476324.3673675,CREATED,964e4ca5-5c19-4cb3-a1de-59e40c18d4d1,06cf23c5-74a9-482f-89f1-05065885c0cc,c2,c1,26,?,?,surb={'id': '6fa243a6-79a0-40f4-8b72-e29bb642a2ea', 'route': ['p1', 'e2', 'i1', 'x2', 'p2', 'c2']}
1769476324.3895879,SENT,82b508bc-8f50-4dc1-969a-f67ee5fe8ed3,26030082-6589-4e74-a735-96aaf53e922b,c2,c1,3391,?,p2,
1769476324.3896558,CREATED,fe6ac17f-dc9b-451d-a57a-8381807b010a,c8053242-8b9e-43b3-b5f7-5654ba8a2824,c2,c1,27,?,?,surb={'id': 'aff6db04-e589-451b-be21-c3b07eb7716e', 'route': ['p1', 'e3', 'i11', 'x12', 'p2', 'c2']}
1769476324.453119,RECEIVED,851944b5-8913-454f-8834-5c6f8762bcf7,2512bc70-f768-4889-a9c5-e3bc0c8154d9,c1,c2,27,p2,?,surb={'id': '9e035f14-93d5-422f-b33f-c35e202e9365', 'route': ['p2', 'e7', 'i11', 'x3', 'p1', 'c1']}
1769476324.4778197,RECEIVED,6b2f26f5-848b-4c85-8fb3-6d58f60aef02,44c21904-def0-41a4-a3ec-0d5c7a53a91f,c3,c2,27,p2,?,surb={'id': '94570917-f7ac-46e7-9645-1e76eb78343f', 'route': ['p2', 'e9', 'i3', 'x4', 'p3', 'c3']}
1769476324.4796064,RECEIVED,7375bf8f-433d-48d9-8bda-475d697dbdb9,f92b670c-7d0f-47c7-a297-c49096e738ff,c3,c2,27,p2,?,surb={'id': '7af0279c-e6a2-49f8-a185-fd85f70bb4e6', 'route': ['p2', 'e3', 'i1', 'x6', 'p3', 'c3']}
1769476324.646857,RECEIVED,b1df88b6-8a3f-453e-871f-4eb0f1d2754a,02337d59-f1b2-4117-a772-b815e0731080,c3,c2,27,p2,?,surb={'id': '202c80a1-2e55-4aed-a247-a38a837e3932', 'route': ['p2', 'e1', 'i10', 'x3', 'p3', 'c3']}
1769476324.7604144,SENT,26f20fb4-f31f-4bd2-9b17-3bdfd5f64b98,6de84671-b698-4be6-ad6a-de11897b24e3,c2,c1,3379,?,p2,
1769476324.7605567,CREATED,9ec69e3c-188f-4670-ab16-32e5a4728995,0c1e943c-53dd-49f4-bd64-15af8735af93,c2,c1,26,?,?,surb={'id': '96fc9b1f-68bb-4ef1-bda1-3b3f986d1673', 'route': ['p1', 'e3', 'i3', 'x2', 'p2', 'c2']}
1769476324.7761035,RECEIVED,5e322759-2704-47ec-8cc2-21ad097b87bb,91aed4d3-5952-4c59-818d-447db67f82dc,c3,c2,27,p2,?,surb={'id': 'cbb1c8fb-ef15-4942-94f0-5b3bb7e0a552', 'route': ['p2', 'e5', 'i10', 'x11', 'p3', 'c3']}
1769476324.8567827,RECEIVED,def92bf9-5c7f-4209-b163-d5e5f7ba32a6,cf452dc6-d9b4-46d3-9311-291f39361a80,c1,c2,26,p2,?,surb={'id': '6e2b9512-a70f-48c8-af92-75375b8c6b6a', 'route': ['p2', 'e11', 'i5', 'x6', 'p1', 'c1']}
1769476324.896352,RECEIVED,0cce97a2-347f-4a94-b2cb-6d75b545ed13,7ffefc43-670e-4646-acb1-e2d81afa2ff6,c3,c2,27,p2,?,surb={'id': '5815da3f-74f1-4de1-996a-b01b91f76673', 'route': ['p2', 'e7', 'i9', 'x4', 'p3', 'c3']}
1769476324.9057264,SENT,82c913db-1acb-4823-becf-966e719a3dab,baf88aa7-c1e7-4263-8ff3-15568b20f140,c2,c1,3388,?,p2,
1769476324.905871,CREATED,6dd9dfa2-5d02-48f1-ab10-e72891c6cae9,f52d91b3-1a97-4305-a8dd-b3fb9486fa57,c2,c1,27,?,?,surb={'id': 'f66375f8-afe5-4db1-a84a-89e42060f49f', 'route': ['p1', 'e6', 'i12', 'x9', 'p2', 'c2']}
1769476325.003371,RECEIVED,f24c2b1c-5876-4959-815b-19d709c324e2,e1dc0ff5-c5aa-4418-a049-fe3260147533,c4,c2,27,p2,?,surb={'id': '7d9e2e06-6fea-4313-9989-cdfbd37ad718', 'route': ['p2', 'e7', 'i12', 'x5', 'p1', 'c4']}
1769476325.0605335,SENT,dc212915-42a6-46fc-bb7f-0344feda4cce,58894924-3e03-41e5-929f-9a453aa27fd0,c2,c1,3388,?,p2,
1769476325.060604,CREATED,f5792d1e-0a50-4567-8c3c-0cc595a42f3c,918ef40c-a136-4a93-b429-7deba945a7d2,c2,c1,27,?,?,surb={'id': '8f88b830-126c-42f5-a3f1-f66cbf97999e', 'route': ['p1', 'e11', 'i11', 'x12', 'p2', 'c2']}
1769476325.2846508,SENT,12298624-008d-4b06-bafc-844475a4437e,e9972161-0242-4626-888c-eb8749de4da4,c2,c1,3391,?,p2,
1769476325.2848017,CREATED,2c144922-ff99-4589-b5a7-dae4c619966f,5628a65c-5326-42cd-99f2-a7acd23948d3,c2,c1,27,?,?,surb={'id': 'aa8a8f49-d41d-42fb-a254-73b8c24c06c4', 'route': ['p1', 'e5', 'i3', 'x7', 'p2', 'c2']}
1769476325.2875855,RECEIVED,73079ba5-cfb8-4e08-ae05-65813ca572d6,e3faedc6-d6ff-49a6-8847-f9befd3b0661,c1,c2,26,p2,?,surb={'id': 'a676cde0-05e8-4e81-86b4-ecfbe9a2d1fe', 'route': ['p2', 'e6', 'i5', 'x3', 'p1', 'c1']}
1769476325.329435,RECEIVED,07e5e5e3-285b-4055-a2aa-414ebd10440b,3af2b776-eb58-4d0d-bcfb-593e3063a8ee,c4,c2,27,p2,?,surb={'id': '4ca73806-62a6-4e0f-8496-8dbd653072cd', 'route': ['p2', 'e10', 'i11', 'x8', 'p1', 'c4']}
1769476325.3773718,RECEIVED,4dc15a41-c341-41f0-bca4-ae986548cdcc,17f92c5a-39fe-450a-a306-46c74ae445d6,c4,c2,27,p2,?,surb={'id': '223efb0e-768c-4354-921b-8d079672352e', 'route': ['p2', 'e9', 'i8', 'x11', 'p1', 'c4']}
1769476325.4195025,SENT,31e4b8e3-6592-48f8-ae75-ab392d4b1c3d,74df1229-65cb-40b6-9df9-c55ff3bf7e23,c2,c1,3380,?,p2,
1769476325.419631,CREATED,185b49a0-2b6f-4367-925b-32e7c56cfd22,a4ceff94-1fa3-43bc-bf22-cd1953bfb0b4,c2,c1,27,?,?,surb={'id': '58225c34-5a34-4d6b-8a16-9da67ffa7457', 'route': ['p1', 'e10', 'i3', 'x2', 'p2', 'c2']}
1769476325.627727,SENT,2fca6925-b4b7-4572-b1bc-9070c1449bfb,f77b1f65-298d-46e1-870b-043f7662bf42,c2,c1,3383,?,p2,
1769476325.6278262,CREATED,97c54a58-3c51-4d0b-ad7c-c9c43666025d,f7c05455-aaff-497e-89cd-2d2fba53079b,c2,c1,27,?,?,surb={'id': '52914991-27f6-4824-891e-a0535ee77947', 'route': ['p1', 'e8', 'i9', 'x12', 'p2', 'c2']}
1769476325.818079,RECEIVED,c59f3025-cf6c-4731-8ed8-e71d66f5acd3,524e1c4e-1f1b-4cbc-840a-c2a786766d9b,c4,c2,26,p2,?,surb={'id': '2d8624df-4738-4e80-8c1c-bb7a86b74899', 'route': ['p2', 'e11', 'i4', 'x7', 'p1', 'c4']}
