timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769454190.8125358,RECEIVED,ef4a0551-85f0-4fad-842f-661fc86bdb7a,0cd3a6da-efae-451b-a686-fc5619ba733a,c2,c4,26,p1,?,surb={'id': '8335f5c7-92c8-4bad-ae90-1567e7d17f27', 'route': ['p1', 'e12', 'i12', 'x12', 'p2', 'c2']}
1769454191.0509198,SENT,cbb5ed35-072f-46a5-b2e0-b3103f539417,a15805f5-da1a-4f67-a975-9faaa644561d,c4,c1,3401,?,p1,
1769454191.0510068,CREATED,1f6388da-a99e-46db-9bd4-bd68798f98fd,5c485a59-9bea-4814-9b4a-f17f4e1d338e,c4,c1,27,?,?,surb={'id': '1fc4de07-8598-4ca0-a6d3-9ef93c9403e1', 'route': ['p1', 'e10', 'i3', 'x2', 'p1', 'c4']}
1769454191.1839519,SENT,0ab89913-691d-4b67-8496-0865b9f9629b,1086ea0f-893b-4442-b782-93de72cb21bb,c4,c1,3406,?,p1,
1769454191.1840234,CREATED,69d19b57-c250-4671-8b42-629520db5950,a7049550-e787-45d7-918d-d0b6d42ecacd,c4,c1,27,?,?,surb={'id': '13bde14d-70e0-427d-810c-14388840400a', 'route': ['p1', 'e8', 'i12', 'x7', 'p1', 'c4']}
1769454191.2414174,SENT,72bc8823-249c-4e34-a3f5-171e64372af5,cb572e64-9926-4e9a-bb16-71f95dd159d2,c4,c1,3396,?,p1,
1769454191.2414856,CREATED,39a5b16e-3342-4fa6-8ac9-282e30c0f979,21be25e5-be93-4c02-865e-e6ec77b2a852,c4,c1,27,?,?,surb={'id': 'a9d47bee-07cc-453c-bafe-25709f1d8cba', 'route': ['p1', 'e10', 'i4', 'x12', 'p1', 'c4']}
1769454191.2822032,RECEIVED,204ddc7f-2bbe-48b2-9c67-1e1d92fb0581,528ba7fc-7339-4b0c-a2da-5e4c6d061569,c2,c4,26,p1,?,surb={'id': '082bf379-333b-4928-8035-2124177a67c5', 'route': ['p1', 'e8', 'i10', 'x11', 'p2', 'c2']}
1769454191.5135043,SENT,b35d65aa-3b96-4901-af6c-52388f107b96,81846a66-3322-49f9-913d-378cbee05973,c4,c1,3363,?,p1,
1769454191.5136685,CREATED,f153a840-a4d2-49f0-bf3a-84f0980b8f49,e2b37d98-0fd7-433a-9fe5-19dc8e6da20b,c4,c1,27,?,?,surb={'id': 'f9157767-dbcf-4ff1-9971-a2772cfb5215', 'route': ['p1', 'e4', 'i9', 'x12', 'p1', 'c4']}
1769454191.6743293,RECEIVED,62082b88-0c85-4200-98a2-d8353430344d,78f604b5-ca8c-4b26-82a0-671e52def371,c2,c4,27,p1,?,surb={'id': '61da1d97-c0d0-4050-8974-f1b2a60d13ae', 'route': ['p1', 'e9', 'i12', 'x12', 'p2', 'c2']}
1769454191.9395494,RECEIVED,207d1a0c-6bb1-4e4f-89f8-28cdb0c37e60,e7dd3ee0-6725-4260-8982-1216bae7a853,c2,c4,27,p1,?,surb={'id': '3422539b-317c-421c-9026-57950de114f6', 'route': ['p1', 'e1', 'i6', 'x6', 'p2', 'c2']}
1769454192.0788627,RECEIVED,da2df633-6051-4714-9a40-6edc05a24d16,4b0b9ad7-19cb-42ac-997a-3eb7dca6e417,c2,c4,27,p1,?,surb={'id': 'e6e76056-b45c-4a3d-b7ce-519ba1bd2dd7', 'route': ['p1', 'e10', 'i5', 'x1', 'p2', 'c2']}
1769454192.3008368,RECEIVED,4b05791b-3095-4346-8e88-dcc7ba3e7729,c080117f-aae6-4bfa-95db-3bc72f92944a,c2,c4,27,p1,?,surb={'id': '6c7404d7-bc50-4ac3-b3db-0df330e97bea', 'route': ['p1', 'e6', 'i5', 'x10', 'p2', 'c2']}
1769454192.321637,SENT,51d7cf06-101f-43c6-bff7-8fcff5d0e25c,9cf62312-6c1d-4660-89ee-69458a2ae166,c4,c1,3371,?,p1,
1769454192.3217664,CREATED,630e0c26-9ff9-47e7-bc61-0f30fb56a487,748c7e9e-9b3f-48f3-8f32-5ab8ec554b26,c4,c1,27,?,?,surb={'id': '8d8d5e7b-4837-4c8b-942e-69b92f6504b2', 'route': ['p1', 'e12', 'i2', 'x6', 'p1', 'c4']}
1769454192.5148082,SENT,81041823-ef7a-4e71-bed3-0c981fa3ef98,dc124d47-6a2e-47e6-850c-c98488464f0e,c4,c1,3392,?,p1,
1769454192.5149007,CREATED,4c2be3ec-9a5f-4250-b312-41c1ecadb21a,7f0187a1-7972-43b9-9ee9-c35159986a98,c4,c1,27,?,?,surb={'id': 'cd72d16c-91fa-415a-93a5-a2c56a59ec7b', 'route': ['p1', 'e6', 'i8', 'x9', 'p1', 'c4']}
1769454192.5648904,SENT,5d64cb10-269b-4c10-ac70-efa146428dd2,fd41bb0f-662f-47f7-99e6-59e8869082bb,c4,c1,3385,?,p1,
1769454192.5650394,CREATED,1f377e4c-e689-4a15-93f1-c5375cd76b20,88562951-206f-4379-b1e4-1725e3a0f822,c4,c1,27,?,?,surb={'id': '7124561d-297d-4b19-8c95-49373931e29d', 'route': ['p1', 'e6', 'i9', 'x5', 'p1', 'c4']}
1769454192.6827073,RECEIVED,6715a332-a70b-486b-8f76-3e907433eb7a,7499dba6-cce4-45f4-a4b8-7b3498237abe,c2,c4,27,p1,?,surb={'id': 'ce3879b3-0596-44a0-a3c9-b852364a319c', 'route': ['p1', 'e6', 'i2', 'x1', 'p2', 'c2']}
1769454192.755381,RECEIVED,c3f006f5-1673-4af8-bbb8-28475d6761c1,90d2c10f-646f-43c5-aba1-2fa4221bae3d,c2,c4,24,p1,?,surb={'id': '594ffcbb-5460-486a-8aba-a9a2108cc1a0', 'route': ['p1', 'e5', 'i6', 'x1', 'p2', 'c2']}
1769454192.787713,SENT,f3fd6fa0-9e8a-4dec-8a50-c1897da68a2b,0efe1170-3cb8-4b44-aa8d-398f56fe7883,c4,c1,3373,?,p1,
1769454192.7878141,CREATED,a36a6299-a397-40c6-9e10-880069eecd37,e02f77a6-7cb9-47eb-9de2-24fdb53387fd,c4,c1,24,?,?,surb={'id': 'be01d17c-eee5-4a3e-8de9-85dd56aab03a', 'route': ['p1', 'e11', 'i9', 'x6', 'p1', 'c4']}
1769454192.841732,RECEIVED,fd89d5d8-7840-424e-a498-304ff70c1de7,78c30165-9266-4231-9c52-8f71508ff726,c2,c4,27,p1,?,surb={'id': '5c42c60e-990c-4ae7-8647-3c8c051bf23f', 'route': ['p1', 'e5', 'i3', 'x12', 'p2', 'c2']}
1769454192.8762035,RECEIVED,2d425a36-ee6a-4b1d-b6ef-363598f95897,f676ad4f-3357-4631-99cd-ee444e98cf63,c2,c4,26,p1,?,surb={'id': '71fbcd5e-8d12-4566-9bbf-61494111bf6a', 'route': ['p1', 'e12', 'i12', 'x7', 'p2', 'c2']}
1769454192.8919342,RECEIVED,a34ffca6-175b-4c0e-87d6-e893018ae430,434b1d20-8c98-4b88-9525-b8658a5afd75,c2,c4,27,p1,?,surb={'id': 'fc2c4ff2-a773-4cec-8235-e298b08f2b4c', 'route': ['p1', 'e10', 'i5', 'x11', 'p2', 'c2']}
1769454192.9197197,RECEIVED,0fa0062c-a0d4-47ed-a8c3-8efe22dbe995,61029a73-01bd-4b3e-b5e3-23b560b24752,c2,c4,27,p1,?,surb={'id': 'bda3e75a-d55b-406f-82b6-632a308f61ba', 'route': ['p1', 'e12', 'i4', 'x9', 'p2', 'c2']}
1769454193.2605612,SENT,fc9b1a58-25f9-4add-83e4-214cace53449,bcf0afa2-e52a-406a-b1f4-3c42a4dbf084,c4,c1,3383,?,p1,
1769454193.26071,CREATED,e98441c4-09ea-4b32-92f7-a6a54aafd766,cfae7f6e-7688-4455-9b36-8feaa0c9f1d0,c4,c1,26,?,?,surb={'id': 'af72fde4-3631-421e-aea0-743f4f7684c6', 'route': ['p1', 'e11', 'i7', 'x9', 'p1', 'c4']}
1769454193.2856696,SENT,beab2b3d-3224-4888-ad34-cbefef06781f,36bd14fd-333e-4406-a7ad-64e9c161309e,c4,c1,3376,?,p1,
1769454193.2858212,CREATED,3677cd28-ed86-42c6-b5dc-380e85d6b50f,78d64614-3b69-4834-9535-c53810b25bfd,c4,c1,27,?,?,surb={'id': '934c45a3-8187-43e3-bd9d-620a905824c6', 'route': ['p1', 'e8', 'i1', 'x2', 'p1', 'c4']}
1769454193.3806098,SENT,7f8ecc40-e885-406e-8aec-068d6030e60f,51889d8f-ca19-4738-983a-8b476f442e99,c4,c1,3400,?,p1,
1769454193.3810914,CREATED,05eddf29-dc02-4914-8476-c380b4a83080,6c8a164b-5112-4ee4-add8-30987717ee42,c4,c1,27,?,?,surb={'id': '70f331b5-9a62-4ada-818f-d01a3d47144e', 'route': ['p1', 'e9', 'i3', 'x4', 'p1', 'c4']}
1769454193.925549,RECEIVED,d9edd6d9-aa27-45a5-9ad1-a0134df33fa3,ea0607e0-6d43-4ca2-bfff-da88da64a332,c2,c4,27,p1,?,surb={'id': '3cf4d32b-a08f-41da-9948-dba2432b7965', 'route': ['p1', 'e12', 'i4', 'x7', 'p2', 'c2']}
1769454194.2813213,RECEIVED,b1a30498-23e3-41b1-98db-74e87f2470dd,6d1d9e3c-5199-4668-86c5-c0e59c4602c2,c2,c4,27,p1,?,surb={'id': '4301db3c-2dcb-4f81-bb2c-2cb265e1d635', 'route': ['p1', 'e11', 'i5', 'x6', 'p2', 'c2']}
1769454194.581516,RECEIVED,4262f253-4134-414e-a0c0-190dc66a3aa4,505576dd-9f91-4b1c-9154-4529c552aa53,c2,c4,26,p1,?,surb={'id': '3e25a9c9-4a14-454d-ba63-a5f923be29b1', 'route': ['p1', 'e4', 'i7', 'x7', 'p2', 'c2']}
1769454194.8557253,SENT,b92ffd0b-c6fc-473a-b267-d8bf88320c00,6b525406-b169-4d03-a05d-362bfe1bd28f,c4,c1,3388,?,p1,
1769454194.8557875,CREATED,e5ad33f5-5f97-48cd-b1b1-fd471bd279bd,e68606d8-347c-4fb6-9eba-6d7fcfab59d9,c4,c1,27,?,?,surb={'id': '2e3d43ff-f9f1-4d5d-9f3b-ccc8bed9d6a0', 'route': ['p1', 'e11', 'i10', 'x11', 'p1', 'c4']}
1769454195.0113344,RECEIVED,ac2201a0-a922-47bc-9197-137ec89b34f0,468edd2e-e4e0-47c7-bd0a-4aae097db785,c2,c4,25,p1,?,surb={'id': '23ffc448-cb44-48a9-a8de-4a1cf923a210', 'route': ['p1', 'e9', 'i9', 'x12', 'p2', 'c2']}
1769454195.0712476,SENT,d8669f28-8558-43f4-896a-ec531f30d344,f90cba53-4869-4b16-8bd7-e66fd338f764,c4,c1,3377,?,p1,
1769454195.0713587,CREATED,93cc644e-6986-4170-ace3-0c5a919cd461,c28f3d14-adf5-4be1-aee8-bffe6730a719,c4,c1,26,?,?,surb={'id': 'a4009083-bd16-4300-8fcd-a47255d8927b', 'route': ['p1', 'e12', 'i7', 'x4', 'p1', 'c4']}
1769454195.3866742,RECEIVED,95fb10c4-dfa2-40c7-b3a4-5967d7571e54,8a8330f8-429f-41ae-a92c-7732bff51eb8,c2,c4,27,p1,?,surb={'id': '5d6663f2-0e35-44d1-9d05-566c84450405', 'route': ['p1', 'e10', 'i2', 'x6', 'p2', 'c2']}
1769454195.8719716,RECEIVED,c2cad2d8-582c-48fc-af5e-6efbbe59534c,3791533a-e891-4069-9775-1ed782f95b0c,c2,c4,27,p1,?,surb={'id': '02d55a64-385e-450d-a48f-4fb2d66e8aca', 'route': ['p1', 'e2', 'i6', 'x1', 'p2', 'c2']}
1769454195.9082966,SENT,7d27d420-c6d6-4e53-b9a6-be9f81e46085,29e703b7-7512-4e7e-aeea-a5bf6b833a14,c4,c1,3389,?,p1,
1769454195.9083962,CREATED,335d1945-a067-4b0b-b5b0-8bb1f32e2bdb,e75024cf-92d7-4e8e-84fc-cffb7b1b9fb5,c4,c1,26,?,?,surb={'id': '6524f704-602f-4c47-a8e9-9099b36428fd', 'route': ['p1', 'e11', 'i8', 'x10', 'p1', 'c4']}
1769454195.9602065,SENT,537bb6e6-2fb1-46ab-bad4-5fa5f4c9a860,8cac4718-27ec-433a-a7d1-556ac4ff03fc,c4,c1,3371,?,p1,
1769454195.9603074,CREATED,aee6872c-2064-4cd7-99ab-57d748174c6e,923ac057-03db-4484-af66-aa07cee286db,c4,c1,27,?,?,surb={'id': 'f5004309-b4dd-4a61-bd7f-089c7333eff9', 'route': ['p1', 'e9', 'i6', 'x2', 'p1', 'c4']}
1769454196.19468,RECEIVED,3e027294-1d9a-4809-8bfc-62442e20fd2b,a00bc043-6ada-4af8-a7dd-404f7ff92dd5,c2,c4,27,p1,?,surb={'id': 'cbd531bb-2423-4c36-8503-edd3c60c4046', 'route': ['p1', 'e1', 'i8', 'x12', 'p2', 'c2']}
1769454196.502303,SENT,54df55a9-c5a6-4cf3-aa22-c22623c1fbd1,cf19dda0-729a-4a0e-bb0a-e047fc339ea4,c4,c1,3387,?,p1,
1769454196.5024648,CREATED,954ce145-7d0d-4ef3-915b-6a13825252df,457410ce-5f51-4183-bea5-0e3ce71ca7d7,c4,c1,26,?,?,surb={'id': 'c3405dcd-8d96-4d96-ba03-a50d9a3277ef', 'route': ['p1', 'e4', 'i8', 'x3', 'p1', 'c4']}
1769454197.0192194,RECEIVED,fad753ac-4154-40bd-a6b1-d6160ec0fe7f,b200cf1a-005b-48bf-b312-ec805192e755,c2,c4,27,p1,?,surb={'id': '9681b729-5a40-476e-99a3-7d519fad578a', 'route': ['p1', 'e4', 'i4', 'x3', 'p2', 'c2']}
1769454197.2172537,RECEIVED,12dde1e7-48c7-4930-918d-3d7b5a600ee3,2833848b-7170-4ea5-8d26-be9810c22b90,c2,c4,27,p1,?,surb={'id': '65e88979-ca37-42b6-a3ad-1653a438ecc7', 'route': ['p1', 'e9', 'i3', 'x7', 'p2', 'c2']}
1769454197.6151476,SENT,15516b8c-711d-4491-8596-ba7b90d4a30b,4f931ede-b52b-4b6a-9ae2-4c38f40a7030,c4,c1,3396,?,p1,
1769454197.6152112,CREATED,70066e43-6be4-4f48-8fc2-c6d96a655dc7,8c2754e6-d8fa-421a-a527-6891496666ec,c4,c1,27,?,?,surb={'id': '56077344-cd89-425a-9da3-42d4f282b88d', 'route': ['p1', 'e12', 'i12', 'x12', 'p1', 'c4']}
1769454197.6448374,SENT,6a37ada7-0621-4971-a134-9a2767bbf5e0,4f81b786-1f2b-4652-869f-5c2b548885d0,c4,c1,3392,?,p1,
1769454197.6449077,CREATED,35798e3b-b80a-43d3-9d4d-b4e4191ea272,b362ec36-3101-41be-8ca4-d30962888693,c4,c1,27,?,?,surb={'id': '6e8ee8c6-e35f-4244-83ee-447a90ad786a', 'route': ['p1', 'e11', 'i8', 'x4', 'p1', 'c4']}
1769454197.7551026,SENT,bec4a9cf-126a-49d2-ba1e-718bebb1c293,3549a567-3168-4e32-a6c3-84c41b078150,c4,c1,3385,?,p1,
1769454197.7551906,CREATED,5c8ccc02-95cd-4b1f-a60c-70984fa5bf39,cc6fc3dc-aa64-4234-810f-2cb2dfe01cd9,c4,c1,27,?,?,surb={'id': '3ce400bd-dc4a-4db7-8119-871ce9cb503f', 'route': ['p1', 'e7', 'i5', 'x8', 'p1', 'c4']}
1769454197.8049784,SENT,4a7c08df-0c22-4912-877b-a32e33172379,e0f49c41-faba-4b8e-a5cd-3014d19b9891,c4,c1,3373,?,p1,
1769454197.805451,CREATED,03e9ec2e-8470-4273-9ba0-2023d4b7656d,6948cbd2-06ad-4afa-be78-894108b1329f,c4,c1,26,?,?,surb={'id': '6c83b8c3-5a1e-4e36-87da-d34ea99258e3', 'route': ['p1', 'e12', 'i9', 'x4', 'p1', 'c4']}
1769454197.894211,RECEIVED,827b7c59-f90f-42d2-a2ed-a30afa66aad6,cd827994-384c-4674-96e3-df7e7d31f5c5,c2,c4,27,p1,?,surb={'id': '4eb7159e-9d20-4487-901a-61b37bbcbe4f', 'route': ['p1', 'e6', 'i9', 'x1', 'p2', 'c2']}
1769454198.0642269,SENT,cb5e5bb9-14b5-4e7d-bef3-023ce82eaa0c,7a7b7135-2979-44a6-a637-5b8b05a5a77f,c4,c1,3355,?,p1,
1769454198.064312,CREATED,ea2d152c-dcb0-48aa-9f12-b7f403f8393a,3ce9569d-7893-4971-bd9d-484d7ae3bb8d,c4,c1,27,?,?,surb={'id': 'd581e150-5d3d-4a80-87be-286633a007dd', 'route': ['p1', 'e3', 'i7', 'x6', 'p1', 'c4']}
1769454198.185614,SENT,f82ce07e-953c-47c9-b14b-7835fb3b3ff9,f74269bd-2c31-471b-ac3f-9346b2a29fb3,c4,c1,3376,?,p1,
1769454198.185714,CREATED,df329bc8-4b75-42f6-8765-34ac6d20138b,7add2d7f-cdf9-4b40-a006-e899c84b7358,c4,c1,27,?,?,surb={'id': '301f2291-fd1c-42f3-a6c7-04bafb65a369', 'route': ['p1', 'e11', 'i7', 'x1', 'p1', 'c4']}
1769454198.2595036,RECEIVED,eedbd6b2-f64e-4942-97c0-ccf14e13a92d,c27897c0-87fb-424d-a3a1-df77ce5e4d59,c2,c4,27,p1,?,surb={'id': '16aa47f9-f14c-4f3b-b4ff-ad4b98c8116d', 'route': ['p1', 'e7', 'i7', 'x8', 'p2', 'c2']}
1769454198.8459628,RECEIVED,db9adce6-59c2-4652-9e1d-2f755ed5f0ef,f2f34f2b-0b38-45a3-8d86-9dc4a92f4007,c2,c4,27,p1,?,surb={'id': '0f84a9f3-4c4d-46f7-9843-3241a1174303', 'route': ['p1', 'e9', 'i11', 'x9', 'p2', 'c2']}
1769454198.914963,SENT,a8ba3387-3654-48e5-97da-1cdd89bc4bdd,7e4479b6-9d3d-4b96-920c-7a07a0cd7a36,c4,c1,3373,?,p1,
1769454198.9150844,CREATED,9798fbd3-bf16-4c11-956b-c9a8c50259af,aae71094-ff5f-4f57-8588-f3f0f6728bd4,c4,c1,27,?,?,surb={'id': '84df525f-6967-479d-be9d-4576229f4583', 'route': ['p1', 'e7', 'i3', 'x5', 'p1', 'c4']}
1769454199.1660118,SENT,c462b13b-6a35-4ee0-b20b-a45e6d8dafa4,546202e7-cf10-4858-b9d9-3d1e894139e8,c4,c1,3401,?,p1,
1769454199.166191,CREATED,eb979217-632d-41ee-a66e-a2912b290e3f,cb6fc03c-3856-41df-84bb-7125e430d426,c4,c1,27,?,?,surb={'id': '26b37795-5c84-48fe-9b17-66d0c4f2a8b7', 'route': ['p1', 'e5', 'i4', 'x4', 'p1', 'c4']}
1769454199.4835339,RECEIVED,3cc2fe22-897f-41e2-992d-d10fe182701b,043cedd9-48cd-4af5-98cf-b21b6d74ec35,c2,c4,26,p1,?,surb={'id': '47c43b3f-1f5c-46bc-8e98-882a1e39f0f7', 'route': ['p1', 'e11', 'i6', 'x4', 'p2', 'c2']}
1769454199.5471056,SENT,fe9f81fb-2797-44c6-b0f8-427449d684f2,e6009008-979b-4d64-a087-6084548bb9b5,c4,c1,3403,?,p1,
1769454199.547259,CREATED,0a19bf07-900f-4ccf-8e73-ad25d2f7082d,72e970c2-d22a-4c4f-9725-3d5944a8adb7,c4,c1,27,?,?,surb={'id': 'dba5e410-e7d0-4e66-8a97-47038c5e8357', 'route': ['p1', 'e12', 'i4', 'x4', 'p1', 'c4']}
1769454199.828606,SENT,8498523b-9bb2-4e5a-8cd5-e9b5c976fce7,c9d149cd-2071-43b1-891f-5489682388ef,c4,c1,3377,?,p1,
1769454199.8287516,CREATED,70dc4de2-fc43-40bb-ac46-5318889e266f,2f537ac4-2f6d-44fd-bc92-0e556d9caa65,c4,c1,27,?,?,surb={'id': '30cb4ec2-8ed2-4551-baa3-872ff1e47989', 'route': ['p1', 'e9', 'i2', 'x5', 'p1', 'c4']}
1769454199.8834097,SENT,0a416a02-fdb0-4e73-b881-cbf4b6737cd3,2403827e-3dd3-4d40-9bf4-0233db8a611f,c4,c1,3362,?,p1,
1769454199.8835516,CREATED,29b090e6-dcf8-4c00-a88e-2b1ed53a8d03,b6c5bacb-c339-405c-9144-5dac0dad038a,c4,c1,27,?,?,surb={'id': 'b593d4ce-d28b-4d89-995c-795d26f1d86b', 'route': ['p1', 'e4', 'i8', 'x9', 'p1', 'c4']}
1769454199.9100072,RECEIVED,7927343a-ab9c-479f-88d2-07f354fbd120,8080f11f-d3ff-4b98-9dc0-b479273f2aad,c2,c4,27,p1,?,surb={'id': '535c0b31-54ca-40d8-a9c7-16dab3ed26cf', 'route': ['p1', 'e8', 'i10', 'x9', 'p2', 'c2']}
1769454200.0082998,RECEIVED,8cb61c4f-2f75-437c-8fec-e744fd35ecab,94bb044d-4800-427b-9cab-099552df8cd1,c2,c4,27,p1,?,surb={'id': '41325317-b97a-404f-acc5-01d4a30ddfab', 'route': ['p1', 'e6', 'i7', 'x3', 'p2', 'c2']}
1769454200.1225243,SENT,601c2d11-71d8-4b17-9e9e-d00bafd2a637,ba1354eb-2f85-41a8-bf87-dce856c3e81e,c4,c1,3376,?,p1,
1769454200.1225994,CREATED,8e23098a-240b-4fcf-8bf3-2e83384c68db,2d1b58e9-eb4c-4bcc-9dbe-7f10d8be6321,c4,c1,27,?,?,surb={'id': 'd90d233e-e1a5-4cbb-8fdf-0bf9c2de673a', 'route': ['p1', 'e6', 'i1', 'x1', 'p1', 'c4']}
1769454201.1154234,SENT,ab213d11-3635-4e52-8593-c660f55f0b78,facd9a87-ffbc-4254-8063-770e889102b0,c4,c1,3377,?,p1,
1769454201.1155164,CREATED,9e398b77-d7fc-477d-8cb8-f694685bcebd,89eb853d-b2a4-4e1c-9195-85b191f2ada7,c4,c1,27,?,?,surb={'id': '62dfbeaf-582c-4124-a84e-5f5a5900edbb', 'route': ['p1', 'e3', 'i7', 'x1', 'p1', 'c4']}
1769454201.2617369,SENT,2fb96ed3-4718-4716-a4ac-c9e330aed7a0,60784a6b-0a91-43ba-8666-2a8b48ffb216,c4,c1,3387,?,p1,
1769454201.2618284,CREATED,70416c0f-2469-4f9f-afe0-4114c20c4ee2,b99e405d-2cce-471b-9192-f6315571ca54,c4,c1,26,?,?,surb={'id': 'd0e27380-f0de-4a78-b891-a30597e974e0', 'route': ['p1', 'e8', 'i11', 'x11', 'p1', 'c4']}
1769454201.5246675,RECEIVED,a5c442ad-b825-4422-8919-00bfb5159fd5,dfcbebb8-097a-4157-9785-ab0bb45ebc80,c2,c4,27,p1,?,surb={'id': 'ee8f5dce-cc5f-436e-a5b3-251bbd576156', 'route': ['p1', 'e2', 'i11', 'x7', 'p2', 'c2']}
1769454201.584606,SENT,fe03b522-52ee-4f87-a39f-fbf6ddba973e,4a414e65-a1b0-4621-89ef-eecb14feb834,c4,c1,3383,?,p1,
1769454201.584757,CREATED,cce4dc7b-44a2-496f-8bf0-61e7a4c6ede4,9c492c5a-f6ee-47e4-bb80-3824e63abb53,c4,c1,26,?,?,surb={'id': 'e615a855-d482-46d3-9b4e-ac40efe59f8f', 'route': ['p1', 'e11', 'i11', 'x6', 'p1', 'c4']}
1769454201.8349588,RECEIVED,01966642-2940-4fba-bfc9-dc246319486f,995a8fc7-c633-4b54-b649-ec16774e4e24,c2,c4,26,p1,?,surb={'id': '0a3377f2-eaef-40bc-aa54-8c7b9a56dadc', 'route': ['p1', 'e8', 'i10', 'x8', 'p2', 'c2']}
1769454202.1246603,SENT,0b1164ee-67a2-4aec-98cf-19bf4147f28d,ba9c0535-7300-4169-bb18-a0e05f9e7642,c4,c1,3401,?,p1,
1769454202.1248217,CREATED,7a2abe87-44c5-4f2c-bcfd-dfbd0eeb8408,a94684c5-6939-4a2c-a72d-17bd530c46d3,c4,c1,27,?,?,surb={'id': '53a1508d-8604-43fd-afef-ab7a7197231c', 'route': ['p1', 'e12', 'i12', 'x3', 'p1', 'c4']}
1769454202.2704415,RECEIVED,c39cfb65-c36d-4061-a313-40f030b56de6,f82cc5af-7e6e-4a89-9339-760a1cc3b725,c2,c4,26,p1,?,surb={'id': '57b1017f-4220-4d20-b405-1a680de40ba2', 'route': ['p1', 'e9', 'i12', 'x10', 'p2', 'c2']}
1769454202.4270966,RECEIVED,9bf78208-8af1-4316-8989-77e13bf1552a,60a0ce41-b1a2-4346-a1dc-f2288be6ed64,c2,c4,26,p1,?,surb={'id': 'e11f0d51-4640-4afd-96c9-25b521b5e13c', 'route': ['p1', 'e5', 'i4', 'x3', 'p2', 'c2']}
1769454202.5409331,RECEIVED,a5536eb5-d092-42e7-b490-6d8820d1d502,0d063bfd-c7b4-429b-9950-a27767ef2dbe,c2,c4,27,p1,?,surb={'id': 'a96d267a-e824-4665-8d8e-f518dafa72b6', 'route': ['p1', 'e11', 'i3', 'x1', 'p2', 'c2']}
1769454202.607572,RECEIVED,070e81a9-fe4e-47bf-bcf3-4ca2fa989c4c,f6801e2d-59a1-4719-8ed2-50b35b78a4b0,c2,c4,26,p1,?,surb={'id': '90188b61-a382-4c53-b23c-250663ebafb0', 'route': ['p1', 'e12', 'i8', 'x3', 'p2', 'c2']}
1769454203.1064308,SENT,a43d3f94-a701-477d-9c67-25a93e1355ce,5382bab8-a34b-483a-8d4b-a6f7231c66b3,c4,c1,3396,?,p1,
1769454203.1065803,CREATED,eef068ce-a57f-49db-bf64-3166756f3ce0,6660967f-40c3-41a9-88f3-983b14c23399,c4,c1,27,?,?,surb={'id': '7af0543d-7487-4f86-bcf2-5c2689e3c10c', 'route': ['p1', 'e9', 'i10', 'x10', 'p1', 'c4']}
1769454203.1757193,SENT,3986b3d6-b639-4f7b-9f4d-a00f68ed67a8,167014db-9fe3-4232-9532-a8fa8b991186,c4,c1,3359,?,p1,
1769454203.1758692,CREATED,3edf1715-fdcf-495c-8adb-2b135e137683,90c20a15-52d8-454b-9936-eb9309e47656,c4,c1,27,?,?,surb={'id': 'd8ad3d5d-c92e-4e3f-ae7d-424b0c93e4c0', 'route': ['p1', 'e9', 'i10', 'x9', 'p1', 'c4']}
1769454203.565573,RECEIVED,b53c231a-71cd-43ae-a3c3-856806591207,5ad59324-dec1-43c5-a7c4-ca37d919f7fb,c2,c4,27,p1,?,surb={'id': '38eba553-322d-4e1e-9cf7-b4c915faa30d', 'route': ['p1', 'e12', 'i2', 'x3', 'p2', 'c2']}
1769454203.7073815,SENT,398d6b5b-ebd3-40cc-9f9c-48f26e2808f3,005495c8-62a9-4598-b39c-3bf98851b2e9,c4,c1,3376,?,p1,
1769454203.7074807,CREATED,5baef5d7-d0a7-4be6-8376-719eb321124e,691a1b19-c4dd-4f76-998f-c47f534e8c8d,c4,c1,27,?,?,surb={'id': '17d3576a-c302-49cf-ae67-404f50cf76c8', 'route': ['p1', 'e9', 'i3', 'x2', 'p1', 'c4']}
1769454203.732455,RECEIVED,a19ae817-b440-4ac3-8bc1-ee0e22e617b5,d1d349f2-0241-430d-8fff-f55d4fe5775f,c2,c4,27,p1,?,surb={'id': 'd0a629ad-44de-489d-a453-9ca1fc92451c', 'route': ['p1', 'e3', 'i6', 'x5', 'p2', 'c2']}
1769454203.982169,RECEIVED,bcaac123-7234-4808-9a12-d24c4bd26e12,0f605051-ad5a-4e57-a5ba-3e1725552841,c2,c4,26,p1,?,surb={'id': '7d21732e-966a-4a81-9172-e1ae71d9e76a', 'route': ['p1', 'e2', 'i4', 'x5', 'p2', 'c2']}
1769454204.0477548,RECEIVED,80380d2b-7d8c-4f3d-a4be-cb28d0a7d0d5,521d8017-0e23-47a5-b345-8a1cc50e85bb,c2,c4,26,p1,?,surb={'id': '7f1ae36e-822c-47f9-b2c0-4cb7ded84ce4', 'route': ['p1', 'e5', 'i6', 'x10', 'p2', 'c2']}
1769454204.354542,RECEIVED,1eed457d-f1b9-44b3-96a9-f19959083f0b,3dfc1225-f8ef-4607-9447-19a6011f3c46,c2,c4,27,p1,?,surb={'id': 'b6b7203e-0a6c-48e4-970e-f538cc722c97', 'route': ['p1', 'e6', 'i4', 'x3', 'p2', 'c2']}
