timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453893.0082192,RECEIVED,047458c0-694d-429b-bca6-7aa14122c44e,e71e8d19-5fb0-4038-8187-bf5d91543425,c5,c2,27,p2,?,surb={'id': '6fd506ef-4885-4232-832b-af324a668fe1', 'route': ['p2', 'e3', 'i5', 'x4', 'p2', 'c5']}
1769453893.2098532,SENT,6e68f302-a368-49c1-a77b-fb3fddad6191,da067d22-aaa7-4872-8923-32f1cc0c1ecd,c2,c4,3390,?,p2,
1769453893.2099986,CREATED,837f8983-be3b-4132-aec3-87b34d02875e,f5e6f79b-8fb0-4add-b866-d05f0df92dff,c2,c4,27,?,?,surb={'id': 'bcf43f01-4d50-4f0f-a554-3e1c29462347', 'route': ['p1', 'e12', 'i2', 'x7', 'p2', 'c2']}
1769453893.2667108,SENT,1478979b-c076-4c9c-b621-9b1df0ef64a7,347149c5-6daf-432c-98d8-0b029b03ea8e,c2,c4,3376,?,p2,
1769453893.2668574,CREATED,0d57e73e-7c10-45ec-a408-4c91a033a58c,cea5861c-649d-41b1-ae72-28e6b7d89d86,c2,c4,27,?,?,surb={'id': 'eb48423e-5f18-4170-9b7b-9a6265caf6e0', 'route': ['p1', 'e9', 'i8', 'x4', 'p2', 'c2']}
1769453893.4988437,RECEIVED,69a90dc9-412d-4bbc-8102-b20b41dea8fa,38a963ec-ac8e-49e5-bde7-9b4f988e590b,c1,c2,27,p2,?,surb={'id': 'c1c13e61-2542-4f2a-97b7-d378fba3805b', 'route': ['p2', 'e9', 'i9', 'x4', 'p1', 'c1']}
1769453893.602821,SENT,f720ddfe-07e1-42fd-a385-87edc93ce309,a78f7504-9bbc-4968-920a-a71dcd862360,c2,c4,3376,?,p2,
1769453893.6029706,CREATED,d8e5003a-212b-4cbc-bd7e-06f340494349,48aff781-dd09-4721-b4f7-d622d87f17ac,c2,c4,26,?,?,surb={'id': 'e0e14ca3-f28f-4821-8256-a21341c749df', 'route': ['p1', 'e10', 'i6', 'x5', 'p2', 'c2']}
1769453893.6903841,RECEIVED,0c8b4066-86a1-495b-9af6-a2f6be4b1821,14630baf-9b9a-4684-8373-88ba23a74191,c1,c2,27,p2,?,surb={'id': 'bc8b5096-52a6-4108-b53a-a7cf5980d6ab', 'route': ['p2', 'e2', 'i4', 'x8', 'p1', 'c1']}
1769453893.7389061,RECEIVED,d5c03c0f-6149-4bbb-83e8-033d4fd2c0ff,bb5364a6-5a93-4443-9f05-5dff2acaf9aa,c1,c2,27,p2,?,surb={'id': '2c26c479-7331-4a53-ad4a-0302b6858e9a', 'route': ['p2', 'e12', 'i12', 'x10', 'p1', 'c1']}
1769453893.814218,SENT,5a3605a9-a7e5-4b25-91c4-167f7534d6b6,dd7cd150-d664-4e5a-8372-fc3663773a41,c2,c4,3384,?,p2,
1769453893.814386,CREATED,84ca14d7-c5f4-46f4-8d0a-f66a53f6a0c6,929cf4df-fe35-4c05-8fd1-ff6000ccb39b,c2,c4,27,?,?,surb={'id': 'f33521da-fed1-46fd-8d79-2ee4735dac27', 'route': ['p1', 'e2', 'i11', 'x4', 'p2', 'c2']}
1769453893.8419402,SENT,850537bf-07b6-4c39-a895-62ac6e21c70a,3aee8d11-032e-4ef6-98f0-b21227170013,c2,c4,3367,?,p2,
1769453893.8421144,CREATED,336470b6-fdf4-473f-b89f-315ed0e4cc0a,95468511-bcc5-42b1-91d0-f75a72c3aa09,c2,c4,26,?,?,surb={'id': '20ab3653-f6b4-4818-8f8c-7ea501aff8df', 'route': ['p1', 'e9', 'i9', 'x3', 'p2', 'c2']}
1769453893.8549848,RECEIVED,6d26b4d8-9dd2-4dd1-b058-99e543495895,268472e8-7d1c-4e35-bb5d-358b1369e9fe,c1,c2,26,p2,?,surb={'id': 'fddb46cb-18ed-45f0-af02-94c6c6e1d111', 'route': ['p2', 'e10', 'i2', 'x1', 'p1', 'c1']}
1769453893.9582646,SENT,c92a4f83-4d0a-45d9-825f-4d9e92e93053,8ad64642-ebc7-4b4b-98e7-173a75cb174d,c2,c4,3392,?,p2,
1769453893.958369,CREATED,9d9dac36-5ac9-4750-82ae-22a0772460d7,7d37a152-00ea-460c-b389-118ad8b84f7c,c2,c4,26,?,?,surb={'id': 'ce931d35-a381-4b15-9038-e5ee73879d66', 'route': ['p1', 'e12', 'i12', 'x6', 'p2', 'c2']}
1769453894.0584548,RECEIVED,dcb398b4-f0e8-4d25-8ff9-30096721fc9e,028630e5-c7db-4e8a-a469-a2ebf4f4409a,c1,c2,27,p2,?,surb={'id': '8e2230c0-31fd-4cfd-82c9-1af8d1981f0f', 'route': ['p2', 'e11', 'i7', 'x4', 'p1', 'c1']}
1769453894.3109918,RECEIVED,ed27987c-59f6-488c-9c4a-29de1ac71c29,afb46666-f2ef-451a-88d3-de7e874c5c10,c1,c2,27,p2,?,surb={'id': '2f6f0680-e4b5-4fa3-92ed-6de720215f4d', 'route': ['p2', 'e11', 'i7', 'x12', 'p1', 'c1']}
1769453894.3523092,RECEIVED,7555654a-e950-4152-a5e8-4add076bc791,d675c37c-210e-43df-9516-05f78083e7cd,c1,c2,27,p2,?,surb={'id': '77924fce-fa9f-45d4-8e5c-fa48af17d875', 'route': ['p2', 'e6', 'i2', 'x5', 'p1', 'c1']}
1769453894.3877482,SENT,58084e12-5554-44f9-bc17-6cd90ef954eb,157de76b-dfa5-4bc9-a8f5-5f4bc3ea12cd,c2,c4,3391,?,p2,
1769453894.3878994,CREATED,c0c601f4-8a3a-4f97-b7d7-b34f8dc84cb9,a0d37119-fc9e-406a-8a16-72b8794b4152,c2,c4,27,?,?,surb={'id': '846c4500-9783-4327-8688-89a5ef7516b9', 'route': ['p1', 'e11', 'i6', 'x12', 'p2', 'c2']}
1769453894.45335,RECEIVED,2b2db297-30f0-4e84-8c74-425d5c95880d,b1564c37-8352-4157-9659-d443c7ae530d,c5,c2,27,p2,?,surb={'id': 'a391d328-53ea-447b-9eb8-409a0853be03', 'route': ['p2', 'e7', 'i2', 'x6', 'p2', 'c5']}
1769453894.8972332,RECEIVED,e5d7f540-5f85-4cc3-ae89-d05af73c55ff,af516b1e-b09e-40a4-82f0-08e97c4af0b2,c3,c2,27,p2,?,surb={'id': '0831fbe8-db13-410d-b467-075edae53b12', 'route': ['p2', 'e6', 'i7', 'x12', 'p3', 'c3']}
1769453894.9287367,RECEIVED,5492d8d9-b730-42ea-8e5b-7a725d879624,d40bd983-458c-4c5e-930d-ddaaea416ae5,c1,c2,27,p2,?,surb={'id': 'efff69a8-5eee-4e46-ac78-f0af1420c32f', 'route': ['p2', 'e12', 'i10', 'x6', 'p1', 'c1']}
1769453894.962251,SENT,40c1686a-b798-4dba-947b-0e524295db5b,d5ffa478-68fb-4123-956c-a115109a20c1,c2,c4,3360,?,p2,
1769453894.9624276,CREATED,7abd058d-7089-4b76-8713-b95b2100d1c5,64fe75ea-c5c9-4f43-b31e-a193d2500fe4,c2,c4,27,?,?,surb={'id': 'b1ac9881-1289-4b97-8cc1-55009e0a364c', 'route': ['p1', 'e8', 'i9', 'x8', 'p2', 'c2']}
1769453895.029966,RECEIVED,ca35a137-a141-40d7-86c4-273538f3b174,4178d212-7b12-4829-9f59-c97864548825,c5,c2,26,p2,?,surb={'id': '19b797a4-c48f-4f5e-8b00-827cb9e2dd9b', 'route': ['p2', 'e8', 'i2', 'x12', 'p2', 'c5']}
1769453895.0492864,RECEIVED,e2cc09df-9b08-4bd4-b21f-fef4730a7e45,4a5e4e5c-70cc-433b-a9b4-fa638744d45f,c1,c2,27,p2,?,surb={'id': '69813c8f-2ef2-4957-8441-22f8e85e7d41', 'route': ['p2', 'e5', 'i7', 'x9', 'p1', 'c1']}
1769453895.073326,SENT,d1ca0b87-b4a5-4cc7-a46e-8893488104a5,353e1347-235f-473e-bab8-94c87a1d2e8c,c2,c4,3371,?,p2,
1769453895.0734751,CREATED,738acd94-a1d1-453f-a23a-5fb6f278b1b8,0f7974fb-eab6-48d3-a0d8-8a7bc591c514,c2,c4,27,?,?,surb={'id': '31907e13-0e48-4e5f-8756-160446713ea3', 'route': ['p1', 'e3', 'i9', 'x8', 'p2', 'c2']}
1769453895.0879087,RECEIVED,8c5518cd-4dbc-4265-8ecf-1c5e4b2edafb,160ce018-d7ba-419f-82f5-1d40cdca21ba,c3,c2,27,p2,?,surb={'id': '56d6efee-c28e-4a11-a681-afa5f991a6d9', 'route': ['p2', 'e5', 'i12', 'x12', 'p3', 'c3']}
1769453895.179882,SENT,770b8e2d-8230-445e-85ca-eed3537bae09,bb37408d-8cb2-4476-b4e5-2366b86110c6,c2,c4,3383,?,p2,
1769453895.1800349,CREATED,b480d072-320d-45fe-8cad-e365342df4f0,44e3e2e3-f489-453c-aa04-5dec8f4353c6,c2,c4,26,?,?,surb={'id': '30c66fbd-f772-4ec4-b66b-7ab4423d8008', 'route': ['p1', 'e7', 'i8', 'x3', 'p2', 'c2']}
1769453895.318184,SENT,7055846f-afbe-4c8d-b266-2d1b70420850,8e488805-c4ba-4687-92c7-cfca016d3cbe,c2,c4,3380,?,p2,
1769453895.318334,CREATED,6a93ab95-edc7-488d-a72c-36ab17524eae,54972ab9-1571-47d2-8f93-252ae353f192,c2,c4,27,?,?,surb={'id': '893b892e-36b9-42f8-a105-aff101af402e', 'route': ['p1', 'e4', 'i4', 'x4', 'p2', 'c2']}
1769453895.4136796,RECEIVED,a2a20efd-df57-47c6-90b6-bb1de81c26ff,5630adfe-9b6e-4ca7-8a90-52eb7c398676,c3,c2,27,p2,?,surb={'id': '825b5d24-5c54-49d2-a941-34c48b4fb9bd', 'route': ['p2', 'e8', 'i6', 'x3', 'p3', 'c3']}
1769453895.505144,RECEIVED,b53f3031-75ee-46ec-909d-cfbdf282b8a9,424882b4-3884-4b7f-bb22-30f332d892b3,c5,c2,26,p2,?,surb={'id': '5d66ce6e-0177-407e-aba9-fab575510233', 'route': ['p2', 'e7', 'i6', 'x12', 'p2', 'c5']}
1769453895.5137832,RECEIVED,7e972649-7f7d-4aaa-8609-89168ba9305e,e2e530be-7683-447a-a176-d0bd73e3f03e,c1,c2,27,p2,?,surb={'id': '69eb2c3d-6d5b-4c0f-b63f-d63abdaa2d6c', 'route': ['p2', 'e4', 'i6', 'x5', 'p1', 'c1']}
1769453895.6010406,RECEIVED,23b4f805-b0a0-4566-85a3-b14e79f1e7b2,4b7c52e7-c31f-45a0-8c12-d3513fd5fc0d,c3,c2,27,p2,?,surb={'id': '1806741a-d956-40f8-bb77-06e3d83d1b37', 'route': ['p2', 'e2', 'i2', 'x11', 'p3', 'c3']}
1769453895.6565082,RECEIVED,04d0afba-8b50-4e53-b19e-8e378920b784,29f9ae14-9298-494b-a534-ebecfe1f4fde,c1,c2,27,p2,?,surb={'id': 'a172fce9-8400-4cfb-b59d-66ce69e325fd', 'route': ['p2', 'e12', 'i8', 'x12', 'p1', 'c1']}
1769453895.6661937,RECEIVED,ca84d996-656a-4ac0-b1a4-c91cdecadfe4,600486df-c417-4dbd-90f9-956b068e6d48,c3,c2,27,p2,?,surb={'id': '280282cc-5b89-400b-a7a7-3beeed63d551', 'route': ['p2', 'e8', 'i8', 'x5', 'p3', 'c3']}
1769453895.9013824,SENT,117a7c90-5952-4e59-b6e4-0964fdd16178,4782903a-efbf-4701-8ae3-6a265c2ec0be,c2,c4,3391,?,p2,
1769453895.9015317,CREATED,1e88efdc-5681-446a-a786-06d3f61e6486,67e3c851-a74e-43ed-b97d-af67be044c17,c2,c4,27,?,?,surb={'id': 'bbc0556a-6251-49a6-a7f7-2bd516fff55b', 'route': ['p1', 'e1', 'i10', 'x1', 'p2', 'c2']}
1769453895.946672,SENT,2d222039-33e1-426d-8b84-a8fde541fe50,5046c01d-5fbb-4e72-9632-a867419e58ef,c2,c4,3375,?,p2,
1769453895.9468825,CREATED,0cadbe45-9f56-4bc6-87a1-741c624d3c1d,2e5b1be0-33e1-4c4b-9566-dacdb55efc03,c2,c4,27,?,?,surb={'id': 'e6edd07f-393e-4aa2-b50d-52e6264cc39c', 'route': ['p1', 'e2', 'i12', 'x2', 'p2', 'c2']}
1769453896.0922194,RECEIVED,8abe0063-f187-4465-9dfe-ab0cab9393d3,a02e44fa-84fe-439e-9433-23bdd697883b,c5,c2,27,p2,?,surb={'id': 'df6f47e1-767a-462b-b860-05f6da5c2d08', 'route': ['p2', 'e12', 'i8', 'x11', 'p2', 'c5']}
1769453896.102106,SENT,b7be2615-0e44-4b5e-ac39-64125c026da4,a5c0aeb3-2eed-4108-aed7-0b7b533fe978,c2,c4,3376,?,p2,
1769453896.1025777,CREATED,0c273235-1a72-498a-98dd-8fe44b216463,2ba938b8-37db-4779-9baf-8b5fdbab7e78,c2,c4,26,?,?,surb={'id': '42406bee-a348-435f-afab-d781f3de0198', 'route': ['p1', 'e1', 'i3', 'x10', 'p2', 'c2']}
1769453896.1432693,SENT,96b0d0e8-cf51-452b-b035-08d8ae3964f9,a1058511-7cbf-43e6-be3a-ecd3216b065d,c2,c4,3372,?,p2,
1769453896.1433473,CREATED,bd4c3848-7141-4f03-b4ce-a77e58d1e468,b3560374-bf6f-4ccc-a243-28f5f231ca97,c2,c4,26,?,?,surb={'id': '9664b3c1-0588-4a97-b503-37034934377d', 'route': ['p1', 'e10', 'i8', 'x1', 'p2', 'c2']}
1769453896.1962845,RECEIVED,de56a861-4a24-4dae-b0f3-bf1ea4ffd6df,03c5694d-9b30-4335-93e5-936880382bdf,c3,c2,26,p2,?,surb={'id': 'cf689f5d-769b-4ce8-a095-b0342b2ccb46', 'route': ['p2', 'e6', 'i2', 'x10', 'p3', 'c3']}
1769453896.4208908,SENT,0bf8007d-72fe-4d72-a071-ee3878ef0138,200fdf71-7075-4640-9957-ede2b1f1ba18,c2,c4,3351,?,p2,
1769453896.421043,CREATED,1681c063-6930-4c6d-af25-7925e8ecbb78,5c00f2b8-07ad-4a84-9de8-43f5d93d5c5f,c2,c4,26,?,?,surb={'id': 'b2d7160d-8a03-4e4c-882b-182b5715f796', 'route': ['p1', 'e6', 'i5', 'x6', 'p2', 'c2']}
1769453896.452968,RECEIVED,80e74aab-6cef-4eab-91fb-9e454e8b2d0c,b32501e7-2c59-4342-9268-e75ae762dec5,c3,c2,27,p2,?,surb={'id': '4b8f9796-53d3-4ab2-80e8-e7b5e3d76852', 'route': ['p2', 'e1', 'i11', 'x2', 'p3', 'c3']}
1769453896.4675393,RECEIVED,10be5c5d-3eef-43e0-adc1-d115bdc786a5,559ce4a4-dee7-4e94-b17c-d413f603fd9b,c1,c2,27,p2,?,surb={'id': '3a5cced5-87c7-414d-858a-98c070250876', 'route': ['p2', 'e9', 'i5', 'x4', 'p1', 'c1']}
1769453896.8383331,SENT,3a96fedd-9380-4e67-a5d4-0b511cd22630,7a0e532d-c876-424d-9e9e-706abc43f0de,c2,c4,3387,?,p2,
1769453896.8384798,CREATED,f939a0df-e347-4241-b28a-2479ce488adc,345a7220-7f97-43da-a55f-1ab4daed9b30,c2,c4,27,?,?,surb={'id': '94297192-910a-4d85-b01b-d09c419354b8', 'route': ['p1', 'e5', 'i3', 'x8', 'p2', 'c2']}
1769453896.8511033,SENT,7c7a78f2-e716-4deb-bedb-627fc7cb2149,d5225ac4-5cf0-471e-a672-e43b0bf6d179,c2,c4,3387,?,p2,
1769453896.851256,CREATED,60037e5b-9816-44b7-bf00-110643d1a763,aa8453b4-da4e-4d6b-86ad-1aaa57c71d9d,c2,c4,27,?,?,surb={'id': '8617902a-20ab-4dd9-bbab-e5324bcecfd2', 'route': ['p1', 'e9', 'i8', 'x1', 'p2', 'c2']}
1769453896.9152584,RECEIVED,ad3321d5-128f-4fb0-a939-833900e4659e,865699fc-17fb-4b98-a160-1f70cfb151c8,c3,c2,26,p2,?,surb={'id': '9fdbb03c-bd4f-4ac5-991c-0c931ef44f35', 'route': ['p2', 'e12', 'i5', 'x1', 'p3', 'c3']}
1769453897.3455465,SENT,c44e5114-f790-4deb-a98f-65522d128d76,f34eb870-a374-4818-9a69-40601b6ebf2e,c2,c4,3396,?,p2,
1769453897.345622,CREATED,ec8194ad-7910-409d-914a-319924d9839b,ce3c91ee-776f-4a12-a7a7-af5bcc584203,c2,c4,27,?,?,surb={'id': 'ca174136-3e69-410f-9f6a-fd18d2749b89', 'route': ['p1', 'e12', 'i12', 'x5', 'p2', 'c2']}
1769453897.5723403,RECEIVED,51f60763-b98a-41b3-9562-457f10c8896f,db14a985-5444-4ce9-a65e-258441464fef,c5,c2,26,p2,?,surb={'id': '89249a92-0664-44cb-a032-b04d0ddc2148', 'route': ['p2', 'e1', 'i3', 'x8', 'p2', 'c5']}
1769453897.5781198,RECEIVED,8680c2e7-62eb-4ac0-8e32-f2abf59d5be0,0390581e-30e2-4118-bd3d-1995d11ab627,c1,c2,27,p2,?,surb={'id': '801950b9-4559-4113-8dbe-7f37ec6f0748', 'route': ['p2', 'e1', 'i3', 'x3', 'p1', 'c1']}
1769453897.8034294,SENT,eb3e0c95-e783-42a9-926a-1b2f624b0ebc,e78b7e26-7f28-455f-921a-4bd86f90cc6d,c2,c4,3397,?,p2,
1769453897.8035235,CREATED,604192a3-6271-40a6-9a18-93e9b7e58199,71fac4ff-d9f0-41f4-9fc3-2efc58da208e,c2,c4,27,?,?,surb={'id': 'e76d22cd-6115-4605-b2f2-34a4658e7238', 'route': ['p1', 'e7', 'i7', 'x5', 'p2', 'c2']}
1769453897.848424,SENT,e5d5a5ef-6104-4005-87cf-5ce0c80b6850,ee4a06fe-6edc-4c19-8b83-97bc55624c8a,c2,c4,3379,?,p2,
1769453897.848516,CREATED,6bbaec80-9bb9-4dd5-8fe7-a9e5017e6649,3452b157-5576-4314-a094-98bcbf5fbd85,c2,c4,26,?,?,surb={'id': 'f558ac93-505b-483f-94d9-5301ea52061a', 'route': ['p1', 'e8', 'i9', 'x2', 'p2', 'c2']}
1769453898.0718539,RECEIVED,ac8d9c40-00b9-4db1-866a-2f06b6dacbd6,a1bd5f16-4e72-462a-8371-0e69ba4d86bc,c5,c2,27,p2,?,surb={'id': '7b150db6-8760-4a9d-85ab-4a868a2f444e', 'route': ['p2', 'e7', 'i5', 'x4', 'p2', 'c5']}
1769453898.1209,SENT,5ec54eb8-95fb-49b3-9a46-0beae4bcb40f,a626878c-70f6-4a6e-a21f-4ba43f8c25d4,c2,c4,3395,?,p2,
1769453898.1210787,CREATED,4c9713f8-3745-4fe5-922c-7c2a32457c5c,158fbcdc-06f3-4497-b93a-d1a936172f2b,c2,c4,27,?,?,surb={'id': 'a178675a-3477-472f-960c-1aaf88a32751', 'route': ['p1', 'e11', 'i7', 'x8', 'p2', 'c2']}
1769453898.2785652,RECEIVED,f67fe606-9001-4e8f-b87e-299c876ae754,40bf0376-6fd0-4cd2-8a5a-ca14bed9e15a,c3,c2,26,p2,?,surb={'id': '5c9277c4-4ea8-4a5a-8022-12203705ba9e', 'route': ['p2', 'e5', 'i6', 'x6', 'p3', 'c3']}
1769453898.3127427,RECEIVED,653c6e44-f3a0-4243-adc8-1425a0bafda0,5954530a-cbd8-454b-92ab-20ca96549482,c5,c2,27,p2,?,surb={'id': '5e0d2d26-4707-48df-bdab-cc89d059c5a5', 'route': ['p2', 'e6', 'i2', 'x8', 'p2', 'c5']}
1769453898.7183423,RECEIVED,d4a76d7b-9ea4-4703-8aae-d720a4a70782,b665f00e-be07-4191-98c1-585e94dfca2a,c3,c2,27,p2,?,surb={'id': '246fc221-7af1-4662-bfd8-2cc7a46b354f', 'route': ['p2', 'e8', 'i4', 'x11', 'p3', 'c3']}
1769453898.9211934,SENT,bf74d2ac-760d-41f1-8f3b-f8860e3ef91b,52e6a43c-a1d5-4640-9431-c84bd8ccfdeb,c2,c4,3361,?,p2,
1769453898.9213474,CREATED,17af9f8a-8663-40df-9e77-fbaec87c3e6a,aa5f9a03-93d8-44f5-ad2e-dc95e630012d,c2,c4,27,?,?,surb={'id': '71dabb1d-0cc0-4de7-a6aa-33ba836c0141', 'route': ['p1', 'e7', 'i2', 'x6', 'p2', 'c2']}
1769453899.0584023,SENT,564e61b8-682c-4361-8334-85c8d4dae44c,b1d40e5a-b192-4bc0-a908-10eff910e26b,c2,c4,3371,?,p2,
1769453899.0585425,CREATED,b3563769-b8d8-427e-8294-d030cfea4ca3,0830ae8b-c075-40bc-8aa1-8ddc97b09e25,c2,c4,27,?,?,surb={'id': '23fb0b4c-ab31-44e9-ae6b-6f67baad5af2', 'route': ['p1', 'e12', 'i5', 'x3', 'p2', 'c2']}
1769453899.0874898,SENT,9819c089-e7f7-42b5-af6a-04ae118bba86,50d5adbb-2f1d-4421-ba7f-aae5f6069674,c2,c4,3375,?,p2,
1769453899.0876434,CREATED,f95fef12-8384-4e42-a5ee-5876a779e114,b732a6fa-cd8c-4c94-b859-b7832df522a4,c2,c4,27,?,?,surb={'id': '6a32d2c4-b2de-4cf1-b47c-6c2ac643f5af', 'route': ['p1', 'e4', 'i3', 'x9', 'p2', 'c2']}
1769453899.167456,RECEIVED,6940813a-5edc-4e88-96e8-c95d96c9f609,5e6c3488-4760-4ec1-9542-77dd7fe6d9e5,c5,c2,27,p2,?,surb={'id': 'a48019a5-23a5-477d-94f3-acf48c9ad960', 'route': ['p2', 'e6', 'i11', 'x2', 'p2', 'c5']}
1769453899.1787665,RECEIVED,4d5f1aba-0cba-4a84-831f-89f4239d1092,7750564d-0f25-4113-80a0-1c65ebb02c1b,c5,c2,26,p2,?,surb={'id': '0239d38f-1a19-428e-97df-70466d47b21f', 'route': ['p2', 'e6', 'i3', 'x10', 'p2', 'c5']}
1769453899.2277322,RECEIVED,3eb480c6-b972-4404-bb38-7fe782da0401,3a2e32dc-f1db-4082-96bd-2d85e0d006e1,c1,c2,27,p2,?,surb={'id': 'c89a1b43-cbb3-4edf-9d9d-5fc48fae11df', 'route': ['p2', 'e7', 'i2', 'x6', 'p1', 'c1']}
1769453899.2330804,SENT,0bdc9fa8-387e-48f1-8731-e4a3d38e8cf3,8007dec3-0053-4d74-ad4c-ef63ebca527c,c2,c4,3393,?,p2,
1769453899.2331874,CREATED,c1e7363c-4749-4b50-9f58-9a066f5c0914,26130af6-8e34-4136-9e97-bd4f91a18017,c2,c4,27,?,?,surb={'id': '52633fd3-2867-486f-9ad4-3213169545f7', 'route': ['p1', 'e10', 'i10', 'x9', 'p2', 'c2']}
1769453899.3864145,RECEIVED,dc7cc11b-c3aa-4ad9-8504-68001bddf5a2,5630362e-5d2f-45fc-bcdd-e5772b1afbb0,c1,c2,27,p2,?,surb={'id': '731baf7d-1ebf-47e7-9130-10a38fb108cc', 'route': ['p2', 'e7', 'i12', 'x9', 'p1', 'c1']}
1769453899.4154713,RECEIVED,35298f56-955d-438e-9198-774dcf636e13,250bcc4d-0153-4b3b-94dd-0f672e818bd3,c3,c2,27,p2,?,surb={'id': 'e5ec71b0-4aa1-4025-a841-9eacd37bf89a', 'route': ['p2', 'e10', 'i7', 'x10', 'p3', 'c3']}
1769453899.546491,SENT,119248ad-df42-47ae-b3c5-6d2c281def11,d649a0ac-8cc4-4a71-87eb-cf6efa4a8682,c2,c4,3383,?,p2,
1769453899.5465665,CREATED,aaad39d2-6505-4400-a948-f8f66fa1d144,862c4703-0154-4050-8d55-c2874e10fbd5,c2,c4,27,?,?,surb={'id': 'd270b679-8607-4c57-8086-d2dac055aaf1', 'route': ['p1', 'e4', 'i9', 'x1', 'p2', 'c2']}
1769453899.569564,RECEIVED,d66ce545-a25f-44bf-8b30-35b24fa4811d,456c6d04-0c7c-4b30-baa4-e2c43d333096,c3,c2,27,p2,?,surb={'id': 'be3c3bb5-c085-4533-9740-d392908a83e7', 'route': ['p2', 'e5', 'i12', 'x3', 'p3', 'c3']}
1769453899.7197375,SENT,1be823e0-9aae-446b-8991-62b0acdefb8d,c03936ac-342f-4c68-a83f-9e6d7c6d91a1,c2,c4,3407,?,p2,
1769453899.719813,CREATED,63020c3b-0c0d-4e4d-911d-2b146ac7322b,ccea372c-a859-4482-b0db-917d26046eba,c2,c4,27,?,?,surb={'id': '8f94c3bc-2d83-4239-b667-39a88f2455f3', 'route': ['p1', 'e10', 'i10', 'x9', 'p2', 'c2']}
1769453899.7241032,RECEIVED,13ee2ca4-9830-41ea-a935-7ab212855843,9cb85b10-5acd-4882-8dd5-43f01b0240e5,c5,c2,27,p2,?,surb={'id': '91d6fa8e-4fac-4ae1-ad7c-dd15023f9258', 'route': ['p2', 'e10', 'i9', 'x12', 'p2', 'c5']}
1769453899.7589872,SENT,8295d41c-73f7-45f7-a2a3-3406003f1489,085da772-96dc-4b45-9682-357c354043cc,c2,c4,3393,?,p2,
1769453899.7594833,CREATED,3fc7c018-af74-43cb-b6bc-e1297fd07c59,7f3d1614-292c-481a-a88c-aa600cade4e6,c2,c4,27,?,?,surb={'id': '94dd5497-c37b-4dc3-89b9-ff6e76e54d6a', 'route': ['p1', 'e7', 'i12', 'x6', 'p2', 'c2']}
1769453899.9985328,RECEIVED,72aafe64-9981-4a9e-9438-ef6d6dc0b175,003a3177-c902-4c95-a5c2-798c88454a2a,c1,c2,27,p2,?,surb={'id': '624137ba-9477-4fa4-a083-1b8c32fb3385', 'route': ['p2', 'e12', 'i4', 'x6', 'p1', 'c1']}
1769453900.1081865,RECEIVED,f210192d-fe9f-4106-8169-322d29e05c44,54b59209-cb75-48a8-924f-0220b70b6952,c3,c2,27,p2,?,surb={'id': '6d8244e7-1dd1-42dc-aaad-d795bca00f6c', 'route': ['p2', 'e12', 'i10', 'x4', 'p3', 'c3']}
1769453900.2185147,RECEIVED,8f0fadc7-e770-4e4d-8edb-00e95940edea,ec272703-9414-4941-9ee2-97a8c385e8e4,c1,c2,27,p2,?,surb={'id': '6fe01157-0180-4f2e-87a4-c9c701fd2cd0', 'route': ['p2', 'e8', 'i11', 'x10', 'p1', 'c1']}
1769453900.2414832,SENT,2533209b-cb4a-4967-8383-63730a0165da,13dce53f-5fb5-4bf5-b387-efbd73457b17,c2,c4,3376,?,p2,
1769453900.2416167,CREATED,f690acc9-1f28-40af-9ef1-106f083fd2d5,296c03f2-a223-4b6d-9975-9529a9bfd1e1,c2,c4,27,?,?,surb={'id': 'b6ebfd91-1390-4c92-868f-2426b32a5c7a', 'route': ['p1', 'e6', 'i7', 'x12', 'p2', 'c2']}
1769453900.2542028,RECEIVED,8014308f-f550-4025-bd5b-77b9f44f77ad,501e142c-2af5-4722-b86c-62f928b8c5e3,c1,c2,27,p2,?,surb={'id': '401d7425-1056-42af-8a13-e94d3833ba7a', 'route': ['p2', 'e10', 'i9', 'x11', 'p1', 'c1']}
1769453900.2781584,SENT,7d6280ce-1d38-44f9-8721-f0c652dad4c7,74c34642-7e53-4eef-b095-751451fc754f,c2,c4,3376,?,p2,
1769453900.2782924,CREATED,e2ef9149-6167-4cb1-8f12-e39304b56409,4c163c4d-5ef1-4d90-8fcb-6184fea8b521,c2,c4,27,?,?,surb={'id': 'f8a60700-529a-4197-82d5-baca13ee0138', 'route': ['p1', 'e2', 'i9', 'x5', 'p2', 'c2']}
1769453900.296472,SENT,a5b507c6-81ca-4940-b1ff-bc3f3fcd82e3,a2397e5f-1cfc-4a0e-beca-9d4e84b7fae5,c2,c4,3380,?,p2,
1769453900.296603,CREATED,59481571-b473-48df-87f5-fb3b1889c6e3,ec694b44-537f-4ffd-a1b4-36994c7ef81e,c2,c4,27,?,?,surb={'id': '7a2d50dd-b6ee-479f-838a-f9e2b5aa2ec4', 'route': ['p1', 'e8', 'i2', 'x4', 'p2', 'c2']}
