timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453749.0925543,SENT,5bd315cb-10a1-4da8-b2e1-7f5deb2ddb6c,02e25c0b-dd58-47f3-bb18-82198f020487,c1,c2,3392,?,p1,
1769453749.092715,CREATED,1901e35b-7cc0-4582-8d96-2dc9401a7ee2,0224350b-3777-47c4-ba44-24b140549830,c1,c2,27,?,?,surb={'id': '373c2b9c-fa85-4bed-b1f8-c4baabdf967d', 'route': ['p2', 'e11', 'i10', 'x12', 'p1', 'c1']}
1769454041.6902812,RECEIVED,5557ddd6-87e3-4056-8a6e-7efc1b9404b4,a943e8d9-aa7d-4dcc-a89f-f76566b93d55,c4,c1,27,p1,?,surb={'id': '8cb14777-0961-4c23-a5a3-9d46678ea18b', 'route': ['p1', 'e9', 'i11', 'x3', 'p1', 'c4']}
1769454041.8253007,SENT,355883e5-c570-4bfa-a673-8f187bd263b0,5f5bf9bf-dc4f-4fa4-b780-1b26620ad476,c1,c2,3391,?,p1,
1769454041.8254428,CREATED,2bb562c8-08d0-4251-84c2-dbb012a2601e,65fca40b-1f0b-4978-a20e-ffea9bb85502,c1,c2,27,?,?,surb={'id': '8b3ff5e6-ab70-4456-b5c1-845d760b2e1c', 'route': ['p2', 'e12', 'i4', 'x6', 'p1', 'c1']}
1769454042.1488795,SENT,8cd2dfed-01a1-40d5-9782-740eb3086106,12ed84b8-18f3-4bdd-aae4-7e850e68fdc9,c1,c2,3396,?,p1,
1769454042.1490264,CREATED,6dbd4f36-a905-4f13-a617-af6b414396f6,f12286e0-c377-4ba3-a922-a795d1a71b2c,c1,c2,27,?,?,surb={'id': 'e2cf9e24-7d4d-4890-8393-6a3d274e0a31', 'route': ['p2', 'e12', 'i2', 'x11', 'p1', 'c1']}
1769454042.2250211,SENT,07681f77-9943-4462-95bd-7a433fbc2ebc,b41de65a-19df-4ac7-802a-9470e2edadcc,c1,c2,3391,?,p1,
1769454042.2252297,CREATED,344f90b2-9a2b-4690-8c67-5cdf216a3cd3,249175ee-aae4-472b-92a4-3041cddbbc87,c1,c2,26,?,?,surb={'id': '6e09f6a3-e625-4212-88c1-1c350173e778', 'route': ['p2', 'e6', 'i7', 'x11', 'p1', 'c1']}
1769454042.8479524,SENT,b58b8473-87f3-47db-80e0-51a0f6b1b434,bee3ee89-b947-47f9-949d-efe1fd726c9c,c1,c2,3359,?,p1,
1769454042.8481615,CREATED,513bbc25-0609-4701-9932-3fecfe171625,0c0a1890-5447-4b92-adf3-af6066460236,c1,c2,27,?,?,surb={'id': '12ca21bf-5dd0-4c2f-b284-e2018ac8900f', 'route': ['p2', 'e4', 'i2', 'x3', 'p1', 'c1']}
1769454042.9783926,SENT,8762f7ca-57bc-4c53-9ac0-c03bbc0af919,da2c88a1-9061-4bb7-8f3d-07bf0fa0c283,c1,c2,3360,?,p1,
1769454042.978542,CREATED,7a897006-1339-4257-a7c1-fb0cfec405ab,e0388c25-0ef7-405e-b3c3-d70f8643b676,c1,c2,27,?,?,surb={'id': '91b63c8f-f4eb-40b6-b5bc-25c5288c862c', 'route': ['p2', 'e7', 'i5', 'x10', 'p1', 'c1']}
1769454043.055064,RECEIVED,04d8fefd-e0cd-419b-b8ed-37b4a81fe5d2,7c03987e-e19f-4295-a46d-9d22287bb874,c4,c1,27,p1,?,surb={'id': '107c42c5-0f60-4ffc-8faa-6fcc94a461cf', 'route': ['p1', 'e12', 'i2', 'x5', 'p1', 'c4']}
1769454043.2685473,SENT,d75b8ef5-cb09-4218-ae5a-118c66952797,e6c42911-1796-4475-9c75-38fed58683f2,c1,c2,3380,?,p1,
1769454043.2687755,CREATED,ec677750-a291-4c86-af3b-43c19ef354d8,53bda866-f3c9-4972-8a7a-2b72116913e2,c1,c2,27,?,?,surb={'id': '4f1f0570-867d-47b7-84de-9f2edbd1e21a', 'route': ['p2', 'e9', 'i10', 'x3', 'p1', 'c1']}
1769454043.4009469,SENT,7e4a0161-ddae-40ad-b927-07d51c35122c,7ee1892b-e075-405b-bc1b-96f61f1d32f4,c1,c2,3376,?,p1,
1769454043.4011018,CREATED,95eb8a2b-0e70-41fc-a22a-fa111856751a,929e9171-c4a9-4ca9-ae76-677ecb4f19ba,c1,c2,27,?,?,surb={'id': 'e6232e60-fc23-4e3c-9bca-e150c7bede3c', 'route': ['p2', 'e2', 'i8', 'x2', 'p1', 'c1']}
1769454043.4401336,RECEIVED,bdb3dd8c-f6cb-4f6c-b6b2-40dead3238fd,57dc5640-6e1d-4aa0-b5cf-26823ca21d4c,c4,c1,27,p1,?,surb={'id': '7b68ebd4-5e17-4857-a74f-d257559a509e', 'route': ['p1', 'e9', 'i9', 'x1', 'p1', 'c4']}
1769454043.7231848,RECEIVED,cf4a8291-ac43-4cae-9a9b-cb9815b83ca6,f6d6ba3c-8d50-4aa0-8157-3a7183cd628b,c4,c1,27,p1,?,surb={'id': 'aa70d3a6-b0c2-4b7d-b8de-03d1b7ffe1fd', 'route': ['p1', 'e8', 'i2', 'x1', 'p1', 'c4']}
1769454043.9683368,RECEIVED,5f0427ae-84ec-4be1-93be-2c43f78ec29f,1d0652e1-dacc-4538-a037-39ed889ec515,c4,c1,27,p1,?,surb={'id': '470e1aea-4ea5-4661-99cf-8713dce0e286', 'route': ['p1', 'e5', 'i7', 'x3', 'p1', 'c4']}
1769454044.109444,RECEIVED,d0b88bbc-d686-461c-a54f-94b767c3037f,8ec04373-7731-4355-87b9-f476aeafa5a9,c4,c1,27,p1,?,surb={'id': 'f82402d2-0cf6-4487-927f-12973be426d1', 'route': ['p1', 'e11', 'i12', 'x12', 'p1', 'c4']}
1769454044.6603122,RECEIVED,c0d0645f-ce2e-4d89-a22c-fec4fb89029a,6a05de7f-19a7-4345-8547-d371fbe7b54d,c4,c1,26,p1,?,surb={'id': '04e0ab09-c12e-4352-a79e-492c2e460262', 'route': ['p1', 'e8', 'i1', 'x4', 'p1', 'c4']}
1769454044.6657984,RECEIVED,96124832-fd9f-45de-a6ed-bdea95f7d077,e9d8d8be-0f98-4089-b30c-60b46f5b0f19,c4,c1,26,p1,?,surb={'id': 'd46e4afd-750c-465b-a684-fd9112bc7c51', 'route': ['p1', 'e8', 'i9', 'x2', 'p1', 'c4']}
1769454044.9840317,SENT,a74fba17-0f09-4b26-a124-0daff3903c06,1b97da35-839f-4e59-9d5c-f73087eef489,c1,c2,3361,?,p1,
1769454044.9841669,CREATED,395067ca-8fd4-4f81-95fe-68f9b2a6e06a,1355e77c-8d5b-4eab-84e1-0fa879103dbb,c1,c2,27,?,?,surb={'id': '7174d561-8fc7-4988-8297-c30872af53b3', 'route': ['p2', 'e8', 'i9', 'x4', 'p1', 'c1']}
1769454045.0869257,SENT,b3f4b563-bb00-4c2f-bc06-7819df1648e6,af0b7fb9-6332-4a42-b3ed-b36bd3a9e17b,c1,c2,3385,?,p1,
1769454045.087023,CREATED,77ecb80b-3aaf-4e82-a56c-d921d285a61d,a49ea7da-028a-4beb-ac54-73735d88d776,c1,c2,27,?,?,surb={'id': '25830dbc-2f81-4548-b66e-fdd78a4a0e6b', 'route': ['p2', 'e6', 'i6', 'x7', 'p1', 'c1']}
1769454045.158806,RECEIVED,f3c39144-3417-4c21-b099-e076a0f0e4e2,fac6b9fe-a1eb-49c6-b6b1-b921f047ad0c,c4,c1,27,p1,?,surb={'id': '406af3bf-728c-47cb-877f-da032db5e046', 'route': ['p1', 'e5', 'i5', 'x8', 'p1', 'c4']}
1769454045.2682314,SENT,4dc5dd67-22b3-4cab-bb8b-e3eb42f6ec6c,87afcce5-71be-4b25-8e5b-6d172360ae47,c1,c2,3379,?,p1,
1769454045.268371,CREATED,fe6ba0ef-cf43-47c0-9366-0cf1fb29176b,87f325af-2c39-4a7d-a611-c698fb4fed7c,c1,c2,27,?,?,surb={'id': '9f9d2306-d8d4-480c-bcd0-915498a09ffe', 'route': ['p2', 'e12', 'i9', 'x5', 'p1', 'c1']}
1769454045.3395195,RECEIVED,3b89c452-44e4-4897-aba3-0f30f469e3a6,a9704f3f-a942-4f40-83ad-d2fab34b57a2,c4,c1,25,p1,?,surb={'id': '7f30ac84-2b04-494a-8688-9224884ebc0e', 'route': ['p1', 'e9', 'i6', 'x11', 'p1', 'c4']}
1769454045.432245,RECEIVED,9b5eeee7-ecc2-43c3-91cf-4f43fd04318b,016aefc2-d9bd-4136-ab97-3493f83df01b,c4,c1,27,p1,?,surb={'id': 'f9dfe052-f019-4c31-a143-2420130c07f6', 'route': ['p1', 'e1', 'i5', 'x3', 'p1', 'c4']}
1769454045.4509401,RECEIVED,19e8fd91-3c76-417d-8040-e63146c160e5,8d85d092-d129-455e-bb75-97064c82768f,c4,c1,26,p1,?,surb={'id': '544137ad-2517-4125-be1d-8088f2466d8f', 'route': ['p1', 'e3', 'i3', 'x12', 'p1', 'c4']}
1769454045.631716,SENT,22e86bcd-589e-434f-bdbc-c8a7a8eed023,62b145ab-0c8f-4e5b-9de1-94fa45be50b1,c1,c2,3370,?,p1,
1769454045.631815,CREATED,767d19e8-1445-4328-a1a4-7c69116efa95,62fb1cf4-6734-442b-9487-cc1afaf245b0,c1,c2,27,?,?,surb={'id': '88e4b94a-bef7-4355-aa7c-1b2c7e7c4ef4', 'route': ['p2', 'e11', 'i7', 'x10', 'p1', 'c1']}
1769454045.7219996,SENT,8e5eef9c-6084-47ee-b765-aeb3b8e6ee7f,1651dcbc-3672-42ff-b32b-709713397d05,c1,c2,3380,?,p1,
1769454045.7221205,CREATED,2c026597-e0c5-4b51-b1a3-400228f7f576,2c63fcf7-af3c-40eb-9635-3d4e96a79a57,c1,c2,27,?,?,surb={'id': '7a02c516-660a-476b-83d5-9da1845a3207', 'route': ['p2', 'e3', 'i7', 'x9', 'p1', 'c1']}
1769454045.7509143,RECEIVED,defe81f3-a16e-4c3b-91d9-472a27de1bbe,1a2c5f07-2e24-4b1f-800b-28a0de2bc5b4,c4,c1,27,p1,?,surb={'id': 'd73efea7-0d48-4c0b-845f-c8422d8e2906', 'route': ['p1', 'e5', 'i7', 'x12', 'p1', 'c4']}
1769454045.9968438,SENT,d0303ae4-eede-4fcf-9b5e-a1e989d3c8e6,452eee56-ef18-431c-be32-a9b6ab11351a,c1,c2,3375,?,p1,
1769454045.9969435,CREATED,b3e9b28d-2e78-404d-8f2f-dcc64ebba113,0991a0e2-3789-476e-9d37-424108f35886,c1,c2,27,?,?,surb={'id': '94b61a65-0a51-490b-b313-7508dbc847cb', 'route': ['p2', 'e12', 'i1', 'x9', 'p1', 'c1']}
1769454046.0386899,RECEIVED,37b1a386-c6e9-4e0e-9329-fd8de36d36c0,fb298529-b1da-4315-bc05-cc1d14a592e6,c4,c1,27,p1,?,surb={'id': '7c05790b-a4b0-457f-8858-1c81d8571cde', 'route': ['p1', 'e3', 'i11', 'x11', 'p1', 'c4']}
1769454046.0903115,RECEIVED,4ac63104-d37f-4960-b1a2-207ccd951da4,8bfdef5f-eafb-43e7-be6a-1f5e8d09395b,c4,c1,27,p1,?,surb={'id': 'fac4d686-6117-43bd-aff8-b6ed5f4ae269', 'route': ['p1', 'e4', 'i11', 'x3', 'p1', 'c4']}
1769454046.2208672,RECEIVED,c3cb23b3-c382-4e16-8939-28d34f577d84,a6e59353-f483-45f3-8423-5d1acc906c51,c4,c1,26,p1,?,surb={'id': '0304527c-ec87-4b4d-892e-0e47e4feb21e', 'route': ['p1', 'e1', 'i6', 'x4', 'p1', 'c4']}
1769454046.3539488,SENT,1b220abb-dce3-4067-b53f-319f7aaa60ae,781e4b22-4779-4bd7-8c2c-a881bfd0a664,c1,c2,3355,?,p1,
1769454046.3541226,CREATED,aa5261c6-a064-4ac1-9299-75c2221369ca,5744bc9a-83f5-459c-926d-089c6e6be5d7,c1,c2,27,?,?,surb={'id': '939f57ec-8120-4dfd-8384-5768d975fe79', 'route': ['p2', 'e2', 'i3', 'x3', 'p1', 'c1']}
1769454046.374902,RECEIVED,8e63c144-0205-4d4a-9eb2-43449440c20d,d6b517a4-aec7-48e2-8bba-e746def5c252,c4,c1,27,p1,?,surb={'id': 'e4bfa582-5c7e-424b-9b45-959634ed9063', 'route': ['p1', 'e3', 'i11', 'x11', 'p1', 'c4']}
1769454046.5212867,SENT,0e1a94af-8111-4263-9d8d-fe81ffc7c338,20c2c6c8-bc4b-4d94-a31d-c9c96f6ad19e,c1,c2,3400,?,p1,
1769454046.5214202,CREATED,e8ebc265-983f-4e12-94df-f5300134daaf,30742fe3-bcae-44e9-bfe9-b2dc0c17dcdb,c1,c2,27,?,?,surb={'id': '5244f1e3-0b7e-450c-b78f-78b7bc52efc9', 'route': ['p2', 'e7', 'i5', 'x11', 'p1', 'c1']}
1769454046.9424946,SENT,9d233467-a021-404f-9eee-4c89a18a7b58,a2148b1b-3ee8-47d1-9686-307a37ea8370,c1,c2,3367,?,p1,
1769454046.9427855,RECEIVED,bfb1f9ee-d00b-4b4d-a285-4b0af0891821,43f6ed22-a2cf-4657-ad70-5280379329cc,c4,c1,27,p1,?,surb={'id': 'cf8fc7be-ac5e-40a1-ac47-4204d0054b82', 'route': ['p1', 'e10', 'i7', 'x1', 'p1', 'c4']}
1769454046.9429998,CREATED,a22d6813-8f2e-48df-9b1b-484e86154c7c,b5ab9b52-7391-41a9-b911-e839a4e9a568,c1,c2,27,?,?,surb={'id': 'd4c24fd1-1fe4-43cd-a108-d7de91ce66d8', 'route': ['p2', 'e5', 'i6', 'x4', 'p1', 'c1']}
1769454047.256468,SENT,747f6a19-1056-4cd2-a717-d43800e52501,f4636999-8f42-4c04-9021-2f94dcd820f2,c1,c2,3392,?,p1,
1769454047.2566116,CREATED,81fbaec2-4226-4875-9d63-92f46f02f7c4,6012ce65-24bd-4b61-9de2-ce7d0c639311,c1,c2,27,?,?,surb={'id': 'bcb1bb86-614d-4b6b-bc55-48421af7deac', 'route': ['p2', 'e1', 'i12', 'x4', 'p1', 'c1']}
1769454047.5205839,RECEIVED,cd1000ca-8066-428c-bdaf-b7afb38d1107,305634d3-de8d-4053-97a7-cd65edf89dbb,c4,c1,27,p1,?,surb={'id': '9e4b848d-71a5-4bd0-a4fb-fe95dce7cc25', 'route': ['p1', 'e12', 'i1', 'x2', 'p1', 'c4']}
1769454047.5533495,RECEIVED,7d8890f1-8f0b-48c9-82f7-51f8cd5ded80,7c566459-8ce5-4d68-ad4e-a5b69c685b11,c4,c1,27,p1,?,surb={'id': 'ef017249-155f-4309-ba11-499ec4728876', 'route': ['p1', 'e3', 'i10', 'x3', 'p1', 'c4']}
1769454047.5811188,RECEIVED,5c8d817c-fe9b-45be-960b-94c7e1f16503,61dd170f-6366-40dd-bf80-dda29fdadd10,c4,c1,27,p1,?,surb={'id': 'a86bbe16-cdff-429a-b4c9-dc78d12125aa', 'route': ['p1', 'e12', 'i3', 'x6', 'p1', 'c4']}
1769454047.6037931,SENT,dcc026f4-fe91-4154-95fe-32c05a767663,a017319f-a0fc-472d-aec6-d6ddbd575d10,c1,c2,3384,?,p1,
1769454047.603854,CREATED,1e6b72cd-d980-4396-8056-a3276fda2013,5498505e-2d64-4010-b96d-c0e727460bcf,c1,c2,27,?,?,surb={'id': '48aecb7d-58cf-4128-87a2-8f77f9c85e02', 'route': ['p2', 'e6', 'i6', 'x4', 'p1', 'c1']}
1769454047.6823652,RECEIVED,5b61da21-e7c1-48be-80ef-442a3e78bb9b,c0d021e7-e8d1-49ba-b27d-5b71e1a5ae37,c4,c1,26,p1,?,surb={'id': 'd58f9d55-9dc4-4957-9ebc-b89c62b7bf80', 'route': ['p1', 'e6', 'i9', 'x1', 'p1', 'c4']}
1769454047.8177528,SENT,2e8a5c8e-c2da-4e27-b724-45517e6dfc48,e2b74299-be4b-452f-8cbc-938bc832b6bd,c1,c2,3391,?,p1,
1769454047.8178122,CREATED,1ea2553c-7c13-44b6-bcd5-0410c6d71071,7cb74495-af5a-4265-9e59-4756fd8c5abe,c1,c2,27,?,?,surb={'id': 'a99757e2-8c90-48d7-a186-76efd57e557d', 'route': ['p2', 'e8', 'i11', 'x1', 'p1', 'c1']}
1769454048.0947275,RECEIVED,c0c6a5ec-9dad-4de2-905e-4565914e67dc,28355eea-ae57-42e9-9f40-c1953819dd90,c4,c1,27,p1,?,surb={'id': 'ed6c0995-9bf5-4e91-ada0-04b01dbb6f93', 'route': ['p1', 'e12', 'i1', 'x6', 'p1', 'c4']}
1769454048.1274066,SENT,d5b501c1-d740-4b25-8b02-b76ff2a176b7,a4dd07dd-7a99-4f7a-886e-6d60c3c9e80b,c1,c2,3380,?,p1,
1769454048.127507,CREATED,c73a54c7-eed1-4cd0-9360-8579e323e426,46be2b3c-e4a2-4336-b57f-c24b3cf234c0,c1,c2,27,?,?,surb={'id': '41544fa3-549b-4e51-bbf7-bdcdff928dcc', 'route': ['p2', 'e7', 'i3', 'x6', 'p1', 'c1']}
1769454048.1550267,SENT,52e9c9ab-867a-4d91-9a04-3e7cebe2c9ae,44d33214-3b0e-40b5-9c1d-9fcc01201466,c1,c2,3359,?,p1,
1769454048.1551592,CREATED,119e8903-5938-4210-82ae-f958e6b02747,edbfc900-547a-4e48-bd16-adcfbe028752,c1,c2,26,?,?,surb={'id': 'db9e1086-404a-4af9-86da-6419597118fa', 'route': ['p2', 'e4', 'i7', 'x3', 'p1', 'c1']}
1769454048.5507202,RECEIVED,b8e8ae2e-78eb-4ce7-acdb-285327c15f9d,8c4334fe-330e-4e8e-b102-cd50b409d4b2,c4,c1,27,p1,?,surb={'id': '40ad9e53-c29e-4311-8c9a-13853b198134', 'route': ['p1', 'e9', 'i8', 'x5', 'p1', 'c4']}
1769454048.7503004,SENT,1d0d0eef-1c01-40d0-ad39-1fee3a92a417,3c921ad6-7f9e-44b0-afd6-d4007c0c6b9a,c1,c2,3384,?,p1,
1769454048.750376,CREATED,1dac9863-4e10-48c6-94d7-9e087e4b9fdb,52b953b6-925f-440b-bea7-d59670e9d658,c1,c2,27,?,?,surb={'id': '091e0bc8-a369-48ac-847b-38700a2337b1', 'route': ['p2', 'e5', 'i3', 'x2', 'p1', 'c1']}
1769454048.8751178,RECEIVED,d15610ea-9fd1-4d76-94bc-eed0a21c6bca,9fe379da-893f-4265-ab93-b903568212be,c4,c1,27,p1,?,surb={'id': 'f284df09-6eab-4adc-96fb-bf3559f97c5c', 'route': ['p1', 'e9', 'i4', 'x11', 'p1', 'c4']}
1769454048.879662,RECEIVED,4f467a0c-6472-4837-8e23-b7a917fe5ac9,9612c1c4-3dd5-4296-9d34-71f160d3d3f8,c4,c1,27,p1,?,surb={'id': '0f5f5f38-a1f6-42f6-9918-a663b5073171', 'route': ['p1', 'e2', 'i2', 'x5', 'p1', 'c4']}
1769454049.2187514,SENT,25b84593-833c-4587-9951-d7263de3d0d1,f808eefe-1f9f-4b09-87d2-7cde1584a82e,c1,c2,3387,?,p1,
1769454049.2188718,CREATED,c289f6d8-4136-47ca-a25a-6611810cf21e,a0713521-824c-47c3-8cc9-9a590ad98acb,c1,c2,27,?,?,surb={'id': '601ed61c-34d0-441d-8ab2-442897332d35', 'route': ['p2', 'e2', 'i9', 'x8', 'p1', 'c1']}
1769454049.2635117,SENT,7df1711b-e0b1-4460-b95a-c16fbd29a3a0,8d99f703-8898-465d-93d7-4101bb6690a1,c1,c2,3359,?,p1,
1769454049.2636507,CREATED,5c22139a-4e56-49e4-a4bf-8c2347ebdebc,4126782c-775a-45f5-bea7-82fb05d946d5,c1,c2,27,?,?,surb={'id': 'd829b061-518c-4665-9fb6-76304ff8efeb', 'route': ['p2', 'e8', 'i8', 'x3', 'p1', 'c1']}
1769454049.3561978,SENT,83870ddf-0ef0-4023-b74a-983abeb5f581,4b69e2eb-8e28-4d82-93cc-28b36f017427,c1,c2,3391,?,p1,
1769454049.3562949,CREATED,a7b66ea5-4619-4e8c-8e5c-8a3332f58657,d282f27a-7b73-425e-a663-206c9892924f,c1,c2,27,?,?,surb={'id': 'bd2d72d1-d9d3-41e8-9a13-727ba7a14339', 'route': ['p2', 'e9', 'i4', 'x12', 'p1', 'c1']}
1769454049.3803463,SENT,f4f54770-d984-427f-9bcd-ca462229ae07,07312d1e-21ab-45e1-a692-5c6ee2801811,c1,c2,3379,?,p1,
1769454049.380579,CREATED,f3ed9422-5721-481f-8ab9-bd3f87a0023e,82a809ed-9d08-404f-b7c6-e51e5fa8ec8b,c1,c2,26,?,?,surb={'id': '27951439-4cd4-483f-8b25-ea35624a8576', 'route': ['p2', 'e4', 'i7', 'x11', 'p1', 'c1']}
1769454049.395271,RECEIVED,42bc3db6-9414-4f29-8b76-69be1fde090a,729e2ffe-a452-456d-81d0-11d96d96d474,c4,c1,26,p1,?,surb={'id': '8b0d96ce-a360-4551-bd91-5ab18a7da88d', 'route': ['p1', 'e11', 'i4', 'x8', 'p1', 'c4']}
1769454049.558997,SENT,530367c8-42cf-41a6-ad15-dd6c3f9b3b69,f97383ca-b746-4a25-bc59-ac2087c4d359,c1,c2,3381,?,p1,
1769454049.55917,CREATED,45bba26c-b764-48db-aee4-663eda9cc4e7,90e54592-d8b0-4559-a4e9-74f76cf6bb29,c1,c2,27,?,?,surb={'id': 'a9b0db06-3a49-41c9-b958-ee223d715166', 'route': ['p2', 'e1', 'i7', 'x12', 'p1', 'c1']}
1769454049.7115564,RECEIVED,e9c9781e-1184-4705-b8f0-050abfd6dbc0,32c02ae0-82b2-49aa-9439-dc28b5af80d6,c4,c1,26,p1,?,surb={'id': '2ba685e8-5573-4892-907a-15274a7fcd62', 'route': ['p1', 'e2', 'i7', 'x6', 'p1', 'c4']}
1769454049.8480666,SENT,5126097d-3187-4ef1-a234-0a0e254e6250,71d90c27-0ea9-45ce-8fa5-dff2bb7a9f5e,c1,c2,3378,?,p1,
1769454049.8481672,CREATED,60b55a7f-627f-4f0f-bc3f-2589f60ab16e,62057cdb-a565-4a34-8335-46b57a67977d,c1,c2,27,?,?,surb={'id': '2781a741-ef65-42a5-bf47-3fbddd3cefe6', 'route': ['p2', 'e4', 'i11', 'x9', 'p1', 'c1']}
1769454049.918674,RECEIVED,9ad9c4b4-fd62-4f95-b6ae-e4542e472003,7d3a0bd5-a002-4213-bc0a-6daf0ce06e01,c4,c1,26,p1,?,surb={'id': '5c930a2d-e093-4991-82d1-bdf368390522', 'route': ['p1', 'e10', 'i3', 'x6', 'p1', 'c4']}
1769454050.3949516,SENT,84fc8b65-0630-4cd8-998e-dbe79a8b7358,a33f22b1-3353-487a-aefc-c7b8b954b387,c1,c2,3373,?,p1,
1769454050.3951511,CREATED,1b4a80e9-1e7c-49af-9f00-6de11e03dc34,20ebe0bf-ea99-4f90-871f-ad7ff23fb061,c1,c2,26,?,?,surb={'id': 'fbf7726e-c23c-4d48-a9a1-df5dbceb3c88', 'route': ['p2', 'e3', 'i9', 'x12', 'p1', 'c1']}
1769454050.605551,RECEIVED,6bca6fae-01ea-4ba3-a8bd-792dd49fecad,772b9b5c-ea53-432d-80ab-abc64fa500d3,c4,c1,27,p1,?,surb={'id': '061e50ca-a90d-47f8-9b62-569ff3364462', 'route': ['p1', 'e1', 'i3', 'x4', 'p1', 'c4']}
1769454050.8291957,RECEIVED,337b3545-7bcf-4bd7-bdd4-b81f3d417821,5f536687-42a9-4ea9-b55b-e4aba2fcf483,c4,c1,26,p1,?,surb={'id': '9520a648-ee55-4a6b-b952-154285f32911', 'route': ['p1', 'e12', 'i4', 'x8', 'p1', 'c4']}
1769454050.87771,RECEIVED,994ac2c4-14a4-4779-8095-4299278456e1,b0b33782-0c62-4a0f-8b52-7f95e9a28a99,c4,c1,26,p1,?,surb={'id': '16f7c141-2fe8-4c9e-9359-79f165d80cc3', 'route': ['p1', 'e1', 'i2', 'x8', 'p1', 'c4']}
1769454051.1025305,RECEIVED,568659e7-a407-450c-b423-67103ce6e503,6808b687-31b8-4ce7-bde1-f699d6f10458,c4,c1,27,p1,?,surb={'id': 'caeecf42-c5b2-4de2-9f36-df4077bf6f43', 'route': ['p1', 'e5', 'i5', 'x9', 'p1', 'c4']}
1769454051.1085203,RECEIVED,838df7c1-5b51-4179-a6f6-d5934a4593f5,f8cb7a32-e83e-4b0c-a79f-527090fbfa88,c4,c1,27,p1,?,surb={'id': '5dd43516-30f6-4baa-82eb-362ce45204ce', 'route': ['p1', 'e8', 'i6', 'x4', 'p1', 'c4']}
1769454051.2111886,SENT,c868e5d6-4d66-42ca-bdcd-0158d2646384,5754a877-5f31-4947-ad25-1c02400b7f54,c1,c2,3363,?,p1,
1769454051.2112648,CREATED,bc9d4c0d-6520-4c55-89c6-3806e895068d,e913db60-9ceb-4f20-8807-de076872dfdd,c1,c2,27,?,?,surb={'id': 'eb0bbc52-4f41-46a8-bace-b8a948b7c6a3', 'route': ['p2', 'e3', 'i7', 'x6', 'p1', 'c1']}
1769454051.2370043,RECEIVED,710f88fb-6688-4fdd-92ed-85a03ef7f0ea,dadff14c-0a55-4bb0-927f-fbdffbcec9e4,c4,c1,27,p1,?,surb={'id': 'beba01c4-ad26-4a37-bf5f-41e9fa93163a', 'route': ['p1', 'e4', 'i7', 'x10', 'p1', 'c4']}
1769454051.336967,RECEIVED,0c426d82-2a71-47b8-bfa6-b24e9ce17e92,691c4cca-a763-4c25-b3a5-9cae30c117e3,c4,c1,27,p1,?,surb={'id': 'f491f1e5-f8b9-4dcb-aa3d-64b4265c386f', 'route': ['p1', 'e2', 'i9', 'x12', 'p1', 'c4']}
1769454051.3414483,SENT,a88570f1-4181-4a53-bfb9-7d7fbcf26d02,502a6580-abee-43c1-8c1c-8fd3303aed16,c1,c2,3375,?,p1,
1769454051.341526,CREATED,26b12726-31b3-4741-af2b-a9e97f3ecac1,0a160149-4975-4203-9f27-e0a5c0824055,c1,c2,26,?,?,surb={'id': 'acf1bf9c-d2cd-4962-b735-9a34ccf0ccc0', 'route': ['p2', 'e11', 'i11', 'x5', 'p1', 'c1']}
1769454052.04927,SENT,19ed8adf-9b5c-4b94-9649-e388c4eac4a2,17a87bee-29d5-405d-9765-1e84d4d837e3,c1,c2,3375,?,p1,
1769454052.0493677,CREATED,46531594-d784-4b7a-bc5f-6571bbd5191a,16f97407-9be3-41b2-a92a-ce3c12732080,c1,c2,26,?,?,surb={'id': 'da8ccd54-eda9-4e01-b3e3-76082a579bb1', 'route': ['p2', 'e12', 'i4', 'x6', 'p1', 'c1']}
1769454052.0904503,SENT,83a17bc1-37d2-4b3d-9bd2-14203c15f28e,99105054-ee93-4ef1-a988-1b93a30120e4,c1,c2,3383,?,p1,
1769454052.090551,CREATED,3637ddab-64ec-4d71-9e37-09f5b61840e8,75df2d0b-b93e-48d2-a5e0-8c398c206118,c1,c2,26,?,?,surb={'id': 'eb0578c9-334b-49c0-bfd9-4efe0c7929dd', 'route': ['p2', 'e11', 'i11', 'x10', 'p1', 'c1']}
1769454052.6653717,RECEIVED,13decccb-68a2-4104-8766-b93357f9358e,125fbd66-2c20-4ec3-8b35-c92d44e1d96b,c4,c1,27,p1,?,surb={'id': 'd3e21c5b-e6fb-416f-b269-7bbb5f3e5cb1', 'route': ['p1', 'e3', 'i1', 'x1', 'p1', 'c4']}
1769454052.7067423,RECEIVED,38af663f-62bd-47bb-a447-660b98ddebb8,8ec22925-2a3f-4c39-8539-18adcb26ad7d,c4,c1,27,p1,?,surb={'id': 'c36efe34-6a73-4de9-9822-e3d945269a2a', 'route': ['p1', 'e11', 'i3', 'x1', 'p1', 'c4']}
1769454052.7356858,RECEIVED,efc8f5dc-88a0-4eb7-acb5-08b3ba0eab7d,c92bd344-a687-4796-b6a0-d4df88f6d97e,c4,c1,26,p1,?,surb={'id': '08e47890-f1a1-4428-b901-d281c33b128f', 'route': ['p1', 'e7', 'i5', 'x11', 'p1', 'c4']}
