timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769394434.6187432,SENT,2f5638c8-dc7f-4655-9b72-25a3ed268479,9e4b54d4-bb6f-4b72-8117-a5b2ccafeec6,c4,c2,3377,?,p1,
1769394434.6188924,CREATED,7db90891-11c9-4010-a23e-9a0442d327ed,981bfb14-79fe-4896-af8d-9b2e0d9e74de,c4,c2,27,?,?,surb={'id': '004f0ca1-1f11-4fde-8e15-265449055943', 'route': ['p2', 'e7', 'i6', 'x8', 'p1', 'c4']}
1769394434.6487834,RECEIVED,6522ee9b-c21d-4543-8085-b31d36214e27,9e8989b1-fa6c-41a4-a03f-710c026066de,c5,c4,27,p1,?,surb={'id': '4816135b-4326-46cb-ae1c-8e4569825085', 'route': ['p1', 'e10', 'i12', 'x12', 'p2', 'c5']}
1769394434.6707077,RECEIVED,7555cafc-b889-4d49-b2b4-4f9bd8b6b907,c9b3ed1d-da16-4413-b2c2-fdbddc02d750,c5,c4,27,p1,?,surb={'id': '7dd55d47-b4b1-4c0c-88ec-f2f5cd258cfe', 'route': ['p1', 'e3', 'i4', 'x1', 'p2', 'c5']}
1769394434.718599,SENT,623e817c-16da-4141-94cb-199387dc7e4e,e3a440f3-f42e-4fcd-96c4-542cf97fb2e0,c4,c2,3379,?,p1,
1769394434.7187514,CREATED,21728093-a4dc-430c-b662-793cc746e8d2,6b4505b9-ed86-4264-8e89-5298e149b060,c4,c2,27,?,?,surb={'id': 'ef22810d-2b5c-4251-b8d0-4490815e700e', 'route': ['p2', 'e4', 'i9', 'x5', 'p1', 'c4']}
1769394434.9652157,SENT,53880082-607e-4bdc-b529-3a8c8b18e3e0,79f34934-53af-4977-8486-90ed0e74e295,c4,c2,3383,?,p1,
1769394434.9653707,CREATED,a36b6ab7-bd82-454c-94bc-5375758e026c,aa58e9b9-5f80-40cb-9aa0-dae55f5958d5,c4,c2,26,?,?,surb={'id': '8170cc4d-4f05-416a-b144-4548653ada09', 'route': ['p2', 'e7', 'i3', 'x8', 'p1', 'c4']}
1769394435.0633104,RECEIVED,8b5ee797-ffc4-4687-89a8-185cb37705ed,af5e39f4-2df3-4f81-95f2-c23327024f06,c5,c4,27,p1,?,surb={'id': 'b22ce6ef-2381-401c-ad7e-0c26c5b45de8', 'route': ['p1', 'e3', 'i11', 'x2', 'p2', 'c5']}
1769394435.1255057,SENT,07217f3b-14a6-454a-b47e-a40a78dd04d0,7c6fc0b0-21e7-4eb1-aa5b-eb7e1a9283b1,c4,c2,3378,?,p1,
1769394435.125653,CREATED,ab5abb05-87d7-4dda-9461-dbc1c957d55a,b3facda2-1024-40a5-8153-4273a05ca419,c4,c2,27,?,?,surb={'id': '065dd7e6-8490-4608-bb2c-5abaf8a0e4c1', 'route': ['p2', 'e1', 'i10', 'x6', 'p1', 'c4']}
1769394435.2833037,SENT,b4712116-2539-4ae8-bc72-8c73201ec283,c2199af8-514c-45c6-b691-59ace6a56b12,c4,c2,3387,?,p1,
1769394435.2834558,CREATED,0f50637f-9ef8-4c0e-9d57-33c074f384be,10c57d99-9b76-440a-9ecd-a56fa2677cae,c4,c2,27,?,?,surb={'id': 'b1569449-ed0c-414f-81de-072827bc804f', 'route': ['p2', 'e5', 'i3', 'x6', 'p1', 'c4']}
1769394435.4156282,RECEIVED,3a128495-e723-4017-9525-8703c05dd221,c1e897f6-23c5-4c7f-b391-cf2449917325,c5,c4,26,p1,?,surb={'id': '1ff71138-0454-4c59-ab98-6d6215b4ea70', 'route': ['p1', 'e3', 'i12', 'x2', 'p2', 'c5']}
1769394435.7957058,SENT,43897417-3c3d-480a-b10a-3a4d13749c75,3e0b4bef-38be-4be3-b3ab-5da4980dcb4c,c4,c2,3395,?,p1,
1769394435.795854,CREATED,dfd37115-4ae1-43fe-8b5d-af8c2a53fcc4,f03c8f90-8e47-4977-92da-1f49c8d96233,c4,c2,27,?,?,surb={'id': '2a78871b-7462-4c72-ba59-41a792242920', 'route': ['p2', 'e7', 'i10', 'x9', 'p1', 'c4']}
1769394436.202286,RECEIVED,521b680e-495b-493c-a040-7cf67fb02078,dcbbe083-d550-4340-af8b-a6760aadc4f6,c5,c4,26,p1,?,surb={'id': '6dfaf6a5-dd07-47ac-ac43-b8ad56ab8a24', 'route': ['p1', 'e8', 'i11', 'x4', 'p2', 'c5']}
1769394436.7343369,SENT,191466ea-eb6f-409d-9f6c-8a25eac7c5ce,cdd92ece-353f-48ad-a84d-2f2483eaee6a,c4,c2,3379,?,p1,
1769394436.7344282,CREATED,ffc5e60e-79c3-4cd3-8e33-8de704ae9e0f,a57461fa-90ab-4ca4-8536-50a74c50c1a7,c4,c2,27,?,?,surb={'id': '3bf9ee62-7b8c-4885-b366-59d2955b51b7', 'route': ['p2', 'e2', 'i9', 'x7', 'p1', 'c4']}
1769394436.753767,RECEIVED,e25a84d7-96e5-49c9-965f-73254c23dd2b,532c8094-de23-4413-9c3a-4bd8cc6b13e6,c5,c4,25,p1,?,surb={'id': 'b59a559f-2e23-49e3-8c66-752d42f1b926', 'route': ['p1', 'e9', 'i1', 'x6', 'p2', 'c5']}
1769394436.895536,SENT,ed51a6ac-5199-4605-93a2-b28ccf0021ba,e9a2b1c8-a87e-4888-b388-bf02b7425a3d,c4,c2,3368,?,p1,
1769394436.8956876,CREATED,01993fb4-a260-4339-9230-2c4e9c739648,97d56a8d-aa9f-4930-a5c4-68f78cf06696,c4,c2,26,?,?,surb={'id': 'a40cf7ed-c365-4670-9953-de3c39cf7a47', 'route': ['p2', 'e3', 'i8', 'x10', 'p1', 'c4']}
1769394437.040006,SENT,103c8f1b-7480-4407-8a15-eac6d01524a8,4a7c2f0b-553c-4609-ad91-00514348309f,c4,c2,3375,?,p1,
1769394437.0401967,CREATED,68afc1ef-8722-43c6-8a19-021afecdf000,78c0a499-b326-4d7c-a9a0-e2bf9338e623,c4,c2,27,?,?,surb={'id': 'c80ec0f8-6fb5-4350-985b-464fd475b3f9', 'route': ['p2', 'e9', 'i1', 'x2', 'p1', 'c4']}
1769394437.248242,SENT,f254024e-1e4b-4b61-8e20-039d3cf3fb0b,1d4d3893-c5fc-41cf-a95b-37742686c76a,c4,c2,3384,?,p1,
1769394437.2483933,CREATED,8bb50513-4422-4128-95c9-6de2fafd6198,68dac8d6-586b-4f69-bb7c-5916794f8f8a,c4,c2,27,?,?,surb={'id': 'e0c0941c-1935-4145-8f3c-b870b0763a51', 'route': ['p2', 'e12', 'i1', 'x11', 'p1', 'c4']}
1769394437.329373,RECEIVED,26cb50a6-6537-4166-88af-111abf85cb73,a18b9b1d-8c3e-4b6e-b465-0eabdbf58978,c5,c4,26,p1,?,surb={'id': '8fa974c3-3c7f-499e-b6e4-c96c487176eb', 'route': ['p1', 'e4', 'i7', 'x12', 'p2', 'c5']}
1769394437.3435116,RECEIVED,a99400f2-25e7-4fe5-9544-c42be2ca1ef6,7a7e1d8c-cf02-45ae-a2ab-d7bf005bb45b,c5,c4,27,p1,?,surb={'id': '925331c6-cf3e-490e-b7fe-533cf72112df', 'route': ['p1', 'e12', 'i10', 'x7', 'p2', 'c5']}
1769394437.4223127,SENT,bd3070aa-140c-4a3d-92b4-5b52cea839c0,a10d5330-2bb3-4ffa-bfbd-148a961a64bf,c4,c2,3388,?,p1,
1769394437.422458,CREATED,a38edb96-527b-49ee-9973-40ac846332cb,9dfcb6d7-ad0a-4933-b159-323e3e8791d0,c4,c2,27,?,?,surb={'id': '71ae0b59-0a21-4a5f-8be4-c1489e8bc763', 'route': ['p2', 'e12', 'i10', 'x7', 'p1', 'c4']}
1769394437.6963854,SENT,731267a0-6fbb-4c96-b829-32ab8c4a35b2,d3a4bcf7-b255-4b5b-8dbc-13b5b402ebc7,c4,c2,3375,?,p1,
1769394437.6965342,CREATED,62ec9b84-a00c-4c78-9d6c-dd3906960865,25bdbf48-e397-47c7-8363-7fd250da6c44,c4,c2,27,?,?,surb={'id': 'ff6c4f20-4440-4eed-8f36-51981227cd34', 'route': ['p2', 'e1', 'i6', 'x5', 'p1', 'c4']}
1769394437.7275903,SENT,308fab12-3277-4c94-8470-ae6d2ecbf57b,93c8ca05-de81-4a9e-a417-2b1ed5c7c2e3,c4,c2,3396,?,p1,
1769394437.7277381,CREATED,2c950404-d13a-4524-979b-942d8d228a13,0e8f397d-0d02-48e1-a731-f557a7dd9b04,c4,c2,27,?,?,surb={'id': '44c933a5-1488-4822-a834-37db64fbe2dc', 'route': ['p2', 'e12', 'i10', 'x4', 'p1', 'c4']}
1769394438.0051186,RECEIVED,a6eca085-0d1a-4f39-b41c-46dc68da3591,84a28acf-040d-45a1-bc0e-bfb36850ae0e,c5,c4,27,p1,?,surb={'id': 'a4d023d2-f725-40d9-988b-7d7ef44a5869', 'route': ['p1', 'e9', 'i11', 'x7', 'p2', 'c5']}
1769394438.0825675,RECEIVED,968aea27-7727-40a2-a800-4b63993f5c5e,bea8aec6-539b-4b76-97b9-831b24adb7ff,c5,c4,26,p1,?,surb={'id': '7f5d1e28-ae46-475c-9243-e959a0afb36e', 'route': ['p1', 'e5', 'i2', 'x9', 'p2', 'c5']}
1769394438.1998205,RECEIVED,73d4f800-1c68-4c96-8426-6905acc085d0,e24881d5-92a8-4c17-a0f5-89e425c9f801,c5,c4,26,p1,?,surb={'id': 'ab517e5d-0c9e-4476-b31c-fce9536951c6', 'route': ['p1', 'e1', 'i10', 'x6', 'p2', 'c5']}
1769394438.759745,RECEIVED,1d21b1cb-cbd2-4d3d-9a00-f924fb666e57,410f39f4-f7b8-4d2d-86dc-2101d1683441,c5,c4,27,p1,?,surb={'id': 'f5af8c18-b96f-49c4-8355-b00e9943123c', 'route': ['p1', 'e1', 'i2', 'x5', 'p2', 'c5']}
1769394438.9949682,SENT,1a85e3d6-9bcc-4b7f-8af3-d97e058c9879,060d05e5-d815-4867-97db-83895466a573,c4,c2,3397,?,p1,
1769394438.9950426,CREATED,38491072-0b92-4a49-97df-a307a1432ea7,655cd498-d50e-468e-b4f7-5e3e3b409b6f,c4,c2,26,?,?,surb={'id': 'b7a68c01-a105-4bba-b525-347d5c0630c6', 'route': ['p2', 'e9', 'i5', 'x11', 'p1', 'c4']}
1769394439.0955708,SENT,e2b3c2d8-464b-4546-bc51-01227e9d772b,940b87e5-8a45-4caf-bc3e-e7cc8a3e853c,c4,c2,3396,?,p1,
1769394439.095679,CREATED,66265e6a-2f70-40dd-b105-640800620c2c,9314f3e6-7e8e-4e35-b0b5-1e74b15192b6,c4,c2,27,?,?,surb={'id': '3f3b36a8-c602-43e4-b21b-cfa516bcfccc', 'route': ['p2', 'e8', 'i2', 'x11', 'p1', 'c4']}
1769394439.2771313,SENT,45d58b84-6446-462a-b93b-3fc33fc6889f,5475e2d0-07da-493a-9dd2-2e90f73cbcd2,c4,c2,3372,?,p1,
1769394439.2772803,CREATED,a8e5ca3a-eaa8-48a0-a255-22a20cb67d88,49ba2f44-8814-4e1f-8bf6-6391fcb95f4a,c4,c2,26,?,?,surb={'id': '71e8c870-65e4-4141-b14d-aa6a1812f1ac', 'route': ['p2', 'e12', 'i3', 'x6', 'p1', 'c4']}
1769394439.7042942,RECEIVED,bd70aa42-e9cb-430e-9839-9fba51c1f7ec,a3216eb7-e66d-4892-b2a0-40240d3fdd44,c5,c4,27,p1,?,surb={'id': '03ccd10c-e058-485b-b3af-2a2b088a917f', 'route': ['p1', 'e11', 'i8', 'x11', 'p2', 'c5']}
1769394439.810429,RECEIVED,06f64961-7513-4581-979a-b2363c179e4a,a3ecab66-3fcc-45a4-9bc1-a9f945958485,c5,c4,27,p1,?,surb={'id': 'c48b8fb3-fbd5-411d-bfe7-3bd676e5aeae', 'route': ['p1', 'e7', 'i4', 'x4', 'p2', 'c5']}
1769394439.8872702,RECEIVED,350db344-078d-4351-8f74-0d8dde691bb4,581d8f3f-a23d-4fc6-a857-57af4c5bc66e,c5,c4,27,p1,?,surb={'id': 'aa68a8dd-df23-4360-b6fe-d1fc88a408d1', 'route': ['p1', 'e6', 'i3', 'x4', 'p2', 'c5']}
1769394439.9643118,RECEIVED,3a7ab8c8-32eb-4e21-9821-a7e637c118e9,519567af-66b6-4cf9-b542-936a76fe1b36,c5,c4,27,p1,?,surb={'id': 'b38e235c-3038-4f22-b717-ef85469c21d8', 'route': ['p1', 'e7', 'i10', 'x2', 'p2', 'c5']}
1769394439.9719226,SENT,9d3b8415-0b11-465f-80de-58df79929c18,8db96131-8ea6-4652-8e02-43893cd3b640,c4,c2,3359,?,p1,
1769394439.972096,CREATED,1e9e49cd-06b5-4b92-876f-f45ca5daec0a,7f1a83bb-6911-4cd5-ab44-4f255cd11687,c4,c2,27,?,?,surb={'id': '34a880c7-efb8-43d4-a433-997cfd191ab5', 'route': ['p2', 'e4', 'i8', 'x9', 'p1', 'c4']}
1769394440.191715,SENT,08ef7a21-b1d3-497b-b5a0-c43c5b15170c,037f0068-6faf-4b80-986f-9f0de7696035,c4,c2,3376,?,p1,
1769394440.1918855,CREATED,09091597-9d45-4a2c-bec8-fba9b18aa26e,43be307b-97ec-4019-aa50-94a28d30afd7,c4,c2,27,?,?,surb={'id': 'e423cc73-cbea-4d6b-8eea-5912856d94ef', 'route': ['p2', 'e5', 'i8', 'x6', 'p1', 'c4']}
1769394440.2704692,SENT,dec6742f-e9d4-4b2f-ad14-f70f6e856895,5cf9e487-a9ee-4944-9c32-14136511b84e,c4,c2,3370,?,p1,
1769394440.270615,CREATED,f7a8ba09-cbe7-419f-af94-f31ec288c6d2,fff47dd1-b5b4-4f34-8f95-097e95e27f24,c4,c2,27,?,?,surb={'id': 'e602021c-8c4d-49b5-acd0-8f9a62dfbdc1', 'route': ['p2', 'e9', 'i11', 'x2', 'p1', 'c4']}
1769394440.3075387,RECEIVED,0d111831-0566-43b9-8e65-c39e6813d315,12ecbed4-7621-4ca2-b306-373d3add4b1b,c5,c4,27,p1,?,surb={'id': '965696fc-eb58-43fb-9cda-b3d2c28dd3cd', 'route': ['p1', 'e2', 'i9', 'x9', 'p2', 'c5']}
1769394440.5773013,SENT,004d3e4f-7a0c-4afb-935a-df0a124e83a4,fc64151a-6c0f-4af2-946d-78ccdd184395,c4,c2,3365,?,p1,
1769394440.5774505,CREATED,7f4c14aa-0757-4f2c-aa77-77b124f03fac,23177f15-56de-457e-9606-963f903901fd,c4,c2,27,?,?,surb={'id': 'bc748246-382a-4130-9531-c7c3097911a0', 'route': ['p2', 'e4', 'i4', 'x9', 'p1', 'c4']}
1769394440.755569,RECEIVED,1958318e-1893-4f47-b7cd-c181220608f2,8c2b9144-2b36-4d78-bd9c-26272311f0be,c5,c4,26,p1,?,surb={'id': '56c82d27-6e9f-435b-ab6e-b1cb8fe8352f', 'route': ['p1', 'e4', 'i2', 'x3', 'p2', 'c5']}
1769394440.861706,RECEIVED,e06ede53-5a04-45f7-b42a-c9648b81920c,90fbab0c-a43a-4985-8597-6872be38fbdc,c5,c4,27,p1,?,surb={'id': 'b2ffe2d5-c0f6-4bb2-8dc9-f77b818c63fe', 'route': ['p1', 'e2', 'i7', 'x3', 'p2', 'c5']}
1769394440.8722963,SENT,cb6d98cd-7ac7-497b-9f07-54e65e377d64,b7f1436d-d3f7-4c7c-8acd-b0e42d898bc9,c4,c2,3373,?,p1,
1769394440.8724434,CREATED,6bf28563-3f94-42ed-8065-2622315350bc,4c2d540b-bc0a-4f72-9013-9b78a2b4a5d3,c4,c2,26,?,?,surb={'id': 'ca01612e-9a03-476b-ae46-622171bad95a', 'route': ['p2', 'e6', 'i3', 'x7', 'p1', 'c4']}
1769394440.9174242,RECEIVED,0cef7819-72f4-4a91-873a-1b2882c3f91b,e1697766-0e23-4df6-9dd2-e653a98755c0,c5,c4,27,p1,?,surb={'id': '0ecde4dd-f242-446e-a54c-d4cc746aaa73', 'route': ['p1', 'e10', 'i1', 'x12', 'p2', 'c5']}
1769394441.2570875,RECEIVED,22d1a93f-e6c9-4158-99e3-e654f8e2f899,88d581d2-d3db-40f5-9931-fa8f9607b5b3,c5,c4,27,p1,?,surb={'id': '54b9f260-a01c-428b-ae64-61e578aa36d8', 'route': ['p1', 'e12', 'i9', 'x3', 'p2', 'c5']}
1769394441.5094876,SENT,0415f6d1-bbae-429c-b959-b29d9676d5aa,319fec5d-de2b-4765-9879-dc4c259c8cc3,c4,c2,3375,?,p1,
1769394441.5096917,CREATED,e69814a5-62a6-4b6d-bd66-a68f18c79f74,0ae8ca5a-7682-43fa-8eb3-110885d1bfc6,c4,c2,26,?,?,surb={'id': '42a456a4-b6f4-491f-924c-ade448817c22', 'route': ['p2', 'e1', 'i3', 'x9', 'p1', 'c4']}
1769394441.8955789,SENT,d468a8d9-e22d-4fbd-a63a-a10ada8511d4,e15d6079-379a-44e7-b58d-3b43b512ca7f,c4,c2,3400,?,p1,
1769394441.8956544,CREATED,c0728cac-2c0d-4ff1-a6d2-1b83d016dc15,d121b387-8b47-452f-a11f-0985c3ac5646,c4,c2,27,?,?,surb={'id': 'a475ad8e-4ae0-427c-bb11-99665db65608', 'route': ['p2', 'e12', 'i7', 'x7', 'p1', 'c4']}
1769394441.9962711,RECEIVED,bbe04e23-175d-4326-af0e-d9322c3abe62,03359a51-3d63-4ec8-a011-5cab3d56d63c,c5,c4,27,p1,?,surb={'id': '502e44c3-b812-4ed6-86c4-a683dcbe9227', 'route': ['p1', 'e10', 'i7', 'x5', 'p2', 'c5']}
1769394442.275711,RECEIVED,43d625c1-618a-4a95-99e2-0e55140fc773,f765468d-5dbc-4ed0-99be-59d61c430e1c,c5,c4,25,p1,?,surb={'id': '38a5f90a-680c-4db1-9e5a-5876056268c1', 'route': ['p1', 'e5', 'i6', 'x8', 'p2', 'c5']}
1769394442.2819946,RECEIVED,8b083e22-7672-4e9d-a158-b37998864ea8,0d91c621-11de-4b45-bd42-3ce60a3f4153,c5,c4,27,p1,?,surb={'id': 'be8bff24-9729-4b1f-9e4e-896c96ed1d3c', 'route': ['p1', 'e12', 'i12', 'x10', 'p2', 'c5']}
1769394442.553714,SENT,cfcc8a8b-f75f-481e-8d10-db5bb90f66de,9cdc9f96-5f10-4c79-b296-23b66672be28,c4,c2,3405,?,p1,
1769394442.5537753,CREATED,affa5307-153c-4fad-9f22-8bd3858a04df,5715800c-556b-4d2c-8030-81b85ce0f399,c4,c2,27,?,?,surb={'id': '60b01164-3dd8-4136-9b12-42611a8bcf56', 'route': ['p2', 'e6', 'i10', 'x1', 'p1', 'c4']}
1769394442.7369945,SENT,7199d312-c384-443f-9929-c74392d25a7d,fc376ce6-839f-4691-bc1b-0da797b997d4,c4,c2,3390,?,p1,
1769394442.7370956,CREATED,6139832b-4f74-406f-98b8-4ee2f3dc01e1,7e747085-0409-4bb1-ab67-2c8381cfd662,c4,c2,27,?,?,surb={'id': '333b87cd-e71b-45da-88b9-ae4892b48f07', 'route': ['p2', 'e6', 'i2', 'x11', 'p1', 'c4']}
1769394443.0260913,SENT,9ae5a738-1e85-47bf-badc-6fbff039ddf7,33b0e9d2-f72e-421d-a423-14182add831c,c4,c2,3383,?,p1,
1769394443.026251,CREATED,8786ad1e-e1f6-4810-8f8d-838e5eecacdf,5d3e81da-5fb5-4e01-9dec-564092651efe,c4,c2,27,?,?,surb={'id': '3b11113b-f7eb-4753-a03b-9f71ed12fe2f', 'route': ['p2', 'e1', 'i11', 'x1', 'p1', 'c4']}
1769394443.0929377,RECEIVED,162c32e1-634e-4e53-9a73-d3060dd20ecc,622cdab9-6d61-4c29-bd89-60afe91d6ca8,c5,c4,27,p1,?,surb={'id': '05864ceb-7199-49a5-abb8-14b2ed3c6f72', 'route': ['p1', 'e8', 'i2', 'x12', 'p2', 'c5']}
1769394443.1314583,SENT,26f4dcd0-7004-4a43-80d9-9ed106079643,87bdb806-57c8-4db6-8f2c-98a83634f61b,c4,c2,3388,?,p1,
1769394443.1316068,CREATED,b1b562ad-8a1b-4c91-ac07-fe7ef8b615c6,a3386b80-8720-4a93-90ca-9212623e9c25,c4,c2,27,?,?,surb={'id': 'e610cd2b-213a-42a1-b04b-d011d1901d64', 'route': ['p2', 'e3', 'i1', 'x5', 'p1', 'c4']}
1769394443.1888106,RECEIVED,e41fbc13-7a95-4675-95de-dc7c36c8f9db,a917e925-27e3-422f-a9e4-9fa64b17ef20,c5,c4,27,p1,?,surb={'id': '2f1ad162-6609-4628-9c1c-4370cde157b1', 'route': ['p1', 'e11', 'i7', 'x7', 'p2', 'c5']}
1769394443.287339,SENT,9bfdae8b-05df-47c4-bb80-203472a10cf2,2eb775ae-60bb-44a8-b9eb-e8e712a57501,c4,c2,3381,?,p1,
1769394443.2874599,CREATED,fa9d2597-501b-4a20-b7ac-223d3f7573e7,a836b3be-00d1-41e8-8794-e054e318e6f2,c4,c2,27,?,?,surb={'id': '35c7c1f8-a0cc-461a-a8f7-2425a568c424', 'route': ['p2', 'e9', 'i3', 'x6', 'p1', 'c4']}
1769394443.3134449,RECEIVED,37020984-ec50-4cb1-be7a-779cf7afc874,bf8953a2-562e-4e43-8cb9-b58aef22e3f6,c5,c4,27,p1,?,surb={'id': '04c66f7b-7846-4164-a14b-ff8860aa00f6', 'route': ['p1', 'e5', 'i11', 'x10', 'p2', 'c5']}
1769394443.323688,SENT,c11281a1-d7b8-4188-b70a-15ad10c046b1,77ab2aff-fe6e-4692-a62b-4778ed93a91c,c4,c2,3383,?,p1,
1769394443.3238103,CREATED,5d6f64b9-5593-4ae8-9947-4aacf550037c,2dfe16a5-9fb6-4153-9036-927da6defef2,c4,c2,27,?,?,surb={'id': '718b8310-e3ef-46f8-96d5-1fee4736806e', 'route': ['p2', 'e6', 'i6', 'x6', 'p1', 'c4']}
1769394443.4316857,RECEIVED,3f824a02-7cdd-4de8-b9cf-4ae23c972b0a,486ed3b1-d8a0-4b6d-a6d9-8cd3607c1ca0,c5,c4,27,p1,?,surb={'id': '7d560c2f-acc6-45e5-bb54-141f2f6800ca', 'route': ['p1', 'e7', 'i9', 'x1', 'p2', 'c5']}
1769394443.489321,SENT,0ecf90bf-cb52-4595-a6d6-96cb4362317b,5c584d5e-f7e0-46a3-9324-8f0f8d2f4e61,c4,c2,3379,?,p1,
1769394443.4894414,CREATED,6279d1e6-868b-4b0e-8449-3b3413206c35,76fe6628-eb91-46d5-b4eb-d682335b70a2,c4,c2,27,?,?,surb={'id': 'f002f4fc-3433-4827-8c09-b1af9ba9e2b1', 'route': ['p2', 'e12', 'i7', 'x1', 'p1', 'c4']}
1769394444.2514887,SENT,a8227158-6dd3-4356-a7f5-7ade374b77c2,680c7bbb-7853-4a6e-9c63-f3945aa78212,c4,c2,3391,?,p1,
1769394444.2515812,CREATED,28a39679-2a8f-4af1-b294-e4d66594a218,e08be6eb-4f7e-444b-837d-4679041c1e0c,c4,c2,27,?,?,surb={'id': '9122ae5c-0e0a-4863-ab0a-90cb4bc20e89', 'route': ['p2', 'e11', 'i4', 'x12', 'p1', 'c4']}
1769394444.3958645,SENT,6ed42814-e3ff-4121-91a3-c96d3b656bff,6a55196c-eeb7-48b1-ad51-a935262fb641,c4,c2,3382,?,p1,
1769394444.3960097,CREATED,ae7fdded-54a2-4693-a4d7-639d976e8d78,89e78b88-abbe-4076-9db5-01c64b7483a4,c4,c2,27,?,?,surb={'id': '8227c669-d853-47d9-91cc-cd242a38d858', 'route': ['p2', 'e3', 'i8', 'x3', 'p1', 'c4']}
1769394444.4283338,SENT,671e365e-3469-41b9-8042-eec5312f1004,5404e45d-36e8-4d27-a055-69e9ac46447c,c4,c2,3399,?,p1,
1769394444.428483,CREATED,a817fc7a-02ec-403a-9101-c8cba8620933,1ac535a3-eda7-4e2b-99d4-081256c17ee5,c4,c2,27,?,?,surb={'id': '6596a4a4-9702-4a6a-8ebc-a2ce06deca05', 'route': ['p2', 'e10', 'i5', 'x11', 'p1', 'c4']}
1769394444.4997447,RECEIVED,da1064aa-ab41-44e3-81ac-3e9dea7eecba,fac6ebef-0484-4f1b-8511-08316594ffbb,c5,c4,27,p1,?,surb={'id': '06c84854-9c82-4e10-9618-3c727269d38e', 'route': ['p1', 'e3', 'i3', 'x10', 'p2', 'c5']}
1769394444.523516,SENT,562eb8ea-a6af-4c0b-a0ed-c866c82afbd8,1c7e2318-9773-482b-aeed-d5283fffa186,c4,c2,3372,?,p1,
1769394444.523662,CREATED,12e29b1d-7eab-4f99-88a5-cbaad4ffc987,3f8f5668-a7c1-4493-a625-b8d3a78c6bd3,c4,c2,25,?,?,surb={'id': '734575ba-26d4-48c4-bd7d-a3b000055127', 'route': ['p2', 'e9', 'i10', 'x6', 'p1', 'c4']}
1769394444.5994153,RECEIVED,e0f9a5a6-cbfc-4130-8092-b878b2c07e7e,55ea6a50-851c-49cc-9e31-77a051dad423,c5,c4,27,p1,?,surb={'id': '31e12b7b-daed-4c1c-b2ce-6c0bbe71d727', 'route': ['p1', 'e7', 'i9', 'x6', 'p2', 'c5']}
1769394444.6624882,SENT,fad71646-2b71-4464-98d2-94f8c045f207,c9a1eca2-7a00-4ba2-a2c7-af3aef293750,c4,c2,3397,?,p1,
1769394444.6625643,CREATED,00033d4f-03a3-44d8-8f48-925ba4f361a6,d084a454-c06b-4561-8ad7-5c5efaa1193d,c4,c2,27,?,?,surb={'id': '8ccdc62f-23ac-4f40-b3c4-f60f549cc41e', 'route': ['p2', 'e10', 'i3', 'x9', 'p1', 'c4']}
1769394444.809483,RECEIVED,3526cbf3-4aa5-4217-be7b-ee73cae9752b,471125f0-d2ed-4004-ba42-8ab7aac5f83c,c5,c4,25,p1,?,surb={'id': '260e0f5e-1f24-4a9a-8bb5-0052c4562123', 'route': ['p1', 'e2', 'i4', 'x2', 'p2', 'c5']}
1769394444.923474,SENT,1f5eae12-0b38-4303-af87-a9a2f267b6ef,6f4a6347-ca0e-475a-b29a-1caa8b4dca16,c4,c2,3405,?,p1,
1769394444.92362,CREATED,b4f2ea92-4d51-4822-88c2-071a070ebf14,0431b058-c69d-44dd-9f53-475b3831ab92,c4,c2,27,?,?,surb={'id': '456dba45-5bb4-4f93-a6a0-f0276d60a4f2', 'route': ['p2', 'e11', 'i9', 'x2', 'p1', 'c4']}
1769394445.0880854,RECEIVED,1cde9d3f-4e9b-49da-9006-45a38f27f7fc,fd60fa16-51f7-41a2-aeb5-7a6c7c16b123,c5,c4,27,p1,?,surb={'id': 'd07f3ef5-6f51-4337-a7c5-592852b941da', 'route': ['p1', 'e4', 'i5', 'x2', 'p2', 'c5']}
1769394445.2710917,RECEIVED,7633ebc9-1e12-437e-8b23-2c792ccdc520,adf88938-735a-4095-a07a-26376155296d,c5,c4,27,p1,?,surb={'id': '1d94c598-ce3e-45b7-be79-b9e1f90d07ec', 'route': ['p1', 'e8', 'i8', 'x6', 'p2', 'c5']}
1769394445.4049194,SENT,bc1dd8f7-0d40-4fee-92d7-d30e2a7b5711,cbe81445-e67a-4ec4-80b6-c10de3241126,c4,c2,3359,?,p1,
1769394445.405098,CREATED,819dd584-75fe-4d4a-ba82-90bcacd20437,8137c5b2-7077-44d1-901f-09f84a21ddf8,c4,c2,27,?,?,surb={'id': '3140cf5d-9f36-4f77-9845-b1e2ee55c7d9', 'route': ['p2', 'e11', 'i9', 'x6', 'p1', 'c4']}
1769394445.4712896,RECEIVED,b5e5448f-efd1-428e-9325-d5c0d18e95ec,2ebff22f-0690-4cd5-b024-60533568c7f9,c5,c4,27,p1,?,surb={'id': 'efa2d7dc-582b-40f4-8f76-3aab8545e29c', 'route': ['p1', 'e12', 'i11', 'x4', 'p2', 'c5']}
