timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769760832.2881691,CREATED,dcd466eb-1827-4272-866f-6069f6f7f0f3,ade4f969-b31f-44e7-acad-423c6ca5a066,c1,c5,26,?,?,surb={'id': '9640c209-f80d-49bb-8941-dd22d76bb0ff', 'route': ['p2', 'e6', 'i9', 'x1', 'p1', 'c1']}
1769760832.5387692,RECEIVED,eee01944-841d-4d0c-98c5-1c6afb1ae436,3a96158f-ed0f-4314-b91c-a89e9c5e463e,c3,c1,26,p1,?,surb={'id': '91184f1e-522f-4169-a8e6-97488ffc7b38', 'route': ['p1', 'e7', 'i12', 'x1', 'p3', 'c3']}
1769760832.7305396,RECEIVED,334d4a38-a97d-4619-8c7a-213e2cbbfa1e,8678c623-51fd-4aa0-9e46-40749b2ede6f,c3,c1,27,p1,?,surb={'id': '84a7ee5d-9516-47d6-bede-085d8ccf504e', 'route': ['p1', 'e10', 'i6', 'x7', 'p3', 'c3']}
1769760832.8284829,SENT,2c3825a6-35d4-496b-bd2f-ee0546a29b99,2f9b0a7b-b6ac-4eb2-9518-c1e677c0b466,c1,c5,3379,?,p1,
1769760832.8286185,CREATED,870a83d5-c88d-4ee5-a538-41d043bf4553,a6302e86-6433-4dba-b9c2-a747e0ae654b,c1,c5,27,?,?,surb={'id': 'd5a5061c-65dc-4173-9d8b-740028e4be0a', 'route': ['p2', 'e10', 'i9', 'x4', 'p1', 'c1']}
1769760832.830562,RECEIVED,5731f106-9bb0-4fff-9083-462f86773754,ec0f59ee-d987-4692-9c40-47cd5b2c286c,c3,c1,27,p1,?,surb={'id': '6e3f2681-e92f-4281-a423-40eb60f2d9f0', 'route': ['p1', 'e3', 'i4', 'x7', 'p3', 'c3']}
1769760832.8495386,RECEIVED,e9edc2bd-7ea4-46dd-8988-5e79bf758029,11471035-eada-4127-b762-f41368387d1f,c4,c1,27,p1,?,surb={'id': 'c1777c87-57f2-4a59-be0e-f0d6a780287b', 'route': ['p1', 'e3', 'i12', 'x5', 'p1', 'c4']}
1769760833.1621778,RECEIVED,6b007b03-8da1-444e-83d3-cb59d3d26da4,3fca95ab-4c47-4fb4-8690-346ca1164604,c3,c1,26,p1,?,surb={'id': '2f1388b4-29d3-4b34-9497-2ed4d9dae159', 'route': ['p1', 'e7', 'i10', 'x3', 'p3', 'c3']}
1769760833.3075366,SENT,e2487462-eae9-4fd0-8c74-6f6e911e4a96,169cf734-a67f-41ca-84ad-56a310d1ffa8,c1,c5,3376,?,p1,
1769760833.3076243,CREATED,cb957c73-116e-49e6-9cae-e9bbfda3775f,c91e8513-2598-4827-bd42-91711590a2e9,c1,c5,27,?,?,surb={'id': '39c8386c-95ed-4dde-abdc-b979d3a2274b', 'route': ['p2', 'e7', 'i7', 'x9', 'p1', 'c1']}
1769760833.5408943,RECEIVED,be6d8d87-6fb6-4329-9cd1-f04b6ea63858,682e2c5c-aa5b-4f04-9fc3-f8c9f09f083e,c4,c1,27,p1,?,surb={'id': '5b88f62e-b291-4670-bc1a-e60709e4f749', 'route': ['p1', 'e5', 'i8', 'x5', 'p1', 'c4']}
1769760833.8825195,RECEIVED,10a89097-e193-453e-973c-d13b1c34c76b,8dbd13f8-37c7-4d21-b4af-fa550e42d5eb,c4,c1,27,p1,?,surb={'id': '992d4e87-77cb-468b-bfe9-2e531ff9573e', 'route': ['p1', 'e5', 'i3', 'x2', 'p1', 'c4']}
1769760833.9541848,SENT,8080d5dd-563a-4e20-ae38-3ad956907dd0,3c522868-ff33-4508-8cb0-5be152d74000,c1,c5,3384,?,p1,
1769760833.9543195,CREATED,19db5142-eaaa-4f5b-9dcc-e9e4732a5abb,02a0b841-dac2-46c3-bd14-c62a1e295b32,c1,c5,27,?,?,surb={'id': '6814c5ff-82e3-4fb6-891c-157ecf3907b7', 'route': ['p2', 'e9', 'i11', 'x12', 'p1', 'c1']}
1769760833.9881797,RECEIVED,1ec0fa15-ace6-4d44-bf5c-4d3ee5337c5f,bfb0d705-e41a-4164-9ddd-c658bba7d68d,c3,c1,27,p1,?,surb={'id': '64aa7a3e-f0bc-4fcf-8712-709ee1f8126e', 'route': ['p1', 'e1', 'i7', 'x8', 'p3', 'c3']}
1769760834.493997,SENT,58a49c80-92ee-4a6b-b164-d65189d5ca40,bc84dfd1-3666-4324-8078-c63cdd7df737,c1,c5,3359,?,p1,
1769760834.4942002,CREATED,7bd5e493-49ea-426c-a17a-7d4cce95d7c1,5a0e1b42-3a64-42f6-abb9-f0dd18cf163b,c1,c5,27,?,?,surb={'id': '3f733678-21be-44e8-a246-fe2096b02ab5', 'route': ['p2', 'e4', 'i1', 'x2', 'p1', 'c1']}
1769760834.6152694,RECEIVED,8cf2526c-958b-42de-871a-9f0635f2a8c9,3ac65a98-ab5a-4aff-80f3-689fcf6ad924,c4,c1,27,p1,?,surb={'id': 'bdc6ec85-c9cb-49f0-b356-f54ffdfd94ce', 'route': ['p1', 'e11', 'i6', 'x10', 'p1', 'c4']}
1769760834.6381974,RECEIVED,dc6c0a4e-983e-4746-9835-230342157625,4a2bb78e-6086-4f8c-b417-b67557f56f27,c4,c1,27,p1,?,surb={'id': 'e82be25c-82c3-4bb2-8c93-3e826b96357f', 'route': ['p1', 'e2', 'i4', 'x2', 'p1', 'c4']}
1769760834.8361278,RECEIVED,b0c0a709-a566-4b78-af03-eda4dbdc4be4,88870ed2-7528-4e25-aa75-3084ae525b0b,c3,c1,27,p1,?,surb={'id': 'd5047019-6a3e-46f5-8db6-586a9778b223', 'route': ['p1', 'e6', 'i6', 'x6', 'p3', 'c3']}
1769760834.9428887,RECEIVED,7dcbc01e-ea8f-4d38-9f21-c00b39f74f09,30b79f29-d412-4fbf-b715-bb63f59431e6,c4,c1,27,p1,?,surb={'id': 'a1db5ff1-acf3-4a41-8a83-562ea4df3f10', 'route': ['p1', 'e12', 'i9', 'x12', 'p1', 'c4']}
1769760834.9833062,RECEIVED,961d92d5-f06f-4689-9b5f-976e179978b4,18d879d8-9588-45c4-9227-2a1f1606fb05,c3,c1,27,p1,?,surb={'id': 'd3dc48bf-ecb1-4ef4-851e-38a06364cacd', 'route': ['p1', 'e5', 'i4', 'x4', 'p3', 'c3']}
1769760834.994502,RECEIVED,09e35e64-0868-4b53-8855-b27bfedd749c,a234bcd3-eed8-4d96-a1c5-b89853566798,c3,c1,27,p1,?,surb={'id': '53859162-59f7-458b-993b-aa52aa9f6989', 'route': ['p1', 'e5', 'i12', 'x6', 'p3', 'c3']}
1769760835.0207534,SENT,9a5e63eb-6aee-44c5-b4af-ab96164c0187,b5553161-c93d-4558-ac20-abcde9e183b5,c1,c5,3375,?,p1,
1769760835.0208852,CREATED,673d6e7f-4360-4976-a93c-a54704bf2151,8178e543-df3b-4292-b4b0-5b87f3139016,c1,c5,25,?,?,surb={'id': '9c9c09e1-92b4-485a-a971-b9ee6fea662d', 'route': ['p2', 'e1', 'i10', 'x11', 'p1', 'c1']}
1769760835.1078367,RECEIVED,b2917fe8-2a65-4e62-a788-8ac813b96f40,d9e79e31-0ac0-4bcb-9ae2-8b0f82c32fce,c3,c1,26,p1,?,surb={'id': 'b655512d-bd8e-41b5-b268-1af5c4a38f8c', 'route': ['p1', 'e3', 'i4', 'x4', 'p3', 'c3']}
1769760835.1555417,RECEIVED,a2345794-f6ee-40be-afe2-1e593b8effd0,5daa56ca-4294-4eed-bbef-f4762a0e50aa,c3,c1,26,p1,?,surb={'id': 'caf9dfed-d153-4c95-855f-63a4ab401b39', 'route': ['p1', 'e8', 'i3', 'x8', 'p3', 'c3']}
1769760835.1748223,RECEIVED,f965989b-42da-4f8f-841e-b159e7bed392,0df6d69c-b937-4fa1-8062-7968dba362bc,c3,c1,27,p1,?,surb={'id': 'c30ec468-3315-4075-9809-f1523418c022', 'route': ['p1', 'e2', 'i6', 'x1', 'p3', 'c3']}
1769760835.2501638,SENT,fc8d948c-f34d-4beb-9720-871439740a2d,da523f32-8ce6-4a83-9990-10a7317b3f8e,c1,c5,3387,?,p1,
1769760835.2504447,CREATED,95fb13f4-1824-440c-b70f-d5837714c062,c321937b-4473-4519-9f28-2fe46565386f,c1,c5,27,?,?,surb={'id': '5f9403b1-aca0-46cd-865d-a3d255051e64', 'route': ['p2', 'e5', 'i5', 'x11', 'p1', 'c1']}
1769760835.492099,RECEIVED,8b6d859e-545b-45aa-ab3b-5385d1e386d7,29ecc943-94d6-44f2-aac8-25ba3bf92656,c4,c1,27,p1,?,surb={'id': '67db0732-d0cd-4a35-992f-295691d9b55f', 'route': ['p1', 'e3', 'i1', 'x11', 'p1', 'c4']}
1769760835.7284238,RECEIVED,aee0b95c-db1b-417d-9c57-4c1e780020da,a7f6852e-6d2e-4cfc-a57d-b87fcdea2f77,c4,c1,26,p1,?,surb={'id': 'f8858e01-f79c-4ef0-8358-d75ad8e8dfc7', 'route': ['p1', 'e2', 'i5', 'x7', 'p1', 'c4']}
1769760836.2006748,RECEIVED,7834f0cd-daed-47e1-92b8-d5b220c61a2d,8c21c011-9e84-447a-a785-519aa880e50f,c3,c1,26,p1,?,surb={'id': 'c20ffb0c-138e-4769-b33d-665157eaa06c', 'route': ['p1', 'e10', 'i3', 'x1', 'p3', 'c3']}
1769760836.4225657,RECEIVED,2d2bd289-2357-475b-a919-668dfa3872db,0247bef1-8728-4bc0-a750-957198c76ea4,c4,c1,27,p1,?,surb={'id': '1ec78afa-ed5b-4215-875d-73102b3255bb', 'route': ['p1', 'e4', 'i11', 'x6', 'p1', 'c4']}
1769760836.4264116,RECEIVED,02bdd2ce-786d-4716-9297-78facd1500c0,33897e9c-135a-4fc1-9ecc-5507f072d19c,c4,c1,26,p1,?,surb={'id': '23481866-68ff-4f7c-957d-d884c1ad8e32', 'route': ['p1', 'e2', 'i5', 'x5', 'p1', 'c4']}
1769760836.4299834,RECEIVED,e63b8b65-214e-4134-b1f5-75231c46e75b,0d5dfa3b-0e67-49ea-aec4-4ef4bb5def23,c4,c1,26,p1,?,surb={'id': 'b298a669-1c78-4ca2-8047-0a6f2a50ff35', 'route': ['p1', 'e10', 'i1', 'x6', 'p1', 'c4']}
1769760836.6501887,RECEIVED,919491c7-a663-48e2-9d39-5139dc482bdd,feb3adba-fadc-404e-b053-c3fc11ea3024,c3,c1,27,p1,?,surb={'id': '7b769153-f512-429e-b162-d41559764229', 'route': ['p1', 'e11', 'i11', 'x2', 'p3', 'c3']}
1769760836.7793014,RECEIVED,aa810415-f94e-4081-980f-e6e031ecbe43,42f1e0b1-7a2f-4931-a1d0-5fac04e0e434,c4,c1,26,p1,?,surb={'id': '4e949062-8598-4245-8249-4a43b26960cd', 'route': ['p1', 'e8', 'i7', 'x8', 'p1', 'c4']}
1769760836.8192973,RECEIVED,a9be46be-5735-4649-a609-e425ec75c308,144c762e-6120-485c-ad75-244fc6c5f75a,c4,c1,26,p1,?,surb={'id': '9523e110-7471-4215-8d3f-89064b2faec8', 'route': ['p1', 'e12', 'i11', 'x7', 'p1', 'c4']}
1769760836.9773374,SENT,f6cb102b-f8fe-4bbb-bf50-73dca68bb1a6,d91c0eaa-6031-4913-b144-dca1dbee9bad,c1,c5,3381,?,p1,
1769760836.9774687,CREATED,46bb247b-cf7a-4836-8e43-d2b5aac4112a,9ab9c73b-b5d2-4cf8-bbcb-fb8f2da99a9d,c1,c5,26,?,?,surb={'id': 'e96adf05-1f40-497d-b7a2-36bd75542b6f', 'route': ['p2', 'e12', 'i1', 'x5', 'p1', 'c1']}
1769760837.2177835,RECEIVED,a3bd7056-afc1-4b9b-97dd-8b178a5f4b5b,8bb6e83f-b75b-4c05-b9ce-ed9f9e776beb,c3,c1,26,p1,?,surb={'id': '167685da-09ce-43d7-9216-d0ce29e4fc2f', 'route': ['p1', 'e6', 'i5', 'x4', 'p3', 'c3']}
1769760837.3039124,RECEIVED,1ae91bcb-7eb1-4b75-90b2-b4eaa0b94cf2,a1306163-e891-4372-94a6-194381001124,c4,c1,27,p1,?,surb={'id': 'aca02f0f-5dec-40e8-8db0-fc814cf4cf1b', 'route': ['p1', 'e1', 'i3', 'x10', 'p1', 'c4']}
1769760837.3672407,RECEIVED,dc5cceb0-9e47-4242-9cc6-1a47a608443e,cbf8bf31-ca99-4ac7-938a-4368c1d7c82a,c4,c1,27,p1,?,surb={'id': '45a63858-afa9-44cf-ab91-5f84e748d39b', 'route': ['p1', 'e8', 'i10', 'x1', 'p1', 'c4']}
1769760837.5234435,RECEIVED,df7d7db8-18fe-4509-8c20-50bce6ac28a5,0db89f33-3526-4e13-b9b2-c63e1919d6d7,c4,c1,26,p1,?,surb={'id': 'd3f96ace-ce37-4243-80f7-6b6ed0faad8e', 'route': ['p1', 'e4', 'i10', 'x9', 'p1', 'c4']}
1769760837.5760293,SENT,f218269f-8769-4e98-81d2-f15c547fbe79,903e91b8-98c1-4b7c-b947-c346ac001b8c,c1,c5,3395,?,p1,
1769760837.5761967,CREATED,13d85c2c-f5e1-40c6-866f-78fbf9c64624,a703a999-c546-4b63-9f7f-e93b9ee60e0a,c1,c5,27,?,?,surb={'id': 'e466da64-74ec-4b48-97fb-fed9adc6dead', 'route': ['p2', 'e12', 'i1', 'x6', 'p1', 'c1']}
1769760837.7153335,RECEIVED,877ff136-f2e2-40dd-9840-982350199d4b,910c7533-46b2-4159-ae60-b730ed89eaf2,c4,c1,27,p1,?,surb={'id': 'fa1ad561-cc09-4500-bde4-3159c83b674e', 'route': ['p1', 'e12', 'i8', 'x3', 'p1', 'c4']}
1769760837.9824667,RECEIVED,4839b8ce-f801-42a2-bbb9-fcb820daecaf,1f2af357-2774-425d-a6fe-75b7b3138d94,c4,c1,27,p1,?,surb={'id': 'df821e4f-c6ef-44f2-ac8c-2dde6e5211ca', 'route': ['p1', 'e6', 'i10', 'x2', 'p1', 'c4']}
1769760838.3363702,SENT,a97ce95e-0677-4ec2-b28b-de6039851b87,8160b70e-25f4-42cc-9f0f-eb910cc3bbbd,c1,c5,3379,?,p1,
1769760838.3365107,CREATED,f91ec378-65cd-47d1-bd5c-0520ab83522d,4db4bc9b-301f-40c1-951c-91bb4761e36d,c1,c5,27,?,?,surb={'id': '91c53c84-7613-4e84-8d06-03f417657a57', 'route': ['p2', 'e6', 'i11', 'x9', 'p1', 'c1']}
1769760838.3734567,SENT,6a72b78d-3b77-4b31-87e3-33806e370e37,aff77570-0ec0-4a23-a0b4-65a0467d3d8d,c1,c5,3372,?,p1,
1769760838.3735917,CREATED,e93ef14a-616f-44f1-b30b-a524d72dfdfc,1a103f46-7855-4cda-9510-d4971c33dea1,c1,c5,25,?,?,surb={'id': 'fc29c949-1cfd-4c8a-93d2-78f82875fb63', 'route': ['p2', 'e3', 'i11', 'x5', 'p1', 'c1']}
1769760838.5437784,RECEIVED,63d8de80-5a1f-4361-8896-f7d6c7cc3097,8d497875-25d7-4026-a99b-50ce4d445ece,c3,c1,26,p1,?,surb={'id': '65adce4b-fbf8-4bc5-a2f9-41e940feaffd', 'route': ['p1', 'e2', 'i12', 'x1', 'p3', 'c3']}
1769760838.5704424,SENT,9e8718ec-7cc4-421f-b762-0099e0d9034a,78d7e43d-23eb-4cf3-860e-ac1a5efe4f3e,c1,c5,3359,?,p1,
1769760838.5705743,CREATED,d61063f7-33a9-4744-942b-d94e60022592,2d59cbd6-73ab-4ec7-a91c-75e385d70d91,c1,c5,27,?,?,surb={'id': '38caf034-297c-4a0c-b5d1-194ca5f374aa', 'route': ['p2', 'e6', 'i4', 'x6', 'p1', 'c1']}
1769760838.5856135,RECEIVED,d9973a4a-486b-429b-9180-3342b8aa4d4b,2231197f-95cd-4715-8bdb-f587cbb2f38f,c3,c1,27,p1,?,surb={'id': '3318ee24-7436-4d12-8ffb-0d45d2b7e211', 'route': ['p1', 'e6', 'i5', 'x12', 'p3', 'c3']}
1769760838.671267,SENT,1d468f90-713c-441c-aac7-a738bbe38621,fd0d25ee-f9b9-46e6-94d2-cac55f466498,c1,c5,3376,?,p1,
1769760838.6714013,CREATED,c2dcbba6-2561-4994-a09d-573b6a07b27a,6ee0fd10-b23e-4df8-a427-567910137d09,c1,c5,27,?,?,surb={'id': 'b476f88a-e4cd-40ab-b999-414d6c45f4bc', 'route': ['p2', 'e3', 'i4', 'x10', 'p1', 'c1']}
1769760838.8375423,SENT,22985d31-12e6-40f6-9b76-afb9f741edf3,416b900a-c11e-4439-b40e-042bdfdf6af9,c1,c5,3392,?,p1,
1769760838.8376703,CREATED,f0c2f981-30cb-48aa-9f73-e2a4b5b6d556,52739a14-7f69-4c20-85d3-29ec4094229a,c1,c5,27,?,?,surb={'id': 'aa34dd99-6c8a-4ede-8f48-023049edd457', 'route': ['p2', 'e12', 'i9', 'x10', 'p1', 'c1']}
1769760838.8412397,RECEIVED,f007357d-6c18-420f-9131-a4b8b8ff9b56,4e27791f-fae5-4f94-a995-98c522cbd54c,c4,c1,27,p1,?,surb={'id': '669b9323-67d1-4404-9f40-596a414ba94a', 'route': ['p1', 'e6', 'i6', 'x3', 'p1', 'c4']}
1769760838.875984,RECEIVED,a52c3df0-addf-48e7-b7bb-d87dc3d916a7,c33feb19-53df-45ef-a941-e2e87e5b2895,c3,c1,27,p1,?,surb={'id': 'b52d1b74-bdce-49d2-8aeb-0dd40077e7cf', 'route': ['p1', 'e7', 'i10', 'x9', 'p3', 'c3']}
1769760838.9154541,SENT,1a0b8338-a86f-4db4-8500-bae5bb00525c,5a109a3e-aaea-43e9-903a-31b2e7a9153e,c1,c5,3372,?,p1,
1769760838.9155865,CREATED,af438074-c96a-4c06-a2e1-5addd3a1a874,f3e155d9-2ec6-4983-9c2a-f933b7e2fa13,c1,c5,26,?,?,surb={'id': '00550350-1b3a-4608-b5be-29b3f5e0f998', 'route': ['p2', 'e11', 'i9', 'x3', 'p1', 'c1']}
1769760838.947966,RECEIVED,3b968ac2-0672-4376-95b8-ab2e4d45bfa6,b94bcef6-dfd2-4958-83ff-efa7974f3eea,c3,c1,27,p1,?,surb={'id': '676e42dd-f093-409d-8925-99c50d6034c3', 'route': ['p1', 'e3', 'i7', 'x6', 'p3', 'c3']}
1769760838.9796615,RECEIVED,fa5fe90a-74ef-45c0-a0b7-87db900ec955,a2840ed3-08c6-4dbf-aac0-6c31892a61b0,c3,c1,26,p1,?,surb={'id': '272f144c-4c09-40c6-aa2b-af57db87d2e2', 'route': ['p1', 'e11', 'i3', 'x3', 'p3', 'c3']}
1769760838.997982,RECEIVED,70fa38d2-4f73-451e-9049-5e69300b8add,8dbc5a22-4440-4d63-ac8d-315f380d719b,c3,c1,27,p1,?,surb={'id': '96404b9f-ad3c-4167-bcb4-56412a1179a0', 'route': ['p1', 'e2', 'i11', 'x8', 'p3', 'c3']}
1769760839.5969317,RECEIVED,7eabb32f-d2fb-4c56-b020-22dcd300fa7c,c15bfa42-87cd-46f5-bf76-0b16c7e4d779,c4,c1,27,p1,?,surb={'id': '180b36a8-36b3-4594-866b-10de80c27096', 'route': ['p1', 'e8', 'i12', 'x7', 'p1', 'c4']}
1769760839.613994,RECEIVED,36d1a9ae-b7c6-4003-9abe-77e2dd2b6170,73261b56-b0a6-4516-93bb-ccf192dd98f5,c3,c1,26,p1,?,surb={'id': '6a42185f-c483-4306-84b7-ab0581631791', 'route': ['p1', 'e3', 'i4', 'x2', 'p3', 'c3']}
1769760839.6377735,RECEIVED,27c78943-30a3-43eb-9901-d8406aea7fdb,d11b46bb-6297-4c83-8baa-0d4ac4982010,c4,c1,27,p1,?,surb={'id': '561d2d98-3e03-4242-8d59-15ec2d3529d6', 'route': ['p1', 'e10', 'i12', 'x10', 'p1', 'c4']}
1769760840.1923375,RECEIVED,dedb7731-6f47-463e-9702-e8bfb7e56a15,13691646-7d49-4798-b50c-afd788f5fbb4,c4,c1,27,p1,?,surb={'id': '8596d641-c1a0-40b6-a255-73ad0aaace38', 'route': ['p1', 'e8', 'i3', 'x7', 'p1', 'c4']}
1769760840.2647545,RECEIVED,5d86510a-a759-4bd7-852a-e33ee523a768,6b067f14-0e78-41b0-bf94-a8d76519d825,c4,c1,27,p1,?,surb={'id': 'f4cd5369-0cd1-4568-8fad-52853d261b0c', 'route': ['p1', 'e8', 'i6', 'x6', 'p1', 'c4']}
1769760840.3407981,SENT,b1402f8e-4e89-49bc-9344-865a3ee20129,f8360db5-4307-4328-8d0a-e8194da41fd7,c1,c5,3393,?,p1,
1769760840.3409312,CREATED,a4686be7-8958-402c-b2e4-8dd83a027bf7,eb2c1f49-083c-48c9-b6ac-e1c42d96dfff,c1,c5,27,?,?,surb={'id': 'c92146cc-4022-43d6-95d6-84d5158e54ba', 'route': ['p2', 'e10', 'i6', 'x11', 'p1', 'c1']}
1769760840.4144964,RECEIVED,3c3afdbf-a42a-4808-a9df-18c9babf4c87,6c9b518c-92d9-4873-ad0a-4f33a91fc908,c3,c1,27,p1,?,surb={'id': '3d6c440a-0968-40e1-b4b4-05142a643710', 'route': ['p1', 'e1', 'i2', 'x8', 'p3', 'c3']}
1769760840.5101082,SENT,7a2c8591-1945-42bf-8d88-eb55a37b190a,eccbb30c-5eb2-4cc8-8eb0-34b8b22e3cef,c1,c5,3371,?,p1,
1769760840.510244,CREATED,9683dbe2-03e3-47c5-b069-7f6626583926,c5cfbd98-1937-4fe0-a4fd-2fd7e5202822,c1,c5,27,?,?,surb={'id': 'fb6569fa-d305-46a1-bc9e-056a074e51a0', 'route': ['p2', 'e10', 'i6', 'x3', 'p1', 'c1']}
1769760840.5859218,SENT,dc46001b-8b1a-4b44-86a1-5f6ca0b4032b,cdfe966f-bf5b-47a9-973b-ccb2b9148851,c1,c5,3364,?,p1,
1769760840.5860813,CREATED,def8533f-f0a2-4fac-b9aa-962c6b0ff846,61e27caf-304e-4968-afe6-c948f062236a,c1,c5,27,?,?,surb={'id': '8873d036-9676-4b34-b299-0834ad963c0c', 'route': ['p2', 'e6', 'i9', 'x7', 'p1', 'c1']}
1769760840.7666001,RECEIVED,b2fb5623-9ce1-4e82-b151-3a1cbf8220a8,823a852e-b037-483e-8569-b152bbdd9264,c4,c1,27,p1,?,surb={'id': '977fd4b7-85c4-441f-9452-572fdb9a107e', 'route': ['p1', 'e12', 'i5', 'x6', 'p1', 'c4']}
1769760840.925574,SENT,3575759f-4445-45d2-95fd-6d0d283cc8b4,9afb733b-d1c3-42c4-b3b8-ae3dce802397,c1,c5,3393,?,p1,
1769760840.9257267,CREATED,010d146b-17a4-4396-a04b-ff7aa8669cc4,550bffe0-a520-4ce9-8725-991708192809,c1,c5,27,?,?,surb={'id': 'a15e6622-3470-4fa6-9f6c-1dfe08cf9a98', 'route': ['p2', 'e5', 'i11', 'x11', 'p1', 'c1']}
1769760840.977635,SENT,849075fb-2996-4045-a73a-74e1b228d77d,0ee7c7b0-098f-4bf4-b14d-63a04d2dd2ef,c1,c5,3376,?,p1,
1769760840.9777822,CREATED,c29dbb0a-d4b6-4bb5-9c14-7b91e8cd176e,a93e5bad-6220-4bfc-8859-65ed96827350,c1,c5,27,?,?,surb={'id': 'f48fb06e-67e7-48a3-b3c9-fc04e497154d', 'route': ['p2', 'e3', 'i2', 'x8', 'p1', 'c1']}
1769760840.986562,RECEIVED,bd2990d0-afb3-4120-ba52-e674a1f745de,414e59dc-3031-4ecd-b61e-2df8ce592aef,c3,c1,27,p1,?,surb={'id': '76df2f28-7617-4157-bd92-30bd44ac9be9', 'route': ['p1', 'e9', 'i9', 'x10', 'p3', 'c3']}
1769760841.0939066,RECEIVED,eb3860d2-e689-49ab-9a2b-5ce841762126,af2663a8-8711-4ff2-aec4-c27481ab6e52,c3,c1,26,p1,?,surb={'id': '78c4d99b-d40e-409b-92a3-b758ef2caa56', 'route': ['p1', 'e9', 'i3', 'x12', 'p3', 'c3']}
1769760841.3424191,SENT,6b9a6994-1785-4435-812c-ef31a7c19a26,a04fe2db-3a13-4354-8d42-4a8c5ebe8e54,c1,c5,3371,?,p1,
1769760841.3425643,CREATED,f472c0b4-b92a-418b-be9e-21bb7c7f911a,ccf573a5-5a1c-4ae5-9295-818f32caa42f,c1,c5,27,?,?,surb={'id': '872c4187-b78f-4a8b-9357-12d5289fdf37', 'route': ['p2', 'e1', 'i11', 'x10', 'p1', 'c1']}
1769760841.3671715,RECEIVED,2bc2847c-94a4-4ebf-b113-ffb8a9982799,4be4f926-d34a-4eee-b2e4-9f9acf8f4ece,c3,c1,27,p1,?,surb={'id': '061d6e57-4652-480f-8410-3f402590381c', 'route': ['p1', 'e2', 'i1', 'x11', 'p3', 'c3']}
1769760841.5102818,RECEIVED,be906906-f7c5-45c7-815a-8feb68cad3f6,9e653f0f-7ce3-4125-9a0f-68444217586b,c3,c1,27,p1,?,surb={'id': '002264f5-48ca-4dfc-a706-3827889c3dba', 'route': ['p1', 'e3', 'i2', 'x7', 'p3', 'c3']}
1769760841.7707925,RECEIVED,1ac81479-da72-4c1c-b2a5-cd9cad65908e,c71ea60d-28cd-4504-b14d-9dd5dfb5c538,c4,c1,25,p1,?,surb={'id': '6e0a903d-2255-4721-8a77-941c9f8a133a', 'route': ['p1', 'e9', 'i1', 'x1', 'p1', 'c4']}
1769760841.7964091,SENT,b27d1333-9c69-469f-89db-faf8e1b2f2f8,36ccfa09-4f82-4866-a169-3508b769db30,c1,c5,3376,?,p1,
1769760841.7966444,CREATED,7435f1a4-c44e-4fbf-a086-00cd1aa18866,425cbe57-342a-4a60-b7c7-099fdcf30f6a,c1,c5,25,?,?,surb={'id': '818a8623-c203-4db6-b68d-35c2c68370b2', 'route': ['p2', 'e3', 'i10', 'x4', 'p1', 'c1']}
1769760841.8871806,RECEIVED,fed5dd97-5832-48da-ad4c-14e44bc5f841,20ab7a52-fec0-4060-a506-d9e295324e94,c3,c1,27,p1,?,surb={'id': '6b924f82-7541-4345-943c-07085853cc54', 'route': ['p1', 'e2', 'i8', 'x4', 'p3', 'c3']}
1769760842.0051877,RECEIVED,a3577472-9fb9-449d-9ac2-e0e4c71cbb4e,d1d3a487-dfba-4a6e-97dd-3d7c515ecdbf,c3,c1,27,p1,?,surb={'id': '64dd41e4-a1b2-49bc-a342-8c1738c5eac2', 'route': ['p1', 'e7', 'i2', 'x11', 'p3', 'c3']}
1769760842.1684272,SENT,78909b6d-7cac-41b0-9348-1b82737ca506,578bf1de-521b-4021-8a31-89c451104563,c1,c5,3383,?,p1,
1769760842.168702,CREATED,77d09312-9150-46ab-adaa-bbc000597a64,5a1da3b7-f9d1-49f4-b34f-781357b65ece,c1,c5,27,?,?,surb={'id': '10a3e913-d128-4546-a921-336b2b925b16', 'route': ['p2', 'e4', 'i2', 'x11', 'p1', 'c1']}
1769760842.6464949,RECEIVED,c0d9bac2-19cf-4d3d-87f9-d4b677b7e44f,ca2e3a98-ef9b-4a50-b8b3-243200359051,c3,c1,27,p1,?,surb={'id': '826b2cab-12cf-4e76-b863-421f26bf2a35', 'route': ['p1', 'e5', 'i4', 'x4', 'p3', 'c3']}
1769760842.670942,RECEIVED,fc5f20d8-cf94-45aa-8122-bf531030172e,70f2d87a-703a-412d-9ebf-02567dc2bc2a,c4,c1,27,p1,?,surb={'id': '8dad5681-3413-4f47-bf30-95cc17783ce6', 'route': ['p1', 'e2', 'i5', 'x7', 'p1', 'c4']}
1769760842.8906288,SENT,9bba2c2c-6055-4a33-bff8-820ada40d3fb,7b1407e0-fe90-4377-9c77-66041b9cdf38,c1,c5,3399,?,p1,
1769760842.8907897,CREATED,6c5ac362-6299-4345-bfd6-c30a16b2840d,dfe4346c-144c-4ea2-8b0f-822b9becf780,c1,c5,26,?,?,surb={'id': 'bf1ca4b6-6abb-485a-902a-49bcb796e643', 'route': ['p2', 'e8', 'i3', 'x8', 'p1', 'c1']}
