timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769443612.0490792,CREATED,e506a8fd-58d2-4e81-ae89-4be50d8004dd,0eda67e9-49e3-4cec-a13c-0cd41a5f1849,c2,c5,26,?,?,surb={'id': 'c0febdc4-9395-4bd1-b9a5-2d98441ccd71', 'route': ['p2', 'e3', 'i4', 'x8', 'p2', 'c2']}
1769443612.3242102,SENT,d8d12720-a547-493b-a3aa-1f8930b6b951,e1a4b7bd-0d38-496b-9a2d-1d6fcf257141,c2,c5,3363,?,p2,
1769443612.3243906,CREATED,1b6ca3bb-c6d6-4258-a674-81be2adebf40,cacb3291-321e-453c-b901-690da0e13352,c2,c5,26,?,?,surb={'id': '0662d5a4-58a2-409d-9087-ed410237a1ad', 'route': ['p2', 'e1', 'i8', 'x5', 'p2', 'c2']}
1769443612.358265,SENT,acfa1bef-469b-4d03-8ffe-6ae2f86380e8,01af4b6a-0543-419f-84db-c5c544e8c444,c2,c5,3372,?,p2,
1769443612.3584187,CREATED,6e6804f6-3647-4131-8227-e9efa6a1d5c2,097f3347-53fc-4436-afd9-56356c18fa56,c2,c5,27,?,?,surb={'id': 'e7aba7ef-e3ac-45cc-8abb-ef0b6a2650ea', 'route': ['p2', 'e3', 'i6', 'x8', 'p2', 'c2']}
1769443612.4016106,SENT,4356547a-b7a9-4e2c-b883-23c62e3731ef,1acde1cb-d69d-4877-af2c-38dd534689fd,c2,c5,3384,?,p2,
1769443612.4017613,CREATED,cecc8d75-57b0-4b4a-a422-59c5ddb22aa5,156e29ea-f5ea-4142-9501-dc302c4e0b53,c2,c5,27,?,?,surb={'id': 'c14700d5-ba3e-4c05-8a78-7bb8ca0eab14', 'route': ['p2', 'e3', 'i1', 'x12', 'p2', 'c2']}
1769443612.8793373,SENT,5e950360-39a8-41e1-97a5-b39505eba3fa,e087390e-e415-4493-9de7-9244bf49e3a6,c2,c5,3395,?,p2,
1769443612.879406,CREATED,3765d237-15a7-46e0-981f-52cc8ba32a87,0aaf7094-992f-4d0b-8f41-77394e791d69,c2,c5,27,?,?,surb={'id': 'f3f892fc-8e03-4c45-918f-e9e16a6b8ee4', 'route': ['p2', 'e2', 'i7', 'x2', 'p2', 'c2']}
1769443612.9742386,SENT,ffc65300-0c22-432d-9a30-dc2d0e0dc7d4,9b8d60d4-98a9-4e1c-b2e6-d49cd3a1d37c,c2,c5,3403,?,p2,
1769443612.9742978,CREATED,29165f78-1344-495e-97c3-491192792ba8,a054d83f-5ae0-4c80-bc21-d0906c377933,c2,c5,27,?,?,surb={'id': 'b73044fd-968f-4d9a-95a8-5c42ba0f697f', 'route': ['p2', 'e4', 'i8', 'x11', 'p2', 'c2']}
1769443613.10882,SENT,7d8e059b-597d-4b79-9b37-c29567d9fc4c,f0641929-04d0-4779-b4fc-0d5ae2ff32cf,c2,c5,3380,?,p2,
1769443613.1089177,CREATED,c10bbf59-9610-4d17-88aa-4e2425914357,23f47274-e68b-4cf8-b7b9-2078575a22f5,c2,c5,27,?,?,surb={'id': 'fed3a8be-26f7-4651-8c3e-47d7102153b1', 'route': ['p2', 'e5', 'i8', 'x3', 'p2', 'c2']}
1769443613.165321,RECEIVED,cad3ef73-24cc-4639-b40d-ad5bc3f2e872,223edab8-3ab5-4fb1-abb3-12f794d1d928,c3,c2,27,p2,?,surb={'id': 'bfdf5734-949b-4e8d-aecd-945eee5a62f1', 'route': ['p2', 'e8', 'i5', 'x3', 'p3', 'c3']}
1769443613.2466402,RECEIVED,09224439-734a-48c1-b96a-3b812d8f095c,21c913fe-e7c3-44bc-ad1e-73bcfe72d7ed,c3,c2,27,p2,?,surb={'id': 'f3400a18-440c-444e-aa4a-beca589d05e2', 'route': ['p2', 'e4', 'i1', 'x10', 'p3', 'c3']}
1769443613.2990327,RECEIVED,46230ff1-0f8d-4b10-be10-fb9492ad17a5,6bc76f6f-741f-456d-88cb-e800e5f9ad10,c3,c2,27,p2,?,surb={'id': 'e9f9e939-0807-4411-b348-78f489a87460', 'route': ['p2', 'e3', 'i1', 'x7', 'p3', 'c3']}
1769443613.4358065,RECEIVED,43d160d5-1326-496c-a29c-ff1aa2c3747d,fd7d9abc-657e-4039-9316-80da37214832,c3,c2,26,p2,?,surb={'id': '9b09733a-863b-4241-b3cc-9268dd1f2e18', 'route': ['p2', 'e8', 'i5', 'x9', 'p3', 'c3']}
1769443613.9519928,RECEIVED,64010d57-9627-4c4e-b67b-b6e44d90d5e2,9e5df9fa-3b10-4622-b319-b25aaf818795,c3,c2,26,p2,?,surb={'id': '1b2da36f-e1ff-4854-8d5c-f52d487c00b1', 'route': ['p2', 'e6', 'i1', 'x8', 'p3', 'c3']}
1769443614.7867775,RECEIVED,a359f917-05fa-4bcd-8e04-6ed514136e1b,6afff661-2f39-457f-87f0-deaa4f181665,c3,c2,27,p2,?,surb={'id': '3bb05897-680a-4c67-a067-8f8b8eabbf66', 'route': ['p2', 'e1', 'i6', 'x6', 'p3', 'c3']}
1769443614.8242846,SENT,fd72fa0d-e111-448e-9f44-ee1f6af1d5a1,0e93b1ae-620c-493b-a27f-f3aece226e46,c2,c5,3359,?,p2,
1769443614.824396,CREATED,bc03505c-c822-42b9-a1a7-fea1a56af69b,a0538602-8983-471e-9c80-1ef0fd82a51e,c2,c5,27,?,?,surb={'id': '63340cd3-d92d-4dec-810b-4d6e1006e2b4', 'route': ['p2', 'e8', 'i2', 'x11', 'p2', 'c2']}
1769443614.9419785,RECEIVED,38f6f491-4f62-48a7-88d3-2e7184d995a9,8237b2d9-1e37-4046-991c-9288f149afef,c3,c2,26,p2,?,surb={'id': '394a618d-2702-4a70-8f86-886db2569c50', 'route': ['p2', 'e6', 'i10', 'x6', 'p3', 'c3']}
1769443615.055028,SENT,b287ee67-218f-4987-a321-dd3c1bfb0b96,e021e92b-46d4-411d-87d5-5d7faa935a15,c2,c5,3384,?,p2,
1769443615.0551903,CREATED,d1757698-8bb0-4287-9362-39a42544333b,e38bea9a-d61a-4fe2-b76b-edeae7a45a33,c2,c5,27,?,?,surb={'id': '038e93d3-4659-4cb7-91f9-52d86d1e9987', 'route': ['p2', 'e2', 'i5', 'x3', 'p2', 'c2']}
1769443615.396679,SENT,c37541e2-4a78-414f-9b3d-a276446f68f1,0b2de016-706d-4884-b079-5442d4fd4218,c2,c5,3371,?,p2,
1769443615.396739,CREATED,78abf66e-8a5e-4bbd-b658-468133ecd6e1,b747c0d4-f0b1-40bc-b016-ea9dbe56a0da,c2,c5,26,?,?,surb={'id': 'd93e9e47-0a12-4357-8de9-a527489070eb', 'route': ['p2', 'e9', 'i4', 'x3', 'p2', 'c2']}
1769443615.4878244,RECEIVED,ac8d89a7-709b-4b52-9b88-a56a3386086c,b2f74588-cac8-4bfa-a7b1-734f165e3321,c3,c2,27,p2,?,surb={'id': '7996a8e3-d9dd-4a08-97be-252be38b6ef2', 'route': ['p2', 'e8', 'i5', 'x8', 'p3', 'c3']}
1769443615.506633,SENT,86bd953e-3c13-4a3b-b7e4-b6e57ab5688d,76327e25-0c21-49e3-b477-d7fb5136b678,c2,c5,3384,?,p2,
1769443615.506699,CREATED,60dae155-960d-44d9-8735-6c0e7c1f8801,1efe4997-5adf-4634-bc12-087d775f5f07,c2,c5,26,?,?,surb={'id': '0d45a2f1-3ea8-49ef-8a20-0740a2e5a159', 'route': ['p2', 'e1', 'i2', 'x6', 'p2', 'c2']}
1769443615.654551,RECEIVED,248a695c-653d-4495-9e49-34d86cd3feaf,282f3885-82fb-42e0-bb05-93a9bfdf26d7,c3,c2,27,p2,?,surb={'id': 'dd0f889c-9156-4182-9bca-fa5c24ebeced', 'route': ['p2', 'e9', 'i11', 'x12', 'p3', 'c3']}
1769443615.986521,SENT,cf3942d1-afd2-4080-b120-b2df4c609c43,8f13d418-bbe2-4e5c-8ddd-90dda188dec9,c2,c5,3383,?,p2,
1769443615.986621,CREATED,27f3c5fe-754c-4346-a400-5ba90314da06,749a48dd-d392-4654-9a9c-a11c3ce2c6c1,c2,c5,27,?,?,surb={'id': 'b17ee8a2-26c6-4bf0-a68c-3ee4ef703b45', 'route': ['p2', 'e3', 'i5', 'x12', 'p2', 'c2']}
1769443616.2144156,RECEIVED,2de5a379-44ed-4246-817a-8c1ebfbbc423,b6f5b5b1-2fba-4d35-8962-abab90b42339,c3,c2,27,p2,?,surb={'id': '04b02162-1d3c-4727-8ed4-b6e12621ae11', 'route': ['p2', 'e4', 'i5', 'x6', 'p3', 'c3']}
1769443616.3634672,RECEIVED,dd90c456-6654-4d77-9b53-85d029c16367,02c81417-8331-4761-a277-31033cfca183,c3,c2,27,p2,?,surb={'id': 'a2c005b6-fd43-4e79-a591-54fb05aca7c0', 'route': ['p2', 'e6', 'i2', 'x8', 'p3', 'c3']}
1769443616.674499,RECEIVED,85c90e31-5807-4817-ba52-babcbda318d0,43f792d1-4419-444c-b944-456e1dee3ae7,c3,c2,27,p2,?,surb={'id': 'd5c67e71-1738-4d8b-a87d-3a51b2f6aa38', 'route': ['p2', 'e3', 'i8', 'x8', 'p3', 'c3']}
1769443616.7948365,SENT,e3485f24-3429-464f-b017-e368be5e0a9a,c38e527a-717c-41ad-bb1c-e93244fd0402,c2,c5,3400,?,p2,
1769443616.79494,CREATED,1832bb52-b5bb-45d1-8cb5-36599964b2b8,cb76696e-2bc4-40d7-8700-492d435a43c3,c2,c5,27,?,?,surb={'id': '8bbe599f-01d4-4528-a683-c4a0024cae09', 'route': ['p2', 'e2', 'i1', 'x9', 'p2', 'c2']}
1769443617.2184007,SENT,024e4692-e31f-49cf-9109-b16eff90387e,345d2b97-4401-4ae4-9fbf-0436f51265c4,c2,c5,3373,?,p2,
1769443617.218477,CREATED,4f6917f6-3f1f-43c8-b48b-e1b6d7ef36cb,6a5e20e9-7720-4ee5-ba92-f4283b65c35c,c2,c5,27,?,?,surb={'id': '31bdb718-9708-4257-aca2-c3e66cdba8bd', 'route': ['p2', 'e1', 'i7', 'x2', 'p2', 'c2']}
1769443617.2596226,RECEIVED,75c999d9-c1c4-40a6-99cd-9da64eadc3fc,dbbcbac4-a642-422f-978f-9c8049699165,c3,c2,26,p2,?,surb={'id': '9056fb38-129f-4fc0-bab4-e848dce3b459', 'route': ['p2', 'e12', 'i9', 'x3', 'p3', 'c3']}
1769443617.39971,RECEIVED,560ccc7b-0899-45c9-a236-fc1abed1dc7d,44a7cfce-e6df-4a7d-be36-9e3693bc3efd,c3,c2,27,p2,?,surb={'id': 'a2efcafc-02e4-4a05-a709-26f06b865fe2', 'route': ['p2', 'e1', 'i10', 'x5', 'p3', 'c3']}
1769443617.7008889,SENT,cb8a80b0-3f3e-4349-b01d-a4b7e85eafd3,19a44d7d-486e-4acf-8f22-4f742dbb0c89,c2,c5,3359,?,p2,
1769443617.701021,CREATED,0427878e-0904-4046-b669-da3de151502b,17282956-52f2-4d01-a6ba-66a153c7203f,c2,c5,27,?,?,surb={'id': 'fb976e78-91cc-4fe0-856b-3d9b88d4719c', 'route': ['p2', 'e1', 'i5', 'x10', 'p2', 'c2']}
1769443618.4083817,RECEIVED,2612add4-2fe9-4ccd-bca4-7b24049a3648,1e4bd5eb-4ca7-4dd3-a428-a33d716e6e97,c3,c2,26,p2,?,surb={'id': 'f0a16e1a-1a7c-4237-905d-5b5c6534ad1a', 'route': ['p2', 'e3', 'i5', 'x1', 'p3', 'c3']}
1769443618.431437,SENT,4c246796-5de2-4b3c-a2e7-7da2f94bc807,62bf3fc7-61d8-4e15-a4e3-7673e784047e,c2,c5,3377,?,p2,
1769443618.4315722,CREATED,8c48407c-32ee-4106-b1f9-3bcd6f83e7c7,193b9dfe-e471-4bc5-879a-86168736bcbf,c2,c5,26,?,?,surb={'id': '8464d3ed-e52c-4fb3-af01-ecb179ddd3c1', 'route': ['p2', 'e9', 'i1', 'x12', 'p2', 'c2']}
1769443618.4527552,SENT,be3c0de0-d777-4dfe-8d4e-6931231b6cba,9cff7b02-1d56-4c82-840d-a610615ad458,c2,c5,3400,?,p2,
1769443618.4531505,CREATED,299e4bcc-6b66-416e-9060-38ee677f627d,f69b0cb4-2068-45bb-9c54-02101369175d,c2,c5,27,?,?,surb={'id': 'f5f1aff4-05ea-425f-9068-d8f13e0f2b70', 'route': ['p2', 'e7', 'i12', 'x4', 'p2', 'c2']}
1769443619.085975,SENT,c3178f16-28fa-434a-af17-afeb66f82159,23b24341-6787-4cac-8f7a-579b9e020c0a,c2,c5,3377,?,p2,
1769443619.0860894,CREATED,d6312090-df64-4bb1-8de7-2ee743e88818,8c839f07-25ff-4ad9-b299-ee5475040375,c2,c5,27,?,?,surb={'id': '8c0dea8e-0572-4260-9b92-1ca1c56e6884', 'route': ['p2', 'e7', 'i6', 'x1', 'p2', 'c2']}
1769443619.2802496,RECEIVED,36f0e56a-f3cc-47cf-9ed0-75849c38574d,669c2b39-ad06-423c-a1bd-ef5b5c295a92,c3,c2,27,p2,?,surb={'id': 'dfe9b042-1d45-4cea-9e05-cca10163183c', 'route': ['p2', 'e12', 'i8', 'x12', 'p3', 'c3']}
1769443619.3561618,SENT,41e3c137-060b-44a8-b171-7d59fd5ed7a3,901b8797-e17e-4ca0-b6e9-64ba5a28a454,c2,c5,3392,?,p2,
1769443619.35629,CREATED,33377422-d7b3-4617-a473-752c2e9c1b22,8b696136-d967-4682-9a98-7d860dddda92,c2,c5,27,?,?,surb={'id': '5129fc2e-5bb5-4a2e-9c90-1f47f378cc63', 'route': ['p2', 'e8', 'i10', 'x10', 'p2', 'c2']}
1769443619.5752275,SENT,73338fa2-150e-41fc-8c15-3c331fcfc97f,72bc886d-7b40-4be8-9c6d-67f19847ad27,c2,c5,3355,?,p2,
1769443619.5753133,CREATED,dbf50f17-b920-4d31-8f8d-8ab7c2eba315,efd9d15d-c558-40e6-a9a5-7e5ce32ff218,c2,c5,25,?,?,surb={'id': '2757090c-2cdc-417e-aeaa-59c79b7feb71', 'route': ['p2', 'e2', 'i7', 'x1', 'p2', 'c2']}
1769443619.6194801,SENT,ae48bba8-7943-428a-a0e0-535e5ddfa8ba,08b2111b-2c46-4411-a3e6-b4e885aa4435,c2,c5,3388,?,p2,
1769443619.6195648,CREATED,84bc5d2c-c697-4df8-9617-15d0eae4efd2,4a13a264-5487-4209-9773-8a93e9e55823,c2,c5,27,?,?,surb={'id': '5c36f749-f54b-486c-a12c-e9f8504ec7ce', 'route': ['p2', 'e11', 'i6', 'x8', 'p2', 'c2']}
1769443619.6507638,RECEIVED,59d3b806-caf1-4331-96af-7a0b06479644,6657eb9b-fcd0-4aa8-9779-612f49d2f487,c3,c2,27,p2,?,surb={'id': 'f82590eb-a0fa-4b43-a9f1-cb099c0b3cfe', 'route': ['p2', 'e10', 'i7', 'x9', 'p3', 'c3']}
1769443619.7595963,SENT,b645325f-03cd-48e5-9eaa-2ceaa898d1c5,58db19db-d9e2-4b89-b077-6d11dc56abf4,c2,c5,3377,?,p2,
1769443619.7596765,CREATED,49ccfe5b-11e1-451d-9798-993e7cecaa77,260da25b-256e-4133-942b-84b997ae61b0,c2,c5,26,?,?,surb={'id': '8b1b0b95-aa7c-4c64-aa50-44847cad24cc', 'route': ['p2', 'e4', 'i12', 'x7', 'p2', 'c2']}
1769443619.8995252,SENT,ab651d5a-fc43-4a97-b597-09b0aa625bcb,56ccc327-8f10-4e76-a540-0a6604c3c5ea,c2,c5,3379,?,p2,
1769443619.8996127,CREATED,04648041-450f-432e-9772-7ad5dc360dfd,b2671b6e-0052-4ea1-827b-77857428b1dc,c2,c5,27,?,?,surb={'id': 'bd55c58b-d7cf-447f-8f8b-230b06c6f345', 'route': ['p2', 'e5', 'i2', 'x5', 'p2', 'c2']}
1769443620.1289978,RECEIVED,dc32f5a6-7b51-4af0-9073-4b8e8e47e650,4fc8dfb0-5a17-4aa7-b87c-cf34e87e7997,c3,c2,27,p2,?,surb={'id': 'dd99e80d-a837-449e-bfb9-e78ab45f41b0', 'route': ['p2', 'e12', 'i6', 'x7', 'p3', 'c3']}
1769443620.465717,RECEIVED,e5cf8771-fc71-420d-8749-8fd16c727a19,dae8d119-625e-473a-afd6-643fd7f2bdf2,c3,c2,27,p2,?,surb={'id': '547815c9-d53b-4281-9a74-f94c0b326644', 'route': ['p2', 'e8', 'i10', 'x1', 'p3', 'c3']}
1769443620.5686355,SENT,ac23f70c-e9cb-4b2c-8486-43224725bc86,f7ce8680-c329-4e1a-af70-f2d813dbf693,c2,c5,3359,?,p2,
1769443620.5687358,CREATED,6ebc43f4-67d7-4057-8d13-544b6f80055b,1fcefc67-6d3a-457a-8567-e9cfdf80cada,c2,c5,25,?,?,surb={'id': '4b9b6628-d65b-4626-85f6-6aeb81de06e9', 'route': ['p2', 'e3', 'i8', 'x6', 'p2', 'c2']}
1769443620.6558633,RECEIVED,6af74ad8-b2db-4fdf-9f3c-8db3f18f81c4,37cd0b04-607b-4c6f-a214-feebcef73147,c3,c2,27,p2,?,surb={'id': '985465cf-8569-429b-aab3-745d5913149d', 'route': ['p2', 'e9', 'i3', 'x12', 'p3', 'c3']}
1769443620.8688095,RECEIVED,45f29663-17b1-43c0-bdc5-ead58dd2a7a0,d620c892-0fd9-468f-ae02-b64650684e85,c3,c2,27,p2,?,surb={'id': '2d7ceaa6-a3f2-48b3-878c-596aae637da5', 'route': ['p2', 'e11', 'i9', 'x8', 'p3', 'c3']}
1769443620.947337,SENT,3e7a8d84-7627-47dc-a8e6-37794e023833,b65d1f6e-dd62-4520-aaaf-0432a7f854f8,c2,c5,3387,?,p2,
1769443620.947423,CREATED,ccb58576-86d3-4d80-9d2a-40d93dcd45e0,8b1c3d5a-38cc-486f-b1d9-c01252943a51,c2,c5,27,?,?,surb={'id': '2ecc7c0b-35bd-4525-beaf-f291fae05045', 'route': ['p2', 'e9', 'i12', 'x4', 'p2', 'c2']}
1769443621.20315,SENT,1f966951-4635-4eeb-ab9b-212dc4523a2b,f726011e-d40a-4ced-97c2-2ee8a3e7ef39,c2,c5,3376,?,p2,
1769443621.203313,CREATED,0e7fa895-dd82-43d5-bb98-8edd75c06a06,50917de2-33d2-49d8-afcf-663bca614d16,c2,c5,27,?,?,surb={'id': '680d467d-74ad-4054-a134-dae9c8a474e5', 'route': ['p2', 'e1', 'i5', 'x9', 'p2', 'c2']}
1769443621.245778,RECEIVED,46dd376b-9f00-4f60-9369-5ec5e8683ce5,0dddcad6-bd1d-4dc1-8e7b-1d4e6debbc0e,c3,c2,27,p2,?,surb={'id': '3535a60e-b41e-465e-9dd6-c2c3cac6bac1', 'route': ['p2', 'e9', 'i4', 'x4', 'p3', 'c3']}
1769443621.3894954,SENT,bb05a2f4-0848-43b1-b21b-2e4b260c565f,1c44730c-68ee-40b2-9bff-e69d3739e494,c2,c5,3371,?,p2,
1769443621.3895962,CREATED,dc038574-6958-4a7f-898c-9f66b23c3fbb,1c5e21d9-b781-43f2-a056-93791305f1ae,c2,c5,27,?,?,surb={'id': '92c16b36-cf94-48cb-a7d7-60a2ef7a882c', 'route': ['p2', 'e6', 'i11', 'x8', 'p2', 'c2']}
1769443621.4278111,SENT,a3b16cdd-6499-4b4b-a9d4-eccfe08e5037,98058890-9b36-4832-bce7-866bf411b3d9,c2,c5,3376,?,p2,
1769443621.4279127,CREATED,9261266c-11e9-44c5-9a1d-1eb9854a53d5,3aa57494-a692-4246-817e-f7d01505309e,c2,c5,27,?,?,surb={'id': 'bb9ed870-9d08-4434-a44f-14eccf508551', 'route': ['p2', 'e3', 'i7', 'x7', 'p2', 'c2']}
1769443621.489425,RECEIVED,2e385919-1be9-424c-8f72-212406c8a39a,4e4cc3c7-6908-4a75-9bfd-9545bd037178,c3,c2,26,p2,?,surb={'id': '4dc659c3-1d1f-445f-a8fa-82e8d23701d9', 'route': ['p2', 'e3', 'i9', 'x5', 'p3', 'c3']}
1769443621.510841,RECEIVED,f58e9e58-3eee-443b-9847-80e4d032b20f,f66ade32-0abe-46b0-ad1d-85743d686495,c3,c2,26,p2,?,surb={'id': '253e83bf-2053-4927-bc01-eea1f0acf416', 'route': ['p2', 'e3', 'i10', 'x9', 'p3', 'c3']}
1769443621.6969178,SENT,57d1d5fd-8e20-45bd-a7f0-68ecf465aacf,27889181-d75c-41b6-9031-a9375b20635a,c2,c5,3393,?,p2,
1769443621.6970303,CREATED,c68710a9-e717-4d6d-b2a8-4348c7861c53,2fd23105-8078-4b3a-86af-49856a885f92,c2,c5,27,?,?,surb={'id': 'cc1a4d12-d303-451d-802c-de938984f80a', 'route': ['p2', 'e12', 'i1', 'x2', 'p2', 'c2']}
1769443621.7391794,SENT,7a91b427-a1d6-4931-b1a2-86433cbd0db4,797236a4-3998-44ad-9538-85952429eb7d,c2,c5,3364,?,p2,
1769443621.7392817,CREATED,89ded17f-95ac-421b-b190-b253491896bb,500d86b1-c855-4fae-a9cf-e0528237ffaf,c2,c5,27,?,?,surb={'id': 'bf3b0425-1978-44b3-ad81-9f7c38381b20', 'route': ['p2', 'e12', 'i1', 'x2', 'p2', 'c2']}
1769443622.0062647,SENT,ec13833e-b9b6-425d-b522-08db45147d72,3c31f2cc-69e1-4456-8f7a-85b586ca5aa3,c2,c5,3376,?,p2,
1769443622.0063689,CREATED,16ce4b88-fb23-4d11-9aad-0b925c7c3106,33d86f2a-93e1-412b-a420-946b2e223f49,c2,c5,27,?,?,surb={'id': '15a156b6-f92c-406a-a82b-85be7547f779', 'route': ['p2', 'e8', 'i9', 'x9', 'p2', 'c2']}
1769443622.038034,SENT,c9b8914c-d7da-449d-956c-849f4e95295f,998c7eba-dd5c-4b90-a641-730f4a99c7b3,c2,c5,3397,?,p2,
1769443622.038157,CREATED,7c14f6b4-ef03-463a-894f-355c0a01eb24,578b6692-344f-4a62-a1c1-5f5b4438805f,c2,c5,26,?,?,surb={'id': '46359d02-dd7e-45aa-932c-e69f52d97001', 'route': ['p2', 'e11', 'i12', 'x8', 'p2', 'c2']}
1769443622.0558841,RECEIVED,ac16a5b6-62c2-4dde-9819-27c54b660daa,53b5fc9e-09c5-47b6-b704-f135531790c3,c3,c2,27,p2,?,surb={'id': '51418040-a805-4c6e-bc73-27e198c6af1f', 'route': ['p2', 'e6', 'i4', 'x8', 'p3', 'c3']}
1769443622.1993043,RECEIVED,08897eae-e253-40f0-96a9-0c38039cc79e,e6904b0e-6de0-49c2-b363-c6f0147125fe,c3,c2,27,p2,?,surb={'id': '59e3be0c-729e-406a-bdfb-2cc1de616a5e', 'route': ['p2', 'e1', 'i2', 'x6', 'p3', 'c3']}
1769443622.272574,SENT,747cecec-31ba-4aa9-9bb8-711491473df4,63d236d3-9051-4afa-a276-e57df745cbf8,c2,c5,3387,?,p2,
1769443622.2727053,CREATED,31f3deba-947e-4882-9a50-6dfe19e21c1a,8bf40520-34c5-4eec-8496-4fa068c1347b,c2,c5,27,?,?,surb={'id': 'b7e296b0-50c4-425f-8bdb-05a439f295c2', 'route': ['p2', 'e3', 'i5', 'x11', 'p2', 'c2']}
1769443622.4124825,SENT,e818b5b3-4c6d-42e2-9369-cda40e0487cf,9672e23e-cf2c-42d9-b77a-95ccf1edefa2,c2,c5,3377,?,p2,
1769443622.4126148,CREATED,4b80ebb9-c3d4-4910-a122-fc2a23c01270,436c0ce9-f7eb-4898-9423-6005eb25fec8,c2,c5,27,?,?,surb={'id': '6a2ffa21-0e20-44a1-bdff-9c5e3799839f', 'route': ['p2', 'e6', 'i8', 'x3', 'p2', 'c2']}
1769443622.9735787,SENT,d1cf1706-a657-4dde-bce1-fad8fed27e28,16d87324-2a7f-454c-a0db-1c554661a7fb,c2,c5,3396,?,p2,
1769443622.9737291,CREATED,dfe2e126-1819-4898-b9a1-3b11d39aa002,2b3ad8ac-2944-4df4-849b-1d58384a6122,c2,c5,27,?,?,surb={'id': '61f40744-a8da-4e3e-b12b-e2c37d331c8e', 'route': ['p2', 'e12', 'i3', 'x2', 'p2', 'c2']}
1769443623.0198944,RECEIVED,18e3f1ec-f148-4533-800f-5d5d95915079,e4d8c0bd-a02b-4952-b66e-2af110d753db,c3,c2,27,p2,?,surb={'id': '0e8482af-eb58-4114-b62c-b5fae682b803', 'route': ['p2', 'e5', 'i6', 'x9', 'p3', 'c3']}
1769443623.0268407,RECEIVED,b375f9aa-8372-48b2-a19e-5aceac9f7666,e4614546-4ca1-4f0e-94aa-e3575ef0c10d,c3,c2,27,p2,?,surb={'id': '0f520e13-7fbd-4ddc-9d14-33575f2a53aa', 'route': ['p2', 'e3', 'i4', 'x11', 'p3', 'c3']}
1769443623.0521321,SENT,bdeaf4da-6e2a-4d01-a1b1-1ebd12d8b2d1,37eac240-efaa-442d-8338-7529a86c8632,c2,c5,3397,?,p2,
1769443623.0523915,CREATED,2f8ba367-82f5-425c-bce0-bb12588828b3,3c1e9eec-d027-458c-ba1d-e3f4759ce73a,c2,c5,27,?,?,surb={'id': 'b616e4a8-b888-4d85-aaa6-05b619388015', 'route': ['p2', 'e1', 'i11', 'x4', 'p2', 'c2']}
1769443623.537796,RECEIVED,54ecbaec-5cdc-4ae2-8c1f-e89293e22c5e,ff4485ae-6c8e-4008-8431-8a2724a2737c,c3,c2,27,p2,?,surb={'id': '2a51c14a-87b4-4e94-adfa-61d03ee2a2c2', 'route': ['p2', 'e9', 'i9', 'x5', 'p3', 'c3']}
1769443623.569934,RECEIVED,432a7e85-495f-46f2-9cad-70da69c81bcb,f45c6ab2-b955-4354-a02b-f7e3aecc993a,c3,c2,26,p2,?,surb={'id': 'ef4877d6-87c3-4f60-bad7-6c766785a0ac', 'route': ['p2', 'e5', 'i5', 'x5', 'p3', 'c3']}
1769443623.6008608,SENT,fd7c61d2-dcbd-4d11-8c32-945a87313d69,467ed1d8-8c41-420a-a16d-0d56fe8f544c,c2,c5,3383,?,p2,
1769443623.60094,CREATED,fe1ee77a-8c49-4856-9d38-3d3279b984ed,6293c499-06eb-4df8-a68b-154afd110e06,c2,c5,26,?,?,surb={'id': '2bae3c15-ec12-4055-bb5b-76311dd83365', 'route': ['p2', 'e1', 'i12', 'x8', 'p2', 'c2']}
1769443623.6111703,SENT,8f387655-73ce-4ed5-afcc-b316a28a2508,69615af1-b189-47a5-b00d-9839358644b8,c2,c5,3380,?,p2,
1769443623.6112568,CREATED,e8509def-8896-4421-a36d-25d83ef30238,8f3eaec9-28d6-431c-bfd4-044f7f33abf2,c2,c5,27,?,?,surb={'id': '5b9d844c-3076-4a20-bd90-7daa851883a6', 'route': ['p2', 'e7', 'i7', 'x7', 'p2', 'c2']}
1769443623.9134963,SENT,a52747ce-2268-4e32-b3f0-e55b0d31f30e,8b660194-7007-4914-be1b-a964d5310d5e,c2,c5,3380,?,p2,
1769443623.9136434,CREATED,114936dd-ad95-44c8-b009-5edcdf1c0a4b,06e2b641-fc6d-4e06-97bc-cb36604f3732,c2,c5,27,?,?,surb={'id': 'a17ed03d-cd48-4d4a-b600-756745ad8500', 'route': ['p2', 'e7', 'i3', 'x2', 'p2', 'c2']}
1769443624.0079625,SENT,47d92c86-810d-439a-b749-b590337f590d,3ac8e754-781a-47ce-89e6-c62f975ed69f,c2,c5,3399,?,p2,
1769443624.0080144,CREATED,1e82bc94-91d6-43dd-b840-35957f6d7d30,1fde573a-e971-4aeb-b1db-984fcc5a2eaf,c2,c5,27,?,?,surb={'id': 'e5689210-c6c4-475a-a570-2743a6579328', 'route': ['p2', 'e11', 'i11', 'x9', 'p2', 'c2']}
1769443624.0216694,SENT,9334fbe5-62d1-4f47-9914-3d5e0b476017,86603c24-c122-4316-aa5b-e2c7c514abad,c2,c5,3359,?,p2,
