timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769393816.523838,RECEIVED,297b93cf-15b6-4a58-ab3b-caced668617c,aa3dfb0d-9559-419c-816a-4cb701c0b70f,c2,c5,26,p2,?,surb={'id': '7a7d9aab-a035-4478-8908-80d8a846c64f', 'route': ['p2', 'e3', 'i8', 'x2', 'p2', 'c2']}
1769393816.7334578,RECEIVED,d9ca5e85-3819-43c2-8e1f-c61d04d4687d,ee61ce64-810d-4d28-8762-f8085aecdcbb,c2,c5,27,p2,?,surb={'id': '4e7bd322-c36d-4b89-a926-2196f82122fb', 'route': ['p2', 'e10', 'i6', 'x7', 'p2', 'c2']}
1769393816.7480443,SENT,38227ad9-108f-456c-aba8-f7610a55db6b,e96cda67-2a92-49f6-b420-c65383282e8a,c5,c2,3395,?,p2,
1769393816.7486272,CREATED,7ff4ee3b-c0ee-4697-8f5e-300873924b87,12e73de5-dca3-4de0-a236-b48997415e61,c5,c2,27,?,?,surb={'id': '3019a1d6-0f40-46b7-a0af-09b784a9ae6e', 'route': ['p2', 'e4', 'i12', 'x3', 'p2', 'c5']}
1769393816.9466438,SENT,5cf50366-035e-4bbf-beed-3bed4704883c,59fa8ce4-0928-4489-add7-581522c6801d,c5,c2,3380,?,p2,
1769393816.9467862,CREATED,ce1ca77c-6f71-48ba-a829-20a763b2319d,329b4697-81e2-448c-baee-d810d26ef18a,c5,c2,26,?,?,surb={'id': '2ec6816e-eabb-4616-883c-aa25a5499bab', 'route': ['p2', 'e11', 'i2', 'x6', 'p2', 'c5']}
1769393816.9843836,RECEIVED,d938e26b-3d19-49a6-a64a-0152b9e69564,ee61ce64-810d-4d28-8762-f8085aecdcbb,c2,c5,27,p2,?,surb={'id': '4e7bd322-c36d-4b89-a926-2196f82122fb', 'route': ['p2', 'e10', 'i6', 'x7', 'p2', 'c2']}
1769393817.3132617,SENT,e30d1290-8c45-4109-8161-667044bd8994,1aa82c55-9a60-4102-ac79-bf91d21b3013,c5,c2,3383,?,p2,
1769393817.3134077,CREATED,a0d5d840-ce46-4014-a954-9b57d99c5945,329b4697-81e2-448c-baee-d810d26ef18a,c5,c2,26,?,?,surb={'id': '2ec6816e-eabb-4616-883c-aa25a5499bab', 'route': ['p2', 'e11', 'i2', 'x6', 'p2', 'c5']}
1769393817.3579473,SENT,fa6ead2c-ad28-4b0b-819c-9d36c59c2be2,cdfaa94a-80f3-4cbb-9590-a37e9a77c1f0,c5,c2,3392,?,p2,
1769393817.359272,CREATED,a25c8230-ddf7-45f0-86ca-fc5bbebf0c17,b1301d7a-9bb3-41c0-9762-c7493d7fbe3e,c5,c2,27,?,?,surb={'id': 'd28547dd-c088-4194-97eb-8e65b5d0ea6d', 'route': ['p2', 'e5', 'i11', 'x9', 'p2', 'c5']}
1769393817.3955715,RECEIVED,e1342f04-99ec-4ddc-8730-81cc2e083272,aa3dfb0d-9559-419c-816a-4cb701c0b70f,c2,c5,26,p2,?,surb={'id': '7a7d9aab-a035-4478-8908-80d8a846c64f', 'route': ['p2', 'e3', 'i8', 'x2', 'p2', 'c2']}
1769393817.5443964,RECEIVED,0e67199a-560b-40a6-a864-fb9d70e55c4a,890a7079-7866-46ad-b434-40e3bc0a98ac,c2,c5,27,p2,?,surb={'id': 'eccf389d-1ed3-4951-ac7e-ec6aa93f1cf2', 'route': ['p2', 'e6', 'i3', 'x12', 'p2', 'c2']}
1769393817.5706096,RECEIVED,4ed2e882-23ea-47fd-8f02-8ab1fdd5b253,2ab8baab-ccd0-4dc1-957f-3465563882d0,c2,c5,27,p2,?,surb={'id': '6fc8eb73-0870-4232-a250-eb4a5467246a', 'route': ['p2', 'e11', 'i11', 'x1', 'p2', 'c2']}
1769393817.6156263,SENT,7d49b8dc-b52a-448e-8cf1-7b499448e108,83f3e1f4-17ae-4fc1-a976-48e2d2dd370f,c5,c2,3400,?,p2,
1769393817.6158032,CREATED,08cb51e8-b60b-411a-b45b-eead6633f645,b1301d7a-9bb3-41c0-9762-c7493d7fbe3e,c5,c2,27,?,?,surb={'id': 'd28547dd-c088-4194-97eb-8e65b5d0ea6d', 'route': ['p2', 'e5', 'i11', 'x9', 'p2', 'c5']}
1769393817.7045283,SENT,f220b9e8-d78c-4cb2-b352-523e365b660d,3325e030-1008-4246-badf-7e9ba4c0e167,c5,c2,3376,?,p2,
1769393817.7046766,CREATED,41de237b-c820-4c44-a4df-4927b639bfd2,8fb1bfb9-d512-4b95-b2dd-51263ba71bec,c5,c2,27,?,?,surb={'id': 'ff8177b8-37c0-4982-befa-47d8d44b055a', 'route': ['p2', 'e11', 'i8', 'x5', 'p2', 'c5']}
1769393817.8758152,RECEIVED,f6b98295-18d7-4209-a543-47b8034d9174,f2fde426-0522-4219-8434-7b1ac8e713e0,c2,c5,27,p2,?,surb={'id': '67ef1a7e-3d34-4c6c-b760-7ec90436e688', 'route': ['p2', 'e8', 'i4', 'x9', 'p2', 'c2']}
1769393818.0250714,RECEIVED,a402f119-5ed6-410d-be26-722cdcf609d3,f2fde426-0522-4219-8434-7b1ac8e713e0,c2,c5,27,p2,?,surb={'id': '67ef1a7e-3d34-4c6c-b760-7ec90436e688', 'route': ['p2', 'e8', 'i4', 'x9', 'p2', 'c2']}
1769393818.3199046,SENT,214becad-e309-492d-9d70-5f5802a76167,9535e7c5-7950-4b40-95cc-70e656332dd6,c5,c2,3377,?,p2,
1769393818.3200057,CREATED,799bb68f-cb50-453f-abe0-e33b30fe5766,8fb1bfb9-d512-4b95-b2dd-51263ba71bec,c5,c2,27,?,?,surb={'id': 'ff8177b8-37c0-4982-befa-47d8d44b055a', 'route': ['p2', 'e11', 'i8', 'x5', 'p2', 'c5']}
1769393818.379892,SENT,1ae21dcd-b180-4d85-a7fb-79bf2191b7aa,2b558ef0-0c45-4be5-b47d-7927b77c3dbf,c5,c2,3392,?,p2,
1769393818.3801932,CREATED,45dd8992-f90f-49f1-b63e-0d1dd1afe653,5cd1fcb1-10ad-4fd5-a452-054993a543a0,c5,c2,27,?,?,surb={'id': '8b1feb12-df89-4d3e-9ba5-3dda6c9ae284', 'route': ['p2', 'e11', 'i1', 'x1', 'p2', 'c5']}
1769393818.4296172,RECEIVED,d6f9c6c2-ba8c-4c19-be1e-e9f64900e807,d6e6ff51-c2f6-4bcf-a220-0a7e94ec82b7,c2,c5,27,p2,?,surb={'id': '7e4e4da8-3646-4653-a6fd-bced42ae757f', 'route': ['p2', 'e7', 'i1', 'x3', 'p2', 'c2']}
1769393818.683013,RECEIVED,c47bedd2-f5d0-4c9d-b410-94af82d45bc1,d6e6ff51-c2f6-4bcf-a220-0a7e94ec82b7,c2,c5,27,p2,?,surb={'id': '7e4e4da8-3646-4653-a6fd-bced42ae757f', 'route': ['p2', 'e7', 'i1', 'x3', 'p2', 'c2']}
1769393818.778714,RECEIVED,e97141cf-00ec-49e0-8034-00c5fc3b591e,a635897e-d5c1-4783-9836-380e0c9208f9,c2,c5,27,p2,?,surb={'id': 'f8b9b0d5-d3ca-44e0-b82f-d2c99d54d274', 'route': ['p2', 'e7', 'i10', 'x8', 'p2', 'c2']}
1769393818.78886,SENT,215b275c-2ebe-4097-8551-20a03af5afd6,c191cd3e-f0b7-4365-a3cd-5ed1ee22c94b,c5,c2,3396,?,p2,
1769393818.7890074,CREATED,7952b095-fcb9-4ada-a43a-1dbbcd8c6ef3,5cd1fcb1-10ad-4fd5-a452-054993a543a0,c5,c2,27,?,?,surb={'id': '8b1feb12-df89-4d3e-9ba5-3dda6c9ae284', 'route': ['p2', 'e11', 'i1', 'x1', 'p2', 'c5']}
1769393818.9473057,RECEIVED,7b45c962-b312-4a70-aaa2-aabbb3304940,39703590-9149-4f31-be29-0205b5e324d3,c2,c5,26,p2,?,surb={'id': '84511cbe-ac27-4fa1-b9c1-89f868346c27', 'route': ['p2', 'e8', 'i8', 'x3', 'p2', 'c2']}
1769393818.9903135,SENT,00334c99-4216-4af6-866c-2e38556e0973,2aae7a55-d15e-4437-8515-81cd4d4e8a4f,c5,c2,3380,?,p2,
1769393818.9904678,CREATED,be1389e7-956e-4978-8073-25b09a4dd805,cc787167-4407-4b1c-88d5-423272b3fc0f,c5,c2,27,?,?,surb={'id': '249b9d64-6665-4b68-a1a6-f1911f759592', 'route': ['p2', 'e8', 'i1', 'x3', 'p2', 'c5']}
1769393819.2063892,RECEIVED,26722247-43cf-4d78-8536-fa223d08db4a,39703590-9149-4f31-be29-0205b5e324d3,c2,c5,26,p2,?,surb={'id': '84511cbe-ac27-4fa1-b9c1-89f868346c27', 'route': ['p2', 'e8', 'i8', 'x3', 'p2', 'c2']}
1769393819.3168256,SENT,4b5617a7-d4d5-47ce-8edd-a07dd0df8715,46aaf2d9-8d4e-4dba-97ef-41e0632d8b70,c5,c2,3363,?,p2,
1769393819.3169749,CREATED,a3b6ef2e-3cb8-45c0-a472-680f3f0ff56a,cc787167-4407-4b1c-88d5-423272b3fc0f,c5,c2,27,?,?,surb={'id': '249b9d64-6665-4b68-a1a6-f1911f759592', 'route': ['p2', 'e8', 'i1', 'x3', 'p2', 'c5']}
1769393819.3982077,SENT,58716c33-30a6-4e09-9649-9e3d98a32b35,035476a9-0018-4e96-aeb8-a4b0b94a5000,c5,c2,3391,?,p2,
1769393819.3983572,CREATED,360415e8-470e-4d45-af2a-119b6bd850f3,2bbde962-4950-453a-92b4-fccfcaa22c86,c5,c2,27,?,?,surb={'id': 'b3c74ff8-e91e-4557-9bbe-f0fd56d4f12e', 'route': ['p2', 'e10', 'i11', 'x9', 'p2', 'c5']}
1769393819.4803343,SENT,dade0939-fe81-48d0-92d0-b80a920b12ef,3f322b23-fd88-41fa-adef-6f60a4d9261f,c5,c2,3387,?,p2,
1769393819.481504,CREATED,763ad3de-bf6b-438f-b604-1055b3a5018a,2bbde962-4950-453a-92b4-fccfcaa22c86,c5,c2,27,?,?,surb={'id': 'b3c74ff8-e91e-4557-9bbe-f0fd56d4f12e', 'route': ['p2', 'e10', 'i11', 'x9', 'p2', 'c5']}
1769393819.5380895,SENT,8cac910c-d47e-4caf-b345-1bd1412992ef,30a27ef4-f042-47bf-b3cf-9c433375103f,c5,c2,3359,?,p2,
1769393819.5382428,CREATED,2911044a-aedc-49b4-b440-aa6a07c34dc3,4505ff68-78dc-4601-8a5c-b3c4138d2750,c5,c2,26,?,?,surb={'id': '6e065717-d289-4263-8f30-2b9c7fe2eaa3', 'route': ['p2', 'e2', 'i7', 'x7', 'p2', 'c5']}
1769393819.610527,SENT,5035921c-a23a-4f32-8587-3d9222b494c2,30f0a0ba-38c1-4708-ac9c-dfabf76a242e,c5,c2,3383,?,p2,
1769393819.6106741,CREATED,5b4d6514-8a91-421c-9235-a2047a3639bd,4505ff68-78dc-4601-8a5c-b3c4138d2750,c5,c2,26,?,?,surb={'id': '6e065717-d289-4263-8f30-2b9c7fe2eaa3', 'route': ['p2', 'e2', 'i7', 'x7', 'p2', 'c5']}
1769393819.7150373,RECEIVED,f8faad89-0d93-479d-9442-ae9f99b775bf,a635897e-d5c1-4783-9836-380e0c9208f9,c2,c5,27,p2,?,surb={'id': 'f8b9b0d5-d3ca-44e0-b82f-d2c99d54d274', 'route': ['p2', 'e7', 'i10', 'x8', 'p2', 'c2']}
1769393819.8978984,SENT,49ef5956-e0c6-4d03-aa72-98f344b8fbac,87228b91-5b55-4bd1-a70c-bbbda6179a6d,c5,c2,3391,?,p2,
1769393819.8980439,CREATED,d252fbab-55d3-46da-bd49-99515e112db7,5b435c54-4b38-4a10-b41c-92385c91fa89,c5,c2,27,?,?,surb={'id': 'b8dfefe7-16c5-4378-b352-62f804631a66', 'route': ['p2', 'e9', 'i10', 'x3', 'p2', 'c5']}
1769393820.1518998,SENT,1204d5aa-39bd-4d72-afda-e6b86f440a10,dd94f097-f04c-41d1-9c7b-139d6615df9f,c5,c2,3389,?,p2,
1769393820.152044,CREATED,b21ca016-5fae-43c7-b9da-d0f1fbb7b0b2,5b435c54-4b38-4a10-b41c-92385c91fa89,c5,c2,27,?,?,surb={'id': 'b8dfefe7-16c5-4378-b352-62f804631a66', 'route': ['p2', 'e9', 'i10', 'x3', 'p2', 'c5']}
1769393820.3088584,RECEIVED,912330fe-8e0a-4936-96f1-570e4b7963a2,124bcc17-70f1-4a72-9613-bd181906a03c,c2,c5,27,p2,?,surb={'id': 'fe1fa73f-0485-4d16-8f35-60b304708463', 'route': ['p2', 'e11', 'i7', 'x7', 'p2', 'c2']}
1769393820.9733434,RECEIVED,5aec208d-8d8d-413b-9d3f-3d664a7e6775,b1a5bf91-b576-444d-bd7e-289222ccd833,c2,c5,27,p2,?,surb={'id': '7a44aa87-d8a3-454c-bf91-3f2fa540811b', 'route': ['p2', 'e5', 'i2', 'x10', 'p2', 'c2']}
1769393821.2996695,RECEIVED,30d5c976-3204-4846-b326-60d72353ebb8,2ab8baab-ccd0-4dc1-957f-3465563882d0,c2,c5,27,p2,?,surb={'id': '6fc8eb73-0870-4232-a250-eb4a5467246a', 'route': ['p2', 'e11', 'i11', 'x1', 'p2', 'c2']}
1769393821.3919954,RECEIVED,1671abb2-ee54-44fb-a766-aff8203f880b,8dbfe3d4-3c8e-456a-9c83-4e8133d5c7c0,c2,c5,26,p2,?,surb={'id': 'bf496064-bcd3-48d3-8d7f-e6bed5e96434', 'route': ['p2', 'e7', 'i8', 'x5', 'p2', 'c2']}
1769393821.438475,SENT,056e8cf2-fe0f-4110-9b27-c8404b2058f3,6841e24b-cd09-48f9-ae3d-37b1b183da53,c5,c2,3370,?,p2,
1769393821.438615,CREATED,27ae37f4-664f-4787-bb40-5ffc89847af9,44e41b15-f422-423f-9720-8af4eb4b7f52,c5,c2,27,?,?,surb={'id': '6be28c41-de1e-4513-94d5-2e85fa978fdb', 'route': ['p2', 'e12', 'i5', 'x3', 'p2', 'c5']}
1769393821.4797456,SENT,f239a1f0-385f-480e-9466-dcf83cc1e793,61cb86b1-0da0-458e-bcef-0e20397985e9,c5,c2,3379,?,p2,
1769393821.4798899,CREATED,ac86fba1-adc7-441d-b007-ee530bc73cf6,44e41b15-f422-423f-9720-8af4eb4b7f52,c5,c2,27,?,?,surb={'id': '6be28c41-de1e-4513-94d5-2e85fa978fdb', 'route': ['p2', 'e12', 'i5', 'x3', 'p2', 'c5']}
1769393821.6797023,RECEIVED,6601a08d-5f47-499b-b21e-8b9986314a8a,da53a8c5-4696-4985-abd8-2f64150369bc,c2,c5,27,p2,?,surb={'id': 'cfdbed8e-ae07-4ab2-b571-22ef817140e0', 'route': ['p2', 'e8', 'i9', 'x7', 'p2', 'c2']}
1769393821.7445967,SENT,fdaeb88b-0bb3-4071-8a2b-c5fd277bd940,f90d72e8-4bed-4db2-8c1c-de31995de1dc,c5,c2,3376,?,p2,
1769393821.7463222,CREATED,10eae474-4618-48ba-ae1c-17b67e025b1d,f1720e00-cc91-4636-a7ae-5b52b0c69ba5,c5,c2,27,?,?,surb={'id': 'd6ca5ca0-9353-4152-adda-c2e83f8a5e59', 'route': ['p2', 'e5', 'i1', 'x7', 'p2', 'c5']}
1769393821.8366084,SENT,1e82eab5-4e17-4d2a-a0d4-f5d49a0dc301,ae68973a-b04e-41e9-9f04-1421e8157dcf,c5,c2,3363,?,p2,
1769393821.8367414,CREATED,f77f07a2-3c99-4965-872e-3b270ea66f9f,f1720e00-cc91-4636-a7ae-5b52b0c69ba5,c5,c2,27,?,?,surb={'id': 'd6ca5ca0-9353-4152-adda-c2e83f8a5e59', 'route': ['p2', 'e5', 'i1', 'x7', 'p2', 'c5']}
1769393821.9571843,RECEIVED,adc338a1-a995-49ce-a855-de440028a520,8dbfe3d4-3c8e-456a-9c83-4e8133d5c7c0,c2,c5,26,p2,?,surb={'id': 'bf496064-bcd3-48d3-8d7f-e6bed5e96434', 'route': ['p2', 'e7', 'i8', 'x5', 'p2', 'c2']}
1769393822.0532308,RECEIVED,dc81c73d-e741-4d75-a1f2-45650c6889b8,68e2cd2e-b7e8-4663-8f7a-3ff9af8d0793,c2,c5,26,p2,?,surb={'id': '519a86c7-eac8-49a8-9c71-ee42747ea00c', 'route': ['p2', 'e10', 'i12', 'x10', 'p2', 'c2']}
1769393822.1847703,SENT,f6992366-7cbf-46ac-81c0-20307f7e88bc,ce1fbb38-e703-4d20-9a2d-3ef26152cc63,c5,c2,3367,?,p2,
1769393822.184932,CREATED,9301e11d-e29c-4710-baeb-e413bea202fb,9cad7e8a-31e1-4c83-8d85-f7f82b56fd3d,c5,c2,27,?,?,surb={'id': 'fd2689d8-fe6f-42d2-ba3f-55aeeb997310', 'route': ['p2', 'e3', 'i3', 'x9', 'p2', 'c5']}
1769393822.3186467,SENT,f2056c3d-ad85-44b0-8358-decfa3ec8f40,5fc4b029-8409-4537-a06f-872f4c3af7ec,c5,c2,3387,?,p2,
1769393822.3187964,CREATED,57f5d98a-7373-429a-95e5-844bbb7e8344,9cad7e8a-31e1-4c83-8d85-f7f82b56fd3d,c5,c2,27,?,?,surb={'id': 'fd2689d8-fe6f-42d2-ba3f-55aeeb997310', 'route': ['p2', 'e3', 'i3', 'x9', 'p2', 'c5']}
1769393822.3861437,RECEIVED,73c9c1f0-9bce-4bd2-b189-c022ffb43ff1,124bcc17-70f1-4a72-9613-bd181906a03c,c2,c5,27,p2,?,surb={'id': 'fe1fa73f-0485-4d16-8f35-60b304708463', 'route': ['p2', 'e11', 'i7', 'x7', 'p2', 'c2']}
1769393822.4732988,SENT,8ff3ce49-ebf1-4521-83b3-74fe6f573b75,e3ff1547-4f05-476f-9acc-e6e17b1b2b42,c5,c2,3380,?,p2,
1769393822.4734428,CREATED,9aec9926-80ad-4f02-b280-e46c481edce8,b7084e88-1c49-4015-b4be-96232c4340d7,c5,c2,25,?,?,surb={'id': '0f7bb05a-e730-4fcd-a356-81a92e3d016b', 'route': ['p2', 'e10', 'i11', 'x5', 'p2', 'c5']}
1769393822.7068255,RECEIVED,6022a786-d62e-4ded-8524-60d3a7a84fb3,2adb1276-e181-46db-b12b-bb55bc7311dc,c2,c5,26,p2,?,surb={'id': 'd6e6aa47-4c8d-498f-a7f4-0ce9814e08f5', 'route': ['p2', 'e6', 'i1', 'x3', 'p2', 'c2']}
1769393822.7524672,RECEIVED,009d03d3-a86d-4f23-b161-ae985e16b1ed,a4195dab-c554-4123-916e-0a89430ad013,c2,c5,27,p2,?,surb={'id': '31928b0f-206f-41db-93c5-d5d5dd9f4a53', 'route': ['p2', 'e12', 'i6', 'x5', 'p2', 'c2']}
1769393822.7717965,SENT,ab923156-e775-4a7d-8bd9-da153aa342ba,b15917e3-fbbd-4438-bc0d-a0b3bc8a40ad,c5,c2,3385,?,p2,
1769393822.7719374,CREATED,8fa62567-5a12-4520-863f-d54de33c6c3b,b7084e88-1c49-4015-b4be-96232c4340d7,c5,c2,25,?,?,surb={'id': '0f7bb05a-e730-4fcd-a356-81a92e3d016b', 'route': ['p2', 'e10', 'i11', 'x5', 'p2', 'c5']}
1769393822.8679948,RECEIVED,ed1ad542-ca87-4a27-8ad5-ecbfb01b3e4a,e7aa8741-a140-4e5b-92fa-02971240b5b3,c2,c5,27,p2,?,surb={'id': '5844b0bb-7028-42e3-aacc-52fc645bfefc', 'route': ['p2', 'e12', 'i1', 'x8', 'p2', 'c2']}
1769393822.9436738,RECEIVED,236fe0da-5ae9-42e2-a250-47a7f4e23d61,68e2cd2e-b7e8-4663-8f7a-3ff9af8d0793,c2,c5,26,p2,?,surb={'id': '519a86c7-eac8-49a8-9c71-ee42747ea00c', 'route': ['p2', 'e10', 'i12', 'x10', 'p2', 'c2']}
1769393823.0546403,SENT,70778b9e-13a2-48d3-a5da-d21dcbe6786c,909497ea-2d7c-4064-8a32-f7e6857d9f3e,c5,c2,3379,?,p2,
1769393823.054777,CREATED,0b8b58ae-4c9b-4437-9408-042c49b5bef2,59fc9708-f36c-43e6-be64-2257155d4c9a,c5,c2,27,?,?,surb={'id': '16f0db1a-9c33-4b94-8ba5-8b0651fdac4c', 'route': ['p2', 'e2', 'i6', 'x11', 'p2', 'c5']}
1769393823.4218493,RECEIVED,2e77da71-bc30-4b14-94df-63c01bb528ab,d463ca39-8c3e-4ac1-bf05-ca23cad48aa3,c2,c5,26,p2,?,surb={'id': '22a7a02c-24bc-448f-b739-9835d07e9ae6', 'route': ['p2', 'e3', 'i9', 'x6', 'p2', 'c2']}
1769393823.674821,SENT,4ce42a21-5a4e-4207-b6a6-464fd4f4fbf0,569b38a2-16e5-4887-9d26-78ff12c7758a,c5,c2,3397,?,p2,
1769393823.6749732,CREATED,2f8e385b-c3b1-458a-a6d0-438ebaf95d88,59fc9708-f36c-43e6-be64-2257155d4c9a,c5,c2,27,?,?,surb={'id': '16f0db1a-9c33-4b94-8ba5-8b0651fdac4c', 'route': ['p2', 'e2', 'i6', 'x11', 'p2', 'c5']}
1769393823.9222927,RECEIVED,620ed8be-1b5e-40d2-8df7-9b1d5f152da0,d463ca39-8c3e-4ac1-bf05-ca23cad48aa3,c2,c5,26,p2,?,surb={'id': '22a7a02c-24bc-448f-b739-9835d07e9ae6', 'route': ['p2', 'e3', 'i9', 'x6', 'p2', 'c2']}
1769393824.036018,SENT,cdbb0a33-3f4c-42bd-aa05-c6c43e3ee4d5,d902b8f3-7c8c-4e78-84c2-21539ac32885,c5,c2,3396,?,p2,
1769393824.036129,CREATED,27433764-3e8b-48e4-8d32-bbbe7d9f1935,ce5af34a-f7aa-4f91-b844-50cc5bfdfb07,c5,c2,27,?,?,surb={'id': '785328f6-0980-4f9e-b9e7-ef720dc66552', 'route': ['p2', 'e8', 'i1', 'x5', 'p2', 'c5']}
1769393824.056361,SENT,15924ee6-bbf9-4c2a-81c1-54db46d4fdb4,9e9cfe7b-dec5-4f1d-81be-90f8ebcc3651,c5,c2,3359,?,p2,
1769393824.0564337,CREATED,4eaf32d9-211b-46d6-b6f9-e07326fe8ee9,ce5af34a-f7aa-4f91-b844-50cc5bfdfb07,c5,c2,27,?,?,surb={'id': '785328f6-0980-4f9e-b9e7-ef720dc66552', 'route': ['p2', 'e8', 'i1', 'x5', 'p2', 'c5']}
1769393824.0720072,RECEIVED,40621e64-b884-4b71-a166-a2780767ddf0,f5794161-1660-4755-aafa-5d676a3db1f8,c2,c5,27,p2,?,surb={'id': '78b08f04-ec96-48e3-97fb-8944d015f075', 'route': ['p2', 'e3', 'i3', 'x10', 'p2', 'c2']}
1769393824.085995,RECEIVED,f76b4295-25c6-43fb-8706-39406bd23c23,b1a5bf91-b576-444d-bd7e-289222ccd833,c2,c5,27,p2,?,surb={'id': '7a44aa87-d8a3-454c-bf91-3f2fa540811b', 'route': ['p2', 'e5', 'i2', 'x10', 'p2', 'c2']}
1769393824.237452,RECEIVED,14c70f1b-c299-49ce-af9a-6a9952f6d7b7,769b1470-166f-4a16-8eea-47e53b79dbb4,c2,c5,26,p2,?,surb={'id': '46481fe9-7100-4370-a214-b810f04f0e70', 'route': ['p2', 'e11', 'i8', 'x10', 'p2', 'c2']}
1769393824.2428942,SENT,02598664-1e4e-4703-9b62-9ac99f8d7396,86af3007-c5c2-43da-9b55-6b5c5b580413,c5,c2,3395,?,p2,
1769393824.2430124,CREATED,cb77d7fc-11d3-4d84-bdce-83945ea1551c,8bf5d7c1-c450-4fc5-b017-f951e3603687,c5,c2,27,?,?,surb={'id': 'c12a3059-aeb9-4aa7-bc82-cae6e536986d', 'route': ['p2', 'e10', 'i12', 'x11', 'p2', 'c5']}
1769393824.5122359,RECEIVED,da86d1fd-7b3e-4f60-a556-9905f3bdc7dd,2adb1276-e181-46db-b12b-bb55bc7311dc,c2,c5,26,p2,?,surb={'id': 'd6e6aa47-4c8d-498f-a7f4-0ce9814e08f5', 'route': ['p2', 'e6', 'i1', 'x3', 'p2', 'c2']}
1769393824.5931885,RECEIVED,3881d921-c95c-409b-89f9-35e53837052d,e7aa8741-a140-4e5b-92fa-02971240b5b3,c2,c5,27,p2,?,surb={'id': '5844b0bb-7028-42e3-aacc-52fc645bfefc', 'route': ['p2', 'e12', 'i1', 'x8', 'p2', 'c2']}
1769393824.6933467,SENT,87072754-4ba4-4982-8b7b-6964ed0b19f5,218a4c27-bfb3-44c3-8acf-39a4d05ca8ee,c5,c2,3391,?,p2,
1769393824.6934922,CREATED,1ef9af58-a121-4030-b170-fc633294667a,8bf5d7c1-c450-4fc5-b017-f951e3603687,c5,c2,27,?,?,surb={'id': 'c12a3059-aeb9-4aa7-bc82-cae6e536986d', 'route': ['p2', 'e10', 'i12', 'x11', 'p2', 'c5']}
1769393824.993844,RECEIVED,e6007c93-a053-410a-bad6-3010f270b296,e1d915f7-978d-41f9-94c0-0abf4988deee,c2,c5,26,p2,?,surb={'id': '033aad4f-8e28-481f-a6bc-d75fb7e407de', 'route': ['p2', 'e2', 'i2', 'x4', 'p2', 'c2']}
1769393825.0645232,SENT,6e72c4d1-16ff-4167-aa6c-236469bc7bf3,223428ca-ec5b-47ea-a9fd-0defe97faee0,c5,c2,3371,?,p2,
1769393825.0646791,CREATED,bdb72f8f-24fc-45f6-b662-c328c936e6b6,c441fee9-6418-44e5-ac32-1ece5aa3ac01,c5,c2,27,?,?,surb={'id': 'fc32194d-2764-4c7e-af38-946bd6d273cb', 'route': ['p2', 'e6', 'i9', 'x11', 'p2', 'c5']}
1769393825.3200092,SENT,c4e6cfb6-9f1f-4cc0-a2c6-c144e55b6422,d936a921-2d9d-46ed-a479-603b70d12f74,c5,c2,3386,?,p2,
1769393825.3204622,CREATED,e303937f-aa8a-45f6-91f7-87e435e17a75,c441fee9-6418-44e5-ac32-1ece5aa3ac01,c5,c2,27,?,?,surb={'id': 'fc32194d-2764-4c7e-af38-946bd6d273cb', 'route': ['p2', 'e6', 'i9', 'x11', 'p2', 'c5']}
1769393825.3426332,SENT,6a73185d-5b18-49c3-b55f-499345429efd,a93669f8-cb70-4d01-ab11-7fb0842c3956,c5,c2,3369,?,p2,
1769393825.3427815,CREATED,233d9150-3816-471e-999f-a7f3cc11f9d9,d3d05b22-5777-4b94-a026-8a08dd54ca6d,c5,c2,27,?,?,surb={'id': '077710f6-6775-4a43-8f36-5c69486c4f76', 'route': ['p2', 'e4', 'i1', 'x1', 'p2', 'c5']}
1769393825.5251064,RECEIVED,b6bed7d4-5980-4ba2-ab6b-d66a78bffa61,a4195dab-c554-4123-916e-0a89430ad013,c2,c5,27,p2,?,surb={'id': '31928b0f-206f-41db-93c5-d5d5dd9f4a53', 'route': ['p2', 'e12', 'i6', 'x5', 'p2', 'c2']}
1769393825.5553632,SENT,4176e35f-371f-4f55-bfce-b37ac7c2697d,f4ce05a6-1f5a-45b7-8a64-8cda7338478e,c5,c2,3377,?,p2,
1769393825.555511,CREATED,1b7380b9-cd86-4520-a104-9d07bc342516,d3d05b22-5777-4b94-a026-8a08dd54ca6d,c5,c2,27,?,?,surb={'id': '077710f6-6775-4a43-8f36-5c69486c4f76', 'route': ['p2', 'e4', 'i1', 'x1', 'p2', 'c5']}
1769393825.5742168,RECEIVED,00491d2d-8c01-4988-a875-5ba0136cf591,769b1470-166f-4a16-8eea-47e53b79dbb4,c2,c5,26,p2,?,surb={'id': '46481fe9-7100-4370-a214-b810f04f0e70', 'route': ['p2', 'e11', 'i8', 'x10', 'p2', 'c2']}
1769393825.6957374,SENT,3b022bc6-43be-4884-b21f-a62464439c9a,5750b0ab-db08-42fe-8167-8615ea3a27e5,c5,c2,3376,?,p2,
1769393825.695884,CREATED,9185f653-f84c-4d62-942e-d0d6e13f1fa0,88e49cc4-828d-49db-a36a-85ec8bca130d,c5,c2,27,?,?,surb={'id': 'f803117c-4c3a-4b9f-8b7c-9e0617902cfe', 'route': ['p2', 'e3', 'i5', 'x6', 'p2', 'c5']}
