timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769393813.3444865,SENT,53a05d8f-dd8b-48d5-97f7-d09a1ac3c965,b0192613-523c-41b5-886e-cd58d89a1e8e,c3,c1,3378,?,p3,
1769393813.3446066,CREATED,055c661d-f4bc-46dd-bb03-cf188c37d4fd,91f47731-fac5-4db8-b605-152f2ce39017,c3,c1,26,?,?,surb={'id': 'b2989a23-5621-43f3-963f-1dd7df312eb5', 'route': ['p1', 'e1', 'i8', 'x9', 'p3', 'c3']}
1769393813.8378663,RECEIVED,37af4a7c-3936-4185-9b13-6f2726d4a4a8,0b01259a-c259-44e8-8656-a8518b514a95,c1,c3,27,p3,?,surb={'id': '272ac86d-39c8-4801-846a-502c76d3555e', 'route': ['p3', 'e9', 'i4', 'x8', 'p1', 'c1']}
1769393814.2022846,SENT,35209d38-a96f-48ae-aaaa-c3ac9d0a0ba9,938c9c30-36fc-4359-91f0-89c6f1d9331a,c3,c1,3385,?,p3,
1769393814.2023811,CREATED,f7943a17-7053-4d2f-8c45-494d5d4df29f,c00f6e01-b5af-4b62-aca1-5298dcdee71a,c3,c1,27,?,?,surb={'id': '3466547d-efbe-42f2-b849-a0cf91846ab9', 'route': ['p1', 'e1', 'i5', 'x2', 'p3', 'c3']}
1769393814.4500217,SENT,8901b507-b962-4588-b452-60294b700af6,6c9258fd-1523-4bf1-9a1b-44a712850918,c3,c1,3372,?,p3,
1769393814.450198,CREATED,917ae510-7a67-4c2c-9ddf-2b347e8dc695,c00f6e01-b5af-4b62-aca1-5298dcdee71a,c3,c1,27,?,?,surb={'id': '3466547d-efbe-42f2-b849-a0cf91846ab9', 'route': ['p1', 'e1', 'i5', 'x2', 'p3', 'c3']}
1769393814.5045884,SENT,cdc85100-e57f-4617-8983-c8fe922cd16a,7edb74b4-16f9-41fb-86ce-e1b6cfdc3824,c3,c1,3379,?,p3,
1769393814.5048213,CREATED,35646c63-9c42-45c8-8768-bb3ead56ad09,175ef73d-9845-4941-8f85-36bdca0c6d82,c3,c1,27,?,?,surb={'id': 'feac9092-9f25-4842-b028-0453cfb13877', 'route': ['p1', 'e10', 'i1', 'x2', 'p3', 'c3']}
1769393814.572776,RECEIVED,75793ad2-881f-46a1-8c1f-18353bbf70f8,76d298a9-9cc0-48d2-bb51-1f76f04ac7fb,c1,c3,27,p3,?,surb={'id': 'e8a08caf-81e9-45e0-b010-5ff6e825b33d', 'route': ['p3', 'e2', 'i4', 'x10', 'p1', 'c1']}
1769393815.042652,RECEIVED,dc126a29-7522-44e3-a611-c9d1ae1b6ab9,c9b755a8-4121-476e-9c8d-3a2db42dd2b4,c1,c3,27,p3,?,surb={'id': 'dca10504-4b93-4a0a-9e09-4209f614bc09', 'route': ['p3', 'e5', 'i10', 'x7', 'p1', 'c1']}
1769393815.0883613,SENT,58dcb446-7e41-40d0-9f0c-33d2b85fe733,f72fd2ab-aea5-43cb-b3cd-3ee8c8f475d9,c3,c1,3383,?,p3,
1769393815.0887027,CREATED,021b28e7-d766-4481-a053-ae7e24cb74b0,175ef73d-9845-4941-8f85-36bdca0c6d82,c3,c1,27,?,?,surb={'id': 'feac9092-9f25-4842-b028-0453cfb13877', 'route': ['p1', 'e10', 'i1', 'x2', 'p3', 'c3']}
1769393815.1168225,RECEIVED,fbde0a4a-7922-41bc-8a3d-eb59084f8d41,c9b755a8-4121-476e-9c8d-3a2db42dd2b4,c1,c3,27,p3,?,surb={'id': 'dca10504-4b93-4a0a-9e09-4209f614bc09', 'route': ['p3', 'e5', 'i10', 'x7', 'p1', 'c1']}
1769393815.1731157,RECEIVED,1d8d3dc7-be99-4784-9f7a-d2df26d26ec6,fab3d6a5-2451-46be-91cf-ed5d17d09eba,c1,c3,27,p3,?,surb={'id': '6c12e5ce-8d12-4871-a248-baa43c4ca1e9', 'route': ['p3', 'e8', 'i3', 'x1', 'p1', 'c1']}
1769393815.5534592,SENT,27cea611-9957-46dc-af03-229419357d58,968cc981-583a-4711-a42d-c468d6da28eb,c3,c1,3372,?,p3,
1769393815.5536003,CREATED,00a2263f-a72c-43fc-a99f-78532cb6a3e5,388e6120-16b1-41f2-893c-4a9a9715f092,c3,c1,27,?,?,surb={'id': '9f25faad-ad24-424b-8bcb-cc31f637964b', 'route': ['p1', 'e7', 'i4', 'x10', 'p3', 'c3']}
1769393815.7839155,SENT,961c0318-180c-48ae-8864-49153b8fdff3,6c4252c8-0b8f-496f-9b9c-9f507c96f711,c3,c1,3399,?,p3,
1769393815.7839913,CREATED,c35d5f7e-9294-428c-81ef-4c410d68cca7,388e6120-16b1-41f2-893c-4a9a9715f092,c3,c1,27,?,?,surb={'id': '9f25faad-ad24-424b-8bcb-cc31f637964b', 'route': ['p1', 'e7', 'i4', 'x10', 'p3', 'c3']}
1769393816.1455154,SENT,ba517acb-b064-436a-8c74-167e0d35803a,f5214a36-98b7-406c-93d0-dc3bd29eef80,c3,c1,3397,?,p3,
1769393816.1456637,CREATED,7370e485-deed-4ecd-8dbd-76041a705d36,880122b2-f0ba-4f7e-b32b-0b8c07487aa9,c3,c1,27,?,?,surb={'id': '9e01dad4-c12d-4279-b293-e41862fdbdc6', 'route': ['p1', 'e12', 'i12', 'x12', 'p3', 'c3']}
1769393816.325306,SENT,26274c3a-5d20-4767-86f8-57ef671c881f,c5286fa9-53da-40c3-bda2-705dbae78df1,c3,c1,3408,?,p3,
1769393816.3254538,CREATED,d5afd8a7-a677-4bc9-a660-a7a3b8a0ce2e,880122b2-f0ba-4f7e-b32b-0b8c07487aa9,c3,c1,27,?,?,surb={'id': '9e01dad4-c12d-4279-b293-e41862fdbdc6', 'route': ['p1', 'e12', 'i12', 'x12', 'p3', 'c3']}
1769393816.5334198,RECEIVED,2e6a7ba0-c16b-4a12-845b-d354750bcb78,6ec543b1-537e-428f-b115-4479b1cf69ff,c1,c3,27,p3,?,surb={'id': '9ccaa616-e22d-47ec-8283-6b8a819049c6', 'route': ['p3', 'e5', 'i11', 'x3', 'p1', 'c1']}
1769393816.5634284,RECEIVED,f8361b3e-84fd-4abf-b4e4-9aae666107f4,43f381c3-6c47-42dd-bd3f-aeca0bf3dfc4,c1,c3,26,p3,?,surb={'id': '29cf51ad-4ef7-48d3-9375-35492a6a5c8d', 'route': ['p3', 'e7', 'i10', 'x8', 'p1', 'c1']}
1769393816.672034,SENT,de2d96b9-1197-44d9-bdc7-2c4db191a00a,a6fef2d4-5b06-442e-812d-28181d5b4483,c3,c1,3388,?,p3,
1769393816.6722205,CREATED,f84b0cc6-70f8-42e1-9407-a25c1f5ed980,1254b229-5661-4111-ab4e-6ecb331a9f6d,c3,c1,27,?,?,surb={'id': '982ba570-ad1e-49c4-99e7-8d2d92d0c862', 'route': ['p1', 'e7', 'i12', 'x10', 'p3', 'c3']}
1769393816.690267,RECEIVED,8587ba50-40d6-4de0-b97f-0758abf23d56,43f381c3-6c47-42dd-bd3f-aeca0bf3dfc4,c1,c3,26,p3,?,surb={'id': '29cf51ad-4ef7-48d3-9375-35492a6a5c8d', 'route': ['p3', 'e7', 'i10', 'x8', 'p1', 'c1']}
1769393816.7737164,SENT,c375c5d0-0f88-4310-983b-9b8c4d5a4e24,b05bacd5-1bb1-4d49-93aa-552b399f5509,c3,c1,3396,?,p3,
1769393816.773816,CREATED,fcdb84f6-9995-420f-ba47-0b4a187648c9,1254b229-5661-4111-ab4e-6ecb331a9f6d,c3,c1,27,?,?,surb={'id': '982ba570-ad1e-49c4-99e7-8d2d92d0c862', 'route': ['p1', 'e7', 'i12', 'x10', 'p3', 'c3']}
1769393817.0084314,SENT,9563c034-5e3d-4fb5-862f-da1a120b4632,d27e96f7-cf84-4f09-967a-a4682b17166e,c3,c1,3399,?,p3,
1769393817.0085797,CREATED,9cc2aa34-fdd1-4b87-b557-4713ee3e4000,9e0a2a4e-88dc-4cac-8c79-14f6c244aeb9,c3,c1,27,?,?,surb={'id': '9f4cfd43-fd86-45ec-bb22-3a30b7fd45dd', 'route': ['p1', 'e1', 'i11', 'x7', 'p3', 'c3']}
1769393817.1769855,SENT,19a42832-d782-4627-bee4-2bc245227f02,2470be6b-1323-40bb-b168-3f4e97f01c1a,c3,c1,3401,?,p3,
1769393817.1771584,CREATED,e02af0d0-d105-4959-89e3-f121e2a9f154,9e0a2a4e-88dc-4cac-8c79-14f6c244aeb9,c3,c1,27,?,?,surb={'id': '9f4cfd43-fd86-45ec-bb22-3a30b7fd45dd', 'route': ['p1', 'e1', 'i11', 'x7', 'p3', 'c3']}
1769393817.2497,RECEIVED,930db52f-1b55-45a4-b296-c9032fc434da,dc80e34f-6240-437c-a13f-69ad437ddb76,c1,c3,27,p3,?,surb={'id': 'd8e75354-8db5-4629-ac35-8ae6dd236adb', 'route': ['p3', 'e7', 'i3', 'x1', 'p1', 'c1']}
1769393817.361563,RECEIVED,f8716758-78de-47b4-a72e-2ded3cc71a5f,b10fe03b-c66d-4902-96e5-0431a882719d,c1,c3,27,p3,?,surb={'id': 'fcb9ebbd-f974-4021-aaea-70285b749b97', 'route': ['p3', 'e12', 'i10', 'x4', 'p1', 'c1']}
1769393817.6865284,RECEIVED,8ab447ab-9168-47ce-a90d-d14bd0eded67,fab3d6a5-2451-46be-91cf-ed5d17d09eba,c1,c3,27,p3,?,surb={'id': '6c12e5ce-8d12-4871-a248-baa43c4ca1e9', 'route': ['p3', 'e8', 'i3', 'x1', 'p1', 'c1']}
1769393817.6945605,RECEIVED,0da8edd6-c187-421a-952d-a5be7fb91c68,b10fe03b-c66d-4902-96e5-0431a882719d,c1,c3,27,p3,?,surb={'id': 'fcb9ebbd-f974-4021-aaea-70285b749b97', 'route': ['p3', 'e12', 'i10', 'x4', 'p1', 'c1']}
1769393817.7952993,RECEIVED,ac89bae2-c799-42e5-b668-7ce269d490a3,6ec543b1-537e-428f-b115-4479b1cf69ff,c1,c3,27,p3,?,surb={'id': '9ccaa616-e22d-47ec-8283-6b8a819049c6', 'route': ['p3', 'e5', 'i11', 'x3', 'p1', 'c1']}
1769393818.1195812,SENT,57123a25-cb84-44f5-ad92-e5718fd9ee61,be782499-3e8a-467a-bf8b-4042af7b7b10,c3,c1,3371,?,p3,
1769393818.1196804,CREATED,e555d40d-b7b1-4688-855b-34c6f70062ec,ebceee44-a5ed-48d0-958e-2c2510c8dd7c,c3,c1,27,?,?,surb={'id': '9b6bb5d2-7ec1-49cd-8479-76af718f4106', 'route': ['p1', 'e5', 'i3', 'x7', 'p3', 'c3']}
1769393818.5795844,SENT,ad4b4863-deed-4988-8533-1221bfb24c8b,d9197917-1b68-4ae4-be59-340741725a9a,c3,c1,3393,?,p3,
1769393818.5796824,CREATED,163ef1c8-41eb-4f7f-a1cf-fc60012fbb5b,ebceee44-a5ed-48d0-958e-2c2510c8dd7c,c3,c1,27,?,?,surb={'id': '9b6bb5d2-7ec1-49cd-8479-76af718f4106', 'route': ['p1', 'e5', 'i3', 'x7', 'p3', 'c3']}
1769393818.6746514,SENT,efb1052c-7759-4572-b2d4-98b57c0f2c31,26808b3e-dd5b-49cb-9d3d-2dce310f39a3,c3,c1,3383,?,p3,
1769393818.6747963,CREATED,7a2991d7-8468-40e7-a53a-e3c2d8bd5148,3f53ec34-64fe-4a0e-8f00-b0bb009ed20c,c3,c1,27,?,?,surb={'id': '3f4ec744-c49e-4978-a19c-39a858775e09', 'route': ['p1', 'e3', 'i9', 'x6', 'p3', 'c3']}
1769393818.760501,RECEIVED,f6611477-8643-40e3-8937-175aaad19567,32f6d76d-8bc2-4f9a-ab49-53f2f9f1e44a,c1,c3,27,p3,?,surb={'id': '899c2e44-c40b-4e42-9aee-5e7224bd38cf', 'route': ['p3', 'e3', 'i7', 'x7', 'p1', 'c1']}
1769393818.9637287,RECEIVED,63161ad3-4dfe-4a15-a691-ddae2c5ad5e8,dc80e34f-6240-437c-a13f-69ad437ddb76,c1,c3,27,p3,?,surb={'id': 'd8e75354-8db5-4629-ac35-8ae6dd236adb', 'route': ['p3', 'e7', 'i3', 'x1', 'p1', 'c1']}
1769393819.2683103,RECEIVED,d2c30713-63b7-4b8f-9eda-871d04607d7b,32f6d76d-8bc2-4f9a-ab49-53f2f9f1e44a,c1,c3,27,p3,?,surb={'id': '899c2e44-c40b-4e42-9aee-5e7224bd38cf', 'route': ['p3', 'e3', 'i7', 'x7', 'p1', 'c1']}
1769393819.52728,RECEIVED,522e5e08-2f65-4842-afaf-e530574a0f66,fe834679-c506-46aa-a94e-6d17c2cfb154,c1,c3,27,p3,?,surb={'id': 'b949931e-44f3-4c62-9b8a-97adb88e4fdf', 'route': ['p3', 'e1', 'i12', 'x2', 'p1', 'c1']}
1769393819.6133678,RECEIVED,3ad05035-2eae-469c-b853-332303c8f08d,9ff69b6c-d2f0-4786-b206-230ffbeb4b82,c1,c3,27,p3,?,surb={'id': '277c872c-8990-4df2-8e90-ee60c4008f25', 'route': ['p3', 'e9', 'i10', 'x6', 'p1', 'c1']}
1769393819.7799993,SENT,f91af23d-ab67-4e4d-9b72-266c0f584bb5,160e2166-8d67-417c-b4a2-7381e7fa50f1,c3,c1,3376,?,p3,
1769393819.7801912,CREATED,3a2b19bc-c576-4185-8da4-9d5b1cecc455,3f53ec34-64fe-4a0e-8f00-b0bb009ed20c,c3,c1,27,?,?,surb={'id': '3f4ec744-c49e-4978-a19c-39a858775e09', 'route': ['p1', 'e3', 'i9', 'x6', 'p3', 'c3']}
1769393819.814747,SENT,da0f96bb-1c32-4df2-b5db-b6b9dbb2f503,fc515f76-b26e-43d8-bc19-40be89e2754b,c3,c1,3389,?,p3,
1769393819.8148963,CREATED,15f251ce-8ce8-43f8-ba3d-0d73092051e2,965655d9-9dea-42b9-861d-2b29bd219d92,c3,c1,27,?,?,surb={'id': 'aca35326-3daf-49de-b044-a11a445ea215', 'route': ['p1', 'e6', 'i1', 'x8', 'p3', 'c3']}
1769393819.9371498,SENT,a5858f96-7d63-4dfe-b912-d77adc8e58a7,10da398d-7236-4260-9d3a-29b911586b4d,c3,c1,3360,?,p3,
1769393819.9373002,CREATED,5843cfd0-8cb7-4ec7-9a75-0555b0833cf7,965655d9-9dea-42b9-861d-2b29bd219d92,c3,c1,27,?,?,surb={'id': 'aca35326-3daf-49de-b044-a11a445ea215', 'route': ['p1', 'e6', 'i1', 'x8', 'p3', 'c3']}
1769393820.1190867,SENT,94b908f2-4cdd-4281-a162-8df2dc89d35d,fdc1f18a-f2ee-46d3-8bab-616c300456c9,c3,c1,3359,?,p3,
1769393820.119258,CREATED,68729d67-37f9-48f2-b0e7-1b2558d71a1a,73d32f50-dac2-417b-9f83-0c9497e47821,c3,c1,27,?,?,surb={'id': '7f000dfa-9398-4fff-836e-1c8aec247c63', 'route': ['p1', 'e3', 'i12', 'x8', 'p3', 'c3']}
1769393820.3250089,SENT,513e0d04-beb6-4bce-a089-e7d26d46fc42,64b21d3e-e99d-43c2-ab9e-8f8c89d145fd,c3,c1,3360,?,p3,
1769393820.3254607,CREATED,921ed230-627d-479e-9e4e-7929d35a5ffb,73d32f50-dac2-417b-9f83-0c9497e47821,c3,c1,27,?,?,surb={'id': '7f000dfa-9398-4fff-836e-1c8aec247c63', 'route': ['p1', 'e3', 'i12', 'x8', 'p3', 'c3']}
1769393820.3970182,RECEIVED,5c3032e2-2039-4281-b729-f1736a9dda56,9c471c73-e1a2-4b24-906a-ec14728312a7,c1,c3,27,p3,?,surb={'id': '209e3774-e75f-4410-a429-5870bc271d10', 'route': ['p3', 'e6', 'i6', 'x6', 'p1', 'c1']}
1769393820.6464753,RECEIVED,8c88f900-31e2-4bbd-9052-549a9bd7b40f,9ff69b6c-d2f0-4786-b206-230ffbeb4b82,c1,c3,27,p3,?,surb={'id': '277c872c-8990-4df2-8e90-ee60c4008f25', 'route': ['p3', 'e9', 'i10', 'x6', 'p1', 'c1']}
1769393820.877767,SENT,b33ab9d5-1459-4769-a74f-3061f7d061ab,1a09fe99-dec1-487e-851c-3ed53f2a300b,c3,c1,3372,?,p3,
1769393820.8779097,CREATED,c3f206bc-6084-44fd-aaf8-ef7e48660869,a44fec14-c904-419b-a649-2860e1ec92bf,c3,c1,26,?,?,surb={'id': '81cce788-fb4e-41b8-8918-26659e1b8569', 'route': ['p1', 'e7', 'i7', 'x7', 'p3', 'c3']}
1769393821.4825578,SENT,6b8543b2-2b50-431e-af8b-e27f3a0e392d,9fddced7-1e16-4c3c-8363-b03a1ac9ae75,c3,c1,3372,?,p3,
1769393821.482701,CREATED,f644a6d0-a76e-4685-8ef7-386b430e3060,a44fec14-c904-419b-a649-2860e1ec92bf,c3,c1,26,?,?,surb={'id': '81cce788-fb4e-41b8-8918-26659e1b8569', 'route': ['p1', 'e7', 'i7', 'x7', 'p3', 'c3']}
1769393821.5977445,SENT,265e624c-167d-4b9b-93f2-b1dba7900e38,bc87108a-7f56-463b-92c5-92ba4345e4e2,c3,c1,3388,?,p3,
1769393821.5978935,CREATED,f5990630-5d2b-48c1-80cb-54982140e8a6,74baa739-708e-4a81-9b54-af8ed6370434,c3,c1,27,?,?,surb={'id': 'fca89c3d-8aa9-4ca0-9df6-d3c1bfd6329c', 'route': ['p1', 'e6', 'i9', 'x11', 'p3', 'c3']}
1769393821.716872,RECEIVED,96df01ed-4d5b-4383-b26b-1d9aa0da5b24,76f5fa0f-3417-4c8d-9fd8-b5df45eb51f6,c1,c3,27,p3,?,surb={'id': '8aebac36-fc6f-4b96-8893-c1cb4d743d65', 'route': ['p3', 'e11', 'i7', 'x4', 'p1', 'c1']}
1769393821.7672243,SENT,6780d535-a781-46f3-b181-b7619dc07e5a,0aa049c3-7b46-4daf-934f-0ce2119e2d4c,c3,c1,3375,?,p3,
1769393821.7673063,CREATED,d426cc30-eff5-43fb-b583-3a87c1361caf,74baa739-708e-4a81-9b54-af8ed6370434,c3,c1,27,?,?,surb={'id': 'fca89c3d-8aa9-4ca0-9df6-d3c1bfd6329c', 'route': ['p1', 'e6', 'i9', 'x11', 'p3', 'c3']}
1769393822.2325268,SENT,ba97cd1b-3deb-49b7-a826-2663390d3cf7,96a5b91d-7b9e-44a3-b250-a311d9ff7067,c3,c1,3389,?,p3,
1769393822.232674,CREATED,b6cef0af-893b-451b-a54e-b6651721546e,377a413e-b360-4ca5-a46a-baee7141366f,c3,c1,27,?,?,surb={'id': '2d7c12c9-863c-4eac-a4db-6f2d44015caf', 'route': ['p1', 'e5', 'i9', 'x10', 'p3', 'c3']}
1769393822.2414987,RECEIVED,53c5f96f-b521-4142-93be-bd7b1ccfc42a,3ddace44-5a78-4927-9018-3124c054b2ee,c1,c3,27,p3,?,surb={'id': '2b57542f-df7b-4bbe-84f3-a0e21112fe82', 'route': ['p3', 'e4', 'i3', 'x5', 'p1', 'c1']}
1769393822.2589314,RECEIVED,7569f813-2cbf-4004-928d-db30745c3cec,fe834679-c506-46aa-a94e-6d17c2cfb154,c1,c3,27,p3,?,surb={'id': 'b949931e-44f3-4c62-9b8a-97adb88e4fdf', 'route': ['p3', 'e1', 'i12', 'x2', 'p1', 'c1']}
1769393822.331219,SENT,46cdafa3-d1a1-453e-9f63-b714fde50860,268dc495-7765-4787-aeb2-c2510fd2546c,c3,c1,3375,?,p3,
1769393822.331371,CREATED,b2f6268b-3b31-46df-a339-f524fcdabcae,377a413e-b360-4ca5-a46a-baee7141366f,c3,c1,27,?,?,surb={'id': '2d7c12c9-863c-4eac-a4db-6f2d44015caf', 'route': ['p1', 'e5', 'i9', 'x10', 'p3', 'c3']}
1769393822.4706814,SENT,02b910f3-f5a4-4e4d-8303-89ae3405217e,70a1847e-093b-4aee-b5f5-ea905109d5e0,c3,c1,3384,?,p3,
1769393822.4708154,CREATED,f4e40185-0324-4ea7-a11b-f1d63b2d4459,88c7a0b2-78ab-40de-8d61-4d6e9be84892,c3,c1,27,?,?,surb={'id': 'bfbca47a-bfe4-4bfd-b577-abc22914fd90', 'route': ['p1', 'e9', 'i6', 'x6', 'p3', 'c3']}
1769393822.5695395,RECEIVED,9e53bf2c-4493-44f1-93e3-f360e2d7b8ad,2624d57c-6f61-4702-9771-1295852b3b2c,c1,c3,26,p3,?,surb={'id': 'a17a9948-744b-44c7-8783-0c7ee3b3c8c2', 'route': ['p3', 'e12', 'i6', 'x11', 'p1', 'c1']}
1769393822.8588593,RECEIVED,b84ec885-3b80-464c-99b0-794cc20e6b56,3ddace44-5a78-4927-9018-3124c054b2ee,c1,c3,27,p3,?,surb={'id': '2b57542f-df7b-4bbe-84f3-a0e21112fe82', 'route': ['p3', 'e4', 'i3', 'x5', 'p1', 'c1']}
1769393822.9112742,SENT,48c3ec0b-a1a1-41ed-8a79-13fdf9ee76c9,466e5c1d-81ec-4e19-9dec-4fa0991ee93e,c3,c1,3381,?,p3,
1769393822.911349,CREATED,2295eab7-41c2-4911-9c99-1463e402cf61,88c7a0b2-78ab-40de-8d61-4d6e9be84892,c3,c1,27,?,?,surb={'id': 'bfbca47a-bfe4-4bfd-b577-abc22914fd90', 'route': ['p1', 'e9', 'i6', 'x6', 'p3', 'c3']}
1769393822.9749792,SENT,67bfb5d8-d5ad-40bd-a564-8083cd8c6c8f,ff8b63c2-6fdc-4ff9-a402-3e056eacf873,c3,c1,3384,?,p3,
1769393822.97504,CREATED,58678b79-bccb-4617-a752-a17050fcd7b2,e1f05950-ca48-4941-96fa-27badf182f6b,c3,c1,27,?,?,surb={'id': '5affe797-d4b2-425e-a84b-810a6885a484', 'route': ['p1', 'e9', 'i8', 'x6', 'p3', 'c3']}
1769393823.0757525,SENT,29caea73-bfb1-43b1-bc41-2d90d471c4a3,b906e84f-c997-4017-a9a9-65ac8b95f08f,c3,c1,3374,?,p3,
1769393823.0758896,CREATED,aae00572-3993-4092-9dfb-fb90d003093b,e1f05950-ca48-4941-96fa-27badf182f6b,c3,c1,27,?,?,surb={'id': '5affe797-d4b2-425e-a84b-810a6885a484', 'route': ['p1', 'e9', 'i8', 'x6', 'p3', 'c3']}
1769393823.3728478,RECEIVED,9b549fde-2cdb-4ca1-ae7e-c31f4c900fa6,76f5fa0f-3417-4c8d-9fd8-b5df45eb51f6,c1,c3,27,p3,?,surb={'id': '8aebac36-fc6f-4b96-8893-c1cb4d743d65', 'route': ['p3', 'e11', 'i7', 'x4', 'p1', 'c1']}
1769393823.5606174,SENT,b7f46a67-00a5-4509-8789-8c2a6fb12f9c,6d8149a3-0488-437d-9b3e-18b6f4c448e7,c3,c1,3372,?,p3,
1769393823.5607657,CREATED,cca67cf0-ea91-45d5-a40c-f2d8561ebd72,370b6005-cc88-42bb-882c-8a2d1340874c,c3,c1,27,?,?,surb={'id': '9802d02d-17f6-45d6-aac0-879059c15995', 'route': ['p1', 'e9', 'i2', 'x9', 'p3', 'c3']}
1769393823.6662369,SENT,17b2f703-4d20-4fa2-8fd8-088ca9a3a4fa,96c9b6a1-a74a-463a-88dd-053cde32936a,c3,c1,3396,?,p3,
1769393823.6663847,CREATED,9bdce127-fe38-49e3-8ebd-d67b1170ebec,370b6005-cc88-42bb-882c-8a2d1340874c,c3,c1,27,?,?,surb={'id': '9802d02d-17f6-45d6-aac0-879059c15995', 'route': ['p1', 'e9', 'i2', 'x9', 'p3', 'c3']}
1769393823.900297,SENT,7946a6b9-1794-4d88-a590-937976bbbedc,7ded1cc0-1af2-481a-ade0-93a0bc09d301,c3,c1,3381,?,p3,
1769393823.9004679,CREATED,bd710ddb-b41c-4ebd-9799-339e1e6784ba,55675708-1a8c-4cc7-b23f-e3f0f9a8c150,c3,c1,27,?,?,surb={'id': '6c7bad99-97d3-48a3-a3ed-fce0dd6a6fb9', 'route': ['p1', 'e9', 'i2', 'x6', 'p3', 'c3']}
1769393824.0251198,SENT,9a249399-a8d0-4457-9940-98d700764e66,a8f2ea65-7d30-4cb4-892f-2b9e2bc86292,c3,c1,3371,?,p3,
1769393824.0251958,CREATED,9f71881f-244e-45e2-95f9-8ece783499e7,55675708-1a8c-4cc7-b23f-e3f0f9a8c150,c3,c1,27,?,?,surb={'id': '6c7bad99-97d3-48a3-a3ed-fce0dd6a6fb9', 'route': ['p1', 'e9', 'i2', 'x6', 'p3', 'c3']}
1769393824.1346962,RECEIVED,cdf4863b-bac3-41a8-97bb-eeb82a130cb5,9c471c73-e1a2-4b24-906a-ec14728312a7,c1,c3,27,p3,?,surb={'id': '209e3774-e75f-4410-a429-5870bc271d10', 'route': ['p3', 'e6', 'i6', 'x6', 'p1', 'c1']}
1769393824.2514465,RECEIVED,ef4820c7-3616-4c3f-a8f0-b4581991263d,2624d57c-6f61-4702-9771-1295852b3b2c,c1,c3,26,p3,?,surb={'id': 'a17a9948-744b-44c7-8783-0c7ee3b3c8c2', 'route': ['p3', 'e12', 'i6', 'x11', 'p1', 'c1']}
1769393824.5217125,RECEIVED,2f5cd159-df04-4203-9b60-8bf536f8275b,d855a3df-c764-45c3-a7c6-5b943182aa79,c1,c3,27,p3,?,surb={'id': '834ad0f7-5686-4c67-8bb5-2a8542090f2d', 'route': ['p3', 'e9', 'i1', 'x2', 'p1', 'c1']}
1769393824.7372832,SENT,d40b3dd7-af93-4e3f-98af-fa3fae35a298,66513151-0494-4edf-a5e2-ac0635504a54,c3,c1,3361,?,p3,
1769393824.7374349,CREATED,11be1205-fb19-4c8e-8770-3e623bf2ba56,361f5b5e-57b3-4cf9-b781-b1280582ae38,c3,c1,26,?,?,surb={'id': '68a8775f-320d-482c-957d-b88faed1f743', 'route': ['p1', 'e7', 'i2', 'x9', 'p3', 'c3']}
1769393825.3065298,SENT,502a9ad0-02fe-442f-982d-453f2e91684b,0c8b076c-036e-410a-bd44-a3c69a33cec7,c3,c1,3379,?,p3,
1769393825.3066745,CREATED,96b4dee0-e9b4-4100-8259-6ef7b7fd4f08,361f5b5e-57b3-4cf9-b781-b1280582ae38,c3,c1,26,?,?,surb={'id': '68a8775f-320d-482c-957d-b88faed1f743', 'route': ['p1', 'e7', 'i2', 'x9', 'p3', 'c3']}
1769393825.3157496,RECEIVED,6ef0503f-5a9f-476c-8f08-06d61c0d2ec3,d855a3df-c764-45c3-a7c6-5b943182aa79,c1,c3,27,p3,?,surb={'id': '834ad0f7-5686-4c67-8bb5-2a8542090f2d', 'route': ['p3', 'e9', 'i1', 'x2', 'p1', 'c1']}
1769393826.1165411,SENT,7060380c-3a81-4a8b-ab3e-70e590f9d2d3,ac40ad2b-a783-4bc2-b2a8-7712d46d2ea1,c3,c1,3402,?,p3,
1769393826.1168938,CREATED,f63d6882-9c9f-4491-96a1-835870e6d135,050f08bf-ec48-4e19-b53e-4ac27e81657f,c3,c1,27,?,?,surb={'id': '65a7a456-c2a6-4d31-8f62-78f4a5f88be0', 'route': ['p1', 'e10', 'i1', 'x1', 'p3', 'c3']}
1769393826.3738961,SENT,bd8c3f72-0bcf-4050-bf94-6a09b82d585d,5abf2c58-39b9-4e6b-8994-315c34749e85,c3,c1,3389,?,p3,
1769393826.3740678,CREATED,9758849d-7d9d-42a5-b8c3-788d136f7442,050f08bf-ec48-4e19-b53e-4ac27e81657f,c3,c1,27,?,?,surb={'id': '65a7a456-c2a6-4d31-8f62-78f4a5f88be0', 'route': ['p1', 'e10', 'i1', 'x1', 'p3', 'c3']}
1769393826.4346712,SENT,9d27dfd4-c9cc-4c19-8a4f-45671ac9bb15,b33fcfff-236b-469c-9bb3-555ffa876b9c,c3,c1,3388,?,p3,
1769393826.4348207,CREATED,c1aa5f4e-47f9-4300-bd41-41d3a1d42947,be463d00-1784-4abf-b8e1-82693268a38d,c3,c1,27,?,?,surb={'id': '5327a011-26f5-46e6-9f64-be636af89724', 'route': ['p1', 'e12', 'i3', 'x10', 'p3', 'c3']}
