timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769394106.1135519,CREATED,7bda6af6-8812-43e8-b501-548bca70db42,b2cc8534-beaa-4615-b660-81f452ae1870,c2,c5,27,?,?,surb={'id': '0bd2bada-6795-4f38-a3bd-f3a364f484c2', 'route': ['p2', 'e11', 'i8', 'x10', 'p2', 'c2']}
1769394106.1679404,SENT,0951c17e-d0d0-47b2-841e-2fe28eb4b03d,1231aa6f-ecb3-4697-836c-e5484f1a0074,c2,c5,3388,?,p2,
1769394106.168042,CREATED,f4325604-ab53-4304-860f-6c2f9cfd0c33,b2cc8534-beaa-4615-b660-81f452ae1870,c2,c5,27,?,?,surb={'id': '0bd2bada-6795-4f38-a3bd-f3a364f484c2', 'route': ['p2', 'e11', 'i8', 'x10', 'p2', 'c2']}
1769394106.3296814,RECEIVED,36a976e3-8f9a-485c-b221-6f560109a387,005d8956-2cd6-4762-a08f-a8c56682624d,c5,c2,27,p2,?,surb={'id': 'c1ef0445-f87c-4478-b708-5a0fdbe0c569', 'route': ['p2', 'e4', 'i10', 'x11', 'p2', 'c5']}
1769394106.5901136,RECEIVED,79537be5-53af-45a5-ac4d-260d6b4548cf,714fbaa2-82f2-40e3-95f0-29c8e7e4e67c,c4,c2,27,p2,?,surb={'id': 'f97c7fee-ecd0-4234-84c9-5a85d4b5e9ec', 'route': ['p2', 'e2', 'i3', 'x2', 'p1', 'c4']}
1769394106.8728395,RECEIVED,6c03d609-249c-4808-a2e1-c44e6993e15b,0702ecd4-4463-4a47-8955-12179053b559,c4,c2,27,p2,?,surb={'id': 'afd7ee2e-54d9-4043-aa03-b53d46ccf572', 'route': ['p2', 'e9', 'i2', 'x3', 'p1', 'c4']}
1769394106.8903449,RECEIVED,494dc8b9-5ced-4660-a015-e68d3baaea72,4c9d2c8c-2976-44bb-80e0-a0f77efc66b2,c4,c2,27,p2,?,surb={'id': '4508db73-b3f2-4156-92a2-9e8d7595d753', 'route': ['p2', 'e7', 'i9', 'x8', 'p1', 'c4']}
1769394106.935398,RECEIVED,ad7efbd7-170f-41b8-97e2-c055e25dcb44,52967d7e-1afb-4d5e-94f8-78dfac456964,c5,c2,27,p2,?,surb={'id': '3bad315c-996c-4f0e-b7fa-219b8a513e33', 'route': ['p2', 'e5', 'i7', 'x8', 'p2', 'c5']}
1769394107.0633795,RECEIVED,28bf359b-d6a7-4049-ae15-a921306cb83f,460394cb-d445-471e-84b2-8d709de93d7c,c5,c2,27,p2,?,surb={'id': '7979a18e-936d-4a10-9fc6-35524d8d9bb4', 'route': ['p2', 'e1', 'i4', 'x8', 'p2', 'c5']}
1769394107.1725328,SENT,130cdab2-23a6-4ef3-962c-33ce0dd9609f,0d314e2f-1305-4d2e-a326-4e85435e7a25,c2,c5,3399,?,p2,
1769394107.1730208,CREATED,8786c36a-3fa0-4144-9f71-d02d2fd97ea6,9a91d424-01d0-4baf-a6d2-f7553580fb90,c2,c5,27,?,?,surb={'id': 'a144ded8-1e6e-4538-b3c6-0dbd938322cc', 'route': ['p2', 'e10', 'i11', 'x3', 'p2', 'c2']}
1769394107.184748,RECEIVED,b97a4321-f34c-4c18-996a-0f832f678327,567fdc52-e0b5-47cf-94de-2699d228e881,c4,c2,27,p2,?,surb={'id': 'fece6785-ea8d-4bac-87aa-4d5d4b9f537f', 'route': ['p2', 'e5', 'i3', 'x6', 'p1', 'c4']}
1769394107.5202558,RECEIVED,aa5654e5-c887-4c76-a995-e192c464ec3d,fc40959c-60bc-44b5-b2c4-f070ecb2cb76,c5,c2,26,p2,?,surb={'id': '7d30bdc9-e0e4-4ab0-b183-1559ae8e1e4b', 'route': ['p2', 'e7', 'i8', 'x8', 'p2', 'c5']}
1769394107.5474746,RECEIVED,e71aaa9e-b6bf-4041-a80d-413549a779ab,26b5daff-63c8-4db7-aa2f-f03e0abb22e4,c4,c2,27,p2,?,surb={'id': '5d617b98-6c13-4bb4-a57b-7b6585f82e95', 'route': ['p2', 'e2', 'i5', 'x4', 'p1', 'c4']}
1769394107.587449,SENT,c0bbe6ce-c534-4275-b4d5-131726c15347,ad3ac825-80f6-49b1-bd1a-0806f7522090,c2,c5,3389,?,p2,
1769394107.5875683,CREATED,547d52be-476d-4f23-9135-bd70670df543,9a91d424-01d0-4baf-a6d2-f7553580fb90,c2,c5,27,?,?,surb={'id': 'a144ded8-1e6e-4538-b3c6-0dbd938322cc', 'route': ['p2', 'e10', 'i11', 'x3', 'p2', 'c2']}
1769394107.6523948,RECEIVED,dff1486d-cc8d-4c95-8368-44f1f68c1628,9ae6d37c-be09-4241-b1ea-ea5fbef3a86a,c4,c2,27,p2,?,surb={'id': 'a882baa0-1cf1-43f5-b3cf-e06eb271131e', 'route': ['p2', 'e2', 'i6', 'x8', 'p1', 'c4']}
1769394107.8261068,RECEIVED,94d3c85f-86bf-4b17-b299-27c31bfee80f,6409a238-a019-4f93-b312-64529884d9b4,c5,c2,27,p2,?,surb={'id': '7af9b4ad-8852-4c59-9177-ca93998b8ccb', 'route': ['p2', 'e2', 'i11', 'x11', 'p2', 'c5']}
1769394107.9523168,SENT,c01c1e51-a0fc-436a-95ec-6b12ed13d306,0e15fd26-2c9b-4bbc-8fd2-4c5c783ba742,c2,c5,3381,?,p2,
1769394107.9524674,CREATED,7bd8060e-9985-498c-8bbd-df22aefdbe5b,2c8d5d9a-7295-434c-a68f-a2eb3a3544ee,c2,c5,27,?,?,surb={'id': 'fd7820bb-2d31-460b-b61f-bb409ea9f5ef', 'route': ['p2', 'e6', 'i5', 'x3', 'p2', 'c2']}
1769394108.0591044,RECEIVED,cfd99acd-5b49-4131-8241-eb49250603f3,567fdc52-e0b5-47cf-94de-2699d228e881,c4,c2,27,p2,?,surb={'id': 'fece6785-ea8d-4bac-87aa-4d5d4b9f537f', 'route': ['p2', 'e5', 'i3', 'x6', 'p1', 'c4']}
1769394108.1697485,RECEIVED,85ca7b5b-1234-414a-b355-87ac01e2a333,714fbaa2-82f2-40e3-95f0-29c8e7e4e67c,c4,c2,27,p2,?,surb={'id': 'f97c7fee-ecd0-4234-84c9-5a85d4b5e9ec', 'route': ['p2', 'e2', 'i3', 'x2', 'p1', 'c4']}
1769394108.313499,SENT,bc7d361d-eeae-4ba3-858d-aa97018bc6b1,e5bcff90-c129-45b5-9f23-f780200552ec,c2,c5,3385,?,p2,
1769394108.3136017,CREATED,aee4e4a8-f3bd-4647-a784-1526ed7d7f2d,2c8d5d9a-7295-434c-a68f-a2eb3a3544ee,c2,c5,27,?,?,surb={'id': 'fd7820bb-2d31-460b-b61f-bb409ea9f5ef', 'route': ['p2', 'e6', 'i5', 'x3', 'p2', 'c2']}
1769394108.3394358,SENT,b2b95826-1a5a-4a21-be48-09f8907f6f23,48c817f7-8e51-41ed-9eb3-00dc638321ea,c2,c5,3358,?,p2,
1769394108.339498,CREATED,20590d21-3150-4495-addf-acbbed057fe6,81a7830a-b743-4b5e-b70c-bfe03f9f3a4b,c2,c5,27,?,?,surb={'id': 'dc0bf5ef-07eb-4a0b-a578-9fe5df2f31c7', 'route': ['p2', 'e7', 'i4', 'x4', 'p2', 'c2']}
1769394108.4067173,SENT,b9268c36-639e-4169-b8fc-292198025a51,0105a37c-91c5-4070-a2c0-2d683b95f739,c2,c5,3363,?,p2,
1769394108.4068062,CREATED,de6a11de-817f-484d-ae57-9992c489955d,81a7830a-b743-4b5e-b70c-bfe03f9f3a4b,c2,c5,27,?,?,surb={'id': 'dc0bf5ef-07eb-4a0b-a578-9fe5df2f31c7', 'route': ['p2', 'e7', 'i4', 'x4', 'p2', 'c2']}
1769394108.4140375,RECEIVED,68ba2dd4-a12b-434e-84ae-4a23348809a2,0702ecd4-4463-4a47-8955-12179053b559,c4,c2,27,p2,?,surb={'id': 'afd7ee2e-54d9-4043-aa03-b53d46ccf572', 'route': ['p2', 'e9', 'i2', 'x3', 'p1', 'c4']}
1769394108.4241438,RECEIVED,9a94fe19-a6c2-4aad-b5ed-293b0a3d80aa,af56b9d6-80f1-4a17-8ddc-bf662b81b084,c5,c2,27,p2,?,surb={'id': '17e42dae-b392-4584-9610-5737a6e79109', 'route': ['p2', 'e1', 'i3', 'x4', 'p2', 'c5']}
1769394108.4695463,RECEIVED,358d0f48-5b72-43da-b401-20ebdc1ff4bd,8e7e2fad-cb07-42e0-b296-f9ee64219d38,c5,c2,27,p2,?,surb={'id': '3a8ad52d-220e-466f-abb3-193ffdf9fcab', 'route': ['p2', 'e2', 'i4', 'x10', 'p2', 'c5']}
1769394108.5294821,RECEIVED,efb0f528-09b4-4577-8f56-444791833ab5,531e4a9d-40f8-461d-a949-0b43fdf50feb,c4,c2,27,p2,?,surb={'id': '6ed4fadf-e0e1-4ac8-969d-3b9dcb7c3a6a', 'route': ['p2', 'e1', 'i4', 'x11', 'p1', 'c4']}
1769394108.537408,RECEIVED,241a57f3-18fb-474a-ba5b-61fbc3f7b152,04885145-c3dc-4cf7-8a2d-9a1ca2b20ca1,c4,c2,27,p2,?,surb={'id': '4f3381dd-42a3-4f71-a7d4-fa08e9c1b06e', 'route': ['p2', 'e1', 'i12', 'x4', 'p1', 'c4']}
1769394108.5967345,SENT,7901e5f0-a197-483f-a51b-ec185e9c7912,75813be6-c012-4ada-baf4-19e275f23cda,c2,c5,3399,?,p2,
1769394108.5968843,CREATED,88dd11ac-9883-4b45-9cd7-60140d1a9bec,a53160ad-c977-4ea2-b97c-4eca3fafd14a,c2,c5,27,?,?,surb={'id': 'ae0b752d-62c6-4fe2-a557-babe6f9688a9', 'route': ['p2', 'e8', 'i11', 'x10', 'p2', 'c2']}
1769394108.8008175,SENT,10d7a917-db93-40a6-adc6-9cffbe9fdf9e,41becf09-1852-4251-9bd1-5ea8526f7922,c2,c5,3401,?,p2,
1769394108.8009706,CREATED,0202a1b5-d14d-4609-aaa0-ec4e22b3ff27,a53160ad-c977-4ea2-b97c-4eca3fafd14a,c2,c5,27,?,?,surb={'id': 'ae0b752d-62c6-4fe2-a557-babe6f9688a9', 'route': ['p2', 'e8', 'i11', 'x10', 'p2', 'c2']}
1769394109.093565,RECEIVED,beab2c37-dec9-4459-800f-6d037cbd3eef,4c9d2c8c-2976-44bb-80e0-a0f77efc66b2,c4,c2,27,p2,?,surb={'id': '4508db73-b3f2-4156-92a2-9e8d7595d753', 'route': ['p2', 'e7', 'i9', 'x8', 'p1', 'c4']}
1769394109.112653,RECEIVED,813441ee-997b-440d-8f25-16dd2bec0e2c,a7dfbdf7-28c0-4bf2-8369-44cd1bc55f73,c5,c2,27,p2,?,surb={'id': '6a046fef-a8ac-4fa3-978f-7ffed5db8203', 'route': ['p2', 'e2', 'i5', 'x11', 'p2', 'c5']}
1769394109.3771403,SENT,7c14f12a-171c-4b6f-a23e-5068c244e926,56fef19b-c796-44fd-9fa1-5f24686fee58,c2,c5,3380,?,p2,
1769394109.377244,CREATED,fcf882ba-7d15-4737-9937-19b102312f3c,790d4f27-4769-4096-96ec-7ee65e0bc6f6,c2,c5,26,?,?,surb={'id': 'a593687e-79e6-438d-abb9-b6d64c64c5c7', 'route': ['p2', 'e7', 'i2', 'x1', 'p2', 'c2']}
1769394109.3910286,SENT,06fdd68f-6403-4d4b-b1a1-d57d9b3676e1,c375b3c7-91a3-4d10-82ec-5e6f4da29f45,c2,c5,3387,?,p2,
1769394109.3911483,CREATED,1ddc20e6-9274-4bd7-b2f4-4355529dbf4a,790d4f27-4769-4096-96ec-7ee65e0bc6f6,c2,c5,26,?,?,surb={'id': 'a593687e-79e6-438d-abb9-b6d64c64c5c7', 'route': ['p2', 'e7', 'i2', 'x1', 'p2', 'c2']}
1769394109.6870167,RECEIVED,40ed0ede-da9e-4f93-b587-90d42453043b,e7357c0f-e84f-4061-9626-e46e62f1b056,c4,c2,27,p2,?,surb={'id': 'e2da79f1-4ebb-4efd-9d3e-7646adcac9cc', 'route': ['p2', 'e10', 'i7', 'x4', 'p1', 'c4']}
1769394109.8499928,RECEIVED,c58e0f8d-e36e-466f-b41a-35347aea709f,aaf68cfe-6432-4c27-a236-b8d18f133b06,c5,c2,26,p2,?,surb={'id': '10765eec-ab65-4a5d-bb98-d17951e9bace', 'route': ['p2', 'e1', 'i9', 'x8', 'p2', 'c5']}
1769394109.9560382,RECEIVED,5c7201b7-95ef-44e3-a777-adefbc5b3daf,d6e9b85c-db4e-4573-b347-7e2df2bb8fd4,c4,c2,26,p2,?,surb={'id': '1dc8acd0-9648-4f33-b241-64f1f46bdf5c', 'route': ['p2', 'e10', 'i10', 'x2', 'p1', 'c4']}
1769394109.983898,RECEIVED,1cf9c838-7216-4527-97db-c3b75240018e,e7357c0f-e84f-4061-9626-e46e62f1b056,c4,c2,27,p2,?,surb={'id': 'e2da79f1-4ebb-4efd-9d3e-7646adcac9cc', 'route': ['p2', 'e10', 'i7', 'x4', 'p1', 'c4']}
1769394110.137625,RECEIVED,0212005d-c4dc-406e-a21c-8ccc596f83a8,a50fdd6e-6d6c-4356-8508-581398e49259,c4,c2,26,p2,?,surb={'id': 'ec56fff6-010b-4002-87da-a74c68c91e1a', 'route': ['p2', 'e2', 'i3', 'x1', 'p1', 'c4']}
1769394110.1876543,RECEIVED,0312de2d-6dc8-46d9-8f75-c84142175fae,8895d927-12d1-40e8-ba7a-551abc47f757,c4,c2,26,p2,?,surb={'id': '61be74eb-6945-493f-aac9-cabbf01ea394', 'route': ['p2', 'e3', 'i12', 'x8', 'p1', 'c4']}
1769394110.3993776,RECEIVED,120ec57b-922b-4b2d-b0fa-bc378a9b1e31,d1eb61fd-28f2-42b8-86e2-14d9484fc347,c5,c2,27,p2,?,surb={'id': '9755c47c-4d2d-475f-9086-b8b85c11fd60', 'route': ['p2', 'e10', 'i12', 'x8', 'p2', 'c5']}
1769394110.4144905,RECEIVED,9a0be491-76e1-4b8d-aab3-19f7713bca64,cb85e0f4-ab4b-4776-b620-499a34f15187,c4,c2,27,p2,?,surb={'id': '09a3cea0-9085-4455-8cfa-afaa5f3719d3', 'route': ['p2', 'e10', 'i3', 'x8', 'p1', 'c4']}
1769394110.5713594,SENT,8a9151f8-4b9d-4c9f-900f-d9ff32bd29a1,8ac12fe6-af56-4a8c-9fdd-d2c8bc803314,c2,c5,3383,?,p2,
1769394110.5715115,CREATED,060dd8ac-d7ec-4c0f-8d06-e9f47f9fd540,3a0b3f62-7431-40fe-88f1-d70380830a79,c2,c5,26,?,?,surb={'id': '7e718efb-7e8b-487a-a388-5f8d0d674a14', 'route': ['p2', 'e6', 'i12', 'x12', 'p2', 'c2']}
1769394110.729556,RECEIVED,be131145-fe64-4d9d-9c00-a402e91246f1,115c9483-06f3-47c9-8740-9a156301c090,c5,c2,26,p2,?,surb={'id': '5c49f06d-c271-41ef-8399-bd48e97e4c29', 'route': ['p2', 'e5', 'i10', 'x4', 'p2', 'c5']}
1769394110.7365718,RECEIVED,4c2f99a2-fa55-43a3-ab4b-c891a5c9d36b,d1eb61fd-28f2-42b8-86e2-14d9484fc347,c5,c2,27,p2,?,surb={'id': '9755c47c-4d2d-475f-9086-b8b85c11fd60', 'route': ['p2', 'e10', 'i12', 'x8', 'p2', 'c5']}
1769394110.8166642,RECEIVED,6e4ea0e0-38d4-48f3-88fc-7f9926ec9f60,0f6d1cc5-88c9-4260-8714-509f8262a25f,c5,c2,27,p2,?,surb={'id': 'd9844d54-ddfe-4f79-9bd8-d515bba8870c', 'route': ['p2', 'e4', 'i7', 'x11', 'p2', 'c5']}
1769394111.1194046,RECEIVED,b6dda8d0-f23d-42e4-b09f-0f9fc2ecbe42,115c9483-06f3-47c9-8740-9a156301c090,c5,c2,26,p2,?,surb={'id': '5c49f06d-c271-41ef-8399-bd48e97e4c29', 'route': ['p2', 'e5', 'i10', 'x4', 'p2', 'c5']}
1769394111.135503,RECEIVED,2b3858d4-451c-4a72-a4e4-750d0e13bf35,6409a238-a019-4f93-b312-64529884d9b4,c5,c2,27,p2,?,surb={'id': '7af9b4ad-8852-4c59-9177-ca93998b8ccb', 'route': ['p2', 'e2', 'i11', 'x11', 'p2', 'c5']}
1769394111.3430996,RECEIVED,b93c5609-b3db-416b-8570-08325235858f,0375e8b4-0469-4db9-8d69-042fe4cf5b00,c4,c2,26,p2,?,surb={'id': 'b5abd872-d78d-43d8-ad4e-86c202277b35', 'route': ['p2', 'e10', 'i6', 'x9', 'p1', 'c4']}
1769394111.4502828,RECEIVED,1a7c1f2b-bc81-44c2-a0b4-f08fa65959a5,cb85e0f4-ab4b-4776-b620-499a34f15187,c4,c2,27,p2,?,surb={'id': '09a3cea0-9085-4455-8cfa-afaa5f3719d3', 'route': ['p2', 'e10', 'i3', 'x8', 'p1', 'c4']}
1769394111.837343,SENT,fcafa062-7898-4671-a5a2-636b31a073c6,65d77c91-9847-4e1c-adaf-050e7ca28ff2,c2,c5,3380,?,p2,
1769394111.8375084,CREATED,49a18f8b-7066-4f0b-a1cc-9512a93c47d5,3a0b3f62-7431-40fe-88f1-d70380830a79,c2,c5,26,?,?,surb={'id': '7e718efb-7e8b-487a-a388-5f8d0d674a14', 'route': ['p2', 'e6', 'i12', 'x12', 'p2', 'c2']}
1769394112.0498877,SENT,8f8c5a4f-fd14-4f65-82db-17fe92ad3e81,453339a4-2c72-4d86-91d1-41dc25d02abf,c2,c5,3402,?,p2,
1769394112.0500343,CREATED,4441de40-8cc5-47e9-a458-ee5ab2f53f1f,d33597d1-6085-4a03-a00f-e0a050f30770,c2,c5,27,?,?,surb={'id': 'e0a86b18-a342-4bca-adff-fc6940fda2ea', 'route': ['p2', 'e4', 'i3', 'x8', 'p2', 'c2']}
1769394112.1160326,RECEIVED,a33c51e8-5cc1-4cde-8269-bc528b0792ef,3fe1f4f0-640b-4a27-bade-9e165d4bf456,c5,c2,27,p2,?,surb={'id': 'fc5ef259-de59-49b7-bef3-ee536049da45', 'route': ['p2', 'e12', 'i3', 'x4', 'p2', 'c5']}
1769394112.3166535,RECEIVED,97de3fe2-c572-4c88-ad76-d2d2137180b2,8895d927-12d1-40e8-ba7a-551abc47f757,c4,c2,26,p2,?,surb={'id': '61be74eb-6945-493f-aac9-cabbf01ea394', 'route': ['p2', 'e3', 'i12', 'x8', 'p1', 'c4']}
1769394112.3511167,SENT,9978a184-94f6-4167-a6e3-2088ef910f31,9701f071-23c4-4fee-81fb-6159e7cfc777,c2,c5,3380,?,p2,
1769394112.3511872,CREATED,564962e3-e03a-4e2a-b212-8790f9ddb048,d33597d1-6085-4a03-a00f-e0a050f30770,c2,c5,27,?,?,surb={'id': 'e0a86b18-a342-4bca-adff-fc6940fda2ea', 'route': ['p2', 'e4', 'i3', 'x8', 'p2', 'c2']}
1769394112.431324,SENT,cbbfbb1d-cc63-4e51-8f59-5baf32597d73,eb9e77fa-4a6b-40a1-adf4-5e04fa5046f9,c2,c5,3367,?,p2,
1769394112.4314368,CREATED,001ea640-4215-408e-a7af-04ee4a24c792,15b76398-d11e-4234-82af-99a5014f0714,c2,c5,27,?,?,surb={'id': '7fe754cc-e9e5-4946-8a77-2e7c25e36194', 'route': ['p2', 'e1', 'i4', 'x5', 'p2', 'c2']}
1769394112.5078762,RECEIVED,0f8906e8-bcc6-4123-af74-0237959928fb,93f436a0-8256-4dcf-bdb1-8eac75d52c1c,c4,c2,26,p2,?,surb={'id': 'ddff5be4-a8d6-42f5-b189-4671e911e425', 'route': ['p2', 'e2', 'i5', 'x7', 'p1', 'c4']}
1769394112.5213072,RECEIVED,a58e86db-7728-4813-924a-894a747b9ee0,8c4b6ca2-5a0e-44a5-b6a4-508ab8ae2d9f,c5,c2,26,p2,?,surb={'id': 'b5534adb-599d-42db-8d9e-34d0cad8fa0f', 'route': ['p2', 'e10', 'i1', 'x11', 'p2', 'c5']}
1769394112.5251095,RECEIVED,2111060c-8a27-4e87-919a-04c969dea222,a50fdd6e-6d6c-4356-8508-581398e49259,c4,c2,26,p2,?,surb={'id': 'ec56fff6-010b-4002-87da-a74c68c91e1a', 'route': ['p2', 'e2', 'i3', 'x1', 'p1', 'c4']}
1769394112.6277266,SENT,f5e04cc7-fe48-4ed8-afa3-f89aa8ef6402,20edc703-ad14-4054-8bc4-d23437bad70a,c2,c5,3396,?,p2,
1769394112.627931,CREATED,ed27663c-5fbb-4515-bd8d-fa5f1d800d7f,15b76398-d11e-4234-82af-99a5014f0714,c2,c5,27,?,?,surb={'id': '7fe754cc-e9e5-4946-8a77-2e7c25e36194', 'route': ['p2', 'e1', 'i4', 'x5', 'p2', 'c2']}
1769394112.664732,SENT,e2592a20-a61f-4ef1-aaa4-29517701f5b1,de2f0072-b698-40dd-add5-d35c6d493964,c2,c5,3371,?,p2,
1769394112.6648438,CREATED,7032eb21-f577-4168-acb3-11fc4f0a839c,1cd9d206-eb42-400f-9f08-d9704768bc99,c2,c5,26,?,?,surb={'id': '1df704b5-ed9a-461c-b061-46e3db22ae93', 'route': ['p2', 'e7', 'i5', 'x2', 'p2', 'c2']}
1769394112.7185411,RECEIVED,cf8e568b-f0a0-4aab-a7ec-cb9402914110,3fe1f4f0-640b-4a27-bade-9e165d4bf456,c5,c2,27,p2,?,surb={'id': 'fc5ef259-de59-49b7-bef3-ee536049da45', 'route': ['p2', 'e12', 'i3', 'x4', 'p2', 'c5']}
1769394112.7546372,RECEIVED,4df17b48-8d5f-4654-bd96-dbacaf0d52bb,aaf68cfe-6432-4c27-a236-b8d18f133b06,c5,c2,26,p2,?,surb={'id': '10765eec-ab65-4a5d-bb98-d17951e9bace', 'route': ['p2', 'e1', 'i9', 'x8', 'p2', 'c5']}
1769394112.809877,RECEIVED,25943ab3-2aa0-4002-a5d8-4a57db62ca1d,0375e8b4-0469-4db9-8d69-042fe4cf5b00,c4,c2,26,p2,?,surb={'id': 'b5abd872-d78d-43d8-ad4e-86c202277b35', 'route': ['p2', 'e10', 'i6', 'x9', 'p1', 'c4']}
1769394112.8788946,SENT,e7e3ca3f-bdba-4e8e-96dd-44485739b432,5dee3141-a764-4983-b244-65aa68fea8ab,c2,c5,3365,?,p2,
1769394112.8790047,CREATED,756a037a-8960-470e-ae4e-a4dea5dbb079,1cd9d206-eb42-400f-9f08-d9704768bc99,c2,c5,26,?,?,surb={'id': '1df704b5-ed9a-461c-b061-46e3db22ae93', 'route': ['p2', 'e7', 'i5', 'x2', 'p2', 'c2']}
1769394113.0641813,RECEIVED,b261ff94-d4ca-42a7-aa9d-475fc0f91368,8c4b6ca2-5a0e-44a5-b6a4-508ab8ae2d9f,c5,c2,26,p2,?,surb={'id': 'b5534adb-599d-42db-8d9e-34d0cad8fa0f', 'route': ['p2', 'e10', 'i1', 'x11', 'p2', 'c5']}
1769394113.1311424,RECEIVED,49b6c839-e34c-4d60-b5ac-d6276250d913,5d1c164d-01e0-4106-9d27-a3b98e12223d,c5,c2,27,p2,?,surb={'id': '80cd0a31-c899-4481-a89d-d1eed9a39046', 'route': ['p2', 'e8', 'i3', 'x11', 'p2', 'c5']}
1769394113.1647394,RECEIVED,035dc6c9-423e-41cf-bd82-d954271d7bca,5d1c164d-01e0-4106-9d27-a3b98e12223d,c5,c2,27,p2,?,surb={'id': '80cd0a31-c899-4481-a89d-d1eed9a39046', 'route': ['p2', 'e8', 'i3', 'x11', 'p2', 'c5']}
1769394113.1829555,SENT,5dbdebcd-5a31-4d22-bc7d-ac12ecaf28fb,1b999c84-6ce3-4c53-9341-66f575697a2e,c2,c5,3359,?,p2,
1769394113.1830401,CREATED,fa87145d-54cd-428a-9700-566370a50847,dbb9960f-3dcc-4ae8-97e0-3e243a40615f,c2,c5,26,?,?,surb={'id': 'b89c441e-7ae9-44f6-ade0-6f5bba1fda1d', 'route': ['p2', 'e1', 'i7', 'x12', 'p2', 'c2']}
1769394113.2678275,SENT,9c1101f2-b2b8-4a69-ba4e-c1b7a8965e69,b5039dc7-114d-4e15-91a7-6f52ae391940,c2,c5,3384,?,p2,
1769394113.2679648,CREATED,1b654591-baf6-4561-ba27-beeb1c4599f2,dbb9960f-3dcc-4ae8-97e0-3e243a40615f,c2,c5,26,?,?,surb={'id': 'b89c441e-7ae9-44f6-ade0-6f5bba1fda1d', 'route': ['p2', 'e1', 'i7', 'x12', 'p2', 'c2']}
1769394113.5893664,RECEIVED,dad029a2-291f-4ce8-afd0-342313ba14f3,39baee8d-717f-4b73-8e7e-dd1db1f7087e,c4,c2,27,p2,?,surb={'id': '43f031b8-99c2-4c86-a93c-da0b7c6c8930', 'route': ['p2', 'e1', 'i4', 'x8', 'p1', 'c4']}
1769394114.059759,SENT,956836f0-8206-45c2-a323-8ab39509d7d4,fedbb846-ae4a-49a6-9808-342e2ef0d487,c2,c5,3379,?,p2,
1769394114.0599062,CREATED,994395ba-1815-43cc-9e04-c85cb9019e27,e2ecd7b1-3f4a-463f-899c-08850a7014e8,c2,c5,27,?,?,surb={'id': '151e5a43-2a15-44ae-b023-226621284088', 'route': ['p2', 'e3', 'i6', 'x8', 'p2', 'c2']}
1769394114.1319013,RECEIVED,8ae9934d-dc5b-40bf-888a-65d0369a5673,af56b9d6-80f1-4a17-8ddc-bf662b81b084,c5,c2,27,p2,?,surb={'id': '17e42dae-b392-4584-9610-5737a6e79109', 'route': ['p2', 'e1', 'i3', 'x4', 'p2', 'c5']}
1769394114.262933,SENT,2440e3b2-c53e-4b37-b046-e0ae42c404c8,956f9e23-5512-4253-958c-9f933818bcb1,c2,c5,3385,?,p2,
1769394114.2635014,CREATED,523a5ed1-f61f-4406-946f-c5bef2218ceb,e2ecd7b1-3f4a-463f-899c-08850a7014e8,c2,c5,27,?,?,surb={'id': '151e5a43-2a15-44ae-b023-226621284088', 'route': ['p2', 'e3', 'i6', 'x8', 'p2', 'c2']}
1769394114.452722,RECEIVED,f39a434e-07aa-4044-8b10-f5719cb28e42,93f436a0-8256-4dcf-bdb1-8eac75d52c1c,c4,c2,26,p2,?,surb={'id': 'ddff5be4-a8d6-42f5-b189-4671e911e425', 'route': ['p2', 'e2', 'i5', 'x7', 'p1', 'c4']}
1769394114.6726007,SENT,e1b03bab-1eec-48b9-b3b4-4c92aaa30824,4a2e16fd-36af-46dd-bb6b-82d414f5693b,c2,c5,3399,?,p2,
1769394114.6727529,CREATED,b38abf9b-4bfa-4b29-98fb-a60e6785b012,fa710721-f9f6-456d-a718-81fe126c8397,c2,c5,27,?,?,surb={'id': '058ef9c8-8dfc-4074-a19a-bca7a5842db5', 'route': ['p2', 'e12', 'i10', 'x9', 'p2', 'c2']}
1769394114.8513517,RECEIVED,2b96f239-e00e-4a04-a13f-20bb434b3b06,39baee8d-717f-4b73-8e7e-dd1db1f7087e,c4,c2,27,p2,?,surb={'id': '43f031b8-99c2-4c86-a93c-da0b7c6c8930', 'route': ['p2', 'e1', 'i4', 'x8', 'p1', 'c4']}
1769394114.9055617,SENT,4858332b-d202-48e0-a290-89db2f70b794,944caca6-e6c2-41f5-867a-b317285619a9,c2,c5,3391,?,p2,
1769394114.9057133,CREATED,a4151135-0be3-4042-9eab-d445b1ccd425,fa710721-f9f6-456d-a718-81fe126c8397,c2,c5,27,?,?,surb={'id': '058ef9c8-8dfc-4074-a19a-bca7a5842db5', 'route': ['p2', 'e12', 'i10', 'x9', 'p2', 'c2']}
1769394114.932972,RECEIVED,13cdc65b-584a-4cd8-89d1-1866e00d4409,924b0c51-223f-44fe-8e9f-de15e1ad3ea6,c5,c2,27,p2,?,surb={'id': '53402d1f-2b43-4c11-8772-bb32b09f29cb', 'route': ['p2', 'e6', 'i1', 'x5', 'p2', 'c5']}
