timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453143.0894585,RECEIVED,c1521d66-714d-4dc6-8ad5-64b83db5bfe1,742bf4b1-c1b1-4ae7-806c-878bc50b776b,c2,c3,25,p3,?,surb={'id': '9b6a9eca-19e8-40f7-974b-90c4c53a39e9', 'route': ['p3', 'e7', 'i11', 'x9', 'p2', 'c2']}
1769453143.1616695,RECEIVED,cea6eed6-4746-4b7d-ae00-00fcfd1978d1,bb428538-8f86-444a-b0c5-da832ed4f8da,c2,c3,26,p3,?,surb={'id': 'b7eca6aa-7a6a-465a-9e8f-f1e546904153', 'route': ['p3', 'e3', 'i9', 'x4', 'p2', 'c2']}
1769453143.1702085,RECEIVED,e95bfe3c-820b-4a4f-ab18-1d63a3eb94c8,9667897b-d7ed-4ede-987e-5a39baa5dea6,c2,c3,27,p3,?,surb={'id': 'c1404e2c-6ab1-46cf-aba0-a234ee6463f9', 'route': ['p3', 'e9', 'i5', 'x4', 'p2', 'c2']}
1769453143.1823797,RECEIVED,1331fb3f-1e6f-4062-9021-9c55ea4465d1,7c9e3da2-46ea-4724-a87c-8072f999ef4f,c2,c3,26,p3,?,surb={'id': '90986646-d75e-411d-a07c-f9a9787b4749', 'route': ['p3', 'e7', 'i7', 'x1', 'p2', 'c2']}
1769453143.263937,SENT,9743aef2-1723-4470-88a3-8c15b1f24277,13a10046-0539-48ba-90d7-b1bcc9bd6dea,c3,c1,3371,?,p3,
1769453143.2645655,CREATED,599e411f-efc5-4b6e-ad46-8b5a493810c4,66dffed0-3f6b-424a-ae21-6a9d0316e318,c3,c1,26,?,?,surb={'id': '7f391439-e93d-4a00-b2bf-3a884a90fe62', 'route': ['p1', 'e2', 'i6', 'x8', 'p3', 'c3']}
1769453143.2941105,RECEIVED,ababb212-00d4-4582-81d3-f8bb1f557616,dc45e5b5-1490-4a9e-9e88-1d95655fa473,c2,c3,27,p3,?,surb={'id': '0d6720e8-9fc9-47a6-9465-d698a453d5a0', 'route': ['p3', 'e10', 'i11', 'x12', 'p2', 'c2']}
1769453143.3632293,RECEIVED,705b9d94-977b-409e-97c5-f5da095df47a,3213ef91-00be-4e62-8a3d-4807bb83c06f,c2,c3,27,p3,?,surb={'id': '833b1d6a-fdbf-404a-b65d-6815ba400eba', 'route': ['p3', 'e8', 'i10', 'x11', 'p2', 'c2']}
1769453143.584828,RECEIVED,c0cae8c2-b59d-40a4-a584-26da7ed4818d,742bf4b1-c1b1-4ae7-806c-878bc50b776b,c2,c3,25,p3,?,surb={'id': '9b6a9eca-19e8-40f7-974b-90c4c53a39e9', 'route': ['p3', 'e7', 'i11', 'x9', 'p2', 'c2']}
1769453143.6910887,RECEIVED,b7938b4c-2f51-4850-b757-56535b837cb5,986f61f2-7689-4a05-af89-0268c4fe75e4,c1,c3,27,p3,?,surb={'id': '1a9f61f7-8bfc-4bd0-9428-b2bae52020fe', 'route': ['p3', 'e12', 'i8', 'x9', 'p1', 'c1']}
1769453143.739106,SENT,fa8daade-734c-471e-8541-86d8b93993f6,8e86c664-b68e-4cbe-b6a8-3fc397a12309,c3,c1,3375,?,p3,
1769453143.7392406,CREATED,bdf05dab-f94e-4a95-9165-cd291443e527,66dffed0-3f6b-424a-ae21-6a9d0316e318,c3,c1,26,?,?,surb={'id': '7f391439-e93d-4a00-b2bf-3a884a90fe62', 'route': ['p1', 'e2', 'i6', 'x8', 'p3', 'c3']}
1769453143.8309944,RECEIVED,f06d40ca-3cb5-48a9-825b-c7a44986375f,0726ca0a-2b09-4549-b567-3a40205b06e7,c1,c3,27,p3,?,surb={'id': '0fb5fcfe-0cde-4c10-9281-a5bf5d0b87af', 'route': ['p3', 'e4', 'i1', 'x3', 'p1', 'c1']}
1769453143.9307125,RECEIVED,1cbb1fd7-833a-41a2-b1ee-81d70808c420,dc45e5b5-1490-4a9e-9e88-1d95655fa473,c2,c3,27,p3,?,surb={'id': '0d6720e8-9fc9-47a6-9465-d698a453d5a0', 'route': ['p3', 'e10', 'i11', 'x12', 'p2', 'c2']}
1769453144.0707173,RECEIVED,84f087e5-9cc3-4924-a2f6-e75d74001529,d6cdb98c-7637-4f33-b6f7-bb07e76736a7,c1,c3,27,p3,?,surb={'id': 'a58f0c9b-2f74-4521-ac98-dfc50a8dcad7', 'route': ['p3', 'e11', 'i5', 'x7', 'p1', 'c1']}
1769453144.2783413,RECEIVED,77160e00-0d02-432a-a9de-a6d38bd069d2,94c6c81f-8547-4738-9589-1f63549bd8b9,c2,c3,27,p3,?,surb={'id': '5b67efc4-b08f-4afe-aa87-2ce79ec3da75', 'route': ['p3', 'e9', 'i7', 'x3', 'p2', 'c2']}
1769453144.3866794,SENT,288200f4-0a3d-4ef3-9189-41abc5320d7e,ffc0e8c2-19d2-456e-92a1-960d23543091,c3,c1,3375,?,p3,
1769453144.3868237,CREATED,6c43ba41-7d12-476f-92d5-efed57d3453d,25314db1-eff4-4954-92fd-9ef2b5428003,c3,c1,27,?,?,surb={'id': '6ba8d291-a34e-47d6-ad84-7a476ea1c32b', 'route': ['p1', 'e1', 'i11', 'x1', 'p3', 'c3']}
1769453144.4400742,SENT,7b7137df-2251-4086-a04c-56012b0610ee,8e192729-a3af-4f55-9110-04b51edef719,c3,c1,3395,?,p3,
1769453144.440231,CREATED,58ce426d-9e1f-473e-acf4-ddaaf2f66f1d,25314db1-eff4-4954-92fd-9ef2b5428003,c3,c1,27,?,?,surb={'id': '6ba8d291-a34e-47d6-ad84-7a476ea1c32b', 'route': ['p1', 'e1', 'i11', 'x1', 'p3', 'c3']}
1769453144.5566032,RECEIVED,3bd287fe-5b77-4da0-9c96-fe3d85eb5f16,38321514-a35c-4594-98fd-07d468b80ed1,c1,c3,27,p3,?,surb={'id': '581fe031-b43d-4fd1-8054-bae121c70a8b', 'route': ['p3', 'e6', 'i7', 'x9', 'p1', 'c1']}
1769453144.5717986,RECEIVED,74dd4e96-6b7e-4bcd-9a83-114b53b96bac,b845e49b-1dcf-432b-b0ab-258066eb69ab,c1,c3,26,p3,?,surb={'id': '9a867834-859d-4757-b018-cef6ab273686', 'route': ['p3', 'e10', 'i4', 'x11', 'p1', 'c1']}
1769453144.5964491,RECEIVED,2f60fb73-fa14-47ba-9a69-d06e0305961f,986f61f2-7689-4a05-af89-0268c4fe75e4,c1,c3,27,p3,?,surb={'id': '1a9f61f7-8bfc-4bd0-9428-b2bae52020fe', 'route': ['p3', 'e12', 'i8', 'x9', 'p1', 'c1']}
1769453144.6427495,RECEIVED,7908250c-c008-4538-847c-cf8aedf88b7f,bb428538-8f86-444a-b0c5-da832ed4f8da,c2,c3,26,p3,?,surb={'id': 'b7eca6aa-7a6a-465a-9e8f-f1e546904153', 'route': ['p3', 'e3', 'i9', 'x4', 'p2', 'c2']}
1769453144.670986,RECEIVED,0afd76a4-cd6f-42bc-9691-fbaed408507c,862753f2-0002-4baa-901d-953b3f3e9271,c2,c3,27,p3,?,surb={'id': 'd9230271-50be-4640-9749-be9a6e4fa69b', 'route': ['p3', 'e6', 'i2', 'x6', 'p2', 'c2']}
1769453144.694363,RECEIVED,72e2d04b-7fb0-44e6-bc94-275b6faebbec,fd33ff6e-83e8-45a6-a533-159ad3c22b5d,c1,c3,26,p3,?,surb={'id': '3b2c7fbc-0d1f-4d8e-80cd-1251264bcc6e', 'route': ['p3', 'e2', 'i4', 'x2', 'p1', 'c1']}
1769453144.7932022,SENT,44781778-da31-4ddf-8479-d51641671584,746fbfb8-257f-4e3c-9502-0bf3bf11dfea,c3,c1,3380,?,p3,
1769453144.793354,CREATED,42bdb535-0d2c-4f0b-a91a-cf35bbd1073f,489ec20b-e017-4d09-a15e-908c4055e0dd,c3,c1,27,?,?,surb={'id': '08358668-a7ba-40e7-8673-8812c3b5aa00', 'route': ['p1', 'e3', 'i6', 'x1', 'p3', 'c3']}
1769453145.000701,RECEIVED,03d01e61-85aa-49bc-bdf5-281600196b5b,d6cdb98c-7637-4f33-b6f7-bb07e76736a7,c1,c3,27,p3,?,surb={'id': 'a58f0c9b-2f74-4521-ac98-dfc50a8dcad7', 'route': ['p3', 'e11', 'i5', 'x7', 'p1', 'c1']}
1769453145.1596463,RECEIVED,dac8d13b-9bc9-4092-af05-b99224d56706,ee00e903-9d5c-4158-8305-104900f0c680,c2,c3,27,p3,?,surb={'id': 'fc79977a-ebfb-4e1b-82b2-0412b64a618a', 'route': ['p3', 'e3', 'i2', 'x6', 'p2', 'c2']}
1769453145.1657798,RECEIVED,2fc54913-2cea-4015-b20b-e9ccb626e48d,2415c7df-e44a-46da-91ca-deaae183ce8d,c1,c3,27,p3,?,surb={'id': 'b2472f1f-dd43-46f6-b78f-c3300ba33d8e', 'route': ['p3', 'e4', 'i2', 'x7', 'p1', 'c1']}
1769453145.3089797,RECEIVED,baca292a-3782-40b9-bf23-c1bcf3979d0f,ee00e903-9d5c-4158-8305-104900f0c680,c2,c3,27,p3,?,surb={'id': 'fc79977a-ebfb-4e1b-82b2-0412b64a618a', 'route': ['p3', 'e3', 'i2', 'x6', 'p2', 'c2']}
1769453145.342498,RECEIVED,4a09aff2-9e6b-48dd-8623-c1875dff88bb,862753f2-0002-4baa-901d-953b3f3e9271,c2,c3,27,p3,?,surb={'id': 'd9230271-50be-4640-9749-be9a6e4fa69b', 'route': ['p3', 'e6', 'i2', 'x6', 'p2', 'c2']}
1769453145.6370726,RECEIVED,3bec1f0f-3708-412c-9bce-f8e11397dc59,f4d02d0a-acd7-4581-ac8e-48d101157901,c2,c3,27,p3,?,surb={'id': '7feb3952-200d-474c-9d13-48fe7c46a733', 'route': ['p3', 'e7', 'i11', 'x1', 'p2', 'c2']}
1769453145.7415006,SENT,c2287bcb-a0ed-4807-8170-9f20101d5338,6afe82c0-692b-4dfe-9c3e-baa02dd24cc0,c3,c1,3375,?,p3,
1769453145.7416534,CREATED,712f9754-2ed1-4237-8b09-e4a1a5b9708f,489ec20b-e017-4d09-a15e-908c4055e0dd,c3,c1,27,?,?,surb={'id': '08358668-a7ba-40e7-8673-8812c3b5aa00', 'route': ['p1', 'e3', 'i6', 'x1', 'p3', 'c3']}
1769453145.8464074,SENT,745553bb-dc4f-42fa-99d0-1b3d103e2df7,8a287f69-5390-4178-b21d-c61ec885c689,c3,c1,3391,?,p3,
1769453145.8465521,CREATED,cf477cfd-4d87-4a8b-97e8-0f53ce80d4e9,5706aaa9-a82b-450d-8596-6cb64933a188,c3,c1,26,?,?,surb={'id': '33ea04da-fc4d-40e8-aff4-6cf17fc4cf40', 'route': ['p1', 'e10', 'i8', 'x10', 'p3', 'c3']}
1769453145.8728135,RECEIVED,78f95fe3-4500-4551-a45d-27ea621de207,f4c69ce2-e580-4474-a4e3-d0773cab7709,c1,c3,27,p3,?,surb={'id': 'c928e68a-73ca-4422-8aa1-816fd84b5a11', 'route': ['p3', 'e2', 'i8', 'x4', 'p1', 'c1']}
1769453146.035992,RECEIVED,c5592446-6c2d-4b26-9fb5-b3c38a0fa5d2,2415c7df-e44a-46da-91ca-deaae183ce8d,c1,c3,27,p3,?,surb={'id': 'b2472f1f-dd43-46f6-b78f-c3300ba33d8e', 'route': ['p3', 'e4', 'i2', 'x7', 'p1', 'c1']}
1769453146.063464,SENT,886e3f29-60b8-4612-b363-880565b3ec65,2c8da60e-c6d3-492b-9685-1dea8715cba7,c3,c1,3385,?,p3,
1769453146.0636132,CREATED,a3f2a513-3f88-4839-944a-84c2b98c0224,5706aaa9-a82b-450d-8596-6cb64933a188,c3,c1,26,?,?,surb={'id': '33ea04da-fc4d-40e8-aff4-6cf17fc4cf40', 'route': ['p1', 'e10', 'i8', 'x10', 'p3', 'c3']}
1769453146.1229074,RECEIVED,52a6e1cd-7749-4226-ac35-4eabfc771b1b,e7102d2a-e3ca-4d14-ac51-ff4cd3be9ffe,c2,c3,27,p3,?,surb={'id': '7b55d282-3f05-46fb-95d0-3e116fee776d', 'route': ['p3', 'e10', 'i6', 'x1', 'p2', 'c2']}
1769453146.2179375,SENT,65e57109-06a2-4266-b1e1-3f91229277de,bc891b65-70ec-46c1-9eca-a142d19bbb23,c3,c1,3372,?,p3,
1769453146.2180123,CREATED,1850f790-7611-4879-950c-1fb44e8655a6,38a129f9-1a67-4f68-b5ab-4c13246a5051,c3,c1,27,?,?,surb={'id': 'c32b3651-a032-42ea-8f53-d35fe9224209', 'route': ['p1', 'e10', 'i7', 'x12', 'p3', 'c3']}
1769453146.3918984,SENT,1489b7e5-1e3a-4d4b-bfe7-8962fd88c4af,74cd230d-709c-4766-b418-0e27f817924e,c3,c1,3388,?,p3,
1769453146.3920422,CREATED,149e5d34-a752-484d-ba4c-30d056e8b8f9,38a129f9-1a67-4f68-b5ab-4c13246a5051,c3,c1,27,?,?,surb={'id': 'c32b3651-a032-42ea-8f53-d35fe9224209', 'route': ['p1', 'e10', 'i7', 'x12', 'p3', 'c3']}
1769453146.679154,RECEIVED,e8c7d7d6-ef19-4132-bd0f-a7a8aa27bd0a,9e18ee81-d75e-4548-b10e-372f03533c76,c1,c3,27,p3,?,surb={'id': 'bdc7f1cf-ac5d-4c3b-9428-523c61668d73', 'route': ['p3', 'e9', 'i7', 'x7', 'p1', 'c1']}
1769453146.8500147,RECEIVED,92aa89f9-8f4b-417f-8ccc-8662745a3009,38321514-a35c-4594-98fd-07d468b80ed1,c1,c3,27,p3,?,surb={'id': '581fe031-b43d-4fd1-8054-bae121c70a8b', 'route': ['p3', 'e6', 'i7', 'x9', 'p1', 'c1']}
1769453146.9441047,RECEIVED,cbcadf42-54d7-4950-b222-5768a0e7a986,f4d02d0a-acd7-4581-ac8e-48d101157901,c2,c3,27,p3,?,surb={'id': '7feb3952-200d-474c-9d13-48fe7c46a733', 'route': ['p3', 'e7', 'i11', 'x1', 'p2', 'c2']}
1769453146.9649744,RECEIVED,4f078b30-defe-4c1d-b777-b43ea0250da8,1a72e909-edd9-4c20-a62f-909ce008bb4c,c2,c3,27,p3,?,surb={'id': '71e18974-6b1b-43db-b320-fdedace0abe3', 'route': ['p3', 'e5', 'i1', 'x5', 'p2', 'c2']}
1769453147.0672445,RECEIVED,2897a73e-3680-4bea-a05b-471ac89c079a,d0e5f189-71c2-4517-9760-39a2980bf58a,c2,c3,27,p3,?,surb={'id': 'ac432afb-cb63-4fcf-8310-1da29c7fc4d4', 'route': ['p3', 'e6', 'i9', 'x1', 'p2', 'c2']}
1769453147.123159,RECEIVED,3796da7d-28f5-4fdf-a20e-138df26fb7c8,0cb6c784-7dd9-4999-8b0b-ee81854d18d8,c1,c3,27,p3,?,surb={'id': '82f78dfb-e5f4-40c1-80de-59eca65cb356', 'route': ['p3', 'e5', 'i11', 'x4', 'p1', 'c1']}
1769453147.20827,RECEIVED,11d2dd20-6aed-4d9a-8428-192603d4b223,d0e5f189-71c2-4517-9760-39a2980bf58a,c2,c3,27,p3,?,surb={'id': 'ac432afb-cb63-4fcf-8310-1da29c7fc4d4', 'route': ['p3', 'e6', 'i9', 'x1', 'p2', 'c2']}
1769453147.224648,RECEIVED,7ebb1988-bef1-4218-9e39-4e5c1dc6c25b,5facf08b-614f-4d76-8c41-97d738fa5a1a,c2,c3,27,p3,?,surb={'id': '36b0f3e6-2052-435d-857d-a2ef226f1651', 'route': ['p3', 'e9', 'i2', 'x6', 'p2', 'c2']}
1769453147.3824983,RECEIVED,56ee912b-1215-47b9-9279-6575e11e6bd3,fd33ff6e-83e8-45a6-a533-159ad3c22b5d,c1,c3,26,p3,?,surb={'id': '3b2c7fbc-0d1f-4d8e-80cd-1251264bcc6e', 'route': ['p3', 'e2', 'i4', 'x2', 'p1', 'c1']}
1769453147.490807,RECEIVED,bc9694ce-ee00-476b-9a73-d1fee63e4d6c,5facf08b-614f-4d76-8c41-97d738fa5a1a,c2,c3,27,p3,?,surb={'id': '36b0f3e6-2052-435d-857d-a2ef226f1651', 'route': ['p3', 'e9', 'i2', 'x6', 'p2', 'c2']}
1769453147.6182756,RECEIVED,9578f16c-264c-4563-ae3b-84b9ba0bdf02,a52e574d-d617-4451-a5c1-fb3cb976e1d0,c1,c3,27,p3,?,surb={'id': 'eb8943ee-1cdf-43e4-8c44-bdaba6700834', 'route': ['p3', 'e3', 'i11', 'x1', 'p1', 'c1']}
1769453147.7229683,RECEIVED,0f16672f-9351-4646-a26a-460c4dccf43e,f4c69ce2-e580-4474-a4e3-d0773cab7709,c1,c3,27,p3,?,surb={'id': 'c928e68a-73ca-4422-8aa1-816fd84b5a11', 'route': ['p3', 'e2', 'i8', 'x4', 'p1', 'c1']}
1769453147.8131447,RECEIVED,2391062d-7b0d-40e8-8528-b9fa50553663,1a72e909-edd9-4c20-a62f-909ce008bb4c,c2,c3,27,p3,?,surb={'id': '71e18974-6b1b-43db-b320-fdedace0abe3', 'route': ['p3', 'e5', 'i1', 'x5', 'p2', 'c2']}
1769453148.014425,SENT,cfba3277-1681-4bdf-a373-9869085619e8,c9ea2ea2-947f-4b2c-8c5e-9b49416bada1,c3,c1,3347,?,p3,
1769453148.014604,CREATED,0ca47f41-87d3-4594-8065-2860ad40c953,97c2b3b7-6b5a-498c-8da8-1996de42d900,c3,c1,27,?,?,surb={'id': '63d69377-15e3-475c-8c96-f66b9e4703e9', 'route': ['p1', 'e4', 'i4', 'x6', 'p3', 'c3']}
1769453148.0313828,RECEIVED,10d7f838-ca5e-4801-b76c-7de4ea2de514,0cb6c784-7dd9-4999-8b0b-ee81854d18d8,c1,c3,27,p3,?,surb={'id': '82f78dfb-e5f4-40c1-80de-59eca65cb356', 'route': ['p3', 'e5', 'i11', 'x4', 'p1', 'c1']}
1769453148.1211467,RECEIVED,3bb199fb-5e29-48cc-8d15-dc19dd7883bd,6d55d36b-5645-4382-b5cd-a7dae4645299,c2,c3,27,p3,?,surb={'id': '040a2664-c39f-49a3-b9c3-060dcb4b4406', 'route': ['p3', 'e8', 'i2', 'x11', 'p2', 'c2']}
1769453148.265686,SENT,8473f59e-0731-47ca-adc9-82c5cbdc8d2f,f163f79f-6965-45f8-aeb6-a69330d2cfb4,c3,c1,3384,?,p3,
1769453148.2658305,CREATED,29659bcb-3bdf-4b17-8e99-ff02493eb2b0,97c2b3b7-6b5a-498c-8da8-1996de42d900,c3,c1,27,?,?,surb={'id': '63d69377-15e3-475c-8c96-f66b9e4703e9', 'route': ['p1', 'e4', 'i4', 'x6', 'p3', 'c3']}
1769453148.348996,RECEIVED,a4214075-e089-49a0-888e-d7edd4f8e122,a52e574d-d617-4451-a5c1-fb3cb976e1d0,c1,c3,27,p3,?,surb={'id': 'eb8943ee-1cdf-43e4-8c44-bdaba6700834', 'route': ['p3', 'e3', 'i11', 'x1', 'p1', 'c1']}
1769453148.419981,RECEIVED,1cdc2abe-0554-4cba-80ac-1cad90c28660,bbe6661e-9920-4fb6-a8ff-6ee1f5e633e5,c1,c3,27,p3,?,surb={'id': 'cad4940a-3c37-498e-9c7e-056d243178df', 'route': ['p3', 'e5', 'i10', 'x9', 'p1', 'c1']}
1769453148.4535577,RECEIVED,61bf8556-f923-40d0-940c-6b55b2b9588d,e7ec6e98-eb1c-40e6-870c-e022bc9abf1b,c1,c3,27,p3,?,surb={'id': '612d00db-25c2-42a3-87bc-6378ea6c4c2e', 'route': ['p3', 'e4', 'i11', 'x12', 'p1', 'c1']}
1769453148.6163452,RECEIVED,2c4f7f5f-99f6-4ce5-bcbe-3b58865aa01d,e7ec6e98-eb1c-40e6-870c-e022bc9abf1b,c1,c3,27,p3,?,surb={'id': '612d00db-25c2-42a3-87bc-6378ea6c4c2e', 'route': ['p3', 'e4', 'i11', 'x12', 'p1', 'c1']}
1769453148.9746695,SENT,f7c12ba0-f3fe-47a8-8819-ee5162b8b2e7,f7484f3e-1fb8-41ff-ad76-268db582b4c6,c3,c1,3388,?,p3,
1769453148.974826,CREATED,806a9a4d-2618-4586-8235-18b72284887a,4823cbf9-21eb-49f6-9581-261708eb555d,c3,c1,27,?,?,surb={'id': '71c34d95-721b-43d2-95a2-e3fd3ee9f14b', 'route': ['p1', 'e6', 'i1', 'x2', 'p3', 'c3']}
1769453148.9831767,RECEIVED,53798969-3e0f-405e-b0ca-3a625c53f7d9,0596b6ff-f037-497c-8f00-fbe8485e4e5e,c2,c3,27,p3,?,surb={'id': '4c8a8c6f-6717-4da7-8bf0-e6a9993427a4', 'route': ['p3', 'e1', 'i8', 'x1', 'p2', 'c2']}
1769453149.052313,SENT,2318b0df-cd3e-41ce-94b4-d6c9e2ccafea,e6c4f222-5814-4b5c-850d-0552385f3e76,c3,c1,3360,?,p3,
1769453149.0524638,CREATED,5f1f9939-4591-464d-915e-1c66140874fa,4823cbf9-21eb-49f6-9581-261708eb555d,c3,c1,27,?,?,surb={'id': '71c34d95-721b-43d2-95a2-e3fd3ee9f14b', 'route': ['p1', 'e6', 'i1', 'x2', 'p3', 'c3']}
1769453149.10184,RECEIVED,d2c57e6c-0cb7-487e-b33b-1f2d2e772b88,a342d5b4-730c-4106-8b76-8160feeb5ec2,c2,c3,27,p3,?,surb={'id': 'adf929cf-acde-4cbf-8f0b-df7fc0e7e637', 'route': ['p3', 'e10', 'i7', 'x6', 'p2', 'c2']}
1769453149.1023011,SENT,52697a20-3cc4-4f41-a86d-ccce225434d4,02a9692e-3d6e-45fe-916c-3f8b1d648448,c3,c1,3392,?,p3,
1769453149.1036096,CREATED,d6d32bb5-4114-4410-adaf-eac7a8a15f22,95d6f6b8-cb56-4eb2-a171-ae7d9dd9c099,c3,c1,27,?,?,surb={'id': '24f18be3-1530-40c4-8cc1-c09eff4b87c8', 'route': ['p1', 'e4', 'i6', 'x10', 'p3', 'c3']}
1769453149.244866,RECEIVED,4ed578c8-c766-4cb4-b807-642caa9ff92f,e7102d2a-e3ca-4d14-ac51-ff4cd3be9ffe,c2,c3,27,p3,?,surb={'id': '7b55d282-3f05-46fb-95d0-3e116fee776d', 'route': ['p3', 'e10', 'i6', 'x1', 'p2', 'c2']}
1769453149.310524,RECEIVED,d5a0e3a9-3a9c-4013-ac01-8301d9da3a68,9e18ee81-d75e-4548-b10e-372f03533c76,c1,c3,27,p3,?,surb={'id': 'bdc7f1cf-ac5d-4c3b-9428-523c61668d73', 'route': ['p3', 'e9', 'i7', 'x7', 'p1', 'c1']}
1769453149.3194475,SENT,ccd7dfff-1972-46e1-9b85-b2890ca60f30,d24e2119-5370-42b9-99cb-15d33124d550,c3,c1,3400,?,p3,
1769453149.3195806,CREATED,9f97481f-e5e5-428a-892f-a2735615b3c3,95d6f6b8-cb56-4eb2-a171-ae7d9dd9c099,c3,c1,27,?,?,surb={'id': '24f18be3-1530-40c4-8cc1-c09eff4b87c8', 'route': ['p1', 'e4', 'i6', 'x10', 'p3', 'c3']}
1769453149.7011573,RECEIVED,15daa635-4a0f-4084-8a00-8921210649ed,6d55d36b-5645-4382-b5cd-a7dae4645299,c2,c3,27,p3,?,surb={'id': '040a2664-c39f-49a3-b9c3-060dcb4b4406', 'route': ['p3', 'e8', 'i2', 'x11', 'p2', 'c2']}
1769453149.9037216,RECEIVED,19cbbd0d-ceeb-4e07-b48a-8ae59d19e40a,3230dcff-3121-4f49-bfcf-6cf218c61759,c1,c3,27,p3,?,surb={'id': '9f0b2dce-2d2f-44b2-bca9-cdf5ae1c6a33', 'route': ['p3', 'e6', 'i10', 'x5', 'p1', 'c1']}
1769453150.0325742,RECEIVED,02c040dc-6108-4260-a84c-c60b627d1a93,3230dcff-3121-4f49-bfcf-6cf218c61759,c1,c3,27,p3,?,surb={'id': '9f0b2dce-2d2f-44b2-bca9-cdf5ae1c6a33', 'route': ['p3', 'e6', 'i10', 'x5', 'p1', 'c1']}
1769453150.0532284,SENT,4ddf7c79-3167-4a29-8f25-f9c92d9fc947,58660643-3683-4454-90e9-17da26113e1d,c3,c1,3376,?,p3,
1769453150.053378,CREATED,f8e9ba8b-e0ad-4d51-afc1-db8a11c7b8a7,18f523a5-894e-4292-9a3d-57cffc7abba8,c3,c1,27,?,?,surb={'id': '5d0ea8a4-f291-456b-99e8-101ae7d29ba7', 'route': ['p1', 'e4', 'i7', 'x7', 'p3', 'c3']}
1769453150.165909,SENT,3d1738bb-8a8f-4067-a864-3a4f069ad7b7,7f773744-459e-4c49-ae57-67188db09326,c3,c1,3379,?,p3,
1769453150.166018,CREATED,c43dd351-9b62-464f-bcca-6b78c9323538,18f523a5-894e-4292-9a3d-57cffc7abba8,c3,c1,27,?,?,surb={'id': '5d0ea8a4-f291-456b-99e8-101ae7d29ba7', 'route': ['p1', 'e4', 'i7', 'x7', 'p3', 'c3']}
1769453150.2776186,RECEIVED,9a8fb9aa-6a98-46c4-ba16-abc56d5a12da,cb7ed563-30d5-4e2a-982a-6efbd35ba24e,c2,c3,27,p3,?,surb={'id': '43b6f1a2-e2ec-454c-b058-0770f4965c4a', 'route': ['p3', 'e3', 'i1', 'x6', 'p2', 'c2']}
1769453150.4726846,SENT,a880a593-99a8-4a0e-b368-e621162f113a,9c8ae504-074a-4924-b4ee-1578d3e010c7,c3,c1,3375,?,p3,
1769453150.4728036,CREATED,1fdd0af5-8544-4153-936c-cd48f72ecd3f,ecf06ed6-46e0-4627-a457-e63766014687,c3,c1,27,?,?,surb={'id': 'e7524917-9e7a-4874-9b67-e6abfb4e127c', 'route': ['p1', 'e1', 'i7', 'x12', 'p3', 'c3']}
1769453150.5649526,SENT,b3f0c961-e6fa-495c-8b55-c95e678a68ed,e8409538-e4e8-4164-8310-78588eac67d3,c3,c1,3393,?,p3,
1769453150.5650792,CREATED,8e69dafa-fc13-4180-8562-00e6dcb800ef,ecf06ed6-46e0-4627-a457-e63766014687,c3,c1,27,?,?,surb={'id': 'e7524917-9e7a-4874-9b67-e6abfb4e127c', 'route': ['p1', 'e1', 'i7', 'x12', 'p3', 'c3']}
1769453150.5726967,RECEIVED,9b0d9e63-19cd-44ca-82c0-47479efcba34,bbe6661e-9920-4fb6-a8ff-6ee1f5e633e5,c1,c3,27,p3,?,surb={'id': 'cad4940a-3c37-498e-9c7e-056d243178df', 'route': ['p3', 'e5', 'i10', 'x9', 'p1', 'c1']}
1769453150.58323,RECEIVED,63885085-2192-448c-a162-87a6d575b542,5c9cab9c-0457-44ed-89fe-aa9ec95d927d,c2,c3,27,p3,?,surb={'id': '2d4fd927-d2d1-4e0b-bdd8-40d453d42084', 'route': ['p3', 'e12', 'i3', 'x5', 'p2', 'c2']}
1769453150.7043548,RECEIVED,a5df3916-b490-4526-a579-6fafe979cd85,5c9cab9c-0457-44ed-89fe-aa9ec95d927d,c2,c3,27,p3,?,surb={'id': '2d4fd927-d2d1-4e0b-bdd8-40d453d42084', 'route': ['p3', 'e12', 'i3', 'x5', 'p2', 'c2']}
1769453150.933935,RECEIVED,27ac100a-ee38-4d8c-841b-829b8fe585b6,72c83042-07b3-401e-ad4c-b3680aa5738e,c1,c3,27,p3,?,surb={'id': '7fd03fae-d8c4-4f76-80d3-fed334531746', 'route': ['p3', 'e8', 'i3', 'x1', 'p1', 'c1']}
1769453151.0395246,SENT,075c7c09-a03a-4431-8fb7-84a5ed048a8c,59fb73d0-0d35-43a4-b7ea-1ede27752a7e,c3,c1,3400,?,p3,
1769453151.0397525,CREATED,d4250175-30b2-40d6-a9a3-a4e69a91a26e,13df7915-fe0f-4c19-9cbf-246f7d13b262,c3,c1,27,?,?,surb={'id': '77cfd305-4fc3-49d0-b301-a5c1d38ac905', 'route': ['p1', 'e5', 'i11', 'x2', 'p3', 'c3']}
1769453151.1978076,RECEIVED,942742af-7137-4cb0-a4a3-93facea55351,72c83042-07b3-401e-ad4c-b3680aa5738e,c1,c3,27,p3,?,surb={'id': '7fd03fae-d8c4-4f76-80d3-fed334531746', 'route': ['p3', 'e8', 'i3', 'x1', 'p1', 'c1']}
