timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769741748.8216293,SENT,d3a8f162-6cde-42a6-b273-8c65b5cac35c,8418aabd-cf6b-4dd4-8a8a-52494bce095d,c1,DROP,2012,?,p1,
1769741748.8217554,CREATED,04da5b25-c5e4-4ce5-a90f-efb25218bf2b,7ea172be-46c4-4632-aa05-c7b1c13779b1,c1,DROP,27,?,?,
1769741749.8557415,SENT,19293c41-87ac-4903-bdd1-4f8da765ef8f,608df9c5-9f24-4067-884c-dfefeaa71418,c1,c2,3405,?,p1,
1769741749.8561485,CREATED,66a1df90-c847-45d4-a119-87f1a8e0861d,2c12d6ff-6074-456c-8fc7-3d80378f74b7,c1,c2,27,?,?,surb={'id': '5b3ff4ac-8319-40d7-91d2-a70061fa0e35', 'route': ['p2', 'e4', 'i7', 'x9', 'p1', 'c1']}
1769742016.0583837,RECEIVED,668c7aa9-3581-4a67-bfb9-057eee6db32a,091d6857-e675-446f-8b19-0f29ffcaf1b4,c3,c1,27,p1,?,surb={'id': 'dd7f8d68-b2a2-400c-897c-7c700951eab1', 'route': ['p1', 'e3', 'i1', 'x6', 'p3', 'c3']}
1769742016.0707939,SENT,706f4f89-ef2b-4def-906d-c2db121cb97e,5f1a0ebe-2d7e-439b-99da-5c94c198ccdc,c1,c2,3391,?,p1,
1769742016.0709043,CREATED,7cc5dafe-f048-4f76-881f-0244f3c1c41f,a9463332-ed7a-43bf-899b-dcf9f18984aa,c1,c2,27,?,?,surb={'id': '6d8479ff-b227-4953-a972-599d0e0b7eda', 'route': ['p2', 'e1', 'i2', 'x10', 'p1', 'c1']}
1769742016.0911949,SENT,4374eaec-7621-4a8c-98d4-b09c1db5dcd9,ce2fd64d-fbff-4325-9900-0bdcab2c540f,c1,c2,3376,?,p1,
1769742016.091262,CREATED,fd7d9fcd-332e-4d74-a7de-2ef4de18d6e4,638c9c4d-1bd7-49e1-bb6d-d46cbbb745bd,c1,c2,27,?,?,surb={'id': 'ecf6d90d-3135-4a2f-8e26-72a58cef18c9', 'route': ['p2', 'e5', 'i12', 'x2', 'p1', 'c1']}
1769742016.1569834,RECEIVED,c777aa5e-b164-4525-a3c2-8dbd9b89bea8,802c2de3-2ad7-40e2-896b-e1a1eb4c19e4,c3,c1,26,p1,?,surb={'id': '8339eb4c-435c-4995-8200-00d9cfac3383', 'route': ['p1', 'e2', 'i10', 'x2', 'p3', 'c3']}
1769742016.5332856,RECEIVED,c150b7c6-c0aa-4415-9c0c-89ffd943e3f4,244b9872-b3ed-486d-9fb2-44449d8f0682,c3,c1,27,p1,?,surb={'id': '8acd7642-beed-4885-95df-6d626186d3ac', 'route': ['p1', 'e10', 'i4', 'x6', 'p3', 'c3']}
1769742016.5950296,RECEIVED,46eb5753-62ff-4bb9-ae5a-708befc7c6ac,7be09546-6acc-44e0-a50c-238a40f25d0c,c5,c1,27,p1,?,surb={'id': 'a1f943db-11ce-4f02-9a8a-34138be4f6b6', 'route': ['p1', 'e11', 'i7', 'x12', 'p2', 'c5']}
1769742016.7323766,RECEIVED,a59edf2e-770a-40a7-a80f-9c145d04db60,59874a99-436f-4e8d-b9b0-5343dd1ff5f5,c3,c1,27,p1,?,surb={'id': 'a1908687-0970-46ce-982d-6d03373f9741', 'route': ['p1', 'e1', 'i7', 'x1', 'p3', 'c3']}
1769742016.7467608,RECEIVED,12788dfd-30fc-48b5-ba5c-a479d05dc1d5,5bfc4857-6f7a-44fd-b479-221069f53f52,c5,c1,26,p1,?,surb={'id': 'e1f0a195-9b8a-479d-ba4d-7b1908c21607', 'route': ['p1', 'e4', 'i11', 'x8', 'p2', 'c5']}
1769742016.777876,RECEIVED,44878696-aefd-4d51-8b78-b14108db125b,8bdbef73-ce02-46d5-8983-e27618d6ac54,c5,c1,26,p1,?,surb={'id': '89c3b914-c109-4fe6-b2c3-b1f7f12a477d', 'route': ['p1', 'e4', 'i9', 'x12', 'p2', 'c5']}
1769742016.8075879,SENT,272a4052-d068-4617-822c-7802e281b289,d3bf1004-b94e-4e71-bb58-bd607f09450d,c1,c2,3386,?,p1,
1769742016.807709,CREATED,105b213a-f3ac-425e-808a-df31255cdead,aed207e3-b670-4b16-904c-603fbd8e64a9,c1,c2,27,?,?,surb={'id': '76f04e86-76b4-44e8-81f5-aca35b373a88', 'route': ['p2', 'e1', 'i9', 'x3', 'p1', 'c1']}
1769742016.8408492,RECEIVED,7720d734-7e09-4d60-a2cb-8885ed1bf6c6,fc11a6b6-7ebb-4202-9973-cd980f094dfb,c3,c1,27,p1,?,surb={'id': '205e1073-e2a9-4b73-8552-48fdbabbe659', 'route': ['p1', 'e8', 'i10', 'x11', 'p3', 'c3']}
1769742016.8546581,RECEIVED,a63fde85-144f-4817-9e20-9d4e8d51a5ab,83dac076-f4ef-4cc4-9557-a110b6dcf67b,c3,c1,27,p1,?,surb={'id': 'b5c3575c-a407-4861-bf8d-f850eab7dc17', 'route': ['p1', 'e2', 'i7', 'x7', 'p3', 'c3']}
1769742016.9492211,RECEIVED,730884e0-4754-41e1-b42b-5bf30a27423f,c4ce7343-e2c3-49ce-8349-e72cd68282d5,c3,c1,27,p1,?,surb={'id': '5af11532-95d2-43c4-a5b9-6ecb2534914b', 'route': ['p1', 'e9', 'i11', 'x2', 'p3', 'c3']}
1769742017.205396,RECEIVED,74ee9f49-4ff5-4728-bffd-a791b98d1ad8,925c70c0-760b-44fb-8dff-78516ad6c376,c5,c1,27,p1,?,surb={'id': '67846c18-10ab-4c03-a995-d779ae51d633', 'route': ['p1', 'e8', 'i5', 'x7', 'p2', 'c5']}
1769742017.2187011,SENT,65414bc9-e3d3-40d6-8bb7-0d5c4629b221,b7f5949d-abc8-40fc-8bf6-9e137db3ddbe,c1,c2,3370,?,p1,
1769742017.218836,CREATED,03a3a0a5-0717-4eea-883a-635a9c9ccac7,0abf2e6b-7644-4dcf-839b-51c1958ac0f9,c1,c2,27,?,?,surb={'id': 'afbfb273-c6bf-421d-ae0b-78c216cc1212', 'route': ['p2', 'e6', 'i10', 'x3', 'p1', 'c1']}
1769742017.2225807,RECEIVED,01cab61d-50dd-4c97-8a0e-50f35e8dbd28,2bf9eab7-9f42-4447-ae04-eac8b4feb5b9,c3,c1,27,p1,?,surb={'id': '16e8577e-448b-4213-a918-f47e2a4a8c09', 'route': ['p1', 'e9', 'i3', 'x11', 'p3', 'c3']}
1769742017.4165068,SENT,0901b1c3-0821-4df5-ad7c-c3ba90990fe1,92298140-2584-492c-8376-a80c37b609f1,c1,c2,3383,?,p1,
1769742017.4166448,CREATED,31afde6f-8b51-4c41-b832-62d55172e834,798b3052-d87c-48c4-9d4e-c8b8dec50136,c1,c2,27,?,?,surb={'id': 'f5191917-d88f-4ad5-b896-71fee2bdac74', 'route': ['p2', 'e1', 'i10', 'x5', 'p1', 'c1']}
1769742017.5367613,RECEIVED,d5dda30e-af0f-450c-92d3-4db1547d7eee,374e5ba2-5612-4dc0-b307-4c59897a6230,c5,c1,27,p1,?,surb={'id': '4931ce54-3539-48c8-93d7-2ef32d58c252', 'route': ['p1', 'e10', 'i9', 'x4', 'p2', 'c5']}
1769742017.542384,SENT,96ad2a01-78f4-487e-9ff8-ac51e0da1f09,1c9bef9b-eb15-4ad3-8144-78a8c52245be,c1,c2,3380,?,p1,
1769742017.5425231,CREATED,1a2bebc2-65f5-4e48-9ce2-643a5b2de90d,e5e73c2c-9435-49ea-8584-212bbc208bb2,c1,c2,27,?,?,surb={'id': '532b33a6-3890-498b-8a47-e561201776b0', 'route': ['p2', 'e12', 'i3', 'x8', 'p1', 'c1']}
1769742017.6265225,SENT,e5753b30-4c78-4d02-ae67-498d63871b89,d35788bf-bb60-4f52-b7af-799fff2ebf83,c1,c2,3401,?,p1,
1769742017.6266577,CREATED,bc2cf0ac-f964-40c1-8842-97561e7d82d7,57d59c4e-ad96-4501-a7b0-6a35c08562bb,c1,c2,27,?,?,surb={'id': '4e1566a1-69b5-4118-b913-229d86840ed4', 'route': ['p2', 'e12', 'i6', 'x2', 'p1', 'c1']}
1769742017.6341128,RECEIVED,2b0bbb54-4222-4681-9241-ed8b591ad4f9,94dd88b5-55bf-449a-a521-a6651275f83b,c3,c1,27,p1,?,surb={'id': '19ab9b22-c781-406f-b99d-cd5e72a2e358', 'route': ['p1', 'e6', 'i2', 'x8', 'p3', 'c3']}
1769742017.697662,RECEIVED,3a588c7b-2340-41a0-a946-84adef581dc1,e61b837a-4f3c-4e85-ae1e-78d254788b01,c5,c1,27,p1,?,surb={'id': 'd43bded4-53d8-41ff-823e-7cfcf94da523', 'route': ['p1', 'e7', 'i1', 'x11', 'p2', 'c5']}
1769742017.885501,RECEIVED,7d5419c5-b013-46f2-8ca3-30f57f2b47c7,0d2cc4aa-c370-4eb7-bfc3-b060e6d78372,c5,c1,27,p1,?,surb={'id': '22567985-0a93-443d-9828-3c2b9ed96d2b', 'route': ['p1', 'e8', 'i7', 'x6', 'p2', 'c5']}
1769742017.9754872,RECEIVED,5cbfeff5-bfd4-4c16-9e73-1bebd783c714,1bcf9c97-c3a6-437b-8e2a-4dc6ac43a5a0,c5,c1,27,p1,?,surb={'id': 'a7d019da-9d04-472e-912a-dff77a6e342f', 'route': ['p1', 'e6', 'i4', 'x8', 'p2', 'c5']}
1769742018.0204854,SENT,71e73b14-b00a-4938-9d6b-f3f85298532d,85581e78-43f6-4632-b91a-186709b3bccd,c1,c2,3392,?,p1,
1769742018.0206358,CREATED,f048dd86-e6ec-4d67-a4c5-2a820c5b3b71,53473c76-560b-43c9-983e-3d77b08cee85,c1,c2,27,?,?,surb={'id': '524b6ee8-f242-4972-947f-de40105f8fd3', 'route': ['p2', 'e11', 'i2', 'x8', 'p1', 'c1']}
1769742018.2011938,RECEIVED,76472ca5-85e7-4ba1-a0fc-965d873b9ffd,0d85d561-762f-476b-b2dc-2cceb99c0d47,c3,c1,27,p1,?,surb={'id': 'ca406364-e857-4dad-8b2d-70a2dba719ef', 'route': ['p1', 'e5', 'i7', 'x7', 'p3', 'c3']}
1769742018.2041357,RECEIVED,ba93c417-eaff-4019-9d9e-8be5731ba03a,f76f72c6-150f-4eb6-a6d0-90e67f632ec1,c3,c1,26,p1,?,surb={'id': '40de2712-a79b-495b-a668-a1b446c85dde', 'route': ['p1', 'e11', 'i9', 'x5', 'p3', 'c3']}
1769742018.273443,RECEIVED,4ac10d19-e0fe-44e5-a2e2-d35946db1088,fbc79d09-ecc8-4c0f-bfce-4d2c63f37283,c3,c1,27,p1,?,surb={'id': 'a05e708e-128c-4022-b27b-e88a70974eeb', 'route': ['p1', 'e2', 'i2', 'x2', 'p3', 'c3']}
1769742018.3652225,RECEIVED,4b66d140-a123-400c-bd1d-c2e7722d5e9e,99df8c0e-7b3c-40a0-8e33-9af5f8736cfa,c3,c1,27,p1,?,surb={'id': 'a704513a-ea0b-488e-859f-44d40c1ebb82', 'route': ['p1', 'e3', 'i1', 'x9', 'p3', 'c3']}
1769742018.6597915,SENT,dbd754d8-eaf5-44c3-aea2-dbba55423110,c363ae42-42a9-4368-a599-44dcbbfe1aad,c1,c2,3387,?,p1,
1769742018.659894,CREATED,9b9c6d75-c32c-4caa-88d9-1521532df0d4,9dc03f67-d97b-4d32-a7e6-d6e64901f5d1,c1,c2,27,?,?,surb={'id': '95f46df3-18aa-4e38-a7b7-3c724ce14f7b', 'route': ['p2', 'e1', 'i12', 'x2', 'p1', 'c1']}
1769742018.8483636,RECEIVED,debcfaf3-eefd-4936-b30e-b1a40c3878bd,c685eef8-0447-4ee9-a8e7-4f173d9d17c1,c3,c1,26,p1,?,surb={'id': '3c4ad472-eea7-4a8f-b4bd-d0dcfdcb641a', 'route': ['p1', 'e10', 'i11', 'x3', 'p3', 'c3']}
1769742019.0420916,RECEIVED,b61f014a-20b9-4b55-a3db-73db3b643465,15454edd-2b6b-4fa4-b02c-9482b156030d,c5,c1,27,p1,?,surb={'id': 'bda19ad7-5c50-49fd-a614-7388210b28d9', 'route': ['p1', 'e3', 'i8', 'x11', 'p2', 'c5']}
1769742019.0883863,RECEIVED,7ac4f002-e1fe-4009-ad61-be0060d81540,5e7e7994-2c5a-41db-9bf9-f37434962c14,c3,c1,27,p1,?,surb={'id': '46f072e1-397c-4eaf-9422-24091b0b714b', 'route': ['p1', 'e9', 'i3', 'x11', 'p3', 'c3']}
1769742019.206063,RECEIVED,3abe1505-91b8-4d38-9958-cd9e32f8943c,82d9e3b9-9f4f-4514-b0da-a15e79ce6bb0,c3,c1,26,p1,?,surb={'id': 'ed517d26-0293-4197-85b8-3b0f4d32a28f', 'route': ['p1', 'e6', 'i4', 'x8', 'p3', 'c3']}
1769742019.2719934,RECEIVED,6f325824-eb74-4819-add7-e731a8b7124b,4aa6e0f9-6f86-4282-817d-76e61a4cf8e2,c3,c1,27,p1,?,surb={'id': '87636626-2c82-44d7-b966-01b0f86dff2f', 'route': ['p1', 'e5', 'i10', 'x10', 'p3', 'c3']}
1769742019.3333411,RECEIVED,6f2b1f62-890a-4a73-85db-a94b1d7c90a6,05c9179f-beea-4d23-b516-be8d10fc5347,c5,c1,27,p1,?,surb={'id': '0c545eac-0975-420e-93ee-abc122a794a4', 'route': ['p1', 'e9', 'i12', 'x6', 'p2', 'c5']}
1769742019.4059126,SENT,61379a4a-8972-4d78-b039-7a3c4bed4173,ae43add8-9ff2-4eeb-b4b0-e72b212496c2,c1,c2,3396,?,p1,
1769742019.406014,CREATED,0fbaae75-379a-4fc7-bcfd-8ddeb81d3e8c,8e0b8303-4c29-46e8-a32f-5c64b20ef985,c1,c2,27,?,?,surb={'id': '40c7ed9b-e6de-40c7-b259-a464e6c4ceea', 'route': ['p2', 'e8', 'i2', 'x10', 'p1', 'c1']}
1769742019.597096,SENT,fe44f07c-6e26-4fbe-8e44-0fd78649b113,e43c8e7c-76ef-4cbc-a39a-4795a1b0af19,c1,c2,3398,?,p1,
1769742019.5971975,CREATED,74a72830-8120-4fc5-85b7-6b7c511c580d,1ebeb72b-bc2a-451d-9bba-4a3d5ce25cbd,c1,c2,27,?,?,surb={'id': '0f2a8de1-43d6-4e01-a1ec-ad2231a6ffb2', 'route': ['p2', 'e11', 'i4', 'x7', 'p1', 'c1']}
1769742019.8381803,RECEIVED,aac85451-4477-4706-92ca-9d5d85ab9834,8063beb5-e8f3-4c6d-b4e7-b1958a5cf888,c3,c1,27,p1,?,surb={'id': '6245cf95-f051-47fe-a951-b4a4c57b0805', 'route': ['p1', 'e3', 'i5', 'x12', 'p3', 'c3']}
1769742020.0647974,RECEIVED,c281eeee-670c-4f79-83d8-0b85a7397295,33696879-b808-46ba-9547-1fb061dbbd74,c5,c1,27,p1,?,surb={'id': '0b743325-c67c-49dd-9c58-07a495a3d6d4', 'route': ['p1', 'e2', 'i10', 'x5', 'p2', 'c5']}
1769742020.399429,RECEIVED,0c530d25-1e49-4225-a508-b4b2ad0299c7,f635e889-5e63-4928-9908-4687be8689f3,c3,c1,26,p1,?,surb={'id': '841a047e-3e23-450a-ade5-106e7bae2ba9', 'route': ['p1', 'e3', 'i3', 'x6', 'p3', 'c3']}
1769742020.6610322,SENT,81edf4db-491e-46bd-983d-6b69687f2b68,4f1eb1fb-1d67-4993-8503-f57b05e50dbe,c1,c2,3376,?,p1,
1769742020.6612191,CREATED,536fdc8a-9567-4954-b94d-9e83ec053e82,fee394e0-9bc4-4a17-adec-f84f6560ebee,c1,c2,26,?,?,surb={'id': '92df2c49-0f4e-4b87-b215-0d36e5a11c14', 'route': ['p2', 'e5', 'i6', 'x6', 'p1', 'c1']}
1769742020.7797544,SENT,724b3bfa-12cf-4d95-932d-72a325fc985a,bb7d7afc-7f48-4588-8f09-e4298d95a89a,c1,c2,3364,?,p1,
1769742020.7798593,CREATED,9f8c6353-415a-443e-aa0c-e3971cbae539,cc52a7e5-6d16-4bc7-85be-ba8774bcfeab,c1,c2,26,?,?,surb={'id': '9c71b837-bf71-4cb5-b940-bf2344e29b65', 'route': ['p2', 'e9', 'i7', 'x8', 'p1', 'c1']}
1769742020.930312,RECEIVED,a623705f-42aa-416f-a25f-fb46ab6ca933,9fc53a15-231b-4ee6-bf64-f8e2c8334a7f,c5,c1,27,p1,?,surb={'id': 'f0b27b6e-6c1b-4194-ba1d-c81be0d34d30', 'route': ['p1', 'e8', 'i11', 'x10', 'p2', 'c5']}
1769742020.9582849,RECEIVED,5f111510-eb5e-4be9-b3d5-8241f33bab38,08401040-1a09-4af8-a235-395c496e9d55,c5,c1,27,p1,?,surb={'id': 'd699da7e-a21e-48cf-b87e-30acb2e739b3', 'route': ['p1', 'e9', 'i4', 'x3', 'p2', 'c5']}
1769742021.003784,RECEIVED,7ed376b1-f0b3-43c4-af81-676bf20f4270,87e22af5-43eb-4cd6-a48b-024bc93531f8,c3,c1,27,p1,?,surb={'id': '6ddd61ab-6dea-471a-80f9-971f09ff7869', 'route': ['p1', 'e11', 'i11', 'x1', 'p3', 'c3']}
1769742021.4670072,SENT,3c21ca51-d00e-4184-a732-7dbc2cf79f0b,cd40d3f7-826e-47dc-ac6f-17ccf91a5be7,c1,c2,3363,?,p1,
1769742021.4682746,CREATED,d803b0ae-fc2c-4128-b3a0-bfa924b0bd2b,d8a93090-9830-4222-9797-af7913c64d48,c1,c2,27,?,?,surb={'id': '8d410906-1bcd-40cf-b74a-816d4911b2ae', 'route': ['p2', 'e8', 'i3', 'x9', 'p1', 'c1']}
1769742021.6027126,RECEIVED,f3d1fc59-0f9a-4726-b939-cb0554bd6871,45297ee7-87ce-4262-97f6-2725654adeff,c5,c1,27,p1,?,surb={'id': '4deff16d-dba8-465c-b388-808af5a1f864', 'route': ['p1', 'e11', 'i7', 'x6', 'p2', 'c5']}
1769742021.6346498,RECEIVED,c4a03897-5afb-4fcf-8239-535fa26df084,e7d1fbad-ad20-482e-b355-b929cac00dcc,c3,c1,26,p1,?,surb={'id': 'b5e5c69c-79c1-45ae-9037-abe06a56487e', 'route': ['p1', 'e9', 'i9', 'x10', 'p3', 'c3']}
1769742021.6763241,SENT,a8514d71-442b-43f5-bcbe-6bc688915545,993b403c-066c-4ff4-bf50-f8c43e54af31,c1,c2,3358,?,p1,
1769742021.6764007,CREATED,89e5467e-b159-47f1-9eb3-80162c028ec8,3ab14e56-3305-4ddb-9c62-d55828ad0669,c1,c2,27,?,?,surb={'id': '714c5aa3-1057-4a29-bb14-278b54d8ab4d', 'route': ['p2', 'e3', 'i11', 'x1', 'p1', 'c1']}
1769742021.786253,RECEIVED,82ed4320-08da-4f48-aa63-22f015dc83aa,2e55d15c-dcca-402f-be5b-c06d6f8eaf09,c5,c1,27,p1,?,surb={'id': '2ebd0b50-1b9a-4ce0-b6f4-5a6cad3bcd67', 'route': ['p1', 'e4', 'i5', 'x9', 'p2', 'c5']}
1769742021.9721544,RECEIVED,deaf4b95-c034-4e9d-a0c4-7b2ec871534e,a975256f-8618-4b26-924f-991f679c507b,c5,c1,27,p1,?,surb={'id': '674b6393-b4d8-41fc-a499-76b4ffaeefb9', 'route': ['p1', 'e11', 'i1', 'x3', 'p2', 'c5']}
1769742021.9747846,RECEIVED,5fe00bd0-dbbc-442d-a0db-3aecff4ac43b,375c8df7-ff37-4005-b894-600b9da6bc9f,c3,c1,27,p1,?,surb={'id': 'f8873683-703d-416c-8ebc-4e8567dbbdea', 'route': ['p1', 'e6', 'i1', 'x12', 'p3', 'c3']}
1769742022.0098653,RECEIVED,3f901986-3173-4d98-aba6-f2ff60553d4d,663f1af8-9ef6-4a0b-b8dd-a1bec02ba3c3,c3,c1,26,p1,?,surb={'id': '5f822766-0919-4989-897d-fb122ddcbdd4', 'route': ['p1', 'e8', 'i9', 'x5', 'p3', 'c3']}
1769742022.0886335,RECEIVED,af8b4978-74ef-4d0c-be4f-5432bf652e66,56db4987-dddf-4cb1-89b4-ae53a57dc810,c3,c1,27,p1,?,surb={'id': '3ab132f8-adae-4804-812c-f5e90c706b40', 'route': ['p1', 'e6', 'i10', 'x12', 'p3', 'c3']}
1769742022.127958,SENT,570241db-4321-4347-bdaa-02002e36d576,42f0ce7f-30cf-474c-9a5a-19d7e8c05973,c1,c2,3388,?,p1,
1769742022.1281033,CREATED,53358374-fd76-4f66-8d39-93c25422b1b7,e65c5746-8909-499d-9d44-1d0be7282f15,c1,c2,27,?,?,surb={'id': 'af2131fc-ed76-4fa9-ba64-db16149815fb', 'route': ['p2', 'e10', 'i6', 'x5', 'p1', 'c1']}
1769742022.277347,RECEIVED,e15a2adc-a51c-49ed-b9af-195586817134,7ffb7a27-be52-4bdc-904a-de7d3b9b4367,c3,c1,27,p1,?,surb={'id': 'e0779599-577f-4724-a8b5-5e10640d988b', 'route': ['p1', 'e7', 'i9', 'x4', 'p3', 'c3']}
1769742022.2833211,RECEIVED,49b4011d-4e95-4b55-9fd4-08bbfbb9b2cd,64cd578b-03f2-468d-9bef-c4d752452344,c3,c1,27,p1,?,surb={'id': '8df0bb4e-a1f4-457b-9095-688f13c61e74', 'route': ['p1', 'e12', 'i7', 'x1', 'p3', 'c3']}
1769742022.3598502,RECEIVED,71725131-8e9b-42d3-99ec-881b046a0e96,4014104a-a485-4b10-9122-61a8d809f853,c5,c1,27,p1,?,surb={'id': '75ac5203-2b8b-4e5c-88c3-4d6db9190c3d', 'route': ['p1', 'e9', 'i12', 'x2', 'p2', 'c5']}
1769742022.3775496,SENT,21442f6b-9618-4011-8527-496d3131738d,78d5eb8a-51c1-418d-91e2-adf90891c050,c1,c2,3408,?,p1,
1769742022.3776693,CREATED,8b50626f-d630-48aa-a196-5a0394135dfc,9a8604b2-0c62-451d-86ab-c9b3735985cd,c1,c2,27,?,?,surb={'id': 'ab2575dc-9c3e-479c-9db2-5b3a4dd10cb8', 'route': ['p2', 'e12', 'i11', 'x8', 'p1', 'c1']}
1769742022.4625194,SENT,f075f33e-02f9-4733-9ec4-2e4590d5aefe,2ef8025d-95a4-48f0-8cea-90d7747e8e61,c1,c2,3374,?,p1,
1769742022.4626565,CREATED,41c39fd6-4fe1-4a62-a0c3-c81a8a1af99c,d74c625e-5618-4cf1-ab84-66f6f5a261e8,c1,c2,27,?,?,surb={'id': '592d8bc4-88fd-46fc-8f03-cd8b97d5a595', 'route': ['p2', 'e6', 'i11', 'x5', 'p1', 'c1']}
1769742022.4716284,RECEIVED,2ed58dcc-784f-428d-9b74-a11917d1d882,f2281266-f488-42e2-90ae-bc6876917de2,c3,c1,27,p1,?,surb={'id': '120d9ea4-7967-4317-b078-47940d30b72d', 'route': ['p1', 'e10', 'i1', 'x8', 'p3', 'c3']}
1769742022.6559603,RECEIVED,1908f5ce-cec4-46f3-a1b6-5d92a7ccf184,8625f58c-30ba-4588-8778-f3048cb33ed9,c3,c1,25,p1,?,surb={'id': '2cf68b3b-4426-4f83-a7b1-dc2b07591c13', 'route': ['p1', 'e1', 'i1', 'x12', 'p3', 'c3']}
1769742022.7244947,RECEIVED,307c221f-0400-43fd-825e-71f3ddec8786,112d1fbe-6803-46bb-a6a2-0ffa806f07c0,c5,c1,27,p1,?,surb={'id': 'b8823b59-9bbe-47ab-9e71-3f8042774028', 'route': ['p1', 'e5', 'i8', 'x3', 'p2', 'c5']}
1769742022.7492807,RECEIVED,ea436ded-01cf-4748-b3e0-8b00f8353275,04f0df93-824f-4298-a60d-ff80df9133ff,c5,c1,26,p1,?,surb={'id': '794ca656-d8ae-4a48-8c44-ffd5a96fa745', 'route': ['p1', 'e8', 'i3', 'x2', 'p2', 'c5']}
1769742023.004536,SENT,3d799a2b-2308-4938-8009-6c9e9c65d76b,979802e5-90c5-4e39-ad9f-f57286ccd7dd,c1,c2,3393,?,p1,
1769742023.004592,CREATED,8c003def-1556-4d95-9b15-4070fded6a41,f7ba8dbc-2f6f-4b79-a74f-a444a708aea9,c1,c2,27,?,?,surb={'id': '56d3de0c-7cfb-4460-9121-8e54bd947f1a', 'route': ['p2', 'e2', 'i2', 'x10', 'p1', 'c1']}
1769742023.0222251,RECEIVED,cdc828ac-e44c-4ed2-a09f-1075e81b67c1,2f318b41-40af-4f5f-8dd7-c4539b137b36,c5,c1,27,p1,?,surb={'id': 'a868859d-520e-4167-9ae3-b592bf434589', 'route': ['p1', 'e5', 'i3', 'x6', 'p2', 'c5']}
1769742023.0742412,SENT,e864f8a1-1c57-482b-9b76-71c7a07ee951,4e1df955-e818-45f5-bed5-5262184e95e9,c1,c2,3403,?,p1,
1769742023.0743062,CREATED,8be9d46e-f1cc-4c87-9948-a886b47fc674,045e09e3-2a73-4f1d-8fe1-b50121498736,c1,c2,27,?,?,surb={'id': 'ec641a70-6e82-45ec-8609-ab059819b70b', 'route': ['p2', 'e5', 'i6', 'x2', 'p1', 'c1']}
1769742023.2967489,RECEIVED,eb027754-fbeb-4058-a1bd-c03eb3a12bb9,4079cf24-6fba-4c84-88db-da28739b31d5,c5,c1,27,p1,?,surb={'id': 'bcdc560f-fd75-44ee-a744-cc76cfad94ba', 'route': ['p1', 'e3', 'i8', 'x1', 'p2', 'c5']}
1769742023.4949706,RECEIVED,a34112eb-a5c7-41ad-8ee0-abbb0b3e1195,d754f606-e25f-43d7-98c7-03a196aebcfe,c3,c1,27,p1,?,surb={'id': '51329139-c222-4d81-96b7-26e2fbdcc55f', 'route': ['p1', 'e7', 'i11', 'x4', 'p3', 'c3']}
1769742023.818811,RECEIVED,f5e14d95-a63b-4418-be68-7829a1a975a6,60b2ba5b-3771-4258-9e88-f67df12053e0,c3,c1,27,p1,?,surb={'id': '015217b7-678f-4577-a522-635837ad16d9', 'route': ['p1', 'e1', 'i5', 'x5', 'p3', 'c3']}
1769742024.1325197,RECEIVED,45bd9cd5-ddec-4fff-8de8-22e105d776b7,42d9f714-5110-4668-8050-2745f8fff6ed,c5,c1,27,p1,?,surb={'id': 'e1d605cb-eb3e-4d83-ba86-7d737d895f4f', 'route': ['p1', 'e2', 'i12', 'x5', 'p2', 'c5']}
1769742024.2101452,SENT,639f0f38-0d79-4abe-8a1c-aeaaee87845b,5ec77de7-7878-47d3-a167-21a12686a542,c1,c2,3383,?,p1,
1769742024.210235,CREATED,1254f5d8-e6eb-4296-a616-3eb1d106f84b,b32fe71f-8bd0-4f2e-870c-de9815bc5767,c1,c2,26,?,?,surb={'id': 'b3d1e305-670d-4d01-ae8b-0f306911e623', 'route': ['p2', 'e8', 'i12', 'x4', 'p1', 'c1']}
1769742024.2954524,RECEIVED,743f6ffe-fb2f-4762-aaab-2deb984bb855,a5a1eecd-0f36-491f-ac55-7f5dce7ab052,c5,c1,27,p1,?,surb={'id': '1c3066ce-731e-4163-ad16-0ec417a409b9', 'route': ['p1', 'e6', 'i7', 'x10', 'p2', 'c5']}
1769742024.3676488,SENT,a101d155-87a6-41a5-a234-57b8507d02e8,df637eb7-10b9-41c2-9a27-d8091326f685,c1,c2,3379,?,p1,
1769742024.367741,CREATED,c085c6bf-a25b-4b8a-87d7-a55ba516923a,34e7b9e4-13b8-464b-8914-09e5e0e1dc57,c1,c2,27,?,?,surb={'id': '3118cf83-6da6-4acb-8731-60753f950605', 'route': ['p2', 'e8', 'i4', 'x4', 'p1', 'c1']}
1769742024.4664128,SENT,26654489-5d82-498f-81f6-7b7e8043a6bf,73b05bee-d826-46a6-9f0c-9e89b7e6537c,c1,c2,3360,?,p1,
1769742024.4665058,CREATED,18dd0514-b360-4473-b5bc-2cf5d8be7fd1,b7d2b32f-de06-4894-971b-4c6a1660ab0e,c1,c2,27,?,?,surb={'id': '799f34fc-cf91-466c-8acd-64434e8f0036', 'route': ['p2', 'e9', 'i11', 'x9', 'p1', 'c1']}
