timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769445730.1195006,SENT,63f5f896-e553-4965-9233-7ff8983d7ba8,139eaa89-14a5-416c-bf38-35dfec89dba9,c1,c3,3396,?,p1,
1769445730.1201022,CREATED,3c5290d9-9613-40d5-87a5-042be43a9b74,6c09ae5f-a499-450e-9d48-434370da7c36,c1,c3,27,?,?,surb={'id': 'c165db0f-618f-414f-8757-a77626cc23ae', 'route': ['p3', 'e4', 'i12', 'x10', 'p1', 'c1']}
1769446164.9668546,CREATED,bf1551c7-11be-4686-ab3e-543f7d35b723,fbc91919-0225-4c15-ab9f-957cb829e3b3,c1,c3,27,?,?,surb={'id': 'd7133115-4ccb-4f11-b41f-7780ca430e91', 'route': ['p3', 'e7', 'i4', 'x12', 'p1', 'c1']}
1769446164.9970398,RECEIVED,362ce5c4-801e-4ecc-946e-101408701a44,84a5c367-37dd-4ef5-976b-785f06a7ccf7,c4,c1,25,p1,?,surb={'id': '4d19a08d-22bf-42f1-befa-4ff024f83bad', 'route': ['p1', 'e6', 'i4', 'x1', 'p1', 'c4']}
1769446165.0145435,RECEIVED,7bef53f9-2cd4-48d1-b88d-df3e4d172265,22643037-2966-4263-8f53-a5bf095bd6a8,c4,c1,27,p1,?,surb={'id': 'f89a8757-52eb-4af0-a13d-d5c3075e03ed', 'route': ['p1', 'e8', 'i8', 'x9', 'p1', 'c4']}
1769446165.163767,SENT,bfab21d2-6499-4105-8899-716d57c4f5f1,140b97e4-2c12-4d47-8fb2-edba128c93d8,c1,c3,3379,?,p1,
1769446165.1639163,CREATED,a914cc34-d390-4c0c-9d11-db4ad8ea04a1,b946da24-b270-48f6-80c3-f2c8a719fe55,c1,c3,27,?,?,surb={'id': 'd607f43e-89fa-4172-9654-24863bb53a42', 'route': ['p3', 'e7', 'i3', 'x8', 'p1', 'c1']}
1769446165.1884367,RECEIVED,560745c6-0a4a-49b6-b027-c4f9125edb43,e740f9d7-c479-4854-b9b2-c4ea0d394fab,c5,c1,27,p1,?,surb={'id': 'f895745d-6719-4a48-913f-c63fdb2ac54c', 'route': ['p1', 'e7', 'i5', 'x6', 'p2', 'c5']}
1769446165.6725068,SENT,0263cec1-bc39-4f08-be4f-ff94de2c4846,52403beb-a74f-45c7-8163-2dd92c76f361,c1,c3,3364,?,p1,
1769446165.672659,CREATED,e619946d-aead-45e3-951a-4faba7fe4f21,b946da24-b270-48f6-80c3-f2c8a719fe55,c1,c3,27,?,?,surb={'id': 'd607f43e-89fa-4172-9654-24863bb53a42', 'route': ['p3', 'e7', 'i3', 'x8', 'p1', 'c1']}
1769446165.7839618,SENT,efd9cf79-6b96-45ab-b151-0a59155ecff3,616490ee-6447-41db-b86e-eaddcf2e76de,c1,c3,3369,?,p1,
1769446165.7841582,CREATED,02de1ab8-e417-4ada-baf6-ee5ae4484a9f,6947bc74-ccbb-4ce1-b3f8-564181c134ff,c1,c3,27,?,?,surb={'id': 'bac7ebad-890d-4cfe-9669-cf83e7ad9941', 'route': ['p3', 'e6', 'i11', 'x6', 'p1', 'c1']}
1769446165.8241746,SENT,928cb35d-99bb-4b42-9b70-e85eba250526,4243943e-0e5b-4d77-8179-2fead9777fe9,c1,c3,3395,?,p1,
1769446165.8243334,CREATED,9a453dbf-4673-4142-99a5-9adf3e9ab2e8,6947bc74-ccbb-4ce1-b3f8-564181c134ff,c1,c3,27,?,?,surb={'id': 'bac7ebad-890d-4cfe-9669-cf83e7ad9941', 'route': ['p3', 'e6', 'i11', 'x6', 'p1', 'c1']}
1769446165.9643836,SENT,32554e2b-2ca6-4ac9-b440-56a1b8dd793d,0d2936a1-c6c9-4252-aa78-98d70ae4435e,c1,c3,3399,?,p1,
1769446165.9645338,CREATED,aa2bd7a3-a24d-4102-bc60-206377e7cca5,021d8d44-5b4a-4674-a8b6-f2b0d21d4dbf,c1,c3,27,?,?,surb={'id': 'b1000fd5-6a61-4673-ba07-9f7431c56697', 'route': ['p3', 'e3', 'i3', 'x10', 'p1', 'c1']}
1769446165.984714,SENT,2de0a602-9727-4a3a-b941-87be7db29b80,c569b5ae-c363-4e55-9523-687bd039a49e,c1,c3,3404,?,p1,
1769446165.9848628,CREATED,8aaa4980-62dd-44d6-9064-e9083d06c503,021d8d44-5b4a-4674-a8b6-f2b0d21d4dbf,c1,c3,27,?,?,surb={'id': 'b1000fd5-6a61-4673-ba07-9f7431c56697', 'route': ['p3', 'e3', 'i3', 'x10', 'p1', 'c1']}
1769446166.0562282,RECEIVED,034e5100-7923-48c0-86a2-960b0bcb20e2,9ac5b25a-9426-415b-9c6c-1810608366da,c3,c1,27,p1,?,surb={'id': '8e0e98ae-f324-45aa-9fbe-382595b1e85b', 'route': ['p1', 'e8', 'i2', 'x5', 'p3', 'c3']}
1769446166.3847175,RECEIVED,d34c1c75-8aac-4a54-85a6-a2e5d1a930fa,1050f158-9b6b-4aa2-a1da-5d7a1b8df4d3,c3,c1,26,p1,?,surb={'id': '3495f653-5e25-49f3-89f8-d8a6cb34e24a', 'route': ['p1', 'e1', 'i3', 'x6', 'p3', 'c3']}
1769446166.420901,SENT,be1e0964-f804-4c59-aaa1-d04b722102e5,0c40473d-7dd6-4a2c-b0fa-71ad29975158,c1,c3,3384,?,p1,
1769446166.4210722,CREATED,f0d26a8e-e699-4c0e-ac0a-19f585a9f21f,9fc846d7-48a0-41fc-b242-bb67db36813d,c1,c3,26,?,?,surb={'id': '2c1c162b-1562-4364-8f21-981f8c75a0ee', 'route': ['p3', 'e6', 'i10', 'x12', 'p1', 'c1']}
1769446166.4861417,SENT,f271e8c0-fecb-40d9-ab5e-3910aa501659,b77aaebc-d4f0-491f-b184-a07446ee8609,c1,c3,3380,?,p1,
1769446166.486295,CREATED,1134606a-0ff6-4d0b-b2e6-506439f97500,9fc846d7-48a0-41fc-b242-bb67db36813d,c1,c3,26,?,?,surb={'id': '2c1c162b-1562-4364-8f21-981f8c75a0ee', 'route': ['p3', 'e6', 'i10', 'x12', 'p1', 'c1']}
1769446166.6970966,SENT,befc6f58-5eac-4fc9-a2ea-08175acec88a,a1b88f43-8243-4347-9d9b-e9c1e444eb97,c1,c3,3397,?,p1,
1769446166.6972938,CREATED,1d293e0a-8ba1-4caa-ae68-69d1f0afad21,66c180ae-43b3-415c-a53d-3b2d740249d8,c1,c3,27,?,?,surb={'id': '0f5e37bd-be2d-430e-8db0-50f2a186916b', 'route': ['p3', 'e9', 'i3', 'x10', 'p1', 'c1']}
1769446166.7859232,RECEIVED,09659a6f-923b-4e39-8900-9c32780e1a95,2858adf3-4207-4451-b771-d8bf9e85eec3,c5,c1,27,p1,?,surb={'id': '3e1ed671-c518-4bf1-a835-1a45c5341839', 'route': ['p1', 'e10', 'i6', 'x12', 'p2', 'c5']}
1769446166.9769785,RECEIVED,45eb9cbd-31ba-43f7-8f7a-0ae00e331731,1faab2f9-1693-40a8-8576-30ab846e722b,c5,c1,27,p1,?,surb={'id': '37eb1813-646a-40f1-a64c-dc9a41253489', 'route': ['p1', 'e12', 'i2', 'x10', 'p2', 'c5']}
1769446167.0380082,SENT,83ec48f3-6736-4a70-b54e-7b13e0011fc4,83f63e63-91fe-420f-81ae-5eff0e492646,c1,c3,3400,?,p1,
1769446167.0382,CREATED,d5103ac9-6ed4-4ffe-b44e-24a0a7f039e6,66c180ae-43b3-415c-a53d-3b2d740249d8,c1,c3,27,?,?,surb={'id': '0f5e37bd-be2d-430e-8db0-50f2a186916b', 'route': ['p3', 'e9', 'i3', 'x10', 'p1', 'c1']}
1769446167.061878,RECEIVED,50511a82-7599-42b4-837a-ff061d9eefa1,d6498e65-58f1-449a-ac68-4ce1198e10ab,c3,c1,26,p1,?,surb={'id': '94bde773-a280-4966-b7d2-e3a7c6764ad7', 'route': ['p1', 'e2', 'i2', 'x5', 'p3', 'c3']}
1769446167.231984,SENT,90c6253f-a77f-451c-b6a8-d16020a6e1e2,38798727-9cf9-44e4-8d60-64ed78802d56,c1,c3,3388,?,p1,
1769446167.2323925,CREATED,8b96b3db-cb38-49d9-99ea-3ff6f5eb11f0,a6360c12-01f1-467d-993e-c43f1dae8079,c1,c3,26,?,?,surb={'id': 'fea05437-c75f-40cc-a96d-a52b31a74c69', 'route': ['p3', 'e7', 'i6', 'x7', 'p1', 'c1']}
1769446167.4638014,SENT,8e680091-c1ca-4975-aeda-cd0830a273d8,48f5f263-2c19-4926-850d-5a065d538887,c1,c3,3384,?,p1,
1769446167.4639537,CREATED,8a1c8b27-1ce4-4b02-b188-e37c0a00cce5,a6360c12-01f1-467d-993e-c43f1dae8079,c1,c3,26,?,?,surb={'id': 'fea05437-c75f-40cc-a96d-a52b31a74c69', 'route': ['p3', 'e7', 'i6', 'x7', 'p1', 'c1']}
1769446167.7667327,SENT,0c29b6bd-ec4a-4741-8c57-272af350fe3b,7f68aefc-1c4a-4560-8a11-e1635cac9792,c1,c3,3375,?,p1,
1769446167.7668767,CREATED,2fcfc092-fe8d-43f8-9374-19f8654593d9,3c00932d-526b-43aa-a9b6-eb52729e627d,c1,c3,27,?,?,surb={'id': '97731402-2827-4841-adcf-a18574d75ffd', 'route': ['p3', 'e2', 'i7', 'x6', 'p1', 'c1']}
1769446167.8404653,RECEIVED,6b268961-dbd1-4c4e-a3db-a975668639f4,7b89ec79-3513-4766-b33f-12388706d095,c3,c1,27,p1,?,surb={'id': 'eb7cffd8-add8-46a9-945e-85bea77d5d5c', 'route': ['p1', 'e11', 'i8', 'x4', 'p3', 'c3']}
1769446167.8805814,SENT,bd1abfb9-1446-4a76-9e83-83866f2caf1f,870c7ea8-3818-4e7b-870c-1b48c92650c3,c1,c3,3375,?,p1,
1769446167.8807344,CREATED,c917f4e6-ea4b-4b07-83dc-18c995d87968,3c00932d-526b-43aa-a9b6-eb52729e627d,c1,c3,27,?,?,surb={'id': '97731402-2827-4841-adcf-a18574d75ffd', 'route': ['p3', 'e2', 'i7', 'x6', 'p1', 'c1']}
1769446167.939482,RECEIVED,559d2fc1-5c5f-4cb7-a487-8e605170f133,d6498e65-58f1-449a-ac68-4ce1198e10ab,c3,c1,26,p1,?,surb={'id': '94bde773-a280-4966-b7d2-e3a7c6764ad7', 'route': ['p1', 'e2', 'i2', 'x5', 'p3', 'c3']}
1769446168.100004,RECEIVED,e764d483-b4bb-4b0e-999a-cc877788f81f,74f29f06-62f0-4491-82b7-ab4a7cc58736,c3,c1,27,p1,?,surb={'id': '30b2b6ae-cc08-4452-bb8a-565910189984', 'route': ['p1', 'e9', 'i10', 'x3', 'p3', 'c3']}
1769446168.2457507,RECEIVED,63db3ddc-2b5b-4603-8d21-b5e76610b767,a77a4bea-b11f-4029-a5f6-25f1afa3e5b3,c4,c1,27,p1,?,surb={'id': 'f373e555-103b-44e0-ae4d-15cfde0b4aba', 'route': ['p1', 'e8', 'i8', 'x8', 'p1', 'c4']}
1769446168.2595341,RECEIVED,9a6669f9-de12-450e-be6b-8b80bde6c1f6,2c5edd88-065e-4318-a49f-a84cee2983bb,c5,c1,26,p1,?,surb={'id': '86ef89a2-3a96-4e51-bf60-f4b603a78733', 'route': ['p1', 'e4', 'i11', 'x3', 'p2', 'c5']}
1769446168.4732094,RECEIVED,741f492c-2e72-4353-91b4-0792045b0d8c,9d922991-0082-4cba-ba95-49f7673f0cd2,c5,c1,27,p1,?,surb={'id': '81719925-c2f1-4427-8f69-fefadf197020', 'route': ['p1', 'e9', 'i2', 'x11', 'p2', 'c5']}
1769446168.5306575,SENT,9c7a4054-b725-4b45-93d4-12ff8f3f188f,919125bb-8123-430c-8a73-a8107153225f,c1,c3,3387,?,p1,
1769446168.5308344,CREATED,8c0d49e5-726e-4852-9292-50cc02c5d6ed,16e15275-0cde-4287-a4cb-0af3a843d839,c1,c3,26,?,?,surb={'id': '9a827108-b087-48b6-8493-125e7d084822', 'route': ['p3', 'e7', 'i2', 'x3', 'p1', 'c1']}
1769446168.6310446,RECEIVED,6487b15d-39da-499d-bc5f-4bddcc412cb1,12e7d756-41cf-45f5-88f4-5728e3335fe5,c5,c1,27,p1,?,surb={'id': '2c864c61-8425-4844-993f-2622424a98f3', 'route': ['p1', 'e9', 'i11', 'x11', 'p2', 'c5']}
1769446168.7525165,SENT,e760c79e-f882-412e-a730-dc8709d3890c,164812ca-8cc5-4470-ab5a-e71af23b06f5,c1,c3,3376,?,p1,
1769446168.7526677,CREATED,ce4123e9-be99-4627-b21d-7d891c2eca63,16e15275-0cde-4287-a4cb-0af3a843d839,c1,c3,26,?,?,surb={'id': '9a827108-b087-48b6-8493-125e7d084822', 'route': ['p3', 'e7', 'i2', 'x3', 'p1', 'c1']}
1769446168.8113008,RECEIVED,200eb7f5-6999-42fd-acae-6e25591a41e3,1ceba8bf-837e-4db6-92ad-c53ca1385e99,c4,c1,27,p1,?,surb={'id': 'b13dbe99-0bbc-4159-9f49-78c484d0bfe9', 'route': ['p1', 'e8', 'i8', 'x9', 'p1', 'c4']}
1769446169.0159621,RECEIVED,79edbee1-dc3b-4028-a745-2b785fb7f77d,5a8d955d-1da2-40ee-b0f3-b0650065e35a,c5,c1,27,p1,?,surb={'id': 'b367ffb5-786c-4164-ae1d-af1cf963680b', 'route': ['p1', 'e5', 'i5', 'x4', 'p2', 'c5']}
1769446169.0856123,RECEIVED,63143067-9fb9-46a5-9e69-d5e901832532,1b99b965-251d-45d1-bf1a-a9473c766d05,c3,c1,27,p1,?,surb={'id': '7a520860-3658-4664-984e-17505c2bf899', 'route': ['p1', 'e5', 'i1', 'x2', 'p3', 'c3']}
1769446169.0898101,SENT,961badcc-dab7-456e-8ab0-4bf2af799225,013ff52a-6083-426d-904d-b4384a9f0632,c1,c3,3393,?,p1,
1769446169.0899518,CREATED,e8b1a461-581d-4df5-8899-84cb4894b2f5,f561765e-e6a7-4df1-bab7-6ef5b9eb4310,c1,c3,27,?,?,surb={'id': 'c557e537-fe8c-4e8f-9a9c-a88e2b38a7c8', 'route': ['p3', 'e5', 'i4', 'x8', 'p1', 'c1']}
1769446169.1086235,RECEIVED,0ba9b862-13a6-4ba4-bf34-49bb07994992,301812a7-b661-43c2-bb08-d40003703f8f,c3,c1,26,p1,?,surb={'id': '8bc7a17e-1493-4ef5-a4ca-a2b1cc0aa7e7', 'route': ['p1', 'e10', 'i7', 'x8', 'p3', 'c3']}
1769446169.1952384,RECEIVED,8bac6d52-d6b6-4742-9bcb-edf99967387c,74f29f06-62f0-4491-82b7-ab4a7cc58736,c3,c1,27,p1,?,surb={'id': '30b2b6ae-cc08-4452-bb8a-565910189984', 'route': ['p1', 'e9', 'i10', 'x3', 'p3', 'c3']}
1769446169.4503884,RECEIVED,12ab1a38-7c18-46bb-ac20-99f9c7b8a148,22a85cbf-2d3c-4bd0-86f0-ad39c27e42ee,c4,c1,27,p1,?,surb={'id': 'cd04db64-0099-415e-94fc-d7fb122fefb3', 'route': ['p1', 'e3', 'i11', 'x12', 'p1', 'c4']}
1769446169.8558183,RECEIVED,5f4e6671-c5e0-490f-b16b-bb6e66658dae,c13685b8-f386-4899-8759-d7d7c492b17f,c5,c1,27,p1,?,surb={'id': '330b2c48-92d6-4114-b6e8-b373b3ff7afc', 'route': ['p1', 'e5', 'i5', 'x5', 'p2', 'c5']}
1769446169.9592772,RECEIVED,18a4f8e0-4540-4033-a4c9-714105f8e547,70b7d9cb-e6ec-401b-a67b-b10c122fe4b6,c4,c1,27,p1,?,surb={'id': '19c6c242-8bdd-414a-b5ea-4a03e21b1647', 'route': ['p1', 'e9', 'i12', 'x7', 'p1', 'c4']}
1769446170.0387135,RECEIVED,7ccd898b-04d1-4bb7-8efa-73319959748f,9de71724-5140-4c19-93fa-08c66bc08268,c5,c1,27,p1,?,surb={'id': '0b36a5c7-b473-4351-aed2-ebcd58985dd0', 'route': ['p1', 'e5', 'i1', 'x8', 'p2', 'c5']}
1769446170.0397558,SENT,f91391bb-e35a-4c7f-ab7e-731df89f134a,15c8b67f-2256-4bbc-a8a8-40ebd0ba96e9,c1,c3,3360,?,p1,
1769446170.0398917,CREATED,d331533d-09ee-4cd2-ba51-3a6667e514a9,f561765e-e6a7-4df1-bab7-6ef5b9eb4310,c1,c3,27,?,?,surb={'id': 'c557e537-fe8c-4e8f-9a9c-a88e2b38a7c8', 'route': ['p3', 'e5', 'i4', 'x8', 'p1', 'c1']}
1769446170.380472,RECEIVED,1b9a2da6-99d8-48f1-99ed-62b82aefd0b5,46af0612-48af-4c36-9431-c0ec1ae1abae,c3,c1,27,p1,?,surb={'id': '64cec9e9-9e0a-461c-a548-fc2c5ac8b190', 'route': ['p1', 'e6', 'i6', 'x7', 'p3', 'c3']}
1769446170.4857738,RECEIVED,426fbd97-fffc-4270-a2f6-0a362aa7f861,70b7d9cb-e6ec-401b-a67b-b10c122fe4b6,c4,c1,27,p1,?,surb={'id': '19c6c242-8bdd-414a-b5ea-4a03e21b1647', 'route': ['p1', 'e9', 'i12', 'x7', 'p1', 'c4']}
1769446170.5183537,SENT,845f23de-2482-40ac-adcd-45fa02f69256,45239c06-55d6-4785-901d-b8fbe371ae89,c1,c3,3379,?,p1,
1769446170.5185065,CREATED,52101c45-2a7c-4d83-b9af-e7da7548d8e3,5c28aad7-7baa-4add-b4f3-ad30f04c1362,c1,c3,27,?,?,surb={'id': 'c1f36cf9-b1b4-4071-ac5e-c5507077df68', 'route': ['p3', 'e2', 'i2', 'x4', 'p1', 'c1']}
1769446170.5944266,RECEIVED,c4fd5336-9e93-4d70-9a76-a1ea8856e544,34b16c5d-58e2-4431-8f55-18eeaa397ebf,c4,c1,27,p1,?,surb={'id': 'e73331b7-798c-48bc-93c4-fec9157913b9', 'route': ['p1', 'e5', 'i4', 'x12', 'p1', 'c4']}
1769446170.6183205,SENT,f8b2606e-a531-4f05-849c-25ae6faf5435,af7635c2-7674-4b8a-b857-ee22f18f352c,c1,c3,3374,?,p1,
1769446170.618421,CREATED,1c2d583e-a1c1-4c10-8368-950f14bd554c,5c28aad7-7baa-4add-b4f3-ad30f04c1362,c1,c3,27,?,?,surb={'id': 'c1f36cf9-b1b4-4071-ac5e-c5507077df68', 'route': ['p3', 'e2', 'i2', 'x4', 'p1', 'c1']}
1769446170.7208548,RECEIVED,30df2eae-60a2-4d0e-bc51-f44d08e39ccd,1b99b965-251d-45d1-bf1a-a9473c766d05,c3,c1,27,p1,?,surb={'id': '7a520860-3658-4664-984e-17505c2bf899', 'route': ['p1', 'e5', 'i1', 'x2', 'p3', 'c3']}
1769446171.1913397,SENT,e92bf3c9-7a8d-40ef-9020-e5d03c041149,56e12021-780e-43d6-8a95-08197780b66c,c1,c3,3373,?,p1,
1769446171.1915264,CREATED,4aefe137-d92d-4107-8a42-acb94b034196,d9aea014-139d-4a21-991f-c276cea19ab1,c1,c3,27,?,?,surb={'id': '189757ec-ff29-43e3-acf2-f5ca2ef68e8e', 'route': ['p3', 'e3', 'i1', 'x5', 'p1', 'c1']}
1769446171.2031276,RECEIVED,421cf7c9-b2fd-4acf-adee-d400f9887bc8,a77a4bea-b11f-4029-a5f6-25f1afa3e5b3,c4,c1,27,p1,?,surb={'id': 'f373e555-103b-44e0-ae4d-15cfde0b4aba', 'route': ['p1', 'e8', 'i8', 'x8', 'p1', 'c4']}
1769446171.246995,SENT,c910f053-2dbe-40bc-9c94-df00dd3ab310,0f829b47-f1f0-4cb2-aaa9-e145c18e2357,c1,c3,3365,?,p1,
1769446171.247245,CREATED,e40becfe-c9a0-4f81-a48c-ba2a3d46bfd2,d9aea014-139d-4a21-991f-c276cea19ab1,c1,c3,27,?,?,surb={'id': '189757ec-ff29-43e3-acf2-f5ca2ef68e8e', 'route': ['p3', 'e3', 'i1', 'x5', 'p1', 'c1']}
1769446171.286885,SENT,dbe420b0-cac9-4722-9473-8b1a05489f6d,4dca6728-3e9e-45ba-a25f-35a1954e0eed,c1,c3,3383,?,p1,
1769446171.2870755,CREATED,34d8a372-43e6-46cd-8bff-6aeeb8e82d35,33cefbdd-0eb0-4c80-aeea-08f68db9be82,c1,c3,26,?,?,surb={'id': '26a6ca0c-b78d-4e7d-8ae0-8339ff305196', 'route': ['p3', 'e9', 'i9', 'x9', 'p1', 'c1']}
1769446171.3066332,SENT,9efdfad2-bbc7-4891-bb54-fb9f8e27557b,116b431e-1412-4f1f-b980-a8daaf307743,c1,c3,3372,?,p1,
1769446171.306782,CREATED,31d4330a-c0ae-440d-89d2-6c3e3fbd2c5d,33cefbdd-0eb0-4c80-aeea-08f68db9be82,c1,c3,26,?,?,surb={'id': '26a6ca0c-b78d-4e7d-8ae0-8339ff305196', 'route': ['p3', 'e9', 'i9', 'x9', 'p1', 'c1']}
1769446171.4551818,SENT,aff157e7-674e-431a-9139-558ed409c19b,3415445f-8ef1-485d-b83c-8886729f4b42,c1,c3,3376,?,p1,
1769446171.4553442,CREATED,08629810-7e6e-48c5-94b1-e85b681fda44,68663ca5-7a53-47e1-bfd9-f5a23ac39c3d,c1,c3,27,?,?,surb={'id': '0ff6eca1-83d7-40b9-9559-b2c7dc91c641', 'route': ['p3', 'e1', 'i2', 'x3', 'p1', 'c1']}
1769446171.5512521,SENT,aad125d1-4ad6-4656-b7a3-e35c927c6eab,b36a618b-45ce-45e0-83e9-3802ea8c5dbe,c1,c3,3375,?,p1,
1769446171.5514047,CREATED,fb3d5a9a-eae2-498f-80c9-53abaf51642a,68663ca5-7a53-47e1-bfd9-f5a23ac39c3d,c1,c3,27,?,?,surb={'id': '0ff6eca1-83d7-40b9-9559-b2c7dc91c641', 'route': ['p3', 'e1', 'i2', 'x3', 'p1', 'c1']}
1769446171.6819158,RECEIVED,be64ae8b-6d5d-42cd-a1dc-c33515627487,18ea72fa-b93d-4012-b172-3120a46f2089,c3,c1,27,p1,?,surb={'id': '1578e81b-f429-44b0-ad03-dffaddf6c2d5', 'route': ['p1', 'e1', 'i1', 'x5', 'p3', 'c3']}
1769446171.8072548,RECEIVED,803028c7-cf2d-4b6e-a345-a233d2d76852,4fd0e737-6947-49c1-baf1-ea522296a7f7,c5,c1,27,p1,?,surb={'id': '91d5ac15-2ed9-48c4-be0b-fbac258aa7f0', 'route': ['p1', 'e12', 'i1', 'x7', 'p2', 'c5']}
1769446171.9435108,RECEIVED,858ff84f-f80d-4b37-a077-3aed00c87e06,b1baa50b-e914-46fd-84f4-5cba7965d833,c5,c1,27,p1,?,surb={'id': '7c9c9d33-8f25-4740-8cee-7eb558cde5bf', 'route': ['p1', 'e3', 'i2', 'x2', 'p2', 'c5']}
1769446171.9644005,RECEIVED,eaadf1b5-cd8e-4c19-9c5c-bd22e7dd8bff,5a8d955d-1da2-40ee-b0f3-b0650065e35a,c5,c1,27,p1,?,surb={'id': 'b367ffb5-786c-4164-ae1d-af1cf963680b', 'route': ['p1', 'e5', 'i5', 'x4', 'p2', 'c5']}
1769446172.3147404,RECEIVED,5646f891-9a35-4242-847d-71454b33799d,4fd0e737-6947-49c1-baf1-ea522296a7f7,c5,c1,27,p1,?,surb={'id': '91d5ac15-2ed9-48c4-be0b-fbac258aa7f0', 'route': ['p1', 'e12', 'i1', 'x7', 'p2', 'c5']}
1769446172.4436917,RECEIVED,ce32d30c-9b05-43c8-8d1f-b9258c10945d,c7c6b0d5-80bd-4d24-9bdd-4cc807693311,c4,c1,27,p1,?,surb={'id': 'e528e542-9cf6-4480-a791-11905f401db0', 'route': ['p1', 'e5', 'i5', 'x10', 'p1', 'c4']}
1769446172.4726162,RECEIVED,681167e8-e8f3-41dd-8c7a-f8893a87fafd,2edb89d5-16d2-4048-a7c5-f62f0970835b,c3,c1,27,p1,?,surb={'id': 'fcb2eeb5-1d4b-40c2-aaa5-a5c4f3b729bd', 'route': ['p1', 'e3', 'i9', 'x9', 'p3', 'c3']}
1769446172.4790232,SENT,92c73d79-2ea0-40bb-a7c8-30c239960c16,13f23aba-650b-4ce4-b495-cdee5c21dbb0,c1,c3,3355,?,p1,
1769446172.479216,CREATED,190ce6ca-1019-48ea-b2ba-ca14b170fac5,b9001c00-dadc-4709-ad5c-5781592a79a5,c1,c3,25,?,?,surb={'id': '2ac35e32-f82b-46ca-8671-c9ef51c9fdcb', 'route': ['p3', 'e1', 'i1', 'x5', 'p1', 'c1']}
1769446172.5081427,SENT,6a141809-7f76-4d60-b559-d6d6247f96ca,fabf0baa-e0f5-40e2-a0af-d89045032dae,c1,c3,3356,?,p1,
1769446172.5082939,CREATED,37bdc05d-b490-4528-ba79-1c281715c2af,b9001c00-dadc-4709-ad5c-5781592a79a5,c1,c3,25,?,?,surb={'id': '2ac35e32-f82b-46ca-8671-c9ef51c9fdcb', 'route': ['p3', 'e1', 'i1', 'x5', 'p1', 'c1']}
1769446172.822517,SENT,371ff8fc-a2ff-4bc0-940c-c55df1900bc8,ee06f57b-6331-4ff0-b370-aded00b60246,c1,c3,3401,?,p1,
1769446172.8226893,CREATED,501e8768-f1b0-4b4c-931d-1e72ca657775,09a0e706-f1a3-4e6c-afce-e94280fcc144,c1,c3,27,?,?,surb={'id': 'b38d5da9-f068-4d82-beee-75b220e2ca0c', 'route': ['p3', 'e10', 'i1', 'x8', 'p1', 'c1']}
1769446172.865602,SENT,347d85dd-d057-4921-9cf2-f05a463a70bd,fd70323d-1b12-45ce-b227-a25ce4350ef2,c1,c3,3364,?,p1,
1769446172.8657644,CREATED,4955b528-fe6e-48a3-880c-9e3a3d89d1ce,09a0e706-f1a3-4e6c-afce-e94280fcc144,c1,c3,27,?,?,surb={'id': 'b38d5da9-f068-4d82-beee-75b220e2ca0c', 'route': ['p3', 'e10', 'i1', 'x8', 'p1', 'c1']}
1769446172.910892,RECEIVED,86ec57c5-dbdd-43a5-b24a-aff435c56e19,2cfa36ef-0f34-4d94-98ba-6107bfb12247,c3,c1,27,p1,?,surb={'id': 'ebae7a97-3e82-41be-9ed9-f7606f8c5939', 'route': ['p1', 'e5', 'i10', 'x9', 'p3', 'c3']}
1769446172.9581363,RECEIVED,ca7370e5-392f-4a49-adbd-d200eb143857,63c0dc6e-d456-47cb-bd41-5365fdf4bd7d,c5,c1,27,p1,?,surb={'id': 'c264a7b3-5fba-42a3-a61e-0d1a48c1c21b', 'route': ['p1', 'e10', 'i1', 'x12', 'p2', 'c5']}
1769446173.0077825,RECEIVED,6f24d71e-d5e3-423b-86eb-0d6e110e5e5f,c3141283-3e1c-4e0f-8c12-9f2f0356d748,c4,c1,27,p1,?,surb={'id': '299e783c-9be6-4401-beeb-3f053a238358', 'route': ['p1', 'e4', 'i8', 'x10', 'p1', 'c4']}
1769446173.019839,RECEIVED,35b69682-2d76-4e1d-95b3-035e9323ddb5,34b16c5d-58e2-4431-8f55-18eeaa397ebf,c4,c1,27,p1,?,surb={'id': 'e73331b7-798c-48bc-93c4-fec9157913b9', 'route': ['p1', 'e5', 'i4', 'x12', 'p1', 'c4']}
1769446173.06025,SENT,6aacb7f3-d826-4d33-9340-483440f119ca,e9c7fdb2-355b-445c-a71f-176a442eb71d,c1,c3,3367,?,p1,
1769446173.060349,CREATED,f87f3114-1060-4066-9dca-960032561b38,89ace842-5641-44f2-b102-8272b76cee22,c1,c3,27,?,?,surb={'id': '873afe4a-3dfd-4de8-972b-46243cb42e6f', 'route': ['p3', 'e7', 'i2', 'x4', 'p1', 'c1']}
1769446173.5973697,RECEIVED,c1f6be08-f7e8-41cb-a43f-172c27249818,2edb89d5-16d2-4048-a7c5-f62f0970835b,c3,c1,27,p1,?,surb={'id': 'fcb2eeb5-1d4b-40c2-aaa5-a5c4f3b729bd', 'route': ['p1', 'e3', 'i9', 'x9', 'p3', 'c3']}
