timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769482742.008119,SENT,f47fdb35-29a5-4426-b81d-244187dc1213,4d04bf04-e82e-49d6-a193-862eb56b4a47,c3,DROP,2040,?,p3,
1769482742.00826,CREATED,6f342a7c-32b4-419c-b997-350811f82168,daa47165-85e7-4d54-b47b-9237bd2f35fd,c3,DROP,27,?,?,
1769482742.8998675,SENT,0f3b4d2e-39fb-4769-9086-d0c17689630f,af9a8dce-0b0c-459b-a5dc-c8d212384f04,c3,c5,3377,?,p3,
1769482742.9000175,CREATED,a6d8b16c-b63b-4b2c-b39d-60638ca159c0,44e35ce7-3410-4d59-9380-ad85fd9e5de5,c3,c5,27,?,?,surb={'id': '2ad45f1a-c42c-42d9-a80c-811c1700b907', 'route': ['p2', 'e8', 'i1', 'x4', 'p3', 'c3']}
1769483041.5038831,SENT,7f11f66a-0116-4343-8982-996c49463d43,e64019f0-2a86-4472-aed3-a13326519e8f,c3,c5,3364,?,p3,
1769483041.5040298,CREATED,a0698153-8e8f-4b03-b2c2-a3bcec4d336d,5ed6d375-3a4b-44a8-b38e-9f01e24ad89c,c3,c5,26,?,?,surb={'id': '2370165c-5c73-4a56-a6f5-7e68ea5910aa', 'route': ['p2', 'e12', 'i5', 'x2', 'p3', 'c3']}
1769483041.560889,RECEIVED,d5c40a68-3f4b-4b08-8e38-1f620c35b257,446a67e4-4291-43e1-98d1-71b1785df88b,c5,c3,27,p3,?,surb={'id': '8c1858b1-3e91-4bf2-9271-939cb154ea33', 'route': ['p3', 'e9', 'i10', 'x5', 'p2', 'c5']}
1769483041.5809155,RECEIVED,f91050ca-38f9-4344-9e6e-1c4bac76f0eb,87a9a785-516b-439e-bdce-1540714f956f,c5,c3,27,p3,?,surb={'id': 'b7c36544-7b08-465d-9e52-f140893baffb', 'route': ['p3', 'e2', 'i3', 'x3', 'p2', 'c5']}
1769483041.6044574,SENT,4ab898e5-f40f-4fb5-8fab-a0497847f98e,e599a04b-f233-4758-b88b-676583c1daaa,c3,c5,3375,?,p3,
1769483041.6045344,CREATED,4d5a433b-caf1-457c-b412-9563e742789d,74c96438-6a5d-46c8-ae70-478bb80aff86,c3,c5,27,?,?,surb={'id': '90206441-4785-4e19-9c10-b38500337dfd', 'route': ['p2', 'e8', 'i6', 'x3', 'p3', 'c3']}
1769483042.0927236,SENT,485cded4-dca6-4497-b14b-03ab58f8717d,dbc63f70-8336-40ee-a3ba-a1f6b492c898,c3,c5,3384,?,p3,
1769483042.092877,CREATED,b81d6e9f-3100-416b-a764-ae82329b1dd3,74c96438-6a5d-46c8-ae70-478bb80aff86,c3,c5,27,?,?,surb={'id': '90206441-4785-4e19-9c10-b38500337dfd', 'route': ['p2', 'e8', 'i6', 'x3', 'p3', 'c3']}
1769483042.1379004,RECEIVED,4d675c02-15e4-470c-b529-d4469f9e83b8,adb5fd69-7213-4db5-9178-7d160539a80a,c5,c3,26,p3,?,surb={'id': 'c04ec3ba-e3d0-4eca-b446-ce282d1e9370', 'route': ['p3', 'e2', 'i9', 'x9', 'p2', 'c5']}
1769483042.2032332,RECEIVED,3013c7d3-1b3b-4670-9e33-032ef2799ee6,9e997e97-ce8d-4601-9c6e-0d7730d361be,c5,c3,27,p3,?,surb={'id': '6fcb980e-e8e9-4253-981e-8ad873a14dd7', 'route': ['p3', 'e11', 'i9', 'x1', 'p2', 'c5']}
1769483042.2058167,SENT,27cdec7a-b922-4a08-8088-99ffb701ea34,41fb71de-f32c-4597-b845-2c7ad19f6fc9,c3,c5,3388,?,p3,
1769483042.2059715,CREATED,439fe114-4853-495f-9856-e2ceedc35327,241535c1-646c-4225-bc2e-30095f99bb81,c3,c5,27,?,?,surb={'id': '4d018457-a811-4891-ae5e-ebfcf1187574', 'route': ['p2', 'e6', 'i1', 'x3', 'p3', 'c3']}
1769483042.3434522,SENT,ff5d10ad-0e71-4584-8d2f-27f7616fccaa,67776064-f9a7-4511-a312-b34d139af94a,c3,c5,3375,?,p3,
1769483042.3436077,CREATED,50272b58-cc39-4852-acd1-9ee17462e648,241535c1-646c-4225-bc2e-30095f99bb81,c3,c5,27,?,?,surb={'id': '4d018457-a811-4891-ae5e-ebfcf1187574', 'route': ['p2', 'e6', 'i1', 'x3', 'p3', 'c3']}
1769483042.5868936,SENT,a16e03db-55bd-4f48-8711-9efa72bd0e60,bd450091-a10a-4194-a6ad-b17b9d766cd3,c3,c5,3359,?,p3,
1769483042.5870433,CREATED,178c84e1-5275-45e1-a02b-c3cfbae269fb,fc069e7b-e9a8-4a08-8269-15640b300acc,c3,c5,27,?,?,surb={'id': '8f04c761-0132-4d0e-987f-c976bd260c6d', 'route': ['p2', 'e3', 'i7', 'x11', 'p3', 'c3']}
1769483042.8486085,RECEIVED,f122b28d-a696-419d-afec-7d4b06f714d0,27bf6f71-f6cc-4978-a34a-82c957501143,c5,c3,27,p3,?,surb={'id': 'ace43f67-f2c8-473d-b387-5317ce250459', 'route': ['p3', 'e9', 'i9', 'x12', 'p2', 'c5']}
1769483042.9934838,SENT,f78f6905-2ad8-47fd-9ee6-a9c5f9ffdafa,4f8d82c0-9b0f-4ada-abb3-c6ff9917096b,c3,c5,3371,?,p3,
1769483042.9935842,CREATED,cea20c3b-b9c3-4317-918b-7976f4353b41,fc069e7b-e9a8-4a08-8269-15640b300acc,c3,c5,27,?,?,surb={'id': '8f04c761-0132-4d0e-987f-c976bd260c6d', 'route': ['p2', 'e3', 'i7', 'x11', 'p3', 'c3']}
1769483043.2515016,SENT,b4bde868-f3e3-4264-94e0-fd8333cbd516,aab39b11-e481-433f-adc8-57cb5007827e,c3,c5,3383,?,p3,
1769483043.251605,CREATED,9398cd26-7251-4c10-ab4f-bc31de36420e,af5e72c4-e2cf-4a09-aa61-5faa7aa2eb5a,c3,c5,27,?,?,surb={'id': '7dd3865f-65ce-4208-88b1-9d07f8b90eb0', 'route': ['p2', 'e6', 'i6', 'x6', 'p3', 'c3']}
1769483043.6941347,RECEIVED,c36ed3a2-9540-47bc-ad40-a9046899c64d,9e997e97-ce8d-4601-9c6e-0d7730d361be,c5,c3,27,p3,?,surb={'id': '6fcb980e-e8e9-4253-981e-8ad873a14dd7', 'route': ['p3', 'e11', 'i9', 'x1', 'p2', 'c5']}
1769483043.8315928,RECEIVED,de590618-112c-434d-b2c5-febe3c394d52,adb5fd69-7213-4db5-9178-7d160539a80a,c5,c3,26,p3,?,surb={'id': 'c04ec3ba-e3d0-4eca-b446-ce282d1e9370', 'route': ['p3', 'e2', 'i9', 'x9', 'p2', 'c5']}
1769483043.8859043,SENT,a340ae67-0bca-405b-b376-180b92998839,2dd7e09d-df4e-4882-be7a-429dfdeb0d79,c3,c5,3375,?,p3,
1769483043.8860898,CREATED,5bdea750-059c-4226-b858-8b1c79aabe2b,af5e72c4-e2cf-4a09-aa61-5faa7aa2eb5a,c3,c5,27,?,?,surb={'id': '7dd3865f-65ce-4208-88b1-9d07f8b90eb0', 'route': ['p2', 'e6', 'i6', 'x6', 'p3', 'c3']}
1769483044.0842617,RECEIVED,d00d9675-ef01-4e42-92e7-52a6816ad282,294cab2f-35b5-49e2-b185-bb84ef7e16aa,c5,c3,27,p3,?,surb={'id': '0ee124b7-8e4c-40fa-95d0-c082063bf022', 'route': ['p3', 'e3', 'i11', 'x2', 'p2', 'c5']}
1769483044.4688587,RECEIVED,b36f7bc0-b98d-4651-9d56-0c93d1262607,27bf6f71-f6cc-4978-a34a-82c957501143,c5,c3,27,p3,?,surb={'id': 'ace43f67-f2c8-473d-b387-5317ce250459', 'route': ['p3', 'e9', 'i9', 'x12', 'p2', 'c5']}
1769483044.544928,SENT,26736c49-2745-4658-b613-1b0fb1b89a23,6e8f474d-cce2-4050-aeda-a8c32d21cd14,c3,c5,3372,?,p3,
1769483044.5451028,CREATED,38a9625c-168d-440b-b44a-f9b0e4e57b84,fe2a5133-2c9d-4542-8a39-efc9ba799ba4,c3,c5,27,?,?,surb={'id': '770b8f18-2fe3-474b-bed1-278a8d2fe3a1', 'route': ['p2', 'e10', 'i7', 'x5', 'p3', 'c3']}
1769483044.7058287,SENT,bbab2d03-90ff-43d7-93c2-87e84d493386,20e82f42-d526-4a03-a23c-740823132d35,c3,c5,3393,?,p3,
1769483044.7059748,CREATED,d75a2ac7-4a76-4e30-8d31-770699f16a8a,fe2a5133-2c9d-4542-8a39-efc9ba799ba4,c3,c5,27,?,?,surb={'id': '770b8f18-2fe3-474b-bed1-278a8d2fe3a1', 'route': ['p2', 'e10', 'i7', 'x5', 'p3', 'c3']}
1769483044.8090982,SENT,a57325eb-6151-41ea-a541-26afd1aa4659,df6fdaec-f8a2-4ae6-a4b8-bae819d26363,c3,c5,3400,?,p3,
1769483044.80927,CREATED,d47629a0-aba9-4cb0-9cc6-8b7e682a7590,15f53037-76b6-4e11-81d7-9250585a4c2b,c3,c5,27,?,?,surb={'id': '03bad521-6f97-4b0a-8ebf-edcb50368850', 'route': ['p2', 'e3', 'i1', 'x6', 'p3', 'c3']}
1769483044.893385,RECEIVED,84b28709-1e5f-46fa-a2e6-c8e523c70e62,3c88a126-ad05-47b4-a9ce-e7487440023d,c5,c3,27,p3,?,surb={'id': 'a368e301-7c12-4783-b1ad-3141721aa170', 'route': ['p3', 'e8', 'i2', 'x11', 'p2', 'c5']}
1769483045.0983663,RECEIVED,683d4029-f8cb-4fd2-9c8c-f2eedab8f553,294cab2f-35b5-49e2-b185-bb84ef7e16aa,c5,c3,27,p3,?,surb={'id': '0ee124b7-8e4c-40fa-95d0-c082063bf022', 'route': ['p3', 'e3', 'i11', 'x2', 'p2', 'c5']}
1769483046.0447428,SENT,2832065c-eb1f-4dc5-a924-c21dd44947be,66b32ab6-66d4-405d-bf5f-9149baa75c7f,c3,c5,3383,?,p3,
1769483046.0448184,CREATED,8e475292-22bb-4b05-9f59-298200098fdc,15f53037-76b6-4e11-81d7-9250585a4c2b,c3,c5,27,?,?,surb={'id': '03bad521-6f97-4b0a-8ebf-edcb50368850', 'route': ['p2', 'e3', 'i1', 'x6', 'p3', 'c3']}
1769483046.551119,RECEIVED,fb50ec0a-2c36-4059-a559-d4c55648dd0b,5c74123b-3d0a-4713-8ee9-ceb3d39afe8d,c5,c3,26,p3,?,surb={'id': '09504765-a607-490e-a397-a971b36d4578', 'route': ['p3', 'e5', 'i2', 'x12', 'p2', 'c5']}
1769483046.819292,SENT,8c2929db-c747-4d0c-9d19-bc5ccddc433b,b121593d-ecf3-47da-ba60-0f02a012175e,c3,c5,3375,?,p3,
1769483046.819386,CREATED,6a8c3697-4eb7-4a9d-af32-51f6e235ac15,0214bdbe-097c-4ef3-a900-f9ea93be3f7e,c3,c5,27,?,?,surb={'id': '7b155d50-c61a-48ec-912b-cb1473c50d14', 'route': ['p2', 'e4', 'i5', 'x11', 'p3', 'c3']}
1769483046.8548293,RECEIVED,96341cb8-b38f-4424-ba5d-1c825cc68e76,5c74123b-3d0a-4713-8ee9-ceb3d39afe8d,c5,c3,26,p3,?,surb={'id': '09504765-a607-490e-a397-a971b36d4578', 'route': ['p3', 'e5', 'i2', 'x12', 'p2', 'c5']}
1769483047.0843995,SENT,7371c2b9-c542-42bd-81a3-f947d7d929eb,96ba9496-569b-408a-a9b4-c7ad0045ae63,c3,c5,3375,?,p3,
1769483047.0845175,CREATED,cd4e8c1d-9a23-4419-8716-9245c41aa4a3,0214bdbe-097c-4ef3-a900-f9ea93be3f7e,c3,c5,27,?,?,surb={'id': '7b155d50-c61a-48ec-912b-cb1473c50d14', 'route': ['p2', 'e4', 'i5', 'x11', 'p3', 'c3']}
1769483047.2114253,RECEIVED,36d0cfca-a3de-4530-b045-56e02fb6076a,e93ad76b-cac0-4550-8721-fed3329d80db,c5,c3,27,p3,?,surb={'id': '04733b5e-d428-4622-b6d9-015dda0d7983', 'route': ['p3', 'e1', 'i6', 'x12', 'p2', 'c5']}
1769483047.7843966,SENT,63b9ba08-81f4-47fc-9772-93a8a22ed285,a6faa2cc-6165-4950-9ce7-652f39785c56,c3,c5,3383,?,p3,
1769483047.7845466,CREATED,f8a83187-ada6-4954-8d79-a6875fcbf237,d32b3072-2723-47c0-b5fa-6e60e6eb2633,c3,c5,27,?,?,surb={'id': '7e3ebf82-b0ad-47fc-875d-8c2f1f994f82', 'route': ['p2', 'e1', 'i6', 'x6', 'p3', 'c3']}
1769483048.083439,SENT,8ebca9cb-ce62-4281-bbd6-a8bbdf74aad0,f4e05c4f-e2b9-4670-8c1f-f100a37f9bdf,c3,c5,3392,?,p3,
1769483048.0835986,CREATED,421e5814-bfbd-46a7-b7ae-a80622495878,d32b3072-2723-47c0-b5fa-6e60e6eb2633,c3,c5,27,?,?,surb={'id': '7e3ebf82-b0ad-47fc-875d-8c2f1f994f82', 'route': ['p2', 'e1', 'i6', 'x6', 'p3', 'c3']}
1769483048.1035445,SENT,bbdc2e99-d081-44f6-b078-ad0a7a6d2324,d3031280-94aa-458b-80bc-4f80be67dc70,c3,c5,3387,?,p3,
1769483048.103695,CREATED,e4c2017a-2280-488c-9956-d8bb543e5f8f,55f528d6-edcc-4aed-bd22-8e2e59e892c0,c3,c5,27,?,?,surb={'id': '81d2dbe5-deff-4cee-82bc-15f5b44226a0', 'route': ['p2', 'e7', 'i5', 'x8', 'p3', 'c3']}
1769483048.349095,RECEIVED,42f032b0-1d42-4342-86e1-7560d2e11c25,e93ad76b-cac0-4550-8721-fed3329d80db,c5,c3,27,p3,?,surb={'id': '04733b5e-d428-4622-b6d9-015dda0d7983', 'route': ['p3', 'e1', 'i6', 'x12', 'p2', 'c5']}
1769483048.4742475,SENT,e1421263-4212-423b-9466-7c5b3e9febd6,6d382ffe-7fc6-463b-adb5-f37a7da238db,c3,c5,3398,?,p3,
1769483048.4743552,CREATED,cbe913c8-91cf-46cf-a02f-85b61b303e1e,55f528d6-edcc-4aed-bd22-8e2e59e892c0,c3,c5,27,?,?,surb={'id': '81d2dbe5-deff-4cee-82bc-15f5b44226a0', 'route': ['p2', 'e7', 'i5', 'x8', 'p3', 'c3']}
1769483048.6213737,RECEIVED,4cd8bf0e-bec0-497d-bf3b-7e3dcce53813,b1a5a2af-f723-4754-8a50-3279de8591bc,c5,c3,26,p3,?,surb={'id': '4cc9196d-1f00-4aa1-910b-30f3f1f0bdd2', 'route': ['p3', 'e7', 'i8', 'x4', 'p2', 'c5']}
1769483049.089257,SENT,8fee1551-4329-4dd8-8ac9-5658dca7c9fc,65475b0b-664d-4c81-a4d7-6a62264bb258,c3,c5,3372,?,p3,
1769483049.0894322,CREATED,4ef98f06-e79a-4a98-a864-ebf7611eaba8,cd6d334b-cd55-4b5f-8b1a-3b0d4b951df7,c3,c5,26,?,?,surb={'id': 'b42275df-b839-4d2c-b3cb-6546397638e9', 'route': ['p2', 'e12', 'i8', 'x2', 'p3', 'c3']}
1769483049.4584513,RECEIVED,cef379f2-f63a-48d8-92d6-7f6a56bd6aef,eaf34792-4784-4603-a749-a90f16f7fae5,c5,c3,27,p3,?,surb={'id': 'e4a95f5f-b07b-4217-915c-1a8cdab97f25', 'route': ['p3', 'e12', 'i6', 'x10', 'p2', 'c5']}
1769483049.6945171,RECEIVED,4f0c05e9-b719-4e4a-a917-094472a884dd,b1a5a2af-f723-4754-8a50-3279de8591bc,c5,c3,26,p3,?,surb={'id': '4cc9196d-1f00-4aa1-910b-30f3f1f0bdd2', 'route': ['p3', 'e7', 'i8', 'x4', 'p2', 'c5']}
1769483049.7104366,SENT,abd808ea-2609-4787-bddb-e92b13bd64c9,c3ba0714-3073-41af-8c58-f5662f4f2586,c3,c5,3399,?,p3,
1769483049.7105997,CREATED,499f0974-119a-4915-b2e8-6de6c1547800,cd6d334b-cd55-4b5f-8b1a-3b0d4b951df7,c3,c5,26,?,?,surb={'id': 'b42275df-b839-4d2c-b3cb-6546397638e9', 'route': ['p2', 'e12', 'i8', 'x2', 'p3', 'c3']}
1769483049.7288122,RECEIVED,d6f25ee2-9c41-4554-94c5-d8354371fac9,2ee1cddb-1851-4ed1-b124-879c548479a5,c5,c3,27,p3,?,surb={'id': 'd0a133cb-4568-4c20-9a2d-d89cdefaa787', 'route': ['p3', 'e1', 'i2', 'x6', 'p2', 'c5']}
1769483049.869043,SENT,19396410-bf09-4455-bd63-682a014f37fd,4eccafbb-30cd-420d-aac9-2c2128553e13,c3,c5,3384,?,p3,
1769483049.869237,CREATED,900456e5-efd8-4461-ad8f-841e04a28c4a,4c5949c0-0415-4fff-9c1c-a015760febce,c3,c5,27,?,?,surb={'id': '7f7efffa-9288-44ba-abeb-33e19342e915', 'route': ['p2', 'e3', 'i6', 'x5', 'p3', 'c3']}
1769483049.899078,RECEIVED,2d03ed85-2719-4e17-af0f-c64524b4da2e,86c7224e-1b37-4e0d-837a-aa65bf35590c,c5,c3,27,p3,?,surb={'id': '91a91a67-ebee-4a8a-8eef-7d36ba1e173e', 'route': ['p3', 'e7', 'i12', 'x12', 'p2', 'c5']}
1769483050.0151522,SENT,a046dd48-dea8-4e2f-bc07-3ca01389474d,213cc79a-18ca-48b8-a7c3-a68ef59ef2b3,c3,c5,3376,?,p3,
1769483050.0153024,CREATED,55a33560-18f9-47bc-9c9d-a19e8ccfc208,4c5949c0-0415-4fff-9c1c-a015760febce,c3,c5,27,?,?,surb={'id': '7f7efffa-9288-44ba-abeb-33e19342e915', 'route': ['p2', 'e3', 'i6', 'x5', 'p3', 'c3']}
1769483050.1342297,RECEIVED,a84c9fd1-6d21-466b-bdc2-d5bb6ef3792f,ac687d92-cac3-4c19-8ac9-5dd5a963eb03,c5,c3,27,p3,?,surb={'id': '4439a09c-40d4-4cb4-aa68-6d70cbe524e0', 'route': ['p3', 'e5', 'i11', 'x9', 'p2', 'c5']}
1769483050.239858,SENT,817b5fed-b6f5-49c6-ad4d-a1069399a520,3d1ac5b2-eb57-498a-87fc-e4bf7c225341,c3,c5,3392,?,p3,
1769483050.240011,CREATED,c90ebece-20f1-4773-b072-ac242b1c075e,73271da4-cef0-4cf7-bd6e-2f5d136e3b28,c3,c5,26,?,?,surb={'id': 'aa9ba8e5-88b0-4b3f-9a9e-f17b5891ef4f', 'route': ['p2', 'e11', 'i6', 'x11', 'p3', 'c3']}
1769483050.352109,RECEIVED,0ac96115-4bbe-415c-a73b-f59da767ecd2,ac687d92-cac3-4c19-8ac9-5dd5a963eb03,c5,c3,27,p3,?,surb={'id': '4439a09c-40d4-4cb4-aa68-6d70cbe524e0', 'route': ['p3', 'e5', 'i11', 'x9', 'p2', 'c5']}
1769483050.3786497,SENT,ef87912e-0070-4a76-9b57-383a024dfe0c,c9d5885d-a514-40b6-b0fe-aac7918b2b34,c3,c5,3388,?,p3,
1769483050.3788033,CREATED,92cfd13b-f80d-468d-bc6a-7c152c07ca4a,73271da4-cef0-4cf7-bd6e-2f5d136e3b28,c3,c5,26,?,?,surb={'id': 'aa9ba8e5-88b0-4b3f-9a9e-f17b5891ef4f', 'route': ['p2', 'e11', 'i6', 'x11', 'p3', 'c3']}
1769483050.4975798,RECEIVED,4f5723c7-3b2d-4271-b92a-f56862ee9825,2ee1cddb-1851-4ed1-b124-879c548479a5,c5,c3,27,p3,?,surb={'id': 'd0a133cb-4568-4c20-9a2d-d89cdefaa787', 'route': ['p3', 'e1', 'i2', 'x6', 'p2', 'c5']}
1769483050.830109,SENT,d082f2da-6a2a-4a8b-a00f-b618fedf01af,9a731b0a-a100-4c4e-8b7c-eefd074e05e5,c3,c5,3375,?,p3,
1769483050.830262,CREATED,d04bb999-50d5-40cc-a847-a27ed616f951,11fad6be-8909-4a33-8c71-047493c9cb94,c3,c5,27,?,?,surb={'id': '811df4a2-7278-4fd0-ba5d-a098b62e1748', 'route': ['p2', 'e5', 'i9', 'x7', 'p3', 'c3']}
1769483050.895447,SENT,7c989235-8666-45d5-a2a8-38e505ef2823,797d6cb3-20ef-4c84-ab4f-1201251aebb4,c3,c5,3359,?,p3,
1769483050.8956027,CREATED,908ddffe-4df0-4ee9-95ee-aeac14c71bcf,11fad6be-8909-4a33-8c71-047493c9cb94,c3,c5,27,?,?,surb={'id': '811df4a2-7278-4fd0-ba5d-a098b62e1748', 'route': ['p2', 'e5', 'i9', 'x7', 'p3', 'c3']}
1769483051.147416,SENT,fd94a6a8-079f-40a7-8e0e-c6c725015ba6,2e772a76-0615-4bee-b7de-7d1cab51eab6,c3,c5,3368,?,p3,
1769483051.1475205,CREATED,edc9291d-5d44-4748-a6cf-36c64c6aa4e0,77ca32ab-603e-483d-ad8c-f56055f7d871,c3,c5,27,?,?,surb={'id': '2a55c92e-399c-434c-b71d-f79b441bde55', 'route': ['p2', 'e2', 'i6', 'x7', 'p3', 'c3']}
1769483051.1637619,SENT,dad1ea6b-dfc8-431e-92ab-51488b6f5479,bdc71f99-0580-4ab9-9c9e-85a91aa615fc,c3,c5,3383,?,p3,
1769483051.1638885,CREATED,ff7e0775-2bbd-40b8-81fd-e669f88e98e2,77ca32ab-603e-483d-ad8c-f56055f7d871,c3,c5,27,?,?,surb={'id': '2a55c92e-399c-434c-b71d-f79b441bde55', 'route': ['p2', 'e2', 'i6', 'x7', 'p3', 'c3']}
1769483051.1876483,SENT,75f1401f-ed2f-4b27-bcf7-667d65ee99e2,77fcd483-44aa-4d2b-a9d4-6f0bacc18e78,c3,c5,3367,?,p3,
1769483051.1877413,CREATED,a554a986-e15f-42f3-98e7-990a336194e4,b5da4547-5845-46d4-bbb6-038919a79939,c3,c5,26,?,?,surb={'id': '1c2a7607-0ae0-4996-a17c-aad29db7e1f5', 'route': ['p2', 'e9', 'i8', 'x5', 'p3', 'c3']}
1769483051.2496533,SENT,c14631f4-76c8-46e9-a239-a306d971c0f9,999114ae-fb12-4f71-aeda-c6305182cbc0,c3,c5,3375,?,p3,
1769483051.2497537,CREATED,a97e2e60-52c3-4f39-b04d-5af9a1cc707f,b5da4547-5845-46d4-bbb6-038919a79939,c3,c5,26,?,?,surb={'id': '1c2a7607-0ae0-4996-a17c-aad29db7e1f5', 'route': ['p2', 'e9', 'i8', 'x5', 'p3', 'c3']}
1769483051.4044232,SENT,3fb40b6b-b875-4e85-8f9b-a2624278a513,66e2090c-c801-4645-b260-061cf12eeb06,c3,c5,3387,?,p3,
1769483051.4045222,CREATED,b1285b6f-58d4-438d-8dd0-22ebb7d59be7,72dfdb18-a34a-41e5-b9c7-8b8d1e06119c,c3,c5,27,?,?,surb={'id': '0314fab9-2157-4aec-8e9a-9f22a2c5366e', 'route': ['p2', 'e3', 'i8', 'x12', 'p3', 'c3']}
1769483051.455623,RECEIVED,1dbc69d4-c1c9-43a0-9a6d-ee574dc3ea60,86c7224e-1b37-4e0d-837a-aa65bf35590c,c5,c3,27,p3,?,surb={'id': '91a91a67-ebee-4a8a-8eef-7d36ba1e173e', 'route': ['p3', 'e7', 'i12', 'x12', 'p2', 'c5']}
1769483052.1454475,SENT,34c2e757-a548-41eb-b765-0b34f16b6790,27f6def5-0db6-490e-88f4-15529ad39876,c3,c5,3384,?,p3,
1769483052.1455967,CREATED,604f2c84-3ee3-4b63-8cc9-04b4c3cd1df3,72dfdb18-a34a-41e5-b9c7-8b8d1e06119c,c3,c5,27,?,?,surb={'id': '0314fab9-2157-4aec-8e9a-9f22a2c5366e', 'route': ['p2', 'e3', 'i8', 'x12', 'p3', 'c3']}
1769483052.218239,SENT,799fdf63-4eea-4dad-9c3b-2d5797d81e9c,64ccb4ad-44a4-4119-9d6a-16077eb0abca,c3,c5,3380,?,p3,
1769483052.2183864,CREATED,1d97df47-881c-4745-ad2e-81e0bc8174d9,065144c7-037e-429a-8917-43d007cab0b0,c3,c5,27,?,?,surb={'id': '7b53474a-f1d3-4367-b88f-7fde7c2c714a', 'route': ['p2', 'e4', 'i5', 'x5', 'p3', 'c3']}
1769483052.5665655,SENT,88b4ee45-8231-45fa-a126-e683d12f9e96,e70ca716-63df-4362-a58a-372a90a2db04,c3,c5,3373,?,p3,
1769483052.566729,CREATED,e6f8b32f-3a24-4853-8432-61e441d0eea0,065144c7-037e-429a-8917-43d007cab0b0,c3,c5,27,?,?,surb={'id': '7b53474a-f1d3-4367-b88f-7fde7c2c714a', 'route': ['p2', 'e4', 'i5', 'x5', 'p3', 'c3']}
1769483052.8008428,SENT,0704f823-a5d0-41be-9f7c-d693066d8a6b,dc2c08ec-449d-48df-b3ee-c700967558d7,c3,c5,3367,?,p3,
1769483052.8030033,CREATED,52f9f5d2-1555-49bb-b378-b482fc7c9e82,4339696e-f5ec-4fd5-a4e4-939cda4c76c8,c3,c5,26,?,?,surb={'id': '8aa96d93-58f2-4633-b940-c66618162e8e', 'route': ['p2', 'e7', 'i6', 'x5', 'p3', 'c3']}
1769483052.9013731,SENT,70dd735c-4ace-40d6-b2c3-a65e41418a80,36db1096-2ce8-4901-94aa-745b8cf53476,c3,c5,3355,?,p3,
1769483052.9015212,CREATED,94d6c7a4-b6ec-4132-859e-e0474e65f1e4,4339696e-f5ec-4fd5-a4e4-939cda4c76c8,c3,c5,26,?,?,surb={'id': '8aa96d93-58f2-4633-b940-c66618162e8e', 'route': ['p2', 'e7', 'i6', 'x5', 'p3', 'c3']}
1769483053.5808485,RECEIVED,8151690a-b275-469a-9bd3-c84c95545ffd,2e589256-281a-45ee-8b10-6f7eec89bf86,c5,c3,26,p3,?,surb={'id': 'd6f080d5-5df1-47fe-bee5-b092d3c85ced', 'route': ['p3', 'e1', 'i10', 'x6', 'p2', 'c5']}
1769483053.5968218,RECEIVED,23c893f0-6923-416c-82d5-0e2b65727118,bf9fcf64-f739-4e25-b985-cf6e7fcb67b9,c5,c3,27,p3,?,surb={'id': '6ad7c7b9-5443-440a-bf3f-28e2ed0b3c35', 'route': ['p3', 'e3', 'i9', 'x2', 'p2', 'c5']}
1769483053.7571955,RECEIVED,b3326536-474e-4a08-b1a0-5436536b1b1c,ae5e1b3e-79f8-409a-882f-993c5b3ca6c7,c5,c3,27,p3,?,surb={'id': '05a17b58-b2d9-4426-8471-204fd3b66948', 'route': ['p3', 'e1', 'i1', 'x4', 'p2', 'c5']}
1769483053.967684,RECEIVED,55c088b7-82f9-4869-9b5c-606678c45776,ae5e1b3e-79f8-409a-882f-993c5b3ca6c7,c5,c3,27,p3,?,surb={'id': '05a17b58-b2d9-4426-8471-204fd3b66948', 'route': ['p3', 'e1', 'i1', 'x4', 'p2', 'c5']}
1769483054.1693354,RECEIVED,732edae5-ba7a-4cd0-af15-1f8fd312d510,fa5dcf76-5574-4e11-acfb-ebda8b64bbe0,c5,c3,27,p3,?,surb={'id': '84655696-37b7-4f14-bfc2-f9b1c09d26e9', 'route': ['p3', 'e3', 'i5', 'x6', 'p2', 'c5']}
1769483054.4670093,SENT,a7131ce8-6e4e-4a20-8fc3-105d6d1673bd,35e37cb3-532f-4f04-990b-da9c3d86be32,c3,c5,3375,?,p3,
1769483054.4671881,CREATED,28649628-d586-47e7-b6ea-789fc0fc38c5,0d3ad9ce-170d-4ff0-9374-8c3101f73d94,c3,c5,26,?,?,surb={'id': '95d1fe85-58fb-41b7-9270-6f8078de8abb', 'route': ['p2', 'e4', 'i6', 'x12', 'p3', 'c3']}
1769483054.590671,RECEIVED,994161c0-a73d-434f-8c0f-294a673d1db1,2bbf3137-7790-438a-9b50-2d98b79702b8,c5,c3,27,p3,?,surb={'id': 'e0a6f842-e984-44f1-846c-b560483941d7', 'route': ['p3', 'e3', 'i7', 'x4', 'p2', 'c5']}
1769483055.488562,SENT,7f7cb56b-e07e-4ee5-bba2-8e2617203ab6,2f57606c-38f0-4e58-be3a-e7d40f0e2bf4,c3,c5,3388,?,p3,
