timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769756981.7698164,RECEIVED,56b8e1c8-4e88-4897-84fa-ad8b944b1d66,02fa12e4-eeb4-444b-9bbd-405a6d0d99dc,c5,c2,27,p2,?,surb={'id': 'f8b1fdae-fa06-4dcf-81f4-eff83ee565a8', 'route': ['p2', 'e3', 'i10', 'x6', 'p2', 'c5']}
1769756981.91082,SENT,340a6d4d-fb83-4722-94ed-f0615b48cce6,a9ffdf87-ec95-476b-830d-c748ff955741,c2,c1,3375,?,p2,
1769756981.910954,CREATED,6f765a08-a814-403d-a284-770a162f279b,5ed06922-91a0-4c58-aee2-7c79b7e64f2a,c2,c1,27,?,?,surb={'id': '79a27973-9196-491f-a4d2-c2c4ab0f79e7', 'route': ['p1', 'e4', 'i3', 'x5', 'p2', 'c2']}
1769756981.9210093,RECEIVED,08ad731b-6196-44e2-a868-16b49ca8a624,c7e2c343-50fd-477c-bfd6-206edb734e3e,c5,c2,27,p2,?,surb={'id': '6bc287c7-3ea8-49dd-9514-d977aee70652', 'route': ['p2', 'e8', 'i7', 'x12', 'p2', 'c5']}
1769756981.9669838,SENT,b5e36b63-46d8-4e24-a0f3-192af6bed929,c079de48-daa6-4ff9-ab5c-66129ec968f1,c2,c1,3380,?,p2,
1769756981.9670687,CREATED,20f41231-b34e-473f-8381-1498485ff6fa,18fb34ce-32aa-4daf-b1fe-ea36a3848690,c2,c1,27,?,?,surb={'id': '53cff80a-d774-45bd-a9f4-9016f9e31827', 'route': ['p1', 'e3', 'i11', 'x5', 'p2', 'c2']}
1769756981.9932761,RECEIVED,d2e562ae-d768-416e-80ef-2cd00b2e8c51,e658157d-c938-46a4-8265-661dba17a428,c5,c2,27,p2,?,surb={'id': '24b22990-5e56-434a-9890-9da62a86e468', 'route': ['p2', 'e7', 'i1', 'x9', 'p2', 'c5']}
1769756982.1869154,RECEIVED,992a30c9-c144-4448-996c-952a31c3b592,e935ba00-cd89-4d88-8be9-762f1a7dc088,c5,c2,23,p2,?,surb={'id': '3217fa9d-479e-4a51-bd43-23f523e6de21', 'route': ['p2', 'e12', 'i12', 'x7', 'p2', 'c5']}
1769756982.2314658,RECEIVED,315bbd2d-604e-4c81-bfde-8e3d776ab2b6,6164a129-6152-470a-b69f-1e2498aa2f7e,c5,c2,27,p2,?,surb={'id': '667aaead-22ed-4f86-806a-cf4f7851ed3b', 'route': ['p2', 'e12', 'i10', 'x7', 'p2', 'c5']}
1769756982.2533941,RECEIVED,be9efd52-c38e-4b67-9749-210af0723c62,a2895aad-daa4-413e-878c-6dfa28fe3c8e,c5,c2,26,p2,?,surb={'id': '9131a95f-0b6f-4c00-99a2-0cff7b31df08', 'route': ['p2', 'e3', 'i11', 'x5', 'p2', 'c5']}
1769756982.2856884,RECEIVED,6fffd3f6-ba41-4d71-abe8-7e497ea3cfcf,07728dc7-2745-4075-9d92-0c6e1b0648f2,c5,c2,26,p2,?,surb={'id': '2fd3b87f-8d92-4b54-a4e2-d533003a39c9', 'route': ['p2', 'e3', 'i1', 'x8', 'p2', 'c5']}
1769756982.5796554,SENT,de762ad7-0b2e-49bd-b4f3-bb0499ce3f47,86ec0267-5a03-46b8-90b0-114f05ffb640,c2,c1,3365,?,p2,
1769756982.5797563,CREATED,ed869d4a-88b5-407e-86fe-c79a2b5cd239,9b78c7e0-6568-4f44-84ba-499b8efa2a41,c2,c1,27,?,?,surb={'id': 'c1f63446-ac0d-4710-8afa-48cd062fad4e', 'route': ['p1', 'e4', 'i1', 'x6', 'p2', 'c2']}
1769756982.6598186,RECEIVED,6d8c3dd8-87d3-48a2-b7c2-c064177c0bb1,1f44bcce-26bf-4cfd-8b63-39e7b646f2ca,c5,c2,27,p2,?,surb={'id': 'aa6ea707-0ed5-4a42-8d84-dfef25e0f70f', 'route': ['p2', 'e11', 'i12', 'x8', 'p2', 'c5']}
1769756982.8964336,RECEIVED,4edc610d-0007-4cfd-bdab-26d4625281f9,4b209a33-6252-4351-9686-7c0390969cb8,c5,c2,27,p2,?,surb={'id': '6b3b694f-7388-47e7-84bf-040f9ab40667', 'route': ['p2', 'e1', 'i11', 'x6', 'p2', 'c5']}
1769756982.9367685,SENT,0382b073-1ccb-4944-8aa9-53f8c140870d,54885925-1dd9-4c1e-9a83-def3a3958b51,c2,c1,3375,?,p2,
1769756982.9369285,CREATED,b3d3a306-122f-437e-8104-57c3ebac04c4,3dbe86ac-b8b2-4b70-98e5-56cb51d40117,c2,c1,27,?,?,surb={'id': '7dbb2c52-6446-4864-af02-2ae974ca5c30', 'route': ['p1', 'e7', 'i1', 'x10', 'p2', 'c2']}
1769756983.2811415,RECEIVED,a1e4dedd-951f-49b4-b859-22344fc3f113,038093c0-e2e8-4e63-afa2-b47f8c3202d8,c5,c2,27,p2,?,surb={'id': 'e8d31727-fb7e-4e3a-bbf7-e4fcb66f3163', 'route': ['p2', 'e9', 'i10', 'x10', 'p2', 'c5']}
1769756983.3232198,SENT,3e72bcd8-a229-47f7-ac8a-f1fd48b25a96,1f1eed07-dc7d-4b42-8554-3b9bb43ac607,c2,c1,3376,?,p2,
1769756983.3233662,CREATED,fd6710d8-2a38-4416-a76a-836fd7d6353f,5d213139-645b-4c58-8564-fbc3585c393f,c2,c1,26,?,?,surb={'id': '4bbf791c-a7e1-47ea-bb1c-7f0c6bfbe725', 'route': ['p1', 'e12', 'i9', 'x8', 'p2', 'c2']}
1769756983.3535316,SENT,3e9cf109-6d38-4c99-8ad5-ac365d67a2be,b2a7e20f-ae77-4319-a350-fdd792702699,c2,c1,3380,?,p2,
1769756983.3536766,CREATED,6d9360b0-6a91-4a6a-a897-0a745b2559dd,541f5730-6ac8-4b72-b8fa-a5add4d3714e,c2,c1,26,?,?,surb={'id': 'a4cb4348-72b1-4c65-a5a3-7e9a7f10a905', 'route': ['p1', 'e11', 'i2', 'x5', 'p2', 'c2']}
1769756983.398132,RECEIVED,eae081f3-e768-46b2-8485-da16e5b5b169,9afc891e-df31-476c-8ba9-6d2309c188f5,c5,c2,27,p2,?,surb={'id': 'e95e1d6f-b5ce-41f9-8502-7505b01cdd2b', 'route': ['p2', 'e8', 'i12', 'x8', 'p2', 'c5']}
1769756983.8079748,RECEIVED,b0afaa2f-e5af-45c4-8806-bd1fe25d7cae,6b8ff042-4714-4944-b5c9-c41fbd52da1e,c5,c2,27,p2,?,surb={'id': '4bedbb25-3fd8-41f4-a84c-17aaecf26525', 'route': ['p2', 'e5', 'i12', 'x5', 'p2', 'c5']}
1769756984.0306242,RECEIVED,66691a57-0788-43f7-8b93-c96a0d4a77bb,8f43aeba-6ebb-4e66-9340-2d7a7456da9c,c5,c2,26,p2,?,surb={'id': 'c1bf4581-63e3-48d2-8500-8238aa795fa7', 'route': ['p2', 'e8', 'i12', 'x10', 'p2', 'c5']}
1769756984.1074178,RECEIVED,60b30c3c-4257-4227-a87d-cb3bde8b5288,6f35b80b-09f8-40d6-ac3c-549fccff16da,c5,c2,27,p2,?,surb={'id': '88b84213-ade2-4314-85f9-c2383f9bce61', 'route': ['p2', 'e2', 'i10', 'x5', 'p2', 'c5']}
1769756984.1399522,SENT,839e29f1-5997-45a5-bc01-6c52865e8600,c4ad3263-dae6-4451-b101-4a27d7ee2a1e,c2,c1,3387,?,p2,
1769756984.1401238,CREATED,402e2a9c-6b58-40b9-b7e9-38ec10632615,b5edce06-0655-4303-a7da-eebdc51deabd,c2,c1,26,?,?,surb={'id': '01ec0266-6f64-4712-8c7e-07ba7b0b135b', 'route': ['p1', 'e10', 'i10', 'x1', 'p2', 'c2']}
1769756984.241445,SENT,a75fe92b-c054-45a1-85bf-2aa0a92c5753,95a93389-f010-40ec-be87-ab0a3f655ed6,c2,c1,3392,?,p2,
1769756984.2415752,CREATED,9fec2f4b-b8f1-4bda-af60-b69a1556eb78,28ad2476-a0cb-4d81-bdd9-6f62748c8ac3,c2,c1,27,?,?,surb={'id': '836d8c97-c716-4da5-851f-3c87a2ff9512', 'route': ['p1', 'e11', 'i8', 'x7', 'p2', 'c2']}
1769756984.3285005,SENT,e902cf17-cc68-483e-917e-fadbacd9e2a6,9f533f68-8887-47db-a7ad-0b4213009152,c2,c1,3359,?,p2,
1769756984.3286347,CREATED,7cbe0b1a-9ad9-46e2-b79a-de60b6eb9842,ad4152a5-ca01-4dc8-b3f8-6ee25ae94c1b,c2,c1,26,?,?,surb={'id': '36a35847-a786-4a47-bbce-8c087be1a9e0', 'route': ['p1', 'e4', 'i8', 'x10', 'p2', 'c2']}
1769756984.4354534,RECEIVED,04975001-c375-44f4-a20f-6169c4448876,3926e282-eb10-4a1a-b924-cad9be4627de,c5,c2,25,p2,?,surb={'id': 'cfc6e9a8-8669-4c39-8e58-ec4075bd6819', 'route': ['p2', 'e5', 'i1', 'x4', 'p2', 'c5']}
1769756984.515435,SENT,20617f4a-8c54-4f59-96a2-591e2354c621,d85d1523-65fb-4680-b458-e0ddbbc6d70b,c2,c1,3371,?,p2,
1769756984.5155838,CREATED,c90c3965-911d-4ce9-9e5e-9d50fa491777,d365b6a1-006f-4e9e-84de-da6145310f48,c2,c1,27,?,?,surb={'id': '37b31d94-2e1f-45d9-83a0-928a55b1608b', 'route': ['p1', 'e4', 'i7', 'x8', 'p2', 'c2']}
1769756984.6053345,RECEIVED,1e28e2f8-72ef-4bf4-92ab-60b2d7888c35,d4ecc085-6007-4d90-aee2-47ccbd9a56d2,c5,c2,27,p2,?,surb={'id': 'ca751677-81c4-493b-a8bc-30f353d3246c', 'route': ['p2', 'e4', 'i3', 'x7', 'p2', 'c5']}
1769756984.7305617,SENT,049c8703-e449-4485-8119-456c94eb430a,81175c2f-4e4b-4d13-a0ba-0c87d40af390,c2,c1,3381,?,p2,
1769756984.7306209,CREATED,d1de1b22-fb8c-4caf-b49f-c18e9d603119,8796cb61-1600-447f-b0cf-72692949870b,c2,c1,27,?,?,surb={'id': '85f9d5b9-6e35-4de4-9eb5-170a2f702a24', 'route': ['p1', 'e11', 'i11', 'x1', 'p2', 'c2']}
1769756985.0392056,SENT,a31e49e4-0550-43f8-8bfd-31404ffcc773,05fd0b4e-0df2-45cd-9fe9-190068e10374,c2,c1,3371,?,p2,
1769756985.0393522,CREATED,5332f486-ceef-443e-a26d-0b0e0a97c4cb,a0ee2808-7463-44ed-a878-7c282e34a32c,c2,c1,26,?,?,surb={'id': 'ecec5a10-81cc-4dfa-87b1-f8a3fed111ff', 'route': ['p1', 'e2', 'i11', 'x11', 'p2', 'c2']}
1769756985.1618874,SENT,8635bb4f-bad3-4881-b773-b9302754235a,80870842-5a0b-4b8d-b048-886374abdcb3,c2,c1,3392,?,p2,
1769756985.1619563,CREATED,ce045e4c-693a-4374-8ddf-0ca8f22c201a,320ccbd9-02ee-4021-bb87-3095f49d7aa8,c2,c1,27,?,?,surb={'id': 'dff2dc91-baa4-4829-9801-7daaa52f1cd2', 'route': ['p1', 'e8', 'i12', 'x2', 'p2', 'c2']}
1769756985.5713725,RECEIVED,9a4b8793-1847-45f5-8239-73004d63eff9,d8d2a621-320c-4ad5-a6b6-221c39c8d5bd,c5,c2,27,p2,?,surb={'id': 'fa0828f8-e2a1-4fe8-ab39-f327d19885e3', 'route': ['p2', 'e11', 'i5', 'x1', 'p2', 'c5']}
1769756985.635467,SENT,a1a56dc7-3fd9-4a53-8d3b-8068b568e3b4,8e1a2893-af23-4012-8cb3-d1e3eda964ff,c2,c1,3364,?,p2,
1769756985.6355474,CREATED,d885b12d-a2f5-4905-8115-faddd883ebd8,ca4b5c7b-16a8-4d5e-a732-464683ff3b61,c2,c1,27,?,?,surb={'id': '2d4efdf6-b885-40ff-89cd-f1a50a3edbbb', 'route': ['p1', 'e7', 'i7', 'x10', 'p2', 'c2']}
1769756985.7901213,SENT,35daf8fe-800e-4b10-aa20-0e2823810437,50127f57-8ba5-4db5-9a36-245cab29698c,c2,c1,3379,?,p2,
1769756985.7902067,CREATED,d2d64365-e6c4-4a36-b137-3897066c2805,07370c18-bb29-4c52-bed7-39a4279cf320,c2,c1,27,?,?,surb={'id': '21365576-2645-4229-845c-49d4066f15c5', 'route': ['p1', 'e4', 'i6', 'x7', 'p2', 'c2']}
1769756986.009535,SENT,9405aa6b-d26a-4b99-b5e9-0df8d0d847f0,0bcaa7a3-34e2-4c6d-bad5-4e3e2693d58d,c2,c1,3399,?,p2,
1769756986.0096207,CREATED,357c9127-a0aa-4c9b-a66f-588f932e1f28,d5cd07f4-04c8-46cd-83a8-0c938f2a9301,c2,c1,27,?,?,surb={'id': '54879f3c-a582-46bd-b572-c8c9e9e71d27', 'route': ['p1', 'e10', 'i11', 'x5', 'p2', 'c2']}
1769756986.1353908,RECEIVED,fd0c8dfc-7896-4788-976e-fba9df68f135,c8d72875-10db-4abb-88f3-04db99a8b00a,c5,c2,27,p2,?,surb={'id': '845e1a16-d87d-4d89-8666-eafc72989865', 'route': ['p2', 'e3', 'i9', 'x2', 'p2', 'c5']}
1769756986.1445909,RECEIVED,9ae9a2b7-5893-46d7-8d30-3dc20ad5f975,9f068dea-c060-450e-97c4-154be3d3377e,c5,c2,26,p2,?,surb={'id': 'df1330f4-06a6-49e9-8e06-d7fdfe7e3f4d', 'route': ['p2', 'e7', 'i2', 'x8', 'p2', 'c5']}
1769756986.2102084,RECEIVED,36caeef6-409b-4fd6-8cb2-bb1b29687019,a278f2d6-0874-40c1-8e1a-cf26d112dd85,c5,c2,27,p2,?,surb={'id': '6eafa7b0-3c3f-4551-9eda-f3471833c93b', 'route': ['p2', 'e1', 'i1', 'x10', 'p2', 'c5']}
1769756986.4450936,SENT,354b07a0-d6a9-4036-a8cb-38981e72b476,73efa91e-8766-4d51-aa95-d3e1adf23923,c2,c1,3392,?,p2,
1769756986.4452493,CREATED,41a43a00-ce92-4123-9e35-6880061670e9,ff368b99-406c-4a38-8a00-6b722d1fc31b,c2,c1,27,?,?,surb={'id': '3288a19f-66cf-42af-97cf-94b2d9593038', 'route': ['p1', 'e2', 'i11', 'x12', 'p2', 'c2']}
1769756986.9722192,SENT,7c1dad2b-c152-448b-a90a-eefd846ebebf,f9297882-06b7-4c44-9eb2-dfdea987134c,c2,c1,3355,?,p2,
1769756986.9722807,CREATED,e74aa006-2482-4feb-83f5-9f52c2cf7995,4334200f-8e1a-4dbe-ad36-bc83ae4e4704,c2,c1,25,?,?,surb={'id': '86c0cafe-2b98-438f-bb8e-3369fca71127', 'route': ['p1', 'e9', 'i5', 'x4', 'p2', 'c2']}
1769756986.9841511,RECEIVED,5f5301ed-43fc-4ccd-b923-4545bc41ef65,97a66a1e-74ab-48ea-9fd1-04701c95bf75,c5,c2,27,p2,?,surb={'id': '50a2ede7-e406-491a-b943-e1f6ba8d0d03', 'route': ['p2', 'e8', 'i8', 'x8', 'p2', 'c5']}
1769756987.1730583,SENT,2b4bdce4-227a-4b19-83eb-30012a57af4c,0f8936a7-f463-482c-8811-5f783c397204,c2,c1,3388,?,p2,
1769756987.173127,CREATED,031bba3b-a33d-4e8d-acd7-f8be6b0a2afe,8ac16818-8ad8-4b31-bf56-46947835af77,c2,c1,27,?,?,surb={'id': 'd7102423-5daf-4664-b5b0-24312cdc3446', 'route': ['p1', 'e12', 'i12', 'x6', 'p2', 'c2']}
1769756987.6591556,SENT,6e2860be-3ce9-4684-b13c-bb4581b32cc6,3cd0bae2-7b6f-4ea9-934f-ca06506beb59,c2,c1,3392,?,p2,
1769756987.6592264,CREATED,a9189917-f490-4b47-95b3-f0fee3a61d71,85139a5f-283b-4efe-9672-4a08345b3b6d,c2,c1,27,?,?,surb={'id': '47233092-50c1-41ec-a248-3d76a7799621', 'route': ['p1', 'e6', 'i1', 'x12', 'p2', 'c2']}
1769756987.8344193,RECEIVED,6009ed2e-d7ee-4474-b5e5-db38e455b9ed,7473c78b-b815-48ee-9886-13187dce2aa1,c5,c2,26,p2,?,surb={'id': 'a3f7b015-54a1-4115-a055-063fcbca2334', 'route': ['p2', 'e8', 'i1', 'x2', 'p2', 'c5']}
1769756987.9613693,SENT,aac1f1da-94ff-4e96-99f2-4d5a1ac35fc2,637339d5-b478-49fc-9f65-486d2414adb9,c2,c1,3400,?,p2,
1769756987.9614594,CREATED,e771646a-811a-4d78-aeb2-50ff05d5a3d2,95ffe420-5574-44d0-ac07-76edf41720ba,c2,c1,27,?,?,surb={'id': '63d7a9cf-ef83-4b8c-a20b-26cbefa28dde', 'route': ['p1', 'e11', 'i4', 'x4', 'p2', 'c2']}
1769756988.2334373,RECEIVED,fa9c62c8-ea87-47cf-95ea-f8ec38430989,b4662aba-b225-4bed-b7fa-4a5040b9641e,c5,c2,27,p2,?,surb={'id': 'd3131cf8-0e7b-4cfd-b24e-086b89412667', 'route': ['p2', 'e2', 'i12', 'x7', 'p2', 'c5']}
1769756988.3554013,SENT,63027e6d-61d6-400a-b50b-7dbcf3c7cf8a,7bc4b997-2c37-496c-a139-b3c6ecc795d9,c2,c1,3378,?,p2,
1769756988.3554893,CREATED,8acaca9b-fa7a-463c-a573-07de2dfbcece,04f57db6-c963-470c-aad7-b99779745dab,c2,c1,27,?,?,surb={'id': '977ac3ed-7361-4d05-8609-668cd1d16f86', 'route': ['p1', 'e9', 'i7', 'x3', 'p2', 'c2']}
1769756988.4654872,SENT,261d8136-4d39-48c3-9b28-1511a56c3155,d954fd28-7270-4fee-a2a5-870ca66ef1d1,c2,c1,3380,?,p2,
1769756988.465686,CREATED,15e3b39e-f57c-452b-bb1e-4c0554b9b45f,33675500-ac66-49a3-9804-bea57b8e8ea5,c2,c1,27,?,?,surb={'id': '6a597c59-db6d-444d-aad8-114264e439c2', 'route': ['p1', 'e4', 'i7', 'x1', 'p2', 'c2']}
1769756988.5198376,RECEIVED,cb4ddbde-aac0-4411-9933-4332771fccd1,7357696d-4684-4b08-ac66-52faec31fc58,c5,c2,26,p2,?,surb={'id': '110e958a-ed13-4b63-a7a8-603038417e84', 'route': ['p2', 'e12', 'i6', 'x2', 'p2', 'c5']}
1769756988.5613065,RECEIVED,eea89f86-14d5-48f5-9066-1cdbb3104c0e,f7b26f80-6aca-4954-a05b-17aac0b7816c,c5,c2,26,p2,?,surb={'id': '362deb78-a455-47aa-8c61-401080a8d1e1', 'route': ['p2', 'e5', 'i1', 'x9', 'p2', 'c5']}
1769756988.7226477,SENT,f4265263-64c0-4989-a8d1-14992cc23af5,6aeeee80-4a8f-429b-934a-d9d9ea7ba983,c2,c1,3367,?,p2,
1769756988.7227323,CREATED,197d4426-87f2-40a9-801c-f12f76fe9bce,ce8eb9ec-c96c-4817-b0fe-e266aaef28a1,c2,c1,26,?,?,surb={'id': '49bf182b-4b2b-4901-b920-3908ceb6e88f', 'route': ['p1', 'e8', 'i1', 'x1', 'p2', 'c2']}
1769756989.279287,RECEIVED,a191ccc5-3794-4b32-8909-0aa46a95fc81,a19b7f9d-3561-4a76-8735-0eab1fe2f9e5,c5,c2,27,p2,?,surb={'id': '6454ef03-9232-4a4b-bda1-bbb02e956382', 'route': ['p2', 'e1', 'i11', 'x10', 'p2', 'c5']}
1769756989.3529441,SENT,42bf18df-5503-4693-b3a7-76d7bdd50322,42c770ae-f352-4e06-9494-dfc33c16ace0,c2,c1,3364,?,p2,
1769756989.3531024,CREATED,479638e7-065e-43b6-92a6-5f77b1c57924,fab642ef-0eb2-44d0-9d7a-cd0e67636c89,c2,c1,25,?,?,surb={'id': '2dbc0a56-76ef-4350-924c-b3542eda68ab', 'route': ['p1', 'e1', 'i12', 'x2', 'p2', 'c2']}
1769756989.8307574,SENT,20a9503b-28e0-4990-848e-ab908b991830,1a0e1d6c-ea32-4c47-87ee-14758749c2b4,c2,c1,3359,?,p2,
1769756989.8308856,CREATED,2e5b98d7-a7eb-4490-9e18-dd41807fc660,6e3f10a3-1d19-40c0-bdb6-4af9af925f2f,c2,c1,27,?,?,surb={'id': '6778808c-9ea1-4541-b20e-7595f27159dd', 'route': ['p1', 'e7', 'i7', 'x2', 'p2', 'c2']}
1769756989.8820953,SENT,8a8ba7d8-9f90-412b-913d-b34410f5aac6,baf92744-aebe-4593-88d4-2a3992c35974,c2,c1,3371,?,p2,
1769756989.882232,CREATED,dd6a2703-0f1d-4410-857b-3178a7186a32,10e9da29-5fb2-42f7-97ad-4f02f6ef1c29,c2,c1,27,?,?,surb={'id': 'a1cba9de-f544-49aa-816b-3f1c53202bbe', 'route': ['p1', 'e4', 'i7', 'x6', 'p2', 'c2']}
1769756989.8846302,RECEIVED,ea042441-4707-49fe-a315-6950486a7a6f,c817a5f5-e925-458a-ab91-2575e006c5dd,c5,c2,27,p2,?,surb={'id': '3eea1f35-a380-42b7-9d41-a6803cf66ffa', 'route': ['p2', 'e4', 'i5', 'x8', 'p2', 'c5']}
1769756990.0362651,RECEIVED,1782576b-d016-42f8-b97c-8729d384a080,b3e1ee26-cc8e-4175-961a-74c2d4f52682,c5,c2,26,p2,?,surb={'id': '2887ebbc-fe75-44ba-b4ae-c3d9088e7878', 'route': ['p2', 'e11', 'i11', 'x10', 'p2', 'c5']}
1769756990.0889592,SENT,db8397ae-5c4b-4dbe-98e8-d01f7ba64724,6dad7b03-35e1-4776-bf16-0c97f784d63d,c2,c1,3396,?,p2,
1769756990.089266,CREATED,c7ad6c47-0029-4f09-80c1-d4b40dd5ddc8,ee723896-553f-4e17-abe2-8b18da3481f2,c2,c1,27,?,?,surb={'id': '151ecdc8-e7a8-45ff-bdef-479a74bf5dfc', 'route': ['p1', 'e12', 'i12', 'x8', 'p2', 'c2']}
1769756990.6465204,RECEIVED,fa51fb2a-7c96-4fe2-8ac5-94310e69d405,3cec62b2-281e-462f-a1af-7b0bbf478298,c5,c2,27,p2,?,surb={'id': 'a17eb073-25aa-4075-9f1b-2b947674d497', 'route': ['p2', 'e12', 'i5', 'x6', 'p2', 'c5']}
1769756991.057646,SENT,a41e2e02-49e4-4297-bca8-a3d4fec4d09f,834e0f24-9cc6-4016-a7fb-a08229fc9001,c2,c1,3384,?,p2,
1769756991.057776,CREATED,02224c1a-fb45-4bc2-838e-ca410ec40253,69b02552-8770-4fb2-aced-1099896fb7d9,c2,c1,27,?,?,surb={'id': 'c43611fb-991b-491a-b24f-460e5fa6f5b0', 'route': ['p1', 'e12', 'i7', 'x6', 'p2', 'c2']}
1769756991.1185882,RECEIVED,4be36fff-b586-4a27-8128-abba8562aa47,9e044722-b05f-4d1b-b688-6243bee5cb34,c5,c2,27,p2,?,surb={'id': '6d1390bb-cefa-491d-bca6-fa2ab64b43ee', 'route': ['p2', 'e9', 'i5', 'x8', 'p2', 'c5']}
1769756991.4973695,RECEIVED,7cc2a052-abdb-41fb-8f2a-8b3f182dfa5d,0aaed0e4-76d1-4270-9ef0-b4f52ea20f43,c5,c2,27,p2,?,surb={'id': '6ce8a90a-37b3-4bb0-a1b7-c2b69debb4fa', 'route': ['p2', 'e1', 'i6', 'x1', 'p2', 'c5']}
1769756992.002656,SENT,d65fc3b4-c7a0-4058-954c-6c3972bf53a3,5001439b-0a6d-4640-b5d6-fcb67a21b574,c2,c1,3388,?,p2,
1769756992.0027819,CREATED,da6363a0-2fa4-4b22-aaf4-8a5d42d799db,49631b81-0076-4d41-aec6-7fdfd5a4258c,c2,c1,26,?,?,surb={'id': '07761d6d-d834-4992-a8f2-64b5f00a04b3', 'route': ['p1', 'e6', 'i1', 'x12', 'p2', 'c2']}
1769756992.1913357,RECEIVED,bd9001cf-1bd7-4ede-8329-401bdf6d095a,5981c07e-9c19-4290-891c-7924a87a8b34,c5,c2,27,p2,?,surb={'id': '3bb9311e-8e14-4af0-b70b-67ccfe87a457', 'route': ['p2', 'e10', 'i2', 'x10', 'p2', 'c5']}
1769756992.7840018,RECEIVED,84497b48-68c0-48d7-adf2-00abb4d0be1f,652af75a-52d2-43fa-8d9f-b6e4016d3ccd,c5,c2,27,p2,?,surb={'id': '5cb22570-c9ad-4ec8-ba37-48fd6eb77341', 'route': ['p2', 'e4', 'i7', 'x9', 'p2', 'c5']}
1769756992.784802,SENT,8c2f4629-be9e-4f0c-b26b-d5cb0916416d,c74ae235-6d8f-4975-946e-b426bbf6ebe5,c2,c1,3391,?,p2,
1769756992.784912,CREATED,55264657-fbd9-46f3-a12d-f0e239408c9d,f8a63e83-288e-497b-85a5-a41e8f005cce,c2,c1,27,?,?,surb={'id': '19da3e1b-ffa1-414d-a403-3e2cc888c1f1', 'route': ['p1', 'e4', 'i3', 'x12', 'p2', 'c2']}
1769756992.8389986,RECEIVED,a3332e71-7d0a-4966-a4fd-33d4b952853b,47a9d689-0711-4079-8bc0-6a5f2ea312aa,c5,c2,27,p2,?,surb={'id': 'ed82e5db-c1a3-4a83-b056-af251aaa20a1', 'route': ['p2', 'e12', 'i11', 'x2', 'p2', 'c5']}
1769756993.1933448,SENT,fdf35661-ce1a-49e6-a3ce-7c7f5f8f6a5d,ac23cbba-7061-4699-9be9-bba844ff299c,c2,c1,3396,?,p2,
1769756993.1934736,CREATED,39f2be88-6234-49d8-8a0e-7fd2bed5a4c6,513d8fa3-debe-4bfc-b448-a2959709880f,c2,c1,27,?,?,surb={'id': '92117940-cf8c-4a54-a409-e897be7d8e2b', 'route': ['p1', 'e10', 'i3', 'x11', 'p2', 'c2']}
1769756993.2575822,RECEIVED,6c55a526-6ce6-4ab1-bb44-10f140561ebb,2ec8334b-745a-44d9-9f0e-8244268106a8,c5,c2,27,p2,?,surb={'id': '9215e9dd-91e7-4ceb-871f-9cc9398038b7', 'route': ['p2', 'e5', 'i2', 'x6', 'p2', 'c5']}
1769756993.4018548,SENT,4d5a495a-4f0c-4dac-8b7b-eea2480cab84,1f8a2d83-e886-444c-8ee2-917591f10a4d,c2,c1,3356,?,p2,
1769756993.4019856,CREATED,009f55a1-d598-47fb-89d7-d2feae1b5c23,4f87d8aa-495a-4c86-aea3-e5b7ec60f790,c2,c1,25,?,?,surb={'id': '425efb9c-2f9f-4569-a879-8c1364c5ebff', 'route': ['p1', 'e7', 'i12', 'x7', 'p2', 'c2']}
1769756993.5705068,RECEIVED,908fa336-75e5-471b-bd60-9319542c5ea5,7cdf26d3-b04b-4ab1-80c3-320cc29535d7,c5,c2,26,p2,?,surb={'id': '086c1278-d718-4b48-8c4c-8005a1386cf1', 'route': ['p2', 'e11', 'i8', 'x3', 'p2', 'c5']}
1769756993.8339097,SENT,ff75495a-3303-45b6-a11a-8ee88266650d,09354ac6-9582-4d35-9569-d186938f6bd7,c2,c1,3379,?,p2,
1769756993.8340034,CREATED,85262395-4232-44a3-8d15-b1dc0d1ae02b,05bb623e-6c84-4dd1-b32b-16ad6d117844,c2,c1,27,?,?,surb={'id': '3b6015a6-7632-4b02-8714-63c72062826d', 'route': ['p1', 'e10', 'i4', 'x2', 'p2', 'c2']}
1769756994.020061,RECEIVED,f6a78ca7-fe05-4c3b-94cb-20a54725dec8,064a0f0a-1e0d-4297-8e5d-e16ef915eda1,c5,c2,27,p2,?,surb={'id': '7a1deac6-224d-48e3-81fb-e6f7f05a5560', 'route': ['p2', 'e1', 'i7', 'x2', 'p2', 'c5']}
1769756994.0281155,RECEIVED,29843f8b-7938-49b5-8305-211205c72a14,94fcbcaa-028e-4985-a266-8b0bd608da06,c5,c2,27,p2,?,surb={'id': '9daed55c-a6f9-4c9e-adbc-394133359982', 'route': ['p2', 'e11', 'i6', 'x6', 'p2', 'c5']}
1769756994.0519447,SENT,737a2dcd-059c-43f8-b039-8a658b46e076,f72bbe47-9463-4132-b2e2-52ed3cd345c5,c2,c1,3380,?,p2,
