timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769763469.5669203,CREATED,0b30c68a-f6df-401c-989e-11389b4873db,d3f9350b-bab2-4a8d-98b3-f9f616643fc4,c4,c3,27,?,?,surb={'id': 'b7292f91-1e74-4954-b10a-01cc95f2dca3', 'route': ['p3', 'e6', 'i3', 'x7', 'p1', 'c4']}
1769763469.6557753,RECEIVED,d5bf3752-0480-4e51-bc4e-66e48bb20930,7e54916c-896e-4818-bfeb-df8adacc7e48,c2,c4,27,p1,?,surb={'id': '8f0e790f-a979-403a-a2dd-808dabe49975', 'route': ['p1', 'e10', 'i1', 'x5', 'p2', 'c2']}
1769763469.6637125,SENT,6333b439-cf83-4a5b-af50-ef6aee823195,72fb0c7d-c9c2-4e19-a61a-5bdb07d0153a,c4,c3,3390,?,p1,
1769763469.6639946,CREATED,b513d446-4ac0-476a-a2bb-75eb13a7e8c3,d45a5039-3829-4062-87f8-96864a19d21c,c4,c3,27,?,?,surb={'id': 'c4cd447e-9bc0-4bf8-a80a-7962723bbd7c', 'route': ['p3', 'e11', 'i7', 'x9', 'p1', 'c4']}
1769763469.7197912,RECEIVED,e796b9a5-0d00-44c4-936e-c811ebb42588,d9fec514-dc45-464d-b81d-bb068b8573b1,c2,c4,26,p1,?,surb={'id': 'c74929d5-3bc3-46e7-9f49-9a9b07b88254', 'route': ['p1', 'e5', 'i2', 'x1', 'p2', 'c2']}
1769763469.7884297,SENT,8f840788-0e35-4e94-a77b-874fcdb407b9,86cd75db-22d6-4ad7-9197-fcda27a17d3e,c4,c3,3355,?,p1,
1769763469.7885025,CREATED,a23a9b51-6869-49eb-8ce6-810aeed87127,e30ac411-c6b4-4eec-9d05-0ee27d332afe,c4,c3,25,?,?,surb={'id': '49b0886f-c909-4b7a-a63b-f1278194cd92', 'route': ['p3', 'e7', 'i8', 'x6', 'p1', 'c4']}
1769763469.9239695,RECEIVED,90973f08-b22d-4278-97bc-b720b7ac2dfb,021e1554-ebb5-4917-9c6a-0b6bba522f17,c2,c4,27,p1,?,surb={'id': '1dbffa77-6927-4409-a655-346b822807b1', 'route': ['p1', 'e5', 'i7', 'x2', 'p2', 'c2']}
1769763469.9472244,RECEIVED,1035c472-4bb0-4bd5-9cd3-be567ef40b7d,c82603a1-1a53-440c-9917-07f81f1bef18,c2,c4,26,p1,?,surb={'id': '80296e2a-7fbe-470d-b7db-87328fdf1906', 'route': ['p1', 'e4', 'i8', 'x7', 'p2', 'c2']}
1769763470.0063725,RECEIVED,c9e1f019-5494-4488-b288-4d00f5803729,7fbd7b6b-ca41-4624-bb39-2e342e1d307d,c2,c4,27,p1,?,surb={'id': 'f5a1a5a9-049c-4d96-9e75-9fb6cf2d793f', 'route': ['p1', 'e2', 'i7', 'x5', 'p2', 'c2']}
1769763470.3052592,SENT,9fda8e21-0e38-4ceb-aa17-910f45c41838,1c133e5a-93aa-4c18-8302-7889a8b8d541,c4,c3,3359,?,p1,
1769763470.3053315,CREATED,a8106a88-57ba-4e2c-bf38-a1c5d2fe5026,51635929-ea0e-4ad3-ba0d-1e0cbf45ef28,c4,c3,26,?,?,surb={'id': 'a552092d-6949-45ac-8337-56575aefd64c', 'route': ['p3', 'e12', 'i1', 'x3', 'p1', 'c4']}
1769763470.5595136,RECEIVED,b8f4d859-9b38-494e-8245-1bc100dc39b7,c6e18c95-3ed4-42ae-8081-428671f44a90,c3,c4,27,p1,?,surb={'id': '69c719db-f6be-4119-b547-024f0d9be4a4', 'route': ['p1', 'e6', 'i4', 'x3', 'p3', 'c3']}
1769763470.562028,SENT,c948671f-f72a-4fff-a5f8-096d280092db,021e0e8f-e1b3-4e43-8297-23e4a163a8db,c4,c3,3368,?,p1,
1769763470.5627308,CREATED,c463c6d8-f422-40e8-95a9-7e7bfd2ec00d,8db515a7-4f8a-4aac-9827-d6812806089e,c4,c3,27,?,?,surb={'id': '645c3c1c-0cd9-4309-b19d-8065440c40f1', 'route': ['p3', 'e7', 'i1', 'x6', 'p1', 'c4']}
1769763470.747768,SENT,df6432d4-15e9-40f4-942a-994d209fac85,eb739f4e-4f67-4f7f-a312-5a297589fcd9,c4,c3,3391,?,p1,
1769763470.7478397,CREATED,ef110ed3-ff75-4967-ad68-d9d08d1ba58a,1622011f-2040-46d5-8c00-b6b7da26d596,c4,c3,27,?,?,surb={'id': '5c80b9f9-9c4f-43c0-9f52-83a21355139d', 'route': ['p3', 'e3', 'i2', 'x6', 'p1', 'c4']}
1769763471.1911411,RECEIVED,24ba516f-4c3d-4f23-870e-2f7974cf8d33,507bbc12-e0f3-4281-93cd-eacef9fa0931,c3,c4,27,p1,?,surb={'id': '7c727f6c-befb-408e-aba5-cad0e1e05948', 'route': ['p1', 'e12', 'i11', 'x9', 'p3', 'c3']}
1769763471.2330234,SENT,b14bbca0-8f63-450a-a8df-8dad96dd562e,fa3f36b5-2449-4e0d-8189-dd6f2d2c57fb,c4,c3,3401,?,p1,
1769763471.2338312,CREATED,fd023c34-f3bb-482c-93a6-104df92306e0,5a3fbb07-ad23-4ead-99e4-0aaa2cdfad43,c4,c3,27,?,?,surb={'id': '3cf37bec-2611-4146-b1d4-dd0c801ec157', 'route': ['p3', 'e1', 'i10', 'x1', 'p1', 'c4']}
1769763471.2635539,RECEIVED,612e4030-3e23-476c-942b-c3668341ebb9,46ebadc4-4c62-4bac-b72d-a374428a7d1a,c2,c4,27,p1,?,surb={'id': '0e1f026b-fbed-4bbe-b00c-75cbf12ba49c', 'route': ['p1', 'e12', 'i12', 'x9', 'p2', 'c2']}
1769763471.3197799,RECEIVED,ef18e244-961f-4de4-b36f-631a2589831d,95863b74-4261-4060-8da0-da64156c0930,c3,c4,27,p1,?,surb={'id': '5ffd1405-ebc1-476b-bb5e-ed124ad6df22', 'route': ['p1', 'e2', 'i10', 'x9', 'p3', 'c3']}
1769763471.3603559,SENT,4a2f4f3e-89af-49d7-9df0-0b87ce356cec,9eba8b14-473c-4afe-b04c-5bf259a8c3fa,c4,c3,3399,?,p1,
1769763471.3604684,CREATED,10e8ac7a-3a5f-4b5f-9a4b-47d2c905065f,e1d6354c-c091-4135-94fb-53da3d8301cb,c4,c3,26,?,?,surb={'id': '4d2e16fe-d76e-4e06-842e-7221a0d64a22', 'route': ['p3', 'e10', 'i10', 'x10', 'p1', 'c4']}
1769763471.3636873,RECEIVED,6ca0926d-5133-4908-b38d-85bc00e9c1bf,66edde77-4eb5-49bf-9895-926ad55caf58,c3,c4,27,p1,?,surb={'id': '58ca97dd-23c2-4b58-b6f8-a3779f0d0258', 'route': ['p1', 'e2', 'i9', 'x2', 'p3', 'c3']}
1769763471.5113387,RECEIVED,24cb9532-1e09-4e0b-98ef-0d35e8313c83,ae64b2d1-f20d-4db6-a96b-396f08645ec0,c3,c4,26,p1,?,surb={'id': '196e0f0f-1074-4452-b433-300d2f186e9c', 'route': ['p1', 'e4', 'i1', 'x1', 'p3', 'c3']}
1769763471.516456,RECEIVED,7b2a3b4f-ad7a-4358-b2c9-2e2dd7270efe,e8d01fc4-1534-4b80-8393-9904e0c3a86a,c3,c4,27,p1,?,surb={'id': '4502fcb5-09b9-4eb1-9298-2408f24bb2af', 'route': ['p1', 'e8', 'i3', 'x11', 'p3', 'c3']}
1769763471.6743467,SENT,f27efd58-ee40-45b7-9353-c136b5d66405,9956733c-1fbd-4da2-a642-a08ca0455e94,c4,c3,3387,?,p1,
1769763471.6744545,CREATED,47ea22ab-14fa-4106-915f-b93e6c5ef630,8de44139-e04a-4e8c-a7e7-c3418f01ff91,c4,c3,26,?,?,surb={'id': 'a6519a75-e6d4-43d2-b33d-2d33de9ca6fb', 'route': ['p3', 'e7', 'i4', 'x2', 'p1', 'c4']}
1769763471.7045124,SENT,2d96ecac-83b1-4488-aeba-e12c3a48ee26,b44f3304-3b2d-4d36-bde0-e61b69199479,c4,c3,3376,?,p1,
1769763471.7046235,CREATED,d86917b9-d50d-4a72-9a11-f7305f6024d6,04bd3ce2-8906-430e-8b0f-138101cd234c,c4,c3,27,?,?,surb={'id': '7db7fe3f-3fb0-4af8-9322-676b928278ba', 'route': ['p3', 'e6', 'i2', 'x7', 'p1', 'c4']}
1769763471.7502055,SENT,bcfab0ec-7f94-433d-a29d-9548c46208ae,42d0704b-d3b0-46d5-9616-e8faf26a735d,c4,c3,3392,?,p1,
1769763471.7503288,CREATED,b13bf790-f1e6-4db7-a16d-2ad9edaf6e99,1582b54f-6e96-4e4e-9fda-bb11f50d6ced,c4,c3,27,?,?,surb={'id': 'a91ee9ca-8d3a-4ba1-89a2-dd5b17df67de', 'route': ['p3', 'e4', 'i11', 'x7', 'p1', 'c4']}
1769763471.7859776,RECEIVED,d3f0924e-e512-423a-ad0f-c3dc3f11a0bf,2a98ef77-b8ee-463b-963d-a475351175ec,c3,c4,27,p1,?,surb={'id': 'a5183398-5451-4647-af67-72063927b530', 'route': ['p1', 'e10', 'i5', 'x8', 'p3', 'c3']}
1769763471.8327372,SENT,488872c6-71d9-41e0-93a0-679dab4bd807,cf10b527-fd9a-4f67-8813-80e900cfb084,c4,c3,3382,?,p1,
1769763471.8328483,CREATED,6a66304c-3ac8-4d9a-83ae-759334bd9918,cb0f458b-621d-41fd-9c91-cd5f1e9abd78,c4,c3,27,?,?,surb={'id': '6e1df86b-6d48-4692-b9df-0ff84a9d2987', 'route': ['p3', 'e7', 'i6', 'x5', 'p1', 'c4']}
1769763472.0667028,RECEIVED,fe42af5f-4193-4b8d-8ade-5b584dfea89f,3fe7d720-71cb-4c69-baca-875add9754c2,c2,c4,27,p1,?,surb={'id': '480a1213-6090-4c7b-8fe1-2495e2b20320', 'route': ['p1', 'e8', 'i1', 'x8', 'p2', 'c2']}
1769763472.2111528,RECEIVED,eaa475d5-f564-43dd-aa23-54d45c8bb79b,9d19ffe1-909f-48c0-ba9a-998b0839c765,c2,c4,27,p1,?,surb={'id': '76709c14-c8dc-4b3d-82cc-e035d8ea894f', 'route': ['p1', 'e7', 'i12', 'x2', 'p2', 'c2']}
1769763472.3231003,RECEIVED,26924d07-ff7e-4e3e-a94e-63bc4ed2324e,05c890e9-e896-4ca1-9151-8d548cacd1fa,c2,c4,27,p1,?,surb={'id': 'fa641114-c0b7-4f69-89a5-9a2aa9d9b61e', 'route': ['p1', 'e8', 'i8', 'x11', 'p2', 'c2']}
1769763472.3584504,SENT,442ef872-c7bb-4f48-bdde-7b7a548db745,d9a43d65-79b0-4dbc-af48-596a0ffec682,c4,c3,3389,?,p1,
1769763472.3586175,CREATED,4ff0db37-0558-4353-97af-659dd17c68bf,2ff443e8-4461-4e08-8174-aa73c95d6f30,c4,c3,27,?,?,surb={'id': '473284d3-1684-47cb-b8fd-3257c3168bca', 'route': ['p3', 'e9', 'i7', 'x9', 'p1', 'c4']}
1769763472.5033486,RECEIVED,ae8b5f77-5fc2-4b0f-9ce4-f5e45e7d0926,83f9576d-318d-47f3-8835-d75b78733d24,c2,c4,27,p1,?,surb={'id': 'd4f81fd4-863b-4009-8b91-fc9001c3fbde', 'route': ['p1', 'e10', 'i3', 'x4', 'p2', 'c2']}
1769763472.7350752,RECEIVED,0e99a8fe-b0f4-4d4c-8561-6261c1866bb1,43aaa60c-b659-44a3-a1d9-1ee371d20747,c3,c4,27,p1,?,surb={'id': 'f86b4899-6b81-422d-9c31-4d2efbf2f403', 'route': ['p1', 'e3', 'i1', 'x8', 'p3', 'c3']}
1769763472.7734692,RECEIVED,1dc1888c-df45-4ce9-9263-addd6c4b941f,0e69ee89-d91f-468e-adbd-68cc81fe441a,c3,c4,27,p1,?,surb={'id': '999d0039-aadb-4031-9a22-6c97b485ecb7', 'route': ['p1', 'e2', 'i6', 'x8', 'p3', 'c3']}
1769763472.829474,SENT,7ba75171-4f59-49a8-b2b5-83643bf8a183,69604f90-0a29-424d-8adc-3717f6e65e4f,c4,c3,3376,?,p1,
1769763472.831227,CREATED,f70e1029-2631-40f9-a89a-9f85842cc4f1,ba01323f-ea1e-479b-b3fc-c2c0763605d6,c4,c3,27,?,?,surb={'id': '9055edc9-3980-4d04-bbc6-069c5f9b0b27', 'route': ['p3', 'e12', 'i7', 'x7', 'p1', 'c4']}
1769763472.957856,RECEIVED,d4548217-705e-4719-be88-5873432142d0,0495868b-c63d-4f26-8d86-f6e4dfb7f5f2,c2,c4,26,p1,?,surb={'id': '93c44555-f05c-4425-9c52-5ecfb7619acd', 'route': ['p1', 'e3', 'i5', 'x2', 'p2', 'c2']}
1769763472.9846673,RECEIVED,a82eb74a-5376-4dfb-b274-1c98cc8a7123,cd82460f-b8e2-4d67-9a74-ded078f0dfcc,c3,c4,27,p1,?,surb={'id': 'b5603623-8a0e-42bb-ae3e-3f30fd242bc4', 'route': ['p1', 'e12', 'i11', 'x2', 'p3', 'c3']}
1769763473.0367754,RECEIVED,5672baa3-a263-46f2-8fd0-82162f1d53f5,0c0a25d2-230b-466c-865a-23c9f4b00f10,c3,c4,27,p1,?,surb={'id': 'a53b6c14-0829-440f-bfe7-180b44751fa1', 'route': ['p1', 'e3', 'i8', 'x5', 'p3', 'c3']}
1769763473.098724,RECEIVED,3281033d-46e0-4bae-8693-483813ee4ed8,1a6d2273-94b1-4b72-8f5d-369889d948c9,c3,c4,27,p1,?,surb={'id': '5b58b09e-3889-4186-9614-8d740be0708a', 'route': ['p1', 'e9', 'i7', 'x5', 'p3', 'c3']}
1769763473.111377,RECEIVED,1109992a-4a98-4f07-9947-22c6052cab0a,0dda75f9-3aa0-42b4-b288-87ec7c45a6b3,c2,c4,27,p1,?,surb={'id': '5350f528-4344-41b2-ac3e-1f53b92e1ce0', 'route': ['p1', 'e8', 'i12', 'x2', 'p2', 'c2']}
1769763473.501546,RECEIVED,e96fd0fa-0d16-49a3-b628-c15dbcaa1c3f,bbc054e8-88c2-4915-a716-09b9b0509539,c2,c4,26,p1,?,surb={'id': 'dd96caf3-ba56-497c-8a39-e57fb1f2c4ee', 'route': ['p1', 'e2', 'i10', 'x1', 'p2', 'c2']}
1769763473.5835197,SENT,dd9c7603-bcbc-4741-b291-c6f93cb7ae65,83b1d935-ce04-4d17-a042-a82b5f932c2a,c4,c3,3389,?,p1,
1769763473.5836139,CREATED,173b127b-ca95-4f1f-aa6a-5194d67a444d,ea611e83-2f0e-4f81-aeb4-672f567343bb,c4,c3,27,?,?,surb={'id': '7fb83213-ea82-49b5-a6ca-99b36881f08a', 'route': ['p3', 'e8', 'i1', 'x9', 'p1', 'c4']}
1769763473.5920286,RECEIVED,0ed370ca-6f04-4743-b6b9-cfe2ffc6bc0e,a879568b-84e9-4682-83fa-e3bc24f43c8f,c3,c4,27,p1,?,surb={'id': '7a6c9a85-a938-4f74-8d16-e4065adecf71', 'route': ['p1', 'e3', 'i8', 'x10', 'p3', 'c3']}
1769763473.707832,SENT,14d76bc1-9e1a-46f7-a87c-aefe896c0a3f,768ad87c-426f-4332-beec-a284c8c5b17e,c4,c3,3368,?,p1,
1769763473.7079813,CREATED,668c68f8-32a1-490e-abcd-c870080b252b,38dc1ba3-cb9e-4e9c-8833-fd8122b7a428,c4,c3,26,?,?,surb={'id': '12bc068f-db09-47f8-9862-0766d8dedffd', 'route': ['p3', 'e5', 'i7', 'x9', 'p1', 'c4']}
1769763473.8235373,RECEIVED,f13d6287-15f3-4fe2-bcec-253f6f73ecdf,38721ae6-e9ab-4f1d-a610-b59ee5021394,c2,c4,27,p1,?,surb={'id': 'aaa58d46-2408-48d2-b800-f427d7ec61a7', 'route': ['p1', 'e11', 'i3', 'x3', 'p2', 'c2']}
1769763474.3154023,RECEIVED,3a266b36-0cad-49b6-9d3b-d9a8ae44abe6,6aaa88aa-1f68-441e-951b-df5e25c01672,c3,c4,27,p1,?,surb={'id': '31125173-38cf-4901-861c-84f11e78e8a9', 'route': ['p1', 'e11', 'i12', 'x12', 'p3', 'c3']}
1769763474.394872,SENT,9cc4c8e3-aa9a-4b08-95a7-12225f096c1f,f827efe1-770c-4b39-aaca-07247b5907b0,c4,c3,3392,?,p1,
1769763474.3949597,CREATED,9c521764-377e-4cab-a137-ca855edfd0e7,3044c0f7-bf30-4a44-b95c-b31e9c791692,c4,c3,27,?,?,surb={'id': '4cf6cc3f-e884-42ad-9c2c-19247ca9438b', 'route': ['p3', 'e11', 'i8', 'x8', 'p1', 'c4']}
1769763474.4791715,RECEIVED,75b14ad1-9ff9-4df0-9f15-3c1fe085ee4b,e066fbd4-92b9-47c5-909a-1b55e1d5719a,c3,c4,27,p1,?,surb={'id': 'bc99d06d-ccff-4043-8d74-d8d9501a3a39', 'route': ['p1', 'e4', 'i11', 'x11', 'p3', 'c3']}
1769763474.4975996,RECEIVED,894585e9-c760-4c03-a9db-3be6d3f74d57,49d5cd07-fd6d-45b1-b370-8b03d05134d4,c2,c4,27,p1,?,surb={'id': 'e40ee25d-6077-4c7d-b5af-202973b39494', 'route': ['p1', 'e10', 'i7', 'x10', 'p2', 'c2']}
1769763474.7042847,SENT,f67d56b5-82d2-4b19-8d7d-3842c1dcc682,a2499eab-bb98-42be-a877-6673c3137606,c4,c3,3367,?,p1,
1769763474.7043772,CREATED,2af56dd8-650f-439a-b86c-61f71d45c0be,21772ab7-f7af-436e-a917-8fa9e7d71856,c4,c3,26,?,?,surb={'id': '5dc8955d-b3ba-4d3a-9bbf-b6571a872a2a', 'route': ['p3', 'e6', 'i8', 'x1', 'p1', 'c4']}
1769763474.7928615,RECEIVED,d7d7b071-8da6-487a-a24b-3e4943710c9f,3b485655-3e0c-4a76-af4b-6ac02ca010a7,c2,c4,27,p1,?,surb={'id': '29a6bbc3-5364-452d-99a2-70877f86271c', 'route': ['p1', 'e7', 'i9', 'x5', 'p2', 'c2']}
1769763474.8392086,SENT,4dea5c35-d4d8-497f-a9ec-14ef3f615e42,486480a1-67d3-455f-85e0-3b38153a3f39,c4,c3,3360,?,p1,
1769763474.8393033,CREATED,d2491a31-bd64-4198-b6f9-06e5e5e23d0a,d9dad602-0b32-460a-afe1-b1404d13be02,c4,c3,27,?,?,surb={'id': '96cdf170-eb65-4adf-8f76-0e8b19d82cce', 'route': ['p3', 'e5', 'i1', 'x12', 'p1', 'c4']}
1769763475.3180025,RECEIVED,b92fb595-2779-4f69-887b-918cb337c0a6,76203b52-f77d-4e71-ab1d-5f1dd6a0c8d0,c3,c4,27,p1,?,surb={'id': 'b842ffd5-f791-42ff-8364-843b8f2f313f', 'route': ['p1', 'e8', 'i11', 'x10', 'p3', 'c3']}
1769763475.3296509,SENT,2a4e5856-63cd-4986-a33a-d50bd3433b6a,2a530578-9b66-4280-ba88-d8facb3f5ff2,c4,c3,3384,?,p1,
1769763475.3297443,CREATED,bcb30c97-1f9a-48ad-8155-687fff90f62a,c3d7ed33-1d53-4728-9e27-26b9811c757f,c4,c3,27,?,?,surb={'id': 'cbc5b44e-15f3-4e3c-89df-e4037642659b', 'route': ['p3', 'e5', 'i3', 'x3', 'p1', 'c4']}
1769763475.4926572,RECEIVED,a222ad45-b458-4c9c-b8c7-fb1cc523ff1f,07e8e3a3-30ea-4e7d-95f1-e825fee7a2ff,c2,c4,27,p1,?,surb={'id': '2ef09878-cb09-4e07-9291-4ba1cc98ff26', 'route': ['p1', 'e11', 'i7', 'x7', 'p2', 'c2']}
1769763475.6337662,RECEIVED,11d4dd1e-5dec-431f-8cb4-35f0cb480f93,cd7fcacb-3129-4ce6-a513-6ef09118eba4,c3,c4,27,p1,?,surb={'id': 'a8af78d4-f835-4a0f-a003-05db6d727042', 'route': ['p1', 'e6', 'i4', 'x1', 'p3', 'c3']}
1769763475.870763,RECEIVED,faad819e-2582-4340-aa52-aefe5b327595,012566bc-f12b-4fa3-8b5a-bb35cf088c14,c2,c4,27,p1,?,surb={'id': 'f38864f2-8bcc-4469-be40-26f0ab1539a6', 'route': ['p1', 'e4', 'i2', 'x10', 'p2', 'c2']}
1769763475.9385872,SENT,8c0acaf4-4979-4f22-9993-f78e9a0aba2f,dc44697f-8b7f-4f3c-a1ea-b572e47a242c,c4,c3,3376,?,p1,
1769763475.9386816,CREATED,900fc2a6-32ae-47d0-a321-3564a1d3764d,00c091d0-4ae1-466d-91cd-c25dce01c36f,c4,c3,25,?,?,surb={'id': 'a486a078-8f5a-4cbb-9f51-c1818dd7aa86', 'route': ['p3', 'e6', 'i8', 'x8', 'p1', 'c4']}
1769763476.0752685,RECEIVED,00683f8e-27d5-4142-9a51-ca805e57c051,5afa1ac6-bbfe-4cdb-9c66-459691ecedf9,c2,c4,27,p1,?,surb={'id': '782fd368-37d4-4f40-96d2-bf6039e43f3c', 'route': ['p1', 'e9', 'i4', 'x6', 'p2', 'c2']}
1769763476.1293015,RECEIVED,de8875f4-831f-46ab-b4e7-c33f9034d181,8ce45e37-fb66-4138-a178-246ad66a6af6,c2,c4,26,p1,?,surb={'id': '496acbe5-b8e5-4ef6-8d67-9d0c34464ed0', 'route': ['p1', 'e6', 'i2', 'x8', 'p2', 'c2']}
1769763476.2279584,SENT,59b3cca1-50d5-48cb-ada3-de95daa7d30f,b74b8992-b29c-47e0-8b25-66b3002e8272,c4,c3,3387,?,p1,
1769763476.2280707,CREATED,845d1c12-69ef-4a87-895f-1a55ca94e5c2,874c79d0-eb34-4ce2-8ba9-0e1b4921c288,c4,c3,27,?,?,surb={'id': '363e08db-9ea3-4acd-9300-60f7c93882a1', 'route': ['p3', 'e10', 'i12', 'x11', 'p1', 'c4']}
1769763476.2337248,RECEIVED,52d6080f-8809-462b-acbb-152e026d79bb,bf79f8ce-baed-4606-89f4-361da3460586,c3,c4,26,p1,?,surb={'id': 'aad1092d-6423-413e-a69c-119a19019314', 'route': ['p1', 'e2', 'i1', 'x1', 'p3', 'c3']}
1769763476.7017994,SENT,b22e9970-3e40-4e2b-8969-e4412df549ff,68d1a31c-d71e-4266-9a42-984d99639f5a,c4,c3,3369,?,p1,
1769763476.701905,CREATED,b3ae3828-ada0-45ae-8d79-69aad5ac9d96,24a71365-696f-4337-8472-b1730e09e169,c4,c3,27,?,?,surb={'id': '7bd26f74-bb20-4ef2-b938-5e1fed4d6601', 'route': ['p3', 'e8', 'i3', 'x6', 'p1', 'c4']}
1769763476.8274467,RECEIVED,b5c5ac76-1a57-4d95-a765-6553e579de23,4733586d-dfd6-4566-b181-3f4088dfd98e,c3,c4,27,p1,?,surb={'id': '65221d19-1c0f-4ca8-81c7-18db495195a1', 'route': ['p1', 'e6', 'i3', 'x5', 'p3', 'c3']}
1769763476.9606993,RECEIVED,d82f9c77-b53f-4337-acdd-76732ac0fb0c,2f679c11-fe5a-484e-8c74-2bb929c77e98,c3,c4,27,p1,?,surb={'id': 'c63efb79-6275-413d-9e1e-6d61b2a1eeab', 'route': ['p1', 'e1', 'i4', 'x8', 'p3', 'c3']}
1769763476.963647,SENT,21d29dae-6c15-47dd-81a8-7215d04d763c,213964c3-8234-490d-b2a5-0674dc3c5f0f,c4,c3,3359,?,p1,
1769763476.9637468,CREATED,6e2c403c-148f-4a68-a299-3da500145e32,7e273272-7291-4720-b189-5fe0e07c6971,c4,c3,27,?,?,surb={'id': 'b51b10cb-e08e-42e7-a388-286a675c70c5', 'route': ['p3', 'e11', 'i3', 'x8', 'p1', 'c4']}
1769763477.0923584,SENT,97ccef7b-a4d3-4c78-ad82-3c589be5d264,8d590cde-4336-46ee-a7f1-b8015d0dc8b3,c4,c3,3383,?,p1,
1769763477.0924525,CREATED,d8a50eb2-1d0f-403b-a12d-75fc024f867c,f5dbd70f-b84f-450c-8127-c2264b2057d7,c4,c3,27,?,?,surb={'id': 'fff7660b-ba0f-474e-8ab5-ec0563d477cf', 'route': ['p3', 'e6', 'i10', 'x10', 'p1', 'c4']}
1769763477.2384055,RECEIVED,7624becd-05fc-4f1f-a875-b89930d23e52,bc9411af-3fcb-4d18-931d-a3193a638ec9,c2,c4,27,p1,?,surb={'id': '5ab65a28-0409-4c96-b836-99248b6474c7', 'route': ['p1', 'e3', 'i5', 'x11', 'p2', 'c2']}
1769763477.4263115,SENT,cde8504b-50f7-48cf-be98-bf20915626b0,1c3416b4-f861-4251-a3cb-1c1ed3cecd8d,c4,c3,3396,?,p1,
1769763477.4268107,CREATED,a0090054-4728-4daa-a5e9-dfee2914f35f,0ff5ca2a-b529-4b38-ab7c-919a51107cad,c4,c3,27,?,?,surb={'id': 'cc16d36e-6a8a-4705-9a1a-125c4e907192', 'route': ['p3', 'e8', 'i11', 'x11', 'p1', 'c4']}
1769763477.5312543,RECEIVED,b60d119b-449a-40a0-b1b4-3bd98122f288,27579de5-fda9-4b1b-a1e0-740986a17d23,c2,c4,27,p1,?,surb={'id': '4a5a5229-cca0-4817-9f5f-5747729f29de', 'route': ['p1', 'e8', 'i12', 'x5', 'p2', 'c2']}
1769763477.5535765,RECEIVED,bfe1a25e-e473-46e5-97b2-8c8672d389f7,cf0baf4d-1926-493f-9a18-c20650c740a4,c3,c4,27,p1,?,surb={'id': '158a8aff-e78d-4855-9229-658046a995ef', 'route': ['p1', 'e9', 'i12', 'x1', 'p3', 'c3']}
1769763477.5873063,SENT,efdb43d7-1962-45a9-bc53-14808a3b4e94,076a781c-a256-4d7b-9fb5-b5919a075ae9,c4,c3,3379,?,p1,
1769763477.5873747,CREATED,18dc1aea-f48e-490b-919f-ee3d5900c279,8effc7ca-36f5-456a-ab30-9180ff11a5c5,c4,c3,27,?,?,surb={'id': 'e01285ca-8efb-4a9b-b302-425ff33afda7', 'route': ['p3', 'e2', 'i4', 'x5', 'p1', 'c4']}
1769763477.8488328,SENT,942d50c3-6d24-4bce-836b-9259dafd00f3,f5a3efaa-2c1f-46ba-9a64-f715e7f2044c,c4,c3,3375,?,p1,
1769763477.8489652,CREATED,4f329c85-8f20-4834-8b2a-86cdd10135eb,e4265a28-7697-489f-badd-ba206e41acda,c4,c3,26,?,?,surb={'id': '2f827d22-96bc-4134-96d5-2f8fa5ebfb41', 'route': ['p3', 'e6', 'i8', 'x2', 'p1', 'c4']}
1769763477.9402573,RECEIVED,4822cd4a-0786-4d81-a4ae-a998bf958df3,18361654-7671-4d10-9dad-eecec46fc164,c3,c4,27,p1,?,surb={'id': 'b9479c7d-a5b7-4207-a469-acf477d7d3f6', 'route': ['p1', 'e5', 'i9', 'x3', 'p3', 'c3']}
1769763477.9574206,RECEIVED,cc04736b-6afb-4e30-a4c9-61aef5d1d5ff,5346a5bb-80cc-4136-9a65-5bd1922b80a7,c3,c4,26,p1,?,surb={'id': '8b233877-8392-4a10-a029-e56dc2f591e8', 'route': ['p1', 'e4', 'i12', 'x9', 'p3', 'c3']}
1769763478.0671525,SENT,2e4dd5ab-e961-4295-a3ac-baac917c75b7,33ca054b-c754-431d-8d58-ad34e55344e6,c4,c3,3379,?,p1,
1769763478.0674076,CREATED,76ab352c-2d4f-458a-ac50-959b9b06d2b4,33ecec16-b444-4189-a942-cd264ca588b2,c4,c3,27,?,?,surb={'id': 'a2254998-6533-44c8-a645-5a89e0d6a4ec', 'route': ['p3', 'e5', 'i12', 'x6', 'p1', 'c4']}
1769763478.1273637,RECEIVED,02ad0cc3-cdb1-4541-bd40-aeb74937f9c4,e6e2b9c5-318a-4378-a336-86e6c85c461b,c2,c4,27,p1,?,surb={'id': '5b2281ba-d882-4735-9f48-0e500f4740b1', 'route': ['p1', 'e2', 'i1', 'x2', 'p2', 'c2']}
1769763478.1817026,RECEIVED,a4e660cf-52b7-4e96-8464-470325475b95,a454248d-71cd-41e9-bf92-c8b1f913077d,c2,c4,26,p1,?,surb={'id': '64ad1d96-8a3d-40d3-afe8-8bc535584621', 'route': ['p1', 'e4', 'i8', 'x1', 'p2', 'c2']}
