timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769502922.2309327,RECEIVED,13d02438-50c7-42ae-ac4e-eaa4db075565,c2323618-ad34-4874-bfe0-b9057b5df7b8,c4,c1,27,p1,?,surb={'id': '71baa27a-c40c-45be-b1fc-e3575185bfa4', 'route': ['p1', 'e4', 'i1', 'x5', 'p1', 'c4']}
1769502922.2440748,RECEIVED,4a5e1a6c-789b-4ad4-81b2-730b94381b17,bbe70de3-6707-49be-9047-3678698eb1aa,c4,c1,27,p1,?,surb={'id': 'fe3e9a05-e886-4092-804b-b3c9e2a43f74', 'route': ['p1', 'e4', 'i12', 'x2', 'p1', 'c4']}
1769502922.3395405,RECEIVED,cfe69dfd-9058-4a26-9681-01f354bba33a,88d5f8e6-901f-4f77-8ae2-92dde1fe25f4,c4,c1,27,p1,?,surb={'id': 'afd5377d-d439-4a06-8c8b-f1ba29683272', 'route': ['p1', 'e9', 'i4', 'x7', 'p1', 'c4']}
1769502922.4001343,RECEIVED,9b8fe47a-0680-477d-a7e4-8a8d1b2e3f89,caf64f84-d724-41cd-a67a-07f27a236ffb,c4,c1,27,p1,?,surb={'id': 'fa593710-1e30-4a1a-96f3-f4c71d5c5008', 'route': ['p1', 'e3', 'i11', 'x1', 'p1', 'c4']}
1769502922.4259295,SENT,50e93e5a-d87b-42ea-8906-c244245ad7f9,9c283493-7f2d-4ede-bfbb-e39f2f974cae,c1,c2,3370,?,p1,
1769502922.4260907,CREATED,e5476a36-b031-4cfa-812b-75b4306d00b5,66d6c4b8-85a9-484c-8f1c-73c85a828f1d,c1,c2,26,?,?,surb={'id': 'a4a98426-880a-47a7-84c0-bfe63ff06cc8', 'route': ['p2', 'e3', 'i1', 'x4', 'p1', 'c1']}
1769502922.4817195,SENT,3dc566ab-3746-48b9-9a0e-7ca048ebb750,92f55c17-ac4a-47b5-b564-d03bbcd575dc,c1,c2,3360,?,p1,
1769502922.4818115,CREATED,e0569fc9-427a-45ce-b048-b833024da3a5,e80ed921-7aac-482c-bfaa-2a7ce529051c,c1,c2,27,?,?,surb={'id': '63a5756e-ddfd-4137-8688-ff69aa11e570', 'route': ['p2', 'e9', 'i4', 'x5', 'p1', 'c1']}
1769502922.6077464,RECEIVED,f6cd4542-846a-4135-900a-2751f9a8d645,b0d6b248-a0e8-44e7-8dbc-5d26049e5527,c4,c1,27,p1,?,surb={'id': 'e83a43db-9845-46db-8f99-a90f84357f79', 'route': ['p1', 'e4', 'i8', 'x11', 'p1', 'c4']}
1769502922.7159345,RECEIVED,aec5d059-4986-4f6e-9395-eb338a6909b3,e517d5c3-1f96-4a3b-a092-89013b443fc7,c4,c1,27,p1,?,surb={'id': '66b92847-2063-4a8e-af2a-c96da112bff8', 'route': ['p1', 'e1', 'i10', 'x6', 'p1', 'c4']}
1769502922.7336514,SENT,e24a65c7-d1f4-426d-8f16-37c8b662aac2,ab1de9f8-340b-458d-8ca6-6e06b5304a0f,c1,c2,3397,?,p1,
1769502922.7337434,CREATED,49ba2639-658c-482c-9cca-c720f41f97ba,6bf44ee2-6d96-43ab-9740-cde880d9e5f9,c1,c2,27,?,?,surb={'id': '418d7bb9-8083-475d-8e68-f7e17eaf7b38', 'route': ['p2', 'e12', 'i9', 'x7', 'p1', 'c1']}
1769502922.8458488,SENT,e22bd196-d7ac-46b5-98e8-faa75a238506,7ec0dd9e-8974-4566-8a51-24661ee57a90,c1,c2,3379,?,p1,
1769502922.8459399,CREATED,9bc9d3d7-19ed-41d1-bb0c-1184424d364c,da0638b7-c213-4cd3-87fe-f0c742c0ba3a,c1,c2,26,?,?,surb={'id': '1a1fcade-7133-4c45-9a62-65708807efcc', 'route': ['p2', 'e6', 'i3', 'x4', 'p1', 'c1']}
1769502923.0220423,RECEIVED,9d249b05-4f4f-4b5f-93cb-a6e2e52fbdaa,cf5a9d6d-3826-4361-b668-43cc4076dbe6,c2,c1,27,p1,?,surb={'id': '5f0d362b-870f-40db-9b0d-1724cde87a60', 'route': ['p1', 'e6', 'i11', 'x1', 'p2', 'c2']}
1769502923.0810444,RECEIVED,b633ab71-f7da-488c-93a7-01fbb91a462c,de70639d-a102-4de0-8fd9-21b4fd5a4643,c4,c1,27,p1,?,surb={'id': '5eeb6c76-ec85-4652-a850-ca66614e0853', 'route': ['p1', 'e3', 'i5', 'x5', 'p1', 'c4']}
1769502923.0901227,RECEIVED,6fd0af17-5a75-47ee-9211-444704cb4d17,5e291ce4-e8be-4534-a1b2-4802931cf52f,c2,c1,26,p1,?,surb={'id': '5234c5cf-a882-4e79-b9ef-8c94cd16a3c9', 'route': ['p1', 'e3', 'i6', 'x10', 'p2', 'c2']}
1769502923.0989532,SENT,78842512-ec86-40f4-ad97-b50cac15d9a9,bc83bc23-b34b-4740-b655-e0979d8c9515,c1,c2,3392,?,p1,
1769502923.099105,CREATED,5ab05a5e-32df-4f02-86b1-f077edab99cd,e96e10cf-249a-4432-b3af-12aa99e1dcbc,c1,c2,27,?,?,surb={'id': '1007c705-5a13-4ee9-8fb7-ec0cb6107a9d', 'route': ['p2', 'e12', 'i4', 'x12', 'p1', 'c1']}
1769502923.1396976,RECEIVED,77ef877b-f864-41c9-8fb1-43e274e07356,f4f48c16-d3da-4463-9388-490519c7feeb,c4,c1,26,p1,?,surb={'id': '33c20369-ce29-46d0-9b35-6b82bd9eb9f7', 'route': ['p1', 'e3', 'i3', 'x2', 'p1', 'c4']}
1769502923.1505754,RECEIVED,650fce21-ea6a-4c3e-a9ab-fe16a5b9530d,9cc854f5-914c-4a0e-a85f-3815ffa1e94d,c2,c1,27,p1,?,surb={'id': '5392f114-a231-469d-878f-ea0d7eb27734', 'route': ['p1', 'e1', 'i4', 'x3', 'p2', 'c2']}
1769502923.2090952,RECEIVED,d12e5f02-b24d-496c-8bc7-2257f36dd76b,3f88b393-6a19-41d7-b7ec-edf0a61cd46c,c4,c1,27,p1,?,surb={'id': '435d0eb7-d73f-4569-9520-6eb68452dc47', 'route': ['p1', 'e3', 'i4', 'x8', 'p1', 'c4']}
1769502923.4537947,SENT,77c54ee4-04a2-456f-8030-d40d25196650,6656a3ac-b527-4ada-a0a1-1a48c78151c8,c1,c2,3360,?,p1,
1769502923.4539092,CREATED,78198dc0-6a2a-481d-bb56-44e7d7aa51fb,cd3c7ae1-0445-43eb-a105-7f66764aad20,c1,c2,27,?,?,surb={'id': 'b5f81f5e-cffa-4379-8475-e072a1a8e916', 'route': ['p2', 'e4', 'i5', 'x3', 'p1', 'c1']}
1769502923.564906,RECEIVED,9f7119c9-f5a7-4e45-8f3a-c45b0046370b,cb0770d3-e0ae-436a-85b1-53796958a408,c4,c1,26,p1,?,surb={'id': 'e34dd03c-3852-46de-b90c-57bdc8e70260', 'route': ['p1', 'e1', 'i3', 'x1', 'p1', 'c4']}
1769502923.8763227,RECEIVED,e26baa00-f61b-40bf-957e-2cc4cf8a1091,26d8998f-67f7-49c8-8946-4fd0c6790330,c2,c1,27,p1,?,surb={'id': '22e01841-b582-442b-85ee-f3463b0d532f', 'route': ['p1', 'e1', 'i2', 'x7', 'p2', 'c2']}
1769502923.8968542,RECEIVED,1a438a2e-f788-4f10-beea-3aa345ca8ede,127b9bdc-1941-44e2-a1a9-098b14f47afb,c4,c1,26,p1,?,surb={'id': 'a8b569b2-371b-49e4-a423-186b9146f070', 'route': ['p1', 'e9', 'i2', 'x4', 'p1', 'c4']}
1769502924.0878575,SENT,160e474f-27c2-46b2-b519-f3f1beb1f942,6c028703-44bd-4df5-bb8f-06193ce56be1,c1,c2,3392,?,p1,
1769502924.0879316,CREATED,2bbcf97b-8d26-4fcb-a6b2-c94718c3dde2,72098833-30c8-4273-b6f5-c41a0ca56c89,c1,c2,27,?,?,surb={'id': '0b594147-0349-4d01-920b-aa41f8b8f9a6', 'route': ['p2', 'e12', 'i3', 'x3', 'p1', 'c1']}
1769502924.191183,RECEIVED,a7b765e2-b0f2-4f80-934f-a732b188d3f3,ec3e3c6c-e981-477f-8a61-2ac3330c783b,c4,c1,27,p1,?,surb={'id': '518dc434-204b-42a8-85ab-041a5d8a28f4', 'route': ['p1', 'e4', 'i6', 'x4', 'p1', 'c4']}
1769502924.2237046,RECEIVED,e5f28975-9ddc-4c7d-a4d6-6f6b7f49231a,5cee256e-276b-4916-902d-cfa7c6ff55b6,c4,c1,26,p1,?,surb={'id': '93ee199e-7d9b-4b46-986b-10485b7a51aa', 'route': ['p1', 'e4', 'i10', 'x5', 'p1', 'c4']}
1769502924.5686352,RECEIVED,0306ff6d-aa73-41ba-8411-728ee8ab2c3f,9ef055f6-3f24-400c-beb5-e28370aab8e9,c2,c1,27,p1,?,surb={'id': 'e39f4987-0614-46fa-afd4-7f1719cd7300', 'route': ['p1', 'e7', 'i5', 'x9', 'p2', 'c2']}
1769502924.5835254,RECEIVED,12152b37-cb16-424d-91ed-dd944b0eb145,fb21384d-ab64-43c0-96d3-c1d49e69d2df,c2,c1,27,p1,?,surb={'id': 'ebed47e1-0ffc-4a9b-b4b5-b293758f3eec', 'route': ['p1', 'e10', 'i3', 'x5', 'p2', 'c2']}
1769502924.6537259,SENT,1488e6eb-660d-4b56-a505-bbc39109b1ae,52c13233-b60d-43ca-8693-de6edbfcd2d9,c1,c2,3380,?,p1,
1769502924.6538591,CREATED,d33308bf-9ae6-4c78-9ca1-d4ab80a51c7a,d68a22eb-89f1-4432-bdba-45c3a4835285,c1,c2,27,?,?,surb={'id': '54857090-edae-4eca-8591-c3bfbde04767', 'route': ['p2', 'e3', 'i6', 'x4', 'p1', 'c1']}
1769502925.1034796,RECEIVED,3cf5e63d-a578-473b-9387-8532ee76712b,ff850c11-f4cf-491c-8ee3-2091d8455c31,c4,c1,27,p1,?,surb={'id': '5d99d172-c84c-4bcf-8e80-a322c803626e', 'route': ['p1', 'e11', 'i11', 'x7', 'p1', 'c4']}
1769502925.139835,RECEIVED,cfca6a80-d77f-4a92-9ac5-5034a9b4f233,b97228b0-dcfd-4018-941b-9f61847a07aa,c4,c1,27,p1,?,surb={'id': 'de511e2c-4f9f-4806-b62f-4d55ff9417df', 'route': ['p1', 'e7', 'i10', 'x7', 'p1', 'c4']}
1769502925.317144,RECEIVED,2c934047-c58e-4f7d-a9c1-49fdd0a748eb,62a47053-f199-45e0-ba80-a3c3a3c9382c,c4,c1,27,p1,?,surb={'id': '253227ce-af08-4418-884c-8ccec78cefa0', 'route': ['p1', 'e12', 'i7', 'x3', 'p1', 'c4']}
1769502925.3449595,RECEIVED,ad39d40c-c85f-4f16-ba63-393a54bd8d46,a842fdaa-faad-4314-8725-16a6b0398764,c2,c1,26,p1,?,surb={'id': '5a9abf3d-e838-4eab-955c-abcbc46a9553', 'route': ['p1', 'e10', 'i8', 'x1', 'p2', 'c2']}
1769502925.5618253,RECEIVED,4bc886cb-62ec-4766-94b6-94c2fc9c29e3,191f26ac-6b77-4028-a3f8-3e30aedf9c6c,c4,c1,27,p1,?,surb={'id': 'b11ebbf6-042f-45bd-8dcd-5c53ff256dee', 'route': ['p1', 'e12', 'i10', 'x12', 'p1', 'c4']}
1769502925.735968,RECEIVED,fa8144a4-ca54-40bf-adb7-f39adee415e2,84210626-9e5c-46c8-b607-c919bc6eb037,c2,c1,27,p1,?,surb={'id': 'baa0f408-1c2f-4a7a-8f9f-5d5c4a12cb4d', 'route': ['p1', 'e5', 'i12', 'x3', 'p2', 'c2']}
1769502925.8148932,RECEIVED,79d16605-314c-4b07-b9fd-c9cbe34534e9,51dbfda1-35c1-4549-b3aa-1d6f1f29af09,c4,c1,27,p1,?,surb={'id': '07c7c768-28c3-4723-856d-b736d7359aba', 'route': ['p1', 'e11', 'i2', 'x4', 'p1', 'c4']}
1769502925.8535228,SENT,61b12d2c-3afd-47e3-a3cc-f62cd6574ed6,5d9db724-98b2-4f11-b8cf-da35eeebff81,c1,c2,3388,?,p1,
1769502925.8536248,CREATED,b08a6367-79fe-426b-84c2-0e46e3dd992f,6f0dd125-cbb8-4a10-9cb0-6a6b741c9f50,c1,c2,27,?,?,surb={'id': '5006fc3a-18a1-49c7-b13f-f2516c050b83', 'route': ['p2', 'e6', 'i3', 'x10', 'p1', 'c1']}
1769502926.0216334,RECEIVED,74e2440b-350c-4bbf-a351-9e8bd21bbf05,07ad097d-e043-4910-8717-66ab51b7deeb,c2,c1,27,p1,?,surb={'id': '54f4d8ed-11c7-4782-adc9-252f9d44751b', 'route': ['p1', 'e1', 'i9', 'x7', 'p2', 'c2']}
1769502926.2120118,RECEIVED,e2c666a4-4e92-4d41-bd26-4d934f446193,d6c1adf2-1091-4daa-8fb2-79e529702d4f,c2,c1,26,p1,?,surb={'id': 'cfa724b9-8295-4604-aba2-37caf6e7310e', 'route': ['p1', 'e8', 'i9', 'x6', 'p2', 'c2']}
1769502926.2965198,SENT,ef9831f4-e266-4e29-acbb-5ff9dc374804,24cb7db1-2f7a-4c58-a96c-7f271c719007,c1,c2,3392,?,p1,
1769502926.2966547,CREATED,cc621759-2c8b-4a8b-b1f6-a0f5d1185183,7719b365-4299-458e-bab7-b37e02f3c232,c1,c2,26,?,?,surb={'id': 'dd52bc93-d63e-41b6-b684-ab11721c291d', 'route': ['p2', 'e10', 'i5', 'x12', 'p1', 'c1']}
1769502926.3281436,RECEIVED,d1fa49b6-d8a0-4252-a6f2-a7f19c052cc0,88b3de7e-6276-4653-8932-266c5c1757df,c4,c1,27,p1,?,surb={'id': 'e63a26a8-73ae-406d-bc40-c175b828d2b4', 'route': ['p1', 'e1', 'i3', 'x5', 'p1', 'c4']}
1769502926.5229268,RECEIVED,d09a56ee-b73a-4004-b302-09d9e72c35e5,652e43a6-53a1-4c9d-9be2-5427bb2024d3,c2,c1,27,p1,?,surb={'id': '8d765b82-289b-40e6-a389-3a6d1bc63dc6', 'route': ['p1', 'e3', 'i3', 'x12', 'p2', 'c2']}
1769502926.5826838,RECEIVED,cae3c4cc-1f7c-4695-ae3c-eb678706aa0e,625b4a99-2a79-4c28-beb5-5247dd799612,c4,c1,27,p1,?,surb={'id': '0a5cc971-4860-4756-ba75-d04a451444e8', 'route': ['p1', 'e4', 'i2', 'x9', 'p1', 'c4']}
1769502926.7398083,RECEIVED,134bd7b2-9f18-4238-9b22-bc41def5fc27,3422e978-2024-46e0-8d3b-4de4b42662a9,c4,c1,26,p1,?,surb={'id': 'd31443d5-fbc7-48a6-ae08-4723a33698b0', 'route': ['p1', 'e2', 'i6', 'x3', 'p1', 'c4']}
1769502926.8386104,RECEIVED,2408a8af-8354-477a-9849-eb0fa2a1870c,aaab8433-db6a-4d29-a583-55f6e1c383de,c2,c1,26,p1,?,surb={'id': 'dc40b95a-fe71-48ec-9945-875d57d10b42', 'route': ['p1', 'e10', 'i11', 'x1', 'p2', 'c2']}
1769502926.8448293,RECEIVED,c4c0b697-3e3d-4c2e-b514-29a3de20402c,c76c440a-b2f9-4338-b4ea-554ff0e94c91,c2,c1,27,p1,?,surb={'id': 'ce057d88-3696-4fba-9402-541dc54441a4', 'route': ['p1', 'e9', 'i2', 'x8', 'p2', 'c2']}
1769502926.8836477,RECEIVED,a928e03e-eb6e-4274-93a1-dd5bec874159,55bb8986-d9af-4878-af8e-a44656f78c34,c4,c1,27,p1,?,surb={'id': '5e9d2955-695a-4c84-8783-ebc6106d4d11', 'route': ['p1', 'e8', 'i10', 'x5', 'p1', 'c4']}
1769502926.9189007,RECEIVED,e1d6ade0-5985-40cb-91b7-f05b5d07ade8,72245ccd-8347-4c13-a676-ef07851d229c,c4,c1,27,p1,?,surb={'id': 'f434878b-cd50-4daf-9206-d1cbe2a1e19d', 'route': ['p1', 'e8', 'i7', 'x1', 'p1', 'c4']}
1769502926.9786046,RECEIVED,3bdd9fc0-6576-4b60-b783-fee14e45c7c0,7e81bf62-9a6e-405f-abeb-380c379edc81,c4,c1,27,p1,?,surb={'id': 'c2c7428c-90d8-499b-bade-bc075e79501d', 'route': ['p1', 'e12', 'i3', 'x5', 'p1', 'c4']}
1769502927.034992,SENT,ba579624-9bea-47cc-99b1-befc42c352e8,bac22592-4d93-4ea6-9e08-05b5032855c8,c1,c2,3375,?,p1,
1769502927.0353394,CREATED,7807bc7b-99e1-4491-b949-0ea1479d4b0a,875b717b-51bb-444e-b4c9-bb054d77b2e3,c1,c2,27,?,?,surb={'id': 'e6e752d6-7b09-4344-ad7c-9f1bba27d87c', 'route': ['p2', 'e9', 'i1', 'x5', 'p1', 'c1']}
1769502927.1614678,RECEIVED,82c4b3e1-3882-464b-bf23-7ca4f4e92b5d,e5bd3d77-59e7-4e18-90c8-9d74fc3352a0,c2,c1,26,p1,?,surb={'id': '1d2c4608-a5c2-4feb-b990-398f15a600c5', 'route': ['p1', 'e6', 'i4', 'x9', 'p2', 'c2']}
1769502927.392105,RECEIVED,07ee1076-c305-4eee-8062-060f5b6d56b1,a8fc64de-c9b4-49ff-aa37-8da07cdc4edc,c4,c1,27,p1,?,surb={'id': '1b15dd8d-1590-4534-b041-15c131ed320e', 'route': ['p1', 'e3', 'i12', 'x9', 'p1', 'c4']}
1769502927.403914,RECEIVED,79cfb77b-58cd-4225-b44b-e98a1cc7d26f,2890335c-0a4f-4f2f-a843-99d32951720e,c2,c1,27,p1,?,surb={'id': 'f2742ad2-1cf7-451f-b5f3-0b87044f1aeb', 'route': ['p1', 'e11', 'i7', 'x7', 'p2', 'c2']}
1769502927.4798775,SENT,aedefe2b-0acc-4183-960d-38d29091c006,5f76bab8-1d55-4892-87bd-b3a116f0266a,c1,c2,3377,?,p1,
1769502927.4799829,CREATED,55e95e51-c26f-4cac-bd72-2b4877b9a370,abec531c-8adc-4b63-8a9d-2400eba64214,c1,c2,26,?,?,surb={'id': '706cbded-9454-4fe3-9b44-7c523d3186a0', 'route': ['p2', 'e4', 'i3', 'x1', 'p1', 'c1']}
1769502927.6155221,RECEIVED,2812f11a-569d-44d1-979f-4a5044254b70,716ecce2-991f-47c1-9495-1641fad04e8e,c4,c1,27,p1,?,surb={'id': 'af3a9f33-61be-4c4d-9ecb-0bb3736c1b5d', 'route': ['p1', 'e11', 'i12', 'x1', 'p1', 'c4']}
1769502927.7182899,SENT,4a2344ef-30e5-4c6e-8e82-f99af113f0fc,8e246e78-e9fd-4b99-9279-6e8cb85ae64b,c1,c2,3385,?,p1,
1769502927.7183492,CREATED,e63f11ce-13ab-40b7-85c9-754409629faa,86c8a129-8f58-4c30-be1a-bbc2e3e65862,c1,c2,27,?,?,surb={'id': '0f95fd2c-d040-4b8e-9273-fce9a82adbcd', 'route': ['p2', 'e6', 'i7', 'x1', 'p1', 'c1']}
1769502927.830706,RECEIVED,4e9e585c-fc24-4d0f-95e7-44eacfe35ab9,ce70bfd4-ba7b-4690-8193-f4d7aad6ad5a,c4,c1,26,p1,?,surb={'id': '4761163e-077f-40b3-861d-abcc542318bc', 'route': ['p1', 'e3', 'i12', 'x5', 'p1', 'c4']}
1769502927.8678942,RECEIVED,4257b463-542a-4ab1-b81a-bae72451d12d,8b2d0f57-613d-468b-a836-39f0284e8d8b,c2,c1,26,p1,?,surb={'id': '198134ad-d388-4d60-8e81-adac7dbac8d8', 'route': ['p1', 'e2', 'i5', 'x9', 'p2', 'c2']}
1769502927.878491,RECEIVED,73519b2c-9b80-4c2e-81cc-6d014ee7ecbe,3c2624ff-884d-45e3-a988-d423d9844bc1,c4,c1,27,p1,?,surb={'id': 'a3244d32-427c-42da-af87-4c81117d185c', 'route': ['p1', 'e10', 'i4', 'x11', 'p1', 'c4']}
1769502927.9272256,SENT,e8b0cd8d-090d-4338-b8cb-0a5172708988,a42ab6e5-972c-47c8-b185-8ecebe4e564b,c1,c2,3376,?,p1,
1769502927.9272807,CREATED,9be139ee-cc24-4b6d-b411-cd7bd9ad1386,17a4dfe8-f4cb-4b6f-be8a-fc3d1634b42c,c1,c2,26,?,?,surb={'id': 'ae66d305-fca8-48f4-bd3f-55b2656e4af3', 'route': ['p2', 'e7', 'i7', 'x7', 'p1', 'c1']}
1769502927.9737,RECEIVED,0ee2e30d-88e4-4b77-bcad-57adaf27d64a,8efcd87f-f5ac-48d5-8876-d01e5af37976,c4,c1,27,p1,?,surb={'id': 'a57884c0-3457-4102-abbf-948172131128', 'route': ['p1', 'e7', 'i12', 'x9', 'p1', 'c4']}
1769502928.080331,RECEIVED,480386f8-5ff3-4f60-9ec7-3bfc2d06a68c,16f48fb7-2e57-4105-aa3c-67c7eb9967ab,c2,c1,27,p1,?,surb={'id': '14c2cd7a-48df-4e1f-81ba-afff84e33633', 'route': ['p1', 'e1', 'i4', 'x9', 'p2', 'c2']}
1769502928.2065115,SENT,afa9a792-a708-41d9-80e7-e5f0cde9d8a7,98824d70-8f20-4f90-a3b6-901c99d284d6,c1,c2,3387,?,p1,
1769502928.2065833,CREATED,9ffc8b4d-b083-442d-98b1-fd31af009680,4d717ee0-e746-4886-95d9-922700228a24,c1,c2,27,?,?,surb={'id': 'f8e4c629-e75f-456e-9535-7ac6b68a6c6e', 'route': ['p2', 'e12', 'i2', 'x12', 'p1', 'c1']}
1769502928.2426364,RECEIVED,9b5d4f25-bbb8-4f73-a479-0f81420d3731,6cea4dd3-aa74-4e40-bc57-baf48e0207cd,c4,c1,27,p1,?,surb={'id': '092eaa82-13fa-4b43-95b7-3df4614874e3', 'route': ['p1', 'e9', 'i1', 'x2', 'p1', 'c4']}
1769502928.284251,RECEIVED,caf08a07-550d-47f9-8bb2-859d2b3191fc,1c6afd73-717a-4026-bec4-6dc9c836cde5,c4,c1,27,p1,?,surb={'id': 'd64a03b7-bf1a-49d8-84b1-a2de20a90661', 'route': ['p1', 'e11', 'i8', 'x7', 'p1', 'c4']}
1769502928.3151917,RECEIVED,19df13ff-9345-4667-91a9-b8c6b6b755b5,5a9762a2-0455-4e9f-a418-a05372fd2816,c2,c1,27,p1,?,surb={'id': '92b73e10-210a-4ca5-bb86-645a3af46a84', 'route': ['p1', 'e10', 'i6', 'x4', 'p2', 'c2']}
1769502928.4882884,RECEIVED,f003a06b-0e88-4b50-88fa-29c38f3f7bc9,a483b1c8-f253-42eb-9f3b-e46279bb0391,c2,c1,27,p1,?,surb={'id': 'deed3a7d-d472-4b7a-98fc-b936b11b6fff', 'route': ['p1', 'e2', 'i11', 'x5', 'p2', 'c2']}
1769502928.5128412,SENT,ae7a0e0b-70d5-4400-a0d9-81cd8756f177,4b350d6e-b4df-4c1a-92af-fd66f91e96c0,c1,c2,3376,?,p1,
1769502928.5129907,CREATED,d7195189-9a93-48c6-9070-33c800e75367,89b1f333-4d03-47ba-9243-ea5b42f1989b,c1,c2,27,?,?,surb={'id': '8bfe8cae-f166-4835-8b84-1472c6b411c6', 'route': ['p2', 'e3', 'i8', 'x2', 'p1', 'c1']}
1769502928.525739,RECEIVED,f78934c5-0401-4c53-968a-3a11935fb19d,2a3e3b76-3105-4eca-94a6-8863a71689f0,c2,c1,27,p1,?,surb={'id': 'ee7f7996-4484-432b-8a7a-57de005cabdf', 'route': ['p1', 'e4', 'i6', 'x5', 'p2', 'c2']}
1769502928.755104,RECEIVED,3546ec56-9326-4083-99ad-b711a49e244b,2942c95f-4b95-4f26-a08f-43e28f1e5926,c4,c1,27,p1,?,surb={'id': '9ad7a6a5-9017-4738-9895-affb160ad33f', 'route': ['p1', 'e1', 'i6', 'x8', 'p1', 'c4']}
1769502928.7970963,SENT,270df8c3-750e-4853-9503-4ae3fa00505a,aa1f6fd5-9d7f-44a0-a6d9-9851ab6a569b,c1,c2,3380,?,p1,
1769502928.797175,CREATED,73aad18b-83c1-4ce6-9219-3c91d3c967f0,e12ef316-cc8a-4eb8-a7de-b88d66471de9,c1,c2,27,?,?,surb={'id': '75594f91-b820-449f-8205-c612f5b2fe62', 'route': ['p2', 'e1', 'i10', 'x1', 'p1', 'c1']}
1769502929.1407702,SENT,c2b5b077-0759-45d4-bd0e-015f776d7aff,fd4ed92b-0eb5-430b-9225-e8c5982f2f48,c1,c2,3385,?,p1,
1769502929.140872,CREATED,e90bdb4a-3a43-42c1-a493-579ef33ebffe,fe27f458-f53b-461e-b449-131ad5e4b52e,c1,c2,27,?,?,surb={'id': 'd383bdfd-e3be-44a5-9f48-fce032f7ebaa', 'route': ['p2', 'e10', 'i10', 'x10', 'p1', 'c1']}
1769502929.1511502,SENT,ba6118b6-a38a-4b77-a5d6-c19a90e92795,188bcc7a-6e6c-48a1-a848-f7df03ef4f88,c1,c2,3395,?,p1,
1769502929.1512501,CREATED,317fa7a9-69e2-43ee-b6df-27c6a0b15783,936cd092-4610-48ab-b596-6c977a2e18eb,c1,c2,27,?,?,surb={'id': '00e374bb-7391-45d9-a733-67970adccb08', 'route': ['p2', 'e11', 'i7', 'x5', 'p1', 'c1']}
1769502929.1882823,SENT,4e48718a-cd23-4254-b678-63738ad79dbe,b77d2e87-1644-49e6-b9b1-46a45c148345,c1,c2,3379,?,p1,
1769502929.188391,CREATED,280b2b51-4093-476a-94e4-246f54ed1d45,5f5d6c81-40ca-4d5b-b18c-38e95c42508f,c1,c2,26,?,?,surb={'id': '3add66ac-2a5f-43ad-a087-aec8a6c356cc', 'route': ['p2', 'e12', 'i7', 'x6', 'p1', 'c1']}
1769502929.267604,RECEIVED,a33f1c0f-0d4f-480f-929c-d94e576203b1,6328c355-2f28-410c-8326-63642dbe9d78,c2,c1,27,p1,?,surb={'id': 'addfaaef-1190-4c0a-b963-f1ece962c399', 'route': ['p1', 'e3', 'i4', 'x7', 'p2', 'c2']}
1769502929.6347187,SENT,a76b2b1f-1cf9-49fd-81e0-b7e04f5ab35c,0c724a2d-3fac-4f9c-9a93-670df3694230,c1,c2,3361,?,p1,
1769502929.634838,CREATED,a16d3159-181e-4230-a456-5d9310fcb776,ebd5bbf0-a39e-49f8-94e7-d14ec250015d,c1,c2,27,?,?,surb={'id': '73bec443-081f-4e60-8f93-17902962c41a', 'route': ['p2', 'e2', 'i1', 'x12', 'p1', 'c1']}
1769502929.6415102,RECEIVED,cc31f7cc-406b-49e0-9784-0e56cabc1f19,35ebf292-f544-46d3-afcb-ef9f9c48b55e,c2,c1,27,p1,?,surb={'id': '5f38656c-d592-4204-ac9c-e7f009fe4b34', 'route': ['p1', 'e9', 'i11', 'x6', 'p2', 'c2']}
1769502929.7521713,SENT,34e8a9ac-4a68-4f67-9ca6-6c6729e4495e,811111f0-21c3-4798-9ffa-f22de91ffb31,c1,c2,3379,?,p1,
1769502929.752303,CREATED,57ee4748-3074-476c-9a1b-e503a6e16cd7,2ab2cf31-60b7-4dd0-b1f6-edceddf72a7f,c1,c2,27,?,?,surb={'id': 'a8fa1612-353f-47b5-9ca1-90984c2bff89', 'route': ['p2', 'e4', 'i9', 'x2', 'p1', 'c1']}
1769502929.7953753,RECEIVED,af4acb4f-01b8-40e2-8cdb-dcf23c66bdf3,eb5fbf7f-226d-4cf8-a0f1-310412ba3701,c2,c1,27,p1,?,surb={'id': '697820bd-e07d-42e6-a661-e10d8588475b', 'route': ['p1', 'e6', 'i2', 'x7', 'p2', 'c2']}
1769502929.9454978,RECEIVED,684e57d4-38f3-4cb5-8bba-24ba268b9a9f,7c4272ad-c47c-4893-864d-6efb2f4f1d29,c2,c1,27,p1,?,surb={'id': '3867c324-928f-4351-9cea-ae4b799a440c', 'route': ['p1', 'e12', 'i2', 'x8', 'p2', 'c2']}
1769502930.070354,SENT,936ab19c-eccc-41d2-9bd1-e2451d59cca2,2ca22ee2-1747-4947-abf7-f7f34543538d,c1,c2,3395,?,p1,
1769502930.070416,CREATED,08de701b-3cdd-4707-8cae-4551e7011ca6,fe977693-e2d0-4f7e-91af-298a7418bcf3,c1,c2,27,?,?,surb={'id': '9564a315-7e21-4613-bef2-345adc321a5f', 'route': ['p2', 'e11', 'i12', 'x4', 'p1', 'c1']}
