timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769502843.975822,RECEIVED,7cba55f2-92df-41a0-a818-53002796e809,dc3ac3ce-5c75-41c4-9c56-4c5305660831,c1,c2,25,p2,?,surb={'id': '85cdb485-2e43-43e7-bfe3-f1ef9e19d1f5', 'route': ['p2', 'e8', 'i4', 'x8', 'p1', 'c1']}
1769502844.0334527,SENT,c4d8c85f-cd85-4f70-b185-0924b25f14cf,72899e32-a518-465d-8da1-cd33b2684ccf,c2,c1,3378,?,p2,
1769502844.0336015,CREATED,3983775a-83f7-4379-bf5d-bb699fe96d5b,dbb34e1c-8cd1-4b83-adf2-6b2c4de99169,c2,c1,27,?,?,surb={'id': 'f4d8866d-d435-42ee-a131-4a20e18a316e', 'route': ['p1', 'e1', 'i2', 'x11', 'p2', 'c2']}
1769502845.0101295,RECEIVED,b48c1b9e-8319-4174-8711-9ff0af373227,b126c78d-c72c-4af7-ab75-c2d8c9da5d82,c1,c2,27,p2,?,surb={'id': 'd5f1abbf-0a98-421b-a081-56f7bcbf3c09', 'route': ['p2', 'e5', 'i1', 'x8', 'p1', 'c1']}
1769502845.041242,RECEIVED,9cf387e0-3372-47e0-a3d6-37fa602f349b,a46c78ec-4319-469d-a7c4-72a4f88979f3,c1,c2,27,p2,?,surb={'id': '0956e659-59ba-4b49-a090-53d79d57cba6', 'route': ['p2', 'e6', 'i1', 'x3', 'p1', 'c1']}
1769502845.414427,RECEIVED,01d017af-6664-4e8d-b9fa-0d46f2a22d11,20da7095-d8f3-4fff-8b1a-26157af23948,c1,c2,27,p2,?,surb={'id': '5c4fd72c-6bdd-4ce9-a1c0-210f012a5dc0', 'route': ['p2', 'e12', 'i7', 'x10', 'p1', 'c1']}
1769502845.5801907,RECEIVED,408927ea-87d5-4202-b7d5-d94d8b6afc05,b707d29c-21da-4840-b9f6-7eb54fc08f40,c1,c2,27,p2,?,surb={'id': '76a789af-608b-475a-a20f-0f69a101e967', 'route': ['p2', 'e7', 'i5', 'x12', 'p1', 'c1']}
1769502845.5953383,RECEIVED,80fa1d83-215f-447c-beb8-71a297764664,a4c852fb-3d4e-4f6f-879c-2b9067cfab9f,c1,c2,27,p2,?,surb={'id': '02fc365f-d9c1-45ed-9a1c-56ae283c9375', 'route': ['p2', 'e12', 'i4', 'x5', 'p1', 'c1']}
1769502845.606314,RECEIVED,07ec8500-d276-46e7-b834-148171a8077d,ff5c11c2-d760-4bf5-8426-767c5405d7e5,c1,c2,27,p2,?,surb={'id': 'e6e00fed-b366-449a-a4dd-fdc63ac49654', 'route': ['p2', 'e11', 'i8', 'x11', 'p1', 'c1']}
1769502845.7789814,SENT,8cad0128-750e-4374-930c-815e630088aa,c5778c8a-a591-45b9-b3d6-2ef7b9f53e7a,c2,c1,3380,?,p2,
1769502845.779339,CREATED,f2284452-cffa-444e-947a-c26164a1a370,05e28e74-297d-4016-8c34-1486367ab2b4,c2,c1,27,?,?,surb={'id': 'da85ae6e-ff98-4093-b4cf-aff692706e2b', 'route': ['p1', 'e1', 'i3', 'x6', 'p2', 'c2']}
1769502845.9866068,RECEIVED,0b5f6c40-cbfa-4bef-9443-929ce7c27918,7aaf6d3b-53eb-4512-9d29-850d11fdeec5,c1,c2,27,p2,?,surb={'id': 'a7b980f1-9b29-4dd5-900d-14adb26aa47e', 'route': ['p2', 'e6', 'i4', 'x9', 'p1', 'c1']}
1769502846.060834,RECEIVED,6fa46c06-6f4a-4713-bb87-982115070578,66f08082-c25d-4305-a2ba-c808285390a9,c1,c2,27,p2,?,surb={'id': 'c9c74f49-6568-43f5-8adf-7cfffaa1f0b4', 'route': ['p2', 'e8', 'i9', 'x8', 'p1', 'c1']}
1769502846.170284,RECEIVED,ffaef843-a5bf-469c-bfd9-992b71309c03,73dc1633-d769-4ca9-ba04-61a57ed94a45,c1,c2,26,p2,?,surb={'id': 'bc9726e2-08f7-440a-855e-b12aba015c06', 'route': ['p2', 'e8', 'i3', 'x6', 'p1', 'c1']}
1769502846.3221617,SENT,78363a5a-56f7-4089-ad45-3fd23ffbfdc7,f13e63c9-0965-4754-bf7d-a1c226715aed,c2,c1,3387,?,p2,
1769502846.3222563,CREATED,6bec8fce-efd4-4a78-8492-3a82c549ac38,c3fda60c-0aaf-44bc-b7f6-c6e1c63832de,c2,c1,27,?,?,surb={'id': 'ccd9301f-cc77-4005-a05f-65cd199702b0', 'route': ['p1', 'e2', 'i4', 'x8', 'p2', 'c2']}
1769502846.4493885,SENT,dd7a6e72-3402-4d2b-9c31-4cb20f1e5816,dd7577f5-791c-4f40-ac35-fdfb18c86cc1,c2,c1,3397,?,p2,
1769502846.4494832,CREATED,59114ec9-c2c0-42e3-bcf8-e577b9b69cc7,bb0e2fa9-7bd8-47c9-990f-f7d8dde0c0b1,c2,c1,27,?,?,surb={'id': 'bc7f1108-474b-467e-a111-57d74b83f29e', 'route': ['p1', 'e12', 'i5', 'x2', 'p2', 'c2']}
1769502846.5098875,SENT,94eaad59-d8b9-402d-9dbf-56acd21621b2,0c7bf8e3-3041-4ed7-90a8-d610861a649c,c2,c1,3384,?,p2,
1769502846.5099764,CREATED,6493e4ac-cb6f-4b49-8584-8db29b383aea,2eb0074e-0118-405d-bdcd-18310ef1d1ce,c2,c1,27,?,?,surb={'id': '856edaf6-80ca-482b-9e42-462390cbfd72', 'route': ['p1', 'e2', 'i1', 'x11', 'p2', 'c2']}
1769502846.725536,RECEIVED,3d4d1c70-2753-44bb-b518-12a01f357977,88a37342-bd3e-4499-aab0-b358dfa8c3e2,c1,c2,25,p2,?,surb={'id': 'e61eb75b-17e4-47cd-90d7-375ab5f6727e', 'route': ['p2', 'e4', 'i6', 'x1', 'p1', 'c1']}
1769502846.7425494,SENT,d5d4fa46-ff19-4486-a9f7-184d9762bcaf,6de58d08-0ed6-4a1c-9cfd-43bf9148e82d,c2,c1,3375,?,p2,
1769502846.7426422,CREATED,a0aee8a9-0e13-42d6-bae5-3260ee244976,2abcdffe-07f1-433c-bb4b-1bfcda466a0b,c2,c1,27,?,?,surb={'id': '22b9a660-e0e7-49e1-8c47-bd97ec77dff9', 'route': ['p1', 'e5', 'i8', 'x5', 'p2', 'c2']}
1769502847.1124418,SENT,c79462f7-82a9-4ca8-a837-4ee8df0eb3e6,f713a319-764b-40a5-88a8-d216fc2f3fc3,c2,c1,3387,?,p2,
1769502847.112535,CREATED,10693e4d-febe-48b3-9746-3e37b238e674,eac15aae-70e6-47b4-920a-97675cc988d3,c2,c1,26,?,?,surb={'id': '20cb5193-a235-41cd-a935-fc954a5aa2a6', 'route': ['p1', 'e7', 'i10', 'x10', 'p2', 'c2']}
1769502847.2566996,RECEIVED,26c70067-8020-4854-926b-1a304d0eddec,b82b6514-bf76-4f2c-9e42-b1c7fb4e9101,c1,c2,27,p2,?,surb={'id': 'cb4c770d-d6b6-49af-9f34-b5393c6d1ed2', 'route': ['p2', 'e12', 'i6', 'x10', 'p1', 'c1']}
1769502847.2921002,RECEIVED,39365213-b03c-4a9c-9a02-ff418ba54a91,f13595c6-7651-4baa-adfe-9114b2f74fb9,c1,c2,27,p2,?,surb={'id': 'ceae258e-1a01-4677-a4ff-bc9a9cc7d728', 'route': ['p2', 'e11', 'i5', 'x4', 'p1', 'c1']}
1769502847.58627,RECEIVED,9a3e5f3c-b73a-4228-ab56-3d77e6014fcd,130d3d0e-86fc-4f13-a186-57bc935434b2,c1,c2,25,p2,?,surb={'id': '1bc3dba1-8281-4edb-8db9-b7382e2dd339', 'route': ['p2', 'e8', 'i3', 'x10', 'p1', 'c1']}
1769502848.0606005,RECEIVED,68904cea-36a2-4b2d-a4a9-020ba232df8a,5665b8da-256e-4387-a78d-b5cf32e3fbf5,c1,c2,27,p2,?,surb={'id': '5543e3ae-c929-496b-aaf6-f2a10cef2057', 'route': ['p2', 'e11', 'i5', 'x7', 'p1', 'c1']}
1769502848.266539,SENT,76c6d590-ae34-4aa0-94cf-b28e6a07c915,e24f7f0f-81ff-41e1-86ad-9b46fe79bb35,c2,c1,3395,?,p2,
1769502848.26662,CREATED,88a01a5c-8c79-499c-8cf5-fbebc48d4aea,bbfb622b-d8b7-485d-8272-b91b8f012d9b,c2,c1,27,?,?,surb={'id': 'dd36fb0e-bae5-44b7-a134-8aef7a70b01b', 'route': ['p1', 'e11', 'i9', 'x7', 'p2', 'c2']}
1769502848.407851,SENT,e47fe585-dbc2-4258-9400-f14206156e88,5dcb7765-e86c-43f5-a383-5c97106d9179,c2,c1,3361,?,p2,
1769502848.4079342,CREATED,cc0eb1de-f0a9-476a-8351-ae5b87eeacab,393af11e-6ebd-4e8c-bd5a-6661bf6f5c0f,c2,c1,27,?,?,surb={'id': '7427c205-4844-46de-abc9-e880941efc23', 'route': ['p1', 'e3', 'i1', 'x3', 'p2', 'c2']}
1769502848.5980942,RECEIVED,ded428f2-afba-4cb6-935f-b17550ccf8e5,5e43b900-6139-4746-a096-b644ecbae6be,c1,c2,27,p2,?,surb={'id': '351d3e93-a9a7-4c3b-93fa-057dc3bc9182', 'route': ['p2', 'e11', 'i5', 'x10', 'p1', 'c1']}
1769502849.0263216,SENT,a21baafd-40c0-4267-a729-664c83beb314,1e5cedf7-ae67-4499-942d-39b550be34d8,c2,c1,3383,?,p2,
1769502849.026386,CREATED,62998c36-f7ed-4428-95ee-f4b9e7865ba8,5c876017-7fb3-4952-9f37-b87cf0abf4d1,c2,c1,26,?,?,surb={'id': '2fa72efe-a150-4e2d-8543-8f307770e179', 'route': ['p1', 'e10', 'i9', 'x2', 'p2', 'c2']}
1769502849.067348,SENT,59780070-a604-42ad-b5a5-10493bfc4b3b,1f29c99a-bbb8-49ba-93c9-86f6bc04f585,c2,c1,3422,?,p2,
1769502849.067413,CREATED,1c913f98-eeab-4766-85d2-ed61504c93dc,9df0f391-f67e-4616-8a68-a00c0a6911b7,c2,c1,27,?,?,surb={'id': '4fa73d6a-2221-4716-bd99-493bc9843d6f', 'route': ['p1', 'e10', 'i12', 'x12', 'p2', 'c2']}
1769502849.1171775,SENT,10a09830-42db-4453-abf0-fc092ec58017,ddc8f52f-1ac9-4a21-bf21-255eb7655cd5,c2,c1,3375,?,p2,
1769502849.1172414,CREATED,08eebb2f-ad0a-43a9-8874-e3d6cbdee474,d1459a0d-312f-4077-b9af-d3ede1926fab,c2,c1,27,?,?,surb={'id': '9a5d82a0-6ee4-49d3-862a-43a0a3486a3c', 'route': ['p1', 'e4', 'i12', 'x2', 'p2', 'c2']}
1769502849.1498404,SENT,d3ec62ec-a48a-443b-9dde-cc2c04a3b318,932c23d4-f890-4026-9618-715670f38075,c2,c1,3355,?,p2,
1769502849.1499052,CREATED,cbb375b8-0c1d-49bb-97f7-ab798de0cdfa,7a80320f-ba5c-437e-a4ee-b19741861b0c,c2,c1,25,?,?,surb={'id': '2a2592e9-86b5-46a9-abb6-3c41d89b8029', 'route': ['p1', 'e3', 'i3', 'x3', 'p2', 'c2']}
1769502849.3560166,SENT,264e2350-dc19-4869-b1e8-f2a7661c4fcd,ccfc3f33-002d-4e05-b040-eb0249f89e79,c2,c1,3378,?,p2,
1769502849.356101,CREATED,4fd63fee-60f8-43f9-a042-43a20810eab3,d29ae4cb-363d-4241-af9f-951297b4e31b,c2,c1,27,?,?,surb={'id': 'f731987d-a4ab-4504-ab6d-548d0579b51f', 'route': ['p1', 'e8', 'i6', 'x4', 'p2', 'c2']}
1769502849.4123015,RECEIVED,556b49c2-fae7-4322-8625-67e68772a8b6,089f8732-22fd-4889-a55f-832ad33753d2,c1,c2,27,p2,?,surb={'id': '074abd00-5a6c-4362-bcc9-5b9af4b21568', 'route': ['p2', 'e12', 'i8', 'x10', 'p1', 'c1']}
1769502850.542115,RECEIVED,421d9036-f0ce-4dff-896b-69856d6815de,85760751-8f0c-46eb-ac56-4ce1e6059cf1,c1,c2,27,p2,?,surb={'id': '2525f7c4-d47d-4acf-b11d-978f6f42fc57', 'route': ['p2', 'e1', 'i6', 'x1', 'p1', 'c1']}
1769502850.8763406,RECEIVED,393d27d9-ec00-4ccb-9e98-9aa7a1604cc2,9464d879-23a8-4ee4-89b2-4d381cad8e1b,c1,c2,27,p2,?,surb={'id': '07430e28-4803-4225-a828-5d990e6445c4', 'route': ['p2', 'e1', 'i12', 'x7', 'p1', 'c1']}
1769502851.076518,SENT,d816b5bd-fe9d-4123-835b-580547eb1888,188ac3d2-0e49-493f-a96f-beb8b51087f4,c2,c1,3379,?,p2,
1769502851.0766683,CREATED,4c387b8f-3562-4522-8eec-ed0e10f426a0,6ae7dc29-b488-4295-97f2-a03c357205c0,c2,c1,25,?,?,surb={'id': '0edb9566-f7f9-4696-8b11-14b60c48c2cf', 'route': ['p1', 'e8', 'i12', 'x8', 'p2', 'c2']}
1769502851.1130261,RECEIVED,db11975a-5358-4723-8eac-4a6a286fb71f,30f6bad9-230f-4712-8f5c-9ef4e549743d,c1,c2,27,p2,?,surb={'id': '69ea77e0-d448-4beb-a9a9-2d81a41aa7e0', 'route': ['p2', 'e2', 'i12', 'x11', 'p1', 'c1']}
1769502851.496822,RECEIVED,d816d946-dbec-475d-ac27-ac2cc1e5767b,8f129d16-dfc1-46fb-8d93-9855171b3139,c1,c2,27,p2,?,surb={'id': '5efa6c4f-df03-4e45-be4e-313aea769787', 'route': ['p2', 'e7', 'i5', 'x9', 'p1', 'c1']}
1769502851.5533943,RECEIVED,0b578b5e-9c97-4dc1-bded-8ba0604aa039,ed53eb2d-685c-4687-816a-00bf86827be8,c1,c2,26,p2,?,surb={'id': '70b7696d-7ecb-429c-8609-a5668586f3fb', 'route': ['p2', 'e4', 'i4', 'x9', 'p1', 'c1']}
1769502851.8497422,SENT,b58315ee-fbf8-4695-95c4-1be6f1f06c9f,1242b62e-e6f3-4ee5-9d44-b5a935327b45,c2,c1,3378,?,p2,
1769502851.8498907,CREATED,114358f1-037e-4cee-8ba4-2cdac0be1c3e,0f6a7367-18e4-4558-8f44-ae13a77282b2,c2,c1,27,?,?,surb={'id': 'f4200b3c-bce5-45b5-b633-1da52f9c48b1', 'route': ['p1', 'e6', 'i9', 'x1', 'p2', 'c2']}
1769502852.1908684,SENT,0c5af87c-323a-437e-985b-5f1c1ab20746,505287e0-582d-4634-8e47-6c15e9fc0b2d,c2,c1,3397,?,p2,
1769502852.1910193,CREATED,6acf43de-754e-4391-aa72-4b155dd3fbe6,c9d6e020-730f-416a-9783-5c03d0d4ea77,c2,c1,27,?,?,surb={'id': 'dbd3f697-dbc7-4066-81f8-be61945650e9', 'route': ['p1', 'e3', 'i10', 'x12', 'p2', 'c2']}
1769502852.4123397,SENT,40237850-43b1-4b00-884d-ca0b9a80dbc8,024da57f-7253-40df-8b7e-6ec0c3eee0f1,c2,c1,3376,?,p2,
1769502852.412404,CREATED,bd336325-e093-4e73-84ff-abf080995b6c,34e48f22-45d3-4bc4-b91f-4cb82544c083,c2,c1,26,?,?,surb={'id': '0d1c7081-8a2a-4f49-ad0e-9bed9251c71a', 'route': ['p1', 'e1', 'i12', 'x2', 'p2', 'c2']}
1769502852.5335588,RECEIVED,c63fbe28-cfb3-4844-a09b-523478e0435f,c10465bc-f33e-4a65-b6bb-fc7b3e1575ca,c1,c2,27,p2,?,surb={'id': '673f4542-b13f-46c4-aba9-d1ed814a9f11', 'route': ['p2', 'e4', 'i5', 'x6', 'p1', 'c1']}
1769502852.5817184,RECEIVED,15ef635b-8e0c-4d81-ab5d-01d88b52da29,2671f47c-3994-431d-9866-81644e1b2391,c1,c2,27,p2,?,surb={'id': 'ef42d4e0-e67d-4c36-899e-5dffcc8c7648', 'route': ['p2', 'e2', 'i10', 'x2', 'p1', 'c1']}
1769502852.688657,SENT,f1b8e62e-6401-4625-b6f0-5774ba8088cb,2303c91c-45f6-43d9-b573-05119157c9b4,c2,c1,3403,?,p2,
1769502852.6888096,CREATED,9e1762e9-49cb-44da-ad8d-f8ff94d9e5f7,1aaeeb38-a539-49c9-b051-ace4e6d61d5e,c2,c1,27,?,?,surb={'id': '91b98907-5f71-4fd9-bb9a-f6073f1ee0ee', 'route': ['p1', 'e2', 'i10', 'x10', 'p2', 'c2']}
1769502852.7255378,SENT,36a6dbae-1fb3-472c-955a-93433e280204,008ca683-9d71-4d3a-8386-dc7d3faf54e1,c2,c1,3390,?,p2,
1769502852.7256954,CREATED,a2e2b864-afe5-47fc-8d53-a8a2aecf34c9,145af055-902b-4948-9753-8a3d6a22540e,c2,c1,26,?,?,surb={'id': 'e87140b2-3ad5-437c-ae51-34ebde8885fe', 'route': ['p1', 'e2', 'i12', 'x8', 'p2', 'c2']}
1769502853.043602,SENT,1531ef37-2b55-4889-a2f3-0e2140d32e96,cf869b3a-c2fb-43e4-9a84-aefc8fd62a28,c2,c1,3376,?,p2,
1769502853.0437222,CREATED,dd7ef764-c7b1-4d6d-9169-26676ce8b1cf,90839386-d9c1-42f0-b04d-b9ad719dab07,c2,c1,27,?,?,surb={'id': '8653e0ac-469a-4e4a-8a41-e654d91989b7', 'route': ['p1', 'e8', 'i4', 'x11', 'p2', 'c2']}
1769502853.0668397,RECEIVED,9d37f251-90c8-4639-acd7-cff8ce97f1af,0afadd9f-9a04-46c6-9fe6-dd98b7423be4,c1,c2,27,p2,?,surb={'id': '1bb4997f-6fd0-4fb7-9486-194988071e0e', 'route': ['p2', 'e11', 'i4', 'x12', 'p1', 'c1']}
1769502853.2543063,SENT,15c44b3b-63a9-4b5d-a071-67aa55fda3e6,087c5441-6449-4dd7-862a-e2f5072dd2a2,c2,c1,3383,?,p2,
1769502853.2544289,CREATED,d55c9bea-92c1-4596-8372-98d9c20e2ee1,0b641e4c-ef1c-4e21-921b-f8b5d5a5e60e,c2,c1,27,?,?,surb={'id': 'a8f4656d-7192-4caa-835d-3c911101d5ed', 'route': ['p1', 'e8', 'i5', 'x2', 'p2', 'c2']}
1769502853.265239,SENT,c3bd0802-9e0b-4803-a3ce-31153d2c7138,3af02d77-9ab7-4b4b-8fd4-86bfcd9a094d,c2,c1,3392,?,p2,
1769502853.2653584,CREATED,ed18b324-126d-4a69-963c-32199717d5fb,ae59a476-0c82-4129-99bd-f3427b5ebe08,c2,c1,27,?,?,surb={'id': 'e183f544-1f72-427f-b4b1-e6ff45b14661', 'route': ['p1', 'e5', 'i11', 'x5', 'p2', 'c2']}
1769502853.272682,SENT,a044895c-e658-4326-9dc3-9e0e8e96d39d,c2389b8a-033b-410d-a6b4-afd17e0cb497,c2,c1,3359,?,p2,
1769502853.2727976,CREATED,064a38d4-a80a-442b-ac84-496337538aa0,443187c7-b4e4-48fc-95db-b2c2a35c98a9,c2,c1,27,?,?,surb={'id': 'bbbe4faa-693b-4dfa-bc8b-d0529f876217', 'route': ['p1', 'e1', 'i11', 'x6', 'p2', 'c2']}
1769502853.2893288,RECEIVED,a345b939-4edf-4447-93d3-b1c04ea2fb2f,001dd290-499c-49cf-bcd7-fe52fc9967ff,c1,c2,27,p2,?,surb={'id': '518bf949-b2a2-45ba-9d12-a36528728fe8', 'route': ['p2', 'e6', 'i3', 'x8', 'p1', 'c1']}
1769502853.349668,RECEIVED,d6b17058-999d-4fec-b432-a312102e7d5c,61c93fd3-0d2f-4ee7-9473-f80c5a204212,c1,c2,27,p2,?,surb={'id': '07b6d822-1b8b-4183-a2d5-98ba6c4e1c72', 'route': ['p2', 'e6', 'i10', 'x5', 'p1', 'c1']}
1769502853.383512,SENT,5d6636c5-f256-464c-93b6-7e93bb7159ab,134a5456-c859-447c-89c6-3d64be8582e3,c2,c1,3391,?,p2,
1769502853.3836298,CREATED,92795208-0207-45e7-a164-b8ee3ca47327,57d36ae8-628c-459a-9ca7-31303856950d,c2,c1,27,?,?,surb={'id': '1cdca229-bd02-42c8-99e5-1d95a366961c', 'route': ['p1', 'e11', 'i8', 'x3', 'p2', 'c2']}
1769502853.4665604,SENT,ec93c5d0-8397-4e5f-8507-eea79ad3cdf6,86b7e90e-446e-468f-851a-dd5c6549eee6,c2,c1,3375,?,p2,
1769502853.4666812,CREATED,679212ed-c6c9-4e6f-b2e9-8472383e37be,1fb4c962-a92c-4c89-a485-fa909274cc58,c2,c1,27,?,?,surb={'id': '05176335-5bb9-4ee7-8398-24d9cacae7d4', 'route': ['p1', 'e12', 'i9', 'x8', 'p2', 'c2']}
1769502853.549348,SENT,eaf3a193-01c7-44aa-8b12-11e9e3eceac6,2ca71e18-5d87-4f75-a6e3-e76da9b651bb,c2,c1,3390,?,p2,
1769502853.5494168,CREATED,555d5671-78e0-416d-a608-a6e1a7de6835,c6758596-6b36-453f-b2ec-52f826e00557,c2,c1,27,?,?,surb={'id': '647907cf-f16d-41bc-b187-ce658236db18', 'route': ['p1', 'e8', 'i12', 'x2', 'p2', 'c2']}
1769502853.570395,SENT,a8822313-0121-47fc-917d-9072dbcf0aac,83ee19bb-a2b1-4fff-8fa3-0a0e033ba0a3,c2,c1,3393,?,p2,
1769502853.5704644,CREATED,ad576f57-1806-4227-a1c1-15a501f8a3b7,81e6bf69-d329-45f5-ba5d-1a97fb64b646,c2,c1,26,?,?,surb={'id': '01498eca-3b0c-44c0-b4fa-405e29df35ff', 'route': ['p1', 'e11', 'i3', 'x7', 'p2', 'c2']}
1769502853.5961988,SENT,9f57c2a5-76ae-43df-9bc1-37d7f03e8c78,4320e6f8-4710-4ed9-af56-225b948df6b3,c2,c1,3394,?,p2,
1769502853.5962656,CREATED,e3671c47-0246-4914-8cc2-09fd52f3c2f6,84862d81-ed20-43f9-bdc8-87da8a2c056a,c2,c1,27,?,?,surb={'id': 'ea3d76a9-8101-4141-826f-2463ea70663a', 'route': ['p1', 'e2', 'i11', 'x11', 'p2', 'c2']}
1769502854.0650039,SENT,864624df-4f79-4b55-a2bd-863c1127ff26,517ad386-58fb-4fdf-bbfb-b4fcd5cc2fe1,c2,c1,3380,?,p2,
1769502854.0651402,CREATED,7d450cb9-d6c1-471c-8bc3-c83aa506730b,100f62e4-daf3-4ef1-a90d-7fc2b75f310f,c2,c1,27,?,?,surb={'id': 'd7b7952b-f826-47f7-a423-5ccca67648a9', 'route': ['p1', 'e6', 'i9', 'x3', 'p2', 'c2']}
1769502854.1495173,RECEIVED,2973e8df-0ec4-41ed-9e5e-b4d43bcc6077,dc2ddd34-cf4f-480f-b8bc-1c441660709a,c1,c2,27,p2,?,surb={'id': '0c5e4f60-dd3a-4b9e-bae8-2e3a56e94b54', 'route': ['p2', 'e12', 'i6', 'x5', 'p1', 'c1']}
1769502854.3907077,RECEIVED,cb9fe019-3e47-407a-bb0a-261177b61d62,07b6157c-5754-4ee2-9452-6fca07d01b4c,c1,c2,27,p2,?,surb={'id': '9de1dc30-4708-4e9e-96e0-6591caf3f07e', 'route': ['p2', 'e4', 'i2', 'x3', 'p1', 'c1']}
1769502854.48328,RECEIVED,7b8bc546-f653-4cc5-8e55-f46dbed6035b,3ce1dfdc-2167-4b6d-b531-fe9a991c92b5,c1,c2,27,p2,?,surb={'id': '51133884-de94-4971-b3b4-3f69c89cc6ae', 'route': ['p2', 'e1', 'i5', 'x2', 'p1', 'c1']}
1769502854.5846379,SENT,f16539cc-f67a-4d29-91f8-dde61cdd0dc7,5f90cab2-2096-4e8f-af51-8eed6b51232f,c2,c1,3375,?,p2,
1769502854.5847363,CREATED,8506e3f8-c8b4-4451-a356-06c54739e52f,d6d91361-861c-4e61-a17f-4ffb58729e26,c2,c1,26,?,?,surb={'id': '5e1c1e45-b584-4f5f-9664-c940a22d0902', 'route': ['p1', 'e4', 'i4', 'x3', 'p2', 'c2']}
1769502854.7586265,RECEIVED,9c806f9e-f825-4440-b56a-9abacc471b07,59d9a3e6-e50d-4afc-aeae-e237cd13ae0a,c1,c2,27,p2,?,surb={'id': '4f6fc9fa-1aec-47cb-bfed-ce5aa04cc576', 'route': ['p2', 'e1', 'i11', 'x5', 'p1', 'c1']}
1769502854.837601,RECEIVED,95010b6b-379d-47e8-bb06-f87bb0ef4eae,31b3d611-39e2-4d26-80d6-707d5c2c272c,c1,c2,27,p2,?,surb={'id': '6b4ddbb3-ea07-4831-8665-bd4adc711fb3', 'route': ['p2', 'e8', 'i2', 'x11', 'p1', 'c1']}
1769502855.0478172,SENT,24f36343-a6ef-4ea9-b924-c0d6d8b60da4,b9aac422-ffa4-4577-ab3b-a61e5b7ac7c1,c2,c1,3375,?,p2,
1769502855.0479589,CREATED,e6a4837e-04e2-4161-8c44-3c272deb45cc,78a72328-9e0f-4c6d-b1e2-03526505d392,c2,c1,27,?,?,surb={'id': 'c1737b2d-500f-4cef-a804-637bc952974f', 'route': ['p1', 'e3', 'i7', 'x3', 'p2', 'c2']}
1769502855.4166017,RECEIVED,3a541b21-f8d3-47ae-9ad6-dd56b531e4a6,db6bde69-c06c-466d-ba7a-eb58ed04081c,c1,c2,27,p2,?,surb={'id': 'bbee938f-9048-400d-b50d-d6937727c400', 'route': ['p2', 'e7', 'i10', 'x10', 'p1', 'c1']}
1769502855.4444437,RECEIVED,56ece290-2233-43d1-9490-26618124e8b3,e3f1e480-7093-43a7-ac2c-a539a387a7da,c1,c2,26,p2,?,surb={'id': '1f5695d3-b4c7-4e7c-8dd4-68cdf335b75b', 'route': ['p2', 'e5', 'i2', 'x9', 'p1', 'c1']}
1769502855.587573,RECEIVED,69c42ffe-3a7e-4069-a26e-ce8b99b1f959,356fc578-59de-4b04-b6a1-ff88124dfa8f,c1,c2,26,p2,?,surb={'id': 'd6d7ba96-f0e8-4977-b144-ea16260c9f85', 'route': ['p2', 'e5', 'i2', 'x6', 'p1', 'c1']}
1769502855.6908593,SENT,97b5f807-a9de-4a99-810d-1245682a787e,5288c187-aac7-4492-aef2-e87d10176f24,c2,c1,3384,?,p2,
1769502855.6910074,CREATED,04f79fab-5898-4714-88cb-ac27212c8398,7fe3f660-7416-4e32-acb4-a5089f7e0f60,c2,c1,26,?,?,surb={'id': 'fe7ecd67-87d4-4418-b9de-d0423791d7f5', 'route': ['p1', 'e12', 'i4', 'x3', 'p2', 'c2']}
1769502855.8048205,RECEIVED,9da33ca0-ef41-40ff-9092-8600a3fb69ec,09e08a2b-7351-4602-862b-f3debd8f03c6,c1,c2,27,p2,?,surb={'id': 'ddff0ee0-730f-438c-8019-43177eab36be', 'route': ['p2', 'e2', 'i10', 'x10', 'p1', 'c1']}
1769502855.841525,SENT,16ea31ec-f3b0-4fa2-8eca-9aaeef145793,9c9ad120-458f-48c5-841a-117a983c5d0b,c2,c1,3371,?,p2,
1769502855.841682,CREATED,19bd1418-0115-48d7-b828-35bd5fd4ec7b,aabef686-f45e-44ef-91a7-902242b1de36,c2,c1,27,?,?,surb={'id': '44e0b34b-ee54-43a9-8de6-52fec1d5ac95', 'route': ['p1', 'e9', 'i3', 'x4', 'p2', 'c2']}
1769502855.9218168,SENT,0d97de2c-4234-4282-aed6-4e37848e6876,82c86a36-d573-4579-849c-3804caddaeaa,c2,c1,3406,?,p2,
1769502855.9219663,CREATED,5082a93f-02c1-4a19-a358-f1766444dd41,55421e10-6ef7-453a-9291-3371f59b25d3,c2,c1,27,?,?,surb={'id': '4ad51b0e-a9c9-464e-b24c-32fd08d0eadb', 'route': ['p1', 'e10', 'i6', 'x5', 'p2', 'c2']}
1769502855.9519224,RECEIVED,7e764796-59f8-4ad1-a45c-a137348804f4,8fc16d09-122f-4491-beca-bdb086cb628c,c1,c2,27,p2,?,surb={'id': 'fa3d267e-10ba-443f-adc4-fd1c8d327d9c', 'route': ['p2', 'e5', 'i9', 'x5', 'p1', 'c1']}
1769502856.7391753,SENT,094dcad7-f9fd-42c1-ad9d-a6b92aee037c,5e4ec748-3708-4d17-bb22-06e42bf3534a,c2,c1,3363,?,p2,
