timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769505392.4747326,SENT,f23b3dd9-bd93-48d8-b7cd-5fac36d12f60,03d287d0-9705-45a2-81c3-a8a387f8ed18,c5,c3,3357,?,p2,
1769505392.474872,CREATED,0285505a-bb20-4721-b676-46f963c2e395,afd4a565-1e5e-4b7b-bcc8-54736cf3ebff,c5,c3,25,?,?,surb={'id': 'e7dcda7c-2959-40c0-ac9a-c4bb80a13096', 'route': ['p3', 'e3', 'i4', 'x6', 'p2', 'c5']}
1769505392.5281558,SENT,bcad211c-3e10-46ac-85e3-5e6000dad64a,eeef73b7-2520-4cdc-a629-baefa7d71b49,c5,c3,3389,?,p2,
1769505392.5282612,CREATED,1faf4428-777c-4362-9e5a-5c36516bf000,f3100c4f-2fa4-411e-aa94-0b3ee72b6e12,c5,c3,27,?,?,surb={'id': '846242fa-99c0-43e4-b2e2-30b1071d48ad', 'route': ['p3', 'e11', 'i12', 'x7', 'p2', 'c5']}
1769505392.902385,RECEIVED,b81d09aa-b488-466e-92a1-0d44678c18c0,877ecb4e-3c24-4499-ab2b-a2ffd7fc1610,c4,c5,27,p2,?,surb={'id': 'da0750dd-880b-416a-8a8f-71c67f469502', 'route': ['p2', 'e6', 'i4', 'x10', 'p1', 'c4']}
1769505393.2069576,SENT,b8a0a725-abc2-456f-b7cf-42514c3420d6,eb2be930-3f7f-4436-94f4-2adcedacb9e4,c5,c3,3397,?,p2,
1769505393.2070212,CREATED,14c3a1ca-9c69-40cd-a60a-39cc6c420898,f3100c4f-2fa4-411e-aa94-0b3ee72b6e12,c5,c3,27,?,?,surb={'id': '846242fa-99c0-43e4-b2e2-30b1071d48ad', 'route': ['p3', 'e11', 'i12', 'x7', 'p2', 'c5']}
1769505393.478322,RECEIVED,36887111-28c4-4a32-be25-02eacdcb27a6,941b4230-6350-4630-9a42-db9e1f6a82cd,c4,c5,27,p2,?,surb={'id': '53ca4900-bb58-4810-8c25-dfffd7a1a0b2', 'route': ['p2', 'e1', 'i12', 'x5', 'p1', 'c4']}
1769505393.6206896,RECEIVED,97872912-1bd1-42c4-8d8c-26bb31946fc2,14c0da9d-1fec-4511-84b6-e3bd8d937190,c4,c5,26,p2,?,surb={'id': '1c0e673b-bbb8-4874-987b-c96021624593', 'route': ['p2', 'e12', 'i1', 'x6', 'p1', 'c4']}
1769505393.62474,RECEIVED,aaf4e207-ec19-4e7d-88f3-b4ba49508425,a8396c56-88d7-4884-81d1-b77bbbd5c90d,c3,c5,26,p2,?,surb={'id': '2d45aea4-1dc8-49bb-a88a-2492635427b0', 'route': ['p2', 'e11', 'i9', 'x11', 'p3', 'c3']}
1769505393.6583648,SENT,c817893c-958a-4cde-b1e7-897f15bfba6d,5a62a250-20e8-4593-8349-ea23856d6b47,c5,c3,3382,?,p2,
1769505393.6584592,CREATED,b7e29c76-12cc-42ed-aa7b-f7d19d8850c4,2f39714c-7190-4242-a559-68611f9a5bf6,c5,c3,27,?,?,surb={'id': '07aa3c9d-d18d-401c-906c-c72bb4c07732', 'route': ['p3', 'e12', 'i1', 'x4', 'p2', 'c5']}
1769505393.859105,SENT,880666cf-31b8-44a9-927a-7fd628036310,cd35fe73-897a-4f36-84f5-b60a18e58b5f,c5,c3,3399,?,p2,
1769505393.859228,CREATED,9fd68f76-49a9-47cf-a536-4ebd716eccc5,2f39714c-7190-4242-a559-68611f9a5bf6,c5,c3,27,?,?,surb={'id': '07aa3c9d-d18d-401c-906c-c72bb4c07732', 'route': ['p3', 'e12', 'i1', 'x4', 'p2', 'c5']}
1769505393.9543982,RECEIVED,d3ad46b4-964c-4b94-a720-a656a815307e,2f849e16-533f-48be-bbe4-052db7f6985b,c3,c5,27,p2,?,surb={'id': 'c9c77d3e-ea9e-4bf1-b90c-c016f0a458ef', 'route': ['p2', 'e9', 'i11', 'x6', 'p3', 'c3']}
1769505393.9584746,RECEIVED,e05dce29-b351-4f3d-8840-676f364fd207,14c0da9d-1fec-4511-84b6-e3bd8d937190,c4,c5,26,p2,?,surb={'id': '1c0e673b-bbb8-4874-987b-c96021624593', 'route': ['p2', 'e12', 'i1', 'x6', 'p1', 'c4']}
1769505394.0741634,RECEIVED,8162b526-eb12-4bdf-9ce3-979e5aff3f6b,abe69e54-06b6-46ec-ad2a-8a9187c47db5,c4,c5,27,p2,?,surb={'id': 'd843bbad-64dc-484b-8961-f8de3ac552dc', 'route': ['p2', 'e8', 'i12', 'x6', 'p1', 'c4']}
1769505394.1988769,RECEIVED,5e36a025-111a-4174-88ef-d21209bdadc7,2f849e16-533f-48be-bbe4-052db7f6985b,c3,c5,27,p2,?,surb={'id': 'c9c77d3e-ea9e-4bf1-b90c-c016f0a458ef', 'route': ['p2', 'e9', 'i11', 'x6', 'p3', 'c3']}
1769505394.2359703,SENT,6ca89b25-acc0-45e0-82ab-25f4d7680183,421a06f9-81f1-4851-8262-14b5366aaab8,c5,c3,3355,?,p2,
1769505394.2361488,CREATED,044713e4-b65b-4fe8-9288-e5d5f064d73c,b902ffe9-b4ce-40ce-a15f-44d57e2f3670,c5,c3,26,?,?,surb={'id': 'e07dff8e-ec79-429b-9e70-d01d2335b8b6', 'route': ['p3', 'e8', 'i8', 'x10', 'p2', 'c5']}
1769505394.427542,RECEIVED,1e813695-eb88-4d73-989a-36d063de70bc,4b56b2f3-29a5-4487-b3fd-ced5621ac4cd,c3,c5,27,p2,?,surb={'id': '6e2c424a-da87-44c9-8261-1eba58e1302a', 'route': ['p2', 'e3', 'i6', 'x7', 'p3', 'c3']}
1769505394.4593246,SENT,a0167667-6da8-47de-b625-407175252a34,c611820d-2edc-4513-b88d-bf5f3b4e2cdf,c5,c3,3375,?,p2,
1769505394.4594293,CREATED,4e51e875-ac30-4473-be41-2f0a9e8e937c,b902ffe9-b4ce-40ce-a15f-44d57e2f3670,c5,c3,26,?,?,surb={'id': 'e07dff8e-ec79-429b-9e70-d01d2335b8b6', 'route': ['p3', 'e8', 'i8', 'x10', 'p2', 'c5']}
1769505394.5880342,RECEIVED,16790456-aba9-4ec7-b694-77cd1ce8a007,abe69e54-06b6-46ec-ad2a-8a9187c47db5,c4,c5,27,p2,?,surb={'id': 'd843bbad-64dc-484b-8961-f8de3ac552dc', 'route': ['p2', 'e8', 'i12', 'x6', 'p1', 'c4']}
1769505394.7265365,RECEIVED,006e4ffa-2c79-4f80-acae-4c1bfb226aac,941b4230-6350-4630-9a42-db9e1f6a82cd,c4,c5,27,p2,?,surb={'id': '53ca4900-bb58-4810-8c25-dfffd7a1a0b2', 'route': ['p2', 'e1', 'i12', 'x5', 'p1', 'c4']}
1769505394.7449157,RECEIVED,bf220d60-f4b8-4d56-8808-fe591471b744,894e949e-1c0f-4bb3-86ba-871f043e19a2,c4,c5,27,p2,?,surb={'id': '9f79325c-69fa-4c18-9a9d-443390cc6a24', 'route': ['p2', 'e12', 'i9', 'x10', 'p1', 'c4']}
1769505394.7494714,SENT,f30841a8-99fc-44b8-80d4-6cee70a938d7,20d4623a-17db-455b-9f88-04f4985034e6,c5,c3,3384,?,p2,
1769505394.7495728,CREATED,14a87b3e-40b0-48a3-a3b7-52fffb4c317f,967a9a1c-104b-46ac-92b1-9e213fc8072d,c5,c3,27,?,?,surb={'id': '35d19a53-ce44-4f25-b92a-0420d662b806', 'route': ['p3', 'e6', 'i8', 'x7', 'p2', 'c5']}
1769505394.763011,RECEIVED,8a47c80e-8d96-44e8-8993-66bcdf79d34d,b09e0835-64b9-4c56-a8e6-f02487946885,c3,c5,27,p2,?,surb={'id': 'f08e78bf-7ca4-4014-b0ba-79065fd35ef4', 'route': ['p2', 'e4', 'i5', 'x9', 'p3', 'c3']}
1769505394.8747113,RECEIVED,787c0091-cc4a-4425-8975-e5651567ca3d,877ecb4e-3c24-4499-ab2b-a2ffd7fc1610,c4,c5,27,p2,?,surb={'id': 'da0750dd-880b-416a-8a8f-71c67f469502', 'route': ['p2', 'e6', 'i4', 'x10', 'p1', 'c4']}
1769505394.981211,SENT,8fa73871-ed73-49a7-8ca6-a05da4edaaf8,25b8a7a6-810e-456f-a0fa-0c62e8552eaf,c5,c3,3379,?,p2,
1769505394.981354,CREATED,f0e9d44e-ddaf-4c42-86f0-2d68dc6a6878,967a9a1c-104b-46ac-92b1-9e213fc8072d,c5,c3,27,?,?,surb={'id': '35d19a53-ce44-4f25-b92a-0420d662b806', 'route': ['p3', 'e6', 'i8', 'x7', 'p2', 'c5']}
1769505395.0348208,RECEIVED,25b02810-bbd4-4b69-b00f-3469defa1112,a8396c56-88d7-4884-81d1-b77bbbd5c90d,c3,c5,26,p2,?,surb={'id': '2d45aea4-1dc8-49bb-a88a-2492635427b0', 'route': ['p2', 'e11', 'i9', 'x11', 'p3', 'c3']}
1769505395.0788229,SENT,419c15a8-d8c1-453a-8001-564cbde26f46,af9871ff-31c7-4423-a275-c4e035e6e382,c5,c3,3375,?,p2,
1769505395.0789742,CREATED,88b60814-d832-45d3-82fa-04bee05cf05e,446c2120-b02f-4286-bc07-196bb7c28f59,c5,c3,27,?,?,surb={'id': '9d5ec4d5-0759-4633-a758-47c876aa9f8c', 'route': ['p3', 'e7', 'i3', 'x7', 'p2', 'c5']}
1769505395.16001,SENT,6537f89d-3d74-48cb-8d05-dce7488bf9ce,1393128b-3682-4127-a9eb-f83abcbb720f,c5,c3,3360,?,p2,
1769505395.160188,CREATED,4c341c58-8d98-4846-86a7-d31b78e2e861,446c2120-b02f-4286-bc07-196bb7c28f59,c5,c3,27,?,?,surb={'id': '9d5ec4d5-0759-4633-a758-47c876aa9f8c', 'route': ['p3', 'e7', 'i3', 'x7', 'p2', 'c5']}
1769505395.2393541,RECEIVED,216c62f4-6355-4b65-bd49-608d3ba26960,3dc50164-d0cf-4ad0-89f4-2ed54058ff60,c3,c5,27,p2,?,surb={'id': '23c23714-4d7e-4968-82f3-8b923354fc06', 'route': ['p2', 'e8', 'i5', 'x6', 'p3', 'c3']}
1769505395.2645967,RECEIVED,b6165a9b-8c46-4f28-abd7-13a9fe051d98,b09e0835-64b9-4c56-a8e6-f02487946885,c3,c5,27,p2,?,surb={'id': 'f08e78bf-7ca4-4014-b0ba-79065fd35ef4', 'route': ['p2', 'e4', 'i5', 'x9', 'p3', 'c3']}
1769505395.354444,RECEIVED,87284dd2-b68a-4e86-b2ae-187a1554bba9,ba9e55fa-9d01-4736-b66c-57b282138b76,c4,c5,27,p2,?,surb={'id': 'c1ae3061-228d-4509-960f-c719417e09ff', 'route': ['p2', 'e12', 'i9', 'x9', 'p1', 'c4']}
1769505395.6953886,SENT,6892384d-744e-4c33-85e8-b0307ab3a385,c5090624-1bd8-4acd-b2f6-c14d3e7553d9,c5,c3,3372,?,p2,
1769505395.695541,CREATED,7f1b9ee6-a67c-4054-8164-10229b3fb1b1,accc3994-22e9-4d2d-94f6-6629f4c42b74,c5,c3,26,?,?,surb={'id': '3610a440-a2eb-4dcc-bd0d-85f7be714f1b', 'route': ['p3', 'e9', 'i5', 'x10', 'p2', 'c5']}
1769505396.0260417,SENT,dafcb85d-a102-436f-9da6-f1257957144a,0a055669-cbc4-4445-abd8-aa931612e111,c5,c3,3361,?,p2,
1769505396.0261374,CREATED,f59014ce-bf22-4896-888b-7335475c1a32,accc3994-22e9-4d2d-94f6-6629f4c42b74,c5,c3,26,?,?,surb={'id': '3610a440-a2eb-4dcc-bd0d-85f7be714f1b', 'route': ['p3', 'e9', 'i5', 'x10', 'p2', 'c5']}
1769505396.3816063,RECEIVED,915d7fd9-1524-42dd-a82a-7e95382e6537,e8edefeb-ae84-4902-b91d-07ff142acdda,c3,c5,27,p2,?,surb={'id': '362fddd8-11c1-4265-a895-e33d0c3abb28', 'route': ['p2', 'e8', 'i2', 'x3', 'p3', 'c3']}
1769505396.4467978,SENT,20445746-6614-4733-9b12-46b5f0c2fa6b,324ff4fb-62a1-438d-a009-7a23c7a6a910,c5,c3,3392,?,p2,
1769505396.446875,CREATED,de3d016a-0e5d-4ed6-9832-3f616e372eeb,346839b9-24bb-427f-9382-7f0f0ba0be09,c5,c3,27,?,?,surb={'id': '76d29604-3f28-4490-a24c-835d3afb47ec', 'route': ['p3', 'e6', 'i7', 'x7', 'p2', 'c5']}
1769505396.4635315,RECEIVED,744f3406-4d22-42f7-b2fc-b43f0b92cd5a,ba9e55fa-9d01-4736-b66c-57b282138b76,c4,c5,27,p2,?,surb={'id': 'c1ae3061-228d-4509-960f-c719417e09ff', 'route': ['p2', 'e12', 'i9', 'x9', 'p1', 'c4']}
1769505396.6671715,SENT,b1c16a30-d86b-45b5-9a57-df464941a18f,3b36e0ec-f55c-4765-a106-5a0f3becc3ed,c5,c3,3377,?,p2,
1769505396.6673229,CREATED,3b803786-d98f-4f6f-9d8d-3668e3969ecd,346839b9-24bb-427f-9382-7f0f0ba0be09,c5,c3,27,?,?,surb={'id': '76d29604-3f28-4490-a24c-835d3afb47ec', 'route': ['p3', 'e6', 'i7', 'x7', 'p2', 'c5']}
1769505396.8045924,SENT,68ec82b3-5567-40dd-aab9-99c52042b677,69e11af7-c176-42a5-88cf-9212b0d769ee,c5,c3,3385,?,p2,
1769505396.8047426,CREATED,bb403727-b3fd-4404-a595-ca5a13cde9b3,dc57ebf1-a120-4bfd-9594-d12682f00ee3,c5,c3,27,?,?,surb={'id': 'cadfeb79-2e20-4a47-a56a-929bf34dbffc', 'route': ['p3', 'e10', 'i1', 'x1', 'p2', 'c5']}
1769505397.1164148,SENT,9a68f7c0-a5e6-43b0-9ab2-c2641dc8cb19,e942ae3b-d9fb-4c7c-84b3-a1446f23ce88,c5,c3,3383,?,p2,
1769505397.116534,CREATED,456761df-85f7-4da9-a8f8-9b613afa6b4b,dc57ebf1-a120-4bfd-9594-d12682f00ee3,c5,c3,27,?,?,surb={'id': 'cadfeb79-2e20-4a47-a56a-929bf34dbffc', 'route': ['p3', 'e10', 'i1', 'x1', 'p2', 'c5']}
1769505397.1667073,SENT,e60ed1c5-c5f8-4fe5-b269-df4912f5b984,0b90bf35-d65b-475b-8cc7-9c16e18516e0,c5,c3,3356,?,p2,
1769505397.166809,CREATED,47e58932-d183-4921-9575-2ff165de1225,c816af46-4191-4fb9-b066-c5b042bbec1c,c5,c3,25,?,?,surb={'id': '169af818-ffeb-4d52-80f3-ba92b00cfe44', 'route': ['p3', 'e9', 'i5', 'x1', 'p2', 'c5']}
1769505397.4657881,SENT,2f6817b4-ece2-4647-855e-541981ebc3e9,c54d5f83-d493-4be4-8c26-edd9d94fbfee,c5,c3,3380,?,p2,
1769505397.4658878,CREATED,ed80acde-74eb-490e-a7d7-dac2db985b96,c816af46-4191-4fb9-b066-c5b042bbec1c,c5,c3,25,?,?,surb={'id': '169af818-ffeb-4d52-80f3-ba92b00cfe44', 'route': ['p3', 'e9', 'i5', 'x1', 'p2', 'c5']}
1769505397.6052985,SENT,ad2c7ea3-589b-4ad4-ad53-d312f6dd46e8,0c26a7b7-3d04-4d42-bd8e-7dd0671d2df3,c5,c3,3371,?,p2,
1769505397.6053996,CREATED,7230ff0b-21c6-4be0-b67c-feb78eeff28c,58e2330d-7aab-4fd1-aca8-b07599af8e7a,c5,c3,27,?,?,surb={'id': '62fb3bde-addc-4829-b777-ab01d115219d', 'route': ['p3', 'e8', 'i11', 'x2', 'p2', 'c5']}
1769505397.66879,RECEIVED,2a3fad42-1f8a-412d-bb39-cfe7e3a21226,157e45af-e506-482c-83e1-8f3199e58b42,c3,c5,26,p2,?,surb={'id': '624a37ac-3ed3-4dcd-bf6a-b551209bdf78', 'route': ['p2', 'e5', 'i7', 'x9', 'p3', 'c3']}
1769505397.6883154,SENT,2603a1bd-dea4-45e8-97eb-e15a0ea4a7a0,cfa79182-506c-4c78-8f3a-41c6c50fc418,c5,c3,3375,?,p2,
1769505397.6884322,CREATED,61d266c9-8972-45f9-bb1c-b446e24fda40,58e2330d-7aab-4fd1-aca8-b07599af8e7a,c5,c3,27,?,?,surb={'id': '62fb3bde-addc-4829-b777-ab01d115219d', 'route': ['p3', 'e8', 'i11', 'x2', 'p2', 'c5']}
1769505397.7047844,SENT,db8532de-8aa6-41cd-b92e-5ed85305814f,1711c37d-b949-4714-9da0-770aee9b6b62,c5,c3,3359,?,p2,
1769505397.7048826,CREATED,678d6b60-2258-45fc-ab98-d91da3b3b23e,fcea9019-5583-4a91-9b5d-9ba23c3a4945,c5,c3,26,?,?,surb={'id': 'cce3bf81-ef08-45b6-b1b9-cc9a1fbb0776', 'route': ['p3', 'e9', 'i3', 'x8', 'p2', 'c5']}
1769505397.7178,SENT,1aa00a2f-aae8-4a95-a09e-62127e12406e,78555bb3-f569-4fb7-9bb0-89c8a110a4b5,c5,c3,3377,?,p2,
1769505397.7179184,CREATED,a0ceb93b-166f-45d0-82c4-48733ed1f4b0,fcea9019-5583-4a91-9b5d-9ba23c3a4945,c5,c3,26,?,?,surb={'id': 'cce3bf81-ef08-45b6-b1b9-cc9a1fbb0776', 'route': ['p3', 'e9', 'i3', 'x8', 'p2', 'c5']}
1769505397.7743535,SENT,824937ec-47ca-4c63-a405-c0040d567eb4,61179d9a-0973-4c1a-bb27-50c54597ff86,c5,c3,3384,?,p2,
1769505397.774458,CREATED,d153dd0e-5f14-4a61-aa6c-22f43acf7a46,3507f36f-2c2c-4738-929d-ffc17dfcfefb,c5,c3,27,?,?,surb={'id': 'b166a452-edc9-4b29-82fe-df5bb0c210dc', 'route': ['p3', 'e5', 'i2', 'x11', 'p2', 'c5']}
1769505397.8276856,RECEIVED,7cab1b21-371b-4925-8721-093e4d2dc815,f34f5a44-adef-4c96-b03a-8e0c7f986ce5,c4,c5,25,p2,?,surb={'id': 'd934db75-b285-4fa9-93ec-b74a27f8fc3d', 'route': ['p2', 'e5', 'i10', 'x7', 'p1', 'c4']}
1769505397.9434268,RECEIVED,11c09793-e632-4180-be20-0274904437a9,4e679c58-264f-4db5-8a35-f9914b71c437,c3,c5,27,p2,?,surb={'id': 'b2d38cee-d61e-4f51-a1c6-35fc37650a30', 'route': ['p2', 'e2', 'i11', 'x11', 'p3', 'c3']}
1769505397.9934046,RECEIVED,6399c70a-3e00-49ea-b826-9a8a88f1fa6d,f34f5a44-adef-4c96-b03a-8e0c7f986ce5,c4,c5,25,p2,?,surb={'id': 'd934db75-b285-4fa9-93ec-b74a27f8fc3d', 'route': ['p2', 'e5', 'i10', 'x7', 'p1', 'c4']}
1769505397.998107,RECEIVED,a67855f0-4363-40eb-aa92-8b4c9f77a442,4e679c58-264f-4db5-8a35-f9914b71c437,c3,c5,27,p2,?,surb={'id': 'b2d38cee-d61e-4f51-a1c6-35fc37650a30', 'route': ['p2', 'e2', 'i11', 'x11', 'p3', 'c3']}
1769505398.0934572,RECEIVED,b31f076c-1f0d-4856-8b77-66f22b4bd564,bc6210a1-77b1-4602-ba0d-b4d401a4c2e8,c4,c5,27,p2,?,surb={'id': '3516d730-46a0-47cf-91be-43db3c4d6192', 'route': ['p2', 'e6', 'i2', 'x2', 'p1', 'c4']}
1769505398.1951244,SENT,46a6a286-153a-4ffb-bc5d-fcc487fadb91,0b70fe76-7558-46bd-bc0e-d89f5d354e56,c5,c3,3376,?,p2,
1769505398.1952343,CREATED,6652df52-d9c5-4d23-9813-87638dbf8bd3,3507f36f-2c2c-4738-929d-ffc17dfcfefb,c5,c3,27,?,?,surb={'id': 'b166a452-edc9-4b29-82fe-df5bb0c210dc', 'route': ['p3', 'e5', 'i2', 'x11', 'p2', 'c5']}
1769505398.2212088,RECEIVED,1ab97d79-bbee-4d6d-b722-0900df609567,6657cf9a-04d7-47b9-959d-dcba791abeaa,c4,c5,27,p2,?,surb={'id': 'c371b0c2-2dbc-4e78-871e-ff034a5db253', 'route': ['p2', 'e3', 'i5', 'x7', 'p1', 'c4']}
1769505398.225988,RECEIVED,ad961ef9-70d8-4b2e-ae65-6a4287e33726,6657cf9a-04d7-47b9-959d-dcba791abeaa,c4,c5,27,p2,?,surb={'id': 'c371b0c2-2dbc-4e78-871e-ff034a5db253', 'route': ['p2', 'e3', 'i5', 'x7', 'p1', 'c4']}
1769505398.2537239,RECEIVED,d134cab5-ae13-4741-be08-ec5f8782f8be,e8edefeb-ae84-4902-b91d-07ff142acdda,c3,c5,27,p2,?,surb={'id': '362fddd8-11c1-4265-a895-e33d0c3abb28', 'route': ['p2', 'e8', 'i2', 'x3', 'p3', 'c3']}
1769505398.258603,SENT,d8e729de-f560-47c8-9de7-766139c4c5ff,a0d60e57-1c01-48b1-b615-1bc2ba541c50,c5,c3,3359,?,p2,
1769505398.2586637,CREATED,cf93bc38-518c-42e9-b4bb-e2d120a226a6,bbe0a055-552c-41ad-bac5-e1b580bf6946,c5,c3,27,?,?,surb={'id': '62d6e40e-e0ab-49b3-9247-377bb29a31b6', 'route': ['p3', 'e4', 'i1', 'x12', 'p2', 'c5']}
1769505398.6084404,RECEIVED,accf370e-983a-457e-9889-ad5e6c44d755,47e493c4-c867-4c95-aec5-9adf688740a4,c4,c5,27,p2,?,surb={'id': 'c7d5940c-c4e2-4f8c-9b97-bf5fdf374d76', 'route': ['p2', 'e11', 'i4', 'x1', 'p1', 'c4']}
1769505398.8751628,RECEIVED,5ca63c8d-3031-494c-afbf-2b61a5b043bf,47e493c4-c867-4c95-aec5-9adf688740a4,c4,c5,27,p2,?,surb={'id': 'c7d5940c-c4e2-4f8c-9b97-bf5fdf374d76', 'route': ['p2', 'e11', 'i4', 'x1', 'p1', 'c4']}
1769505399.0204687,RECEIVED,c2850e10-7d00-41f7-a98b-134e35d232dd,51482973-10e4-4b5b-be98-b76331bd72b3,c4,c5,27,p2,?,surb={'id': '78663d47-fe70-4f9f-9546-8407a7512ba2', 'route': ['p2', 'e11', 'i10', 'x3', 'p1', 'c4']}
1769505399.0411599,RECEIVED,e7fa52b4-52f4-46fa-abc2-adaca5c93b35,969f00e8-f619-431d-af24-e7e634e20534,c3,c5,26,p2,?,surb={'id': '225e685a-6ecb-4357-9c44-867d3d04530d', 'route': ['p2', 'e10', 'i5', 'x5', 'p3', 'c3']}
1769505399.0808861,SENT,b987ca9b-ac34-4bee-9fa1-caa73d1fe07d,533daa2d-1dc8-49b5-ae88-ea793a142885,c5,c3,3359,?,p2,
1769505399.080964,CREATED,b32b54cb-2939-4f3d-8f08-63a490f3b297,bbe0a055-552c-41ad-bac5-e1b580bf6946,c5,c3,27,?,?,surb={'id': '62d6e40e-e0ab-49b3-9247-377bb29a31b6', 'route': ['p3', 'e4', 'i1', 'x12', 'p2', 'c5']}
1769505399.1462111,SENT,5e93b894-b8fb-4773-877c-97166deef0db,099dfc50-c4d0-4e12-b910-c47f707461a6,c5,c3,3359,?,p2,
1769505399.1462886,CREATED,3e0ec29e-e4fc-4b19-9b70-4d1612aad01c,94599fdf-d0b5-419f-98b4-d5242db618cf,c5,c3,27,?,?,surb={'id': 'bcad855e-07d4-43f7-aab2-3c98557eda76', 'route': ['p3', 'e4', 'i5', 'x1', 'p2', 'c5']}
1769505399.2211163,SENT,dd7b5852-9d0a-40f2-b8b9-49a425d51265,d88873be-3913-407d-b11a-7768a0905004,c5,c3,3375,?,p2,
1769505399.2212594,CREATED,dca54c0e-b56d-4064-817f-1c7d3f8574f4,94599fdf-d0b5-419f-98b4-d5242db618cf,c5,c3,27,?,?,surb={'id': 'bcad855e-07d4-43f7-aab2-3c98557eda76', 'route': ['p3', 'e4', 'i5', 'x1', 'p2', 'c5']}
1769505399.376319,RECEIVED,c2571739-4514-4cdf-a1a6-07cfa958c0f4,1e2fb291-350e-4928-a37f-7cdc84d88cf2,c4,c5,26,p2,?,surb={'id': '80f0d466-7183-4f9b-931d-eb6cd5cc01c5', 'route': ['p2', 'e9', 'i2', 'x3', 'p1', 'c4']}
1769505399.3950443,RECEIVED,55b1c323-0f27-4d6c-b1cc-8a8042e5d622,20126d81-28ca-4e6f-b38e-8dda983e5149,c3,c5,27,p2,?,surb={'id': 'd477e74d-8ade-4959-84ed-642aebe947fc', 'route': ['p2', 'e11', 'i5', 'x4', 'p3', 'c3']}
1769505399.5405374,RECEIVED,63bc01c4-b3ac-4d6d-9f99-79117d712187,f94d65f4-49d9-4afe-9017-de93985d77dc,c3,c5,27,p2,?,surb={'id': '6d4e71dc-e547-41c9-b467-56a02f2113c2', 'route': ['p2', 'e11', 'i3', 'x10', 'p3', 'c3']}
1769505399.704007,SENT,a63fbc81-06a7-427b-949e-0e8591e77e25,5387c854-e7f7-4c23-a118-833ed169dbcd,c5,c3,3403,?,p2,
1769505399.7041345,CREATED,b518d236-166e-4b46-8b8f-43e785595dec,96552b9c-d518-40ab-b5d5-9b732445b335,c5,c3,27,?,?,surb={'id': '44fbfdc3-44d1-40d3-99df-fad11e8ac439', 'route': ['p3', 'e11', 'i12', 'x3', 'p2', 'c5']}
1769505399.782492,RECEIVED,ec6f7326-9122-4a65-bbb5-f488ccf539fd,51482973-10e4-4b5b-be98-b76331bd72b3,c4,c5,27,p2,?,surb={'id': '78663d47-fe70-4f9f-9546-8407a7512ba2', 'route': ['p2', 'e11', 'i10', 'x3', 'p1', 'c4']}
1769505399.90583,RECEIVED,4ac9619c-17a5-4e8e-b1aa-fc150a4d4810,bc6210a1-77b1-4602-ba0d-b4d401a4c2e8,c4,c5,27,p2,?,surb={'id': '3516d730-46a0-47cf-91be-43db3c4d6192', 'route': ['p2', 'e6', 'i2', 'x2', 'p1', 'c4']}
1769505399.947952,RECEIVED,a1ec05fa-06cc-4435-9398-04c99208eaa0,810b5db4-9389-4963-b5ee-66a315379778,c4,c5,26,p2,?,surb={'id': 'e4be2c01-1cbc-49e8-bc20-652d0527b770', 'route': ['p2', 'e12', 'i4', 'x11', 'p1', 'c4']}
1769505400.0402079,RECEIVED,cccf0ed3-f626-4fa8-86e2-d4e6c0f7d8cd,aa0e91cc-9a3d-4613-8b8b-ea8a1e843e53,c4,c5,27,p2,?,surb={'id': 'd1515422-a5da-4de2-82f3-c1ded63a3cac', 'route': ['p2', 'e8', 'i8', 'x4', 'p1', 'c4']}
1769505400.1358945,SENT,5336b2e3-4c70-407a-99bf-fed0adcceabd,6e02b8b3-8e79-4e76-b79d-d2d273cee0ee,c5,c3,3380,?,p2,
1769505400.1359966,CREATED,8cac6a56-2c1d-4e8b-b50f-8e881961fde2,96552b9c-d518-40ab-b5d5-9b732445b335,c5,c3,27,?,?,surb={'id': '44fbfdc3-44d1-40d3-99df-fad11e8ac439', 'route': ['p3', 'e11', 'i12', 'x3', 'p2', 'c5']}
1769505400.377255,RECEIVED,24c99fb5-498a-4a05-8e42-527d91c9fe69,969f00e8-f619-431d-af24-e7e634e20534,c3,c5,26,p2,?,surb={'id': '225e685a-6ecb-4357-9c44-867d3d04530d', 'route': ['p2', 'e10', 'i5', 'x5', 'p3', 'c3']}
1769505400.391665,RECEIVED,94075be1-3ff3-4a72-bcd2-50609f5729cf,5fb2eaf8-c5f4-4418-bca6-aa6f3ce025e5,c4,c5,26,p2,?,surb={'id': '1412794c-70cd-4a32-a8c4-3ba28c5399c8', 'route': ['p2', 'e7', 'i12', 'x6', 'p1', 'c4']}
1769505400.766297,RECEIVED,48623a41-dfc6-4fa5-bdad-521ef1073937,810b5db4-9389-4963-b5ee-66a315379778,c4,c5,26,p2,?,surb={'id': 'e4be2c01-1cbc-49e8-bc20-652d0527b770', 'route': ['p2', 'e12', 'i4', 'x11', 'p1', 'c4']}
1769505400.9170983,SENT,a88135ce-b8fe-40ac-88ed-efb100b7dad1,ad104981-ce99-4597-999c-1c057c95300f,c5,c3,3391,?,p2,
