timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769467937.4106207,SENT,09559b6b-32ac-47cb-9252-bfe5ebb96c71,4420d907-f034-49bf-9375-0ebd5a9ee412,c1,c2,3396,?,p1,
1769467937.41081,CREATED,5ee8f046-e49c-4fdf-90b4-12e18eb66437,44e8a973-b5eb-49a8-a1f2-e44c03c52d34,c1,c2,27,?,?,surb={'id': '625ccfc2-d2d3-475e-a17a-46475dac0c92', 'route': ['p2', 'e3', 'i9', 'x5', 'p1', 'c1']}
1769468289.0673013,RECEIVED,2b35fec1-e88b-474d-aed8-f5bfcae55fae,f69c2537-8173-46fc-bac2-df0694d3fb1c,c3,c1,27,p1,?,surb={'id': 'c6c487dc-cfc8-4771-a8ec-99daeff6f7b5', 'route': ['p1', 'e10', 'i2', 'x6', 'p3', 'c3']}
1769468289.393012,SENT,aebb6600-9bef-4f8f-b888-36d5476b208d,8c197404-1848-4a07-b2af-cf69093e9787,c1,c2,3371,?,p1,
1769468289.393587,CREATED,3bacffd9-05dc-4c74-946f-10fa14ea7766,ae944b77-7133-452e-992f-a80e802f72f6,c1,c2,27,?,?,surb={'id': 'c7735660-903f-45a8-a63c-a49c33d5f950', 'route': ['p2', 'e3', 'i6', 'x3', 'p1', 'c1']}
1769468290.0462332,SENT,be563311-be5d-4e5e-8c0d-2aeb4f4ff6c4,1ae9e4c5-9ad7-41e8-863c-96951ef02377,c1,c2,3383,?,p1,
1769468290.0464034,CREATED,03e2a1a6-be9a-4f23-8466-1f78d619d33f,aa95ca0e-a82b-4ea7-b064-0a0aaff306e5,c1,c2,26,?,?,surb={'id': 'c2fbdf68-679d-4d4d-8219-3b1fd9fe951e', 'route': ['p2', 'e10', 'i5', 'x9', 'p1', 'c1']}
1769468290.0709126,SENT,a3528d08-5351-4325-af38-c9c6768c250e,18bdf2e6-bf8c-4667-b428-b9d9a36328fa,c1,c2,3376,?,p1,
1769468290.071262,CREATED,ec942540-5215-4a6c-a183-63129619df5a,aa95ca0e-a82b-4ea7-b064-0a0aaff306e5,c1,c2,26,?,?,surb={'id': 'c2fbdf68-679d-4d4d-8219-3b1fd9fe951e', 'route': ['p2', 'e10', 'i5', 'x9', 'p1', 'c1']}
1769468290.1254492,SENT,54ceb4ed-81e2-4065-a4d0-2b4db258cb2a,deb54c79-157a-403c-a77c-9c3d88a55ce4,c1,c2,3400,?,p1,
1769468290.1256042,CREATED,34d9d0cd-4b43-4b77-8ce0-6346fe5f74f8,e2534267-dceb-441d-ad7f-b29da7381dcd,c1,c2,27,?,?,surb={'id': '1b160865-7e4d-4b1a-a36d-40b3d947c819', 'route': ['p2', 'e9', 'i10', 'x4', 'p1', 'c1']}
1769468290.283175,RECEIVED,9e1a2648-ba21-4984-8a88-a7b51e3f11f7,c1095864-9cba-4e81-8d1d-67fda01ae1b8,c3,c1,27,p1,?,surb={'id': 'dee6196d-057e-432f-ac4e-bf8d1f6747b5', 'route': ['p1', 'e7', 'i5', 'x7', 'p3', 'c3']}
1769468290.3878646,SENT,77b1d99b-a73e-43ea-9f7e-2707b8e93131,ae5477dd-c116-43ad-b55e-d0dd57407924,c1,c2,3359,?,p1,
1769468290.388015,CREATED,4b7ecf6e-48cf-4222-9a20-6f8a59ce7383,e2534267-dceb-441d-ad7f-b29da7381dcd,c1,c2,27,?,?,surb={'id': '1b160865-7e4d-4b1a-a36d-40b3d947c819', 'route': ['p2', 'e9', 'i10', 'x4', 'p1', 'c1']}
1769468290.6198838,SENT,779fcfbe-eb3f-4159-a559-21a82b74b5e9,738e3528-9d97-45a9-b6be-fea584d4abbd,c1,c2,3359,?,p1,
1769468290.6199622,CREATED,9924fc5c-6bbd-4632-a7fb-a45bd21a2253,23bfbaf9-297c-430e-ade3-e6932f107997,c1,c2,27,?,?,surb={'id': 'e21848e0-0689-47db-a221-7b70c3a10d4c', 'route': ['p2', 'e6', 'i1', 'x4', 'p1', 'c1']}
1769468290.9807456,SENT,83dfcd81-6876-4f75-980a-5f3c473faad7,8143c333-7b88-4795-9fa4-8f7af58bac61,c1,c2,3383,?,p1,
1769468290.9809878,CREATED,6cd1db31-673f-472d-9bec-631416d624f6,23bfbaf9-297c-430e-ade3-e6932f107997,c1,c2,27,?,?,surb={'id': 'e21848e0-0689-47db-a221-7b70c3a10d4c', 'route': ['p2', 'e6', 'i1', 'x4', 'p1', 'c1']}
1769468291.2137308,SENT,e42f92b5-000f-4296-8c03-b899d6b864ef,8c646580-d997-462f-904e-d2085368b153,c1,c2,3384,?,p1,
1769468291.213886,CREATED,b97d6b7d-b8cb-491f-bc58-34599a0a116b,b77240a2-b8c4-4363-989c-8baa47346c4f,c1,c2,27,?,?,surb={'id': '9b439ea6-6624-4755-b42a-c2fd8e701a56', 'route': ['p2', 'e9', 'i9', 'x7', 'p1', 'c1']}
1769468291.2349308,RECEIVED,758b96da-0c75-41be-bc41-ac7486830ad4,c1095864-9cba-4e81-8d1d-67fda01ae1b8,c3,c1,27,p1,?,surb={'id': 'dee6196d-057e-432f-ac4e-bf8d1f6747b5', 'route': ['p1', 'e7', 'i5', 'x7', 'p3', 'c3']}
1769468291.2403224,RECEIVED,9b5d4a0c-1765-48f7-9d2a-af2843eaaa2c,4821a218-d7b7-4a92-a129-fabae3e04f30,c3,c1,27,p1,?,surb={'id': '0d3499c6-d4e9-4544-b102-49fa6a51586e', 'route': ['p1', 'e10', 'i10', 'x6', 'p3', 'c3']}
1769468291.6837368,SENT,0374cb44-aace-4554-a77e-a0e92146159c,fa877dd1-7027-4eeb-a7e6-d70c0098e54f,c1,c2,3388,?,p1,
1769468291.68389,CREATED,ff507185-a7d6-4342-be3b-e94d59168bf5,b77240a2-b8c4-4363-989c-8baa47346c4f,c1,c2,27,?,?,surb={'id': '9b439ea6-6624-4755-b42a-c2fd8e701a56', 'route': ['p2', 'e9', 'i9', 'x7', 'p1', 'c1']}
1769468292.2812467,RECEIVED,adb7d4dd-9f0c-468c-be07-f8e6ccbc7189,24c2e90c-16b7-420e-9e17-cb8807f0ad78,c3,c1,27,p1,?,surb={'id': 'dd30cef2-8672-4585-ad76-0b15fa5ef7c3', 'route': ['p1', 'e1', 'i6', 'x11', 'p3', 'c3']}
1769468292.2849834,RECEIVED,77c2a3d3-719f-4a03-ab42-7cdc19d49f91,53d6b9cb-cec7-456b-a46f-cd1521d540d1,c3,c1,27,p1,?,surb={'id': '5c5e1cd6-35ee-451c-ad2a-3f3ea8296180', 'route': ['p1', 'e11', 'i5', 'x5', 'p3', 'c3']}
1769468292.3243363,SENT,a7b414e6-ac1c-4b65-ac0d-a2cb0844ec12,4d4699de-c4fb-4d7c-a7de-f8755c3c9ba4,c1,c2,3400,?,p1,
1769468292.3245182,CREATED,04abc687-9af8-467c-9de3-ec47ab1f8a7c,cb32ca62-411b-4371-a9f3-e0364e3d35a9,c1,c2,27,?,?,surb={'id': '73c7b8d5-1fe5-4821-8719-2bd213ce0b12', 'route': ['p2', 'e2', 'i12', 'x9', 'p1', 'c1']}
1769468292.4469242,SENT,5400a620-e971-497e-bcc3-ad84cb97932b,8c4e003a-e307-4d13-a3f8-fe139fffe538,c1,c2,3391,?,p1,
1769468292.4470978,CREATED,383e1ef9-220e-4083-a23b-be5486dfdff9,cb32ca62-411b-4371-a9f3-e0364e3d35a9,c1,c2,27,?,?,surb={'id': '73c7b8d5-1fe5-4821-8719-2bd213ce0b12', 'route': ['p2', 'e2', 'i12', 'x9', 'p1', 'c1']}
1769468292.7806675,SENT,e517fe36-bd01-44ab-81fa-d2734ae0715a,f2ce8a5e-d31d-459b-bf3d-021294dfa771,c1,c2,3380,?,p1,
1769468292.7808058,CREATED,8fe777f1-5f7e-4a15-a77b-256917211d3e,d17f4b85-4efe-4bc4-9c70-644ca00e0dea,c1,c2,27,?,?,surb={'id': '6fe63451-4754-43fd-87b3-d8529a8e22ed', 'route': ['p2', 'e2', 'i1', 'x10', 'p1', 'c1']}
1769468292.8376021,RECEIVED,bb297025-e349-426c-a9eb-b2d464ef28b4,59cad7eb-a20e-46fb-8a04-853ded6f31ba,c3,c1,27,p1,?,surb={'id': 'b3c6057a-e5de-4f5c-b8d7-7067dacd3cdf', 'route': ['p1', 'e12', 'i2', 'x4', 'p3', 'c3']}
1769468293.1866663,SENT,098fb7e4-e0b6-4ba3-95d8-dbf18266a0a9,dc0ae1e7-751e-40ae-a112-b76177fbe398,c1,c2,3372,?,p1,
1769468293.1867707,CREATED,c1217fac-925b-4710-8fa6-c1fcf10a5014,d17f4b85-4efe-4bc4-9c70-644ca00e0dea,c1,c2,27,?,?,surb={'id': '6fe63451-4754-43fd-87b3-d8529a8e22ed', 'route': ['p2', 'e2', 'i1', 'x10', 'p1', 'c1']}
1769468293.3327515,RECEIVED,93feac2c-06da-4f10-9c61-8e2c8536edbd,59cad7eb-a20e-46fb-8a04-853ded6f31ba,c3,c1,27,p1,?,surb={'id': 'b3c6057a-e5de-4f5c-b8d7-7067dacd3cdf', 'route': ['p1', 'e12', 'i2', 'x4', 'p3', 'c3']}
1769468293.3636827,RECEIVED,bfe369f1-7b43-4663-958e-1c3cd465f3d5,1dbe1b0f-ee46-4fc5-9ef6-a2a8d6bd84a1,c3,c1,26,p1,?,surb={'id': '6ca5ec2f-07c3-4279-8191-56dea2c5d3a4', 'route': ['p1', 'e4', 'i6', 'x11', 'p3', 'c3']}
1769468293.4178257,SENT,9701debf-8ee0-41ab-ba06-9a01b421fd7d,771e38f1-1c98-4793-b8a3-efeddb3b8d54,c1,c2,3392,?,p1,
1769468293.417889,CREATED,efdc7720-cf19-4c57-9b55-5704d9604d0b,8514994b-4998-409b-a28c-c7c4fc0e9a89,c1,c2,26,?,?,surb={'id': '75e703fd-b9e7-4097-a518-44215d060b83', 'route': ['p2', 'e12', 'i12', 'x2', 'p1', 'c1']}
1769468293.4388435,RECEIVED,ca2285ea-76d1-460a-b38f-15cffa981ddd,53d6b9cb-cec7-456b-a46f-cd1521d540d1,c3,c1,27,p1,?,surb={'id': '5c5e1cd6-35ee-451c-ad2a-3f3ea8296180', 'route': ['p1', 'e11', 'i5', 'x5', 'p3', 'c3']}
1769468293.4674926,RECEIVED,99f52d5c-f5bb-4584-be32-eaa2d79a4f7e,24c2e90c-16b7-420e-9e17-cb8807f0ad78,c3,c1,27,p1,?,surb={'id': 'dd30cef2-8672-4585-ad76-0b15fa5ef7c3', 'route': ['p1', 'e1', 'i6', 'x11', 'p3', 'c3']}
1769468293.7271512,RECEIVED,9c480c3a-2a38-4643-abc2-c2fdc3238b03,3ca1baf9-2e58-4b66-8a21-970d703ae669,c3,c1,27,p1,?,surb={'id': 'ca867108-85e8-46d2-a1d1-6e14407c0ccc', 'route': ['p1', 'e7', 'i10', 'x10', 'p3', 'c3']}
1769468293.7683775,SENT,5b4f45bf-32a4-4cd2-a550-bf00a6fdfbca,0763671f-4586-4496-bf3e-0c6d2ecf0a22,c1,c2,3393,?,p1,
1769468293.7684484,CREATED,bd06ff89-34c6-400f-bd6a-d0911c38dced,8514994b-4998-409b-a28c-c7c4fc0e9a89,c1,c2,26,?,?,surb={'id': '75e703fd-b9e7-4097-a518-44215d060b83', 'route': ['p2', 'e12', 'i12', 'x2', 'p1', 'c1']}
1769468294.2836823,RECEIVED,481ea89c-73ee-44d6-abf0-c661bec0d68a,1dbe1b0f-ee46-4fc5-9ef6-a2a8d6bd84a1,c3,c1,26,p1,?,surb={'id': '6ca5ec2f-07c3-4279-8191-56dea2c5d3a4', 'route': ['p1', 'e4', 'i6', 'x11', 'p3', 'c3']}
1769468294.3255029,SENT,5b7753cb-757a-4b5b-94f9-212f3fc523fb,6f32abf8-5153-43d5-8f75-00f482a6f1a4,c1,c2,3372,?,p1,
1769468294.3255975,CREATED,6f79bc15-77fe-4165-8c7e-f2f76e197b06,8e6adb07-f016-47bf-90f5-631e2c2a01ba,c1,c2,27,?,?,surb={'id': 'c74db9bd-6313-45f1-8895-976a8f9defa0', 'route': ['p2', 'e8', 'i3', 'x3', 'p1', 'c1']}
1769468294.485459,RECEIVED,95d5ca9a-35ff-4e9e-8222-eba77821b763,bf7abe56-79ab-4e43-97cf-bb54c49d332f,c3,c1,27,p1,?,surb={'id': '118d401c-869c-439c-9021-a46c45000044', 'route': ['p1', 'e5', 'i8', 'x7', 'p3', 'c3']}
1769468294.541854,RECEIVED,5811cf7d-8417-4bf0-aa74-2280720c07ad,ec9b778e-ad78-449c-8fea-be4b0088dbce,c3,c1,27,p1,?,surb={'id': 'fd011fa3-e60a-4843-b6ec-7399aa58e06d', 'route': ['p1', 'e3', 'i11', 'x2', 'p3', 'c3']}
1769468294.7597733,RECEIVED,a83262f5-8003-47ca-894e-cc761223e27d,812519ea-a262-4a51-a7ff-c2ee657ccccb,c3,c1,26,p1,?,surb={'id': 'f19d1b30-b065-4b66-98b2-6046c6a2ff63', 'route': ['p1', 'e5', 'i3', 'x1', 'p3', 'c3']}
1769468295.0552044,SENT,50027187-9817-4afc-91f9-ef6ed494a5e1,94389d51-62cd-4655-9b4d-5085246f86a5,c1,c2,3359,?,p1,
1769468295.0553617,CREATED,d1d3d3d7-9358-4441-9c99-98d65459ef4c,8e6adb07-f016-47bf-90f5-631e2c2a01ba,c1,c2,27,?,?,surb={'id': 'c74db9bd-6313-45f1-8895-976a8f9defa0', 'route': ['p2', 'e8', 'i3', 'x3', 'p1', 'c1']}
1769468295.3324225,RECEIVED,e50c8727-0d78-491b-9007-36fccca38ae8,3ca1baf9-2e58-4b66-8a21-970d703ae669,c3,c1,27,p1,?,surb={'id': 'ca867108-85e8-46d2-a1d1-6e14407c0ccc', 'route': ['p1', 'e7', 'i10', 'x10', 'p3', 'c3']}
1769468295.71547,RECEIVED,afb3c207-a0cc-488a-b361-22c7a6edd011,ee9befe1-2137-4c59-8ca8-b58b87832857,c3,c1,26,p1,?,surb={'id': '1c119fe5-8a78-461c-9020-6fd46552808a', 'route': ['p1', 'e12', 'i4', 'x9', 'p3', 'c3']}
1769468295.7208867,SENT,d4d648c9-4645-4f9c-999b-c6fabf5059ec,9fdb0642-e993-44d0-a891-b385e3e8ff9e,c1,c2,3368,?,p1,
1769468295.720965,CREATED,9b055f50-9b01-4dcf-b2f3-0cd057b0afb9,aa383ac3-bbe4-4950-9631-18439a9892f6,c1,c2,27,?,?,surb={'id': 'ae34e88a-d9df-4462-83e5-b6eac00e8ed8', 'route': ['p2', 'e2', 'i9', 'x6', 'p1', 'c1']}
1769468295.8379972,SENT,97584c87-d30a-44a7-9f62-ff1f0d029f54,2bb97484-8e74-4810-b4ec-def021dc0cf6,c1,c2,3384,?,p1,
1769468295.8381894,CREATED,c0eaac79-8432-4d68-b100-2243046e3c2f,aa383ac3-bbe4-4950-9631-18439a9892f6,c1,c2,27,?,?,surb={'id': 'ae34e88a-d9df-4462-83e5-b6eac00e8ed8', 'route': ['p2', 'e2', 'i9', 'x6', 'p1', 'c1']}
1769468295.9122922,RECEIVED,4f9938fa-05da-41a0-99d7-4e68611b267e,812519ea-a262-4a51-a7ff-c2ee657ccccb,c3,c1,26,p1,?,surb={'id': 'f19d1b30-b065-4b66-98b2-6046c6a2ff63', 'route': ['p1', 'e5', 'i3', 'x1', 'p3', 'c3']}
1769468296.0067003,SENT,687937b8-ebf1-4a58-8b3c-23aa7e9c9198,188f019e-7356-4b90-9dfa-f39b3a2e07e8,c1,c2,3399,?,p1,
1769468296.006856,CREATED,03cf44ac-ae78-4b1f-b620-2de1fe497b20,3795a7b9-3004-4447-9f28-d2b64d282d14,c1,c2,26,?,?,surb={'id': 'a1a5ce36-f6a9-4a4f-9f9e-8ccb4b2d63d3', 'route': ['p2', 'e9', 'i7', 'x11', 'p1', 'c1']}
1769468296.577402,RECEIVED,88a7ebb9-8822-4304-8cb9-0495f97016cd,57912282-0a65-46d2-ad09-47d6cc1d26e2,c3,c1,26,p1,?,surb={'id': '2dc6a80e-6f7e-4936-b4d0-03fd0b41837f', 'route': ['p1', 'e1', 'i8', 'x11', 'p3', 'c3']}
1769468296.620124,SENT,f3e6c1c6-d86a-44f0-9cca-a1401fc25283,9baf6603-1f13-4173-84ef-a0650a455021,c1,c2,3384,?,p1,
1769468296.620282,CREATED,68fc73a8-9c72-4641-a1c1-8cff9b1fa423,3795a7b9-3004-4447-9f28-d2b64d282d14,c1,c2,26,?,?,surb={'id': 'a1a5ce36-f6a9-4a4f-9f9e-8ccb4b2d63d3', 'route': ['p2', 'e9', 'i7', 'x11', 'p1', 'c1']}
1769468296.7329888,SENT,0835b363-b5ba-4f34-9fc0-ab5a5b1442cc,f7f06de7-bea3-4a21-a38b-63365e271a50,c1,c2,3400,?,p1,
1769468296.7331173,CREATED,b876c417-1bb8-49d1-8628-4ce2d3f00190,9619ef52-1c46-4197-b8dd-3567f742a6d1,c1,c2,27,?,?,surb={'id': '6bb22826-e2ae-40a3-8de0-c45b880f4fc2', 'route': ['p2', 'e12', 'i7', 'x11', 'p1', 'c1']}
1769468296.7968705,RECEIVED,ce17da5e-8651-48d1-8fd2-fa11f09a64c6,ec9b778e-ad78-449c-8fea-be4b0088dbce,c3,c1,27,p1,?,surb={'id': 'fd011fa3-e60a-4843-b6ec-7399aa58e06d', 'route': ['p1', 'e3', 'i11', 'x2', 'p3', 'c3']}
1769468297.1858387,SENT,82d52547-d580-42b6-9cf6-801ce1549253,40b8a55a-701f-48f2-a0b7-d0fcc8fe12db,c1,c2,3396,?,p1,
1769468297.185925,CREATED,feaf9698-2c70-4e38-a7ef-da34f91ac4f8,9619ef52-1c46-4197-b8dd-3567f742a6d1,c1,c2,27,?,?,surb={'id': '6bb22826-e2ae-40a3-8de0-c45b880f4fc2', 'route': ['p2', 'e12', 'i7', 'x11', 'p1', 'c1']}
1769468297.215985,RECEIVED,9436afff-3e82-4643-9925-5f8e1d9cd362,ee9befe1-2137-4c59-8ca8-b58b87832857,c3,c1,26,p1,?,surb={'id': '1c119fe5-8a78-461c-9020-6fd46552808a', 'route': ['p1', 'e12', 'i4', 'x9', 'p3', 'c3']}
1769468297.8551512,SENT,64768503-c2d2-46f6-a995-a16aaafdffef,f43ad044-c947-4c23-9de2-464ef998c056,c1,c2,3392,?,p1,
1769468297.855338,CREATED,5e1c176a-e1e9-4260-882a-597525d19656,90d554d4-6412-4137-8439-d11f77bd7225,c1,c2,26,?,?,surb={'id': 'adbf8f39-e6f3-499a-b68c-2a0635b71f79', 'route': ['p2', 'e8', 'i10', 'x12', 'p1', 'c1']}
1769468298.195931,RECEIVED,2541cdc8-732f-40ba-b848-a62250106563,57912282-0a65-46d2-ad09-47d6cc1d26e2,c3,c1,26,p1,?,surb={'id': '2dc6a80e-6f7e-4936-b4d0-03fd0b41837f', 'route': ['p1', 'e1', 'i8', 'x11', 'p3', 'c3']}
1769468298.2031078,SENT,00751008-1445-4851-9002-6f52c0492a01,10152068-38a8-49da-af59-9ab2095008bf,c1,c2,3400,?,p1,
1769468298.2032323,CREATED,a6bbeac5-5a0b-48cd-aebe-b64d6e00562c,90d554d4-6412-4137-8439-d11f77bd7225,c1,c2,26,?,?,surb={'id': 'adbf8f39-e6f3-499a-b68c-2a0635b71f79', 'route': ['p2', 'e8', 'i10', 'x12', 'p1', 'c1']}
1769468298.2850182,RECEIVED,a745ad5e-c21d-49fd-9a35-8516135466ea,9466c7ab-1d34-4c7b-8193-0e21205dacf9,c3,c1,27,p1,?,surb={'id': 'cfd8c29c-4f51-4331-9e8e-c66bef422be4', 'route': ['p1', 'e2', 'i2', 'x3', 'p3', 'c3']}
1769468298.544576,SENT,b90d3c3a-9f10-4b7a-893e-c4c67184c5c4,d77ba405-64a6-4c16-b33a-0e8547a474c6,c1,c2,3404,?,p1,
1769468298.544773,CREATED,8f855640-6b66-476b-bcf6-0e8ce943e342,9e4495f1-02f7-4963-ac1f-31110f6542d4,c1,c2,27,?,?,surb={'id': '2bda1a58-31f1-4699-9062-bd34d667b8e5', 'route': ['p2', 'e12', 'i11', 'x3', 'p1', 'c1']}
1769468298.5739403,RECEIVED,11aed308-a0f0-440a-bc25-c3803a1af266,7a6442ff-7289-4d1d-800a-bf26b3b33126,c3,c1,27,p1,?,surb={'id': '8352608b-2aa8-4ad1-a3e8-6d052ca8f07d', 'route': ['p1', 'e4', 'i7', 'x10', 'p3', 'c3']}
1769468298.8451312,SENT,fba14fca-ae85-417c-806c-2151c0ff5000,7fa199a0-bae7-4228-a958-28f0243ab262,c1,c2,3380,?,p1,
1769468298.8453202,CREATED,7cf1abff-3954-446f-b437-9e7fc289d7a6,9e4495f1-02f7-4963-ac1f-31110f6542d4,c1,c2,27,?,?,surb={'id': '2bda1a58-31f1-4699-9062-bd34d667b8e5', 'route': ['p2', 'e12', 'i11', 'x3', 'p1', 'c1']}
1769468298.9513009,RECEIVED,0b104019-cb44-4c0d-a964-132356ab5934,b5782295-4a77-4add-be8d-c35a412a589c,c3,c1,27,p1,?,surb={'id': 'b67f4db7-6fd8-4f49-add1-5a81524150c8', 'route': ['p1', 'e11', 'i8', 'x3', 'p3', 'c3']}
1769468298.9644752,RECEIVED,13aae29f-2486-4c77-88fe-6f450878edaf,4aab6e3e-f95b-4020-b033-b41f33b7170e,c3,c1,27,p1,?,surb={'id': '8a2bf092-e58e-4eed-af4a-b4e937a995d2', 'route': ['p1', 'e11', 'i9', 'x9', 'p3', 'c3']}
1769468299.023228,SENT,a76beb34-91ac-4121-adfb-cf6c71a36603,fe1ccac2-2ac8-4615-9704-3b1a33f4ba5d,c1,c2,3375,?,p1,
1769468299.023343,CREATED,3968d62b-e0f7-4e98-af32-56c8e7827006,87c12df9-2e77-467d-a258-009e6867a879,c1,c2,27,?,?,surb={'id': 'e1c45b21-885b-496d-b90c-55448ec49309', 'route': ['p2', 'e10', 'i12', 'x1', 'p1', 'c1']}
1769468299.1871414,RECEIVED,6e9f8c6d-c89d-4a51-8e1d-40cb129e0477,04f5920a-10d7-4837-9f05-2edb7a0b1423,c3,c1,26,p1,?,surb={'id': '99a70f0f-54eb-463a-be9b-f183e2258f73', 'route': ['p1', 'e4', 'i3', 'x2', 'p3', 'c3']}
1769468299.2420921,RECEIVED,b85d1476-6fb6-4b6b-9b73-75b9b77efdb3,6aa0b906-184f-4617-9ae7-827a6626ca3d,c3,c1,27,p1,?,surb={'id': '9780953b-65ce-41cc-ab1c-ab4a0f522def', 'route': ['p1', 'e12', 'i11', 'x9', 'p3', 'c3']}
1769468299.2756143,SENT,b0db9499-3453-42d5-887b-0440615c7cd9,aaced71c-7168-45b3-9768-e59e84414e87,c1,c2,3384,?,p1,
1769468299.275728,CREATED,a4da9930-1932-4a05-b8ad-620e6228e979,87c12df9-2e77-467d-a258-009e6867a879,c1,c2,27,?,?,surb={'id': 'e1c45b21-885b-496d-b90c-55448ec49309', 'route': ['p2', 'e10', 'i12', 'x1', 'p1', 'c1']}
1769468299.3310888,SENT,74180d56-3cd8-4ae0-8ed9-591deb1f8d55,6eb4ffa9-a27b-4c3c-ab59-6141f7d34816,c1,c2,3360,?,p1,
1769468299.3312097,CREATED,32a25ac3-e4a5-428f-b6f1-f0752080642f,6a10f776-5843-4747-baf5-b38c8b067cf6,c1,c2,26,?,?,surb={'id': '0f830499-9c58-4874-afcb-901eb4cc70bb', 'route': ['p2', 'e6', 'i7', 'x9', 'p1', 'c1']}
1769468299.6898003,RECEIVED,b4c37098-174d-4870-a7d2-b49fb2c80ecf,04f5920a-10d7-4837-9f05-2edb7a0b1423,c3,c1,26,p1,?,surb={'id': '99a70f0f-54eb-463a-be9b-f183e2258f73', 'route': ['p1', 'e4', 'i3', 'x2', 'p3', 'c3']}
1769468299.991676,RECEIVED,39513b9d-833a-410b-bfa0-b8e89e3f7aec,6aa0b906-184f-4617-9ae7-827a6626ca3d,c3,c1,27,p1,?,surb={'id': '9780953b-65ce-41cc-ab1c-ab4a0f522def', 'route': ['p1', 'e12', 'i11', 'x9', 'p3', 'c3']}
1769468300.0380962,SENT,ead86a19-65f2-42a9-8be0-bf63c631b63f,7751cc08-b29b-4752-a627-7e40a1b79691,c1,c2,3387,?,p1,
1769468300.0382583,CREATED,0590d8d7-d4d9-40d8-83eb-9c64bdccfb59,6a10f776-5843-4747-baf5-b38c8b067cf6,c1,c2,26,?,?,surb={'id': '0f830499-9c58-4874-afcb-901eb4cc70bb', 'route': ['p2', 'e6', 'i7', 'x9', 'p1', 'c1']}
1769468300.4198177,SENT,4982e64c-9f7e-40c4-85c9-70e43515b155,6cffabac-dbcf-42eb-85c4-af1cc495d4d4,c1,c2,3396,?,p1,
1769468300.4199142,CREATED,8de1d9df-552c-4f10-a577-b760240eeeec,3fc43796-e627-416d-9d99-87fdb55dc59d,c1,c2,27,?,?,surb={'id': '73aba0f1-c2d8-4d44-9886-0d7dcaca702a', 'route': ['p2', 'e1', 'i5', 'x2', 'p1', 'c1']}
1769468300.6173074,SENT,ee6d09da-e85b-4724-8c0c-a8d771693686,47f6dcc3-0210-4b2c-954a-b5d16a852814,c1,c2,3384,?,p1,
1769468300.6174545,CREATED,f25edc2f-4963-4ad3-9cb1-23618ae59c7d,3fc43796-e627-416d-9d99-87fdb55dc59d,c1,c2,27,?,?,surb={'id': '73aba0f1-c2d8-4d44-9886-0d7dcaca702a', 'route': ['p2', 'e1', 'i5', 'x2', 'p1', 'c1']}
1769468300.6213849,RECEIVED,97aff2a2-b054-434e-a09d-e4a0dc44ff81,9466c7ab-1d34-4c7b-8193-0e21205dacf9,c3,c1,27,p1,?,surb={'id': 'cfd8c29c-4f51-4331-9e8e-c66bef422be4', 'route': ['p1', 'e2', 'i2', 'x3', 'p3', 'c3']}
1769468300.8524294,SENT,f5c10171-cef0-4a0e-b456-d2941349a939,4c6d38a5-04d2-4a54-9824-44c120e4b042,c1,c2,3400,?,p1,
1769468300.85259,CREATED,cdb7ca47-7082-4b0a-af4f-088d2a17e1a4,a65e98b5-98f8-4b0e-9204-14f00b231e07,c1,c2,26,?,?,surb={'id': '03f5029c-c120-46ae-bc79-8eb48bcd1eef', 'route': ['p2', 'e12', 'i10', 'x5', 'p1', 'c1']}
1769468301.5646725,SENT,0d28ba3a-a907-403d-a82c-2b175038fd06,20196b61-f782-487c-a68f-66f903845f6c,c1,c2,3401,?,p1,
1769468301.5648277,CREATED,b6f74791-b9cc-481a-b3c0-c1fe14280bef,a65e98b5-98f8-4b0e-9204-14f00b231e07,c1,c2,26,?,?,surb={'id': '03f5029c-c120-46ae-bc79-8eb48bcd1eef', 'route': ['p2', 'e12', 'i10', 'x5', 'p1', 'c1']}
1769468302.1112168,RECEIVED,00bee2d4-d30e-4175-8e04-65665345bf29,7a6442ff-7289-4d1d-800a-bf26b3b33126,c3,c1,27,p1,?,surb={'id': '8352608b-2aa8-4ad1-a3e8-6d052ca8f07d', 'route': ['p1', 'e4', 'i7', 'x10', 'p3', 'c3']}
1769468302.1414444,RECEIVED,35ba58d6-ed07-4e0f-ba9a-84eec73adde3,19cdf96b-866a-45d6-aa42-a22ca018fdf1,c3,c1,27,p1,?,surb={'id': '77a97eaf-c4b4-483a-88a8-913059389ff5', 'route': ['p1', 'e9', 'i5', 'x7', 'p3', 'c3']}
1769468302.1998432,RECEIVED,c3e951e2-7c64-4112-b39f-c4630e891764,f459e46c-657a-42c7-9ac0-f521a4addf49,c3,c1,27,p1,?,surb={'id': 'dc307cb7-d9ce-4e34-85b8-729783adf6d6', 'route': ['p1', 'e11', 'i2', 'x10', 'p3', 'c3']}
1769468302.5406795,SENT,6e28194f-f3cc-44de-b033-c22eb3d84ec9,0d3aeff2-83f0-4e9a-956f-87bae9d41848,c1,c2,3384,?,p1,
