timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769450664.9379861,SENT,087729b9-b10a-430a-b327-091c90111dac,60cdcd92-3ed7-4ada-8acc-1485bc72d98e,c3,DROP,2015,?,p3,
1769450664.9381654,CREATED,c9bbf9b6-19b2-4df2-8019-be5bee931756,c7185022-3fa2-4fd9-b4ac-84badb637c40,c3,DROP,27,?,?,
1769450665.6498256,SENT,cb56f947-efc6-4409-a1af-cc7f583f2204,a2d136c9-fa0a-4dce-9e1f-863f3efbdcac,c3,c1,3365,?,p3,
1769450665.6499984,CREATED,549d2fda-6003-46a6-8f7e-d01507ed2510,ae4327f1-d01f-4b20-b8f1-45b030604ce3,c3,c1,27,?,?,surb={'id': '69381063-9771-430f-9cf6-de87f3d7c6f9', 'route': ['p1', 'e7', 'i5', 'x7', 'p3', 'c3']}
1769450907.5175443,RECEIVED,1b93aa53-974b-4c1f-9e84-e277fc4afe15,2b12868e-bc4f-4a13-86a0-e58d0e1a6ec8,c5,c3,26,p3,?,surb={'id': '073f8a8d-8dba-466e-af29-a7973afeaf2c', 'route': ['p3', 'e8', 'i4', 'x10', 'p2', 'c5']}
1769450908.483342,RECEIVED,d0f9ead9-0593-4353-a9e2-4ef98ab4415e,e4f84469-87df-467b-a45c-01da0fe9979d,c5,c3,27,p3,?,surb={'id': '2c98bf54-8deb-4e72-b183-16fc2575aa22', 'route': ['p3', 'e5', 'i4', 'x5', 'p2', 'c5']}
1769450908.904067,SENT,108a98c8-2693-4dc1-be40-f1a12f85a6ca,50f30b56-c4b5-4432-b54d-dad2a4478f44,c3,c1,3375,?,p3,
1769450908.904132,CREATED,beffabb0-3e13-4fde-ac7d-52bf4b499263,4a21e9e9-5671-4027-889c-8b0de59cd814,c3,c1,27,?,?,surb={'id': 'a9215374-8337-466e-98e6-f9db4bf09c17', 'route': ['p1', 'e3', 'i1', 'x11', 'p3', 'c3']}
1769450909.0263052,SENT,8ffaf349-e74a-4765-8677-dd11f3b00700,fa271348-2379-443d-a8e8-258aaaf351d0,c3,c1,3371,?,p3,
1769450909.0264409,CREATED,95035b12-1373-47bd-9c72-116509f9cd85,98ef3d93-3dee-46b3-9456-13c566dc9205,c3,c1,27,?,?,surb={'id': '6a9f642f-05c5-4834-9f07-76efa8a6eb51', 'route': ['p1', 'e1', 'i3', 'x5', 'p3', 'c3']}
1769450909.1636102,SENT,0d9b4bd8-1913-4c07-af78-8ae01a9f7a48,b9c29443-ee4f-4563-8984-0bcbe9f10019,c3,c1,3379,?,p3,
1769450909.1637433,CREATED,63c97cfd-c994-4f04-a46a-f4b4a32bcae1,cb0611bf-c149-4a63-bafa-128747d10909,c3,c1,26,?,?,surb={'id': '564d4849-afd4-4e25-836a-50c6d2519fb6', 'route': ['p1', 'e1', 'i1', 'x3', 'p3', 'c3']}
1769450909.2073917,SENT,ba844c50-8d99-49be-9057-0fd0383ba823,2187dbcc-51af-423e-aa26-b6c24c8193a2,c3,c1,3384,?,p3,
1769450909.2075236,CREATED,2fba3619-6672-4cb1-97c7-46fb7bd4570d,a39e7b52-302d-4d0d-8880-6feba1d65cf0,c3,c1,26,?,?,surb={'id': 'a716144d-d8ae-42de-aa8f-b9060385ae7a', 'route': ['p1', 'e2', 'i11', 'x6', 'p3', 'c3']}
1769450909.2519724,SENT,66f76059-f5e7-4252-b9f2-3764154d1a93,7c55beaf-cb99-4247-b4b6-e4169d7b19db,c3,c1,3383,?,p3,
1769450909.2521448,CREATED,3dc12959-1f39-4fe8-adae-ab08ee7f5c51,f52870c2-58de-463d-acac-9f9e5fa74660,c3,c1,27,?,?,surb={'id': 'd8b2dd3e-feaf-4582-80bb-c924974522b5', 'route': ['p1', 'e7', 'i9', 'x11', 'p3', 'c3']}
1769450909.3048668,RECEIVED,a3448313-93af-4be5-83fd-76ac10d07c42,49c7b549-0a01-4269-9c54-583b75f6e7b7,c5,c3,27,p3,?,surb={'id': '5e5a4c76-db2a-461b-93f0-f18fc8e9cfbd', 'route': ['p3', 'e8', 'i2', 'x3', 'p2', 'c5']}
1769450909.584563,SENT,a4a0607a-e1d3-4b22-97c8-befd172d148c,57a662d8-f78f-4427-991a-79b782664c46,c3,c1,3369,?,p3,
1769450909.5846376,CREATED,7630409e-a627-4cce-b92b-8951f329c7d8,7d11facd-98b6-4be2-ae2f-d4627c8eefbf,c3,c1,25,?,?,surb={'id': '36768669-518c-4f35-b6b8-2135e2ce80a7', 'route': ['p1', 'e3', 'i4', 'x2', 'p3', 'c3']}
1769450909.5921397,SENT,77be03d0-5350-4ae5-b7df-e430cfa11326,f7bb77fa-8888-40ee-9dbc-835db7430072,c3,c1,3360,?,p3,
1769450909.592218,CREATED,e57e8553-e5b2-4bf2-930e-a944c57cfcb7,a3e4d8b2-a736-4b6f-b911-a878bdcf484a,c3,c1,27,?,?,surb={'id': '943cef8e-67d1-4124-acb2-64711afd7fff', 'route': ['p1', 'e10', 'i9', 'x1', 'p3', 'c3']}
1769450909.661964,RECEIVED,13b4f9d9-7453-427f-8ff0-52cf8633e9af,4c9759b9-dc10-4278-ba9d-951393ed4004,c5,c3,27,p3,?,surb={'id': '1ffce483-8fdd-4c5e-a875-f9315fa7d20c', 'route': ['p3', 'e6', 'i3', 'x10', 'p2', 'c5']}
1769450909.7487042,RECEIVED,3f9e1f49-209a-426b-bc91-2c8ddbed8f89,80f3d1bd-c86c-44bd-8109-5d9c55336416,c5,c3,27,p3,?,surb={'id': '4e895190-c236-4b0b-895c-a644580a06f1', 'route': ['p3', 'e1', 'i7', 'x10', 'p2', 'c5']}
1769450909.8364522,SENT,60f1b7e9-8d77-4c30-96f3-e66843347eba,c39edddd-afe3-4689-93f0-cd00ceb6d278,c3,DROP,2023,?,p3,
1769450909.8365293,CREATED,eb54371b-aa69-4559-86ce-b71eeb6e93d1,f954511d-37fe-4cc4-83d2-570a0066d12b,c3,DROP,27,?,?,
1769450909.8876631,RECEIVED,d5008557-3dac-41e8-8d66-584d50e623b3,518dd675-0b25-4314-8eb4-24719986fef4,c5,c3,26,p3,?,surb={'id': '5ed96306-2b42-4ea2-be2f-ed1f170fed0e', 'route': ['p3', 'e10', 'i3', 'x5', 'p2', 'c5']}
1769450909.9209216,RECEIVED,cb8edcc8-afb2-4aff-95b9-2f0cc5823636,9ee90f1f-8584-4662-ade6-41f10f27dcd7,c5,c3,27,p3,?,surb={'id': '15fdbe07-46b3-4f3b-bf55-22173ea0a974', 'route': ['p3', 'e3', 'i9', 'x12', 'p2', 'c5']}
1769450909.9243476,SENT,4999edc2-3115-490c-9780-088cc35c30c3,ba9e42d8-060b-4a15-9d3f-1f08425064a6,c3,DROP,2031,?,p3,
1769450909.9244263,CREATED,3d2949a5-2cd2-4493-885b-d613177ec047,45458d11-5ac2-4cf0-bf34-df39ac4cda54,c3,DROP,26,?,?,
1769450910.7255807,RECEIVED,bef4004c-b79c-47ed-902a-f74942a8a2d5,832d2544-c91e-4ee7-b128-bf9392060ec6,c5,c3,27,p3,?,surb={'id': '1e5e8021-4fd8-49e0-8177-7db0df53753b', 'route': ['p3', 'e1', 'i7', 'x3', 'p2', 'c5']}
1769450910.8368373,RECEIVED,9c403b1a-b51a-4eef-93e6-d8b90e26b29f,af2e9726-b0e7-42a4-8c41-8662b527d195,c5,c3,27,p3,?,surb={'id': '37ac776a-73ed-486a-8e26-467b5cac8007', 'route': ['p3', 'e5', 'i9', 'x3', 'p2', 'c5']}
1769450911.0093768,RECEIVED,577b125e-364a-451c-abe9-73f45ba4f9b1,78297956-d83c-4ef5-b4d8-e50d1bf952df,c5,c3,27,p3,?,surb={'id': 'f135abb6-13c9-4408-812e-16a9649e10ad', 'route': ['p3', 'e1', 'i10', 'x3', 'p2', 'c5']}
1769450911.0584164,SENT,50ca581c-7c9a-4d06-b526-be7f318a071f,e35f2afa-723b-45ff-973e-1bd71593de49,c3,c1,3381,?,p3,
1769450911.0585666,CREATED,d3c79556-088b-44ed-b8d1-b61dbc9dda81,789514b2-192b-4fbd-8b99-afa6d0a4f808,c3,c1,27,?,?,surb={'id': '6ee438b6-7155-45ca-b522-5ee41d29a113', 'route': ['p1', 'e6', 'i2', 'x5', 'p3', 'c3']}
1769450911.1024008,SENT,b0b9ce43-b3c9-413f-9116-91a1a81c16c4,7fd30fda-2d67-4543-9e33-4867efcd1eeb,c3,c1,3399,?,p3,
1769450911.1025567,CREATED,d87a47a9-8548-4ec1-afba-a25dfe8b7b19,9f4d82e0-0d01-4116-803d-71b902b7a7a5,c3,c1,27,?,?,surb={'id': '0783bdeb-4c5c-4265-b0d3-e8a9480cf8bc', 'route': ['p1', 'e1', 'i10', 'x11', 'p3', 'c3']}
1769450911.1132517,RECEIVED,6efc91e7-77cb-40a3-8264-de6ba288c127,acc27c72-8328-4381-bf60-f1ed5bbf130c,c5,c3,27,p3,?,surb={'id': '82010c3b-0ccf-4544-a5e6-5448959d8707', 'route': ['p3', 'e11', 'i2', 'x8', 'p2', 'c5']}
1769450911.5560231,RECEIVED,e937096e-f2e5-4a6a-be21-2f0b60535f85,62d73da0-5c33-456a-9d05-aa691b40d1e7,c5,c3,27,p3,?,surb={'id': 'b6984ee3-f945-4ea8-bc0c-e3fd3c617d71', 'route': ['p3', 'e5', 'i1', 'x10', 'p2', 'c5']}
1769450911.645893,RECEIVED,ff91aeae-4e11-4f20-83cf-f64c78dc6642,0220aac4-1c87-4417-8f8c-e6718e9da57d,c5,c3,26,p3,?,surb={'id': 'affe4f07-72d3-4c27-9080-9bb734b1e9c7', 'route': ['p3', 'e7', 'i4', 'x10', 'p2', 'c5']}
1769450911.6519485,SENT,bec8c028-9249-4698-91d5-4e2639f67834,b61bca8a-9398-4a07-9d87-bc0f26b66711,c3,c1,3392,?,p3,
1769450911.6524613,CREATED,63d187cd-0b6d-4402-8ffb-8bb1a828b2be,fbd797c0-e808-405c-b894-cd30e471b3f2,c3,c1,26,?,?,surb={'id': '6c895721-0217-47e4-b6c2-880f1a4810f4', 'route': ['p1', 'e10', 'i11', 'x5', 'p3', 'c3']}
1769450911.7479944,SENT,04b9cd83-0498-4056-a8d0-304ebcc956e5,c50d9872-4343-4453-972c-82cf6ec12c4a,c3,c1,3372,?,p3,
1769450911.7481868,CREATED,ae03e78d-9294-4f38-8a4c-0399500866d9,bae26e18-1d52-4421-831c-553bd2f5ae04,c3,c1,27,?,?,surb={'id': '4cb5d95a-b60c-4c09-bbef-2de50f21ad8a', 'route': ['p1', 'e10', 'i5', 'x6', 'p3', 'c3']}
1769450911.964621,SENT,788533ee-908d-4b18-afb4-d45405b4e5ce,da07c25f-09d6-4886-992d-b630943bb297,c3,DROP,2016,?,p3,
1769450911.9647553,CREATED,ff4d6614-beac-45e4-978e-abf746432cd8,24230306-6b6f-4e42-885e-62fa521fe195,c3,DROP,27,?,?,
1769450912.3313928,RECEIVED,cf0073c5-acca-4827-8509-e2b912c181c5,03701c62-a7aa-4632-b07f-a34c8aeb686d,c5,c3,26,p3,?,surb={'id': '4175fc4b-cef3-4fff-928d-8d7a9ccb4d01', 'route': ['p3', 'e6', 'i9', 'x8', 'p2', 'c5']}
1769450912.3348281,RECEIVED,581f8cf7-df8d-4483-8639-50318690618e,8adf1a4a-c6ab-4e45-9811-1952c0849c71,c5,c3,27,p3,?,surb={'id': '9ec44b06-3e23-41a9-873c-358f905f966e', 'route': ['p3', 'e11', 'i10', 'x3', 'p2', 'c5']}
1769450912.482469,RECEIVED,28693894-f291-44f8-834a-522a25d885ca,2741f603-22c5-45ce-9594-f0d022e56ab5,c5,c3,27,p3,?,surb={'id': 'f8e131d4-6ed4-4e57-80eb-240a4b59dc10', 'route': ['p3', 'e8', 'i8', 'x12', 'p2', 'c5']}
1769450912.8443651,SENT,da828dd2-680b-4342-9272-4cedb868d8a0,6dec1800-a57e-4846-9977-83f775ee5f22,c3,c1,3400,?,p3,
1769450912.8444586,CREATED,8393ee48-20d3-4a71-b6c2-3d10112bb881,5083463e-ade2-4b2c-ad28-2cc6e43a2d20,c3,c1,27,?,?,surb={'id': '80b9fd83-1ae3-473b-977f-3409aab5bc94', 'route': ['p1', 'e10', 'i4', 'x2', 'p3', 'c3']}
1769450913.0532632,RECEIVED,8e0fcb2c-652a-4d0d-835e-a9df79d79e04,4a6f104a-53b5-4a82-a56a-8c40a08c723c,c5,c3,27,p3,?,surb={'id': '3414d843-cdd0-43dd-aa28-e13e2cf421a1', 'route': ['p3', 'e7', 'i10', 'x11', 'p2', 'c5']}
1769450913.38875,RECEIVED,2eaf0231-40be-48db-9b04-9de40b621272,351508d3-3549-4d08-a4f4-31e34c82c765,c5,c3,27,p3,?,surb={'id': '5267e413-d3c3-4524-9457-0fca0a0b6b8c', 'route': ['p3', 'e6', 'i9', 'x4', 'p2', 'c5']}
1769450913.471398,SENT,fe4c970b-5deb-4f31-a896-fcf2ea52887d,db9cbceb-0481-4380-90ec-4bfbca41a0e3,c3,c1,3380,?,p3,
1769450913.4714575,CREATED,b9088947-bb9c-43db-b088-49cbf9e94ccc,a92f5818-f590-4b03-9a9c-3f22d445ded8,c3,c1,26,?,?,surb={'id': '78e04d36-ded0-4283-a197-85ce1f17d6fe', 'route': ['p1', 'e12', 'i1', 'x6', 'p3', 'c3']}
1769450913.5492523,RECEIVED,e2d9ad63-a9ae-457b-8b89-ad1cb45c523c,02e86ac0-11c4-4728-a374-7fe557f17ec8,c5,c3,27,p3,?,surb={'id': '2541e5e2-40bd-4085-a80f-7d26e9f594b1', 'route': ['p3', 'e9', 'i10', 'x10', 'p2', 'c5']}
1769450914.0144844,RECEIVED,dc0fcc02-6019-4532-b3e5-037a93434ff0,acd952c4-3afb-45bd-b4ef-498c28b771c9,c5,c3,27,p3,?,surb={'id': '5349f3a4-10aa-4ed6-8316-175aa4ce7b60', 'route': ['p3', 'e12', 'i8', 'x7', 'p2', 'c5']}
1769450914.1798341,SENT,1e0e92f9-e541-44cf-9a82-ed3f6e488ae2,765acfda-6a48-4b98-a2d5-1e7cf17ca1f2,c3,c1,3371,?,p3,
1769450914.179901,CREATED,6364e42a-74e0-4480-b4e2-ccab2162d4fb,62a2b899-522a-41bd-a93b-7ef85d139e81,c3,c1,27,?,?,surb={'id': '84a69804-b0f1-4ec6-aeeb-e521dcacefc3', 'route': ['p1', 'e1', 'i1', 'x4', 'p3', 'c3']}
1769450914.3581703,SENT,40406a22-399e-4095-a25e-9875678f533f,08eae897-7523-4870-9169-326f9d50a7a2,c3,c1,3401,?,p3,
1769450914.358244,CREATED,1cb815b4-3e55-4473-a6a0-b4dfa92dc8b6,19e02fc6-fa39-4fa7-853f-d051aa603b97,c3,c1,27,?,?,surb={'id': 'dd812122-8a80-40ce-96a1-15147963c42b', 'route': ['p1', 'e6', 'i2', 'x10', 'p3', 'c3']}
1769450914.3840647,SENT,b90faa5b-6f91-4531-8a29-c53723bdecfc,601b19af-37f3-4771-afa1-a44119efe8dc,c3,c1,3371,?,p3,
1769450914.3841352,CREATED,8e4ec035-d9f3-42a4-affa-26a9ca4e0838,a26a3bd9-cce0-4b71-b899-63c77cc1ba98,c3,c1,27,?,?,surb={'id': '5bb13eac-96e8-4a8b-ae07-f5693273d00c', 'route': ['p1', 'e8', 'i8', 'x5', 'p3', 'c3']}
1769450914.5417366,SENT,759afba1-bcdd-433a-9559-f6c643172049,a84eece7-369e-4043-88cf-7cc9df5d0f3a,c3,c1,3364,?,p3,
1769450914.5418708,CREATED,28a26d15-a164-42b1-b6c5-5b2358b48498,b3a39299-360d-4ea2-b73c-891a4e94567c,c3,c1,27,?,?,surb={'id': 'f2c9902a-e120-40a0-badb-243f4e294500', 'route': ['p1', 'e2', 'i4', 'x5', 'p3', 'c3']}
1769450915.1254814,SENT,93374c98-da66-46e7-ad64-0e11260c659f,f9a2219d-7d2d-47f0-8e22-f93b9f33dc41,c3,c1,3396,?,p3,
1769450915.1256135,CREATED,a56af8a3-d7f9-449b-a448-ad9fc1d9db40,54bd3286-276d-46dc-8f93-bc6fc9df1274,c3,c1,26,?,?,surb={'id': '8ce3e6e2-4603-4f81-9035-6d69a0b4abd2', 'route': ['p1', 'e8', 'i9', 'x12', 'p3', 'c3']}
1769450915.1549878,RECEIVED,edf71671-abd0-469d-b404-0a5d03619155,3ebed47d-2621-4e0b-93d7-8d2a0ee2bfa0,c5,c3,27,p3,?,surb={'id': 'bcfb288d-a7f2-45a0-8845-63ff007ec382', 'route': ['p3', 'e5', 'i1', 'x11', 'p2', 'c5']}
1769450915.3411343,RECEIVED,8d56c3f7-097e-4b3d-b9c2-5b5d61263259,538aecef-ae4f-47ee-ba5a-877e3b28a442,c5,c3,26,p3,?,surb={'id': 'fcabc21a-69fd-4656-9814-23baea8039d4', 'route': ['p3', 'e12', 'i8', 'x10', 'p2', 'c5']}
1769450915.4331746,RECEIVED,32317a41-0b0d-4141-b9bd-4344adc45296,907d48da-58f1-4a45-878e-d59208045575,c5,c3,27,p3,?,surb={'id': 'a01d9b2e-6d3a-43d4-83c3-4d45deec9ebf', 'route': ['p3', 'e12', 'i4', 'x8', 'p2', 'c5']}
1769450915.6429596,SENT,f25c2158-3817-46ad-8755-2f9c0d7bac07,2e33c05c-27b0-4967-9d35-a122ceb6c5dc,c3,c1,3377,?,p3,
1769450915.6431258,CREATED,3c09e8ec-8efb-437b-ac15-0c580a186edd,b61f282c-8da1-40b5-bd94-5b04fbf8a96f,c3,c1,27,?,?,surb={'id': '12e05a71-eb8a-46a1-bc22-127441eb1f13', 'route': ['p1', 'e5', 'i5', 'x5', 'p3', 'c3']}
1769450915.9146,RECEIVED,96a10c89-b3b3-4496-9c4b-f4703d944fba,03f11a87-a909-4ddc-ba77-7e16cfd7ac48,c5,c3,27,p3,?,surb={'id': 'f8f379b9-1820-45e4-b190-d0991b5fde98', 'route': ['p3', 'e10', 'i6', 'x6', 'p2', 'c5']}
1769450916.2856536,RECEIVED,2b387ed7-0bd7-4ed0-8670-8923adb4d218,df5e06a8-4f64-49fb-a1f5-c6e9d1b0d1a2,c5,c3,27,p3,?,surb={'id': '7cdacedf-eeda-4347-ba0c-c628dff0fe22', 'route': ['p3', 'e12', 'i4', 'x2', 'p2', 'c5']}
1769450916.6254332,SENT,71fa109a-8d1a-451c-b718-d4769f27fbcc,86dc1df0-8e51-4809-97b9-86e76bf11fee,c3,c1,3372,?,p3,
1769450916.6255515,CREATED,e0e0c025-82d6-41fd-be19-7e239a3839a4,a5c9e16d-db8d-4a57-a4bf-aba7168b254d,c3,c1,26,?,?,surb={'id': '0410101f-0297-4d20-a42b-a7106bc64c08', 'route': ['p1', 'e6', 'i6', 'x4', 'p3', 'c3']}
1769450916.858781,SENT,f26a9ef2-3f5a-4013-8033-428444b04289,c68671c3-070a-4621-97c5-5100bffeb578,c3,c1,3371,?,p3,
1769450916.8589087,CREATED,1fe8e555-dbbe-4ba3-b640-d4c17d807a17,243140f8-e264-401e-bb62-87e6e7f8ee92,c3,c1,27,?,?,surb={'id': '80bcb3da-1a52-4102-a430-be3a3a3cc570', 'route': ['p1', 'e6', 'i6', 'x12', 'p3', 'c3']}
1769450917.429576,RECEIVED,a828fb08-499e-4d20-a6e2-43ff31d01033,16e8dc9c-9863-4584-aeeb-d63f3fbb446a,c5,c3,27,p3,?,surb={'id': 'de123760-6b3b-44ce-8eae-34dcb32bd308', 'route': ['p3', 'e8', 'i1', 'x9', 'p2', 'c5']}
1769450917.4834023,RECEIVED,fa59f1a2-ff67-4304-9eac-58f13cd968df,c2c89eb6-9793-47d4-a9f7-a0ddd8d0d174,c5,c3,25,p3,?,surb={'id': '9bf019fb-9dd7-4b65-90de-e30ace8a7d55', 'route': ['p3', 'e11', 'i12', 'x10', 'p2', 'c5']}
1769450917.8996131,RECEIVED,d4141ced-4a88-4813-9c88-a4ee2e1f3f0a,009d9aa3-c43d-46e2-ba10-5139b2ea9f54,c5,c3,27,p3,?,surb={'id': '428147bf-ef00-4b35-bf4e-11ed7790b7ac', 'route': ['p3', 'e6', 'i1', 'x10', 'p2', 'c5']}
1769450918.1663604,SENT,2f431de8-bfb6-4bd5-b6c1-464f121b4675,51f87f4f-cc36-4398-8d04-64011f81ab26,c3,c1,3396,?,p3,
1769450918.1664686,CREATED,9a447a7b-54b8-42b0-bfa1-f0b45981da08,a2097306-20c4-49c1-ba44-641a2b95c31b,c3,c1,26,?,?,surb={'id': '0e251c80-50fc-4d53-9206-8448701b1324', 'route': ['p1', 'e9', 'i11', 'x10', 'p3', 'c3']}
1769450918.351624,RECEIVED,46fb058b-1fbb-4280-8dd4-35303280206c,24fed001-2aeb-4cb8-a7bb-be6eae9d3c56,c5,c3,27,p3,?,surb={'id': '3bb51f03-8e6d-4c5f-9b55-3c82b06019c0', 'route': ['p3', 'e1', 'i2', 'x3', 'p2', 'c5']}
1769450918.5191667,SENT,98968920-60da-4d31-b8e1-55c95ae80e58,a1d00267-dbd7-4712-8004-d93c8b03d1d1,c3,c1,3371,?,p3,
1769450918.5192695,CREATED,5b9589d3-9290-43a1-a2f0-0e536ffc0369,ba2142d3-df39-42f1-8d83-baa8f00e4520,c3,c1,27,?,?,surb={'id': 'eeaf1288-5730-4fb6-af14-054d70e3ccba', 'route': ['p1', 'e3', 'i4', 'x4', 'p3', 'c3']}
1769450918.5847216,SENT,346dc71c-54b5-4bef-bdbe-6ac179c20983,d91c193b-3c3d-4e6d-9d0e-c36d8037d64d,c3,c1,3384,?,p3,
1769450918.584859,CREATED,356a187d-79bb-46bb-8cf0-fb06718b6d80,900be282-f04c-411f-af38-bd5dce9a7c2e,c3,c1,26,?,?,surb={'id': '6c55cc35-fa98-4e7a-ba01-9d9d79fe5de8', 'route': ['p1', 'e2', 'i12', 'x4', 'p3', 'c3']}
1769450918.686297,SENT,19e2defa-0a12-4831-bbfa-ad2395ff9c51,c6c01d8f-2536-403e-ae86-3c13b419f904,c3,c1,3372,?,p3,
1769450918.6865513,CREATED,77a74a28-a77d-423c-9f58-46f69046effa,54e33035-e1c4-4a90-86f0-4b69b9634c89,c3,c1,26,?,?,surb={'id': '1e41237c-1f2e-4225-ba38-05c2742fb755', 'route': ['p1', 'e1', 'i8', 'x8', 'p3', 'c3']}
1769450918.6898043,RECEIVED,518aba79-bfa4-41f3-b184-6ef425935210,a6190c7a-a4a4-4df5-8cd4-7ed284f95624,c5,c3,27,p3,?,surb={'id': '4610bc2b-b93f-429b-90f4-b139ddc32f53', 'route': ['p3', 'e6', 'i8', 'x8', 'p2', 'c5']}
1769450918.805307,SENT,5f9bc137-9389-4aef-93cd-c1db79023201,d4047cfc-141b-4bb7-9306-2567114387cd,c3,c1,3376,?,p3,
1769450918.8054368,CREATED,ddd516a1-75bf-4ad2-8780-0f52ae64f1a6,d855e90b-cc9a-422e-b995-dd379c859bf7,c3,c1,26,?,?,surb={'id': 'ca985156-3915-48d1-abad-da338caeb680', 'route': ['p1', 'e6', 'i1', 'x1', 'p3', 'c3']}
1769450918.967409,SENT,20ab41b2-77d2-4a30-ba92-e0faa99d560f,03421ed3-881f-44ef-96ab-d0f78b24647e,c3,c1,3380,?,p3,
1769450918.9674687,CREATED,ad752bd5-2028-4f48-a727-03971f22e2ec,ef16af9f-d265-409b-876c-45e3d03ce3fb,c3,c1,27,?,?,surb={'id': '5c73907b-6f8c-41e5-aafb-e09096df66be', 'route': ['p1', 'e5', 'i6', 'x3', 'p3', 'c3']}
1769450919.0038807,SENT,46655136-0419-4af0-83d7-074145be44fd,a8333a8b-a421-412f-ae58-97d1a34b8b80,c3,c1,3400,?,p3,
1769450919.0039413,CREATED,4bf89efc-bc61-4b61-9f0a-5b2964466196,a9d8c332-8c10-4187-8d72-d3da3c9b67e5,c3,c1,27,?,?,surb={'id': '0977ebf1-e6a1-4710-811c-0eda3133a04a', 'route': ['p1', 'e5', 'i11', 'x11', 'p3', 'c3']}
1769450919.1409643,SENT,bc7ce81b-fd04-4bda-8dd6-b57edc374d5a,1638fdfd-3910-4103-aa08-5d814d7e717e,c3,c1,3384,?,p3,
1769450919.1410258,CREATED,1de7d7bd-7e00-4cad-9080-6c6f9d1bf761,ee3a374a-d7db-4bb9-ac1b-f5f7998219b1,c3,c1,27,?,?,surb={'id': 'db322ca3-ae77-4401-964a-f05804b2a87b', 'route': ['p1', 'e1', 'i1', 'x2', 'p3', 'c3']}
1769450919.2989233,SENT,f81a6bc3-2328-401f-a77f-8b687ed2519d,46a045cc-d837-4948-9ef1-a9c3365f0bc6,c3,c1,3379,?,p3,
1769450919.2991009,CREATED,17636d3e-4cb5-43a4-b662-d76756e46134,061b5150-cbed-4467-b172-6c1b33aab167,c3,c1,27,?,?,surb={'id': '9186322f-68c5-4513-929b-1052bf432842', 'route': ['p1', 'e2', 'i3', 'x12', 'p3', 'c3']}
1769450919.94997,RECEIVED,c957da76-9ba2-400b-9e27-d8e9cceac32f,6eb93e8f-8f9f-4d16-8456-65a323298506,c5,c3,27,p3,?,surb={'id': '151306af-b8d4-422d-be3a-12c1a8879dd9', 'route': ['p3', 'e1', 'i5', 'x12', 'p2', 'c5']}
1769450920.1452403,SENT,30360a23-744b-4f4e-afba-10db573fb43d,7ba41335-dadd-4bf6-9c31-b5545200ac60,c3,c1,3369,?,p3,
1769450920.1453404,CREATED,d0c24231-266b-487c-824e-81c727ec25f3,7309d003-4b5c-4fbe-b3cd-405c5ca9e070,c3,c1,26,?,?,surb={'id': '7491613f-64a7-4560-a0a6-0f533c82a1ed', 'route': ['p1', 'e5', 'i6', 'x2', 'p3', 'c3']}
1769450920.1660903,RECEIVED,ddf212f7-5207-455e-852b-f31f9b715035,edb02f52-7062-4eb1-9eb9-9ae277a664f4,c5,c3,27,p3,?,surb={'id': '6451ce06-c170-4d47-a1e8-4f96bf39ada0', 'route': ['p3', 'e1', 'i8', 'x6', 'p2', 'c5']}
1769450920.3510342,SENT,1ae4252b-92d5-49bd-89b2-55a6339b5f64,cfc032ac-b238-47b6-84f2-203d55de2623,c3,c1,3355,?,p3,
1769450920.3511527,CREATED,752964e9-e064-4e8a-b0d8-cc292ac96a9d,455b82da-34f9-4bfb-810b-7a08df9c737d,c3,c1,26,?,?,surb={'id': '5a9a9e9c-8ca0-4134-bb61-47dd35d25474', 'route': ['p1', 'e6', 'i2', 'x3', 'p3', 'c3']}
1769450920.4695935,SENT,0377b358-c273-4312-b65e-ada9c57d205f,8312f2cc-bc3c-411a-8de0-38cf0bc3e051,c3,c1,3358,?,p3,
1769450920.4696975,CREATED,003e3fff-0ee5-4d47-846e-41dfbc183d8a,dce33b24-8984-410d-8d6d-ebfce179e4ca,c3,c1,27,?,?,surb={'id': 'fa83ce87-7541-4e42-9ce1-293292211237', 'route': ['p1', 'e3', 'i5', 'x9', 'p3', 'c3']}
1769450920.549634,SENT,235cba06-123c-4572-b38d-e790d14c0827,4a6cc21a-9380-411e-bd07-9281b4004925,c3,c1,3359,?,p3,
1769450920.5497344,CREATED,d8127206-6f56-42d5-814d-fc094bb61cee,aea144b5-99f5-498a-aaea-e084a3b2e58e,c3,c1,27,?,?,surb={'id': 'a40f11b7-16f1-4d0b-8851-cab6af4b79e7', 'route': ['p1', 'e9', 'i3', 'x4', 'p3', 'c3']}
1769450920.656169,RECEIVED,2eae2fb4-fe43-48c2-9c63-217e79ae466e,0aed3e70-e4c9-4e69-a0c3-f8b31529ba00,c5,c3,27,p3,?,surb={'id': '37ba90e7-4202-4294-9738-a2a8b9d7fbfd', 'route': ['p3', 'e10', 'i7', 'x7', 'p2', 'c5']}
1769450921.56633,RECEIVED,497c6329-3d79-49a2-9648-41b55fdf93db,e988670e-490c-44a9-af80-b4b04295d741,c5,c3,27,p3,?,surb={'id': '7783d47a-8736-4c53-84cd-3466d614390a', 'route': ['p3', 'e6', 'i7', 'x8', 'p2', 'c5']}
