timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769731273.035765,SENT,74e667e5-b698-4294-8046-39b6c153a852,e1971141-ae4d-466e-82c6-e4ce40010dc4,c2,c1,3386,?,p2,
1769731273.0358992,CREATED,27b4f148-03db-4615-8186-0d4861197c31,52a4de74-9b39-40c9-844c-d165fb6ca12a,c2,c1,27,?,?,surb={'id': '65033860-e259-4e2f-90b7-7b91023893a0', 'route': ['p1', 'e1', 'i2', 'x9', 'p2', 'c2']}
1769731273.1381094,SENT,539ec85e-0074-4961-95de-b47778238085,48d50194-4974-4cb1-9a7c-8dc95e3d548f,c2,c1,3381,?,p2,
1769731273.1382616,CREATED,2c49bb02-8193-4723-98b1-f23fc23eb372,a7a06846-6e62-4772-9b05-a705303180ea,c2,c1,26,?,?,surb={'id': 'cee6b76e-c6cb-486c-bf89-c776f18fb60a', 'route': ['p1', 'e4', 'i7', 'x8', 'p2', 'c2']}
1769731273.1577497,RECEIVED,96e1c5e9-d454-4371-8530-9285f7b01364,f0b1a599-b9f5-4f14-8220-456fa4e35e46,c1,c2,27,p2,?,surb={'id': 'f0057faa-41d6-4bd0-8d46-07737b1be072', 'route': ['p2', 'e6', 'i2', 'x12', 'p1', 'c1']}
1769731273.195105,RECEIVED,5f97450a-af99-4a8f-a14a-baae8e2c351a,416511e3-237f-4b7b-95d4-a4432b1d7647,c4,c2,27,p2,?,surb={'id': 'a71876c8-30ad-4290-8251-2d4aac1e8103', 'route': ['p2', 'e12', 'i3', 'x11', 'p1', 'c4']}
1769731273.3883162,RECEIVED,696adbd1-b3bb-40b1-8a83-6a97cf29f2b8,6401a6ae-b5d1-46af-be25-4b5676619e22,c1,c2,27,p2,?,surb={'id': '817b0af5-49d1-4c06-8766-f9ffe54fa082', 'route': ['p2', 'e8', 'i3', 'x7', 'p1', 'c1']}
1769731273.609101,RECEIVED,b6e2f87d-1aa9-4279-a361-b1bffab4687b,8f3c95ad-6219-4815-a03a-8c5675a44149,c1,c2,26,p2,?,surb={'id': 'a328cbc4-d935-42a1-8672-c4014ac683d1', 'route': ['p2', 'e2', 'i4', 'x4', 'p1', 'c1']}
1769731273.7033055,RECEIVED,b14831ef-08c1-40f5-baee-07e11cf19817,6abb8fed-9de6-4ca6-9171-7dd9cb08a930,c4,c2,27,p2,?,surb={'id': '6af14270-6f39-4985-89b6-7cc94e5b0e39', 'route': ['p2', 'e10', 'i12', 'x1', 'p1', 'c4']}
1769731273.73894,SENT,f7c5d5fe-6bac-492a-8b51-31f31e5ea56c,9b0d99c7-dede-463e-bf49-cff7d602c2b3,c2,c1,3387,?,p2,
1769731273.7391014,CREATED,fd72766b-71ac-47ff-9daa-698577063cdb,aaeba938-ca76-48ff-8263-96e878fa6df2,c2,c1,27,?,?,surb={'id': 'ac61cd1a-2220-4654-b3f9-890f88db3589', 'route': ['p1', 'e9', 'i11', 'x11', 'p2', 'c2']}
1769731273.9685135,SENT,9172fe71-483d-4960-8aef-295ce5344a15,68e04782-ecc8-46af-908f-07ace03beb1d,c2,c1,3384,?,p2,
1769731273.9686463,CREATED,54704e4e-6495-403c-8cb0-04b2e5caf4fa,c9340ff9-8264-40b7-a921-65f01ee015ab,c2,c1,27,?,?,surb={'id': '309c3af7-3d25-41bc-90b3-950bf320a556', 'route': ['p1', 'e2', 'i5', 'x4', 'p2', 'c2']}
1769731273.9758596,RECEIVED,ff221299-0dd9-4ee1-b252-6d1769368773,5d247788-ed0a-4cd0-aa81-19e43adb93df,c1,c2,27,p2,?,surb={'id': 'b0620ae0-9c75-47c0-b5c3-35546a08e6ea', 'route': ['p2', 'e8', 'i9', 'x11', 'p1', 'c1']}
1769731274.067781,RECEIVED,e0b6802e-a897-4590-b852-9a8504d810c9,9f719163-bce0-48f0-94db-f674b05cfeaa,c1,c2,26,p2,?,surb={'id': '4667805a-db3b-4312-8133-5eeee5a869bb', 'route': ['p2', 'e9', 'i3', 'x10', 'p1', 'c1']}
1769731274.211156,RECEIVED,f80f6aa9-4b6c-4e82-9616-076c20ccdf6d,6d86a277-e161-4167-bd13-0c24fcde7793,c1,c2,27,p2,?,surb={'id': '07ecb83e-2f70-4c1c-8309-e1b026d2dd15', 'route': ['p2', 'e2', 'i7', 'x9', 'p1', 'c1']}
1769731274.236314,SENT,e819fdbf-d4b2-4139-bafd-76a5ee693091,e6396ee1-a1db-476f-b3b3-da7476a25ca4,c2,c1,3391,?,p2,
1769731274.2364595,CREATED,af6b310c-420f-4d5c-8653-b62118539587,6404f1c4-e104-4e01-a0e3-dc3382349738,c2,c1,27,?,?,surb={'id': '54cc42a0-cc57-4e88-b78d-aed64b999583', 'route': ['p1', 'e10', 'i9', 'x2', 'p2', 'c2']}
1769731274.3147457,SENT,2c0f4ce2-2e65-415a-8709-29e1f903e421,45534150-5768-4dac-9a68-09c7895e00c2,c2,c1,3376,?,p2,
1769731274.3149142,CREATED,10b39e36-11d4-4b83-993c-f69bc5ff6f60,780868f9-e9ff-4c05-9f56-ebd05b47e9d3,c2,c1,27,?,?,surb={'id': 'cabc5a54-609a-4c23-bfe1-476ca52aedcb', 'route': ['p1', 'e2', 'i3', 'x10', 'p2', 'c2']}
1769731274.4253962,SENT,72fb2813-19f4-4610-b5c3-3575d3d90354,a05ad74d-5392-49e3-bc7f-0e68b480f9bd,c2,c1,3356,?,p2,
1769731274.4256463,CREATED,d8310a09-0b9a-47e3-aca5-c11ed0d35961,05924d2f-0d4b-4c15-a120-8fc836016b4b,c2,c1,26,?,?,surb={'id': '2c549c12-29fe-4681-b8a5-c16f52a249e8', 'route': ['p1', 'e8', 'i3', 'x6', 'p2', 'c2']}
1769731274.633567,SENT,6018c73e-b4c1-48b0-a16c-aa594f34c003,cc050dd0-f3ef-4394-b554-c9afef34490e,c2,c1,3379,?,p2,
1769731274.6337295,CREATED,295ca9a9-3f58-4433-afe6-1e6b7ece7085,29003d77-194f-4375-9f36-53a208d44c92,c2,c1,27,?,?,surb={'id': '5fc595d3-cad6-4d6a-9db5-8ffeae1aa1d5', 'route': ['p1', 'e6', 'i4', 'x7', 'p2', 'c2']}
1769731274.6426024,SENT,2dfb4fdd-0297-4cee-92aa-25347cfc2507,ddec8de5-2cf9-4ea8-b17d-1eeea57efff2,c2,c1,3383,?,p2,
1769731274.6427505,CREATED,20e33b0c-3a1a-402e-8414-de6ec3747c60,c8ca66ab-f594-4351-9118-8766a86cb420,c2,c1,27,?,?,surb={'id': '1772b6c4-b383-497c-a04d-7cfce5aa7b92', 'route': ['p1', 'e1', 'i9', 'x11', 'p2', 'c2']}
1769731274.7013316,RECEIVED,e2c4e195-19cf-4eca-98f3-db6dd5432038,54443129-d093-4a15-8b54-21f9597d0264,c4,c2,27,p2,?,surb={'id': 'd9f05127-4fae-4925-a36b-54c93b3c361e', 'route': ['p2', 'e8', 'i9', 'x9', 'p1', 'c4']}
1769731274.9156516,SENT,c28b54c1-a98d-4f8f-9277-87e27bae926d,4bf685f6-8725-4c9c-8d6d-7315b69a5b23,c2,c1,3365,?,p2,
1769731274.9158063,CREATED,16104a78-fa87-4bd4-bf85-2938b99e7115,74198b48-e2b0-4615-8810-6ebf35f10eef,c2,c1,26,?,?,surb={'id': 'f2cbc4d5-4ecb-413d-bd3d-c7103af9ea00', 'route': ['p1', 'e2', 'i12', 'x2', 'p2', 'c2']}
1769731274.9715433,RECEIVED,be5ff968-b9d7-4ec1-a39c-2d4ac4c0e364,23e31c6a-a77d-4ddf-a85c-1d7d4666e83f,c1,c2,27,p2,?,surb={'id': 'dda7ebc0-9bda-45bb-b4f2-4dd2868cb08e', 'route': ['p2', 'e5', 'i7', 'x8', 'p1', 'c1']}
1769731275.0449038,RECEIVED,bfed793d-ad53-43ba-8017-d798a1762f46,8f48c1b8-b30b-45f6-ba27-1a16491f332e,c4,c2,27,p2,?,surb={'id': '3b639c54-3ecf-40f2-b922-1ce2a3c5bf36', 'route': ['p2', 'e2', 'i12', 'x7', 'p1', 'c4']}
1769731275.08208,SENT,02f14294-6c8d-4e35-aa7b-7c7106927b89,6ec96d61-543e-43fc-b3f6-e9a201b01b46,c2,c1,3368,?,p2,
1769731275.082183,CREATED,c7f2e9ea-1342-4b9a-943d-89f133063d73,250e0c8e-c359-4752-a423-0ce6f6d1143c,c2,c1,27,?,?,surb={'id': 'c89b2d0b-e6d5-47b0-85b0-fe42f724a754', 'route': ['p1', 'e2', 'i5', 'x5', 'p2', 'c2']}
1769731275.1597629,SENT,c9d40938-daad-4d89-9d2f-d231a798acab,c0be6149-7251-455e-b65c-4bece2c701cf,c2,c1,3363,?,p2,
1769731275.159855,CREATED,50bdd8db-3c95-4f48-a658-83055e6a77c9,cb281e78-a049-40df-91cd-34cf7dd586c6,c2,c1,27,?,?,surb={'id': 'ce1cd618-480f-4ff6-97c1-bbc87d31b3db', 'route': ['p1', 'e4', 'i9', 'x2', 'p2', 'c2']}
1769731275.2131383,RECEIVED,bfcd64e1-cce6-4379-8b2c-ad2d82b7b0af,851713c7-c0fe-49b0-ab28-55af8633b1c6,c1,c2,27,p2,?,surb={'id': '9d030789-2bcc-479a-8644-30c1966ce47f', 'route': ['p2', 'e10', 'i10', 'x10', 'p1', 'c1']}
1769731275.3584247,RECEIVED,be0d4f24-eef6-4c64-a48e-db191146705d,2117b70b-e52b-441a-afa2-4b7a067cfa8c,c1,c2,27,p2,?,surb={'id': '3a815936-7fc8-4c17-b483-a01851e2d918', 'route': ['p2', 'e1', 'i12', 'x1', 'p1', 'c1']}
1769731275.6933546,RECEIVED,1ad186d6-801b-43a8-af35-b6b371228184,3646c8b2-2640-40e9-8933-bb6f5f1d7135,c1,c2,27,p2,?,surb={'id': '17096899-15d0-425c-b1f7-06cfff065933', 'route': ['p2', 'e1', 'i12', 'x2', 'p1', 'c1']}
1769731275.8089635,RECEIVED,228a1c1b-3717-42ed-a9e9-434ee454e6cc,887f012d-2f02-4072-a01c-fb614a71c809,c4,c2,27,p2,?,surb={'id': '918cf2f5-29a4-47f2-a35e-3762d6aabaa3', 'route': ['p2', 'e3', 'i5', 'x5', 'p1', 'c4']}
1769731275.9965322,SENT,1328f2d7-17c4-4936-add6-16f0aed5151a,28d9089b-68e6-4242-9d03-aea1fb0eca74,c2,c1,3371,?,p2,
1769731275.996651,CREATED,62ff7999-8dcc-486e-93a6-790f99ce9494,265af43c-37ef-4329-b284-7669c27249c0,c2,c1,27,?,?,surb={'id': 'c43c18fd-cd80-4f67-a6bd-f80ca8a98058', 'route': ['p1', 'e4', 'i1', 'x7', 'p2', 'c2']}
1769731276.145615,RECEIVED,097ecc2d-8dd0-43f7-be32-bc2bacc2e218,1bfada16-2b85-4673-9c66-f1db4f76b726,c1,c2,27,p2,?,surb={'id': 'e10cbd74-6bb7-46ef-baa2-699f0f437e2a', 'route': ['p2', 'e6', 'i5', 'x1', 'p1', 'c1']}
1769731276.1474352,SENT,4d23a0a4-4ca8-4eea-990a-ef671765286c,97b59c36-c156-4fbf-8156-c46f9b81262a,c2,c1,3391,?,p2,
1769731276.1475596,CREATED,b68b1454-d994-403f-8611-dbd1653f54a3,778d4ff1-bfca-46eb-96ae-d80a5310e7fa,c2,c1,27,?,?,surb={'id': 'a65ee8de-328d-45b8-9765-072e3eb4ab0f', 'route': ['p1', 'e12', 'i5', 'x11', 'p2', 'c2']}
1769731276.1800973,SENT,37a64fce-c5ba-4848-9d0a-931da99a354d,1d99ce4f-851e-47f1-8ee9-d1c40c55587a,c2,c1,3396,?,p2,
1769731276.180257,CREATED,43e4be06-8ae1-400e-a04e-79266be0445a,7400dd8e-e673-4ec9-961d-fd4a7a247a66,c2,c1,26,?,?,surb={'id': 'f07298d3-e868-45a7-b7c0-2615d55295ef', 'route': ['p1', 'e12', 'i9', 'x1', 'p2', 'c2']}
1769731276.1920638,RECEIVED,b90708b0-6d25-41f8-a0d7-8374095ceb6d,7d9fe547-a2bc-4e2d-9965-58cb76800e16,c1,c2,27,p2,?,surb={'id': 'f784e0cf-9b32-4ac6-bd86-e57f134409b7', 'route': ['p2', 'e5', 'i7', 'x11', 'p1', 'c1']}
1769731276.2320595,RECEIVED,371c51bd-b5ee-4b3c-b9e9-e0de66737cc4,13482771-51b1-4526-bfd7-69e3a975d190,c4,c2,27,p2,?,surb={'id': 'e88773ad-7354-476e-9bbb-20cb85167c23', 'route': ['p2', 'e2', 'i3', 'x4', 'p1', 'c4']}
1769731276.2549307,RECEIVED,91817df7-5228-4136-8a55-d1378189e34a,bb816307-e4db-49e3-9d3c-9d783bc93ba7,c1,c2,27,p2,?,surb={'id': 'a28b13c8-fd91-440c-9179-db97572c79bd', 'route': ['p2', 'e5', 'i7', 'x10', 'p1', 'c1']}
1769731276.4088075,RECEIVED,b0ec301a-5baa-4b98-b5ae-4008a513c836,14467044-2808-4983-b4ef-55d2fb3b933d,c4,c2,27,p2,?,surb={'id': '1dfb0936-a0a1-43d9-91d0-f0e8cf07b0f5', 'route': ['p2', 'e10', 'i12', 'x1', 'p1', 'c4']}
1769731276.4776213,SENT,f07bf8f1-d2ed-4514-af6b-24d5bbf7c52f,05d06659-91c0-40ce-a2da-d043e926f7fb,c2,c1,3364,?,p2,
1769731276.4777687,CREATED,be1fe4c8-e1b5-4081-a718-336dfb30e972,941347fe-dfe7-47c5-abb3-c5912d9ba56a,c2,c1,27,?,?,surb={'id': 'e983621f-ca21-4464-b84b-49479a5a9748', 'route': ['p1', 'e8', 'i9', 'x5', 'p2', 'c2']}
1769731276.6667366,SENT,6e20880b-c645-4631-8202-6e1f95f3c52c,f0ab10e2-e854-4c29-aa2d-31884579a6eb,c2,c1,3383,?,p2,
1769731276.666885,CREATED,f3c7abaf-e729-4ea3-b7c8-36a41596bfe4,7f124d35-6e5e-4baf-aceb-b2438036a7ee,c2,c1,27,?,?,surb={'id': '3dab9d9f-019e-4b81-8afe-447cdf5a5582', 'route': ['p1', 'e4', 'i8', 'x6', 'p2', 'c2']}
1769731276.8614414,SENT,a42648e2-cfc3-4d30-a244-5b4305d60945,f85095c3-0c6a-4f10-aaf5-6fe4f0fe8937,c2,c1,3392,?,p2,
1769731276.861577,CREATED,7d303ed6-6518-4493-83a6-447fd559a936,fb518c6a-b441-4b93-8151-870aae093d9d,c2,c1,27,?,?,surb={'id': 'd5f39c83-4cf8-49a7-a444-3135f0ca182d', 'route': ['p1', 'e8', 'i7', 'x2', 'p2', 'c2']}
1769731277.0775888,RECEIVED,97f1a37f-2979-4b73-bcf9-ff38ec987189,eaaa82ad-0dc4-4065-8555-794bd5c7bac4,c4,c2,27,p2,?,surb={'id': 'b5e60fce-f71b-4f82-b8ba-c700e9096f40', 'route': ['p2', 'e9', 'i6', 'x8', 'p1', 'c4']}
1769731277.1185422,SENT,ae2e2698-4437-42bd-9764-41d247ba05ff,b16ddbcc-3111-41b2-9113-f70bb0e147cf,c2,c1,3371,?,p2,
1769731277.1186707,CREATED,f3bc4ac1-5692-44e0-a9f6-273b146eea6f,7c672671-8299-4244-b0bb-c5227d8504b3,c2,c1,27,?,?,surb={'id': '9faa2656-c939-425a-8e13-41a911c569c1', 'route': ['p1', 'e7', 'i2', 'x1', 'p2', 'c2']}
1769731277.1684232,RECEIVED,c85535cd-013f-4289-b122-5fe76e5a4441,714778c1-e9c8-4e9c-af34-05190761e1ad,c4,c2,26,p2,?,surb={'id': 'f457e323-f67e-4c2c-aa0e-9420c73ba628', 'route': ['p2', 'e7', 'i9', 'x2', 'p1', 'c4']}
1769731277.2258813,SENT,b95c9a99-b0a2-4b01-ab7c-12827b8c8da4,6587517e-a02a-40cc-af55-4abb292a08c0,c2,DROP,2023,?,p2,
1769731277.226009,CREATED,c95e5099-4033-4f78-b9d6-f023021523fd,0aedd47b-a74b-4f53-a525-018d64eb1286,c2,DROP,27,?,?,
1769731277.3328588,RECEIVED,2770b38d-e20d-4d0d-a3b2-855013b293aa,276e064c-c6c0-446f-8c82-1fcfe583f230,c4,c2,27,p2,?,surb={'id': '3143251d-6cb4-4f00-8797-74557ab5af41', 'route': ['p2', 'e6', 'i9', 'x8', 'p1', 'c4']}
1769731277.6352556,RECEIVED,9e10f558-5e1d-4446-9b0b-7a63059a70ad,f9e78a41-9e7c-412b-8b04-88a288ad5a84,c4,c2,27,p2,?,surb={'id': 'a42064ff-ae3f-4b00-82e8-3e69e21b597f', 'route': ['p2', 'e11', 'i5', 'x11', 'p1', 'c4']}
1769731277.6849442,RECEIVED,f6ee05b4-f0ed-4f0b-b3ad-35bdadca27c7,853000f9-506e-4c88-9646-410840b9c526,c1,c2,26,p2,?,surb={'id': '7fd51867-f5bd-4859-9c00-0d6304787393', 'route': ['p2', 'e8', 'i11', 'x2', 'p1', 'c1']}
1769731277.9736378,RECEIVED,29482714-b1f0-4bac-b3a6-39ae982c48f0,6bf32584-6c0a-4690-ab60-1db8fa05cedb,c1,c2,27,p2,?,surb={'id': 'e8c4c638-46cc-4e08-9d64-4716e50d99b4', 'route': ['p2', 'e12', 'i7', 'x3', 'p1', 'c1']}
1769731278.038811,RECEIVED,615201f6-522c-404c-99c8-fd65bdc8b457,ac5a0528-301a-494f-9218-04c85bd91622,c4,c2,27,p2,?,surb={'id': 'ee39e3b2-538f-412c-9c24-ec74c11cf97f', 'route': ['p2', 'e10', 'i7', 'x10', 'p1', 'c4']}
1769731278.2012334,RECEIVED,52945374-6ff0-4a36-a3dc-731dc09132b9,ebf59a18-238e-471c-8d94-86cb013fb78c,c4,c2,27,p2,?,surb={'id': '66cb9748-2b63-48e5-89ba-ea45a1aa9769', 'route': ['p2', 'e9', 'i4', 'x3', 'p1', 'c4']}
1769731278.4062307,RECEIVED,5330206e-e0a1-462f-888f-9f665d89d155,09138427-1008-4442-8988-6458455d40a4,c4,c2,27,p2,?,surb={'id': '7b9ab448-ac41-4864-b0dc-1425e623fd79', 'route': ['p2', 'e2', 'i11', 'x9', 'p1', 'c4']}
1769731278.5099967,SENT,2b0ac47b-4a47-4cdd-9e21-4cc3419e9bbf,32fc0d1d-d626-42a9-bcf8-3a958c1ff5d9,c2,c1,3380,?,p2,
1769731278.510207,CREATED,c69d2d91-c799-477a-b588-b0446ec58999,c618bcc2-57b9-493b-82fc-cfde0895f854,c2,c1,25,?,?,surb={'id': '25d8d5bb-338e-4bed-bfc4-19fef1d80b1d', 'route': ['p1', 'e4', 'i3', 'x10', 'p2', 'c2']}
1769731278.5673962,SENT,ab3d5136-17a2-4f47-84e9-9619b2e04233,425d203e-92e8-4442-9123-bca576deef90,c2,c1,3371,?,p2,
1769731278.5675538,CREATED,bec2e01c-b7a8-4ffe-b97c-d911c4b08537,7e0b9dbe-4abd-4be7-88c7-9a419b55dbd0,c2,c1,27,?,?,surb={'id': '013199ef-06e7-43c5-aadf-516fb5b4473c', 'route': ['p1', 'e9', 'i4', 'x4', 'p2', 'c2']}
1769731278.635472,RECEIVED,1e289569-26d6-44a2-91a6-3b2193e20867,c15ce17b-8f38-4c0b-b7c7-bc025b11922f,c1,c2,27,p2,?,surb={'id': 'cc004bff-cd2b-4876-93cc-e7d4b28aa5d9', 'route': ['p2', 'e6', 'i6', 'x12', 'p1', 'c1']}
1769731278.8118746,RECEIVED,ceea391d-500c-4767-b3e6-48c39a7092df,1b58e156-301a-4c6e-a1d5-3cf6415277ce,c1,c2,27,p2,?,surb={'id': '72232347-bcc3-40c7-876e-a7bb7e7dbdf7', 'route': ['p2', 'e5', 'i2', 'x8', 'p1', 'c1']}
1769731279.2586827,RECEIVED,01e5b51e-f1da-4e8e-a422-b8d6f5988969,8e7bb65a-84e8-4c47-8eee-70028b619393,c1,c2,27,p2,?,surb={'id': '4aba37c3-004c-4771-bf52-15ec15213f02', 'route': ['p2', 'e5', 'i11', 'x1', 'p1', 'c1']}
1769731279.3637447,RECEIVED,d700b0d2-a5d5-4ba8-9578-4ff991997c7f,08316cc1-eb84-4c0b-b93f-1400242c463f,c1,c2,26,p2,?,surb={'id': 'feb20165-bd38-4ca1-8351-0113a5352518', 'route': ['p2', 'e12', 'i3', 'x1', 'p1', 'c1']}
1769731279.4869862,RECEIVED,d6622ed2-5dd9-4219-9b74-fdd52bc4b854,609b993e-d7de-412d-ae7b-974366445daa,c4,c2,27,p2,?,surb={'id': '8b12c5fe-8a08-447f-908c-d5e23a95cf78', 'route': ['p2', 'e11', 'i5', 'x10', 'p1', 'c4']}
1769731279.500369,SENT,53a67ecf-097a-43a4-bdea-0795e027de33,0dc04522-2bd8-4559-b2e6-424bf186a643,c2,c1,3359,?,p2,
1769731279.5005028,CREATED,9da7a080-4d3f-4bec-8043-ef2bc2b8ca31,4a6c6c2c-1492-4faa-ae2f-8ebf38cb44f1,c2,c1,27,?,?,surb={'id': '9fa1d755-7a8f-4c53-81e0-c5f89bd25054', 'route': ['p1', 'e11', 'i1', 'x9', 'p2', 'c2']}
1769731279.6167629,SENT,1ebf9407-f5a6-4d7f-abf8-ff84a4147a9f,74cc46ab-b44b-490d-bb68-bd58106d52d6,c2,c1,3360,?,p2,
1769731279.616897,CREATED,a15b91cc-79d8-4483-a18c-745e835bab5f,73e311bf-958e-4d26-93cf-160183704df0,c2,c1,27,?,?,surb={'id': 'bd2af3a9-303d-4ef2-afcc-b442a32683eb', 'route': ['p1', 'e7', 'i2', 'x10', 'p2', 'c2']}
1769731279.6874428,RECEIVED,4392d3d7-1923-480c-9d9f-dbb7fb5a2901,59002796-0953-43bd-bd26-0b9b3fb4758e,c4,c2,26,p2,?,surb={'id': '9b5c2ce6-cf43-41b4-bc4d-86916336d980', 'route': ['p2', 'e10', 'i10', 'x1', 'p1', 'c4']}
1769731279.7021596,RECEIVED,c6c95a14-7994-4da6-8aa5-d5c1cc331f0f,013609ea-8d54-4fae-9324-577e3ddfb062,c1,c2,27,p2,?,surb={'id': '738d81ac-27a2-405f-bfe1-5e4673f0bbaa', 'route': ['p2', 'e5', 'i10', 'x12', 'p1', 'c1']}
1769731279.835261,SENT,74423223-e2f2-4e86-a491-14d1e7060010,c3d29b7c-a301-4fa3-8060-8b6e2002dd65,c2,c1,3380,?,p2,
1769731279.8354173,CREATED,ceccce8e-a41d-4037-a45a-3fbef3a2a653,cd832319-b919-4c32-b11e-936b5a935632,c2,c1,27,?,?,surb={'id': '5ecba245-28a2-4610-aab1-87ae34c23c96', 'route': ['p1', 'e1', 'i7', 'x7', 'p2', 'c2']}
1769731279.945305,SENT,6556c427-4a8d-49cf-a48d-d9ad6608ddec,d5160141-86a7-405e-9501-beaec19d0b77,c2,c1,3383,?,p2,
1769731279.9454522,CREATED,ca0e7109-5494-4282-beb4-b16d8734c6ea,ab8cc2ca-c021-47b8-85fa-cde7fcbf2f76,c2,c1,27,?,?,surb={'id': 'db3e8547-9a7a-4949-a13b-acef360f20a2', 'route': ['p1', 'e4', 'i12', 'x3', 'p2', 'c2']}
1769731280.0102887,SENT,cc713c7a-82b0-4d01-85d6-409a461daac4,2cc2b24f-1cca-4ca6-baec-6d557f69bddb,c2,c1,3384,?,p2,
1769731280.010439,CREATED,3269470a-74a3-4215-b48e-6c159ad38e74,ac9e54f3-2340-43e9-9edb-7ad016426348,c2,c1,27,?,?,surb={'id': '66cd520f-db1f-4a7b-ae9c-4e44d5e3a62f', 'route': ['p1', 'e7', 'i9', 'x11', 'p2', 'c2']}
1769731280.0375068,RECEIVED,82e8cdbd-4e71-4f35-b032-920f38cf74a5,731fa335-84f1-4869-a8c9-04c8ba70744e,c1,c2,27,p2,?,surb={'id': '8a8b6c27-5dd7-48ab-a1f1-904608194cbb', 'route': ['p2', 'e3', 'i7', 'x5', 'p1', 'c1']}
1769731280.1072054,RECEIVED,2f0ddd6a-6fbb-4402-90cd-7138d9bcdc9c,85e331b1-76a1-4bc2-a114-db2c2bc54822,c1,c2,27,p2,?,surb={'id': '5427a291-8ad4-440b-8d0c-78f455427074', 'route': ['p2', 'e6', 'i5', 'x2', 'p1', 'c1']}
1769731280.1289892,RECEIVED,18a0ceeb-1225-4ee9-8fce-2001efc8b86d,5e982d2e-30df-4b7b-80c0-76467e9b68cc,c4,c2,27,p2,?,surb={'id': '07473c68-9791-48d9-8513-cceb85c74cdd', 'route': ['p2', 'e4', 'i6', 'x9', 'p1', 'c4']}
1769731280.4026814,SENT,d6422ce3-7061-4509-8d81-f1b05fca5364,b412b9f5-6e84-47b0-8cbe-f62042416ed0,c2,DROP,2032,?,p2,
1769731280.402814,CREATED,07ad2755-ed15-486b-8978-b6ea189c58db,81b6f663-3eca-4c43-8ec5-0b8f0ab95023,c2,DROP,27,?,?,
1769731280.4770343,SENT,46a5d500-02f3-411f-a609-e9af904292d8,8227ecea-04fd-4259-8836-2e3c08f4ada8,c2,c1,3381,?,p2,
1769731280.4774048,CREATED,81eaf4ab-4a89-40fc-b4b0-05b6e8ce0e93,4b0b5d43-305b-4243-b755-95cc1f87206c,c2,c1,27,?,?,surb={'id': 'ee891fa3-39ee-4c51-9613-f93c9a1a136c', 'route': ['p1', 'e6', 'i2', 'x8', 'p2', 'c2']}
1769731280.5482016,SENT,68f49b6b-91a1-4a0a-9926-54f20a6ad129,799aa52c-2543-4e2e-a9ca-415f961bd8d3,c2,DROP,2023,?,p2,
1769731280.548336,CREATED,5d2de35d-47f5-47a2-b3c8-e7b5b3756fe4,714c7191-7fc5-4278-bef9-fd95446effa8,c2,DROP,27,?,?,
1769731280.7786105,RECEIVED,6d02f934-a835-49ba-a09e-a654f10a86e4,a6afd77c-a136-47f4-a020-7bdb716c742e,c4,c2,27,p2,?,surb={'id': '94b60ebc-f091-4bad-a448-b34089a2aa7f', 'route': ['p2', 'e7', 'i12', 'x8', 'p1', 'c4']}
1769731280.7942674,SENT,0213e3dc-54b1-4415-b593-2a23f0c9a5b0,f2b59bab-b512-4aee-b94a-80632f8cfd67,c2,c1,3398,?,p2,
1769731280.7944186,CREATED,c53e9c68-bbf7-432d-8eae-41f822bd7710,8481a03e-e45c-490c-9590-642aabfd9d48,c2,c1,27,?,?,surb={'id': '98f0ccc7-311a-4ed4-beda-0f5e6b2f7e05', 'route': ['p1', 'e8', 'i1', 'x12', 'p2', 'c2']}
1769731280.8757026,RECEIVED,5e1b8827-3104-420b-bedb-c43daa693b97,e7ed392b-dc82-408f-ac03-b8b25567bef8,c1,c2,27,p2,?,surb={'id': '1d4d08e7-75ca-4ab1-9be1-d9fbed3f8f1b', 'route': ['p2', 'e5', 'i9', 'x2', 'p1', 'c1']}
1769731281.0071654,RECEIVED,172af2cf-7e5f-493c-b835-979f1a860c16,b0c96a23-6d10-465e-be16-dff449cc9047,c4,c2,27,p2,?,surb={'id': '28a3c27b-9994-4fe6-a006-b2d575f7882f', 'route': ['p2', 'e7', 'i2', 'x2', 'p1', 'c4']}
1769731281.4935207,RECEIVED,681b54d7-4a05-44a9-9a2b-337342b37523,274ec301-f337-4ced-9d61-8bc756ebb4c9,c4,c2,27,p2,?,surb={'id': '0f14cd29-9900-49af-aaa8-468581fb8a97', 'route': ['p2', 'e1', 'i11', 'x5', 'p1', 'c4']}
1769731281.7300265,SENT,ad1b8ea1-c86e-45a6-8fd5-572412b97527,c1fcd18a-52f5-4063-8505-c0dae53279ad,c2,c1,3382,?,p2,
1769731281.7301977,CREATED,a01bdd26-8de3-4fe6-9727-308382e91037,3a9bcbaf-735a-42fe-8027-0de94e6727a7,c2,c1,27,?,?,surb={'id': '1378b079-61a1-45e7-a89a-c46b6b9474f2', 'route': ['p1', 'e11', 'i5', 'x8', 'p2', 'c2']}
1769731281.7326407,RECEIVED,b7be4d91-bfae-497d-8757-e81d02cf675d,82118d99-bc8c-4ac7-9611-b6ac8f33f850,c1,c2,27,p2,?,surb={'id': 'c2396c90-a57f-465c-840c-ed19af551527', 'route': ['p2', 'e1', 'i1', 'x11', 'p1', 'c1']}
