timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769749778.083214,RECEIVED,e292ee89-53ea-4774-90b1-c3aafefc62c1,1e60fd06-2487-424f-879b-3beefa213444,c1,c5,27,p2,?,surb={'id': 'a5ff0c7e-8a01-4c5e-bfba-f4deed304ad6', 'route': ['p2', 'e4', 'i9', 'x7', 'p1', 'c1']}
1769749778.0983038,SENT,c0043e46-7b63-4fa3-a8dd-16f9077ce848,f2e48ac0-2c78-4f93-a42e-8cb0a1d44dab,c5,c2,3383,?,p2,
1769749778.0985558,CREATED,ba5e865b-2af1-4f70-9d4f-16d61dd8c5f7,287f300c-17a7-4ebc-b00d-fdc5b346aa14,c5,c2,27,?,?,surb={'id': '735c1607-dd24-43fb-abec-2bd1d800ad62', 'route': ['p2', 'e6', 'i11', 'x7', 'p2', 'c5']}
1769749778.2333708,RECEIVED,11ce14fc-2a8d-4596-bb94-950bb9689112,7a3b837a-242d-4f5b-b60a-0621d63f151d,c1,c5,27,p2,?,surb={'id': '5d1250d5-c5cf-4d0b-a10e-7477889fd7d3', 'route': ['p2', 'e2', 'i1', 'x4', 'p1', 'c1']}
1769749778.2948601,RECEIVED,e2e7800e-e46c-4f00-acee-34d7ff91a41a,ec611486-df0f-4b5d-86a8-2978d2851207,c1,c5,27,p2,?,surb={'id': 'ff06308e-6b19-4703-b47b-a436783e9b86', 'route': ['p2', 'e3', 'i8', 'x1', 'p1', 'c1']}
1769749778.4111395,RECEIVED,f503fe75-7fde-45ed-b1d3-e58e9d8c97c8,7469d96c-da5b-4b57-a018-87e724b65363,c4,c5,27,p2,?,surb={'id': '66544200-b047-4bc0-b79b-c99656c06409', 'route': ['p2', 'e9', 'i6', 'x1', 'p1', 'c4']}
1769749778.427694,SENT,79c06fe9-e456-41fd-9208-d979d0e0e443,7f07f7c4-c7c3-4485-b016-ee24b2da6e50,c5,c2,3384,?,p2,
1769749778.4278383,CREATED,215403a0-2960-49ca-b9cf-99d8f7d29264,c6414bfa-1f99-4bb5-afdd-b955c359dee0,c5,c2,27,?,?,surb={'id': '124bb066-e553-4ead-b36d-e0a0ca6e63fe', 'route': ['p2', 'e6', 'i4', 'x10', 'p2', 'c5']}
1769749778.5396945,RECEIVED,f28584c1-b87e-4e71-b072-61dbdaaf0edd,7598a61c-6df5-45a2-a4f1-871925c4416e,c1,c5,27,p2,?,surb={'id': '7b47eaa9-5f5f-4a1f-ae92-bea7f36928fe', 'route': ['p2', 'e1', 'i1', 'x8', 'p1', 'c1']}
1769749778.5567455,SENT,6787c9bd-6d8b-4130-aa6b-c31b9e313cc4,cfa623aa-f709-4387-94d7-28ba3b5fe4d6,c5,c2,3384,?,p2,
1769749778.5569034,CREATED,6485118a-e861-411c-b4e4-4185fd70a263,80b3de20-edd9-4e82-99ff-ad471b288bbe,c5,c2,27,?,?,surb={'id': 'b97fb376-d0e0-4dd7-86fc-3172a7498991', 'route': ['p2', 'e2', 'i12', 'x1', 'p2', 'c5']}
1769749778.6152782,RECEIVED,ee4bd92b-0188-488f-bcfa-abeb504d64f3,a9cd67de-96c2-40c3-b4ed-a1ba57046f30,c1,c5,27,p2,?,surb={'id': '466e3079-4bb8-474b-a496-e65b934d68f8', 'route': ['p2', 'e9', 'i7', 'x6', 'p1', 'c1']}
1769749778.6661885,RECEIVED,7c06511e-8d6d-4646-8c6c-93740b9caa86,524d96d2-928b-4499-827e-1e5765000476,c4,c5,27,p2,?,surb={'id': 'a9666786-984e-43d0-847b-ecddd4ae978b', 'route': ['p2', 'e3', 'i2', 'x4', 'p1', 'c4']}
1769749778.7736104,RECEIVED,1de657e6-69b5-4c43-8d82-b30605e426ef,845eb215-dbcf-4a3c-bdad-9f8d759e578f,c4,c5,26,p2,?,surb={'id': 'ef1659d1-75e7-4c13-9075-0cb013350346', 'route': ['p2', 'e12', 'i9', 'x1', 'p1', 'c4']}
1769749778.984472,RECEIVED,8263d568-c915-4d82-90ae-753114e58bb0,7eae07f8-f6d9-4ab0-b233-5cf2d0f683f6,c1,c5,27,p2,?,surb={'id': 'e571535f-11d7-498f-a1dc-53fcf2ff5000', 'route': ['p2', 'e11', 'i3', 'x12', 'p1', 'c1']}
1769749779.0529895,RECEIVED,4246b9a8-97dd-4eb9-af26-ebd0b44e497e,3c619b56-e17f-424f-ad18-fc0972aaae73,c1,c5,27,p2,?,surb={'id': '034f5ec9-9f16-4e41-babb-042198238451', 'route': ['p2', 'e10', 'i1', 'x3', 'p1', 'c1']}
1769749779.119252,RECEIVED,31c80236-001b-4f1b-b3ea-e470081ababd,b53ba854-f762-4943-a70c-cf9b7f106884,c1,c5,27,p2,?,surb={'id': '2c958474-5e96-4e64-b021-50938df09346', 'route': ['p2', 'e2', 'i7', 'x11', 'p1', 'c1']}
1769749779.1958795,RECEIVED,5601bf0b-09e8-4dea-a43f-96436d7ac029,fe697bb8-b554-4e09-9564-2d2786d4cd5b,c4,c5,27,p2,?,surb={'id': '7bd69480-5ba0-4675-a403-64831fa44c04', 'route': ['p2', 'e9', 'i3', 'x6', 'p1', 'c4']}
1769749779.2155993,SENT,c18bbb50-8207-4018-b9b3-c962f6f06a2c,2154e27d-248a-4e93-82ce-8fe63e5bc541,c5,c2,3372,?,p2,
1769749779.2157338,CREATED,a0365180-0cbe-4352-aa80-5152a8f520a5,2c503b74-58f1-4db6-a7f1-530e6823571a,c5,c2,26,?,?,surb={'id': 'd8c9775b-3740-42c0-986c-15f5e9dc5e80', 'route': ['p2', 'e10', 'i8', 'x9', 'p2', 'c5']}
1769749779.261882,SENT,24776d1e-7478-4c9b-8085-c23120a42936,4d40008b-4b99-4a94-b999-46d1dd8170e2,c5,c2,3395,?,p2,
1769749779.2620113,CREATED,00b898ff-17a2-4755-8334-530b1780a118,d1526660-dcef-4888-a93f-574b1221ebd0,c5,c2,27,?,?,surb={'id': '9c7b8270-3276-4c45-943a-3b5e766da312', 'route': ['p2', 'e4', 'i11', 'x10', 'p2', 'c5']}
1769749779.4619374,RECEIVED,ec460c73-bd3b-4eab-8e5c-3d797a092963,e8e98fac-454c-4761-90e3-d5f806a2f30f,c1,c5,26,p2,?,surb={'id': '985e9366-4df4-4d91-8ca2-cdc3b8e66d49', 'route': ['p2', 'e8', 'i2', 'x11', 'p1', 'c1']}
1769749779.5597584,RECEIVED,0e2f9c81-1d3a-40af-b6e8-5965677783fe,094d4340-0c24-4444-ade9-8c596a3e0678,c1,c5,27,p2,?,surb={'id': 'dac0001f-d9cd-4101-b526-54d854c8b8bf', 'route': ['p2', 'e10', 'i11', 'x2', 'p1', 'c1']}
1769749779.5688334,RECEIVED,9ac3b11d-b55b-4db6-a8d5-faad83d073e4,7b793aef-b8b2-46ef-8c0d-f7e5fe33f5a9,c4,c5,27,p2,?,surb={'id': 'feb0c8d6-9549-4601-8126-947b7d6cd925', 'route': ['p2', 'e12', 'i12', 'x4', 'p1', 'c4']}
1769749779.581485,RECEIVED,b8bbe8ae-84c6-487e-8ffb-02d81555b6ed,2f6ded5d-2423-4e81-a5dd-e8211fc0f113,c4,c5,27,p2,?,surb={'id': 'd3fdaa92-a2ae-447a-9991-c9f877c5f12b', 'route': ['p2', 'e5', 'i11', 'x6', 'p1', 'c4']}
1769749780.1439357,RECEIVED,7070c244-dfe6-47db-85ab-e56249183b1f,5543df35-a891-4d6a-8e66-140a101ae3f6,c1,c5,26,p2,?,surb={'id': '2a6c75de-098f-4c1d-a908-fd5f5c69df99', 'route': ['p2', 'e9', 'i10', 'x2', 'p1', 'c1']}
1769749780.3051088,SENT,241ec2aa-3576-4084-906a-b82f8f825cc3,612e4dbf-23fd-4008-96f0-18fb31154a66,c5,c2,3383,?,p2,
1769749780.3052447,CREATED,207c9245-8594-40e8-8cc6-52622e5fccd9,534464bd-0a79-464c-a551-528082067d21,c5,c2,27,?,?,surb={'id': '0cb4d0f9-d994-4dc2-bef6-3fdba2b2a511', 'route': ['p2', 'e5', 'i10', 'x7', 'p2', 'c5']}
1769749780.5514302,RECEIVED,e26df08f-6e6f-46a8-8cad-150c0df3b1ef,33405181-c214-413f-aaab-1a95d25946ce,c4,c5,27,p2,?,surb={'id': '9e579c29-6f8b-4355-bc5f-9e0b989c54ea', 'route': ['p2', 'e10', 'i1', 'x2', 'p1', 'c4']}
1769749780.5831957,RECEIVED,83f37600-01c9-4e88-ac9f-da5040e2d025,36a70b02-4d42-4183-aa87-43bd449c0019,c1,c5,27,p2,?,surb={'id': '1722269d-6865-488d-b46d-f98f0bce2634', 'route': ['p2', 'e5', 'i4', 'x9', 'p1', 'c1']}
1769749780.6325212,SENT,f66a6f18-e162-4631-8f12-210e1b5b5bde,fe9051f2-c223-46db-b8af-e1752f355f10,c5,c2,3391,?,p2,
1769749780.6338358,CREATED,31222e1c-8c01-4809-9448-ba29a79ff5d6,e1d3fd0a-ac2d-401a-a09a-ddc83707054c,c5,c2,27,?,?,surb={'id': '11ce6704-18a4-46be-836d-cf2b9e657fd4', 'route': ['p2', 'e2', 'i2', 'x10', 'p2', 'c5']}
1769749780.8675826,RECEIVED,b7376746-2f48-44cd-b672-30947c92ee5a,f800debc-fddd-4524-be9e-1cf3ea4a3428,c4,c5,26,p2,?,surb={'id': 'd7e6a3f5-f2cc-4618-8f67-727209ede8a1', 'route': ['p2', 'e11', 'i11', 'x1', 'p1', 'c4']}
1769749781.072239,RECEIVED,22542571-2c19-4567-972e-b64a59394fc2,cfd39c66-3cd2-479a-8e61-57cde1265ac9,c4,c5,26,p2,?,surb={'id': '13920a85-9b11-486f-8908-b9ed1215533a', 'route': ['p2', 'e8', 'i2', 'x8', 'p1', 'c4']}
1769749781.1058373,RECEIVED,45f30857-c205-469d-b318-4fd38c8b41cd,10d336a5-b739-4870-8e28-8b696da772aa,c1,c5,27,p2,?,surb={'id': '35ebf8f2-f87c-47f1-8534-bb2f32aeb5a7', 'route': ['p2', 'e12', 'i12', 'x6', 'p1', 'c1']}
1769749781.3381245,RECEIVED,84a14986-17cd-4cf6-bcc9-1a997860f8a4,28228e0c-6076-498d-b542-914ff2fb397b,c4,c5,27,p2,?,surb={'id': '9fa10b8e-82cd-4ffc-9402-9444559fcf65', 'route': ['p2', 'e5', 'i5', 'x8', 'p1', 'c4']}
1769749781.3464973,SENT,06c20f60-0fb5-47dc-bd43-073c0301a189,5dbce089-8cbd-4754-8616-437bd98bc1d3,c5,c2,3380,?,p2,
1769749781.3465989,CREATED,7590ee68-359c-4a4b-96b5-01e52ed555f4,b88c8c15-629b-4cac-a802-3d50ba5d1da4,c5,c2,27,?,?,surb={'id': 'c5874829-90cd-402c-af1d-a0f92e7b8d9f', 'route': ['p2', 'e4', 'i3', 'x7', 'p2', 'c5']}
1769749781.3506866,RECEIVED,72c0360c-2ce0-4612-a9a4-fd9f6225c65f,f9a0d948-18d5-4903-a152-e164742c3509,c1,c5,26,p2,?,surb={'id': 'b309745b-3ff9-4a29-af85-aabce086b76e', 'route': ['p2', 'e8', 'i1', 'x6', 'p1', 'c1']}
1769749781.4944174,SENT,1db0e6c5-825f-4377-bf3a-ca42184f151d,d5d4f8e3-5592-4e69-b9a0-c444ee8aa0cb,c5,c2,3388,?,p2,
1769749781.494516,CREATED,89dbc0aa-cec1-4b1f-95b5-c5849bb59895,e607e877-3eea-412e-954d-8f345e1a08bf,c5,c2,27,?,?,surb={'id': 'e3fd4cd9-dad0-4732-9885-12d07042c8c8', 'route': ['p2', 'e6', 'i11', 'x11', 'p2', 'c5']}
1769749781.6552832,RECEIVED,93850d1a-4875-4611-9b05-b772faec9818,aef1adea-0c10-431d-9ede-70a8824238c5,c4,c5,27,p2,?,surb={'id': 'f3989cdf-9f5e-449c-82b6-4f453e0c37e9', 'route': ['p2', 'e7', 'i2', 'x9', 'p1', 'c4']}
1769749782.1851609,RECEIVED,6a9e163c-5118-4281-9155-aadfb069d751,cd116466-a174-488b-baa3-432533ea3ab0,c4,c5,26,p2,?,surb={'id': '5b8bb65d-d007-410e-9241-1490530c5f34', 'route': ['p2', 'e10', 'i6', 'x7', 'p1', 'c4']}
1769749782.2388692,RECEIVED,7de70227-1222-44e8-8b05-2d64a2051649,67d3d726-8eee-43ee-ac1c-489436c53bb7,c4,c5,27,p2,?,surb={'id': 'a2c9b110-f5e5-4ac5-a96f-83e49fcf0fd8', 'route': ['p2', 'e12', 'i8', 'x2', 'p1', 'c4']}
1769749782.350765,RECEIVED,2cb81ea8-6f53-458f-97e1-db888caff28e,562bb285-00f4-42ff-a573-be46484d7e3d,c4,c5,27,p2,?,surb={'id': '3a9a02f4-67d9-4f18-abfc-9ea65705569d', 'route': ['p2', 'e12', 'i8', 'x8', 'p1', 'c4']}
1769749782.6513371,RECEIVED,2c418365-0cc1-431e-bb1a-f18b99b17d0d,68cbe6fe-8390-473f-aacf-2994af1ce268,c4,c5,27,p2,?,surb={'id': '7f89b086-299c-47e3-9eca-f19b58c13ea9', 'route': ['p2', 'e12', 'i3', 'x12', 'p1', 'c4']}
1769749782.733531,RECEIVED,d2cd74fc-2bd1-433b-a664-e422f611a15c,ed500c4c-d797-428e-ba93-e73f0d1fcf9d,c4,c5,27,p2,?,surb={'id': 'b979caef-89aa-4114-8bf7-cdea04f40cb9', 'route': ['p2', 'e4', 'i3', 'x12', 'p1', 'c4']}
1769749782.7697804,RECEIVED,e2f4a93b-13cb-477d-877d-ad3f4981cfe1,5130039d-8fd3-4dda-a4b3-6d75b8d6db74,c4,c5,27,p2,?,surb={'id': '93cfa264-6bc6-4b32-9dbb-54efbb1b4f63', 'route': ['p2', 'e8', 'i8', 'x9', 'p1', 'c4']}
1769749783.0277216,SENT,04fc76d7-5dd9-4111-83f1-0c3ea94ca647,17a03da7-0473-4a28-ab69-885713db1352,c5,c2,3378,?,p2,
1769749783.0278516,CREATED,8d16a6a9-389f-4cf8-920b-daf661663bf2,70476492-cfbc-4af4-bffc-b35a862952d2,c5,c2,27,?,?,surb={'id': '22035f49-536f-4d6c-8f9a-2da3a2521095', 'route': ['p2', 'e3', 'i2', 'x9', 'p2', 'c5']}
1769749783.0870147,SENT,bacb378e-c1b6-44fd-9ace-72b243dd880a,1d1091d7-08aa-4115-822c-1018eb81e35b,c5,c2,3393,?,p2,
1769749783.087185,CREATED,51b2501a-ec3e-48b4-8da8-a73ac2d44040,fb2ca7da-9e6f-46d5-b468-1f7ef50a8543,c5,c2,27,?,?,surb={'id': 'fec9681b-c070-4d8b-9c9c-134b60a8c1c0', 'route': ['p2', 'e6', 'i1', 'x12', 'p2', 'c5']}
1769749783.1704118,RECEIVED,2b082f0b-320f-4ac7-8a75-182a7b121e61,7ab8324e-b1a2-4ef4-abca-cb3abc51d96a,c1,c5,27,p2,?,surb={'id': 'f04db272-c6ac-43d9-81ac-32e4777d8c4e', 'route': ['p2', 'e9', 'i4', 'x12', 'p1', 'c1']}
1769749783.1945605,RECEIVED,8abf4f68-8950-468b-9557-5a41e4afe445,3a66ce41-6c0c-465e-bf00-b8fb94ca2f16,c4,c5,25,p2,?,surb={'id': '78253c76-84e0-40ca-98ba-f14db147fcb7', 'route': ['p2', 'e5', 'i11', 'x6', 'p1', 'c4']}
1769749783.2613661,SENT,2c5359bd-7f46-480b-9b26-ad736a0f1b13,c83612df-881d-4e01-a580-17f639ede663,c5,c2,3396,?,p2,
1769749783.2614906,CREATED,c44baf44-8b2b-4dc1-8dc4-75d473e3ddc5,fd0c0a24-d19c-4c20-a46b-b55227e49457,c5,c2,27,?,?,surb={'id': 'fbe8b2bd-99ba-4b42-82dd-0a0532b796b9', 'route': ['p2', 'e12', 'i12', 'x11', 'p2', 'c5']}
1769749783.4519186,SENT,f6c89f50-6666-4860-b2a4-45f8d684f177,c47e01db-d455-478f-afd0-5d8c73838f65,c5,c2,3387,?,p2,
1769749783.4520917,CREATED,c37c1247-4aa9-4e6f-9f3b-20459f1760b3,a27dbc31-e11a-4e80-bc72-2196a229aa5c,c5,c2,25,?,?,surb={'id': '562835a4-cbd7-4367-896a-b7a97c29783d', 'route': ['p2', 'e5', 'i9', 'x12', 'p2', 'c5']}
1769749783.4783037,SENT,7e8798b2-619b-41fc-91f6-933f5004418e,39c950f1-7233-441f-91ee-f8f29a77d5be,c5,c2,3400,?,p2,
1769749783.4784548,CREATED,19518815-9376-4c4c-8060-6644f7463a41,ffa640b1-ffe9-4677-a798-a24942668096,c5,c2,27,?,?,surb={'id': '799612cd-a766-4b90-b8bb-6d54101e5296', 'route': ['p2', 'e3', 'i10', 'x8', 'p2', 'c5']}
1769749783.6716769,RECEIVED,2982f6ef-4db2-4bde-8a65-39198a779ddd,ae83ebe6-66a7-48d9-b76d-ecc25341de31,c1,c5,26,p2,?,surb={'id': '3ed9eb0d-7333-4ccb-b984-b3074ebb9c7a', 'route': ['p2', 'e10', 'i4', 'x12', 'p1', 'c1']}
1769749783.741536,RECEIVED,93c32898-6ffb-4f1a-8a8a-f1d2e60f7b34,56b1aa29-884f-4fd2-b499-0ab5f21ef519,c4,c5,26,p2,?,surb={'id': 'd8f97e71-5750-4c89-8381-368b8f4c8b68', 'route': ['p2', 'e6', 'i2', 'x7', 'p1', 'c4']}
1769749783.8168669,RECEIVED,14a0339f-ea01-4e6f-aa67-a9b9de2b80f9,38a4aa2f-5b93-4bda-ba79-7c34a42d8e14,c1,c5,27,p2,?,surb={'id': '4022ebb5-9dbe-4986-9f2e-0ce05f0f63c9', 'route': ['p2', 'e6', 'i12', 'x2', 'p1', 'c1']}
1769749783.9825041,RECEIVED,c7791ffc-14e8-4a88-878c-adfad68b1551,9529ba03-4411-41a6-9c85-6433fbba4695,c1,c5,27,p2,?,surb={'id': '5e3796a6-8b3f-49f8-b5e0-c52747fbbf89', 'route': ['p2', 'e8', 'i7', 'x4', 'p1', 'c1']}
1769749784.0135875,RECEIVED,62a1bd34-be25-4c90-a894-e57bb77f1fcb,2549a92f-6898-4167-8e12-c2914a22adf3,c1,c5,27,p2,?,surb={'id': '11c17003-84d5-4553-93c5-19fd387f62f8', 'route': ['p2', 'e5', 'i12', 'x6', 'p1', 'c1']}
1769749784.3805645,SENT,cf8303f1-d2a5-4ac9-a596-3cdc3d375f6d,ada72cad-718d-4b91-84a6-0d7601384172,c5,c2,3380,?,p2,
1769749784.3807142,CREATED,61271fa3-b7f7-4049-b23a-6837b7185818,6e72fd2f-4f08-4f78-8693-ab2a9f0e5d59,c5,c2,26,?,?,surb={'id': 'acb55566-e219-44b5-b95f-cf9b2243d12c', 'route': ['p2', 'e2', 'i5', 'x4', 'p2', 'c5']}
1769749784.5336618,SENT,f385e4e6-726e-43e7-9f6f-da9b9b7a7772,b66c8a1b-f1f7-4870-bdb6-1ab27a4bd767,c5,c2,3379,?,p2,
1769749784.5338128,CREATED,c7a994a2-c859-4aec-b0cb-c92ab82fbfe0,bac91210-5345-4207-b7f4-844cbc7d377c,c5,c2,27,?,?,surb={'id': '7f14f4c2-b8e7-43ce-98c8-8ca3a04ba228', 'route': ['p2', 'e12', 'i11', 'x8', 'p2', 'c5']}
1769749784.5996242,SENT,94ea0dbf-1f4c-4512-8275-439a731c4e26,2ea2001d-85ac-445b-8741-ce395d6c4361,c5,DROP,2042,?,p2,
1769749784.5997615,CREATED,71ba3592-f088-405c-bb6e-9caf7a7235f3,a9582ce1-997d-4065-a5a3-340d7dac591a,c5,DROP,27,?,?,
1769749784.7099707,RECEIVED,519425a0-6629-4533-934e-50bdbdb85af9,e94bd038-a5bc-45e6-b80c-a37830902b79,c1,c5,27,p2,?,surb={'id': '975d182b-f754-46c0-9cd0-ed8d771065fd', 'route': ['p2', 'e12', 'i2', 'x9', 'p1', 'c1']}
1769749784.9577427,RECEIVED,c364b713-2339-4afd-aede-68df236cd0e8,d9938012-c5e0-4738-a68e-2b053e6c1cdc,c1,c5,27,p2,?,surb={'id': 'c5e73336-1ee9-429e-bacc-79c21e30a90c', 'route': ['p2', 'e5', 'i10', 'x11', 'p1', 'c1']}
1769749785.2718425,SENT,ac22e6fa-1072-4671-bb3a-fafb74850f31,6d7c17eb-d1f8-4a06-97bb-aaeea79bf9d9,c5,c2,3392,?,p2,
1769749785.2719743,CREATED,0b513faf-663f-4992-9140-b5951368d391,c87779bf-38bf-4bf6-8d34-6010360834f1,c5,c2,27,?,?,surb={'id': '3156234f-0b35-4821-acc5-cf4cd9ce27c2', 'route': ['p2', 'e4', 'i6', 'x7', 'p2', 'c5']}
1769749785.2860868,RECEIVED,fe2edecf-4768-48cc-ac2f-4a02495d8363,27686dc0-43c5-4402-8e36-5bd9264b6e7d,c1,c5,27,p2,?,surb={'id': '567bcc9d-c647-4a01-886b-10b9e3f36e56', 'route': ['p2', 'e3', 'i3', 'x10', 'p1', 'c1']}
1769749785.2945395,RECEIVED,eb175da5-2029-42e6-a00b-c2728fb5cb9d,7c2340e4-2798-4202-a99f-76b6b8ba2a20,c4,c5,26,p2,?,surb={'id': 'c90e2dcd-bcb3-4956-b7b9-35f603b1862a', 'route': ['p2', 'e8', 'i11', 'x2', 'p1', 'c4']}
1769749785.3829377,RECEIVED,8a0932b1-6159-4ab5-b969-cdd0e4970b3e,78f89f0b-d3c4-4adb-963d-03d8f089b739,c4,c5,27,p2,?,surb={'id': 'd722d996-42ca-4db7-a3f0-8afddd76e5e4', 'route': ['p2', 'e9', 'i8', 'x11', 'p1', 'c4']}
1769749785.396089,RECEIVED,0d209297-9133-4223-9fb9-6654fbd35702,08d1f90e-d6de-4a7a-929c-625bde6e1085,c4,c5,27,p2,?,surb={'id': '99a4fe39-681f-4022-b43e-2846b132882b', 'route': ['p2', 'e5', 'i12', 'x11', 'p1', 'c4']}
1769749785.4078362,RECEIVED,a1dc5268-2955-43aa-850d-c441bf00fdbc,d753d87c-8702-4a42-8911-55dad9cb8c86,c4,c5,27,p2,?,surb={'id': '501acfed-9bb6-4b02-af2f-270db8cec822', 'route': ['p2', 'e7', 'i8', 'x1', 'p1', 'c4']}
1769749785.421595,RECEIVED,6ca27894-df1c-472d-bf2c-5fa956e24c9a,5edceda2-a41a-44af-a97a-4855be0776e8,c4,c5,27,p2,?,surb={'id': '096df812-0013-4a95-90e6-cced078897f2', 'route': ['p2', 'e5', 'i3', 'x11', 'p1', 'c4']}
1769749785.6614306,SENT,8defd258-63e0-4819-b74e-47c7a916a490,67830a95-a6b6-4f73-bb88-5ee32bd9db0d,c5,c2,3373,?,p2,
1769749785.6615613,CREATED,714c741c-2818-4710-8583-d752d6916880,8a2fa61c-8e1a-458d-b3b6-f3d7f22d2bbc,c5,c2,26,?,?,surb={'id': 'b4ef56ab-368a-4160-b1a9-4a67842f64e0', 'route': ['p2', 'e11', 'i11', 'x1', 'p2', 'c5']}
1769749785.908899,SENT,43a07b50-fbda-4066-96f1-250a52c30db0,32b26ce1-403d-42d6-852a-b7866b54480c,c5,c2,3391,?,p2,
1769749785.909032,CREATED,82dc0f2e-6d04-479f-a9a7-d034f54b79e7,ceaa12b6-a03a-42a4-b979-143ad352beb7,c5,c2,27,?,?,surb={'id': 'eb46d6f6-d3b9-47eb-9202-2cb24f7b2da3', 'route': ['p2', 'e6', 'i4', 'x8', 'p2', 'c5']}
1769749785.978325,SENT,1161869f-d444-44ca-a35f-3d4d90b63448,75f1430d-ef01-4633-9edf-02b8fdc03bee,c5,c2,3363,?,p2,
1769749785.9784548,CREATED,6349fa5d-a0b7-4ab0-9e06-ce833e6c3f14,2f4e06be-0a6f-4875-aae4-3511765f720f,c5,c2,27,?,?,surb={'id': '61cf4ddf-a899-42a1-a669-42238a6eb638', 'route': ['p2', 'e3', 'i1', 'x6', 'p2', 'c5']}
1769749786.049997,SENT,a90e4b55-0eba-4cb8-bf9b-9f9256b106fb,17fd8e17-56d7-4bc0-9a14-ab5e12634ede,c5,c2,3360,?,p2,
1769749786.0501533,CREATED,cdb8ff2e-2a8a-4124-bfa8-d23ca2413ded,95bc5ae8-8e5a-4fd5-b64a-c15e74cc72c0,c5,c2,26,?,?,surb={'id': '993754e9-de65-471e-8973-89b39f7416c8', 'route': ['p2', 'e6', 'i4', 'x6', 'p2', 'c5']}
1769749786.4651964,RECEIVED,e96bf3e7-fb6d-4341-b57c-23483e4527f4,db7a9fd6-851f-4dde-a358-538536341679,c1,c5,27,p2,?,surb={'id': '225e8ce4-dda3-406c-aab3-73096d7b8642', 'route': ['p2', 'e10', 'i11', 'x5', 'p1', 'c1']}
1769749786.4698608,RECEIVED,82991c79-b68a-4b93-af77-3865dc4e00cc,80f64a51-d53f-4119-96bf-d5a08442dedb,c4,c5,26,p2,?,surb={'id': 'b242a2f0-cbc2-472e-9429-787936fb523c', 'route': ['p2', 'e1', 'i1', 'x1', 'p1', 'c4']}
1769749786.5982075,SENT,6e1db358-5fce-4a8d-b57e-b7780a57c504,a527726f-f623-4c4b-8e6c-ec13a23e7528,c5,c2,3379,?,p2,
1769749786.5985663,CREATED,d1507245-4dee-4b5c-8a61-40486861a93c,dbeab1e9-35ee-4514-9949-9f7b9c76220e,c5,c2,27,?,?,surb={'id': 'e1bd6958-686e-4a33-b840-b9de5801a379', 'route': ['p2', 'e4', 'i4', 'x10', 'p2', 'c5']}
1769749786.8794942,RECEIVED,ee247f06-e454-4363-8edf-2ab2aae798e0,d98700c7-461f-48e7-80fd-6cff11c4ef44,c1,c5,27,p2,?,surb={'id': 'bf955179-da4b-4c79-9940-664977e249a6', 'route': ['p2', 'e6', 'i4', 'x8', 'p1', 'c1']}
1769749787.1688256,RECEIVED,96ff769c-8ff5-4cc1-9e59-aca155ced4bd,ba6adb25-46e1-4072-b651-3cd7b23510bf,c4,c5,27,p2,?,surb={'id': '1afdcadd-007d-4a1c-9f14-eaaa6550284a', 'route': ['p2', 'e6', 'i3', 'x5', 'p1', 'c4']}
1769749787.2026565,RECEIVED,9b79315a-0db5-4a33-8eac-2350e022d8fc,2d4905b6-abe7-4189-b760-9beec9e646db,c4,c5,27,p2,?,surb={'id': '78613db2-7627-46d4-95e8-a766638d8b75', 'route': ['p2', 'e10', 'i4', 'x2', 'p1', 'c4']}
1769749787.2301667,RECEIVED,2637d895-2c91-4f3d-9c49-23a4fea78e5c,ccd8bb70-b5a0-4402-9954-81107b28383d,c4,c5,27,p2,?,surb={'id': '0346d4e9-6f11-48d6-9a5c-595dbc3686b0', 'route': ['p2', 'e12', 'i5', 'x12', 'p1', 'c4']}
1769749787.287433,RECEIVED,dada84f5-88bc-484b-9311-df8efba4277b,9fea9993-eab1-48b7-82c3-e908324d7279,c4,c5,27,p2,?,surb={'id': '113df70f-3190-4aee-a2d9-0978479ddd6a', 'route': ['p2', 'e12', 'i6', 'x1', 'p1', 'c4']}
1769749787.550245,RECEIVED,703a99df-c192-4f43-a4fb-e79a1be275d8,9935a7fc-3993-407a-81d9-a92a99072598,c4,c5,27,p2,?,surb={'id': '0433fcb3-0526-4de7-b87c-c2985ca7d379', 'route': ['p2', 'e7', 'i1', 'x3', 'p1', 'c4']}
1769749787.6865845,RECEIVED,010514a5-7df9-40d9-999c-682551dc8ed6,1596532d-cb86-4c0b-878b-913dfb066158,c4,c5,27,p2,?,surb={'id': 'eeb739d6-86a4-43b3-b297-36f9f856d878', 'route': ['p2', 'e8', 'i6', 'x1', 'p1', 'c4']}
1769749787.709831,RECEIVED,de948b50-6795-4a7c-8814-ef658de0b465,97c27026-1a04-4d9e-9e49-eeea33fe9559,c4,c5,27,p2,?,surb={'id': '09226e63-637e-4e8e-94d4-3721f1c18ec2', 'route': ['p2', 'e4', 'i12', 'x7', 'p1', 'c4']}
1769749787.8971136,SENT,63cf7009-4995-4608-bb4d-bde5e7662dba,4f400ff5-522d-420a-8b85-a1d02ae24330,c5,c2,3355,?,p2,
