timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769755529.170639,SENT,4ab00202-26a2-4dfa-bfd5-f079fce99a5a,d3e7435d-5d24-4178-9f5b-0dada3e3d2aa,c5,c3,3360,?,p2,
1769755529.1707897,CREATED,3eb29901-d335-4bf3-8ca8-21536a5afaaa,9e148a86-eb9d-4c91-9bb8-1929e1479c25,c5,c3,27,?,?,surb={'id': 'fa2cb82a-4e82-4fcd-9222-a598d83e4a91', 'route': ['p3', 'e5', 'i11', 'x1', 'p2', 'c5']}
1769755529.3592014,SENT,67a90cc2-9edd-4754-911a-802ebe199a19,759d5536-51e1-4de8-a2f4-20727eb2284d,c5,c3,3392,?,p2,
1769755529.3592784,CREATED,2df8926e-d66e-42ad-86cf-952e4af4a6ba,002e21f8-b3bc-4fa2-aa8c-98e6b8599bff,c5,c3,26,?,?,surb={'id': '3ae1adc7-d4e0-4a02-9ad2-ed8f027013b1', 'route': ['p3', 'e1', 'i7', 'x11', 'p2', 'c5']}
1769755529.6143649,SENT,fed8ed9f-e306-40a2-aa4c-7f1b3207855d,47e5419e-a6f0-4e97-b4df-d02e923f32b6,c5,c3,3364,?,p2,
1769755529.6144743,CREATED,1b5b4025-aca9-4676-a4ff-3363dd67b083,002e21f8-b3bc-4fa2-aa8c-98e6b8599bff,c5,c3,26,?,?,surb={'id': '3ae1adc7-d4e0-4a02-9ad2-ed8f027013b1', 'route': ['p3', 'e1', 'i7', 'x11', 'p2', 'c5']}
1769755529.9968724,RECEIVED,eff8b18f-e2a3-4b7a-afd5-d116a9c8b4f8,4a7fab9b-09d1-447b-9ebf-6ab6e5612ae8,c3,c5,26,p2,?,surb={'id': 'a57ac767-fe27-4225-88cb-7b7dabcce654', 'route': ['p2', 'e5', 'i9', 'x1', 'p3', 'c3']}
1769755530.3161173,RECEIVED,d5bc52dd-b445-4b1a-8d97-f9b9d0f595a5,56312d17-f3f9-44a6-96df-4bcac75df31e,c3,c5,27,p2,?,surb={'id': '406c5d26-68ae-4cd6-8cd0-94d7c82645f8', 'route': ['p2', 'e4', 'i8', 'x11', 'p3', 'c3']}
1769755530.5025234,SENT,54525c8a-4ace-4ab9-ae88-0037b4ec756f,867d8509-3b6a-4c9d-883c-e6d34e57a25d,c5,c3,3384,?,p2,
1769755530.5026188,CREATED,61b15f43-3565-4e32-b7c2-5ccbefcc165d,442b95b8-c9e4-46d2-b304-03a13719e9a5,c5,c3,27,?,?,surb={'id': '7a51abe9-955e-4c08-b078-5ea7ec3619ed', 'route': ['p3', 'e4', 'i12', 'x7', 'p2', 'c5']}
1769755530.6948583,SENT,e40c2d0b-336b-4ce6-b3ad-66101dc7f801,32814b4a-324d-4250-b643-761008660b10,c5,c3,3364,?,p2,
1769755530.6949525,CREATED,a9cbe3fd-79de-4f96-a411-f127367950bf,442b95b8-c9e4-46d2-b304-03a13719e9a5,c5,c3,27,?,?,surb={'id': '7a51abe9-955e-4c08-b078-5ea7ec3619ed', 'route': ['p3', 'e4', 'i12', 'x7', 'p2', 'c5']}
1769755530.8255987,RECEIVED,5e6410a8-ff05-4348-8765-688cba5cc13c,4a7fab9b-09d1-447b-9ebf-6ab6e5612ae8,c3,c5,26,p2,?,surb={'id': 'a57ac767-fe27-4225-88cb-7b7dabcce654', 'route': ['p2', 'e5', 'i9', 'x1', 'p3', 'c3']}
1769755530.8808377,RECEIVED,b88bd1ad-b7ed-4ac6-94a5-00b50c8d05a3,9977320b-5347-43b4-84e5-6d9c8c10167e,c3,c5,27,p2,?,surb={'id': '2896af82-f04d-40ba-85c6-fdb9933c0d77', 'route': ['p2', 'e5', 'i12', 'x9', 'p3', 'c3']}
1769755531.291766,RECEIVED,b6d46c98-9ae5-4298-b4c3-9b866f06d826,2144d9fa-09aa-4666-bee3-8329af795102,c3,c5,26,p2,?,surb={'id': 'b8d07e6b-6148-44b1-a1d3-3d3119d6e760', 'route': ['p2', 'e2', 'i9', 'x11', 'p3', 'c3']}
1769755531.4821756,SENT,47d9b6d5-d9db-400c-b00f-218a901f492d,7d02be39-0c22-4584-a952-0c04ce142443,c5,c3,3360,?,p2,
1769755531.482326,CREATED,b70e8816-2d60-444e-b06e-d7321c3abc6a,d964babf-5a6f-490a-be1d-1043a2b6f7f7,c5,c3,27,?,?,surb={'id': '9e164fef-e08e-4858-a416-fc596b638606', 'route': ['p3', 'e2', 'i6', 'x2', 'p2', 'c5']}
1769755531.519657,SENT,decf0ad3-8500-4d2d-8a9e-5fc59071b10b,732766e3-7a66-4474-b442-488a55661b4f,c5,c3,3387,?,p2,
1769755531.5198054,CREATED,82a9b967-dffe-4fe5-b018-a4835572a55d,d964babf-5a6f-490a-be1d-1043a2b6f7f7,c5,c3,27,?,?,surb={'id': '9e164fef-e08e-4858-a416-fc596b638606', 'route': ['p3', 'e2', 'i6', 'x2', 'p2', 'c5']}
1769755531.5343852,SENT,c9e96ab5-5d7d-44e2-b3fb-75d71f962806,dab3b552-e4f2-47ac-84af-64e312c2eb93,c5,c3,3367,?,p2,
1769755531.534534,CREATED,ad55c495-ccfa-45ff-ad5f-3a3edfe0eb7b,75c10761-ecb5-41bb-8cad-1f2f567584e1,c5,c3,27,?,?,surb={'id': 'b5b4293f-3b16-4768-86cd-ac9c1d72b91b', 'route': ['p3', 'e8', 'i10', 'x5', 'p2', 'c5']}
1769755531.5474906,RECEIVED,bceaedb9-1dee-46ff-93fd-b81c53d17097,22584237-97ec-4a7d-8d92-123463ac1a50,c3,c5,27,p2,?,surb={'id': '9ba49ff6-433a-4a60-aee9-a1142d2d602d', 'route': ['p2', 'e9', 'i10', 'x7', 'p3', 'c3']}
1769755531.7154398,RECEIVED,0c209e67-a463-4f13-bfaa-9ba9f569888b,9977320b-5347-43b4-84e5-6d9c8c10167e,c3,c5,27,p2,?,surb={'id': '2896af82-f04d-40ba-85c6-fdb9933c0d77', 'route': ['p2', 'e5', 'i12', 'x9', 'p3', 'c3']}
1769755532.326464,SENT,5ab1e080-e3fb-4179-b3ad-c417506c589e,c2a50059-3787-4c53-866c-91e512c098c1,c5,c3,3401,?,p2,
1769755532.326598,CREATED,6bf6bf6d-b515-4d2e-a6f9-7af45147a2bf,75c10761-ecb5-41bb-8cad-1f2f567584e1,c5,c3,27,?,?,surb={'id': 'b5b4293f-3b16-4768-86cd-ac9c1d72b91b', 'route': ['p3', 'e8', 'i10', 'x5', 'p2', 'c5']}
1769755532.3433626,SENT,a347b930-217c-45f2-a2f7-da73df2c35b0,d4b1f6e3-d923-4ba1-bc46-aac169ae6b7f,c5,c3,3380,?,p2,
1769755532.343499,CREATED,d65c9ce0-b7e5-4153-a1ed-f71187a9790b,d2cd7c68-8dc0-4d55-abba-fdf56383ec49,c5,c3,27,?,?,surb={'id': 'f1951780-875f-481f-bf5c-378a485ee953', 'route': ['p3', 'e8', 'i4', 'x5', 'p2', 'c5']}
1769755532.4059432,RECEIVED,0ace35e1-7b50-4fc9-bb63-015015fc1d9a,f941d0a8-f197-4165-9287-f2b1b19896b3,c3,c5,27,p2,?,surb={'id': '8bd1836d-810c-4b2d-98e4-0e12c70369e0', 'route': ['p2', 'e6', 'i9', 'x9', 'p3', 'c3']}
1769755532.5100086,SENT,b6f806aa-06b4-441e-b929-9f83613ebc51,b9e200f8-846d-426f-b1d6-caf972ff3f93,c5,c3,3359,?,p2,
1769755532.5101206,CREATED,d2acc111-a27b-463b-bbfa-04e5ce5e14a9,d2cd7c68-8dc0-4d55-abba-fdf56383ec49,c5,c3,27,?,?,surb={'id': 'f1951780-875f-481f-bf5c-378a485ee953', 'route': ['p3', 'e8', 'i4', 'x5', 'p2', 'c5']}
1769755532.5175276,RECEIVED,4097f714-dd88-42bd-9de3-b9be173389cb,58847251-a1e2-4075-bf26-37c6b81fc7c1,c3,c5,26,p2,?,surb={'id': '83830a86-3df3-41a8-b563-207ec31a99a3', 'route': ['p2', 'e11', 'i9', 'x5', 'p3', 'c3']}
1769755532.695678,SENT,e572dfd1-0235-4cba-aa56-8cbfff3959c0,761c5ab0-6672-4434-982c-9f5f9d7bc0d4,c5,c3,3372,?,p2,
1769755532.695813,CREATED,a182cccc-67d1-4b7c-8c06-a49cd08ae7cc,aa2e8943-14cf-4f82-9af6-689715aa39c5,c5,c3,27,?,?,surb={'id': 'a7923f3a-d61c-4555-b45c-b80acfeb643c', 'route': ['p3', 'e4', 'i10', 'x8', 'p2', 'c5']}
1769755533.0515661,RECEIVED,988e5f85-b283-4d50-8eab-703de707baa8,c1e15ed4-9363-4888-a954-86e4be8327e9,c3,c5,27,p2,?,surb={'id': '5682e3cc-81db-478d-b187-690467b907d3', 'route': ['p2', 'e9', 'i6', 'x2', 'p3', 'c3']}
1769755533.1177163,RECEIVED,ef20b65c-be96-4227-9fd8-3b9336d242b2,58847251-a1e2-4075-bf26-37c6b81fc7c1,c3,c5,26,p2,?,surb={'id': '83830a86-3df3-41a8-b563-207ec31a99a3', 'route': ['p2', 'e11', 'i9', 'x5', 'p3', 'c3']}
1769755533.2052875,RECEIVED,6bf082f1-ec16-4342-a8bd-e4c0ffac7a49,f941d0a8-f197-4165-9287-f2b1b19896b3,c3,c5,27,p2,?,surb={'id': '8bd1836d-810c-4b2d-98e4-0e12c70369e0', 'route': ['p2', 'e6', 'i9', 'x9', 'p3', 'c3']}
1769755533.3959556,SENT,01010830-819c-45b6-802f-062c461890b7,c2d96d4c-faac-4783-8456-529c318ca67a,c5,c3,3383,?,p2,
1769755533.3961182,CREATED,75326f77-4932-4657-a135-cce4b94788e2,aa2e8943-14cf-4f82-9af6-689715aa39c5,c5,c3,27,?,?,surb={'id': 'a7923f3a-d61c-4555-b45c-b80acfeb643c', 'route': ['p3', 'e4', 'i10', 'x8', 'p2', 'c5']}
1769755533.4095109,SENT,ec2c0df1-71d0-4be4-b4c0-6100d40dfe10,f894d35d-6f5f-49ee-a37e-5512f8d626b7,c5,c3,3383,?,p2,
1769755533.4096315,CREATED,64bc50ae-cbc3-44d7-abd1-ff1bd862cc0f,f4307c4e-672b-462c-a968-b5918d709a37,c5,c3,26,?,?,surb={'id': '04fe1612-d187-474e-bbd7-23ec9f5a5ba7', 'route': ['p3', 'e6', 'i8', 'x10', 'p2', 'c5']}
1769755533.8742883,SENT,96fe2ab7-2b91-47e8-85cb-6b2eacb2b087,dd037481-43a2-4e48-8b79-42c5c8c4ba53,c5,c3,3362,?,p2,
1769755533.8745854,CREATED,51c307bc-518f-4af5-9682-015d04390bc2,f4307c4e-672b-462c-a968-b5918d709a37,c5,c3,26,?,?,surb={'id': '04fe1612-d187-474e-bbd7-23ec9f5a5ba7', 'route': ['p3', 'e6', 'i8', 'x10', 'p2', 'c5']}
1769755534.0782607,RECEIVED,5bedb405-5824-44f2-b957-9992f51bc5b3,27b9f80b-ad17-459a-ba2c-fab8e1cd1358,c3,c5,27,p2,?,surb={'id': 'aa63a63e-94ed-4a0b-a4d6-0fac97b201b1', 'route': ['p2', 'e7', 'i4', 'x5', 'p3', 'c3']}
1769755534.098688,RECEIVED,7e8f0d29-d6ca-488e-b830-c636a70e9738,22584237-97ec-4a7d-8d92-123463ac1a50,c3,c5,27,p2,?,surb={'id': '9ba49ff6-433a-4a60-aee9-a1142d2d602d', 'route': ['p2', 'e9', 'i10', 'x7', 'p3', 'c3']}
1769755534.4077044,SENT,f8a867b6-1b82-4da0-a466-34a232829254,8ebba6e0-0799-42a0-871b-4ea9253dd648,c5,c3,3396,?,p2,
1769755534.407838,CREATED,b28b2aec-8e37-42af-9679-6c17d6fb2014,34a16d3d-be86-457a-aae2-682b1770a813,c5,c3,27,?,?,surb={'id': 'febf3ab6-6900-433f-bbb6-036f0ba25982', 'route': ['p3', 'e11', 'i12', 'x4', 'p2', 'c5']}
1769755534.476009,RECEIVED,da9a4d7f-e53e-456e-9340-2d9307d11e52,c1e15ed4-9363-4888-a954-86e4be8327e9,c3,c5,27,p2,?,surb={'id': '5682e3cc-81db-478d-b187-690467b907d3', 'route': ['p2', 'e9', 'i6', 'x2', 'p3', 'c3']}
1769755534.7729254,RECEIVED,b63654d6-bf5f-432a-a9a8-f62ee7338162,340091fa-dcfd-458e-ac64-c3e5ba3fc024,c3,c5,26,p2,?,surb={'id': 'fb9a2abb-971f-4d66-9c84-6423c57f1e06', 'route': ['p2', 'e5', 'i7', 'x4', 'p3', 'c3']}
1769755534.8608956,SENT,a276bdac-4774-4d5f-a137-147b2907c86a,7d15d448-ddd3-4449-af54-28052f6c5c18,c5,c3,3395,?,p2,
1769755534.8610299,CREATED,623e3512-0fb1-4a0e-a3c6-e22c4a4f162e,34a16d3d-be86-457a-aae2-682b1770a813,c5,c3,27,?,?,surb={'id': 'febf3ab6-6900-433f-bbb6-036f0ba25982', 'route': ['p3', 'e11', 'i12', 'x4', 'p2', 'c5']}
1769755534.9655254,RECEIVED,3924348d-9623-4609-bc70-b46b26fe16ac,21f92398-0d4e-40b1-9af5-19c1763e4908,c3,c5,27,p2,?,surb={'id': 'fbdd8f00-c6fc-4e77-84be-09b8959f1966', 'route': ['p2', 'e2', 'i7', 'x8', 'p3', 'c3']}
1769755535.0917265,RECEIVED,e3406804-1d1a-40b3-bec4-512a99b5c229,86c30575-4c3e-47c7-893d-d365aa10018a,c3,c5,27,p2,?,surb={'id': '098f4224-b8de-4d11-841c-274c26ebca88', 'route': ['p2', 'e12', 'i1', 'x9', 'p3', 'c3']}
1769755535.226089,RECEIVED,52972f8a-4f92-4319-9f11-3038121f10ba,a4112ae6-4b90-4c4f-b5ce-1255f191fb88,c3,c5,26,p2,?,surb={'id': '23efb8d4-cd8c-4459-bb9a-27f8641e35e9', 'route': ['p2', 'e7', 'i6', 'x7', 'p3', 'c3']}
1769755535.2435167,RECEIVED,d1b1da28-3566-4ec1-991d-82762c535780,27b9f80b-ad17-459a-ba2c-fab8e1cd1358,c3,c5,27,p2,?,surb={'id': 'aa63a63e-94ed-4a0b-a4d6-0fac97b201b1', 'route': ['p2', 'e7', 'i4', 'x5', 'p3', 'c3']}
1769755535.5833433,SENT,b9c2b2c4-386a-43c6-9a1d-923b85622acb,9b101334-ad30-4ad6-abb3-7caa811501f6,c5,c3,3384,?,p2,
1769755535.583402,CREATED,ff258ff8-a5c4-478b-bda8-fb45faeda507,b4c0a372-d01f-4d9e-94e4-244503fdf830,c5,c3,27,?,?,surb={'id': 'a9c49afb-f804-4d4a-b5ae-9f842cc867b4', 'route': ['p3', 'e8', 'i9', 'x7', 'p2', 'c5']}
1769755535.590383,RECEIVED,16bf74e1-c01a-4998-bf23-348097c47ee1,ce88d7f5-5c57-4dbe-a858-8b00b77dfb95,c3,c5,27,p2,?,surb={'id': '743f07bd-2a1e-4233-8b68-708d66d7bd89', 'route': ['p2', 'e1', 'i12', 'x5', 'p3', 'c3']}
1769755535.7008646,SENT,e521e51e-323d-4ff0-8041-5c7f51c15e13,d769b77e-05fd-40ae-8335-e7367371f4f5,c5,c3,3385,?,p2,
1769755535.700996,CREATED,70adb16a-4e97-4c72-9cde-48969f14ef98,b4c0a372-d01f-4d9e-94e4-244503fdf830,c5,c3,27,?,?,surb={'id': 'a9c49afb-f804-4d4a-b5ae-9f842cc867b4', 'route': ['p3', 'e8', 'i9', 'x7', 'p2', 'c5']}
1769755535.7195916,SENT,6a122397-6c01-44da-b893-534b2c390a8c,043967d2-8aab-401e-afba-3bf9262c6423,c5,c3,3388,?,p2,
1769755535.7197247,CREATED,4e6b6282-f1d1-4120-89b5-fec9a8be437f,8de4608e-1cc7-4f1d-a5e3-1802f11aeeb2,c5,c3,27,?,?,surb={'id': '27b92bca-af70-4077-b314-7323db5fb605', 'route': ['p3', 'e7', 'i10', 'x1', 'p2', 'c5']}
1769755535.892388,RECEIVED,56d30b05-cb9d-49f6-9b48-975c935f4dbb,86c30575-4c3e-47c7-893d-d365aa10018a,c3,c5,27,p2,?,surb={'id': '098f4224-b8de-4d11-841c-274c26ebca88', 'route': ['p2', 'e12', 'i1', 'x9', 'p3', 'c3']}
1769755536.3423562,RECEIVED,b286b3ea-e5d1-4333-89be-ab7966147962,45911368-2170-42d2-9f92-cf0724f66618,c3,c5,26,p2,?,surb={'id': '37d8ae7b-9974-4acd-8c60-08179ea6fa2b', 'route': ['p2', 'e1', 'i1', 'x2', 'p3', 'c3']}
1769755536.5220835,RECEIVED,648083ce-2487-40d5-8c0b-d7712b7ba7ce,0577dc7a-e883-4d1b-af70-975e2ffc3d66,c3,c5,27,p2,?,surb={'id': 'edb3c4a4-d6bc-4607-97e8-7d32b1504cb5', 'route': ['p2', 'e6', 'i4', 'x3', 'p3', 'c3']}
1769755536.5394595,RECEIVED,69dfc075-4407-41c7-95f1-b33e68385596,a4112ae6-4b90-4c4f-b5ce-1255f191fb88,c3,c5,26,p2,?,surb={'id': '23efb8d4-cd8c-4459-bb9a-27f8641e35e9', 'route': ['p2', 'e7', 'i6', 'x7', 'p3', 'c3']}
1769755536.5758314,SENT,1d18a093-a168-4c15-a8a0-a11d0d08ea9f,203e8a5b-b281-4f14-b864-20665c7275c8,c5,c3,3381,?,p2,
1769755536.5759716,CREATED,3860ad0a-dc2d-404a-b095-1a357d6724f2,8de4608e-1cc7-4f1d-a5e3-1802f11aeeb2,c5,c3,27,?,?,surb={'id': '27b92bca-af70-4077-b314-7323db5fb605', 'route': ['p3', 'e7', 'i10', 'x1', 'p2', 'c5']}
1769755536.8028631,RECEIVED,584c277c-db3b-4ed3-87f9-51172e668eec,aa7b91fa-ac71-4ab6-852d-935acc4f1752,c3,c5,27,p2,?,surb={'id': '370aa256-de9e-41be-9801-c2ac8143bc3f', 'route': ['p2', 'e5', 'i1', 'x8', 'p3', 'c3']}
1769755536.9415166,SENT,9b3f25ee-279b-47f8-89f7-436836596511,6c1e1d35-4147-42c0-b532-a6065bbebb34,c5,c3,3383,?,p2,
1769755536.9415777,CREATED,bda7644e-770e-41b2-850e-61447ab5e170,a7213a5f-a6cd-42cc-93d8-fe65ebb87278,c5,c3,26,?,?,surb={'id': '872a02d5-2976-4d17-b625-363e7859337e', 'route': ['p3', 'e7', 'i8', 'x8', 'p2', 'c5']}
1769755537.0873158,SENT,43b0b8b0-bd5e-4290-a5cf-71d8bc9c1852,5daa1acf-60d1-4f19-be9c-e478e8e53eac,c5,c3,3355,?,p2,
1769755537.0874498,CREATED,cfe247e1-d10a-429b-aa11-b37087ae3ff7,a7213a5f-a6cd-42cc-93d8-fe65ebb87278,c5,c3,26,?,?,surb={'id': '872a02d5-2976-4d17-b625-363e7859337e', 'route': ['p3', 'e7', 'i8', 'x8', 'p2', 'c5']}
1769755537.2941058,SENT,d1dae979-4f8e-49c6-8d6a-dfa675387c80,a09f8c72-d61d-4f23-8f1d-4d7672761bdb,c5,c3,3387,?,p2,
1769755537.2942445,CREATED,ad016246-8ecb-4345-81ab-aeff0c2e95c1,334c71d5-0358-4e70-87fa-219199bda62e,c5,c3,27,?,?,surb={'id': '35267482-b6c3-4c50-ba70-cd273cfc36c6', 'route': ['p3', 'e10', 'i3', 'x12', 'p2', 'c5']}
1769755537.2973452,RECEIVED,3f80f199-ff2b-4f50-b810-b75bd9e7611d,e01d1e1e-a509-4b9a-a102-561256803a54,c3,c5,27,p2,?,surb={'id': 'ad330826-72fe-4a17-93ab-ad12759d33eb', 'route': ['p2', 'e7', 'i9', 'x4', 'p3', 'c3']}
1769755537.3049772,RECEIVED,9f20b352-cc45-4af3-b59b-85fd9fa85c02,ce88d7f5-5c57-4dbe-a858-8b00b77dfb95,c3,c5,27,p2,?,surb={'id': '743f07bd-2a1e-4233-8b68-708d66d7bd89', 'route': ['p2', 'e1', 'i12', 'x5', 'p3', 'c3']}
1769755537.397125,RECEIVED,cfdce4da-7c6d-4862-99cd-ee4f614aa962,aa7b91fa-ac71-4ab6-852d-935acc4f1752,c3,c5,27,p2,?,surb={'id': '370aa256-de9e-41be-9801-c2ac8143bc3f', 'route': ['p2', 'e5', 'i1', 'x8', 'p3', 'c3']}
1769755537.54619,SENT,d2d7cf33-990a-49e7-b6b4-93f803e7bdd4,bd0c7c27-2232-4bc3-bc9d-92dcd62e1f7e,c5,c3,3383,?,p2,
1769755537.5463247,CREATED,c72df009-a3ee-4ae1-b580-0a5d7385b2c8,334c71d5-0358-4e70-87fa-219199bda62e,c5,c3,27,?,?,surb={'id': '35267482-b6c3-4c50-ba70-cd273cfc36c6', 'route': ['p3', 'e10', 'i3', 'x12', 'p2', 'c5']}
1769755537.7485962,RECEIVED,59803237-5a20-4755-91a5-b6336dee5c79,340091fa-dcfd-458e-ac64-c3e5ba3fc024,c3,c5,26,p2,?,surb={'id': 'fb9a2abb-971f-4d66-9c84-6423c57f1e06', 'route': ['p2', 'e5', 'i7', 'x4', 'p3', 'c3']}
1769755537.8085227,RECEIVED,74e1795a-17bf-4449-b965-57badce32cdb,90ee4302-35e2-4a73-8b47-cc2187786fe4,c3,c5,27,p2,?,surb={'id': '2fcccc9a-a56e-4706-aa59-8faed59c1aa2', 'route': ['p2', 'e6', 'i3', 'x8', 'p3', 'c3']}
1769755537.8688395,RECEIVED,61c63fd7-9597-472c-84de-f8c668cd09c2,45911368-2170-42d2-9f92-cf0724f66618,c3,c5,26,p2,?,surb={'id': '37d8ae7b-9974-4acd-8c60-08179ea6fa2b', 'route': ['p2', 'e1', 'i1', 'x2', 'p3', 'c3']}
1769755537.9778206,SENT,7edac6a2-be14-4aad-855a-bc75ca3b31da,10f6881d-d89a-4e1e-95ee-26c39172a0de,c5,c3,3375,?,p2,
1769755537.9779541,CREATED,dd5965b4-3179-465e-9a6d-bab6beef3ef5,1b7d9bf4-5e8d-49a0-a182-f6172a3ac0b7,c5,c3,27,?,?,surb={'id': '8d8c6577-b281-4224-8271-1310072df284', 'route': ['p3', 'e2', 'i6', 'x11', 'p2', 'c5']}
1769755538.0858004,SENT,13b71486-8e8f-4300-8a58-eeb8e3281348,9fd09b90-88ea-4bf7-9c34-4f01358c286f,c5,c3,3384,?,p2,
1769755538.0859418,CREATED,7fb7f719-4242-45b6-a9ba-38b636bed13c,1b7d9bf4-5e8d-49a0-a182-f6172a3ac0b7,c5,c3,27,?,?,surb={'id': '8d8c6577-b281-4224-8271-1310072df284', 'route': ['p3', 'e2', 'i6', 'x11', 'p2', 'c5']}
1769755538.1976502,SENT,4c49517f-186b-4a4e-94e5-e915bd576ebf,70d27cbd-7f8a-4f4f-aa9b-71a5dabd4dc6,c5,c3,3384,?,p2,
1769755538.1978016,CREATED,9498b445-d1e8-4d66-bbe8-e807f3d63648,2cc8e3a2-2c1a-4cd5-b787-d88d24da1777,c5,c3,27,?,?,surb={'id': 'efd42d27-1203-4507-b4b5-c5c897325af1', 'route': ['p3', 'e12', 'i8', 'x1', 'p2', 'c5']}
1769755538.3674927,SENT,b889af1f-9b35-45d3-a995-58225d8f5847,fbbce817-0d85-43d3-aac9-94cfd0e8ea3d,c5,c3,3375,?,p2,
1769755538.3676317,CREATED,ab72f180-7f52-4088-8ec7-5eac801a6996,2cc8e3a2-2c1a-4cd5-b787-d88d24da1777,c5,c3,27,?,?,surb={'id': 'efd42d27-1203-4507-b4b5-c5c897325af1', 'route': ['p3', 'e12', 'i8', 'x1', 'p2', 'c5']}
1769755538.5194066,SENT,5eb0a38a-e424-4172-b19c-4e812c14f3de,2af03680-52f2-4c7b-83a0-27863e90afeb,c5,c3,3367,?,p2,
1769755538.519543,CREATED,058d3b6d-696c-4de9-b5d2-aecc7bf92c70,bd700dd7-b06d-4cc0-ab50-569996983973,c5,c3,27,?,?,surb={'id': 'd52c0b72-9c5a-4ce2-9fb8-0fec759b34fa', 'route': ['p3', 'e12', 'i6', 'x3', 'p2', 'c5']}
1769755538.5838153,RECEIVED,195cddf2-6456-4eb6-9e11-bc434233de76,21f92398-0d4e-40b1-9af5-19c1763e4908,c3,c5,27,p2,?,surb={'id': 'fbdd8f00-c6fc-4e77-84be-09b8959f1966', 'route': ['p2', 'e2', 'i7', 'x8', 'p3', 'c3']}
1769755538.7402015,RECEIVED,b9e9e65e-4ee1-4d43-90a8-7789e26e91ec,90ee4302-35e2-4a73-8b47-cc2187786fe4,c3,c5,27,p2,?,surb={'id': '2fcccc9a-a56e-4706-aa59-8faed59c1aa2', 'route': ['p2', 'e6', 'i3', 'x8', 'p3', 'c3']}
1769755538.79114,SENT,dcd4bcea-1199-4d8e-a631-af43c7c907b6,97f5193f-3f40-4afe-ae38-1748934eb5e7,c5,c3,3392,?,p2,
1769755538.7912142,CREATED,398dfd47-905b-4f2d-863b-8f68d8950276,bd700dd7-b06d-4cc0-ab50-569996983973,c5,c3,27,?,?,surb={'id': 'd52c0b72-9c5a-4ce2-9fb8-0fec759b34fa', 'route': ['p3', 'e12', 'i6', 'x3', 'p2', 'c5']}
1769755538.9453182,SENT,5d57f046-4f5e-4266-a4eb-ff0e59adf7fc,8849a4dc-75b0-43cc-b0d3-a2b35b5a9fcc,c5,c3,3361,?,p2,
1769755538.945468,CREATED,f97a0744-bc1f-4443-84cf-ec4882f3f21e,79f9caad-67d6-498f-a11c-f19d11d8e17e,c5,c3,26,?,?,surb={'id': '52e9d258-10f9-4acb-9d63-4749247f1365', 'route': ['p3', 'e5', 'i9', 'x1', 'p2', 'c5']}
1769755539.090195,SENT,a139a8f8-760d-4f11-98a4-4d6ed4343eac,0db3393e-923a-4431-bc91-7bfc5accfdb7,c5,c3,3381,?,p2,
1769755539.0903473,CREATED,2552562f-eeea-4544-b5a6-432f1439c80f,79f9caad-67d6-498f-a11c-f19d11d8e17e,c5,c3,26,?,?,surb={'id': '52e9d258-10f9-4acb-9d63-4749247f1365', 'route': ['p3', 'e5', 'i9', 'x1', 'p2', 'c5']}
1769755539.0961585,RECEIVED,5aab25db-bbc5-46b3-b169-dcfcefb2f0f6,163eec56-c3fc-4d51-88f7-6743240196da,c3,c5,27,p2,?,surb={'id': '420f2914-ff54-4e92-a66e-f719ecb9b842', 'route': ['p2', 'e7', 'i7', 'x10', 'p3', 'c3']}
1769755539.1438541,SENT,8e45c22c-6bb1-4119-a8cf-b544bbaec281,9390a84d-b640-4bb4-8755-db4ebe488320,c5,c3,3377,?,p2,
1769755539.144004,CREATED,ccaed7af-0b2c-4ace-a4ed-87be457b72c6,e043ad67-b11f-4ecd-83f3-63110f13ef83,c5,c3,27,?,?,surb={'id': '6ee541bb-937b-4ad0-9833-2f13c6502ced', 'route': ['p3', 'e3', 'i7', 'x12', 'p2', 'c5']}
1769755539.262413,SENT,55b4b063-7ceb-415a-9685-b9f1ea1d5c87,5e335b93-5820-487f-8128-514f39036f47,c5,c3,3396,?,p2,
1769755539.263549,CREATED,f8a75f44-d380-4da9-a555-c2987d9f1b31,e043ad67-b11f-4ecd-83f3-63110f13ef83,c5,c3,27,?,?,surb={'id': '6ee541bb-937b-4ad0-9833-2f13c6502ced', 'route': ['p3', 'e3', 'i7', 'x12', 'p2', 'c5']}
1769755539.4021745,SENT,90c494f0-22f0-4703-9b74-1501460a772f,040a30fb-f956-40d0-9f5f-44a6c5f707f3,c5,c3,3392,?,p2,
1769755539.4022436,CREATED,c476624e-44f4-4ce4-aa9e-6fca6d5954d4,57ec6d1d-9bcb-4c51-9922-611a089eb242,c5,c3,27,?,?,surb={'id': '1ea3dbc7-acb4-4823-9bd5-28d161e19e50', 'route': ['p3', 'e8', 'i4', 'x7', 'p2', 'c5']}
1769755539.6379936,RECEIVED,e8c0b03f-973f-49ec-b36d-4ec04c5aefca,ee318ea5-82ba-4682-a8dd-7c7a58d690cc,c3,c5,27,p2,?,surb={'id': '6f1d144f-4153-466e-925f-4d08bc635f90', 'route': ['p2', 'e11', 'i2', 'x9', 'p3', 'c3']}
